Hybridization REF	TCGA-BH-A0EI-01A-11R-A115-07
GABARAPL2	-0.136125
MARVELD2	1.94516666666667
DGCR2	0.189833333333333
UNC45A	0.415
C6orf72	0.9295
ZNF683	3.8775
GIT2	-0.066125
CASK	0.849666666666667
C14orf161	2.16
LRRC44	0.99375
TIFA	-0.346875
UTP11L	-1.462
C6orf65	-0.80175
FDPS	-0.06375
DUSP9	-2.2472
SLC17A8	0.345666666666667
OR51G1	0.201
NANS	-0.06825
OLFML1	1.6375
ATP10B	-1.759
NPAS3	0.795
PRKCA	-2.8674
GGA2	-0.4821875
LCE4A	0.29
SPANXN3	0.71075
CCDC115	1.014
SDCCAG3	-1.49325
GLIPR1L1	-0.492666666666667
TTC1	-0.23425
C17orf76	0.313
MAD2L2	-1.83975
HIPK1	0.1373
LRRC3B	-0.442833333333333
CLN3	-0.389227272727273
C17orf47	0.208
FMN2	-2.99375
TUBB1	-2.118625
WAPAL	0.136333333333333
C3orf21	-0.10425
SCN5A	0.2191
SMYD1	1.5115
BEX5	0.4455
ZNF192	-0.1475
SEC22A	0.249666666666667
GRIA2	2.84507692307692
KIAA0825	-0.32775
NUSAP1	-2.67781818181818
LANCL1	-0.275125
C15orf40	-0.2675
ZNF645	0.238
GPR61	-0.28075
NLRP14	-0.221
SNX21	0.3768
C1QTNF8	0.174
C17orf46	0.78325
IFNA8	0.4125
SPRR1B	-1.3425
FLRT1	-0.858
SNX17	0.124833333333333
ASB2	-0.477833333333333
HBG1	-5.325
RPRML	-1.2515
JOSD2	0.518166666666667
PLSCR3	0.3985
SPOCD1	-0.9585
RAB39	-0.786
GHRH	1.52233333333333
ITIH5L	0.8
C17orf37	0.44
SMCR8	-0.0335
DPY19L2P3	-0.717333333333333
IL11RA	0.524
GDF3	-4.45816666666667
RPS6KB1	-0.6875
DNAJC19	0.2435
TOP1	0
CRCT1	-0.873375
MPST	-0.392875
DPM2	-0.0245
FAM38B	-1.40933333333333
SLC18A1	-2.45533333333333
FARP1	-0.130833333333333
PAX7	-0.07375
TUBD1	-1.4135
GNL3	-0.174125
BTG2	2.74846666666667
NDUFS6	-0.28525
C1orf79	-2.47175
ERAL1	0.641
ECHS1	0.32025
VPS4A	-0.555666666666667
CYP11A1	-0.523625
ABCC6	-1.52142857142857
PBX4	-2.2695
MOSC1	-0.443625
NCF4	0.09775
HYMAI	null
NAGPA	-0.513875
OTOP2	0.34675
ACOT12	0.031
MTHFD2L	-0.495125
LOC441376	3.83625
C19orf34	-1.2325
RAB1B	1.23675
ALDOAP2	-0.8175
NTRK1	-1.6725
ARTS-1	0.1598
SLC6A11	-1.976
NAP1L2	0.8095
CNGB1	-0.0313333333333333
EPB41L4B	0.1435
FAM134B	2.962625
HS3ST3A1	-2.04583333333333
CPXM2	5.9175
SIRPB2	0.8535
CHORDC1	-1.51983333333333
TRIB3	-0.234333333333333
SLC2A5	-0.16825
C2orf49	-0.298666666666667
DDX5	-0.132
OR5L1	0.093
ANAPC4	-0.391666666666667
ZSWIM1	0.6215
LOC93622	0.0355
KCNK3	0.8595
RP11-35N6.1	-2.792875
ZFP161	0.0828333333333333
AQP9	2.73175
SLC15A2	-0.284
MREG	0.234666666666667
OR9I1	0.02
PDLIM2	0.121142857142857
ADAM7	-0.12
GSTCD	0.6775
WDR21A	0.498625
SLC12A8	1.938
TMEM174	0.07575
IGSF3	0.718333333333333
LRRN1	1.104
LOC402117	-0.25475
SRPK1	-1.85833333333333
LY6K	-2.2765
NFIA	1.638
PTCD3	-1.28025
LEP	3.14966666666667
PCDH21	-0.563
MAPKAPK2	1.07264285714286
NMNAT1	-0.477666666666667
LHFPL2	0.975875
C9orf43	0.50675
DIP2A	-0.366666666666667
ACTR8	-0.405125
CCDC34	-0.65875
PTPN22	-1.15625
ITGA3	0.843
FAM129C	0.25975
RABGGTA	0.525833333333333
UNC45B	0.41125
KIAA1033	0.4185
ZNF510	0.207833333333333
CYP2D6	-0.694666666666667
SLC26A10	-1.9125
STX8	-0.00325
LUZP1	0.18725
WDR89	0.0768333333333333
EIF4G3	-0.4035
C5AR1	1.404625
ZNF623	1.335
A2M	1.86125
TGM7	0.3545
GRPEL1	-0.400166666666667
LMNB2	-2.2663
ROCK2	0.00533333333333336
SNX16	0.111375
CCDC66	0.9615
ANXA3	1.05025
KIAA1609	-0.62425
EED	-1.5065
RNF32	0.471333333333333
HES1	1.6539
CLC	0.764666666666667
ISL1	-1.03016666666667
KIAA0528	0.627625
MANEA	1.027875
C1orf61	-3.1215
hCG_2001000	-0.3085
RAPGEF6	0.3994
KIAA0020	-1.43183333333333
NEIL1	0.92625
C16orf45	-0.012625
RBM10	-0.498833333333333
C10orf125	-1.7345
MRS2L	0.00375
DNAH17	-1.199125
C19orf10	-1.00025
C1orf160	0.4235
SLFN12	1.07925
EXOC3	0.370166666666667
HIST3H3	0.5125
NCOR2	0.561833333333333
TNFRSF9	0.46325
MFSD8	0.2905
ALX1	-4.149
NOL1	-1.14725
PODN	3.59925
TIAL1	-0.5805
HIST1H1E	-0.56025
NPY6R	0.14875
TM4SF4	-0.05075
CORO2A	0.44825
ETNK2	0.869833333333333
APOE	0.5959
ANGPT4	-0.167
HDGF2	-0.84275
G30	-2.152
ST8SIA4	-0.369
F2RL1	0.817625
FAM19A4	-3.38025
CCAR1	0.261
B3GNT7	0.244
OPHN1	-0.5096
DSCR6	1.5905
C21orf13	0.625
GAS2L1	0.288583333333333
RFX3	-0.203833333333333
COPS4	0.191625
BCHE	-4.94066666666667
BCL2	2.183
HBZ	-3.50133333333333
ARL13B	0.56075
MAPBPIP	0.938375
MYO15B	0.032875
SPZ1	1.5245
KIAA1324	2.66766666666667
PLCL2	-0.29925
C4orf29	-0.86925
WDFY2	-1.013125
ZNF284	-0.254
NAALADL1	1.044
DUSP5	0.0215
PXDN	0.5815
SLMO1	-1.30375
TNXB	0.4104
BIRC7	-1.24925
A4GALT	1.243
TIMM22	-0.06625
FAM110C	2.796
TOMM34	-0.513875
ABHD9	0.472
ADAM32	0.894
CRHBP	1.3305
AQP2	0.415375
LOC130355	1.31825
ZNF187	0.1185
ZNF816A	0.377
F7	-0.759625
CNOT1	-0.7704
SLC13A4	1.14675
ZBTB11	-0.054
B3GALT5	0.44025
EXOC2	0.7985
IRS1	1.0063
TMEM1	-0.0495
MRPL34	-0.132166666666667
SAMM50	-1.00275
CDC42EP3	-0.016375
HSF2	-0.9048
MFN2	-0.23925
TSPAN7	-0.536
NUCB1	0.682083333333333
RHOH	-0.35675
ARL16	-0.2885
TACR1	-0.6105
SFRS5	-0.245166666666667
SNX25	1.23975
RHBDF1	0.867166666666667
PCDH18	2.80833333333333
HMG1L1	-0.50925
MYO5C	1.524375
MAPK10	1.1865
LDHAL6A	-0.4564
NUDT12	1.8145
NCAM1	-0.13875
GLIS2	0.483
GGTL4	-0.3965
DAPP1	0.96575
ATF7	0.749875
KIAA0748	-0.9405
NFIL3	-0.82525
TM6SF1	0.9197
SEZ6	-0.134875
NANOS3	0.192
DNAJA3	-0.3075
CLDN6	-1.7685
CIITA	2.2174
EPHA4	0.212
FANCC	-0.971
CMTM3	0.64225
PSG3	0.914875
MRPL15	-1.0715
C21orf59	0.0325
PLCXD2	-0.2515
C2orf34	-0.3925
UBE2L6	0.81925
MED14	-0.314333333333333
HP1BP3	-0.4951
C6orf208	-0.2865
TPBG	2.09075
OSR2	1.35325
XPC	0.506833333333333
KLHL7	-0.934083333333333
CCR3	0.360333333333333
AGTPBP1	-0.936
PCSK6	2.29833333333333
STAT5A	-0.7624
FAM18B	-0.0695
LONRF2	0.907666666666667
PTPN2	-1.02325
SF3A3	-1.291
EFCBP2	0.01375
HCFC1	-0.281833333333333
AHNAK	1.05475
ACTR5	-0.29875
KIF14	-3.14
TENC1	1.37025
HEATR5B	1.024
YIPF2	0.229166666666667
MYEOV2	0.714166666666667
DUSP18	0.9435
KIAA1012	0.18075
AHR	0.2235
C17orf53	-1.3855
PTPRH	-3.74525
ATP6V1C1	0.4826
TAS2R3	0.167
LOC440356	1.04425
COQ10B	0.3035
PSMF1	1.24241666666667
SORBS2	1.26333333333333
NFE2L2	0.6755
TMCO7	-0.22775
SH3PXD2A	0.7032
SH2D2A	-1.687
SPINK5	-2.13875
MRPS24	-0.892
OPA3	-0.011625
TRAF7	0.243333333333333
C4orf35	0.0166
MT1G	-0.9115
MGC39545	-0.015
HS1BP3	0.667333333333333
OR2B2	0.1315
CHRM4	0.218
SFRP2	4.23191666666667
RIC3	1.39825
ART1	-0.5985
C6orf1	0.6655
DUS4L	-0.72625
C10orf104	-0.20275
TNFAIP6	3.14475
RTEL1	-0.57875
CCT4	-0.9651
ZNF709	0.48125
CHMP6	0.630333333333333
UPP2	0.103
CYP19A1	-1.43175
CD151	0.889166666666667
NDUFA13	0.342333333333333
ARFRP1	-0.438166666666667
FAM26B	2.21575
CRYBA1	-1.9385
MRPL41	0.680833333333334
NPFFR2	-0.1915
HRH2	0.1915
SCAMP3	0.867666666666667
MTMR6	0.1777
MTG1	-0.325166666666667
UBTD1	1.009
CRABP1	-2.35
FLJ33790	0.4723
KIAA1908	0.251333333333333
GPR158	-2.11275
PACSIN3	0.457666666666667
OMD	4.2695
CATSPER1	-0.886666666666667
HOXB8	-2.13475
FBXO46	0.5
OAS1	2.89916666666667
SVIL	0.5915
PHB2	-0.52225
ADCY3	-0.237
NDRG2	1.33333333333333
ERMAP	0.3862
APBA2	-1.378
IGSF9	2.58675
WNT6	0.2895
MYCBPAP	0.48525
ATP2B2	-0.4077
CPVL	-1.1178
TRAM2	-0.183181818181818
NOP5/NOP58	-0.2595
ZNRF4	-0.0145
TLK1	-0.24725
MTMR12	0.101142857142857
ZNF384	0.0403333333333333
FAM9B	-4.633
RPN1	0.248
PMVK	1.402
EIF3D	-0.6773
SIX2	-0.78925
HPS1	0.461571428571429
RNF7	0.221
PSKH2	0.0745
KCTD13	0.0775
CSMD3	-0.6573
FBF1	-0.1335
IL8	-5.27675
SERPINB13	0.902222222222222
FBXL20	0.57675
BLR1	0.2915
SH2B1	-0.4125
RFNG	0.49875
RAB20	0.550666666666667
RBM7	-1.03575
POLR1A	-0.5175
TMPRSS4	-1.863
TAF9	-0.591375
TERF2	0.380666666666667
TNFRSF1A	0.970166666666667
ACADVL	-0.8985
GTF2H5	0.59125
EDG8	0.731
C9orf140	-1.237
UST6	0.200333333333333
ZBTB8OS	-1.149
ZNF710	0.9455
GPR174	-2.6185
ATP6V0A2	-0.42275
KIAA0319L	0.142333333333333
XKRX	-0.146
DOPEY2	1.7498
SDHD	-1.13583333333333
SUMF1	1.707
OSM	3.43675
OPN3	-1.163
DAGLB	-0.295166666666667
PPFIBP1	0.5826
TRIM63	-3.078
C10orf53	0.711
LYPD3	2.21183333333333
BCL7A	0.76125
AGER	-1.13083333333333
TCF19	-1.532875
SAT2	-0.33675
PFTK1	0.6745
GABRE	-3.027375
C15orf38	-0.0378
FIS1	0.506
KCNV2	-0.35125
CLPS	0.30275
PPCDC	-0.4585
FOXN2	0.459
NT5E	-2.4027
CD83	0.47975
IL18	-0.291625
VPS16	0.4255
IGFBP2	0.0298333333333333
NOTCH2	0.447
SIGLEC1	3.205375
CD93	6.082
SULF2	1.20325
CEP164	-0.622375
P53AIP1	1.07233333333333
TOR2A	0.115333333333333
ZNF136	0.10825
MGP	3.0054
CCDC144A	-1.03
TRPC1	-0.0995
SMS	-1.08716666666667
MAPK7	-0.693166666666667
RRAGC	0.27475
PARD6A	-0.525666666666667
NUB1	0.842
SYNGR4	-0.27375
OR11H12	0.195
WIF1	1.789625
GCH1	0.009
OR11H4	0.2275
SLC44A5	1.3185
GPRIN2	0.991
LOC401431	0.06725
CPA4	-2.7083
MELK	-2.69322222222222
IL15RA	0.435
CUL3	0.655375
HMBOX1	0.05625
PODXL	-0.8435
CCT6B	0.0936666666666667
COMTD1	0.92025
MUC20	0.703833333333333
GPX2	-1.599125
ITK	-0.9295
FBXL5	1.937
C13orf27	-2.49725
DEFA5	0.469
TRHDE	-0.4395
MTP18	-1.63033333333333
UQCRQ	0.015
ITGB2	1.30658333333333
CSRP2BP	0.67
TAS2R44	0.21
PHPT1	0.525125
FAM44C	-0.3
ERH	-0.0845
MPHOSPH1	-0.748
MORC1	-0.444
PARVB	-0.42475
LAMA1	-1.3765
PGBD3	0.607
GIMAP6	4.36525
AREG	-3.19683333333333
LIPT1	-0.1325
MGC99813	-1.2655
C1orf201	-0.1655
GRIN2A	-1.0744
MAN2C1	-0.890375
NSUN5	-0.63975
SF3B5	-0.056
MYC	-1.210375
NRXN1	-0.74725
ZNF18	0.05025
SPDYA	-1.21814285714286
SLC37A1	1.8585
DECR2	0.2485
ANKRD38	1.671125
SPTLC3	-0.386333333333333
SUPT16H	-0.55625
DTWD2	0.959
ULBP1	0.5805
ZADH1	0.151
OIP5	-2.809
IL10RB	0.137333333333333
OTUB2	0.445625
VWA3A	0.176666666666667
SPIC	0.122833333333333
OR6C4	0.102
PSCD4	1.22783333333333
DPY19L2P2	-1.219
TRAPPC6A	0.672666666666667
C21orf2	-0.500333333333333
CEMP1	-0.507
LIN7B	-0.5285
E2F7	-2.61666666666667
VCP	0.209625
LAMA3	2.02858333333333
BGN	2.38875
GPR160	1.415
COCH	-3.36033333333333
GPR81	1.26966666666667
APOBEC3F	-0.53775
tcag7.1017	-0.73775
C1orf32	0.1235
SCGB1D2	6.014
FLJ43987	0.929
C6orf170	0.7205
KLK9	0.21
GPD1L	1.04775
VPS37B	-0.02975
ATG3	-0.333
ADAMTS17	0.6405
KLHDC2	0.114166666666667
NDUFV2	-0.77325
BLK	-2.8585
MATN4	-1.885
GPM6A	0.809571428571428
GBP4	4.112
TMEM162	0.5065
PKP2	0.7105
HRASLS	-2.09411111111111
MMP1	-2.28625
SFXN3	0.1774
FSD1	-2.287
ST6GALNAC3	-1.762
CA12	3.0641
NCOA6	0.89675
C19orf58	-0.1164
PPP4R1	-0.2045
MAN1A2	0.425333333333333
IKBKAP	-0.97425
UPF1	0.191666666666667
KIAA1219	1.2705
WNT16	1.8524
SNW1	0.01
IL18RAP	2.58125
RPP30	-0.4235
CDC40	0.391
SETD3	0.656333333333333
SLAMF6	0.057
ELK4	-0.3035
TRIM47	0.812166666666667
ACOX3	1.737
TRIM6	0.76125
KIAA0372	-0.0818333333333333
TP53AP1	1.03475
SMURF2	-0.6675
ADAD1	0.19125
EBP	-1.2383
KRTAP13-2	0.5345
FLJ36874	-1.025
TOR1A	0.359333333333333
P2RY4	0.5925
GPBP1	0.26875
TRPV1	-0.438375
ADAMTS12	0.557166666666667
PES1	-0.4433
ATG4A	0.376333333333333
MAGEA10	-5.53
WFS1	1.6225
CC2D1B	-0.4354
PABPN1	-0.5045
SLC25A30	-0.20675
SLCO1C1	0.575166666666667
SLC22A5	1.4055
KIF23	-2.24866666666667
SYN2	0.0571666666666667
ASPN	8.714
CENTG2	1.00775
QSOX2	-1.3131
FLJ10815	0.902333333333333
STK24	-0.4538125
SPEG	0.5672
STK10	0.142666666666667
DACT2	0.6035
AAAS	-0.3835
SSX3	-1.46814285714286
ABCD3	0.3732
C4orf12	0.19575
PARVG	0.7925
FIG4	1.01175
C9orf46	0.6545
TMCO6	-0.371
IGHMBP2	-0.16925
DUS2L	-0.8875
FAM3C	0.029375
TMEM16D	-2.517125
DCTN4	0.56825
KCNH3	-0.17475
EIF2AK2	1.913
AP1S3	-0.13275
CST4	3.9235
PAM	-0.1098125
NUTF2	-0.857
CITED2	0.5162
SLC39A4	-0.82975
C2orf52	-1.1645
GRM3	1.30525
C12orf49	0.2495
CCDC49	-0.2127
GRAMD1B	-1.009125
FNDC4	0.95975
SIAH2	1.748375
GDPD4	0.71275
C21orf87	-0.015875
ATP5A1	-0.971
C16orf63	-0.592875
LOC388135	-0.278166666666667
ATP5J2	-0.282875
MMP3	1.263
EMID2	-0.517
CRHR1	0.23675
WDR70	-0.4665
C13orf31	1.7765
ZFAND1	0.01225
CCL18	5.1785
C3orf49	null
RINT1	-0.657
KIAA0408	-1.68383333333333
F13A1	4.9456
SLC10A1	0.963833333333333
OGN	2.33625
GIPC2	-0.325333333333333
XPO6	-0.855666666666667
LCE1A	0.6625
FMR1	0.294
LOC374920	0.136
DUSP3	0.3675
ANKMY1	0.52125
C7orf50	0.47375
BBS9	-0.5223
UNC119B	-0.7025
C9orf72	0.20275
MGC35440	-0.84175
ENTPD6	0.802625
PPP1R2P9	0.421
ERCC4	0.28725
FAHD2B	-0.6705
HMHA1	-0.787
HACL1	-0.389
RAD23A	-0.302333333333333
FAM83B	0.80425
PPP5C	0.517333333333333
RNASEH2C	0.365
C9orf153	-0.71175
SCAMP4	0.748625
GHITM	0.0532
NDUFB7	-0.3895
ADCYAP1	-0.210166666666667
SP110	2.60633333333333
MAP3K7IP2	0.643
DHH	-0.084
AGRN	0.987571428571429
WDR33	0.575833333333333
CEP290	0.639
PRPS1L1	-2.41366666666667
KLRA1	-0.7095
GPR97	-0.1915
CHD7	-0.869916666666667
TLR10	1.86825
SLC30A8	1.3935
HIC1	1.783
IAPP	-0.485
RXFP4	0.228
GP1BB	0.7215
SHQ1	0.4775
NKX2-3	0.390166666666667
API5	0.38375
FTHP1	0.0115
MOV10L1	2.0964
TRIM6-TRIM34	2.41183333333333
ADHFE1	0.86575
FAM117A	-0.299
DDI1	0.988666666666667
CDON	0.238166666666667
TRIM73	-0.8455
IGKC	4.422
MMP14	-0.0479166666666667
DYNC1LI1	0.551625
C11orf66	0.56175
TRBV3-1	-1.2855
FASTKD5	0.4745
BIVM	-1.25975
LHX4	0.213
CXCL2	-0.549
RAB2B	-0.690166666666667
IZUMO1	-0.838
MAP3K15	-1.825375
FAM19A2	0.137666666666667
ZC3H8	-0.539166666666667
ZMAT1	2.088875
SPINK5L3	-3.029
SLC10A6	0.4225
APPL2	0.787125
CARD10	-0.294333333333333
LOC402176	-0.816
EEF1D	0.6192
RAB6A	1.58
C12orf5	-0.674625
PAPOLG	0.16125
MSRB2	1.12625
BCR	0.554444444444445
PUS3	-0.54175
TIAM2	0.855
ZNF317	-0.66
CHD2	-0.116538461538462
FZD5	-1.507
NUDT8	-0.868
ZNF763	0.92
PRC1	-1.65255555555556
ABCB9	1.056
SPATA3	0.3365
TRAK2	0.734625
STAB1	2.787375
LRRTM2	-0.0128333333333333
psiTPTE22	1.11
DBI	0.526
SERPINA11	0.69775
NAT5	0.80475
C20orf58	-2.59625
RPS6KA4	-0.248166666666667
FLJ90650	0.3385
TGFBRAP1	0.67775
CHRDL2	1.037625
FAHD2A	-0.885333333333333
CNTN1	0.84625
BBS4	0.069
TMEM181	1.90525
MINPP1	0.6275
MPHOSPH6	-1.2665
HOXC10	2.0039
ITPKB	0.491625
CLPTM1L	-0.625375
MEOX2	1.68366666666667
ATP6V0C	0.88675
PRPF8	-0.6435
TMC5	1.902
FKBP3	-0.6495
PLEKHB2	0.44675
OR4D6	-0.2705
ZNF544	-0.5784
D2HGDH	-0.676625
RPL18A	-0.7448
HEL308	-0.294375
MPP6	-3.62675
TCERG1	-1.4015
KRT16	0.3985
KLF17	-2.30575
KLF5	0.287875
CDR1	3.192625
VCX3A	-4.686
FBLN2	1.993625
C14orf104	-0.1695
HBE1	-5.3854
OR4S2	0.889
C1orf108	-1.11583333333333
ROBO4	3.71483333333333
CPEB4	0.679
C11orf80	0.4515
BCKDHA	0.5695
MYOC	1.96025
GIF	-0.2695
CKMT1A	0.784
RPL3	-0.3459
THBS1	3.2285
APOO	-0.89125
ARMCX1	1.80625
HSZFP36	0.3395
SNAPC5	-0.0525
EIF4ENIF1	-0.2225
ZNF433	0.6785
TNFRSF21	-0.568125
TMPRSS7	-0.8415
SPATA18	1.6747
HPDL	-3.5655
MKL2	0.8232
TBX3	2.42261538461538
C21orf93	0.574166666666667
DAXX	0.37675
ELMO1	0.4475
RGS13	3.7458
TAF11	-0.719
UNC13A	-1.9875
LOC653314	-0.1664
ORC3L	-0.056
IMAA	-2.843
TARBP2	-1.2175
CABIN1	-0.4305
TRIOBP	-0.0635
HIST1H2AC	1.918125
RGS22	1.94966666666667
NCOA1	1.65233333333333
IL25	1.0475
SNCG	1.476
GPR6	0.128
AMDHD1	-1.215
CHEK2	-2.524375
C6orf142	-0.269
DRD4	0.87675
C14orf68	-1.329
GDF11	-2.307
SEMG2	-0.0325
CD247	-0.9565
CDAN1	0.01125
RBMX2	-0.444666666666667
TGS1	-1.07725
OIT3	1.99925
SYF2	-0.299
MCM4	-2.37275
PKHD1L1	0.187
CEP192	-1.17883333333333
IFT88	0.42425
RPL9	-0.2625
RAB32	-0.12675
DDX43	-2.443
P2RX2	0.0368333333333333
OR5D18	0.9925
UBE1	0.648
SLC24A1	0.81675
ARHGAP5	0.596
CETP	-0.5865
KIAA1731	-0.921166666666667
SLC9A4	0.235
PTPN6	1.36025
BAHD1	0.542
GRIK3	0.3245
CACNB2	0.5341
PDE10A	-0.3505
DGCR14	-0.25825
PCDHB9	-0.0933333333333333
RHOQ	0.536333333333333
MAP3K4	-0.1035
KTI12	-0.972666666666667
RPL23AP13	-0.15825
GNG11	0.282
CLCN3	1.4205
GPAM	-0.37475
VSTM2A	1.767
SLAMF7	2.52466666666667
INTS2	-1.23175
PPP2CA	-0.0882
LRP12	0.394466666666667
SEC14L2	1.41877777777778
DKFZP586H2123	4.04325
MC3R	-0.1745
CIRH1A	-2.01316666666667
HIST1H2AB	0.156833333333333
POLH	-0.447125
MGC16703	-1.848
SNAPC2	-0.1135
FILIP1L	1.382
RASGRP4	0.228
LRRC1	2.47575
GAS1	1.161
PRAC	-1.03775
DGKA	0.951833333333333
NT5C3	-0.8045
PEG3	-2.40725
NADK	-0.95775
PRR17	0.99125
LOC374569	0.15825
SGSH	0.696833333333333
NLRP8	-0.1505
GALT	0.6039
MCF2	-1.0765
ZNF263	0.60275
TACSTD1	1.3775
TYR	-7.2033
ATP6AP2	1.02825
RNUXA	-0.00925000000000001
ABHD10	-0.394222222222222
GDPD2	0.981
SLC35C1	-0.24
UBE2A	-0.00737500000000001
HERC5	1.0725
FAM112B	-5.47783333333333
FBXL16	0.696
DKFZP434A0131	-0.4615
ELA3A	-2.743
RBM41	-0.967625
HAO2	0.4465
RNH1	0.4865
SHANK2	1.63266666666667
OSBP2	-0.553125
DAK	-0.874666666666667
C3orf58	-0.325166666666667
TCL1B	-0.321
KBTBD2	-0.2395
SUGT1L1	0.57275
UBE2E2	0.0813333333333333
MYL9	2.9815
CDC23	-0.648333333333333
PBXIP1	2.1581
CXorf40B	0.4775
NBL1	0.96625
RTBDN	-0.222
RAB11FIP5	0.805875
TTTY13	-0.5325
SCOTIN	0.493166666666667
SOHLH1	-1.53483333333333
CDKN1A	1.34128571428571
NCK1	0.3295
ZNF550	-0.26975
SAPS3	0.80725
SPIN3	-0.174333333333333
MAGEE2	0.52975
MIS12	-1.03433333333333
OR8H2	0.191
KIAA0774	-0.585833333333333
UNC5D	-1.7095
CUL7	0.303833333333333
LIPC	-2.5815
DIO1	-0.29275
C20orf11	0.1254
CTRL	-1.321
HS3ST2	2.96575
PAK4	1.125
CCRL1	3.624
RNF10	0.32225
ZNF567	-0.082
ZNF660	-0.301
TCEAL3	2.13075
MAGOH	-1.18916666666667
CENPB	0.551
C19orf7	-0.01875
LOC388965	0.1655
ZCCHC13	2.585
JMJD1A	-0.688
HIST1H4H	0.227
TBRG1	-1.1318
GPC3	-1.86975
TAF1C	-1.05375
EBNA1BP2	-1.08033333333333
CIAPIN1	-0.87325
PDGFRA	0.124444444444444
CSTB	-0.1145
CENPI	-2.561
GTF2E2	-0.394
RPP21	-0.1425
CCNF	-1.33533333333333
KCNQ3	0.8735
FAM79A	0.9485
SLC22A12	0.263
NOVA1	-0.772333333333333
FZD3	1.5934
AKAP8	-0.82
SOCS5	0.675625
CFDP1	-1.14025
DLG5	1.1995
PGM5	1.22041666666667
C1orf144	0.0818333333333333
HDAC10	-1.8815
RND2	-0.5585
C20orf199	-0.854
RNMT	-1.053625
SLURP1	0.428625
ASTN1	-0.84125
SH3BGR	0.7445
MYCL1	-0.856125
ZHX1	0.164666666666667
CENPK	-3.50425
FOSB	1.8022
LOC643406	0.113
C2orf59	-0.716
TMEM135	-0.500625
SLC27A2	0.112
KRT33A	2.412
OVOL1	-0.475857142857143
PAMCI	-1.41133333333333
S100A7	0.4685
ZNF789	-1.8735
HARS2	-0.20275
RPL23A	-0.971833333333333
TCF23	-0.16225
UPF3B	-1.83975
C17orf78	0.1285
HLA-DOB	0.547833333333333
C14orf142	-0.218166666666667
TEKT5	0.764166666666667
DMWD	0.217
POLD1	-2.23533333333333
GSCL	-0.34
CALD1	1.5742
SCRT1	0.593
AIG1	1.36075
UNC84B	0.33975
ZNF404	0.33625
TMED6	-3.4155
KIAA1462	0.6
LRRC27	2.01566666666667
PYGO1	-0.513
PIGU	-0.415666666666667
ALAS2	-4.70316666666667
WRNIP1	0.25725
CNNM3	0.9205
ZNF2	0.07175
ST3GAL5	-0.000666666666666656
MRPL23	-0.00999999999999999
TSSK6	-0.0295
PSMA6	-0.435
C16orf70	-0.53875
KIAA1602	-0.117
ALMS1	0.387166666666667
DCN	2.820125
TMEM132D	-1.17375
SUCLG2	-0.12325
ABHD14A	0.5925
DEXI	-0.027
AMPD2	-1.508
IFNAR2	-0.228
CYB5A	0.8089
TLOC1	0.67625
NXF5	-0.680166666666667
NRBF2	0.34225
KCTD3	0.822
ITGAE	-1.37883333333333
SLC30A3	-2.21833333333333
ZRF1	-1.0745
IFRD2	-1.296875
XAB1	0.01925
PYCR2	-0.00299999999999999
SERPINB3	-4.7325
TMLHE	-0.0603
GEFT	-0.9605
ABCA5	0.075875
EMR4	0.1718
TSFM	-0.3255
HIST3H2BB	0.0995
ARHGEF19	-0.42325
TSPAN17	0.0805
ABCC8	4.28275
MAP1S	0.701666666666667
C22orf36	0.42575
BNC2	0.371642857142857
HIST1H4A	-0.996
NDUFS3	-0.601666666666667
WDR3	-1.37283333333333
XKR4	0.35625
TTC33	-0.635153846153846
STMN2	4.5245
CPN2	-0.958
HSPC105	-0.42875
PCOLCE2	-2.46875
C3orf55	2.065
KLHDC9	2.41766666666667
TBC1D23	0.11325
ATXN2L	-1.09125
MAP2K3	-0.3845
SCAP	0.205
ZNF486	1.28516666666667
C20orf96	0.35875
NARS	-0.746
ADAMTSL1	-0.1735
PRCC	1.17533333333333
CCDC126	1.71383333333333
ZNF675	0.67675
CALCOCO1	1.6505
ANKRD43	2.488
CWF19L2	-0.0695
ZBTB32	1.57383333333333
BRAF	0.894
ODF4	0.00950000000000001
MGC14376	1.14533333333333
HORMAD1	-2.05
AAK1	0.379727272727273
PEBP1	0.40075
TNFSF5IP1	-0.621
DKFZp564N2472	0.30275
RMND1	-0.792
IGKV1-5	4.83975
COL1A2	3.08583333333333
SERPINA5	1.83125
AANAT	-0.0265
C19orf21	1.49133333333333
GEMIN5	-0.0175
UBR4	-0.536166666666667
LTBP3	1.33183333333333
AMHR2	-2.56166666666667
PROCR	-0.75125
MYBBP1A	-1.191
C20orf39	1.27
ZNF697	-0.57825
PASK	-0.501
ZNF776	0.733666666666667
RFXDC2	-0.851875
KIAA0467	0.01475
C10orf96	-2.46875
ZNF503	0.01925
GULP1	-1.00808333333333
KCNE4	3.55116666666667
DKFZp434K191	-1.009625
LOC196913	0.1315
BHLHB4	1.0705
CH25H	0.801
LOC81691	-1.86516666666667
ALPL	0.570857142857143
COL12A1	2.9835
FOLR3	-2.74
GPR123	-0.242375
TRIM62	0.382142857142857
ABLIM1	0.041
MAST3	0.31275
RHBDD1	0.973
LOC338809	1.4625
RYBP	0.89725
TTC26	-0.36375
ZNF22	-0.477
ISCA2	-0.0165
RDM1	-2.912
PIGM	1.554
GNB3	-1.0455
