Hybridization REF	TCGA-AR-A0TP-01A-11R-A084-07
C16orf63	-0.3035
LOC388135	-1.896
ATP5J2	-0.765125
MMP3	-5.74
EMID2	-0.3285
CRHR1	0.853
WDR70	-0.20375
C13orf31	0.06575
ZFAND1	0.84275
CCL18	4.7285
C3orf49	-0.965
RINT1	-0.7425
KIAA0408	-2.69516666666667
F13A1	5.0961
SLC10A1	-0.103333333333333
OGN	-1.2355
GIPC2	-2.2855
XPO6	-0.355
LCE1A	0.943
FMR1	0.3464
LOC374920	0.10575
DUSP3	-0.504125
ANKMY1	-0.85825
C7orf50	-0.511
BBS9	0.3506
UNC119B	0.069125
C9orf72	0.490125
MGC35440	0.5985
ENTPD6	-0.004875
PPP1R2P9	0.08725
ERCC4	-0.0155
FAHD2B	0.676
HMHA1	-1.383
HACL1	-1.7665
RAD23A	-0.194833333333333
FAM83B	-0.044
PPP5C	-0.482333333333333
RNASEH2C	-1.01725
C9orf153	-0.46475
SCAMP4	-0.2175
GHITM	0.5339
NDUFB7	0.237875
ADCYAP1	-0.654333333333333
SP110	-0.864333333333333
MAP3K7IP2	-0.51325
DHH	0.017
AGRN	0.730857142857143
WDR33	0.174166666666667
CEP290	-0.603833333333333
PRPS1L1	-1.28666666666667
KLRA1	-0.0565
GPR97	-0.091
CHD7	0.794333333333333
TLR10	0.4085
SLC30A8	-1.807
HIC1	0.515333333333333
IAPP	0.578
RXFP4	1.51025
GP1BB	0.471
SHQ1	-0.1145
NKX2-3	0.222166666666667
API5	-0.22
FTHP1	0.227
MOV10L1	0.616833333333333
TRIM6-TRIM34	0.0285
ADHFE1	1.62575
FAM117A	-1.344
DDI1	0.122
CDON	0.756166666666667
TRIM73	-0.388
IGKC	-0.303
MMP14	0.275416666666667
DYNC1LI1	-0.809625
C11orf66	-0.0205
TRBV3-1	-1.35175
FASTKD5	0.46825
BIVM	-0.65825
LHX4	0.01625
CXCL2	-1.446
RAB2B	-0.108666666666667
IZUMO1	0.1425
MAP3K15	-1.093625
FAM19A2	0.590666666666667
ZC3H8	-0.460833333333333
ZMAT1	0.721375
SPINK5L3	-3.16275
SLC10A6	0.208
APPL2	-0.58025
CARD10	-0.310333333333333
LOC402176	-0.70725
EEF1D	0.9071
RAB6A	1.0018
C12orf5	-0.730625
PAPOLG	0.35675
MSRB2	0.243
BCR	1.85788888888889
PUS3	0.000250000000000002
TIAM2	3.23025
ZNF317	0.455166666666667
CHD2	0.382928571428571
FZD5	-1.27954545454545
NUDT8	-0.24025
ZNF763	-0.073
PRC1	0.346333333333333
ABCB9	0.7115
SPATA3	0.49525
TRAK2	-0.4135
STAB1	2.765625
LRRTM2	-0.4305
psiTPTE22	0.67025
DBI	0.993
SERPINA11	-3.5245
NAT5	-0.08075
C20orf58	-2.72425
RPS6KA4	-0.383666666666667
FLJ90650	-1.04625
TGFBRAP1	0.3365
CHRDL2	2.0575
FAHD2A	0.499
CNTN1	1.88725
BBS4	-0.3057
TMEM181	-0.34575
MINPP1	-1.30875
MPHOSPH6	-0.0274166666666667
HOXC10	1.4962
ITPKB	1.68725
CLPTM1L	0.81025
MEOX2	1.1055
ATP6V0C	0.521125
PRPF8	-0.856333333333333
TMC5	-1.50625
FKBP3	-1.25575
PLEKHB2	-0.922
OR4D6	-0.131
ZNF544	-0.1718
D2HGDH	-1.314125
RPL18A	0.0389
HEL308	-1.059375
MPP6	-1.43925
TCERG1	-1.761
KRT16	3.62716666666667
KLF17	-0.674
KLF5	0.254875
CDR1	0.33825
VCX3A	-3.78
FBLN2	3.188625
C14orf104	-0.97575
HBE1	-5.0759
OR4S2	0.3705
C1orf108	-1.02016666666667
ROBO4	3.40966666666667
CPEB4	0.2735
C11orf80	-0.145
BCKDHA	0.330666666666667
MYOC	0.44075
GIF	-0.405
CKMT1A	-0.1375
RPL3	0.7422
THBS1	2.46875
APOO	0.7565
ARMCX1	1.85475
HSZFP36	0.5975
SNAPC5	-0.6645
EIF4ENIF1	1.66025
ZNF433	0.6815
TNFRSF21	0.369125
TMPRSS7	0.05
SPATA18	2.8797
HPDL	0.316
MKL2	0.7668
TBX3	1.734
C21orf93	0.3606
DAXX	0.608
ELMO1	-0.584
RGS13	0.210833333333333
TAF11	0.34675
UNC13A	-2.421375
LOC653314	-0.9831
ORC3L	-0.64425
IMAA	-1.9335
TARBP2	-1.26925
CABIN1	0.0915
TRIOBP	0.9133125
HIST1H2AC	0.188
RGS22	-3.22433333333333
NCOA1	1.7045
IL25	1.2035
SNCG	-0.6665
GPR6	0.416
AMDHD1	-2.351
CHEK2	0.643125
C6orf142	-0.0155
DRD4	0.42225
C14orf68	-1.12725
GDF11	-0.9865
SEMG2	0.358
CD247	-2.9555
CDAN1	-0.72575
RBMX2	-0.118833333333333
TGS1	0.97725
OIT3	0.1275
SYF2	0.249
MCM4	-0.2605
PKHD1L1	-0.184375
CEP192	-0.1985
IFT88	-0.7285
RPL9	0.404428571428571
RAB32	-0.806
DDX43	1.18225
P2RX2	0.249
OR5D18	0.411
UBE1	-0.2735
SLC24A1	-0.87725
ARHGAP5	-0.07725
CETP	-0.0115
KIAA1731	-0.648
SLC9A4	0.548
PTPN6	0.49375
BAHD1	-0.00275
GRIK3	0.7235
CACNB2	-0.3084
PDE10A	-1.26675
DGCR14	0.1865
PCDHB9	0.2275
RHOQ	0.158666666666667
MAP3K4	-0.95125
KTI12	0.00333333333333333
RPL23AP13	1.93925
GNG11	-1.63875
CLCN3	0.333
GPAM	-0.71825
VSTM2A	0.7045
SLAMF7	-1.0045
INTS2	-1.61925
PPP2CA	-0.7471
LRP12	-0.330133333333333
SEC14L2	0.773333333333333
DKFZP586H2123	2.11425
MC3R	0.1205
CIRH1A	-0.2085
HIST1H2AB	0.0871666666666667
POLH	-0.27375
MGC16703	-1.72316666666667
SNAPC2	0.059
FILIP1L	-0.23875
RASGRP4	1.0035
LRRC1	1.847
GAS1	2.032
PRAC	-0.5785
DGKA	0.0216666666666667
NT5C3	-0.907
PEG3	-1.214
NADK	-1.05725
PRR17	-0.00950000000000004
LOC374569	-0.32475
SGSH	-0.210666666666667
NLRP8	0.6745
GALT	-0.3146
MCF2	-0.6055
ZNF263	0.5975
TACSTD1	2.98783333333333
TYR	-6.7506
ATP6AP2	0.29025
RNUXA	-1.14175
ABHD10	-0.0258
GDPD2	-1.05275
SLC35C1	0.119
UBE2A	-0.0285
HERC5	-1.447
FAM112B	-5.26416666666667
FBXL16	0.83425
DKFZP434A0131	-0.84075
ELA3A	-2.487
RBM41	-0.37125
HAO2	2.81475
RNH1	-0.94925
SHANK2	2.00383333333333
OSBP2	0.034
DAK	-1.10416666666667
C3orf58	0.39625
TCL1B	-1.168
KBTBD2	0.03825
SUGT1L1	0.05725
UBE2E2	-1.21666666666667
MYL9	3.383
CDC23	-1.49666666666667
PBXIP1	1.851
CXorf40B	-0.0125
NBL1	0.44075
RTBDN	0.3225
RAB11FIP5	0.492875
TTTY13	-0.5055
SCOTIN	-0.880083333333333
SOHLH1	-0.441833333333333
CDKN1A	0.501
NCK1	1.16525
ZNF550	1.1645
SAPS3	-0.21375
SPIN3	0.0515
MAGEE2	-0.3935
MIS12	-0.936666666666667
OR8H2	0.325
KIAA0774	-2.12383333333333
UNC5D	-0.696
CUL7	-0.334666666666667
LIPC	-4.184
DIO1	-3.366
C20orf11	0.0884
CTRL	-0.62475
HS3ST2	0.8455
PAK4	0.665833333333333
CCRL1	1.216
RNF10	0.111
ZNF567	0.73575
ZNF660	-1.586
TCEAL3	0.3885
MAGOH	-0.920833333333333
CENPB	0.647833333333333
C19orf7	0.445125
LOC388965	-0.23025
ZCCHC13	0.322
JMJD1A	0.4161
HIST1H4H	-0.158
TBRG1	-0.8165
GPC3	-3.425125
TAF1C	-0.159125
EBNA1BP2	-0.980666666666667
CIAPIN1	0.06825
PDGFRA	-0.4515
CSTB	-0.823125
CENPI	-1.09466666666667
GTF2E2	-1.15283333333333
RPP21	0.2955
CCNF	0.222833333333333
KCNQ3	0.8615
FAM79A	1.703
SLC22A12	0.5125
NOVA1	-1.57766666666667
FZD3	-0.5849
AKAP8	0.1485
SOCS5	0.7415
CFDP1	-0.484
DLG5	0.74125
PGM5	0.408833333333333
C1orf144	0.158
HDAC10	-0.9725
RND2	0.41475
C20orf199	-1.5655
RNMT	-0.28475
SLURP1	1.269625
ASTN1	-0.727375
SH3BGR	3.26175
MYCL1	-0.448125
ZHX1	1.23616666666667
CENPK	-2.755
FOSB	0.1684
LOC643406	0.55225
C2orf59	-1.466125
TMEM135	-0.4195
SLC27A2	-3.7425
KRT33A	1.246
OVOL1	1.901375
PAMCI	-2.557
S100A7	-1.7425
ZNF789	-0.4905
HARS2	-0.72525
RPL23A	-1.31166666666667
TCF23	0.098
UPF3B	-1.0965
C17orf78	-0.66
HLA-DOB	1.70816666666667
C14orf142	0.0571666666666667
TEKT5	-0.484666666666667
DMWD	0.4285
POLD1	-1.17366666666667
GSCL	-0.33
CALD1	2.3071
SCRT1	0.243666666666667
AIG1	-0.71475
UNC84B	2.54625
ZNF404	-0.098
TMED6	-3.9185
KIAA1462	0.467
LRRC27	0.989166666666667
PYGO1	0.6605
PIGU	-0.4635
ALAS2	-3.76283333333333
WRNIP1	1.031375
CNNM3	-0.0295
ZNF2	0.95575
ST3GAL5	-1.71675
MRPL23	-1.1325
TSSK6	0.51725
PSMA6	-1.62175
C16orf70	-0.3495
KIAA1602	-0.3475
ALMS1	-0.39
DCN	-0.018125
TMEM132D	-0.386666666666667
SUCLG2	-0.56775
ABHD14A	-0.40875
DEXI	-0.0286666666666667
AMPD2	0.4215
IFNAR2	1.02933333333333
CYB5A	-1.0384
TLOC1	0.98115
NXF5	-1.08616666666667
NRBF2	0.596125
KCTD3	0.38075
ITGAE	-1.14983333333333
SLC30A3	-1.48133333333333
ZRF1	-0.7555
IFRD2	-1.068
XAB1	-0.134
PYCR2	-0.468666666666667
SERPINB3	-4.3075
TMLHE	0.1747
GEFT	0.167
ABCA5	-0.61075
EMR4	0.183666666666667
TSFM	0.369
HIST3H2BB	-0.223
ARHGEF19	2.55775
TSPAN17	-0.399166666666667
ABCC8	-1.30275
MAP1S	0.315333333333333
C22orf36	1.967
BNC2	-2.28192857142857
HIST1H4A	-0.74975
NDUFS3	-0.325333333333333
WDR3	0.2125
XKR4	-1.18175
TTC33	0.523642857142857
STMN2	4.11925
CPN2	-0.812
HSPC105	1.908
PCOLCE2	1.298
C3orf55	1.4695
KLHDC9	2.83133333333333
TBC1D23	-0.61175
ATXN2L	-0.893166666666667
MAP2K3	-0.27125
SCAP	-0.56575
ZNF486	-0.749
C20orf96	0.12975
NARS	0.07975
ADAMTSL1	-0.402857142857143
PRCC	1.03916666666667
CCDC126	1.2
ZNF675	-0.80475
CALCOCO1	-0.276
ANKRD43	-0.61725
CWF19L2	0.338666666666667
ZBTB32	-0.595333333333333
BRAF	1.58275
ODF4	0.26875
MGC14376	-0.763166666666667
HORMAD1	2.18016666666667
AAK1	-0.194545454545455
PEBP1	1.04716666666667
TNFSF5IP1	-0.158333333333333
DKFZp564N2472	0.2645
RMND1	-1.311375
IGKV1-5	-0.00275000000000001
COL1A2	0.545333333333333
SERPINA5	-4.4275
AANAT	0.4305
C19orf21	-3.81233333333333
GEMIN5	-0.62225
UBR4	0.434
LTBP3	1.4025
AMHR2	-2.69183333333333
PROCR	-1.852
MYBBP1A	-0.53325
C20orf39	-0.628166666666667
ZNF697	1.543
PASK	-1.3078
ZNF776	0.1155
RFXDC2	-1.180125
KIAA0467	0.339
C10orf96	-1.8185
ZNF503	-0.105
GULP1	-2.97233333333333
KCNE4	-1.363
DKFZp434K191	2.48975
LOC196913	-0.419
BHLHB4	0.3935
CH25H	-0.51325
LOC81691	-0.00583333333333334
ALPL	0.523071428571429
COL12A1	1.186375
FOLR3	-2.583
GPR123	0.47025
TRIM62	0.166428571428571
ABLIM1	1.145
MAST3	-0.16525
RHBDD1	-0.152666666666667
LOC338809	0.098
RYBP	0.079
TTC26	-0.2615
ZNF22	0.749166666666667
ISCA2	-1.382
RDM1	-1.34275
PIGM	2.1545
GNB3	-1.2845
ACTR2	0.2579
HMGB1	-0.1566
EDG1	1.5345
SOAT2	-3.729
OR10AD1	0.8395
RAP1GDS1	-0.40125
LCE1F	0.4235
ESM1	0.776875
RCN3	3.2035
CREBL1	-0.27225
DBNL	0.535166666666667
PTGER3	-0.06475
USP30	0.0128333333333333
BCL2L12	-0.815166666666667
KIF26B	2.458
ZNF416	0.70825
ZNF225	0.139
C17orf70	-0.172
ZNF554	0.904
RAE1	-0.830666666666667
TNIK	-2.01416666666667
ACTN3	0.874
MGC45922	0.585
CCNA1	-2.30916666666667
RYK	1.8885
IL26	0.0475
LRP3	0.807666666666667
QARS	-0.37175
SOX7	0.665642857142857
BID	0.0555
OR2S2	0.34
CXCL14	1.51225
C11orf47	-0.0055
MGC29891	0.208166666666667
HSPB8	-1.0926
PRDM14	-2.0625
NUFIP2	-0.1025
MNAT1	-0.584375
ZDHHC2	0.20925
MBNL2	1.58175
ADD3	-0.829125
CSNK2A1P	-0.16225
KLK6	-1.63333333333333
TMEM111	-0.668
KIAA1279	0.492
NUBP2	-0.124
RAB42	-0.9875
ID3	0.9896
TM9SF1	0.993
MDP-1	0.0245
POU4F2	-0.00725000000000001
IQCK	-0.12175
C16orf14	-0.067
CAPN3	-1.226375
FAM43B	0.57725
RECQL	-0.85475
AP1G1	-0.0445
CTNNBL1	-0.184333333333333
ECHDC1	-0.691
SMARCC1	-0.2209
FOXQ1	-1.931875
GNAI3	0.371166666666667
POLG2	-1.7935
CD4	0.680125
ITLN1	0.17125
EBI2	2.5855
IRF1	-1.5265
PTPRE	-0.5293
PTK2B	-1.29675
NXNL2	-0.9175
SOX4	2.30366666666667
TSPAN3	0.321333333333333
SH2D1A	-4.5535
C8orf58	-0.328333333333333
USP20	-1.366
DUSP22	0.470666666666667
CALB1	-2.89716666666667
L3MBTL2	1.8625
MCRS1	-1.524
TMEM118	-0.696166666666667
C18orf8	0.784833333333333
FLJ10241	-0.29675
GJA12	0.20825
PKD1	-0.303833333333333
ZFP3	0.917
JAM3	-2.058875
LAPTM4A	1.5562
DIRC2	0.668
KIAA2022	0.4755
MYOM1	1.2395
TRPM8	-1.8445
MOP-1	0.9885
PHKG2	-0.269375
ZNF650	0.68325
KIAA1522	0.58875
PSG8	-1.87466666666667
DDX19B	0.1085
MOBKL1B	-0.64725
DIAPH2	0.0778333333333333
PTPN12	0.44425
CLN8	-1.0071
CRYZL1	-1.931
CRY2	0.750083333333333
FCGR2B	3.79166666666667
PNPLA4	1.4995
ZNF454	1.396
DKFZp434B1231	-0.133
CLDN11	-0.0744
RFWD2	0.481166666666667
CIB2	2.27266666666667
MXRA8	0.990375
HRK	1.252625
MAML2	1.9355
C4orf31	-1.967
C6orf192	-1.0135
COG6	-0.225125
FAM5B	-0.70225
NFATC1	2.7693
SEPT10	-0.20175
SCYL1	-0.0459
RPP40	-0.39225
SCOC	-0.167
KIAA1450	0.61075
CTDSPL2	-0.79175
TBX5	0.601166666666667
NAPG	-0.380875
RHD	-4.513
C14orf45	-0.9135
ZBTB22	1.4075
PLCG1	0.169
ANKRD10	-0.16275
AQP7P2	-0.68625
TAGLN2	0.422833333333333
HTR2C	-0.495333333333333
SLC16A7	-1.8975
C17orf83	0.45475
TSGA14	-1.05558333333333
MDH1	-0.5715
PPP3R2	-0.0075
DCBLD2	-2.62978571428571
RBM33	0.250875
DPH3	-2.6905
SYT10	-1.182
FMO4	0.8485
THYN1	-0.8315
DRD5	-1.83
OTOR	0.18925
PGRMC2	-0.2512
KATNAL1	-0.836375
PAQR6	0.48525
UBE2I	-0.42725
C14orf28	-0.40775
C8orf70	-1.136
FLYWCH1	-0.381
ANGPTL3	-1.27375
GLRX2	0.0286666666666667
ATP11A	-0.0331428571428572
ARL5B	0.61625
MUC16	-0.0395
SLC25A5	-0.534785714285714
ACRC	-0.37125
MYO1C	-0.265875
FAM89B	1.87633333333333
FAS	1.554
KIFAP3	1.21525
GLRA2	-0.357
BTN3A2	-0.8252
CNKSR3	1.40475
CSTF3	-1.01066666666667
ARPM1	-0.0825
KIAA1530	-1.7335
C9orf150	0.183333333333333
PRKCI	0.34275
tcag7.1015	-0.55175
SOD3	2.781
ZNF574	0.60525
CYP21A2	0.77325
RPL12	-0.7225
COMMD2	-0.14675
WIZ	0.9
LOC344405	-1.70125
ALDH4A1	-0.792294117647059
CRYAB	4.5295
COPA	1.1174
PCDHGA7	0.464833333333333
KIF11	-0.314833333333333
RASD2	1.025375
SLC26A3	-0.9515
ZNF175	-0.2465
JAKMIP2	-2.858875
C8orf4	-2.0885
PTHLH	-1.34825
SLC40A1	1.54225
OR7D4	0.294
PCDHB17	0.242
CD36	2.58335714285714
C6orf203	-0.102
PRKG2	-0.00699999999999999
LOC400566	-1.061
ANAPC13	0.624
SLCO3A1	-0.91125
ZNF692	-0.6435
FANCL	-0.154
SH3GLB1	0.6295
C12orf61	0.174
KBTBD6	0.5795
SUPT5H	0.528375
XRCC6	0.5136
HUS1B	1.1539
FAM133B	-0.368714285714286
LOC728276	-0.1525
KCTD18	0.63
SOS2	0.6745
CCDC99	-1.49675
C1QTNF5	2.852
NNAT	-0.269666666666667
USP16	-0.7855
LARS	-1.210125
ZBTB2	0.21725
ABO	0.2355
TRAF3	-1.3765
GALNT5	-2.228
NAP5	0.9055
ALG14	0.279
KIAA0515	-0.750846153846154
WDR75	-0.723
TEX261	1.42216666666667
LY86	-0.255
LOC389072	-0.025
FLJ13611	-0.61325
MRGPRX2	0.156
SNRPA	-0.657875
OR2G2	0.387
GPRASP2	1.6065
C7orf42	0.1831
C9orf163	-0.2525
CYP11B2	-0.3445
FCRL3	0.733333333333333
PRDX1	-0.49775
FGB	-3.3655
COX17	0.0843333333333333
C16orf33	-0.72775
PIWIL1	-0.118166666666667
FOLR1	-3.0205
KIAA0082	0.196
FREQ	0.197833333333333
TMCC2	1.11933333333333
TCF12	-0.36175
ZNF721	-0.14025
FAM130A2	0.6225
POU4F1	-1.0535
SNRPF	-0.6295
SGIP1	0.2425
ZNF641	0.8515
EMG1	-0.352875
PRRG4	0.278
HIRA	-3.4105
MYNN	1.05383333333333
AEBP2	0.261666666666667
TBXA2R	1.307
ISL2	-1.4715
PCDHB11	0.961
RNF144A	0.68325
MARCH5	0.731875
DULLARD	-0.424833333333333
DCLRE1B	0.280666666666667
ITGA8	-0.57775
TP73	0.266375
PRKCD	0.81625
NDUFB4	-0.13325
ATP13A4	1.4605
ANTXR2	-1.95216666666667
COL4A3	-0.890833333333333
MYO10	0.383
SLC6A18	0.3785
PEX1	-0.3865
TMEM74	-1.30983333333333
RBM19	-0.06925
TAPBP	0.64685
RUNX1	0.549
MID1	1.57525
GPR64	6.09866666666667
RASEF	1.70525
GABRG1	0.188125
MYO16	-1.2245
DBF4	-1.40683333333333
TSHZ2	-0.10825
RIPK2	1.399625
PPTC7	0.274666666666667
KIF4B	-0.229
LRRC31	-0.05
ZNF540	1.01175
EFNB3	0.748666666666666
LOH12CR1	0.719875
STON2	-1.02766666666667
GLP1R	2.48925
CSTF2T	0.229125
IREB2	-0.67275
GRSF1	-0.899
PDCD7	-0.918833333333333
LRRC43	0.737
CNR1	-0.786
IL1F7	-0.634
C12orf64	1.94625
FAM69B	-0.57025
NR2E1	-2.14383333333333
MS4A6A	1.3808
FTL	-0.0821
C7orf36	-0.58225
PCLO	-0.6307
DYRK2	1.36133333333333
ARIH2	-1.240125
SAMD7	-0.0265
SCNN1D	-1.177
SLC32A1	-0.9025
C22orf25	0.378333333333333
MRPS18A	0.2392
GPR112	0.4465
EARS2	-1.04825
ERN2	0.6675
ATPBD3	0.187166666666667
PRH2	0.1665
CDKN2D	0.323333333333333
PGLYRP2	-1.12875
TRIM40	0.05475
SEC14L3	-0.3458
SLC22A1	0.29125
BTN2A3	0.03525
RASA4	0.07625
CCNL2	-1.01666666666667
MYBPC3	0.329
GJA4	3.14375
CDC42SE1	1.61825
TRPV2	-1.79725
MYPN	-4.2479
SIM1	0.065
CDADC1	-0.295083333333333
ZFHX4	-0.03975
NIBP	1.81366666666667
ADAMTS19	-2.6
ABTB2	1.13425
TSPYL2	0.69625
EIF2S3	0.5588
SOX30	0.112
AP2A1	-0.762833333333333
DKFZP564O0523	1.02516666666667
LOC285398	-0.2525
CDH18	-5.47575
CHL1	-0.73125
GATS	-0.845555555555556
TBC1D2B	0.325666666666667
OR1J1	-0.0735
GSN	3.04866666666667
DPCR1	0.111875
GARNL4	-0.607666666666667
SMARCA5	-1.29975
PLEKHG3	0.1415
ZBTB45	0.9225
FRMD6	-0.1165
PLS1	0.596833333333333
DGKZ	0.74
EFNA1	2.0485
WDR85	-1.327
ANK2	-0.6275
PAGE4	-0.855833333333333
SENP6	1.09716666666667
AKR7A2	-0.108666666666667
FKBP10	-1.18875
VEGFC	-2.50433333333333
LARP1	-0.6975
SRBD1	-0.7615
ITGB6	2.9935
SLC1A2	-0.223833333333333
INVS	-0.508833333333333
MPO	1.605
MOBKL3	0.1471
CUTL2	-1.91675
KLK2	0.0456666666666667
VIM	0.24875
REG1B	0.1036
PCDHGC4	0.34775
C3orf34	-0.328833333333333
SUMO3	0.135
CST9L	-1.2115
MLL4	0.23875
SPR	1.37516666666667
SAMD9L	-2.00425
ABCE1	-0.7795
SUPT3H	0.0201666666666667
ACTBL1	-2.71275
ADAMTS4	2.44016666666667
SLIT3	1.54
RHEBL1	-1.12425
NPM2	-0.6705
MAN1C1	1.824
KIAA1856	0.58025
HSPA6	3.55625
LOC388152	0.6495
C10orf140	0.7365
ZDHHC12	-0.6735
LIN7A	1.5798
PHC2	0.651083333333333
SPHK1	1.585
TRIM26	1.2951875
FAM83E	-0.942
C18orf24	-0.1815
ZNF578	0.4235
ORAI1	-0.09975
RUVBL1	-0.260416666666667
C7orf20	-0.305666666666667
APAF1	-0.8105
SLC36A4	0.116166666666667
MYH11	4.54883333333333
NEK1	0.6952
MPP2	-1.262375
C12orf24	-0.64075
TNK2	0.37475
ZNF289	0.21975
MATN3	-0.672857142857143
IFNGR2	1.09483333333333
ITPR1	0.363
EBF3	3.9918
TBC1D20	0.3957
OR10P1	0.564
DDAH2	1.55025
SHPRH	-1.012875
STX7	-0.323
LOC554248	-1.249
BCAR1	0.355
ATXN3	0.266583333333333
TRIM27	0.50675
CDC42EP2	0.0735
CHP	0.0586428571428571
SOX17	1.429875
ZNF259	-0.414666666666667
CHCHD1	-0.141125
ZDHHC19	-0.193
GBP2	-0.58
GARNL3	2.070125
MRC2	0.20875
C1orf52	-0.68825
AOF2	0.1895
LRPPRC	-0.1973
ACVR1C	-0.824
TM4SF18	4.36066666666667
TMEM169	-0.193333333333333
PPP1R16A	0.807875
EBF1	-0.452333333333333
RRS1	0.294666666666667
SNX2	-0.859
OR2T2	-0.162
RBX1	0.19275
ANKRD54	1.13833333333333
TSNAX	0.281833333333333
TMEM83	-2.12925
ZBTB7A	-0.03175
ATM	-1.42183333333333
LOC338328	1.92566666666667
TIE1	0.743166666666667
HIST1H3G	-0.178333333333333
PASD1	-4.63883333333333
TINAG	0.654
PCDHAC2	-0.183
LRRC15	-1.28775
WBSCR17	0.746
TFF2	-0.58
PARP2	-0.152
NDFIP2	0.18225
PCDHGB2	0.2765
WDR60	0.12725
MAP7D2	-0.3559
USP45	0.6015
GSDML	-0.48075
TNS1	0.5201
PLCD4	-1.67375
IQCD	-0.354
SMPX	-0.34875
CD9	1.277
SRGN	-0.028375
CASP7	0.26
INOC1	-0.371333333333333
DKFZp451M2119	-2.209375
VMAC	3.172
USP53	1.6718
CAMK1G	-0.0855
TMEM106A	-0.282666666666667
CDC20	-0.7362
ACSL5	-2.46583333333333
CBWD5	-0.47825
C1orf87	-0.770666666666667
KIAA1274	0.57625
PRUNE2	1.7815
LYPLA2	0.261833333333333
DOK6	-3.00783333333333
GPR149	-0.5725
FAM30A	-0.50225
TMEM129	-0.20475
SLC35B3	1.97625
ACPP	0.4711
LOC200261	-0.348
SLC4A7	-0.1874
CCDC40	-0.0305
GART	-0.38975
THOP1	-1.1465
SCARB1	0.074875
CACNA1F	-0.45225
TRIAP1	-0.037
SYT14L	-0.1905
SFRS8	-0.497833333333333
PBOV1	0.307
GOLSYN	-4.7675
GJB7	-0.8995
CAMK2N1	1.71733333333333
GREM1	1.816
FLJ20433	-0.2565
QPCT	-0.93525
PRKAG2	2.19216666666667
H2AFX	-0.948125
C6orf154	0.72075
PLOD3	0.71175
ZBTB39	0.0781666666666667
WASF3	1.03908333333333
DRG1	0.83175
PRR4	3.428
SPCS1	-1.5775
KDELR3	2.77633333333333
SRP19	-0.7375
GABRA6	0.22875
MFSD1	0.9645
MMEL1	0.24525
PDXDC2	0.3471
BUB1	-1.50544444444444
RNF138	0.9885
MYLPF	-1.09083333333333
AIF1	-0.339333333333333
DYNLRB1	0.1981
HCN3	-0.853166666666667
HIST1H2AI	-1.4435
MAP4K5	0.0811666666666667
LASP1	-0.241625
LOC130951	0.138
PLAA	0.93775
KRT6A	0.9495
C6orf117	1.002875
ARHGAP23	-1.0515
PTF1A	-0.4905
GPHA2	-0.621
LCE3B	-0.01025
MCL1	0.300214285714286
EHBP1	-0.268166666666667
PRNP	0.8875
ZSCAN1	1.10975
C1orf113	-1.29816666666667
FOXA3	-3.41175
NEB	2.33625
ASGR1	-4.983
CTGF	2.38833333333333
RAB17	-1.47583333333333
MST101	-0.2365
JARID1B	0.5172
USP37	-0.3869
PTBP1	-0.119333333333333
PTPN7	-1.756
CDC7	-0.978
SNX7	-0.45475
ZNF335	-0.15975
CPT2	-0.3915
HEATR1	-0.00325
HSPC152	-0.62775
C5orf40	0.32775
PSME1	-0.484833333333333
STAG3	0.3685
TMEM154	-0.678666666666667
KLHL32	-0.9735
TSGA10IP	-1.2845
SUV420H2	-0.534666666666667
SF1	-0.9029
2'-PDE	-0.54925
PNLIPRP2	-1.515
TRSPAP1	0.098
NUP210	-1.26866666666667
ANP32C	-2.4325
RAB11B	0.649
ASB15	-0.3955
ITGB3BP	-2.53075
UBASH3A	-2.66
YWHAB	-0.31725
TPRX1	0.172
LY6G5C	0.162
SLC7A2	-2.857125
CLK1	0.7651
HSD3B7	0.920333333333333
VDR	2.55975
C16orf74	-0.161
ACE	-0.1115
PSMA2	-0.513666666666667
CCDC131	-0.81575
ZNF213	0.788333333333333
EML2	0.526
ALS2CR13	0.442333333333333
GLYATL1	0.3585
DSPP	0.5375
DHFRL1	-1.347375
C10orf30	1.91016666666667
SH3RF2	-0.513
LOC197322	-1.39983333333333
DLL3	0.797125
TIGD7	0.872
GFRA3	2.39925
CPA1	-0.102333333333333
RTN4	-0.665666666666667
PPT2	-1.4815
FASLG	0.108
FOXP4	2.105
RPL26	-0.5682
GNL3L	-1.6565
FMR1NB	-0.6845
CD163	7.3665
SGPP2	0.497
GIMAP2	-1.88675
CD37	-0.492166666666667
DPT	1.94383333333333
NBLA00301	2.828
RGS5	2.12108333333333
C9orf4	0.016
ACTL8	-2.6495
PRKAR2B	0.386625
OPLAH	2.17566666666667
C20orf134	1.20275
SPACA5	0.08075
TBL1X	-0.579333333333333
TSPYL3	0.2205
CHCHD3	-0.402
CRKRS	-0.612833333333333
GPR65	2.1955
DFFA	-0.470625
FUT1	0.45925
C6orf204	0.706666666666667
TMEM51	1.073
ZNF580	0.2195
CMTM2	0.54425
C20orf200	-0.6615
EZH1	-0.658666666666667
FDX1L	-0.308625
MRPL32	-0.71525
PCAF	-0.0244
ALOX15B	0.0005
CD59	1.41095833333333
CDK9	-0.773
ERP29	-0.474833333333333
TTR	-6.332
BCMO1	-0.447
DDIT4	-0.193
PTGDS	-0.10425
C3orf63	-0.94
BST2	-2.307375
