Hybridization REF	TCGA-C8-A12N-01A-11R-A115-07
CIRH1A	-1.85433333333333
HIST1H2AB	0.811666666666667
POLH	-0.571375
MGC16703	-1.70683333333333
SNAPC2	0.9685
FILIP1L	2.201
RASGRP4	0.459
LRRC1	1.6205
GAS1	1.8665
PRAC	-1.17625
DGKA	1.25183333333333
NT5C3	-0.99025
PEG3	-4.245
NADK	-0.3895
PRR17	-0.10025
LOC374569	-0.758
SGSH	0.555666666666667
NLRP8	0.822
GALT	-0.6545
MCF2	-0.2825
ZNF263	0.386
TACSTD1	0.465666666666667
TYR	-6.7153
ATP6AP2	0.36675
RNUXA	-0.348
ABHD10	-0.206444444444444
GDPD2	-1.5785
SLC35C1	0.48375
UBE2A	0.306875
HERC5	-0.184333333333333
FAM112B	-4.61533333333333
FBXL16	2.30275
DKFZP434A0131	-0.7735
ELA3A	-2.2605
RBM41	-1.841
HAO2	-0.21325
RNH1	0.01625
SHANK2	0.448333333333333
OSBP2	-0.84075
DAK	0.434
C3orf58	-0.502333333333333
TCL1B	-1.153
KBTBD2	-0.566
SUGT1L1	1.5785
UBE2E2	0.108666666666667
MYL9	3.106125
CDC23	-0.920833333333333
PBXIP1	1.5402
CXorf40B	-0.1955
NBL1	1.91575
RTBDN	-0.003
RAB11FIP5	1.001875
TTTY13	0.1515
SCOTIN	0.2835
SOHLH1	-0.779333333333333
CDKN1A	0.753285714285714
NCK1	-0.35
ZNF550	-1.4185
SAPS3	-0.108833333333333
SPIN3	0.910833333333333
MAGEE2	0.10775
MIS12	-0.518833333333333
OR8H2	0.4195
KIAA0774	-1.2995
UNC5D	-1.5855
CUL7	0.4425
LIPC	-3.31533333333333
DIO1	3.174
C20orf11	-0.4206
CTRL	-0.66325
HS3ST2	1.46675
PAK4	1.6485
CCRL1	4.59475
RNF10	0.956
ZNF567	-0.213
ZNF660	-0.543
TCEAL3	1.403
MAGOH	-0.677166666666667
CENPB	0.0686666666666667
C19orf7	0.220875
LOC388965	0.1265
ZCCHC13	-0.491
JMJD1A	-0.7142
HIST1H4H	0.7215
TBRG1	-0.2189
GPC3	-5.383125
TAF1C	-1.13025
EBNA1BP2	-0.856
CIAPIN1	-0.66975
PDGFRA	-0.733333333333333
CSTB	0.016
CENPI	-3.30316666666667
GTF2E2	-1.07016666666667
RPP21	0.3105
CCNF	-1.20116666666667
KCNQ3	1.3075
FAM79A	1.04275
SLC22A12	0.3115
NOVA1	0.514666666666667
FZD3	0.8446
AKAP8	-0.9545
SOCS5	-0.0545
CFDP1	-1.74775
DLG5	0.429
PGM5	0.389916666666667
C1orf144	0.427416666666667
HDAC10	-0.886
RND2	0.00124999999999997
C20orf199	-0.6275
RNMT	-0.76075
SLURP1	0.276625
ASTN1	-0.490875
SH3BGR	2.016
MYCL1	-0.6405
ZHX1	0.719333333333333
CENPK	-4.25725
FOSB	1.2368
LOC643406	0.299
C2orf59	-0.509
TMEM135	-0.94775
SLC27A2	0.877
KRT33A	2.6055
OVOL1	1.119125
PAMCI	-3.30516666666667
S100A7	5.596
ZNF789	-1.618
HARS2	-0.2165
RPL23A	-0.2605
TCF23	-0.25025
UPF3B	-2.108625
C17orf78	-0.4975
HLA-DOB	0.952666666666667
C14orf142	0.372666666666667
TEKT5	1.42516666666667
DMWD	0.677
POLD1	-1.751
GSCL	0.197
CALD1	0.1789
SCRT1	0.448833333333333
AIG1	1.54925
UNC84B	-0.41525
ZNF404	-0.074
TMED6	-3.09375
KIAA1462	0.2765
LRRC27	1.7275
PYGO1	-0.183
PIGU	-0.842666666666667
ALAS2	-4.36916666666667
WRNIP1	0.33725
CNNM3	0.799
ZNF2	0.68225
ST3GAL5	-0.81825
MRPL23	0.4775
TSSK6	0.1775
PSMA6	-0.57925
C16orf70	-0.361
KIAA1602	0.15825
ALMS1	0.319
DCN	3.610375
TMEM132D	-0.63
SUCLG2	0.28175
ABHD14A	1.3885
DEXI	1.084
AMPD2	-1.32133333333333
IFNAR2	-0.553333333333333
CYB5A	2.6414
TLOC1	-0.0938
NXF5	-0.7935
NRBF2	-0.241125
KCTD3	0.96975
ITGAE	-0.951666666666667
SLC30A3	-2.5735
ZRF1	-1.559
IFRD2	-0.706
XAB1	-0.77525
PYCR2	-0.243833333333333
SERPINB3	-4.668
TMLHE	-0.1575
GEFT	-0.905375
ABCA5	-0.846125
EMR4	-0.243333333333333
TSFM	-0.38175
HIST3H2BB	0.2125
ARHGEF19	1.0005
TSPAN17	0.4145
ABCC8	3.68725
MAP1S	1.10483333333333
C22orf36	0.90225
BNC2	0.680357142857143
HIST1H4A	-0.975
NDUFS3	-0.549833333333333
WDR3	-1.47416666666667
XKR4	-0.5055
TTC33	-1.28142857142857
STMN2	3.92375
CPN2	-0.608333333333333
HSPC105	0.52725
PCOLCE2	-6.67375
C3orf55	0.6845
KLHDC9	2.23833333333333
TBC1D23	0.066875
ATXN2L	-0.658333333333333
MAP2K3	0.183166666666667
SCAP	-0.0355
ZNF486	1.28483333333333
C20orf96	0.6125
NARS	0.09475
ADAMTSL1	-1.48807142857143
PRCC	0.730666666666667
CCDC126	1.4175
ZNF675	0.524
CALCOCO1	2.26925
ANKRD43	2.939
CWF19L2	-0.101333333333333
ZBTB32	1.15283333333333
BRAF	0.674
ODF4	0.2705
MGC14376	0.461333333333333
HORMAD1	-2.7325
AAK1	-0.328
PEBP1	0.487666666666667
TNFSF5IP1	0.0115
DKFZp564N2472	0.2815
RMND1	0.886
IGKV1-5	4.04775
COL1A2	3.94941666666667
SERPINA5	-1.343375
AANAT	0.314
C19orf21	0.941666666666667
GEMIN5	-0.46175
UBR4	-0.343833333333333
LTBP3	1.03416666666667
AMHR2	-2.3915
PROCR	-1.328
MYBBP1A	-0.66475
C20orf39	2.66216666666667
ZNF697	-0.111125
PASK	-0.717
ZNF776	0.956833333333333
RFXDC2	-0.101125
KIAA0467	0.93825
C10orf96	-2.706
ZNF503	-0.447
GULP1	-1.37933333333333
KCNE4	2.9915
DKFZp434K191	-0.509375
LOC196913	-0.6235
BHLHB4	0.9655
CH25H	0.75675
LOC81691	-1.11516666666667
ALPL	0.211714285714286
COL12A1	4.22875
FOLR3	-3.03783333333333
GPR123	0.00412500000000002
TRIM62	0.609428571428571
ABLIM1	-0.029
MAST3	-0.1405
RHBDD1	0.682833333333333
LOC338809	-0.805
RYBP	0.58375
TTC26	-0.355
ZNF22	0.035
ISCA2	-0.48825
RDM1	-2.87075
PIGM	0.498
GNB3	-1.088
ACTR2	-0.5322
HMGB1	-0.55845
EDG1	1.90033333333333
SOAT2	-2.6755
OR10AD1	1.309
RAP1GDS1	0.604166666666667
LCE1F	0.462
ESM1	-0.2915
RCN3	3.136
CREBL1	-0.62725
DBNL	-0.189833333333333
PTGER3	2.844125
USP30	0.321166666666667
BCL2L12	-0.155166666666667
KIF26B	2.764
ZNF416	0.50725
ZNF225	0.1595
C17orf70	0.64225
ZNF554	0.841
RAE1	-0.953666666666667
TNIK	1.414
ACTN3	0.9955
MGC45922	0.3905
CCNA1	-0.706
RYK	0.342666666666667
IL26	0.032
LRP3	0.517
QARS	0.02275
SOX7	0.940214285714286
BID	-1.12275
OR2S2	-0.0209999999999999
CXCL14	4.2505
C11orf47	-0.879
MGC29891	-0.471833333333333
HSPB8	1.597
PRDM14	-1.4985
NUFIP2	-0.16025
MNAT1	-0.48975
ZDHHC2	-0.1645
MBNL2	0.01975
ADD3	-1.32525
CSNK2A1P	-0.9865
KLK6	-1.9635
TMEM111	0.0404
KIAA1279	1.5985
NUBP2	0.807833333333333
RAB42	-0.77875
ID3	-0.4549
TM9SF1	0.61925
MDP-1	-0.37375
POU4F2	0.30175
IQCK	2.791
C16orf14	0.401
CAPN3	-1.50675
FAM43B	-0.45775
RECQL	-1.32
AP1G1	-0.4555
CTNNBL1	-0.676166666666667
ECHDC1	-2.10616666666667
SMARCC1	-0.3258
FOXQ1	-0.78175
GNAI3	-0.1175
POLG2	-1.89375
CD4	1.75525
ITLN1	-1.5625
EBI2	2.92875
IRF1	0.72775
PTPRE	1.8516
PTK2B	0.65825
NXNL2	0.428
SOX4	0.206555555555556
TSPAN3	-0.0143333333333333
SH2D1A	-4.13
C8orf58	-0.102166666666667
USP20	-0.7345
DUSP22	-0.3155
CALB1	-2.7205
L3MBTL2	1.57633333333333
MCRS1	0.8165
TMEM118	-1.10383333333333
C18orf8	0.4245
FLJ10241	-0.08775
GJA12	-0.16975
PKD1	0.306166666666667
ZFP3	0.4725
JAM3	-1.071125
LAPTM4A	1.397
DIRC2	0.09325
KIAA2022	-0.132
MYOM1	-0.2845
TRPM8	-2.8035
MOP-1	0.7935
PHKG2	1.310625
ZNF650	0.41625
KIAA1522	1.519
PSG8	-2.0105
DDX19B	-0.6305
MOBKL1B	-0.31875
DIAPH2	-0.202833333333333
PTPN12	-0.50075
CLN8	-1.4911
CRYZL1	-0.6945
CRY2	0.2795
FCGR2B	4.5715
PNPLA4	2.31125
ZNF454	0.71
DKFZp434B1231	-0.29625
CLDN11	-0.1261
RFWD2	0.3715
CIB2	-0.763
MXRA8	4.668625
HRK	-0.730875
MAML2	-0.024
C4orf31	1.6765
C6orf192	-0.86375
COG6	0.525625
FAM5B	-0.59475
NFATC1	0.4241
SEPT10	-0.3815
SCYL1	-0.1649
RPP40	-1.03125
SCOC	-0.1577
KIAA1450	0.39925
CTDSPL2	-1.24
TBX5	2.54983333333333
NAPG	-0.358
RHD	-5.06625
C14orf45	1.75383333333333
ZBTB22	1.586
PLCG1	-1.3525
ANKRD10	-0.444625
AQP7P2	0.04075
TAGLN2	0.227833333333333
HTR2C	-2.84266666666667
SLC16A7	-1.584
C17orf83	0.704
TSGA14	-0.28
MDH1	-0.836
PPP3R2	-0.6405
DCBLD2	-2.25378571428571
RBM33	-1.017125
DPH3	-1.0075
SYT10	-1.85716666666667
FMO4	2.551375
THYN1	-0.6555
DRD5	-2.6985
OTOR	0.6195
PGRMC2	-0.1287
KATNAL1	-0.086625
PAQR6	-1.15675
UBE2I	0.2865
C14orf28	0.372
C8orf70	-0.70575
FLYWCH1	0.520125
ANGPTL3	-0.496
GLRX2	-0.916
ATP11A	-1.11464285714286
ARL5B	-0.58075
MUC16	-2.39425
SLC25A5	-1.51357142857143
ACRC	-1.09375
MYO1C	0.268875
FAM89B	0.9695
FAS	0.698375
KIFAP3	0.643
GLRA2	0.1785
BTN3A2	1.0746
CNKSR3	-0.67725
CSTF3	-0.839
ARPM1	0.918
KIAA1530	-1.1075
C9orf150	3.05966666666667
PRKCI	-0.3265
tcag7.1015	-0.79725
SOD3	-1.417
ZNF574	1.05
CYP21A2	3.04475
RPL12	0.9675
COMMD2	-0.6345
WIZ	-0.48875
LOC344405	-0.90075
ALDH4A1	-0.201588235294118
CRYAB	1.6175
COPA	-0.0462
PCDHGA7	0.375833333333333
KIF11	-2.18883333333333
RASD2	0.630625
SLC26A3	0.122
ZNF175	0.119
JAKMIP2	-2.736125
C8orf4	-1.20983333333333
PTHLH	2.998
SLC40A1	4.68825
OR7D4	0.224833333333333
PCDHB17	-0.839
CD36	-0.224071428571429
C6orf203	0.3207
PRKG2	1.5345
LOC400566	2.36075
ANAPC13	0.73025
SLCO3A1	-1.00575
ZNF692	-1.3695
FANCL	-1.2815
SH3GLB1	0.4135
C12orf61	0.018
KBTBD6	1.21925
SUPT5H	0.380625
XRCC6	-0.5645
HUS1B	-0.2644
FAM133B	-0.271642857142857
LOC728276	-0.024
KCTD18	0.46625
SOS2	0.371666666666667
CCDC99	-2.09075
C1QTNF5	4.52
NNAT	-0.143833333333333
USP16	-0.486
LARS	-0.885
ZBTB2	0.68125
ABO	0.192
TRAF3	-0.19075
GALNT5	-0.956
NAP5	1.37275
ALG14	0.710666666666667
KIAA0515	0.249961538461538
WDR75	-0.340666666666667
TEX261	0.612166666666667
LY86	1.04125
LOC389072	-0.4845
FLJ13611	-0.1955
MRGPRX2	0.1285
SNRPA	-0.239875
OR2G2	0.418
GPRASP2	0.2295
C7orf42	0.4388
C9orf163	-0.352
CYP11B2	0.0669999999999999
FCRL3	0.303333333333333
PRDX1	-0.2965
FGB	-7.295
COX17	-0.0143333333333333
C16orf33	0.486
PIWIL1	-0.13
FOLR1	-3.20266666666667
KIAA0082	0.2115
FREQ	-1.00966666666667
TMCC2	-1.456
TCF12	0.388416666666667
ZNF721	0.237
FAM130A2	0.50575
POU4F1	-2.856
SNRPF	-0.920125
SGIP1	2.37816666666667
ZNF641	0.653833333333333
EMG1	-1.066125
PRRG4	1.7165
HIRA	-2.06325
MYNN	-0.194666666666667
AEBP2	-0.77725
TBXA2R	-0.265333333333333
ISL2	-1.34683333333333
PCDHB11	-0.362
RNF144A	-0.24925
MARCH5	0.244875
DULLARD	0.6615
DCLRE1B	-0.422666666666667
ITGA8	1.547
TP73	-0.226
PRKCD	1.8755
NDUFB4	0.574
ATP13A4	1.404
ANTXR2	-0.611
COL4A3	-0.8356
MYO10	-2.6304
SLC6A18	0.536
PEX1	-0.06525
TMEM74	-2.3604
RBM19	0.29975
TAPBP	0.49455
RUNX1	1.545125
MID1	-2.609
GPR64	-1.299
RASEF	2.49575
GABRG1	0.214166666666667
MYO16	1.66025
DBF4	-2.3745
TSHZ2	2.27425
RIPK2	0.558375
PPTC7	-0.118833333333333
KIF4B	-1.886
LRRC31	0.558
ZNF540	1.5135
EFNB3	-0.0451666666666667
LOH12CR1	0.41925
STON2	1.19383333333333
GLP1R	0.29775
CSTF2T	-0.6425
IREB2	-1.162625
GRSF1	0.21625
PDCD7	-0.393333333333333
LRRC43	1.739
CNR1	-0.022
IL1F7	-0.649
C12orf64	-0.55475
FAM69B	-1.84575
NR2E1	-2.74933333333333
MS4A6A	2.1079
FTL	-0.6856
C7orf36	-0.0675
PCLO	2.4819
DYRK2	0.282333333333333
ARIH2	-0.869125
SAMD7	0.199
SCNN1D	-0.6395
SLC32A1	-1.473875
C22orf25	0.0996666666666667
MRPS18A	-0.2608
GPR112	0.774
EARS2	0.0875
ERN2	0.486
ATPBD3	0.380166666666667
PRH2	0.123
CDKN2D	-0.784
PGLYRP2	4.272
TRIM40	-0.23025
SEC14L3	-0.195333333333333
SLC22A1	0.163
BTN2A3	-0.12075
RASA4	0.3115
CCNL2	-0.686166666666667
MYBPC3	0.2795
GJA4	3.5335
CDC42SE1	0.776375
TRPV2	-1.42675
MYPN	-4.3548
SIM1	0.136
CDADC1	0.114083333333333
ZFHX4	2.068
NIBP	1.8985
ADAMTS19	0.43375
ABTB2	-0.34875
TSPYL2	0.925
EIF2S3	-0.508
SOX30	-0.0515
AP2A1	1.6285
DKFZP564O0523	-0.757833333333333
LOC285398	0.5005
CDH18	-5.46125
CHL1	1.6725
GATS	0.3315
TBC1D2B	0.244833333333333
OR1J1	0.235
GSN	1.392
DPCR1	-0.116125
GARNL4	-0.512166666666667
SMARCA5	-0.2685
PLEKHG3	0.427333333333333
ZBTB45	0.6155
FRMD6	0.496333333333333
PLS1	0.856166666666667
DGKZ	1.066
EFNA1	1.3004
WDR85	-1.01775
ANK2	-0.9175
PAGE4	-1.487
SENP6	0.738833333333333
AKR7A2	0.493
FKBP10	-1.68125
VEGFC	-1.48733333333333
LARP1	0.0991874999999999
SRBD1	-0.12975
ITGB6	3.54875
SLC1A2	-0.277571428571429
INVS	-0.854833333333333
MPO	-0.13475
MOBKL3	-0.6603
CUTL2	-1.004
KLK2	0.211
VIM	-0.748
REG1B	0.0465
PCDHGC4	0.34025
C3orf34	0.710833333333333
SUMO3	0.191
CST9L	2.02025
MLL4	-0.0305
SPR	2.3025
SAMD9L	1.5155
ABCE1	-0.65
SUPT3H	-0.998166666666667
ACTBL1	0.969
ADAMTS4	1.37466666666667
SLIT3	3.0995
RHEBL1	-1.664
NPM2	-2.4345
MAN1C1	1.006875
KIAA1856	0.691083333333333
HSPA6	1.144
LOC388152	-0.74
C10orf140	-2.41
ZDHHC12	0.2885
LIN7A	0.5522
PHC2	0.39325
SPHK1	-0.02775
TRIM26	0.6246875
FAM83E	-0.5035
C18orf24	-2.71316666666667
ZNF578	0.0968333333333334
ORAI1	0.2975
RUVBL1	-0.93875
C7orf20	-0.5745
APAF1	-1.6975
SLC36A4	-1.77683333333333
MYH11	3.41733333333333
NEK1	0.4833
MPP2	0.180875
C12orf24	-2.877
TNK2	0.59875
ZNF289	0.3185
MATN3	1.42385714285714
IFNGR2	1.9055
ITPR1	0.34425
EBF3	2.5555
TBC1D20	0.5316
OR10P1	0.317
DDAH2	1.15475
SHPRH	-0.453625
STX7	-0.3855
LOC554248	-2.2485
BCAR1	0.357
ATXN3	0.126
TRIM27	-0.25625
CDC42EP2	0.1595
CHP	0.3315
SOX17	1.680375
ZNF259	-0.436833333333333
CHCHD1	0.058
ZDHHC19	0.1425
GBP2	2.384
GARNL3	2.009
MRC2	1.54775
C1orf52	-0.9115
AOF2	-0.678166666666667
LRPPRC	-0.4567
ACVR1C	-1.71566666666667
TM4SF18	2.5595
TMEM169	0.2705
PPP1R16A	0.881125
EBF1	0.164
RRS1	0.0126666666666667
SNX2	-0.72975
OR2T2	0.2915
RBX1	0.47775
ANKRD54	1.10083333333333
TSNAX	-0.802833333333333
TMEM83	-2.12325
ZBTB7A	1.73075
ATM	-1.41183333333333
LOC338328	1.10083333333333
TIE1	2.30166666666667
HIST1H3G	-0.3525
PASD1	-4.8205
TINAG	0.4805
PCDHAC2	0.2855
LRRC15	2.391
WBSCR17	-1.03275
TFF2	0.0775
PARP2	-1.293
NDFIP2	-0.590625
PCDHGB2	-0.4045
WDR60	0.56475
MAP7D2	-1.8916
USP45	-0.882
GSDML	-0.85075
TNS1	-0.0257
PLCD4	2.64425
IQCD	1.05483333333333
SMPX	-2.711
CD9	0.543833333333333
SRGN	0.13075
CASP7	1.174375
INOC1	-0.0203333333333333
DKFZp451M2119	-0.6055
VMAC	1.754
USP53	0.6449
CAMK1G	-0.521375
TMEM106A	0.228666666666667
CDC20	-2.4901
ACSL5	1.03283333333333
CBWD5	-0.64425
C1orf87	1.166
KIAA1274	0.738
PRUNE2	-3.081
LYPLA2	0.506666666666667
DOK6	-1.28083333333333
GPR149	-0.21675
FAM30A	0.624
TMEM129	0.38125
SLC35B3	-0.23725
ACPP	-0.3086
LOC200261	-0.966
SLC4A7	2.3193
CCDC40	2.557
GART	-1.69325
THOP1	-1.3345
SCARB1	0.483375
CACNA1F	1.50175
TRIAP1	-0.266
SYT14L	0.2865
SFRS8	-0.0708333333333333
PBOV1	-0.381
GOLSYN	3.13725
GJB7	-1.929
CAMK2N1	0.8625
GREM1	3.78566666666667
FLJ20433	1.00925
QPCT	-3.213
PRKAG2	0.966833333333333
H2AFX	-1.6945
C6orf154	0.0075
PLOD3	-1.43625
ZBTB39	0.3295
WASF3	-1.07933333333333
DRG1	-0.1365
PRR4	-0.387
SPCS1	0.1525
KDELR3	-0.500333333333333
SRP19	-0.1645
GABRA6	-0.00749999999999998
MFSD1	0.21425
MMEL1	3.17375
PDXDC2	-0.3949
BUB1	-4.28388888888889
RNF138	-1.489875
MYLPF	-0.0355
AIF1	0.671166666666667
DYNLRB1	0.5752
HCN3	-1.36216666666667
HIST1H2AI	0.30575
MAP4K5	0.0975833333333333
LASP1	0.641875
LOC130951	1.9135
PLAA	0.204375
KRT6A	-1.7575
C6orf117	-3.214125
ARHGAP23	-0.853
PTF1A	0.0225
GPHA2	-0.642
LCE3B	0.23075
MCL1	0.0255714285714286
EHBP1	-1.37375
PRNP	-1.3140625
ZSCAN1	0.7085
C1orf113	0.338833333333333
FOXA3	-3.615125
NEB	1.37325
ASGR1	-5.01433333333333
CTGF	1.65533333333333
RAB17	1.03566666666667
MST101	-0.3475
JARID1B	0.6981
USP37	-0.2924
PTBP1	0.0365
PTPN7	-0.41
CDC7	-1.929
SNX7	0.273
ZNF335	0.20425
CPT2	0.851
HEATR1	-1.690625
HSPC152	0.456125
C5orf40	0.23975
PSME1	0.552333333333333
STAG3	-2.38525
TMEM154	1.02916666666667
KLHL32	-0.2225
TSGA10IP	-1.1315
SUV420H2	-0.231666666666667
SF1	-0.2324
2'-PDE	-0.18475
PNLIPRP2	-1.292
TRSPAP1	-0.13
NUP210	-1.13316666666667
ANP32C	-1.94333333333333
RAB11B	1.77033333333333
ASB15	0.262
ITGB3BP	-1.4235
UBASH3A	-1.834
YWHAB	0.29975
TPRX1	-0.28975
LY6G5C	0.845125
SLC7A2	0.60025
CLK1	0.5401
HSD3B7	1.95616666666667
VDR	2.139
C16orf74	0.59025
ACE	0.319
PSMA2	-0.3495
CCDC131	-1.0225
ZNF213	2.75583333333333
EML2	0.19325
ALS2CR13	0.284833333333333
GLYATL1	1.47675
DSPP	-0.717
DHFRL1	-0.362
C10orf30	-0.432666666666667
SH3RF2	0.844833333333333
LOC197322	-0.124333333333333
DLL3	-1.577375
TIGD7	0.37625
GFRA3	-0.06
CPA1	0.275333333333333
RTN4	0.5275
PPT2	-1.57366666666667
FASLG	1.87491666666667
FOXP4	0.954375
RPL26	-0.2339
GNL3L	-1.05066666666667
FMR1NB	-0.338166666666667
CD163	6.3995
SGPP2	4.16525
GIMAP2	1.309
CD37	2.70383333333333
DPT	3.37383333333333
NBLA00301	1.97175
RGS5	1.96166666666667
C9orf4	-0.08
ACTL8	-1.6035
PRKAR2B	0.8975
OPLAH	0.9555
C20orf134	1.95625
SPACA5	0.254
TBL1X	-0.504333333333333
TSPYL3	0.5
CHCHD3	-1.29625
CRKRS	-0.316
GPR65	5.6785
DFFA	-0.76425
FUT1	0.51975
C6orf204	-1.3935
TMEM51	0.6115
ZNF580	2.00425
CMTM2	0.34525
C20orf200	-0.4385
EZH1	0.1455
FDX1L	-0.18225
MRPL32	-0.16675
PCAF	-1.1483
ALOX15B	2.23116666666667
CD59	1.00470833333333
CDK9	-0.303375
ERP29	-0.624
TTR	-5.746
BCMO1	-0.27
DDIT4	-0.1615
PTGDS	2.09575
C3orf63	0.109
BST2	1.150125
CYP1A2	-0.2565
C5orf25	-2.31575
STX1A	-0.912176470588235
OR2A12	0.0625
SH3BP5L	-0.03325
SERINC5	-0.4165
USP6	-0.8841
MRPL3	-0.920666666666667
POMP	-0.157
INPP4B	2.3665
GMPPB	-0.0035
EAPP	0.29425
AHSA1	-0.85275
ABCA11	0.0175
SLC5A6	0.0731666666666667
HIVEP2	0.731
SUMO2	-0.53125
KIAA1822L	0.706333333333333
C11orf67	1.06175
TXK	-0.227125
PHCA	0.3668125
ICAM4	-2.67633333333333
FPGS	0.774833333333333
SNRPA1	-2.01675
KCNJ4	-0.50075
KIF6	-0.2559
HIST1H2BG	-0.2045
SLC5A5	0.747
ZNF354B	-0.21
IL12RB2	-0.46775
C11orf76	0.0828333333333333
GAL3ST2	0.205
AIFM2	-0.761875
SYNC1	-0.369625
UBL3	0.1825
PIK3CG	-0.845166666666667
NLN	-0.7141
BCORL1	0.5025
CD5L	0.00125000000000001
ZNF238	1.31033333333333
KIAA1394	0.53425
C16orf55	0.2919
CYP3A7	-2.3395
KRTAP3-1	-1.1705
TFDP1	-0.7005
MND1	-3.9325
NODAL	-0.0941666666666667
GTPBP4	-1.33975
TUBGCP2	0.0885
SLITRK5	-2.78975
CIC	1.61425
CD79A	0.850166666666667
SAMD14	1.8185
TNPO3	-1.052
OR10G3	2.6485
OR10G8	0.237
CCDC111	-0.04
HOXC9	0.6835
DCUN1D1	-0.457916666666667
CYB5R1	1.242
TSR2	0.493
DAB2IP	1.3329
SLC6A5	0.0735
RAB3D	1.344
DCUN1D4	-0.601166666666667
ERBB3	1.19808333333333
SDC1	2.11075
ATP6V1H	1.18783333333333
SYK	0.7655
ST20	-1.1955
C13orf30	0.6675
WDR40A	0.737166666666667
ADMR	0.545
LOC388335	0.63825
ACSM1	3.1375
TDG	-0.489166666666667
FLJ11235	0.46125
MRPS5	-1.389
AGPAT2	0.115166666666667
SLC12A1	0.36725
CYP27A1	-2.04325
THAP7	0.3845
XPO1	-0.861
ALMS1L	0.553166666666667
C1orf2	-0.417125
ZNF777	-0.00816666666666666
CAMK2A	0.444
SMC1B	-0.421125
IHPK2	0.480066666666667
LEMD1	-4.4625
NKD2	0.2857
CLU	0.4965
ARMETL1	0
PABPC4	-0.6335
CXCL12	3.262
TFAP2C	-0.2153
TTTY8	-1.506
ABCB10	-1.8852
ENDOD1	0.725166666666667
IDI1	-2.8755
KCTD6	1.98516666666667
CCDC105	0.2715
ULBP2	-0.816833333333333
ZDHHC5	0.862
WNT8A	-0.55775
COMMD10	-0.49175
KLHL12	-0.404875
GPR50	0.202
NR5A2	0.12525
OXGR1	2.74016666666667
EHD3	0.426
CAPRIN2	-0.683625
KLRC3	-3.42525
SF3B1	-0.187214285714286
IPO7	-1.13025
ALDH1A1	-1.20566666666667
ANKRD5	0.41325
TSNARE1	0.3115
DDEFL1	1.82175
RNASEL	1.0285
DNAH9	-0.1565
HELLS	-2.443
TNS4	-1.827
NAV1	-0.2321
KIAA1409	1.07375
C20orf26	2.95816666666667
TUBG1	-0.69225
IRX2	0.56075
CNGA4	0.3935
MGC50559	1.64683333333333
OR4K17	-0.0473333333333333
TM2D2	-0.213916666666667
FAM32A	-0.33225
TXNDC14	0.0775
CCBL1	-1.3145
ANK1	-3.2541
PRSS23	-1.49875
PPM1L	0.578
SPATA20	1.3805
APCS	0.29475
C14orf122	-0.107166666666667
PSMB5	-0.65
C6orf10	0.166444444444444
SETDB2	0.472166666666667
SPNS3	-1.4695
SGMS2	-0.0881666666666667
MXD3	-1.24283333333333
MON2	-0.3465
CARTPT	3.50975
HNF4A	-1.07233333333333
RABEP1	1.05235
TNFRSF10B	-1.628
USH1G	0.339
PPAP2B	-1.26233333333333
TMEM16K	1.276
CTDSP1	1.1325
CDK5R1	0.232333333333333
GABRR1	0.231
OPN1LW	-0.115
FAM98C	1.332125
DBN1	-0.100625
ACAD10	-0.228166666666667
QTRTD1	-0.541
WNK3	-2.001
RPS19	-0.183875
C1QB	3.4285
OTUD5	0.20325
SLC41A2	0.471
TMEM22	-2.439
KHSRP	-0.735333333333334
TNFRSF11A	-0.475166666666667
FBL	-1.27316666666667
IBTK	0.0263333333333334
OXER1	-0.243
CBLN4	1.777125
GPR172B	1.93983333333333
CFTR	-1.996
VSX1	1.2115
CAMK1D	-0.28575
LOXL3	-1.97075
RTP4	2.24275
SLFNL1	1.15075
KIAA0828	-0.409375
PAR5	0.3475
LOC723972	-1.83025
GDI2	-0.248125
CEBPA	0.3974
MLF2	0.862833333333333
AFMID	-0.6255
ALOX12B	-0.02075
BPHL	0.24775
COX5B	0.2275
S100A10	0.4639
THOC6	0.98825
NHN1	-0.4965
RRP12	-0.3625
ARID3B	-2.548
CD3G	-2.90316666666667
KIAA0133	-0.90375
NAT11	0.0921666666666667
PPAT	-1.43366666666667
SIRT3	0.8132
TCERG1L	-1.123
NIPA1	-0.5786
DPP8	-0.1383
IL7R	-0.566
ZFP64	-0.439333333333333
DMAP1	0.1662
TRMT12	1.025
TLR4	1.4934
WFIKKN2	0.35475
RAB12	-0.867833333333333
DDX51	-0.458166666666667
KIAA1086	-3.509
ZNF295	-0.710333333333333
ACVR2B	-1.08885714285714
LOC494150	-1.6155
ZNF517	0.31
DNASE1L2	-0.115166666666667
SUFU	0.922333333333333
LOC283677	-2.556
LMO3	0.423833333333333
PPP2R5D	-0.189666666666667
ZNF587	-0.0176
HIST4H4	0.02075
CYP2C8	0.55325
C1orf80	-0.3665
DOCK5	-0.441666666666667
C9orf24	1.892
OR5AR1	-0.386
C11orf24	-0.0185
UNQ1940	-0.498
CAP2	0.948666666666667
TIMM44	-0.53825
DSEL	-1.4561
ROM1	0.611
FBXO4	-0.2955
MYLC2PL	-2.1095
MLH3	0.8563
NOX1	0.256
DPEP2	1.8315
DNAJB5	0.64225
RLTPR	0.229
