Hybridization REF	TCGA-AN-A0FX-01A-11R-A034-07
SUGT1L1	0.23425
UBE2E2	1.30016666666667
MYL9	3.05925
CDC23	-0.394833333333333
PBXIP1	0.6198
CXorf40B	1.0125
NBL1	0.3595
RTBDN	0.1625
RAB11FIP5	0.256375
TTTY13	-0.709
SCOTIN	-0.74025
SOHLH1	-1.05933333333333
CDKN1A	-0.0205714285714286
NCK1	1.4605
ZNF550	1.48725
SAPS3	0.096
SPIN3	0.670666666666667
MAGEE2	-0.0065
MIS12	-1.16216666666667
OR8H2	0.5125
KIAA0774	-1.15916666666667
UNC5D	-2.89
CUL7	-0.587666666666667
LIPC	-3.869
DIO1	-3.09025
C20orf11	0.2222
CTRL	-0.94625
HS3ST2	1.046
PAK4	0.549166666666667
CCRL1	3.80475
RNF10	-0.02975
ZNF567	1.89325
ZNF660	-1.054
TCEAL3	0.52575
MAGOH	1.39516666666667
CENPB	-0.367166666666667
C19orf7	0.924375
LOC388965	0.03575
ZCCHC13	0.0195
JMJD1A	-1.027
HIST1H4H	0.145
TBRG1	-1.705
GPC3	-3.463875
TAF1C	-0.63125
EBNA1BP2	-0.798666666666667
CIAPIN1	-0.66525
PDGFRA	-0.121166666666667
CSTB	0.271
CENPI	-1.48466666666667
GTF2E2	-0.701333333333333
RPP21	0.18975
CCNF	-1.52816666666667
KCNQ3	1.2635
FAM79A	1.2175
SLC22A12	0.3955
NOVA1	-0.619333333333333
FZD3	-1.4983
AKAP8	0.132
SOCS5	1.936875
CFDP1	0.0575
DLG5	0.44925
PGM5	0.546416666666667
C1orf144	0.257333333333333
HDAC10	-1.895
RND2	-1.258
C20orf199	-1.93625
RNMT	-0.5235
SLURP1	2.249125
ASTN1	0.19875
SH3BGR	4.6165
MYCL1	-0.27075
ZHX1	2.144
CENPK	-1.9775
FOSB	0.1038
LOC643406	-0.026
C2orf59	-0.882125
TMEM135	-0.6235
SLC27A2	-3.6975
KRT33A	2.0235
OVOL1	1.111625
PAMCI	-1.74633333333333
S100A7	1.797
ZNF789	0.186
HARS2	0.15125
RPL23A	-1.27416666666667
TCF23	0.45875
UPF3B	-0.875125
C17orf78	-0.368
HLA-DOB	0.845166666666667
C14orf142	0.286333333333333
TEKT5	-0.315
DMWD	0.206
POLD1	-0.970833333333334
GSCL	-0.1855
CALD1	1.7609
SCRT1	0.03
AIG1	0.79275
UNC84B	0.6745
ZNF404	2.055
TMED6	-2.10525
KIAA1462	0.213
LRRC27	0.973666666666667
PYGO1	1.2465
PIGU	-0.569833333333333
ALAS2	-3.547
WRNIP1	-0.277375
CNNM3	-1.3465
ZNF2	-0.0275
ST3GAL5	-1.33583333333333
MRPL23	-0.75
TSSK6	-0.29525
PSMA6	-0.90675
C16orf70	-0.3195
KIAA1602	0.05775
ALMS1	0.345666666666667
DCN	2.379625
TMEM132D	-1.39925
SUCLG2	-0.46275
ABHD14A	-1.0085
DEXI	-0.0696666666666667
AMPD2	-0.731333333333333
IFNAR2	-0.1905
CYB5A	1.1857
TLOC1	0.77995
NXF5	-0.810166666666667
NRBF2	0.389125
KCTD3	0.6755
ITGAE	-0.528166666666667
SLC30A3	-0.803333333333333
ZRF1	-0.416
IFRD2	-0.902875
XAB1	0.70525
PYCR2	-1.26916666666667
SERPINB3	-2.2185
TMLHE	-0.5511
GEFT	-1.393625
ABCA5	1.091375
EMR4	0.140833333333333
TSFM	0.09775
HIST3H2BB	0.0355
ARHGEF19	1.3475
TSPAN17	-0.355333333333333
ABCC8	0.629
MAP1S	0.583166666666667
C22orf36	0.556
BNC2	-0.488
HIST1H4A	-0.8185
NDUFS3	-0.223333333333333
WDR3	-0.4
XKR4	-0.614
TTC33	1.54564285714286
STMN2	3.811
CPN2	-1.18016666666667
HSPC105	1.274125
PCOLCE2	-0.22475
C3orf55	2.79
KLHDC9	1.60833333333333
TBC1D23	1.21325
ATXN2L	-1.69666666666667
MAP2K3	-0.751583333333333
SCAP	-0.5575
ZNF486	-0.523666666666667
C20orf96	-0.421
NARS	-0.52225
ADAMTSL1	-0.433357142857143
PRCC	0.520166666666667
CCDC126	1.49391666666667
ZNF675	-1.05025
CALCOCO1	0.20625
ANKRD43	0.0675
CWF19L2	-0.7535
ZBTB32	0.52
BRAF	0.60575
ODF4	0.26475
MGC14376	0.498833333333333
HORMAD1	3.024
AAK1	0.0193333333333333
PEBP1	0.896666666666667
TNFSF5IP1	-0.340833333333333
DKFZp564N2472	0.46875
RMND1	-0.8835
IGKV1-5	4.27875
COL1A2	2.72825
SERPINA5	-2.655125
AANAT	0.585
C19orf21	-0.338833333333333
GEMIN5	-0.61475
UBR4	-0.698
LTBP3	0.616
AMHR2	-2.76133333333333
PROCR	-0.94575
MYBBP1A	-1.2815
C20orf39	0.885666666666667
ZNF697	-0.6025
PASK	-0.6324
ZNF776	0.265666666666667
RFXDC2	-0.374625
KIAA0467	0.06075
C10orf96	-2.60025
ZNF503	0.03825
GULP1	0.3865
KCNE4	-1.49616666666667
DKFZp434K191	-0.12
LOC196913	-0.0185
BHLHB4	0.023
CH25H	0.67825
LOC81691	-2.1485
ALPL	0.269714285714286
COL12A1	2.444
FOLR3	-1.61016666666667
GPR123	0.230375
TRIM62	-0.445071428571429
ABLIM1	1.31666666666667
MAST3	-0.92125
RHBDD1	0.670333333333333
LOC338809	-0.1455
RYBP	-0.26
TTC26	-0.726875
ZNF22	0.548333333333333
ISCA2	-0.53075
RDM1	-4.708
PIGM	0.01075
GNB3	-1.4015
ACTR2	0.0152
HMGB1	0.41195
EDG1	2.83216666666667
SOAT2	-1.44375
OR10AD1	0.5875
RAP1GDS1	1.28558333333333
LCE1F	0.5235
ESM1	1.11525
RCN3	1.59075
CREBL1	-0.65275
DBNL	-1.045
PTGER3	1.730125
USP30	0.0923333333333333
BCL2L12	-0.2135
KIF26B	2.72325
ZNF416	1.1505
ZNF225	0.458
C17orf70	-0.62175
ZNF554	1.5905
RAE1	-0.951833333333333
TNIK	-0.6405
ACTN3	1.364
MGC45922	0.188
CCNA1	0.802833333333333
RYK	2.13366666666667
IL26	-1.143
LRP3	0.8205
QARS	-1.17725
SOX7	0.802071428571429
BID	0.581
OR2S2	0.4255
CXCL14	3.141
C11orf47	-0.985
MGC29891	0.812333333333333
HSPB8	-0.5473
PRDM14	-2.171
NUFIP2	-0.0935
MNAT1	-0.271
ZDHHC2	-1.178
MBNL2	2.394375
ADD3	-0.643625
CSNK2A1P	-0.06975
KLK6	3.70366666666667
TMEM111	-0.0586
KIAA1279	0.09525
NUBP2	-0.593
RAB42	-1.5295
ID3	-1.1393
TM9SF1	-1.075
MDP-1	-0.7545
POU4F2	0.25525
IQCK	0.5875
C16orf14	-0.46625
CAPN3	-1.9005
FAM43B	0.99
RECQL	-0.6225
AP1G1	0.336928571428571
CTNNBL1	-0.7275
ECHDC1	-0.5455
SMARCC1	-0.6425
FOXQ1	-0.823
GNAI3	0.2035
POLG2	-1.532
CD4	0.613
ITLN1	-0.926
EBI2	2.65125
IRF1	-0.5665
PTPRE	1.2179
PTK2B	-1.26575
NXNL2	-0.614
SOX4	2.27794444444444
TSPAN3	0.318
SH2D1A	-3.01216666666667
C8orf58	-0.544166666666667
USP20	-1.12925
DUSP22	-0.755916666666666
CALB1	-2.427
L3MBTL2	1.131
MCRS1	-1.22625
TMEM118	-0.516333333333333
C18orf8	-0.305
FLJ10241	0.2255
GJA12	1.27075
PKD1	-0.641833333333333
ZFP3	0.755
JAM3	-0.94775
LAPTM4A	1.9373
DIRC2	0.84775
KIAA2022	3.28116666666667
MYOM1	1.469
TRPM8	-1.1575
MOP-1	0.49625
PHKG2	-1.447625
ZNF650	-0.358125
KIAA1522	0.7295
PSG8	-0.910666666666667
DDX19B	0.076
MOBKL1B	-0.25025
DIAPH2	0.359583333333333
PTPN12	1.00875
CLN8	-0.3949
CRYZL1	-0.0351666666666667
CRY2	-0.0895833333333333
FCGR2B	3.578
PNPLA4	-1.245375
ZNF454	1.755
DKFZp434B1231	-0.14875
CLDN11	1.2966
RFWD2	0.7835
CIB2	0.29
MXRA8	2.368625
HRK	1.503625
MAML2	0.2045
C4orf31	-0.478
C6orf192	1.1295
COG6	0.839125
FAM5B	-0.34875
NFATC1	2.4268
SEPT10	-0.46775
SCYL1	-0.7201
RPP40	-1.63225
SCOC	1.2693
KIAA1450	0.091
CTDSPL2	0.31525
TBX5	1.79166666666667
NAPG	-0.35875
RHD	-4.26525
C14orf45	1.186
ZBTB22	0.3125
PLCG1	-1.2755
ANKRD10	0.978875
AQP7P2	1.30925
TAGLN2	0.043
HTR2C	-1.413
SLC16A7	0.8585
C17orf83	-0.32625
TSGA14	-0.712166666666667
MDH1	0.013
PPP3R2	0.206
DCBLD2	-0.172714285714286
RBM33	-0.7775
DPH3	-1.3265
SYT10	-1.2165
FMO4	1.715375
THYN1	0.17375
DRD5	-2.243
OTOR	0.049
PGRMC2	0.3611
KATNAL1	0.345
PAQR6	-0.76475
UBE2I	-0.51325
C14orf28	0.23425
C8orf70	0.84425
FLYWCH1	-0.867125
ANGPTL3	-1.163
GLRX2	0.335666666666667
ATP11A	0.469
ARL5B	0.58775
MUC16	0.306
SLC25A5	-1.10764285714286
ACRC	-0.13675
MYO1C	-1.157625
FAM89B	1.548
FAS	0.78925
KIFAP3	1.91075
GLRA2	0.0805
BTN3A2	-0.2553
CNKSR3	1.21575
CSTF3	-0.0675
ARPM1	1.11725
KIAA1530	-1.3975
C9orf150	0.959833333333333
PRKCI	0.9025
tcag7.1015	-1.12275
SOD3	1.539
ZNF574	0.91325
CYP21A2	-0.7475
RPL12	-0.16875
COMMD2	-0.02075
WIZ	1.393
LOC344405	-2.01375
ALDH4A1	-1.15576470588235
CRYAB	3.70375
COPA	0.609366666666667
PCDHGA7	0.371333333333333
KIF11	-1.2595
RASD2	1.023125
SLC26A3	-0.444
ZNF175	-2.2305
JAKMIP2	-0.73925
C8orf4	0.1255
PTHLH	0.5935
SLC40A1	0.895333333333333
OR7D4	0.450333333333333
PCDHB17	-0.1595
CD36	4.03178571428571
C6orf203	1.1485
PRKG2	-0.139
LOC400566	-0.47775
ANAPC13	-0.188
SLCO3A1	-0.49975
ZNF692	-1.415
FANCL	0.4945
SH3GLB1	1.16475
C12orf61	-0.531
KBTBD6	-0.29925
SUPT5H	1.094125
XRCC6	0.031
HUS1B	-1.2995
FAM133B	-0.189928571428571
LOC728276	-0.562
KCTD18	1.00175
SOS2	0.9045
CCDC99	-0.6155
C1QTNF5	3.3625
NNAT	0.880333333333333
USP16	-0.4755
LARS	-0.040375
ZBTB2	0.216125
ABO	0.695666666666667
TRAF3	0.573
GALNT5	-2.348
NAP5	1.79675
ALG14	1.15266666666667
KIAA0515	0.310423076923077
WDR75	-0.527166666666667
TEX261	0.0538333333333333
LY86	0.44375
LOC389072	-0.0105
FLJ13611	-0.38775
MRGPRX2	0.284
SNRPA	-0.857125
OR2G2	0.243
GPRASP2	2.42525
C7orf42	0.4208
C9orf163	-0.0715
CYP11B2	0.1895
FCRL3	0.899333333333333
PRDX1	-0.56075
FGB	-5.43366666666667
COX17	0.560666666666667
C16orf33	-0.651
PIWIL1	-0.388666666666667
FOLR1	-0.733833333333333
KIAA0082	-0.386
FREQ	0.868333333333333
TMCC2	0.976833333333333
TCF12	0.0789166666666667
ZNF721	0.10575
FAM130A2	0.40525
POU4F1	2.296
SNRPF	-0.3095
SGIP1	2.227
ZNF641	0.8535
EMG1	-0.143375
PRRG4	-0.299
HIRA	-2.50275
MYNN	1.4945
AEBP2	0.665083333333333
TBXA2R	0.7695
ISL2	-1.85683333333333
PCDHB11	1.618
RNF144A	0.795125
MARCH5	0.196125
DULLARD	-0.818333333333333
DCLRE1B	-0.115166666666667
ITGA8	0.3955
TP73	-0.22175
PRKCD	0.252
NDUFB4	0.6735
ATP13A4	1.241
ANTXR2	-0.517333333333333
COL4A3	-0.331333333333333
MYO10	0.7865
SLC6A18	0.47875
PEX1	-0.35325
TMEM74	0.4805
RBM19	-0.4355
TAPBP	-0.26935
RUNX1	1.845875
MID1	-2.13633333333333
GPR64	4.08883333333333
RASEF	2.9605
GABRG1	-0.159714285714286
MYO16	-0.86875
DBF4	-1.185
TSHZ2	2.94725
RIPK2	0.4185
PPTC7	0.035
KIF4B	-0.7735
LRRC31	0.01475
ZNF540	2.1355
EFNB3	0.450333333333333
LOH12CR1	1.234125
STON2	-0.576666666666667
GLP1R	1.3925
CSTF2T	0.03425
IREB2	-1.179625
GRSF1	-0.46975
PDCD7	-1.199
LRRC43	1.173
CNR1	0.3065
IL1F7	-0.2715
C12orf64	-0.16875
FAM69B	0.1575
NR2E1	-2.0685
MS4A6A	2.3082
FTL	-1.5237
C7orf36	-0.1335
PCLO	1.217
DYRK2	1.51
ARIH2	-0.181125
SAMD7	0.58
SCNN1D	-1.177
SLC32A1	-1.151875
C22orf25	-1.0595
MRPS18A	0.6365
GPR112	0.166
EARS2	-1.254
ERN2	-0.2765
ATPBD3	0.1115
PRH2	-0.076
CDKN2D	0.397666666666667
PGLYRP2	-0.80175
TRIM40	-0.49
SEC14L3	0.482333333333333
SLC22A1	-0.3535
BTN2A3	0.121
RASA4	0.9415
CCNL2	-1.36016666666667
MYBPC3	0.359
GJA4	3.384
CDC42SE1	1.410625
TRPV2	-1.3415
MYPN	-4.2994
SIM1	0.7165
CDADC1	-0.184333333333333
ZFHX4	1.4065
NIBP	1.3525
ADAMTS19	-1.0055
ABTB2	0.36725
TSPYL2	-0.988
EIF2S3	-0.0451
SOX30	0.4555
AP2A1	-1.05033333333333
DKFZP564O0523	0.362166666666667
LOC285398	-0.03
CDH18	-5.09725
CHL1	1.801875
GATS	-0.1986
TBC1D2B	-0.115333333333333
OR1J1	-0.1715
GSN	2.3145
DPCR1	0.020375
GARNL4	-0.0898333333333333
SMARCA5	-0.16725
PLEKHG3	0.301
ZBTB45	0.81
FRMD6	0.295166666666667
PLS1	-0.144166666666667
DGKZ	-0.00666666666666667
EFNA1	1.6157
WDR85	-0.592875
ANK2	0.5085
PAGE4	-1.3525
SENP6	0.833
AKR7A2	-0.253166666666667
FKBP10	-2.213
VEGFC	-1.662
LARP1	-0.2641875
SRBD1	0.0675
ITGB6	2.35925
SLC1A2	-1.76128571428571
INVS	-0.557333333333333
MPO	-0.034
MOBKL3	0.3082
CUTL2	-1.750875
KLK2	-0.255833333333333
VIM	-0.3315
REG1B	0.218
PCDHGC4	0.2935
C3orf34	-0.322166666666667
SUMO3	0.521333333333333
CST9L	-1.04525
MLL4	0.1945
SPR	0.733666666666667
SAMD9L	0.94625
ABCE1	-0.449
SUPT3H	0.8305
ACTBL1	-2.20125
ADAMTS4	0.967833333333333
SLIT3	3.09725
RHEBL1	-0.5335
NPM2	1.59375
MAN1C1	-0.286625
KIAA1856	0.283166666666667
HSPA6	1.3925
LOC388152	-1.573
C10orf140	0.72175
ZDHHC12	-0.998
LIN7A	-1.6103
PHC2	-0.206833333333333
SPHK1	0.289
TRIM26	0.00824999999999999
FAM83E	-0.5465
C18orf24	-0.511166666666667
ZNF578	0.367666666666667
ORAI1	-0.9025
RUVBL1	-0.60375
C7orf20	-0.499
APAF1	-0.0245
SLC36A4	-0.407166666666667
MYH11	4.35233333333333
NEK1	0.1205
MPP2	-0.864125
C12orf24	-2.07075
TNK2	0.6075625
ZNF289	-1.164
MATN3	-1.65614285714286
IFNGR2	0.376
ITPR1	-0.645625
EBF3	4.3277
TBC1D20	-0.0999
OR10P1	0.2575
DDAH2	0.69275
SHPRH	-0.04475
STX7	-0.332
LOC554248	-1.36725
BCAR1	-0.0625
ATXN3	0.311166666666667
TRIM27	-0.77275
CDC42EP2	-0.0215
CHP	-0.188714285714286
SOX17	1.709125
ZNF259	-1.6245
CHCHD1	0.546375
ZDHHC19	0.224
GBP2	2.0935
GARNL3	0.681
MRC2	0.20375
C1orf52	-0.25025
AOF2	-0.280166666666667
LRPPRC	-0.3984
ACVR1C	0.7815
TM4SF18	3.2245
TMEM169	0.220666666666667
PPP1R16A	0.686375
EBF1	0.883166666666667
RRS1	-0.304666666666667
SNX2	-0.60425
OR2T2	0.1315
RBX1	0.315
ANKRD54	0.681333333333333
TSNAX	-0.0351666666666667
TMEM83	-2.06375
ZBTB7A	-0.45325
ATM	-2.50133333333333
LOC338328	2.2105
TIE1	0.684166666666667
HIST1H3G	-0.909333333333333
PASD1	-4.487
TINAG	0.56875
PCDHAC2	0.7585
LRRC15	0.32725
WBSCR17	-1.32875
TFF2	-0.5185
PARP2	-0.61225
NDFIP2	-0.276125
PCDHGB2	0.1255
WDR60	-0.274
MAP7D2	-1.9318
USP45	-1.35275
GSDML	-0.85525
TNS1	0.4813
PLCD4	-1.4725
IQCD	-0.0881666666666667
SMPX	-0.906
CD9	1.04116666666667
SRGN	0.274
CASP7	-0.248125
INOC1	-0.315333333333333
DKFZp451M2119	-0.974625
VMAC	0.618
USP53	0.75
CAMK1G	-0.477
TMEM106A	-0.690333333333333
CDC20	-1.0808
ACSL5	-1.18616666666667
CBWD5	-0.448375
C1orf87	-1.48533333333333
KIAA1274	1.547
PRUNE2	1.46064285714286
LYPLA2	-0.6915
DOK6	-0.8045
GPR149	-0.1595
FAM30A	2.1585
TMEM129	0.01525
SLC35B3	1.50225
ACPP	-0.891
LOC200261	-1.5095
SLC4A7	1.0786
CCDC40	1.39925
GART	-0.976375
THOP1	-0.7585
SCARB1	-0.250625
CACNA1F	-0.56475
TRIAP1	-0.0426666666666667
SYT14L	-0.5515
SFRS8	-0.584166666666667
PBOV1	-0.109
GOLSYN	0.91425
GJB7	-1.1835
CAMK2N1	0.736166666666667
GREM1	3.83983333333333
FLJ20433	0.70475
QPCT	0.95325
PRKAG2	1.713
H2AFX	-1.763625
C6orf154	0.54975
PLOD3	-0.772
ZBTB39	-0.714
WASF3	0.98975
DRG1	0.469
PRR4	2.264
SPCS1	-1.09525
KDELR3	1.53416666666667
SRP19	-0.3445
GABRA6	0.34275
MFSD1	1.06675
MMEL1	0.468
PDXDC2	-0.5423
BUB1	-2.62877777777778
RNF138	0.489375
MYLPF	-0.866666666666667
AIF1	0.0666666666666666
DYNLRB1	0.2358
HCN3	-0.735833333333333
HIST1H2AI	-0.5825
MAP4K5	0.509
LASP1	0.07425
LOC130951	-0.204
PLAA	0.765875
KRT6A	0.499
C6orf117	-0.42975
ARHGAP23	-0.793
PTF1A	-0.3185
GPHA2	-0.53875
LCE3B	0.00875
MCL1	0.220357142857143
EHBP1	0.6575
PRNP	-0.2665
ZSCAN1	0.60775
C1orf113	-0.329
FOXA3	-1.18275
NEB	0.51625
ASGR1	-4.03766666666667
CTGF	3.34283333333333
RAB17	-1.2945
MST101	0.55175
JARID1B	1.0925
USP37	0.1719
PTBP1	-0.791833333333333
PTPN7	-1.29016666666667
CDC7	-0.0996666666666667
SNX7	1.10825
ZNF335	-0.185
CPT2	-1.64325
HEATR1	-0.16325
HSPC152	-0.51675
C5orf40	0.32875
PSME1	-1.23316666666667
STAG3	-2.44925
TMEM154	1.12083333333333
KLHL32	-0.587
TSGA10IP	-1.2225
SUV420H2	-0.847333333333333
SF1	-0.4516
2'-PDE	-0.28725
PNLIPRP2	-2.843
TRSPAP1	-0.294416666666667
NUP210	-0.765333333333333
ANP32C	-1.59216666666667
RAB11B	0.3145
ASB15	0.25
ITGB3BP	-1.48725
UBASH3A	-2.00825
YWHAB	0.36125
TPRX1	-0.04125
LY6G5C	-0.323875
SLC7A2	-2.762625
CLK1	1.349
HSD3B7	-1.22616666666667
VDR	3.19325
C16orf74	-0.09125
ACE	0.41175
PSMA2	-0.188833333333333
CCDC131	-0.35275
ZNF213	0.3515
EML2	-0.839
ALS2CR13	0.8845
GLYATL1	-0.486
DSPP	0.7095
DHFRL1	-0.341375
C10orf30	1.12
SH3RF2	0.204166666666667
LOC197322	-0.212
DLL3	-0.53475
TIGD7	0.91275
GFRA3	2.14875
CPA1	0.293166666666667
RTN4	-0.415666666666667
PPT2	-1.52383333333333
FASLG	2.17091666666667
FOXP4	1.139375
RPL26	0.6384
GNL3L	-2.04066666666667
FMR1NB	0.4925
CD163	6.874
SGPP2	2.4305
GIMAP2	0.97625
CD37	-0.245333333333333
DPT	3.10408333333333
NBLA00301	1.87325
RGS5	1.957
C9orf4	-0.4605
ACTL8	3.506
PRKAR2B	1.25675
OPLAH	-0.792166666666667
C20orf134	0.40125
SPACA5	-0.14625
TBL1X	-0.99
TSPYL3	0.5095
CHCHD3	-0.85225
CRKRS	-0.609833333333333
GPR65	4.33725
DFFA	-0.214875
FUT1	0.78075
C6orf204	-0.493833333333333
TMEM51	0.378
ZNF580	0.06325
CMTM2	0.456
C20orf200	-0.854
EZH1	-0.429166666666667
FDX1L	0.131
MRPL32	-0.15675
PCAF	-0.3376
ALOX15B	1.10033333333333
CD59	1.98341666666667
CDK9	-0.212
ERP29	-0.606666666666667
TTR	-6.03775
BCMO1	-0.088
DDIT4	-0.8624
PTGDS	2.9995
C3orf63	-0.489166666666667
BST2	-1.937625
CYP1A2	-0.449666666666667
C5orf25	0.9855
STX1A	-1.08735294117647
OR2A12	0.2395
SH3BP5L	0.69125
SERINC5	-0.46425
USP6	-0.7078
MRPL3	0.432
POMP	-0.288875
INPP4B	-1.500125
GMPPB	-0.812
EAPP	0.3845
AHSA1	-0.772
ABCA11	-0.42
SLC5A6	0.113666666666667
HIVEP2	1
SUMO2	0.572125
KIAA1822L	-0.3005
C11orf67	1.86075
TXK	-1.20275
PHCA	0.1720625
ICAM4	-3.07066666666667
FPGS	-0.507
SNRPA1	-0.73525
KCNJ4	-1.0305
KIF6	-0.1759
HIST1H2BG	0.285666666666667
SLC5A5	0.54425
ZNF354B	0.0563333333333333
IL12RB2	4.192
C11orf76	-0.255833333333333
GAL3ST2	0.1545
AIFM2	-1.145625
SYNC1	-0.482625
UBL3	0.067625
PIK3CG	-1.77566666666667
NLN	-0.4356
BCORL1	0.4595
CD5L	-0.0655
ZNF238	1.5105
KIAA1394	-0.90025
C16orf55	-0.4345
CYP3A7	-2.78625
KRTAP3-1	-2.5
TFDP1	0.891
MND1	-1.98825
NODAL	-0.051
GTPBP4	-0.9695
TUBGCP2	0.175
SLITRK5	0.71525
CIC	1.195
CD79A	0.503333333333333
SAMD14	0.325833333333333
TNPO3	-0.9345
OR10G3	0.4625
OR10G8	0.165
CCDC111	-0.4235
HOXC9	1.26175
DCUN1D1	1.29225
CYB5R1	0.80625
TSR2	-0.00750000000000003
DAB2IP	0.8222
SLC6A5	0.3215
RAB3D	0.7855
DCUN1D4	-0.333166666666667
ERBB3	-0.954416666666667
SDC1	2.01241666666667
ATP6V1H	-0.347
SYK	1.8255
ST20	0.66975
C13orf30	0.109
WDR40A	1.20966666666667
ADMR	0.402
LOC388335	1.16675
ACSM1	-0.663
TDG	-0.136583333333333
FLJ11235	-0.075
MRPS5	-0.9865
AGPAT2	-0.465833333333333
SLC12A1	0.19975
CYP27A1	0.045
THAP7	-1.2545
XPO1	-0.380416666666667
ALMS1L	0.292833333333333
C1orf2	0.37625
ZNF777	0.4385
CAMK2A	0.121833333333333
SMC1B	0.36975
IHPK2	-0.426933333333333
LEMD1	4.241
NKD2	0.5783
CLU	0.331428571428571
ARMETL1	-0.9205
PABPC4	-1.56325
CXCL12	2.5595
TFAP2C	2.5778
TTTY8	-0.101
ABCB10	-0.0674
ENDOD1	1.2005
IDI1	-0.933
KCTD6	-0.118833333333333
CCDC105	-0.532
ULBP2	1.70583333333333
ZDHHC5	-0.01375
WNT8A	-0.2405
COMMD10	-0.5675
KLHL12	-0.086625
GPR50	0.3795
NR5A2	-0.052875
OXGR1	3.399
EHD3	0.8965
CAPRIN2	-0.685625
KLRC3	-4.0865
SF3B1	0.379928571428571
IPO7	-0.90675
ALDH1A1	-1.5835
ANKRD5	-0.821625
TSNARE1	0.3925
DDEFL1	1.309
RNASEL	0.824666666666667
DNAH9	-0.73525
HELLS	-1.19525
TNS4	1.782
NAV1	0.0878
KIAA1409	0.114
C20orf26	1.17633333333333
TUBG1	-1.62925
IRX2	0.56225
CNGA4	-0.471
MGC50559	0.456333333333333
OR4K17	0.419333333333333
TM2D2	0.806666666666667
FAM32A	-0.08575
TXNDC14	-1.07925
CCBL1	-0.9665
ANK1	-0.9339
PRSS23	-1.4605
PPM1L	0.5305
SPATA20	-1.97725
APCS	-0.08075
C14orf122	-1.3735
PSMB5	-0.35325
C6orf10	-0.3214
SETDB2	-0.482833333333333
SPNS3	-1.1095
SGMS2	1.92183333333333
MXD3	-0.73
MON2	0.3547
CARTPT	0.3475
HNF4A	-1.36016666666667
RABEP1	-0.45935
TNFRSF10B	-1.152375
USH1G	-0.0285
PPAP2B	-0.825833333333333
TMEM16K	-1.5635
CTDSP1	0.538666666666667
CDK5R1	0.665333333333333
GABRR1	-0.0635
OPN1LW	0.2965
FAM98C	0.65025
DBN1	0.68275
ACAD10	-1.03841666666667
QTRTD1	0.4585
WNK3	1.74533333333333
RPS19	1.183875
C1QB	2.991375
OTUD5	-0.64375
SLC41A2	1.21616666666667
TMEM22	-0.864166666666667
KHSRP	-0.03175
TNFRSF11A	0.00133333333333334
FBL	0.5445
IBTK	-0.417
OXER1	0.389
CBLN4	0.42425
GPR172B	0.862
CFTR	-1.112
VSX1	3.1835
CAMK1D	0.30275
LOXL3	-1.49525
RTP4	1.51525
SLFNL1	0.727
KIAA0828	-0.700375
PAR5	-0.7655
LOC723972	-1.5555
GDI2	0.4885
CEBPA	0.4379
MLF2	-0.5625
AFMID	-0.81375
ALOX12B	0.09275
BPHL	-1.5065
COX5B	-0.728
S100A10	0.743
THOC6	-0.872
NHN1	0.17325
RRP12	-0.987666666666667
ARID3B	-2.37925
CD3G	-2.16466666666667
KIAA0133	-0.08475
NAT11	-1.1965
PPAT	-1.01166666666667
SIRT3	0.2719
TCERG1L	-1.947
NIPA1	-0.8211
DPP8	-0.6858
IL7R	0.489166666666667
ZFP64	0.66525
DMAP1	-0.3128
TRMT12	1.74075
TLR4	0.9203
WFIKKN2	0.30375
RAB12	-0.415333333333333
DDX51	-0.428
KIAA1086	-2.5385
ZNF295	-0.033
ACVR2B	-0.776285714285714
LOC494150	-0.509
ZNF517	-0.0695
DNASE1L2	-1.49483333333333
SUFU	0.380333333333333
LOC283677	-0.248
LMO3	5.124
PPP2R5D	0.129833333333333
ZNF587	-0.5666
HIST4H4	0.2445
CYP2C8	-0.408
C1orf80	0.4495
DOCK5	0.0396666666666667
C9orf24	-0.1045
OR5AR1	0.2705
C11orf24	-0.041
UNQ1940	-0.6445
CAP2	1.11233333333333
TIMM44	-0.67175
DSEL	-0.2536
ROM1	0.309
FBXO4	1.806875
MYLC2PL	-1.895
MLH3	-0.1152
NOX1	0.528166666666667
DPEP2	0.9505
DNAJB5	-0.11025
RLTPR	0.41
MBIP	0.133166666666667
COPB1	-0.453333333333333
SFTPA1B	0.1275
C10orf4	-0.4749
PRELID1	-0.91675
NOLA1	0.15375
C19orf24	-0.25225
TLR9	-1.893
HLA-DMA	1.68891666666667
HCRP1	-0.2865
GPR137	-0.864833333333333
ITGA11	1.34
PHF13	0.444
MARK4	0.497666666666667
METTL4	-0.00174999999999999
MBD3	-0.5228
LOC134145	1.3115
FGF3	-0.20475
SLC35A3	-0.274375
CLEC16A	-0.52275
AMOTL1	-0.0325
FLJ31438	-0.244
PAICS	-1.84875
TOMM40L	0.810666666666667
MMD	-0.60775
KLK10	3.9247
NIT2	0.453833333333333
SERPINB10	0.92975
KLF15	-0.7287
CCDC5	-0.234
WSB2	0.672
ME3	1.75175
CACYBP	0.738166666666667
TCTN2	-0.182
JAK1	0.4545
C2orf25	-0.61925
GPD2	0.50375
FBXL11	0.0601666666666667
CDV3	-0.10325
GALNT11	0.435
NDUFA12L	-0.8676
FLOT1	-1.7045
