Hybridization REF	TCGA-B6-A0IB-01A-11R-A034-07
NDUFV2	0.01525
BLK	-3.19975
MATN4	-1.6295
GPM6A	-0.54
GBP4	1.67516666666667
TMEM162	0.647833333333333
PKP2	0.3205
HRASLS	-3.31466666666667
MMP1	-4.55275
SFXN3	-0.6771
FSD1	-2.25866666666667
ST6GALNAC3	-2.3055
CA12	2.6456
NCOA6	0.9255
C19orf58	-0.2938
PPP4R1	-0.2845
MAN1A2	0.969666666666667
IKBKAP	-1.18125
UPF1	-0.2365
KIAA1219	0.797
WNT16	0.145666666666667
SNW1	0.21325
IL18RAP	0.82
RPP30	-0.7135
CDC40	0.0546428571428572
SETD3	0.715833333333333
SLAMF6	-0.08075
ELK4	-0.112
TRIM47	0.446166666666667
ACOX3	1.45075
TRIM6	0.91425
KIAA0372	-0.746166666666667
TP53AP1	2.7055
SMURF2	-0.94925
ADAD1	0.1745
EBP	-0.5386
KRTAP13-2	0.5775
FLJ36874	-0.515333333333333
TOR1A	-0.2865
P2RY4	0.608
GPBP1	-0.2595
TRPV1	-0.1955
ADAMTS12	-0.431333333333333
PES1	-0.6439
ATG4A	0.6865
MAGEA10	-4.523
WFS1	1.10825
CC2D1B	-0.590333333333333
PABPN1	0.173625
SLC25A30	-0.292
SLCO1C1	0.240166666666667
SLC22A5	1.47425
KIF23	-1.62966666666667
SYN2	-0.724833333333333
ASPN	7.1685
CENTG2	0.24725
QSOX2	-2.2313
FLJ10815	0.555333333333333
STK24	0.4595625
SPEG	0.2455
STK10	-0.981666666666667
DACT2	-4.036
AAAS	-0.9075
SSX3	-0.09225
ABCD3	-0.2439
C4orf12	-0.563
PARVG	-0.822333333333333
FIG4	0.7745
C9orf46	0.9825
TMCO6	-1.2785
IGHMBP2	-0.798
DUS2L	-0.971333333333333
FAM3C	-0.159875
TMEM16D	-2.720125
DCTN4	0.3465
KCNH3	0.04775
EIF2AK2	1.66125
AP1S3	-0.25525
CST4	1.1345
PAM	0.3775
NUTF2	-0.52275
CITED2	1.0375
SLC39A4	0.50175
C2orf52	-0.3135
GRM3	0.38
C12orf49	0.889125
CCDC49	-0.8214
GRAMD1B	-1.6665
FNDC4	0.55925
SIAH2	1.05175
GDPD4	-0.9395
C21orf87	1.794875
ATP5A1	-0.0355
C16orf63	-0.06825
LOC388135	-0.3715
ATP5J2	0.29325
MMP3	-2.93475
EMID2	-0.37975
CRHR1	0.3495
WDR70	-0.9225
C13orf31	0.61125
ZFAND1	-0.40975
CCL18	1.78983333333333
C3orf49	0.676
RINT1	-0.04
KIAA0408	-1.90433333333333
F13A1	3.6901
SLC10A1	-0.420666666666667
OGN	2.20025
GIPC2	-2.02033333333333
XPO6	-0.5145
LCE1A	0.5605
FMR1	0.6713
LOC374920	0.25675
DUSP3	0.5575
ANKMY1	0.162
C7orf50	0.61575
BBS9	1.6024
UNC119B	0.2795
C9orf72	-0.018875
MGC35440	0.917
ENTPD6	0.6095
PPP1R2P9	0.10975
ERCC4	0.7375
FAHD2B	0.2305
HMHA1	-0.2875
HACL1	-0.8665
RAD23A	-0.324666666666667
FAM83B	-0.73675
PPP5C	-1.82416666666667
RNASEH2C	0.0925
C9orf153	-0.34775
SCAMP4	0.796375
GHITM	-0.3501
NDUFB7	0.1785
ADCYAP1	-0.2775
SP110	1.98966666666667
MAP3K7IP2	0.91175
DHH	0.053
AGRN	-0.440285714285714
WDR33	0.0806666666666667
CEP290	1.77166666666667
PRPS1L1	-1.81833333333333
KLRA1	-0.6155
GPR97	-0.196
CHD7	0.809666666666666
TLR10	0.01725
SLC30A8	-1.5045
HIC1	0.915666666666667
IAPP	-0.0945
RXFP4	0.4145
GP1BB	0.68025
SHQ1	0.665
NKX2-3	0.400666666666667
API5	-0.0235
FTHP1	0.8395
MOV10L1	0.2045
TRIM6-TRIM34	2.27616666666667
ADHFE1	1.01375
FAM117A	-1.274
DDI1	0.523333333333333
CDON	-0.528333333333333
TRIM73	0.127
IGKC	0.8925
MMP14	-0.453916666666667
DYNC1LI1	-0.53825
C11orf66	0.1895
TRBV3-1	-1.5295
FASTKD5	0.54725
BIVM	0.12975
LHX4	0.215
CXCL2	-2.7932
RAB2B	-1.02483333333333
IZUMO1	-0.678
MAP3K15	-2.12075
FAM19A2	-0.025
ZC3H8	-0.812
ZMAT1	3.4535
SPINK5L3	-2.84575
SLC10A6	0.2245
APPL2	0.296125
CARD10	0.453166666666667
LOC402176	-1.1945
EEF1D	1.2772
RAB6A	0.5657
C12orf5	-0.12275
PAPOLG	-0.11675
MSRB2	2.50725
BCR	0.123388888888889
PUS3	-0.0035
TIAM2	-0.5805
ZNF317	-0.172833333333333
CHD2	-0.301714285714286
FZD5	-2.16095454545455
NUDT8	-0.86475
ZNF763	-0.2275
PRC1	-1.72233333333333
ABCB9	0.414
SPATA3	0.59175
TRAK2	0.732625
STAB1	2.12075
LRRTM2	-0.221666666666667
psiTPTE22	0.5635
DBI	1.43875
SERPINA11	0.10075
NAT5	0.66375
C20orf58	-2.4085
RPS6KA4	0.0331666666666667
FLJ90650	-0.648
TGFBRAP1	0.11
CHRDL2	1.263125
FAHD2A	-0.00416666666666668
CNTN1	0.37375
BBS4	-0.5111
TMEM181	1.26625
MINPP1	-0.84525
MPHOSPH6	-0.551083333333333
HOXC10	2.8065
ITPKB	0.6245
CLPTM1L	-0.399125
MEOX2	-0.4155
ATP6V0C	0.5405
PRPF8	-0.728166666666667
TMC5	4.17075
FKBP3	-0.24625
PLEKHB2	-0.428625
OR4D6	0.494
ZNF544	-0.4978
D2HGDH	-0.719875
RPL18A	-0.9604
HEL308	-0.81675
MPP6	-5.26525
TCERG1	-1.609
KRT16	-2.86433333333333
KLF17	-1.01
KLF5	-1.271375
CDR1	3.373125
VCX3A	-2.1445
FBLN2	0.980625
C14orf104	-0.76075
HBE1	-5.027
OR4S2	0.639
C1orf108	-0.803
ROBO4	3.31966666666667
CPEB4	-0.136
C11orf80	0.081
BCKDHA	-0.174166666666667
MYOC	1.53375
GIF	1.0075
CKMT1A	1.262
RPL3	0.3383
THBS1	2.79925
APOO	0.04975
ARMCX1	1.2215
HSZFP36	0.27775
SNAPC5	-0.489
EIF4ENIF1	1.1075
ZNF433	0.18025
TNFRSF21	-0.08225
TMPRSS7	0.4575
SPATA18	0.00249999999999999
HPDL	-2.994
MKL2	1.4716
TBX3	2.04776923076923
C21orf93	0.2725
DAXX	-0.0315
ELMO1	-0.561625
RGS13	0.488333333333333
TAF11	-0.85
UNC13A	-2.007125
LOC653314	-0.2483
ORC3L	-0.1715
IMAA	-1.982
TARBP2	-0.74
CABIN1	0.5372
TRIOBP	0.121
HIST1H2AC	1.681125
RGS22	1.33733333333333
NCOA1	1.92333333333333
IL25	2.2495
SNCG	0.9325
GPR6	0.597
AMDHD1	-1.3715
CHEK2	-0.00225
C6orf142	-1.24725
DRD4	0.21025
C14orf68	-0.9245
GDF11	-1.8115
SEMG2	0.3975
CD247	-3.08375
CDAN1	-0.555
RBMX2	0.453666666666667
TGS1	-0.70675
OIT3	0.30975
SYF2	-0.4315
MCM4	-1.829875
PKHD1L1	-0.1695
CEP192	-0.381833333333333
IFT88	0.99975
RPL9	0.0302857142857143
RAB32	0.053875
DDX43	-2.6085
P2RX2	0.482666666666667
OR5D18	0.5605
UBE1	-0.420416666666667
SLC24A1	0.654875
ARHGAP5	0.46875
CETP	-0.874
KIAA1731	-0.760666666666667
SLC9A4	0.107
PTPN6	0.26925
BAHD1	0.24975
GRIK3	0.429
CACNB2	-0.2752
PDE10A	-0.737
DGCR14	-0.0785
PCDHB9	-0.853666666666667
RHOQ	0.833833333333333
MAP3K4	0.16325
KTI12	-0.393166666666667
RPL23AP13	-0.23225
GNG11	-1.58725
CLCN3	0.6785
GPAM	0.022875
VSTM2A	1.9035
SLAMF7	0.102
INTS2	-0.79475
PPP2CA	-0.5661
LRP12	-0.853866666666667
SEC14L2	1.27944444444444
DKFZP586H2123	1.953
MC3R	-0.325
CIRH1A	-1.96066666666667
HIST1H2AB	0.753166666666667
POLH	-0.67125
MGC16703	-1.9955
SNAPC2	0.5595
FILIP1L	-0.4495
RASGRP4	0.995
LRRC1	2.152
GAS1	-0.743
PRAC	-0.4815
DGKA	-0.4865
NT5C3	-0.42275
PEG3	-4.0145
NADK	-1.2805
PRR17	1.093
LOC374569	-0.19325
SGSH	-0.247833333333333
NLRP8	0.234
GALT	-0.653
MCF2	0.2125
ZNF263	0.03
TACSTD1	1.869
TYR	-6.7182
ATP6AP2	0.789
RNUXA	-0.52275
ABHD10	0.0517
GDPD2	-0.54575
SLC35C1	0.9475
UBE2A	0.70425
HERC5	-1.75966666666667
FAM112B	-4.9265
FBXL16	2.148
DKFZP434A0131	0.2705
ELA3A	-2.5725
RBM41	0.507
HAO2	-0.07
RNH1	-0.018
SHANK2	0.757833333333333
OSBP2	-0.4675
DAK	-0.0756666666666667
C3orf58	-1.14366666666667
TCL1B	3.06
KBTBD2	0.00875
SUGT1L1	-0.47075
UBE2E2	-2.3525
MYL9	2.363125
CDC23	-1.19733333333333
PBXIP1	2.1397
CXorf40B	0.893
NBL1	0.0865
RTBDN	0.0045
RAB11FIP5	0.25925
TTTY13	-0.2395
SCOTIN	-0.476583333333333
SOHLH1	-0.691833333333333
CDKN1A	0.105785714285714
NCK1	-0.0575
ZNF550	-0.63125
SAPS3	0.577166666666667
SPIN3	0.624166666666667
MAGEE2	0.33575
MIS12	-0.810333333333333
OR8H2	0.294
KIAA0774	-0.845
UNC5D	-1.2775
CUL7	-0.621666666666667
LIPC	-3.433
DIO1	-0.86125
C20orf11	0.0121
CTRL	-1.44325
HS3ST2	1.08075
PAK4	0.924
CCRL1	2.53175
RNF10	0.463625
ZNF567	0.266
ZNF660	-0.842
TCEAL3	1.82025
MAGOH	-0.4495
CENPB	0.1315
C19orf7	0.5805
LOC388965	1.075
ZCCHC13	-1.206
JMJD1A	-0.9276
HIST1H4H	1.7985
TBRG1	-1.2612
GPC3	-2.014375
TAF1C	-1.354625
EBNA1BP2	-0.833333333333333
CIAPIN1	-0.71275
PDGFRA	-1.51966666666667
CSTB	-0.209
CENPI	-0.901
GTF2E2	0.215333333333333
RPP21	0.0635
CCNF	-0.750166666666667
KCNQ3	0.678
FAM79A	0.80025
SLC22A12	0.511
NOVA1	1.983
FZD3	1.8661
AKAP8	-0.2655
SOCS5	-0.360875
CFDP1	-0.68
DLG5	0.27725
PGM5	0.101666666666667
C1orf144	-0.29725
HDAC10	-1.2925
RND2	-0.51125
C20orf199	-1.45575
RNMT	-0.061375
SLURP1	0.64875
ASTN1	-0.6115
SH3BGR	0.95975
MYCL1	-0.156
ZHX1	0.454666666666667
CENPK	-3.555
FOSB	-0.3074
LOC643406	0.089875
C2orf59	-0.71575
TMEM135	-0.34725
SLC27A2	-3.55625
KRT33A	1.1645
OVOL1	0.81175
PAMCI	-3.57083333333333
S100A7	-2.0315
ZNF789	-0.12
HARS2	-0.35775
RPL23A	-0.919
TCF23	0.179
UPF3B	-1.165625
C17orf78	0.6905
HLA-DOB	-0.0373333333333333
C14orf142	0.703
TEKT5	1.97333333333333
DMWD	0.096
POLD1	-2.19183333333333
GSCL	0.025
CALD1	-0.82
SCRT1	0.649
AIG1	1.378
UNC84B	-1.806
ZNF404	0.31025
TMED6	-3.68525
KIAA1462	-0.0655
LRRC27	2.377
PYGO1	-0.218
PIGU	-0.349333333333333
ALAS2	-3.85433333333333
WRNIP1	0.372125
CNNM3	0.2505
ZNF2	0.58775
ST3GAL5	-0.746333333333333
MRPL23	0.45875
TSSK6	-0.442
PSMA6	0.4695
C16orf70	-0.51375
KIAA1602	0.09225
ALMS1	0.8565
DCN	0.7325
TMEM132D	-1.79425
SUCLG2	-0.53875
ABHD14A	0.211
DEXI	0.5695
AMPD2	-1.66866666666667
IFNAR2	-0.297833333333333
CYB5A	2.6534
TLOC1	0.0762
NXF5	-0.5485
NRBF2	0.065125
KCTD3	1.6905
ITGAE	-0.9505
SLC30A3	-1.54216666666667
ZRF1	-0.1825
IFRD2	-0.998625
XAB1	-0.20175
PYCR2	0.316666666666667
SERPINB3	-4.203
TMLHE	0.3289
GEFT	-0.434
ABCA5	-1.351125
EMR4	0.199333333333333
TSFM	-0.1485
HIST3H2BB	0.91
ARHGEF19	1.0535
TSPAN17	-0.3545
ABCC8	4.73425
MAP1S	-0.232
C22orf36	1.58125
BNC2	-0.881714285714286
HIST1H4A	0.24125
NDUFS3	-0.177
WDR3	-0.5505
XKR4	-0.63975
TTC33	-0.825
STMN2	4.099
CPN2	-0.842833333333333
HSPC105	0.963875
PCOLCE2	-2.30475
C3orf55	0.4645
KLHDC9	3.89266666666667
TBC1D23	0.018375
ATXN2L	-1.26533333333333
MAP2K3	-0.546
SCAP	-0.46425
ZNF486	0.189
C20orf96	2.479
NARS	0.0115
ADAMTSL1	-1.23364285714286
PRCC	1.04466666666667
CCDC126	2.04916666666667
ZNF675	-0.17775
CALCOCO1	-0.132
ANKRD43	0.134
CWF19L2	-0.348333333333333
ZBTB32	0.173166666666667
BRAF	1.46125
ODF4	0.4965
MGC14376	-0.485333333333333
HORMAD1	2.64433333333333
AAK1	0.430416666666667
PEBP1	1.07591666666667
TNFSF5IP1	0.103
DKFZp564N2472	0.432
RMND1	0.825125
IGKV1-5	1.64025
COL1A2	2.8755
SERPINA5	1.954875
AANAT	0.3855
C19orf21	0.402833333333333
GEMIN5	-0.30925
UBR4	-0.615
LTBP3	0.8995
AMHR2	-2.326
PROCR	-1.64925
MYBBP1A	-1.3775
C20orf39	0.1015
ZNF697	-0.442125
PASK	-0.2707
ZNF776	0.524333333333333
RFXDC2	-0.265625
KIAA0467	-0.56125
C10orf96	-1.1005
ZNF503	0.37325
GULP1	-2.65116666666667
KCNE4	2.85266666666667
DKFZp434K191	-1.29
LOC196913	-0.258
BHLHB4	0.812
CH25H	0.8235
LOC81691	0.253833333333333
ALPL	-0.396642857142857
COL12A1	2.205
FOLR3	-2.466
GPR123	-0.039875
TRIM62	0.0853571428571429
ABLIM1	1.04266666666667
MAST3	-0.47725
RHBDD1	1.20866666666667
LOC338809	0.323
RYBP	1.1805
TTC26	0.540625
ZNF22	-0.463666666666667
ISCA2	0.80275
RDM1	-1.17775
PIGM	2.113
GNB3	-1.484
ACTR2	0.4219
HMGB1	-0.3974
EDG1	2.35783333333333
SOAT2	-3.62675
OR10AD1	1.1055
RAP1GDS1	0.49175
LCE1F	0.7015
ESM1	-0.903
RCN3	1.0845
CREBL1	-0.697
DBNL	-0.120666666666667
PTGER3	1.6205
USP30	0.191833333333333
BCL2L12	-0.5675
KIF26B	1.73275
ZNF416	0.64
ZNF225	-0.0275
C17orf70	-0.7425
ZNF554	0.8255
RAE1	-0.5825
TNIK	0.491
ACTN3	-0.23
MGC45922	0.5585
CCNA1	-2.36416666666667
RYK	0.995333333333333
IL26	0.2145
LRP3	0.768333333333333
QARS	-1.08925
SOX7	0.456357142857143
BID	-0.33425
OR2S2	0.041
CXCL14	4.527
C11orf47	-0.54
MGC29891	1.63316666666667
HSPB8	-1.3573
PRDM14	-1.417
NUFIP2	-0.21675
MNAT1	-0.054875
ZDHHC2	-3.03225
MBNL2	0.19025
ADD3	-2.933
CSNK2A1P	-0.221
KLK6	-2.78583333333333
TMEM111	0.1974
KIAA1279	0.365
NUBP2	0.0966666666666667
RAB42	-0.00425
ID3	-1.5192
TM9SF1	0.47975
MDP-1	-0.24775
POU4F2	-0.21525
IQCK	1.80425
C16orf14	-0.026
CAPN3	-1.644
FAM43B	-0.604375
RECQL	-0.70725
AP1G1	0.105285714285714
CTNNBL1	0.0255
ECHDC1	-3.66833333333333
SMARCC1	-0.1953
FOXQ1	-2.26075
GNAI3	-0.557333333333333
POLG2	-2.09175
CD4	0.644875
ITLN1	-0.296
EBI2	0.49875
IRF1	-0.51575
PTPRE	2.7976
PTK2B	-0.00225
NXNL2	-0.056
SOX4	1.06172222222222
TSPAN3	-0.169833333333333
SH2D1A	-5.39916666666667
C8orf58	-0.00966666666666667
USP20	-1.295
DUSP22	-0.56975
CALB1	-2.21183333333333
L3MBTL2	1.26283333333333
MCRS1	-0.45675
TMEM118	0.281833333333333
C18orf8	0.9355
FLJ10241	-0.39625
GJA12	0.53225
PKD1	-0.864666666666667
ZFP3	-0.214
JAM3	-1.811375
LAPTM4A	1.3833
DIRC2	1.39175
KIAA2022	0.143
MYOM1	0.161833333333333
TRPM8	-3.3895
MOP-1	0.8065
PHKG2	0.170625
ZNF650	0.65375
KIAA1522	0.523375
PSG8	-2.577
DDX19B	-0.819
MOBKL1B	-0.099
DIAPH2	-1.9115
PTPN12	0.81325
CLN8	-0.2426
CRYZL1	-0.3965
CRY2	0.758083333333333
FCGR2B	1.56166666666667
PNPLA4	1.813
ZNF454	-1.4725
DKFZp434B1231	-0.12525
CLDN11	-0.0723
RFWD2	1.299
CIB2	-0.3855
MXRA8	1.91725
HRK	-1.357625
MAML2	-1.458
C4orf31	-0.4825
C6orf192	-0.51825
COG6	-0.11725
FAM5B	5.168
NFATC1	-0.0729
SEPT10	0.19375
SCYL1	-0.1203
RPP40	-0.696
SCOC	0.1878
KIAA1450	0.983
CTDSPL2	-0.68375
TBX5	1.50033333333333
NAPG	1.211875
RHD	-4.66925
C14orf45	2.48583333333333
ZBTB22	0.887
PLCG1	-0.886
ANKRD10	-0.245375
AQP7P2	1.939
TAGLN2	0.418666666666667
HTR2C	-1.58983333333333
SLC16A7	-0.494333333333333
C17orf83	0.654666666666667
TSGA14	0.466416666666667
MDH1	-0.1385
PPP3R2	-0.0833333333333333
DCBLD2	-1.32435714285714
RBM33	-0.13225
DPH3	-1.262
SYT10	-1.14666666666667
FMO4	2.26275
THYN1	-0.9005
DRD5	-1.574
OTOR	0.426125
PGRMC2	-0.0548
KATNAL1	-0.61975
PAQR6	-2.8735
UBE2I	0.32825
C14orf28	0.531
C8orf70	2.5825
FLYWCH1	-0.51875
ANGPTL3	-1.0615
GLRX2	0.7265
ATP11A	-1.69507142857143
ARL5B	1.271625
MUC16	-3.207
SLC25A5	-0.7445
ACRC	-1.13825
MYO1C	0.256
FAM89B	1.286
FAS	-1.61575
KIFAP3	1.2685
GLRA2	-0.3575
BTN3A2	-0.516
CNKSR3	-0.429375
CSTF3	-0.5185
ARPM1	0.53675
KIAA1530	-0.769
C9orf150	2.655
PRKCI	1.07475
tcag7.1015	-1.275
SOD3	0.979
ZNF574	0.42175
CYP21A2	1.532
RPL12	-0.20575
COMMD2	-0.45775
WIZ	-0.6205
LOC344405	-0.511
ALDH4A1	-0.214705882352941
CRYAB	1.5635
COPA	0.9818
PCDHGA7	0.4575
KIF11	-1.14783333333333
RASD2	1.307875
SLC26A3	-0.792
ZNF175	-0.577
JAKMIP2	-3.1345
C8orf4	3.843
PTHLH	1.045
SLC40A1	3.69491666666667
OR7D4	0.455666666666667
PCDHB17	-0.7785
CD36	3.312
C6orf203	1.1005
PRKG2	-0.2295
LOC400566	1.97975
ANAPC13	0.5915
SLCO3A1	-2.20125
ZNF692	-1.282
FANCL	-1.368
SH3GLB1	0.12925
C12orf61	-0.395
KBTBD6	-0.1365
SUPT5H	0.0235
XRCC6	-0.3963
HUS1B	0.0756
FAM133B	0.714571428571429
LOC728276	0.3605
KCTD18	1.35225
SOS2	0.749666666666667
CCDC99	-1.92775
C1QTNF5	3.1265
NNAT	1.041
USP16	-0.71875
LARS	-0.655875
ZBTB2	0.715625
ABO	-0.0418333333333334
TRAF3	0.65975
GALNT5	-3.16
NAP5	1.26925
ALG14	1.055
KIAA0515	0.0214230769230769
WDR75	-0.256333333333333
TEX261	-0.0909166666666667
LY86	-0.028
LOC389072	-1.521
FLJ13611	0.12025
MRGPRX2	0.275
SNRPA	-0.95975
OR2G2	0.724
GPRASP2	1.26875
C7orf42	1.7156
C9orf163	-0.0955
CYP11B2	0.639
FCRL3	-0.28
PRDX1	-0.3385
FGB	-6.79416666666667
COX17	0.665
C16orf33	0.40375
PIWIL1	0.372
FOLR1	-2.39116666666667
KIAA0082	-0.37725
FREQ	-1.18183333333333
TMCC2	-2.259
TCF12	0.0939166666666667
ZNF721	0.1905
FAM130A2	-0.10775
POU4F1	-2.72875
SNRPF	-0.426125
SGIP1	0.694
ZNF641	0.609333333333333
EMG1	-0.14
PRRG4	1.9855
HIRA	-3.2695
MYNN	0.1695
AEBP2	-0.4045
TBXA2R	0.6755
ISL2	-2.08466666666667
PCDHB11	-0.158
RNF144A	-0.641
MARCH5	0.24275
DULLARD	-0.550833333333333
DCLRE1B	-0.5235
ITGA8	1.2095
TP73	0.022125
PRKCD	1.636
NDUFB4	0.37
ATP13A4	0.285125
ANTXR2	-1.602
COL4A3	-0.436333333333333
MYO10	-2.0284
SLC6A18	0.56225
PEX1	1.004
TMEM74	-1.35633333333333
RBM19	-0.476
TAPBP	0.53295
RUNX1	0.434625
MID1	-2.66833333333333
GPR64	-1.85933333333333
RASEF	5.41775
GABRG1	-0.0305
MYO16	-1.055
DBF4	-0.507
TSHZ2	1.2765
RIPK2	-0.127875
PPTC7	0.130166666666667
KIF4B	-0.815
LRRC31	1.811125
ZNF540	0.7245
EFNB3	-0.396333333333333
LOH12CR1	0.767625
STON2	0.95
GLP1R	0.81525
CSTF2T	0.186125
IREB2	-1.221875
GRSF1	-0.70425
PDCD7	-0.76
LRRC43	0.1105
CNR1	1.2635
IL1F7	-0.3565
C12orf64	0.2915
FAM69B	-0.32775
NR2E1	-2.06416666666667
MS4A6A	0.8386
FTL	-1.3058
C7orf36	1.2705
PCLO	3.2901
DYRK2	0.3155
ARIH2	-0.80225
SAMD7	0.592
SCNN1D	-0.7085
SLC32A1	-1.05975
C22orf25	-0.302666666666667
MRPS18A	-0.00739999999999997
GPR112	-0.372
EARS2	0.07625
ERN2	0.3555
ATPBD3	0.00633333333333333
PRH2	0.079
CDKN2D	0.115166666666667
PGLYRP2	1.84125
TRIM40	0.25575
SEC14L3	-0.1085
SLC22A1	-0.7415
BTN2A3	-0.0115
RASA4	0.319
CCNL2	-1.92091666666667
MYBPC3	0.844
GJA4	3.6375
CDC42SE1	1.014125
TRPV2	-2.41175
MYPN	-4.6319
SIM1	1.4225
CDADC1	-0.431833333333333
ZFHX4	1.21875
NIBP	1.46533333333333
ADAMTS19	1.23525
ABTB2	0.896
TSPYL2	-0.87275
EIF2S3	-0.6883
SOX30	-0.1445
AP2A1	-0.682333333333333
DKFZP564O0523	0.567833333333333
LOC285398	0.219
CDH18	-5.9075
CHL1	0.723375
GATS	-0.72
TBC1D2B	-0.492666666666667
OR1J1	0.1105
GSN	0.0781666666666667
DPCR1	0.21
GARNL4	0.0931666666666667
SMARCA5	-0.1925
PLEKHG3	1.07116666666667
ZBTB45	0.6245
FRMD6	-0.914166666666667
PLS1	-0.708666666666667
DGKZ	0.0365
EFNA1	1.5167
WDR85	-1.161125
ANK2	-0.78275
PAGE4	-1.241
SENP6	0.790666666666667
AKR7A2	-0.429166666666667
FKBP10	-1.1985
VEGFC	-2.70416666666667
LARP1	-0.865
SRBD1	0.13625
ITGB6	2.98275
SLC1A2	0.7775
INVS	-0.455666666666667
MPO	-0.26925
MOBKL3	-0.122
CUTL2	-2.512
KLK2	0.429166666666667
VIM	-2.212
REG1B	0.335666666666667
PCDHGC4	0.546
C3orf34	0.582666666666667
SUMO3	-0.827
CST9L	2.29325
MLL4	-1.353
SPR	1.73083333333333
SAMD9L	-1.8235
ABCE1	-0.708
SUPT3H	0.290333333333333
ACTBL1	2.1465
ADAMTS4	-0.0588333333333333
SLIT3	3.02975
RHEBL1	-0.87725
NPM2	-0.00925
MAN1C1	1.256125
KIAA1856	1.02266666666667
HSPA6	0.67975
LOC388152	-0.222
C10orf140	0.2595
ZDHHC12	-0.162
LIN7A	0.9671
PHC2	-0.426583333333333
SPHK1	-1.1325
TRIM26	-0.1430625
FAM83E	1.409
C18orf24	-0.916333333333333
ZNF578	0.365
ORAI1	0.05625
RUVBL1	-0.5995
C7orf20	-0.598166666666667
APAF1	-0.237
SLC36A4	-4.32216666666667
MYH11	4.19566666666667
NEK1	0.0964
MPP2	-0.906125
C12orf24	-2.80925
TNK2	0.5745
ZNF289	-0.45375
MATN3	-0.971571428571428
IFNGR2	0.960166666666667
ITPR1	-0.55875
EBF3	2.8946
TBC1D20	0.6463
OR10P1	0.47
DDAH2	1.727
SHPRH	0.3245
STX7	-0.2985
LOC554248	-1.69825
BCAR1	-0.4955
ATXN3	0.723083333333333
TRIM27	-0.3375
CDC42EP2	1.2235
CHP	-0.0167857142857143
SOX17	1.777125
ZNF259	-1.689
CHCHD1	0.192875
ZDHHC19	0.6555
GBP2	0.4985
GARNL3	1.71425
MRC2	-0.9875
C1orf52	-1.11325
AOF2	-1.1105
LRPPRC	-0.238
ACVR1C	1.30133333333333
TM4SF18	2.00983333333333
TMEM169	0.191166666666667
PPP1R16A	0.379875
EBF1	0.547833333333333
RRS1	0.230666666666667
SNX2	-0.6815
OR2T2	0.2615
RBX1	0.44225
ANKRD54	0.345166666666667
TSNAX	0.900166666666667
TMEM83	-1.5705
ZBTB7A	1.15975
ATM	-2.044
LOC338328	2.83633333333333
TIE1	0.6335
HIST1H3G	-0.7955
PASD1	-4.8635
TINAG	0.63575
PCDHAC2	-0.3555
LRRC15	0.132375
WBSCR17	-1.3845
TFF2	-0.162
PARP2	-0.6615
NDFIP2	-1.5225
PCDHGB2	-0.8275
WDR60	0.365
MAP7D2	-1.2639
USP45	-0.817
GSDML	-0.59025
TNS1	0.0867
PLCD4	1.128
IQCD	2.19733333333333
SMPX	-2.90825
CD9	1.32133333333333
SRGN	-0.95275
CASP7	1.228125
INOC1	-0.254333333333333
DKFZp451M2119	-2.19375
VMAC	2.2645
USP53	0.0494
CAMK1G	-0.771625
TMEM106A	0.457166666666667
CDC20	-1.6711
ACSL5	-1.868
CBWD5	-0.8875
C1orf87	-1.12633333333333
KIAA1274	-1.52025
PRUNE2	-2.415
LYPLA2	-0.8905
DOK6	-2.2505
GPR149	0.037
FAM30A	0.761
TMEM129	-0.28975
SLC35B3	0.81075
ACPP	-0.4149
LOC200261	-1.174
SLC4A7	1.7009
CCDC40	2.4635
GART	-2.027
THOP1	-1.10325
SCARB1	-1.639625
CACNA1F	-0.1885
TRIAP1	-0.011
SYT14L	0.8655
SFRS8	0.2905
PBOV1	0.10475
GOLSYN	3.29675
GJB7	-1.331
CAMK2N1	1.37441666666667
GREM1	1.47641666666667
FLJ20433	1.104
QPCT	-5.497375
PRKAG2	0.937166666666667
H2AFX	-0.500375
C6orf154	2.953
PLOD3	-0.3385
ZBTB39	-0.388166666666667
WASF3	-1.71516666666667
DRG1	-0.094
PRR4	1.7055
SPCS1	-0.44
KDELR3	2.095
SRP19	-0.109
GABRA6	-0.288
MFSD1	0.77025
MMEL1	2.67625
PDXDC2	0.3874
BUB1	-2.04377777777778
RNF138	-0.72325
MYLPF	-0.4915
AIF1	-1.3055
DYNLRB1	1.1666
HCN3	-0.645333333333333
HIST1H2AI	2.06575
MAP4K5	-0.0849166666666667
LASP1	0.056875
LOC130951	0.038
PLAA	0.481375
KRT6A	-3.7255
C6orf117	-3.86125
ARHGAP23	-1.1205
PTF1A	0.494
GPHA2	-0.61175
LCE3B	0.2745
MCL1	1.21878571428571
EHBP1	-0.388
PRNP	-2.30275
ZSCAN1	0.45625
C1orf113	0.3935
FOXA3	-2.580375
NEB	3.5065
ASGR1	-5.55983333333333
CTGF	0.134333333333333
RAB17	0.917833333333333
MST101	-0.41425
JARID1B	1.747
USP37	0.5019
PTBP1	-0.948
PTPN7	-1.70166666666667
CDC7	-1.37083333333333
SNX7	-3.06875
ZNF335	-0.50725
CPT2	0.4425
HEATR1	-0.057
HSPC152	0.719125
C5orf40	0.426
PSME1	0.683666666666667
