Hybridization REF	TCGA-AR-A0TT-01A-31R-A084-07
GPR26	0.38475
CCDC72	-0.1505
TEF	0.0811666666666667
FOXK1	-0.3207
PRLHR	-0.0945
EMX1	2.54375
C11orf30	-0.018375
ICK	0.607625
THSD7B	0.11675
C21orf100	-0.2175
DUOX1	1.148
EFCAB4B	-0.41175
UBE2G2	-1.26916666666667
C3orf54	0.30375
PARP1	-0.43675
FAM60A	-0.7345
C6orf146	-0.07125
OR9K2	0.687
DDX55	-0.905333333333333
RPS15	-0.5785
ZNF618	1.161875
DKFZp686D0972	0.59675
SSPO	-0.78
SHFM3P1	0.8925
CPA6	-0.15725
JAG2	0.3145
DEFA3	0.28075
PPBPL2	-0.013
CD34	3.812625
SLCO4A1	-2.924875
AFG3L1	-0.828166666666667
SHD	-0.654
RP13-122B23.3	-0.521833333333333
PRKCSH	-0.857666666666667
DPH5	-0.884333333333334
HLA-F	2.879125
TBC1D4	-0.21525
RIG	0.183833333333333
GLUD1	-0.627333333333333
HNRPCL1	0.728625
HBXIP	-0.20125
RNF207	0.1665
APIP	0.2065
PLA2G3	-2.14166666666667
CCDC84	-1.436
MYLIP	0.654461538461539
PHIP	1.48775
AARS2	-0.559833333333333
DHX32	-0.0925
SCAPER	-0.321833333333333
MEN1	0.014625
NIP7	-0.79725
FLJ25404	0.159
FASTKD3	-0.54525
TMEM158	-2.27125
RARA	1.34825
BDH1	0.11
ANKRD16	1.39
CARM1	-0.7945
SS18	0.133833333333333
IKZF2	0.515333333333333
MYD88	0.77075
PML	0.58705
TAF1A	-0.7145
CBFB	-0.1505
HIST1H3H	-1.66033333333333
C7orf29	-0.082
COMMD4	-1.0095
DPP3	0.40325
DAB2	0.77125
LOC388882	0.0045
YPEL4	-0.702125
AGBL3	0.73875
LRP6	-0.4401
SERPINH1	-0.338583333333333
TLE1	0.5985
CD244	1.36633333333333
ZDHHC15	0.2865
MGLL	0.9167
PLDN	0.440416666666667
LOC654346	2.35
FAP	3.1195
GPR37	-1.29733333333333
SCARA5	1.06616666666667
EBF4	0.367181818181818
LSM6	-0.405
MLLT1	-0.0995
SLC5A12	-0.59475
A2BP1	-1.06466666666667
COPS5	0.0226666666666667
TPM4	-0.210142857142857
TNFSF4	2.74916666666667
ACADSB	0.745
HERPUD1	1.33275
BCL2L11	-0.261888888888889
CEP78	-1.0925
CDCA3	-1.48325
WBSCR19	0.116
MYO1A	-1.3685
PPEF1	2.16416666666667
LOC440348	-0.798
CPEB2	0.422375
BPTF	-0.0773333333333333
RPL21	0.295
GSX2	-0.2755
ADPRH	1.50183333333333
C17orf68	0.193333333333333
KCNS1	-0.6765
MLLT6	0.3855
PIWIL4	1.055
RNF26	-1.1715
RAP1B	0.769125
ADAMTS1	-2.1623
ZNF571	1.23475
P2RY6	1.06825
TRIM21	1.21316666666667
CADM3	0.167
NLRC5	1.67333333333333
ADRA2B	-0.191333333333333
LOC90835	0.871375
PCF11	-0.33475
LOC400451	3.00475
GLTSCR1	0.5887
C17orf88	-0.8345
CDH16	-1.05025
FGF7	2.381375
PCSK4	-0.0623333333333333
NPC1L1	-0.995166666666667
TAT	0.0145
TBCA	-0.87325
MGC33407	-0.05425
GPR115	-0.785
CYGB	0.0825
FNBP4	-1.09683333333333
C12orf43	-0.10025
CBL	-0.3495
CLECL1	2.97425
PPAPDC1A	1.2115
WDR25	-0.171
SGCA	0.881
C22orf29	-0.532
YIPF1	0.77325
GALK2	-0.724
RAB3B	-2.70116666666667
LOC440087	-0.5775
UCP1	0.214
REEP5	0.8985
FADD	0.3174
FOXA1	2.999875
CACNA1A	0.180333333333333
ABI1	0.8655
GRIN2D	0.94375
SLC1A4	0.123166666666667
LOC401127	-0.98775
HINT2	0.45725
PLD4	0.6995
ZNF286A	-1.342
ENY2	1.521
IL1F6	0.4075
PXDNL	3.90475
C20orf79	-0.1975
TNFSF13B	4.64033333333333
DENND3	1.123
JARID1D	-3.064
HIST1H2AK	-0.456625
LOC93349	1.4299
SSH1	-0.4322
ENSA	-0.06675
LOC219854	0.0256666666666667
CKAP2	-0.3831
DKFZP564J102	-0.472833333333333
MGC87315	0.373
HNRPAB	-0.24625
AMH	-0.9015
ZNF526	0.3585
BRUNOL5	-0.0499
CACNG3	0.2315
TRPM1	-1.3125
PPP2R1A	0.127625
COL2A1	0.102
DDN	-0.146166666666667
FLJ25770	0.208666666666667
HK2	-0.165642857142857
ELOVL6	-1.6305
MDK	-1.25375
EPHX1	-0.911
RASSF2	1.580375
DKFZP434B0335	0.07775
DLX3	-0.3775
PRTN3	-0.5145
AVPR1A	0.12075
C21orf125	-2.14875
TNFAIP8	1.04083333333333
GNB2L1	-0.5095
CALCRL	2.7695
SCGB2A2	0.817833333333333
UBXD7	-0.29375
ZNF674	-0.103
TMEM35	-0.88975
BRSK2	0.144125
HECTD3	0.247333333333333
TMEM188	0.042
LGALS9	2.713125
SCARB2	1.221
USP34	0.107833333333333
C17orf28	1.60791666666667
ZDHHC23	-0.59475
AQP12B	0.208
SLC16A3	-2.145625
APLP2	-0.202625
ITIH2	-5.30175
MICAL3	-0.91275
TNNI3K	-0.0689
HDAC2	1.964
PRR7	-0.2845
THBS2	0.629625
LOC751071	-0.963166666666667
CA2	0.890166666666667
RANBP17	-1.0055
RLN3	0.0295
CRYZ	-1.338
GBAS	0.8425
TAS1R1	-0.78475
MPZL3	0.3295
PCDH8	-1.52625
HSP90B1	-0.0998333333333333
KCNK15	0.006
TNIP2	0.584666666666667
GPR146	-0.685
NOL6	0.25875
SPC25	-1.90044444444444
STEAP2	1.72671428571429
VAMP3	0.0423333333333333
TCIRG1	0.4535
ZP4	-0.131
PARL	0.165625
TRIM39	0.236666666666667
KIAA1305	0.2325
CRNN	0.0235
GRN	1.1715
HSH2D	0.1325
SCAMP1	0.3790625
KIAA1913	1.10875
PTS	-0.561
BANP	0.889857142857143
PRKACG	0.11625
ADCY6	0.193833333333333
C16orf46	0.247
CYP51A1	-0.216
DDC	0.1115
ANPEP	-0.8015
PROM1	-0.279833333333333
SIGLEC10	3.36775
COPG	0.6295
FAM26E	1.416875
TRIP4	0.06625
SNX3	2.2535
C1orf175	0.272833333333333
PPY2	-0.06475
C14orf152	0.298
FTSJ1	-0.0668333333333333
DST	-0.6111
LOC554235	0.12
GLRX5	-0.27375
C20orf12	0.7979
CAB39	0.589333333333333
MSH2	-1.069
PIP4K2C	0.428125
CYLD	1.695375
WTAP	0.8063125
MGAT4A	2.027
TSC22D4	-0.0416
CHRM2	-2.824
PPYR1	0.154
CCNH	-0.715166666666667
RRM1	-1.21525
ECAT8	-3.71375
LOC400120	-0.15025
GABRA4	-0.589625
C14orf4	0.5275
C1orf59	0.499
CTDSPL	-0.805
NHEDC2	-0.5635
PDE11A	-0.8839375
KLHL29	-1.0655
CD5	1.563
TSPAN9	1.2773125
WDR67	-1.12325
THUMPD1	0.0311
C18orf17	-0.2515
CLYBL	-0.293
FLJ13231	-0.30325
CMBL	0.04225
LECT2	-0.1965
NKAPL	1.53483333333333
LOC654780	0.512
OR4C6	0.1845
RAB30	0.202333333333333
TSSK4	-0.432
TMEM163	1.937
OSBPL11	0.755916666666667
GNB5	-1.35783333333333
CCL21	0.4175
C1orf121	-0.211666666666667
FMO2	1.11033333333333
RPTN	0.5125
MSTN	0.1155
VCL	-0.618714285714286
FYTTD1	0.1875
C11orf1	-1.1845
CCDC88C	1.2925625
HFE	-0.129444444444445
MOGAT1	0.1365
FAM125B	0.6565
IRGQ	0.467
RAVER2	-1.25975
AKAP5	-0.094
SSSCA1	-0.70825
C11orf63	1.007125
ACTG2	-0.5599
PORCN	-0.6225
DTL	-1.93781818181818
TMEM151	0.28425
FAM122C	-1.1365
RSAD2	2.9631
BAT4	-0.321
KRTDAP	-1.762
MYH8	-0.1885
CRTC3	1.512
LRRFIP2	-0.3216
INTS4	0.495166666666667
TTN	0.0268333333333333
SLC26A5	0.3325
PLLP	-2.24775
RGS6	-0.865375
SRGAP3	0.240875
ZNF525	-0.0393333333333333
NBR2	-0.434333333333333
C13orf1	0.2464
ZNF137	0.29
CEP27	-1.21825
BEST2	0.121
RNF121	-0.7115
DMRTC2	0.69125
C8orf76	0.149
BCCIP	-0.5275
MEST	-1.34325
HTRA2	-0.131
ANGPTL2	0.40225
ILKAP	0.190166666666667
ERAS	-0.3615
HBS1L	0.1035
CPA5	0.429
TMEM30A	0.758
CD300LF	2.99533333333333
WISP3	0.3925
CRK	0.329142857142857
PDS5A	0.1464
BRPF3	-0.0398
NEDD9	-0.14075
SMPDL3B	1.691
PSG6	-1.29525
PSMD13	-0.05525
ETV5	-1.4938125
OR51A4	-0.1715
BTBD7	0.285083333333333
GSTO1	-0.5845
hCG_16001	0.884
MAD2L1BP	-0.177333333333333
COX6A2	0.955
SCNN1A	1.74216666666667
LSM1	0.168
UGT2B11	-3.14875
IDUA	-0.017
PPP2R3C	-0.165833333333333
COX11	-0.529166666666667
PDZK1	-2.70175
ZNF443	0.3225
MGC21874	0.788666666666667
ZNF323	0.2258
KRTAP10-10	0.065
CXCL6	-0.06325
SLC34A2	0.3696
LOC284402	0.104
NPTN	0.2675
UPP1	-1.42816666666667
SLC6A9	-0.4185
OR7G3	0.3105
CISD1	-0.434833333333333
ZNF545	-1.13033333333333
SYT14	-0.738
NT5C3L	-0.863166666666667
ZNHIT3	1.319
SNRPD3	-0.457
KIAA0701	0.14225
UNC93B1	0.423333333333333
GMNN	-1.80725
SPCS2	0.8365
LOC388524	-0.883
NAPRT1	-0.662375
PNLIPRP1	-0.0155
OR6V1	0.642
PRKAB1	-0.30475
EYA4	-2.801
KIF20A	-1.8165
ALG10	-0.5565
ITPKC	0.855833333333333
LMX1B	0.146833333333333
RPUSD4	-0.703666666666667
C7orf34	-0.0615
DLGAP2	0.50525
PFN1	-0.183
MICALL2	-0.511833333333333
ZNF654	-0.5145
SS18L1	-0.234625
SLC16A8	0.34575
MKI67IP	0.0376666666666667
ITGB3	-1.1925
TCEA3	1.06658333333333
CEP152	-1.48775
CLIP1	0.81275
ZNF75	0.2296875
ATP5C1	0.000333333333333334
NUDT5	-0.428833333333333
PSCDBP	2.7345
UBP1	-0.6875
RBM27	-0.16875
C13orf15	2.536625
ZNF282	-0.01
ZNF222	0.0783
COL10A1	5.79775
PRDM15	-0.553875
TTTY5	-0.2075
FAM9C	-0.496166666666667
C20orf67	0.0075
GNG13	0.486
F12	-0.59925
C1orf41	-1.312
CPXCR1	0.038
GSK3A	0.2825
SUPT6H	1.2505
PI16	3.61416666666667
ELL2	0.431
C9orf167	-0.458166666666667
PVRL3	-2.172
FLJ38596	0.561
ADAM20	0.1395
GPR89A	-0.2165
GPR87	-2.4865
ZNF30	0.13575
SMR3B	-0.27725
ZNF770	0.018
TRPC4AP	-0.253166666666667
DKFZP686E2158	0.0555
C2orf28	-0.147
FREM1	-0.566666666666667
LAMA4	0.479833333333333
ADPRHL2	0.37225
EIF4G2	0.316666666666667
GUCA1A	-0.2745
CTNNA2	-1.50775
NUDT15	-0.645833333333333
CEPT1	0.388833333333333
ZNFX1	0.8678
CCDC92	1.1535
TDRD1	-0.5275
KCNK5	-2.114
ETNK1	-0.0268333333333334
LTA	1.233
TTPA	-0.1805
B3GALNT2	0.3925
SC65	-0.512333333333333
PEX5L	-0.986125
EPS15L1	-0.063
MGEA5	-0.216
HIST1H3A	0.646
ING1	0.39975
BCAT1	-2.0415
ORC6L	-2.05181818181818
KLK11	-5.28816666666667
C19orf28	-0.615
DNER	-4.296125
MED22	-0.353928571428571
ETV6	1.5385
CHAC2	-1.54075
CD300E	0.2235
CEBPB	0.278416666666667
ZNF398	-0.4635
LRCH3	-0.1635
HMGA1	-1.74483333333333
CAPN7	0.1135
MGC5566	-2.0105
CCL3	3.093875
NANOS1	0.05625
ZFYVE19	0.21025
APITD1	-0.701333333333333
PARD3	0.315625
IRAK4	0.293833333333333
SERPINI2	0.223
CEP170L	-0.57775
TTC9	1.828125
MYOM3	-1.2775
MLPH	1.286625
LOC222699	-0.6655
NRG1	-1.294
TBC1D9	3.42963636363636
TTK	-1.8165
ZNF557	0.5324
DDX41	-0.3575
FANK1	0.7205
UBE2D2	0.011625
PSMB10	1.45375
MYH7B	0.1875
GABARAPL2	0.604625
MARVELD2	1.13183333333333
DGCR2	0.250166666666667
UNC45A	-0.00483333333333334
C6orf72	0.1195
ZNF683	5.0835
GIT2	0.659
CASK	1.5745
C14orf161	1.73566666666667
LRRC44	0.56275
TIFA	0.094
UTP11L	-0.171375
C6orf65	-0.46
FDPS	-0.3965
DUSP9	-1.9358
SLC17A8	0.221333333333333
OR51G1	0.416833333333333
NANS	-0.0175
OLFML1	1.63075
ATP10B	-0.5405
NPAS3	-0.36025
PRKCA	-1.8938
GGA2	-0.07375
LCE4A	0.177
SPANXN3	1.299
CCDC115	1.618375
SDCCAG3	-0.88675
GLIPR1L1	0.0015
TTC1	-0.075
C17orf76	-0.29125
MAD2L2	-1.131
HIPK1	-0.0378
LRRC3B	-0.587333333333333
CLN3	0.157772727272727
C17orf47	0.1395
FMN2	-2.355625
TUBB1	-1.185375
WAPAL	0.617833333333333
C3orf21	-0.9905
SCN5A	-0.5159
SMYD1	0.27775
BEX5	-0.19475
ZNF192	-0.227
SEC22A	-0.074
GRIA2	-0.00557142857142856
KIAA0825	-0.9745
NUSAP1	-2.05427272727273
LANCL1	-0.076375
C15orf40	1.1683
ZNF645	0.175375
GPR61	0.0265
NLRP14	0.0005
SNX21	-0.3992
C1QTNF8	0.0975
C17orf46	0.00275000000000001
IFNA8	0.3775
SPRR1B	-1.1115
FLRT1	-0.57225
SNX17	0.174
ASB2	1.101
HBG1	-5.0735
RPRML	-2.05
JOSD2	-0.044
PLSCR3	0.27325
SPOCD1	-0.578
RAB39	-0.3345
GHRH	-0.0101666666666667
ITIH5L	0.1645
C17orf37	0.10175
SMCR8	0.2215
DPY19L2P3	-0.309666666666667
IL11RA	0.2005
GDF3	-3.13183333333333
RPS6KB1	0.854166666666667
DNAJC19	0.0765000000000001
TOP1	-0.087
CRCT1	-1.12
MPST	0.07325
DPM2	-0.06125
FAM38B	-2.5935
SLC18A1	-1.53933333333333
FARP1	0.480666666666667
PAX7	0.5275
TUBD1	-0.02
GNL3	-0.6425
BTG2	2.0674
NDUFS6	-0.54925
C1orf79	-0.6215
ERAL1	0.566
ECHS1	1.29525
VPS4A	-0.0283333333333333
CYP11A1	-0.720625
ABCC6	-1.99764285714286
PBX4	0.156
MOSC1	0.05225
NCF4	2.36775
HYMAI	-0.7235
NAGPA	-0.383875
OTOP2	0.16625
ACOT12	-0.17525
MTHFD2L	0.007125
LOC441376	4.35575
C19orf34	-0.4885
RAB1B	0.17125
ALDOAP2	-0.018
NTRK1	-1.57133333333333
ARTS-1	0.6704
SLC6A11	-0.4
NAP1L2	-0.77175
CNGB1	0.0903333333333333
EPB41L4B	0.289833333333333
FAM134B	1.5745
HS3ST3A1	-0.716833333333333
CPXM2	5.329
SIRPB2	0.3725
CHORDC1	-1.17033333333333
TRIB3	-0.5
SLC2A5	1.71925
C2orf49	-0.438833333333333
DDX5	0.4805
OR5L1	-0.048
ANAPC4	-0.0868333333333333
ZSWIM1	0.16025
LOC93622	0.084875
KCNK3	-0.4069
RP11-35N6.1	-1.982375
ZFP161	0.688833333333333
AQP9	4.18325
SLC15A2	0.689666666666667
MREG	1.39233333333333
OR9I1	-0.073
PDLIM2	0.296375
ADAM7	0.4225
GSTCD	-0.0443333333333333
WDR21A	-0.2
SLC12A8	1.68566666666667
TMEM174	-0.00225
IGSF3	-0.119083333333333
LRRN1	-1.30075
LOC402117	0.098
SRPK1	-1.24866666666667
LY6K	-1.4
NFIA	1.5475
PTCD3	-0.144875
LEP	2.1145
PCDH21	-0.0741666666666667
MAPKAPK2	1.25342857142857
NMNAT1	-1.01616666666667
LHFPL2	1.3185
C9orf43	0.1
DIP2A	-0.6375
ACTR8	0.12425
CCDC34	-0.494
PTPN22	0.64625
ITGA3	-2.137375
FAM129C	1.1125
RABGGTA	0.293666666666667
UNC45B	1.048
KIAA1033	0.685375
ZNF510	0.0806666666666667
CYP2D6	1.1635
SLC26A10	-1.864
STX8	-0.149
LUZP1	-0.11125
WDR89	-0.254333333333333
EIF4G3	-0.17
C5AR1	1.34975
ZNF623	-0.341
A2M	1.09625
TGM7	0.038
GRPEL1	-0.261666666666667
LMNB2	-1.2388
ROCK2	-0.0455
SNX16	-0.061125
CCDC66	0.10175
ANXA3	0.621
KIAA1609	0.535875
EED	0.108
RNF32	-0.197166666666667
HES1	1.0895
CLC	1.2705
ISL1	-0.566
KIAA0528	-0.129125
MANEA	2.23625
C1orf61	-1.403
hCG_2001000	1.0585
RAPGEF6	-0.0879
KIAA0020	-0.1065
NEIL1	0.5345
C16orf45	-1.164
RBM10	0.147
C10orf125	-0.66225
MRS2L	-0.4955
DNAH17	-1.0615
C19orf10	-0.42775
C1orf160	0.43475
SLFN12	0.8245
EXOC3	-0.183
HIST3H3	0.35475
NCOR2	0.125
TNFRSF9	1.68075
MFSD8	1.31475
ALX1	-2.616
NOL1	-0.8835
PODN	2.07275
TIAL1	-0.71375
HIST1H1E	-1.773
NPY6R	0.2385
TM4SF4	-0.019
CORO2A	0.892
ETNK2	1.36383333333333
APOE	2.0329
ANGPT4	0.266
HDGF2	-0.75425
G30	-0.138
ST8SIA4	0.95175
F2RL1	-0.8755
FAM19A4	-2.0285
CCAR1	-0.087
B3GNT7	0.115
OPHN1	-0.6449
DSCR6	-0.56
C21orf13	-0.1985
GAS2L1	0.100166666666667
RFX3	0.338833333333333
COPS4	0.041875
BCHE	-4.42533333333333
BCL2	1.85325
HBZ	-2.90233333333333
ARL13B	0.425625
MAPBPIP	0.88275
MYO15B	0.142
SPZ1	0.17175
KIAA1324	1.47733333333333
PLCL2	0.770125
C4orf29	0.099
WDFY2	-0.22675
ZNF284	-0.4715
NAALADL1	0.4245
DUSP5	0.633
PXDN	0.499875
SLMO1	-0.7435
TNXB	0.4169
BIRC7	-0.7305
A4GALT	0.229333333333333
TIMM22	-0.00375
FAM110C	0.6905
TOMM34	-0.778125
ABHD9	-0.137
ADAM32	-0.163
CRHBP	0.25475
AQP2	0.24525
LOC130355	1.0255
ZNF187	0.333666666666667
ZNF816A	0.587
F7	1.86275
CNOT1	-0.2088
SLC13A4	-0.14375
ZBTB11	0.022
B3GALT5	1.2195
EXOC2	0.593166666666667
IRS1	1.7555
TMEM1	0.0411666666666667
MRPL34	0.190666666666667
SAMM50	-0.0345
CDC42EP3	-0.098125
HSF2	0.0511
MFN2	-0.12925
TSPAN7	-1.3405
NUCB1	0.476166666666667
RHOH	0.06175
ARL16	-0.5545
TACR1	0.1785
SFRS5	-0.563166666666667
SNX25	0.225625
RHBDF1	0.678
PCDH18	1.11216666666667
HMG1L1	0.42975
MYO5C	0.800375
MAPK10	1.8815
LDHAL6A	0.222166666666667
NUDT12	0.0933333333333333
NCAM1	-0.24975
GLIS2	0.565
GGTL4	0.06275
DAPP1	1.53375
ATF7	0.446
KIAA0748	0.6675
NFIL3	0.2135
TM6SF1	1.3541
SEZ6	0.069875
NANOS3	0.0168333333333333
DNAJA3	-0.48
CLDN6	-2.3745
CIITA	3.5855
EPHA4	-0.753666666666667
FANCC	-0.6815
CMTM3	0.628125
PSG3	-0.323375
MRPL15	-0.426
C21orf59	-0.7905
PLCXD2	0.2475
C2orf34	-0.04575
UBE2L6	1.4765
MED14	0.437333333333333
HP1BP3	0.0104
C6orf208	-0.125
TPBG	0.2255
OSR2	-0.033375
XPC	0.543
KLHL7	-1.13233333333333
CCR3	-0.283333333333333
AGTPBP1	-0.313333333333333
PCSK6	1.73606666666667
STAT5A	-0.6764
FAM18B	0.1275
LONRF2	0.804166666666667
PTPN2	-0.352625
SF3A3	-0.273166666666667
EFCBP2	-0.475
HCFC1	-0.0611666666666667
AHNAK	0.412
ACTR5	-0.05625
KIF14	-2.37214285714286
TENC1	0.132
HEATR5B	1.0865
YIPF2	-0.0476666666666667
MYEOV2	0.4175
DUSP18	1.11725
KIAA1012	0.0975
AHR	0.672666666666667
C17orf53	-1.58966666666667
PTPRH	-3.9045
ATP6V1C1	0.1367
TAS2R3	-0.3835
LOC440356	-1.5055
COQ10B	0.73325
PSMF1	0.759416666666667
SORBS2	-0.13925
NFE2L2	0.14725
TMCO7	-0.16625
SH3PXD2A	0.0765
SH2D2A	0.52575
SPINK5	-3.751
MRPS24	-0.9935
OPA3	0.288
TRAF7	-0.168333333333333
C4orf35	0.2105
MT1G	-1.090625
MGC39545	0.404
HS1BP3	0.1779
OR2B2	0.108
CHRM4	-0.2925
SFRP2	3.26316666666667
RIC3	0.2755
ART1	0.153
C6orf1	0.00375
DUS4L	-0.97075
C10orf104	0.232
TNFAIP6	1.8805
RTEL1	-0.7115
CCT4	-0.3683
ZNF709	-0.5715
CHMP6	0.0425
UPP2	0.03725
CYP19A1	-2.015
CD151	-0.605833333333333
NDUFA13	-0.0211666666666667
ARFRP1	-0.395333333333333
FAM26B	2.05525
CRYBA1	-1.5555
MRPL41	-0.3715
NPFFR2	-0.875
HRH2	0.2055
SCAMP3	0.616
MTMR6	1.1352
MTG1	-0.0283333333333333
UBTD1	0.72725
CRABP1	-2.4705
FLJ33790	1.5363
KIAA1908	-0.8915
GPR158	-0.3925
PACSIN3	-1.05283333333333
OMD	3.49183333333333
CATSPER1	-0.0298333333333333
HOXB8	-0.69025
FBXO46	0.6735
OAS1	1.89483333333333
SVIL	0.33
PHB2	-0.6075
ADCY3	-0.954
NDRG2	0.127666666666667
ERMAP	0.7373
APBA2	-0.762333333333333
IGSF9	2.64625
WNT6	0.0349285714285714
MYCBPAP	0.7035
ATP2B2	-0.0107
CPVL	0.596
TRAM2	-1.00216666666667
NOP5/NOP58	-0.333
ZNRF4	-0.18775
TLK1	0.077125
MTMR12	0.787214285714286
ZNF384	0.0015
FAM9B	-2.26175
RPN1	0.3293
PMVK	1.25175
EIF3D	0.148
SIX2	0.55075
HPS1	0.717357142857143
RNF7	-0.16025
PSKH2	0.125
KCTD13	0.773
CSMD3	-0.5361
FBF1	-0.101
IL8	-4.749375
SERPINB13	0.33925
FBXL20	-0.48075
BLR1	0.35825
SH2B1	0.604333333333333
RFNG	-0.189125
RAB20	1.118
RBM7	-0.3935
POLR1A	-0.100333333333333
TMPRSS4	-1.902
TAF9	-0.87775
TERF2	0.0103333333333333
TNFRSF1A	0.175166666666667
ACADVL	-0.418666666666667
GTF2H5	0.0715
EDG8	-0.973833333333333
C9orf140	-1.0545
UST6	0.12575
ZBTB8OS	-0.37625
ZNF710	1.6085
GPR174	0.412
ATP6V0A2	-0.44625
KIAA0319L	0.341916666666667
XKRX	-0.64
DOPEY2	1.2339
SDHD	-0.30375
SUMF1	1.394
OSM	3.335
OPN3	-1.2975
DAGLB	-0.2525
PPFIBP1	0.2994
TRIM63	-1.629
C10orf53	-0.1425
LYPD3	0.5485
BCL7A	-0.08625
AGER	-0.949333333333334
TCF19	-1.08025
SAT2	-0.20625
PFTK1	0.507
GABRE	-3.0885
C15orf38	1.4702
FIS1	-0.163
KCNV2	0.1265
CLPS	0.21225
PPCDC	-0.429125
FOXN2	0.3965
NT5E	-2.0469
CD83	1.70475
IL18	2.72975
VPS16	0.407
IGFBP2	0.0718333333333333
NOTCH2	0.501
SIGLEC1	3.08125
CD93	4.8635
SULF2	0.049
CEP164	-0.1665
P53AIP1	0.181
TOR2A	0.0965
ZNF136	-0.0065
MGP	1.7667
CCDC144A	-0.150833333333333
TRPC1	-0.906
SMS	0.122833333333333
MAPK7	-0.368166666666667
RRAGC	0.864
PARD6A	0.051
NUB1	0.8155
SYNGR4	0.414
OR11H12	0.271
WIF1	-0.042875
GCH1	1.13375
OR11H4	0.0825
SLC44A5	0.0915
GPRIN2	-0.790166666666667
LOC401431	0.685
CPA4	-2.9068
MELK	-1.02277777777778
IL15RA	1.55425
CUL3	0.509
HMBOX1	0.0575
PODXL	-1.948
CCT6B	0.8855
COMTD1	-0.85875
MUC20	1.58466666666667
GPX2	-3.79025
ITK	1.117875
FBXL5	1.44475
C13orf27	-0.9715
DEFA5	0.018
TRHDE	-0.4205
MTP18	-0.992666666666667
UQCRQ	-0.0327
ITGB2	3.4305
CSRP2BP	0.45625
TAS2R44	0.8095
PHPT1	0.184125
FAM44C	-0.24075
ERH	-0.074
MPHOSPH1	-1.48833333333333
MORC1	0.168
PARVB	-0.42975
LAMA1	-1.9435
PGBD3	0.1005
GIMAP6	4.46475
AREG	0.726
LIPT1	0.0095
MGC99813	-1.22875
C1orf201	0.430666666666667
GRIN2A	-0.4562
MAN2C1	-0.33
NSUN5	-0.3925
SF3B5	0.51025
MYC	-0.960125
NRXN1	-0.365416666666667
ZNF18	-0.102
SPDYA	-0.27725
SLC37A1	1.0055
DECR2	0.1275
ANKRD38	-0.1875
SPTLC3	-2.19725
SUPT16H	-0.158125
DTWD2	0.907
ULBP1	-0.088
ZADH1	-0.978
OIP5	-2.3975
IL10RB	0.264
OTUB2	-0.20325
VWA3A	-0.0505
SPIC	1.49033333333333
OR6C4	-0.0195
PSCD4	2.52416666666667
DPY19L2P2	-0.484
TRAPPC6A	0.736166666666667
C21orf2	-0.441166666666667
CEMP1	-0.17425
LIN7B	0.126
E2F7	-1.779
VCP	0.394375
LAMA3	-1.04125
BGN	1.8985
GPR160	1.037
COCH	-1.59533333333333
GPR81	1.7615
APOBEC3F	0.164
tcag7.1017	-0.605
C1orf32	1.6685
SCGB1D2	-0.11075
FLJ43987	0.374
C6orf170	2.725
KLK9	0.2365
GPD1L	-0.243625
VPS37B	0.412
ATG3	0.0836666666666667
ADAMTS17	0.3125
KLHDC2	0.555166666666667
NDUFV2	-0.025
BLK	-0.04375
MATN4	-0.5655
GPM6A	-0.32325
GBP4	5.237
TMEM162	0.138
PKP2	0.62
HRASLS	0.136333333333333
MMP1	2.40125
SFXN3	-0.1304
FSD1	-2.00416666666667
ST6GALNAC3	-2.06633333333333
CA12	1.9819
NCOA6	0.302
C19orf58	0.0568
PPP4R1	0.2975
MAN1A2	0.950833333333333
IKBKAP	-0.314
UPF1	0.208
KIAA1219	0.31975
WNT16	0.445166666666667
SNW1	-0.264125
IL18RAP	3.46025
RPP30	-0.458875
CDC40	2.421
SETD3	0.0523333333333333
SLAMF6	1.7675
ELK4	-0.3255
TRIM47	-0.1335
ACOX3	2.17475
TRIM6	0.771875
KIAA0372	-0.344666666666667
TP53AP1	0.233125
SMURF2	0.607
ADAD1	0.35375
EBP	-0.7506
KRTAP13-2	-0.0745
FLJ36874	-0.770666666666667
TOR1A	-0.120333333333333
P2RY4	0.401
GPBP1	-0.05825
TRPV1	0.356875
ADAMTS12	0.419166666666667
PES1	-0.1621
ATG4A	0.605333333333333
MAGEA10	-4.218
WFS1	1.185
CC2D1B	0.0693333333333333
PABPN1	-0.421625
SLC25A30	-0.02175
SLCO1C1	0.243833333333333
SLC22A5	1.52375
KIF23	-1.3745
SYN2	-0.636
ASPN	7.86516666666667
CENTG2	0.77525
QSOX2	-1.4292
FLJ10815	0.224333333333333
STK24	0.2604375
SPEG	0.5745
STK10	1.10233333333333
DACT2	-1.092
AAAS	-1.066
SSX3	-0.221
ABCD3	0.1531
C4orf12	-0.33125
PARVG	2.39766666666667
FIG4	3.3905
C9orf46	1.5295
TMCO6	-0.4825
IGHMBP2	-0.43825
DUS2L	-0.218166666666667
FAM3C	0.0996875
TMEM16D	-1.249125
DCTN4	0.31625
KCNH3	-0.16775
EIF2AK2	0.761
AP1S3	-0.284625
CST4	1.0975
PAM	-0.25425
NUTF2	0.183
CITED2	0.3649
SLC39A4	-1.8775
C2orf52	-0.1145
GRM3	1.945
C12orf49	0.401875
CCDC49	-0.1012
GRAMD1B	-0.799625
