Hybridization REF	TCGA-A2-A0CX-01A-21R-A00Z-07
CSRP2BP	0.0345
TAS2R44	0.692
PHPT1	-0.54775
FAM44C	-0.548
ERH	0.6965
MPHOSPH1	-1.29566666666667
MORC1	-0.161
PARVB	-0.624
LAMA1	-1.68683333333333
PGBD3	0.12275
GIMAP6	3.89075
AREG	-2.14016666666667
LIPT1	0.0845
MGC99813	-1.2785
C1orf201	0.125666666666667
GRIN2A	-0.6038
MAN2C1	-1.536875
NSUN5	-1.264
SF3B5	0.3955
MYC	-0.5035625
NRXN1	3.34208333333333
ZNF18	0.201
SPDYA	0.314571428571429
SLC37A1	1.1745
DECR2	0.343
ANKRD38	1.1695
SPTLC3	-1.84916666666667
SUPT16H	-0.03075
DTWD2	1.09625
ULBP1	-0.01
ZADH1	-0.939166666666667
OIP5	-2.6205
IL10RB	0.2485
OTUB2	0.738375
VWA3A	-0.084
SPIC	0.848833333333333
OR6C4	0.3435
PSCD4	1.25333333333333
DPY19L2P2	-0.53
TRAPPC6A	-0.0186666666666666
C21orf2	-1.14266666666667
CEMP1	1.24475
LIN7B	-0.6765
E2F7	-1.7085
VCP	0.3078125
LAMA3	-0.197909090909091
BGN	1.134
GPR160	0.0848333333333333
COCH	-3.70383333333333
GPR81	1.117
APOBEC3F	-1.546
tcag7.1017	-0.59675
C1orf32	0.7735
SCGB1D2	4.3625
FLJ43987	-0.4455
C6orf170	0.60725
KLK9	0.2445
GPD1L	1.514875
VPS37B	0.845
ATG3	-0.394
ADAMTS17	0.177
KLHDC2	-0.147833333333333
NDUFV2	0.051
BLK	-2.9015
MATN4	-1.0225
GPM6A	-0.3996
GBP4	4.56966666666667
TMEM162	0.208166666666667
PKP2	1.4005
HRASLS	2.656
MMP1	-1.4665
SFXN3	-0.125
FSD1	-1.597
ST6GALNAC3	-2.03683333333333
CA12	1.3946
NCOA6	0.5945
C19orf58	-0.7292
PPP4R1	-0.246166666666667
MAN1A2	0.771666666666667
IKBKAP	-1.11775
UPF1	-0.0636666666666667
KIAA1219	-0.07575
WNT16	0.47675
SNW1	-0.424125
IL18RAP	2.55575
RPP30	-0.429125
CDC40	0.257142857142857
SETD3	0.185666666666667
SLAMF6	-0.12375
ELK4	0.2965
TRIM47	0.453666666666667
ACOX3	2.14925
TRIM6	1.086125
KIAA0372	-0.976666666666667
TP53AP1	1.979125
SMURF2	-0.00499999999999999
ADAD1	0.42925
EBP	-0.2462
KRTAP13-2	-0.5985
FLJ36874	-0.564666666666667
TOR1A	0.0748333333333333
P2RY4	0.051
GPBP1	-0.2605
TRPV1	-0.16375
ADAMTS12	0.704333333333333
PES1	-0.4642
ATG4A	0.935166666666667
MAGEA10	-4.248
WFS1	1.5995
CC2D1B	0.455833333333333
PABPN1	0.243
SLC25A30	-0.09475
SLCO1C1	0.261833333333333
SLC22A5	0.64175
KIF23	-1.71266666666667
SYN2	0.145333333333333
ASPN	8.6495
CENTG2	-0.237
QSOX2	-1.4593
FLJ10815	0.4455
STK24	-0.4045625
SPEG	-0.5321
STK10	0.129833333333333
DACT2	-1.521
AAAS	-1.13
SSX3	-0.75825
ABCD3	-0.3594
C4orf12	-0.996625
PARVG	0.520833333333333
FIG4	1.284
C9orf46	0.31975
TMCO6	-0.9515
IGHMBP2	-1.3875
DUS2L	-0.330333333333333
FAM3C	-0.434875
TMEM16D	-2.148
DCTN4	-0.259
KCNH3	0.04075
EIF2AK2	2.0725
AP1S3	-0.225375
CST4	0.1255
PAM	0.5173125
NUTF2	-0.636
CITED2	1.5552
SLC39A4	-2.042
C2orf52	-1.055
GRM3	-0.12425
C12orf49	1.734125
CCDC49	-0.142
GRAMD1B	-1.01571428571429
FNDC4	-0.01925
SIAH2	-0.545125
GDPD4	0.17975
C21orf87	0.82
ATP5A1	-0.230333333333333
C16orf63	-0.169625
LOC388135	-0.612833333333333
ATP5J2	-0.171375
MMP3	0.6495
EMID2	0.2475
CRHR1	0.37375
WDR70	0.56025
C13orf31	2.184
ZFAND1	-0.316
CCL18	4.48216666666667
C3orf49	0.1615
RINT1	-1.222
KIAA0408	-2.0224
F13A1	5.4054
SLC10A1	0.246666666666667
OGN	2.2205
GIPC2	-1.78533333333333
XPO6	0.289666666666667
LCE1A	0.946
FMR1	0.5642
LOC374920	0.1045
DUSP3	0.150625
ANKMY1	0.3215
C7orf50	-0.74875
BBS9	-0.3511
UNC119B	-0.50925
C9orf72	-0.420375
MGC35440	-0.148
ENTPD6	-0.36875
PPP1R2P9	0.19875
ERCC4	1.14375
FAHD2B	0.0825
HMHA1	0.076
HACL1	0.69725
RAD23A	0.072
FAM83B	2.114
PPP5C	-1.72566666666667
RNASEH2C	-0.74525
C9orf153	-0.45125
SCAMP4	0.353375
GHITM	0.426
NDUFB7	0.270625
ADCYAP1	-0.2885
SP110	2.27416666666667
MAP3K7IP2	0.115
DHH	-0.002
AGRN	0.676357142857143
WDR33	0.502833333333333
CEP290	1.29516666666667
PRPS1L1	-1.95283333333333
KLRA1	-0.0765
GPR97	-0.208
CHD7	0.640666666666667
TLR10	-0.34225
SLC30A8	-0.1525
HIC1	0.993333333333334
IAPP	0.592
RXFP4	0.62875
GP1BB	-0.691
SHQ1	-0.023
NKX2-3	0.119
API5	-0.343
FTHP1	0.04
MOV10L1	1.052
TRIM6-TRIM34	2.40233333333333
ADHFE1	-0.9055
FAM117A	-0.44825
DDI1	-0.415
CDON	-0.84
TRIM73	null
IGKC	3.44
MMP14	0.371333333333333
DYNC1LI1	0.230875
C11orf66	-0.1205
TRBV3-1	-0.98
FASTKD5	0.72925
BIVM	-0.7155
LHX4	0.10525
CXCL2	-2.3482
RAB2B	-0.8955
IZUMO1	-0.592
MAP3K15	-1.945
FAM19A2	0.0788333333333333
ZC3H8	0.270666666666667
ZMAT1	1.433625
SPINK5L3	-1.42533333333333
SLC10A6	-0.091
APPL2	0.385
CARD10	-1.01083333333333
LOC402176	-0.441375
EEF1D	0.2665
RAB6A	0.1481
C12orf5	0.04525
PAPOLG	0.93525
MSRB2	0.49825
BCR	0.623777777777778
PUS3	0.89475
TIAM2	0.70525
ZNF317	0.00133333333333333
CHD2	-0.135076923076923
FZD5	-1.28831818181818
NUDT8	0.3045
ZNF763	0.045
PRC1	-1.88255555555556
ABCB9	0.433
SPATA3	-0.39675
TRAK2	0.730375
STAB1	4.450625
LRRTM2	-0.186666666666667
psiTPTE22	-1.31625
DBI	3.03775
SERPINA11	-2.289
NAT5	0.0545
C20orf58	-1.4515
RPS6KA4	0.0916666666666667
FLJ90650	-0.11875
TGFBRAP1	0.721
CHRDL2	-0.50625
FAHD2A	-0.0336666666666667
CNTN1	0.9945
BBS4	-0.0578
TMEM181	-1.0305
MINPP1	-0.19275
MPHOSPH6	0.876083333333333
HOXC10	-0.4614
ITPKB	0.38
CLPTM1L	0.792
MEOX2	-0.965666666666667
ATP6V0C	1.102875
PRPF8	-0.548666666666667
TMC5	4.14925
FKBP3	-0.5715
PLEKHB2	-0.000375
OR4D6	0.1875
ZNF544	-0.6019
D2HGDH	0.100625
RPL18A	-0.1951
HEL308	-0.27775
MPP6	-3.15075
TCERG1	-1.35
KRT16	-1.102
KLF17	-0.5685
KLF5	0.48075
CDR1	1.94075
VCX3A	-1.893
FBLN2	1.709375
C14orf104	0.09975
HBE1	-4.5803
OR4S2	2.7835
C1orf108	0.544166666666667
ROBO4	3.2315
CPEB4	-0.258375
C11orf80	-0.982
BCKDHA	0.0991666666666667
MYOC	0.385
GIF	1.6285
CKMT1A	1.787
RPL3	0.4379
THBS1	2.578625
APOO	-0.37125
ARMCX1	0.656
HSZFP36	0.20175
SNAPC5	-0.18575
EIF4ENIF1	0.76425
ZNF433	-0.312
TNFRSF21	-0.2055
TMPRSS7	0.288
SPATA18	0.4252
HPDL	-1.814
MKL2	1.3671
TBX3	0.0186153846153846
C21orf93	-0.1672
DAXX	0.1395
ELMO1	-0.106375
RGS13	2.30266666666667
TAF11	-0.72325
UNC13A	-1.953125
LOC653314	0.5757
ORC3L	-0.3775
IMAA	-1.6055
TARBP2	0.1755
CABIN1	0.962
TRIOBP	0.3954375
HIST1H2AC	0.453625
RGS22	-2.35183333333333
NCOA1	1.83583333333333
IL25	1.421
SNCG	1.621
GPR6	0.2165
AMDHD1	-1.6235
CHEK2	-0.275
C6orf142	-0.969
DRD4	-0.68075
C14orf68	-0.954
GDF11	-0.36775
SEMG2	-0.213
CD247	-0.6925
CDAN1	-0.50925
RBMX2	0.2265
TGS1	-0.24925
OIT3	0.782
SYF2	-0.50275
MCM4	-0.562375
PKHD1L1	0.640125
CEP192	-0.846666666666667
IFT88	0.398
RPL9	0.0300714285714286
RAB32	-0.482125
DDX43	1.336
P2RX2	0.478333333333333
OR5D18	0.9435
UBE1	-0.0151666666666667
SLC24A1	-0.17125
ARHGAP5	-1.0865
CETP	0.13125
KIAA1731	-0.571833333333333
SLC9A4	0.542
PTPN6	0.61075
BAHD1	-0.0635
GRIK3	0.8605
CACNB2	-1.3676
PDE10A	0.3445
DGCR14	-0.01525
PCDHB9	-1.101
RHOQ	0.874333333333333
MAP3K4	-0.93575
KTI12	1.296
RPL23AP13	-1.57175
GNG11	-0.1495
CLCN3	1.13383333333333
GPAM	-0.321625
VSTM2A	-0.485
SLAMF7	3.18466666666667
INTS2	-0.802
PPP2CA	-0.6316
LRP12	0.8116
SEC14L2	1.18
DKFZP586H2123	2.654
MC3R	-0.259
CIRH1A	-1.4075
HIST1H2AB	1.5425
POLH	-0.414
MGC16703	-1.10666666666667
SNAPC2	-0.343
FILIP1L	2.13325
RASGRP4	0.105
LRRC1	1.609
GAS1	2.31175
PRAC	-0.709
DGKA	-0.457833333333333
NT5C3	-0.398
PEG3	-2.02075
NADK	-1.01625
PRR17	0.981
LOC374569	-0.7235
SGSH	0.657666666666667
NLRP8	-0.405
GALT	-0.4915
MCF2	-0.963
ZNF263	0.26575
TACSTD1	2.084
TYR	-5.9343
ATP6AP2	0.8315
RNUXA	-0.5905
ABHD10	0.5808
GDPD2	0.9055
SLC35C1	-0.10675
UBE2A	0.268875
HERC5	-0.755666666666667
FAM112B	-3.89016666666667
FBXL16	-0.465
DKFZP434A0131	-0.2475
ELA3A	-1.6015
RBM41	0.1085
HAO2	0.818
RNH1	-0.739375
SHANK2	-0.611166666666667
OSBP2	-1.539875
DAK	-0.893833333333333
C3orf58	-0.819916666666667
TCL1B	-0.3395
KBTBD2	-0.60375
SUGT1L1	-0.40775
UBE2E2	-0.0266666666666667
MYL9	2.759625
CDC23	-1.312
PBXIP1	1.799
CXorf40B	0.1765
NBL1	1.1575
RTBDN	0.062
RAB11FIP5	0.578625
TTTY13	-0.172
SCOTIN	-0.679416666666667
SOHLH1	1.6205
CDKN1A	0.00949999999999997
NCK1	0.74775
ZNF550	0.16475
SAPS3	0.4535
SPIN3	-0.353
MAGEE2	0.8265
MIS12	-0.9405
OR8H2	0.2705
KIAA0774	0.631666666666667
UNC5D	-0.934
CUL7	-1.12266666666667
LIPC	-2.7465
DIO1	0.9785
C20orf11	0.0193
CTRL	-0.04175
HS3ST2	2.647
PAK4	0.818166666666667
CCRL1	3.6835
RNF10	0.469125
ZNF567	-0.18
ZNF660	-0.4345
TCEAL3	0.95825
MAGOH	0.0665
CENPB	-0.8085
C19orf7	0.782
LOC388965	-0.0455
ZCCHC13	1.374
JMJD1A	-0.2569
HIST1H4H	1.4375
TBRG1	-0.9977
GPC3	-3.663125
TAF1C	-1.158875
EBNA1BP2	-0.926333333333333
CIAPIN1	-0.0085
PDGFRA	0.321235294117647
CSTB	-0.041125
CENPI	-0.5765
GTF2E2	-0.142
RPP21	-0.1665
CCNF	-0.924833333333333
KCNQ3	0.8535
FAM79A	0.5795
SLC22A12	0.658
NOVA1	-0.865333333333334
FZD3	1.041
AKAP8	-0.09475
SOCS5	-0.358
CFDP1	-1.5895
DLG5	-0.16625
PGM5	-0.372818181818182
C1orf144	0.0981666666666667
HDAC10	-1.096
RND2	-1.1055
C20orf199	-0.48475
RNMT	-0.104875
SLURP1	0.53175
ASTN1	-0.164875
SH3BGR	0.0535
MYCL1	2.196
ZHX1	-0.339833333333333
CENPK	-2.81325
FOSB	0.668
LOC643406	0.024625
C2orf59	-0.95575
TMEM135	0.463
SLC27A2	-2.3655
KRT33A	1.077
OVOL1	1.51385714285714
PAMCI	-3.57433333333333
S100A7	5.6385
ZNF789	-1.6115
HARS2	-0.1465
RPL23A	0.388
TCF23	0.03575
UPF3B	-0.22775
C17orf78	0.166
HLA-DOB	0.962666666666667
C14orf142	0.015
TEKT5	1.82916666666667
DMWD	0.0575
POLD1	-2.04083333333333
GSCL	0.237
CALD1	1.2183
SCRT1	-0.5135
AIG1	0.11
UNC84B	-0.6235
ZNF404	0.1865
TMED6	-4.103
KIAA1462	0.2505
LRRC27	1.2762
PYGO1	0.4595
PIGU	-0.271333333333333
ALAS2	-3.68166666666667
WRNIP1	0.530625
CNNM3	0.4315
ZNF2	0.252333333333333
ST3GAL5	-0.186333333333333
MRPL23	-0.481
TSSK6	0.10425
PSMA6	-0.30275
C16orf70	-0.47325
KIAA1602	-0.248
ALMS1	0.661833333333333
DCN	3.319875
TMEM132D	-0.076
SUCLG2	-0.311
ABHD14A	-0.2345
DEXI	0.361
AMPD2	-0.974
IFNAR2	0.621166666666667
CYB5A	3.2937
TLOC1	0.1804
NXF5	-0.8265
NRBF2	0.34275
KCTD3	1.42175
ITGAE	-0.609833333333333
SLC30A3	-1.8495
ZRF1	-0.777
IFRD2	-0.961625
XAB1	0.3305
PYCR2	-0.1895
SERPINB3	-3.216
TMLHE	-0.0637
GEFT	-1.48028571428571
ABCA5	-1.33225
EMR4	0.245166666666667
TSFM	0.30675
HIST3H2BB	0.582
ARHGEF19	-0.23125
TSPAN17	-0.251666666666667
ABCC8	3.32925
MAP1S	-0.128
C22orf36	2.25825
BNC2	0.229285714285714
HIST1H4A	0.39375
NDUFS3	-0.4375
WDR3	-0.6535
XKR4	-0.7525
TTC33	-0.329285714285714
STMN2	4.6265
CPN2	-0.343833333333333
HSPC105	-0.26025
PCOLCE2	-5.067
C3orf55	-0.2385
KLHDC9	2.88116666666667
TBC1D23	0.269125
ATXN2L	-0.834833333333333
MAP2K3	0.227166666666667
SCAP	-0.574
ZNF486	1.1635
C20orf96	2.4235
NARS	0.19775
ADAMTSL1	-0.09
PRCC	1.13566666666667
CCDC126	1.8975
ZNF675	-0.61
CALCOCO1	0.106
ANKRD43	3.63025
CWF19L2	-0.0783333333333333
ZBTB32	1.1665
BRAF	-0.1245
ODF4	0.968
MGC14376	0.0856666666666667
HORMAD1	-1.826
AAK1	0.204818181818182
PEBP1	1.30908333333333
TNFSF5IP1	0.122333333333333
DKFZp564N2472	-0.157
RMND1	-1.291
IGKV1-5	3.99025
COL1A2	3.43216666666667
SERPINA5	-2.65475
AANAT	0.599
C19orf21	-0.361166666666667
GEMIN5	0.108
UBR4	-0.441666666666667
LTBP3	0.217166666666667
AMHR2	-2.4212
PROCR	-0.58675
MYBBP1A	-0.281
C20orf39	1.356
ZNF697	0.651
PASK	-0.925
ZNF776	0.290666666666667
RFXDC2	-0.148875
KIAA0467	-0.58075
C10orf96	-0.546
ZNF503	-0.29875
GULP1	-0.9455
KCNE4	1.42616666666667
DKFZp434K191	-0.278375
LOC196913	0.393
BHLHB4	-1.084
CH25H	0.05275
LOC81691	-1.12183333333333
ALPL	-0.0138571428571428
COL12A1	3.2265
FOLR3	-2.25933333333333
GPR123	-0.225625
TRIM62	0.112785714285714
ABLIM1	0.81
MAST3	-0.59675
RHBDD1	0.533
LOC338809	-0.5255
RYBP	0.507
TTC26	-0.0895
ZNF22	-0.388333333333333
ISCA2	-0.44225
RDM1	0.019
PIGM	1.1705
GNB3	-1.001
ACTR2	1.0397
HMGB1	0.52905
EDG1	3.02283333333333
SOAT2	-3.2125
OR10AD1	1.891
RAP1GDS1	0.14575
LCE1F	0.558
ESM1	0.79
RCN3	1.9925
CREBL1	-0.6195
DBNL	-0.947333333333333
PTGER3	0.93525
USP30	0.348666666666667
BCL2L12	-0.265166666666667
KIF26B	2.3245
ZNF416	0.54475
ZNF225	-0.487
C17orf70	-0.127
ZNF554	0.0795
RAE1	-0.7855
TNIK	1.69016666666667
ACTN3	0.258
MGC45922	-0.231
CCNA1	-1.02583333333333
RYK	1.1035
IL26	-0.0655
LRP3	0.695833333333333
QARS	-1.09675
SOX7	0.454928571428571
BID	0.500625
OR2S2	-0.8925
CXCL14	5.1415
C11orf47	-0.358
MGC29891	1.6585
HSPB8	-0.3391
PRDM14	-0.842
NUFIP2	1.02225
MNAT1	-0.95875
ZDHHC2	-0.753083333333333
MBNL2	-0.34925
ADD3	-0.982375
CSNK2A1P	-0.4755
KLK6	-1.1255
TMEM111	-0.2265
KIAA1279	0.421
NUBP2	0.184833333333333
RAB42	0.3035
ID3	-0.6049
TM9SF1	-0.007
MDP-1	-1.3205
POU4F2	0.22175
IQCK	1.26425
C16orf14	0.46275
CAPN3	-1.563
FAM43B	-0.076875
RECQL	-0.71425
AP1G1	-0.229428571428571
CTNNBL1	-0.405833333333333
ECHDC1	-2.0325
SMARCC1	0.3922
FOXQ1	-1.084875
GNAI3	-0.0986666666666667
POLG2	-2.11425
CD4	1.033875
ITLN1	0.74025
EBI2	3.94925
IRF1	0.3695
PTPRE	2.3277
PTK2B	-1.1035
NXNL2	-0.5115
SOX4	0.403444444444444
TSPAN3	-1.72866666666667
SH2D1A	-1.96666666666667
C8orf58	-0.229166666666667
USP20	-0.8595
DUSP22	-1.08741666666667
CALB1	-1.83133333333333
L3MBTL2	0.679416666666667
MCRS1	0.0245
TMEM118	-0.674666666666667
C18orf8	1.01033333333333
FLJ10241	-0.46475
GJA12	0.229
PKD1	-0.555666666666667
ZFP3	-0.1875
JAM3	-0.90525
LAPTM4A	1.6251
DIRC2	0.97575
KIAA2022	1.642
MYOM1	0.453
TRPM8	-2.18183333333333
MOP-1	0.495
PHKG2	-0.052125
ZNF650	0.44925
KIAA1522	0.44275
PSG8	-1.1922
DDX19B	-0.3065
MOBKL1B	0.42425
DIAPH2	-0.196583333333333
PTPN12	0.332
CLN8	-0.5315
CRYZL1	-0.6595
CRY2	-0.0445833333333334
FCGR2B	3.09766666666667
PNPLA4	0.736625
ZNF454	-0.4595
DKFZp434B1231	0.04425
CLDN11	0.1347
RFWD2	1.357
CIB2	0.414333333333333
MXRA8	2.852625
HRK	-0.516625
MAML2	-0.11775
C4orf31	-0.762
C6orf192	-0.34225
COG6	0.3635
FAM5B	0.40375
NFATC1	0.8454
SEPT10	-1.0725
SCYL1	-0.8183
RPP40	-0.22
SCOC	0.4032
KIAA1450	0.93275
CTDSPL2	-0.9335
TBX5	2.72516666666667
NAPG	0.193625
RHD	-4.026
C14orf45	1.53
ZBTB22	0.515
PLCG1	-0.892
ANKRD10	-1.604875
AQP7P2	0.64975
TAGLN2	1.54933333333333
HTR2C	-0.650166666666667
SLC16A7	-1.10633333333333
C17orf83	-0.0833333333333333
TSGA14	-0.429583333333333
MDH1	-0.148
PPP3R2	0.24
DCBLD2	-2.37971428571429
RBM33	-0.00750000000000001
DPH3	0.38125
SYT10	-0.917166666666667
FMO4	2.394875
THYN1	-1.17225
DRD5	-2.156
OTOR	2.789125
PGRMC2	0.2705
KATNAL1	-1.09975
PAQR6	-0.48875
UBE2I	0.22925
C14orf28	0.2215
C8orf70	1.83725
FLYWCH1	-0.60425
ANGPTL3	-0.90025
GLRX2	0.0755
ATP11A	-0.98876923076923
ARL5B	0.479625
MUC16	-2.344
SLC25A5	-0.0867857142857143
ACRC	-1.0745
MYO1C	-0.511
FAM89B	0.815666666666667
FAS	0.187875
KIFAP3	1.66
GLRA2	1.05
BTN3A2	0.9445
CNKSR3	-1.668875
CSTF3	-0.724333333333333
ARPM1	1.1395
KIAA1530	-0.602
C9orf150	2.45433333333333
PRKCI	1.11925
tcag7.1015	-0.74375
SOD3	-0.9645
ZNF574	0.07675
CYP21A2	0.472
RPL12	0.40825
COMMD2	0.04975
WIZ	0.441
LOC344405	-3.10125
ALDH4A1	0.740529411764706
CRYAB	1.94675
COPA	0.389
PCDHGA7	0.4765
KIF11	-0.807545454545454
RASD2	0.11
SLC26A3	2.243
ZNF175	-0.234
JAKMIP2	-1.399875
C8orf4	0.507666666666667
PTHLH	1.887
SLC40A1	3.39225
OR7D4	0.309666666666667
PCDHB17	0.2775
CD36	1.80714285714286
C6orf203	0.7816
PRKG2	0.698
LOC400566	1.68575
ANAPC13	0.24375
SLCO3A1	-0.96275
ZNF692	-1.2905
FANCL	-1.9335
SH3GLB1	0.6165
C12orf61	-0.673
KBTBD6	0.07475
SUPT5H	0.100125
XRCC6	-0.218
HUS1B	-0.2191
FAM133B	0.533571428571429
LOC728276	-0.2005
KCTD18	0.42475
SOS2	0.465
CCDC99	-1.81475
C1QTNF5	3.6875
NNAT	0.102666666666667
USP16	-0.28175
LARS	-0.695875
ZBTB2	-0.15625
ABO	0.251833333333333
TRAF3	0.20275
GALNT5	-1.1175
NAP5	2.105375
ALG14	0.693333333333333
KIAA0515	-0.00253846153846154
WDR75	-0.311166666666667
TEX261	0.116416666666667
LY86	1.09
LOC389072	-2.006
FLJ13611	-0.27325
MRGPRX2	0.5165
SNRPA	-1.06275
OR2G2	0.5065
GPRASP2	-0.54975
C7orf42	0.5784
C9orf163	-0.0245
CYP11B2	0.6375
FCRL3	0.429166666666667
PRDX1	0.0225
FGB	-6.34
COX17	0.245
C16orf33	0.71975
PIWIL1	0.1468
FOLR1	-2.57183333333333
KIAA0082	0.1715
FREQ	0.0176666666666667
TMCC2	-1.38666666666667
TCF12	0.0863333333333333
ZNF721	-0.5345
FAM130A2	0.47575
POU4F1	-1.83475
SNRPF	0.554125
SGIP1	2.1705
ZNF641	0.436166666666667
EMG1	-0.506125
PRRG4	1.485
HIRA	-2.0985
MYNN	0.0871666666666667
AEBP2	-0.22
TBXA2R	0.495333333333333
ISL2	-0.918166666666667
PCDHB11	0.047
RNF144A	-0.19675
MARCH5	0.592375
DULLARD	-0.519833333333333
DCLRE1B	-0.355666666666667
ITGA8	1.266
TP73	-0.4325
PRKCD	1.80275
NDUFB4	0.7125
ATP13A4	3.91825
ANTXR2	-0.5085
COL4A3	-0.0841666666666667
MYO10	0.1094
SLC6A18	0.3135
PEX1	-0.12675
TMEM74	-1.4725
RBM19	0.511
TAPBP	0.2427
RUNX1	0.394875
MID1	-1.91308333333333
GPR64	-1.5495
RASEF	3.1665
GABRG1	0.3105
MYO16	-0.42775
DBF4	-1.38116666666667
TSHZ2	2.0955
RIPK2	0.480375
PPTC7	0.0885
KIF4B	-0.766
LRRC31	1.73925
ZNF540	-0.33575
EFNB3	-0.161
LOH12CR1	0.253375
STON2	0.540333333333333
GLP1R	0.228
CSTF2T	-1.438
IREB2	-0.827125
GRSF1	0.142
PDCD7	-0.696166666666667
LRRC43	1.3965
CNR1	-0.603166666666667
IL1F7	-0.3525
C12orf64	1.00933333333333
FAM69B	-0.33525
NR2E1	-1.55483333333333
MS4A6A	2.9295
FTL	0.1069
C7orf36	-0.102
PCLO	-0.0288
DYRK2	1.41158333333333
ARIH2	-0.974875
SAMD7	0.4585
SCNN1D	-0.91675
SLC32A1	-1.25228571428571
C22orf25	-0.601333333333333
MRPS18A	-0.2847
GPR112	-0.256
EARS2	1.2825
ERN2	0.5505
ATPBD3	-0.204833333333333
PRH2	-0.4055
CDKN2D	-0.552833333333333
PGLYRP2	0.4795
TRIM40	-0.41
SEC14L3	0.0535
SLC22A1	-0.14475
BTN2A3	0.23825
RASA4	-0.89925
CCNL2	-1.36791666666667
MYBPC3	0.4595
GJA4	2.978
CDC42SE1	1.237875
TRPV2	-0.6915
MYPN	-2.9271
SIM1	0.1395
CDADC1	0.7725
ZFHX4	1.845
NIBP	0.249833333333333
ADAMTS19	1.21875
ABTB2	-0.764
TSPYL2	-0.835375
EIF2S3	-0.7593
SOX30	0.29975
AP2A1	-0.979
DKFZP564O0523	-0.5155
LOC285398	0.3895
CDH18	-4.8495
CHL1	1.234875
GATS	-0.444111111111111
TBC1D2B	0.1805
OR1J1	-0.632
GSN	0.592166666666667
DPCR1	0.56725
GARNL4	-0.485
SMARCA5	0.26675
PLEKHG3	0.493666666666667
ZBTB45	0.1705
FRMD6	-0.314166666666667
PLS1	-3.6535
DGKZ	0.5435
EFNA1	1.7112
WDR85	-1.38275
ANK2	-0.06175
PAGE4	-1.2455
SENP6	0.378166666666667
AKR7A2	-0.624166666666667
FKBP10	-1.643
VEGFC	-0.669
LARP1	-0.217375
SRBD1	0.66875
ITGB6	3.81875
SLC1A2	-0.527538461538462
INVS	-0.5035
MPO	0.37025
MOBKL3	-0.1725
CUTL2	-1.359
KLK2	-0.118
VIM	-0.59225
REG1B	0.2998
PCDHGC4	0.3355
C3orf34	-0.587333333333333
SUMO3	0.199666666666667
CST9L	0.0245
MLL4	-1.00425
SPR	1.9725
SAMD9L	1.6675
ABCE1	-0.01575
SUPT3H	-1.88
ACTBL1	-1.93225
ADAMTS4	1.19933333333333
SLIT3	3.74725
RHEBL1	-1.543
NPM2	-2.1555
MAN1C1	0.99525
KIAA1856	-0.236666666666667
HSPA6	1.0615
LOC388152	0.112
C10orf140	-2.4015
ZDHHC12	-0.4425
LIN7A	2.4693
PHC2	-0.179545454545455
SPHK1	-0.47825
TRIM26	-0.05925
FAM83E	-0.029
C18orf24	-1.0545
ZNF578	0.4405
ORAI1	0.213
RUVBL1	0.0345833333333333
C7orf20	-1.318
APAF1	-1.102
SLC36A4	-0.995333333333333
MYH11	5.24616666666667
NEK1	0.5815
MPP2	-1.001
C12orf24	-3.2365
TNK2	0.51225
ZNF289	-1.374
MATN3	0.01
IFNGR2	1.369
ITPR1	0.349875
EBF3	2.1333
TBC1D20	0.4447
OR10P1	0.19025
DDAH2	-0.072
SHPRH	-1.051375
STX7	-0.1115
LOC554248	-2.421
BCAR1	-0.052
ATXN3	0.145
TRIM27	-0.457
CDC42EP2	-0.128
CHP	0.00878571428571428
SOX17	0.79575
ZNF259	-0.923166666666667
CHCHD1	0.559375
ZDHHC19	0.389
GBP2	3.352
GARNL3	0.949125
MRC2	-0.075
C1orf52	-0.78625
AOF2	-0.872166666666667
LRPPRC	0.5871
ACVR1C	-1.71916666666667
TM4SF18	2.4055
TMEM169	-0.256
PPP1R16A	-0.448625
EBF1	-0.152
RRS1	1.6855
SNX2	-0.595
OR2T2	1.5915
RBX1	0.11575
ANKRD54	0.657333333333333
TSNAX	1.11666666666667
TMEM83	-1.03775
ZBTB7A	0.603
ATM	-1.69183333333333
LOC338328	1.46316666666667
TIE1	0.928666666666667
HIST1H3G	-0.846166666666667
PASD1	-4.2415
TINAG	0.14775
PCDHAC2	0.3375
LRRC15	1.440875
WBSCR17	-0.57825
TFF2	0.0065
PARP2	-0.9885
NDFIP2	-0.325125
PCDHGB2	-0.579
WDR60	0.0405
MAP7D2	-1.5204
USP45	-0.8875
GSDML	3.043
TNS1	0.1144
PLCD4	-0.3395
IQCD	0.2595
SMPX	-1.6705
CD9	0.590833333333333
SRGN	1.49125
CASP7	0.416125
INOC1	0.384333333333333
DKFZp451M2119	-1.54625
VMAC	0.993
USP53	0.3586
CAMK1G	-0.46975
TMEM106A	0.600666666666667
CDC20	-1.8431
ACSL5	0.647833333333333
CBWD5	-0.8805
C1orf87	-1.15816666666667
KIAA1274	0.43975
PRUNE2	-1.58014285714286
LYPLA2	-0.827666666666667
DOK6	-1.28383333333333
GPR149	0.01875
FAM30A	1.262
TMEM129	-0.00899999999999999
SLC35B3	2.4685
ACPP	1.3981
LOC200261	0.3735
SLC4A7	2.0313
CCDC40	2.11775
GART	-1.17425
THOP1	-1.29325
SCARB1	-0.858625
CACNA1F	-1.26925
