Hybridization REF	TCGA-B6-A0IA-01A-11R-A034-07
SFRS5	-0.693
SNX25	-0.384875
RHBDF1	0.525
PCDH18	-1.90216666666667
HMG1L1	0.34975
MYO5C	1.006875
MAPK10	0.388
LDHAL6A	-0.267
NUDT12	1.84433333333333
NCAM1	-0.723375
GLIS2	1.2655
GGTL4	0.71475
DAPP1	-0.995
ATF7	0.951125
KIAA0748	-1.245
NFIL3	-2.227
TM6SF1	-0.4022
SEZ6	0.479125
NANOS3	1.3
DNAJA3	-0.558333333333333
CLDN6	-2.5145
CIITA	1.4406
EPHA4	-0.781
FANCC	0.08325
CMTM3	-1.194125
PSG3	-0.95475
MRPL15	-0.10725
C21orf59	0.68925
PLCXD2	-0.02825
C2orf34	0.136125
UBE2L6	0.9145
MED14	-0.222166666666667
HP1BP3	-0.3717
C6orf208	1.8025
TPBG	2.2915
OSR2	-2.249875
XPC	0.159333333333333
KLHL7	-0.883333333333333
CCR3	-0.6072
AGTPBP1	-0.753
PCSK6	-1.0452
STAT5A	-1.1577
FAM18B	0.801
LONRF2	1.40716666666667
PTPN2	-0.48225
SF3A3	-0.6615
EFCBP2	0.26625
HCFC1	-2.05016666666667
AHNAK	-0.0707
ACTR5	-0.545
KIF14	-1.29828571428571
TENC1	0.50075
HEATR5B	0.9845
YIPF2	0.550333333333333
MYEOV2	1.03533333333333
DUSP18	1.65725
KIAA1012	1.02925
AHR	1.28466666666667
C17orf53	-1.77733333333333
PTPRH	-3.3805
ATP6V1C1	0.8322
TAS2R3	0.17
LOC440356	1.913
COQ10B	1.16375
PSMF1	0.00724999999999995
SORBS2	4.05141666666667
NFE2L2	0.51975
TMCO7	-0.39025
SH3PXD2A	-0.7741
SH2D2A	0.517
SPINK5	-3.67175
MRPS24	-0.93075
OPA3	0.81125
TRAF7	0.262166666666667
C4orf35	0.228333333333333
MT1G	-1.211625
MGC39545	-0.29825
HS1BP3	0.6735
OR2B2	0.087
CHRM4	0.225
SFRP2	0.181166666666667
RIC3	0.851
ART1	-0.628
C6orf1	1.787
DUS4L	-1.4215
C10orf104	0.453
TNFAIP6	1.001
RTEL1	-1.88425
CCT4	-1.6448
ZNF709	-0.157
CHMP6	-0.0405
UPP2	0.14275
CYP19A1	-2.42325
CD151	-0.4615
NDUFA13	0.477666666666667
ARFRP1	-1.86016666666667
FAM26B	0.4815
CRYBA1	-1.215
MRPL41	0.684833333333333
NPFFR2	0.955125
HRH2	0.304
SCAMP3	-0.250666666666667
MTMR6	0.4868
MTG1	-1.83316666666667
UBTD1	1.3725
CRABP1	-2.7685
FLJ33790	0.1308
KIAA1908	-1.3895
GPR158	-4.339
PACSIN3	0.3515
OMD	1.30266666666667
CATSPER1	0.065
HOXB8	-1.5695
FBXO46	1.411
OAS1	1.07
SVIL	-1.586
PHB2	-1.50675
ADCY3	0.363
NDRG2	0.202833333333333
ERMAP	-0.3297
APBA2	-1.9655
IGSF9	0.33575
WNT6	-0.459214285714286
MYCBPAP	3.90225
ATP2B2	-0.273444444444444
CPVL	-2.2966
TRAM2	-1.33845454545455
NOP5/NOP58	0.01025
ZNRF4	0.49
TLK1	0.264
MTMR12	-0.395071428571428
ZNF384	-1.02966666666667
FAM9B	-2.21625
RPN1	1.3977
PMVK	1.66325
EIF3D	-0.1765
SIX2	-0.71175
HPS1	0.605857142857143
RNF7	1.503
PSKH2	1.705
KCTD13	0.143
CSMD3	-0.7232
FBF1	-1.7355
IL8	-3.206625
SERPINB13	0.638583333333333
FBXL20	0.047
BLR1	0.97925
SH2B1	-0.289166666666667
RFNG	-0.317375
RAB20	-0.192166666666667
RBM7	-2.192
POLR1A	-0.436833333333333
TMPRSS4	-2.6185
TAF9	-0.693875
TERF2	-1.35733333333333
TNFRSF1A	0.360916666666667
ACADVL	0.330333333333333
GTF2H5	0.81675
EDG8	-0.968833333333333
C9orf140	-1.729875
UST6	0.436
ZBTB8OS	0.71375
ZNF710	-0.059
GPR174	-1.956
ATP6V0A2	-0.276
KIAA0319L	-0.296666666666667
XKRX	2.3255
DOPEY2	0.6856
SDHD	-0.0284166666666667
SUMF1	2.5235
OSM	1.6645
OPN3	0.8405
DAGLB	-0.721666666666667
PPFIBP1	-0.951
TRIM63	-4.2335
C10orf53	0.022
LYPD3	1.166
BCL7A	0.1375
AGER	-1.108
TCF19	-1.074
SAT2	-0.27375
PFTK1	1.35966666666667
GABRE	-3.69675
C15orf38	1.3878
FIS1	0.0225
KCNV2	-0.52
CLPS	0.767
PPCDC	-0.457625
FOXN2	-0.2285
NT5E	-3.5772
CD83	0.6195
IL18	0.177375
VPS16	0.0725
IGFBP2	-0.579333333333333
NOTCH2	0.64725
SIGLEC1	1.094875
CD93	3.029
SULF2	0.5375
CEP164	0.171125
P53AIP1	-0.2732
TOR2A	0.136666666666667
ZNF136	0.95725
MGP	1.5446
CCDC144A	1.28066666666667
TRPC1	-2.262
SMS	-0.4475
MAPK7	-0.5125
RRAGC	0.76075
PARD6A	1.15216666666667
NUB1	0.0613333333333333
SYNGR4	1.3965
OR11H12	-0.114
WIF1	0.47325
GCH1	1.94475
OR11H4	0.2375
SLC44A5	-0.3905
GPRIN2	1.235
LOC401431	-0.571
CPA4	-2.9673
MELK	-1.82222222222222
IL15RA	0.35775
CUL3	0.481625
HMBOX1	0.1005
PODXL	-4.2485
CCT6B	0.3875
COMTD1	0.926
MUC20	1.87783333333333
GPX2	-3.379375
ITK	-2.285
FBXL5	1.67875
C13orf27	-0.93575
DEFA5	-0.3105
TRHDE	-0.19
MTP18	0.293333333333333
UQCRQ	1.8796
ITGB2	0.00075000000000001
CSRP2BP	-0.5755
TAS2R44	1.1095
PHPT1	0.533125
FAM44C	-0.6235
ERH	0.9705
MPHOSPH1	-1.53966666666667
MORC1	-0.155
PARVB	-1.09625
LAMA1	-2.25541666666667
PGBD3	0.02875
GIMAP6	2.8255
AREG	-5.96083333333333
LIPT1	0.009
MGC99813	0.1615
C1orf201	1.19433333333333
GRIN2A	-0.520333333333333
MAN2C1	-1.356625
NSUN5	-1.376
SF3B5	-0.81975
MYC	-1.7069375
NRXN1	-0.739833333333333
ZNF18	1.64775
SPDYA	0.036125
SLC37A1	1.437
DECR2	0.335
ANKRD38	0.478625
SPTLC3	-0.24325
SUPT16H	-0.47575
DTWD2	0.32375
ULBP1	0.353
ZADH1	1.08516666666667
OIP5	-2.239
IL10RB	-0.681666666666667
OTUB2	1.386
VWA3A	0.718666666666667
SPIC	0.023
OR6C4	0.2615
PSCD4	0.192
DPY19L2P2	-0.9
TRAPPC6A	0.644
C21orf2	-0.6885
CEMP1	0.40375
LIN7B	0.3045
E2F7	-1.88216666666667
VCP	-0.503875
LAMA3	1.75708333333333
BGN	0.3645
GPR160	1.642
COCH	-4.4
GPR81	1.5225
APOBEC3F	-2.979
tcag7.1017	-0.415
C1orf32	0.643
SCGB1D2	7.14225
FLJ43987	0.186
C6orf170	-0.275
KLK9	0.921
GPD1L	2.72425
VPS37B	0.6145
ATG3	-0.146666666666667
ADAMTS17	0.204
KLHDC2	-1.52133333333333
NDUFV2	0.59675
BLK	-2.99375
MATN4	0.164
GPM6A	0.0948571428571428
GBP4	1.0185
TMEM162	0.735666666666667
PKP2	1.391
HRASLS	-0.474888888888889
MMP1	-4.30475
SFXN3	0.5077
FSD1	-1.7075
ST6GALNAC3	-3.13966666666667
CA12	3.852
NCOA6	0.31475
C19orf58	0.1893
PPP4R1	-0.706833333333333
MAN1A2	1.06083333333333
IKBKAP	-2.4805
UPF1	-0.532166666666667
KIAA1219	0.265
WNT16	0.784833333333334
SNW1	-0.193625
IL18RAP	0.1825
RPP30	-0.62125
CDC40	-0.632571428571429
SETD3	0.685666666666667
SLAMF6	-0.455
ELK4	0.6645
TRIM47	0.574833333333333
ACOX3	0.2395
TRIM6	-1.15625
KIAA0372	-0.687333333333333
TP53AP1	1.606375
SMURF2	-1.7115
ADAD1	0.08225
EBP	-0.6636
KRTAP13-2	0.704
FLJ36874	-0.9355
TOR1A	-0.0428333333333334
P2RY4	1.247
GPBP1	-0.52275
TRPV1	-0.588875
ADAMTS12	-0.838166666666667
PES1	-0.7863
ATG4A	1.317
MAGEA10	-4.01825
WFS1	0.98375
CC2D1B	-0.544666666666667
PABPN1	0.431
SLC25A30	0.281
SLCO1C1	-1.45116666666667
SLC22A5	2.438
KIF23	-1.8605
SYN2	-0.5405
ASPN	7.32333333333333
CENTG2	2.04975
QSOX2	-2.7457
FLJ10815	0.0561666666666667
STK24	-0.037
SPEG	-0.5693
STK10	-0.602833333333333
DACT2	-1.6105
AAAS	-1.004
SSX3	-1.05414285714286
ABCD3	-0.2675
C4orf12	-0.419625
PARVG	-1.21766666666667
FIG4	-0.0695
C9orf46	1.92375
TMCO6	-0.5465
IGHMBP2	-1.75975
DUS2L	-1.74333333333333
FAM3C	-1.109125
TMEM16D	-2.06125
DCTN4	1.1725
KCNH3	-0.2565
EIF2AK2	1.54325
AP1S3	1.50575
CST4	-0.168
PAM	2.70325
NUTF2	-0.7225
CITED2	-1.6102
SLC39A4	0.61825
C2orf52	-1.165
GRM3	0.107
C12orf49	0.322375
CCDC49	-1.2753
GRAMD1B	-1.02825
FNDC4	-1.3175
SIAH2	2.35425
GDPD4	0.31675
C21orf87	1.45675
ATP5A1	-1.28366666666667
C16orf63	0.20425
LOC388135	0.328166666666667
ATP5J2	-0.124875
MMP3	-4.999
EMID2	-0.04525
CRHR1	0.58025
WDR70	-0.73975
C13orf31	1.84525
ZFAND1	-0.6455
CCL18	3.25983333333333
C3orf49	0.628
RINT1	-1.378
KIAA0408	-1.99333333333333
F13A1	2.6352
SLC10A1	0.617833333333333
OGN	1.355
GIPC2	-2.4445
XPO6	-0.610166666666667
LCE1A	1.2855
FMR1	0.476
LOC374920	-0.1005
DUSP3	0.62
ANKMY1	-0.3025
C7orf50	-0.6285
BBS9	0.3405
UNC119B	-0.25625
C9orf72	0.47775
MGC35440	0.2445
ENTPD6	-0.233875
PPP1R2P9	0.168666666666667
ERCC4	0.98725
FAHD2B	-0.6335
HMHA1	-1.89
HACL1	-0.3135
RAD23A	0.0803333333333333
FAM83B	-2.02975
PPP5C	-1.984
RNASEH2C	-0.027375
C9orf153	-0.06275
SCAMP4	0.531375
GHITM	0.6602
NDUFB7	0.38375
ADCYAP1	0.667166666666667
SP110	1.23383333333333
MAP3K7IP2	-1.27825
DHH	0.7695
AGRN	-0.469285714285714
WDR33	0.1235
CEP290	0.661166666666667
PRPS1L1	-1.12966666666667
KLRA1	-0.4145
GPR97	0.6405
CHD7	-2.59333333333333
TLR10	0.34025
SLC30A8	-0.7075
HIC1	0.0916666666666667
IAPP	0.273
RXFP4	0.46475
GP1BB	1.13325
SHQ1	1.808
NKX2-3	0.408666666666667
API5	-0.28225
FTHP1	0.1335
MOV10L1	0.807166666666667
TRIM6-TRIM34	2.79216666666667
ADHFE1	0.72475
FAM117A	-1.21225
DDI1	0.5515
CDON	1.28483333333333
TRIM73	-0.41
IGKC	0.687
MMP14	-0.279333333333333
DYNC1LI1	0.722
C11orf66	1.75
TRBV3-1	-1.6395
FASTKD5	0.269
BIVM	-0.22275
LHX4	-0.07175
CXCL2	-3.2032
RAB2B	-1.0755
IZUMO1	-0.214
MAP3K15	-1.41375
FAM19A2	-0.336
ZC3H8	-1.403
ZMAT1	1.235125
SPINK5L3	-2.12625
SLC10A6	0.6765
APPL2	-0.361125
CARD10	0.169833333333333
LOC402176	-1.21525
EEF1D	1.2918
RAB6A	0.8212
C12orf5	-0.249875
PAPOLG	1.3165
MSRB2	0.505
BCR	-0.523611111111111
PUS3	0.73575
TIAM2	-0.839
ZNF317	0.0571666666666667
CHD2	0.124642857142857
FZD5	-0.449545454545455
NUDT8	-1.46975
ZNF763	0.111
PRC1	-1.40755555555556
ABCB9	0.396
SPATA3	0.60675
TRAK2	0.660625
STAB1	1.957
LRRTM2	0.321833333333333
psiTPTE22	0.92825
DBI	0.93625
SERPINA11	-0.78375
NAT5	1.219
C20orf58	-2.40525
RPS6KA4	0.322833333333333
FLJ90650	-0.44425
TGFBRAP1	0.154
CHRDL2	1.45125
FAHD2A	-1.071
CNTN1	-0.2875
BBS4	-0.4829
TMEM181	1.544
MINPP1	-0.51775
MPHOSPH6	-0.832583333333333
HOXC10	-1.1821
ITPKB	0.9645
CLPTM1L	-0.667625
MEOX2	-1.69216666666667
ATP6V0C	1.230625
PRPF8	-0.9525
TMC5	4.39225
FKBP3	-0.5325
PLEKHB2	-0.36425
OR4D6	-0.014
ZNF544	-0.421
D2HGDH	-0.711875
RPL18A	-0.6806
HEL308	-0.732125
MPP6	-4.116
TCERG1	-1.576
KRT16	-1.31716666666667
KLF17	-0.98325
KLF5	-2.772625
CDR1	1.374125
VCX3A	-5.6425
FBLN2	0.838125
C14orf104	0.000999999999999997
HBE1	-4.8525
OR4S2	0.931
C1orf108	-0.715833333333333
ROBO4	2.16666666666667
CPEB4	1.278875
C11orf80	-0.6955
BCKDHA	-0.274833333333333
MYOC	0.509
GIF	-0.0145
CKMT1A	1.803
RPL3	0.0106
THBS1	2.2155
APOO	0.0975
ARMCX1	-0.13175
HSZFP36	0.2235
SNAPC5	-0.2345
EIF4ENIF1	0.706
ZNF433	0.12925
TNFRSF21	-0.395125
TMPRSS7	-0.259
SPATA18	1.6904
HPDL	-2.4925
MKL2	1.441
TBX3	1.77046153846154
C21orf93	0.568333333333333
DAXX	0.06725
ELMO1	-0.632625
RGS13	0.502
TAF11	-1.4735
UNC13A	-1.28525
LOC653314	-0.5409
ORC3L	-0.08825
IMAA	-1.757
TARBP2	-1.3195
CABIN1	0.1464
TRIOBP	0.1215
HIST1H2AC	1.613875
RGS22	2.04416666666667
NCOA1	1.14116666666667
IL25	0.8725
SNCG	2.2855
GPR6	0.637
AMDHD1	-2.76433333333333
CHEK2	-1.059375
C6orf142	-1.9595
DRD4	0.602
C14orf68	-0.7195
GDF11	-2.8795
SEMG2	0.144
CD247	-3.6985
CDAN1	-0.3775
RBMX2	-0.291333333333333
TGS1	-1.612
OIT3	0.15625
SYF2	0.30575
MCM4	-0.550875
PKHD1L1	-0.176875
CEP192	-1.44283333333333
IFT88	1.18675
RPL9	0.351
RAB32	-1.63875
DDX43	-3.814
P2RX2	1.25333333333333
OR5D18	-0.0045
UBE1	-0.731
SLC24A1	0.520875
ARHGAP5	-0.84425
CETP	-1.091
KIAA1731	-0.551666666666667
SLC9A4	0.7125
PTPN6	0.66675
BAHD1	0.35
GRIK3	1.8385
CACNB2	-0.7669
PDE10A	-1.58325
DGCR14	-0.07725
PCDHB9	-2.13066666666667
RHOQ	1.308
MAP3K4	-1.457
KTI12	-0.0401666666666667
RPL23AP13	-0.501
GNG11	-2.6105
CLCN3	2.0095
GPAM	-1.056
VSTM2A	1.286
SLAMF7	0.887833333333333
INTS2	-1.188
PPP2CA	-0.0154
LRP12	-0.988466666666667
SEC14L2	3.682
DKFZP586H2123	0.8205
MC3R	-0.1305
CIRH1A	-2.57183333333333
HIST1H2AB	1.62766666666667
POLH	-0.139125
MGC16703	-1.81183333333333
SNAPC2	0.455
FILIP1L	-0.64425
RASGRP4	0.373
LRRC1	1.12675
GAS1	-1.113
PRAC	-0.793
DGKA	0.155
NT5C3	-0.192
PEG3	-2.98475
NADK	-1.07575
PRR17	1.072
LOC374569	-0.50425
SGSH	-0.037
NLRP8	0.5
GALT	-0.9097
MCF2	-0.214
ZNF263	-0.72175
TACSTD1	1.22633333333333
TYR	-6.0982
ATP6AP2	1.04575
RNUXA	0.1945
ABHD10	-1.0451
GDPD2	0.8735
SLC35C1	0.90975
UBE2A	0.559
HERC5	-2.3805
FAM112B	-4.22933333333333
FBXL16	1.676
DKFZP434A0131	-0.4955
ELA3A	-1.7595
RBM41	-0.353375
HAO2	0.7635
RNH1	-0.539125
SHANK2	0.127166666666667
OSBP2	-0.771375
DAK	-0.508833333333333
C3orf58	-0.746333333333333
TCL1B	-0.925
KBTBD2	-0.4715
SUGT1L1	-0.5255
UBE2E2	-2.665
MYL9	2.311625
CDC23	-0.859
PBXIP1	2.2438
CXorf40B	-0.4375
NBL1	0.413
RTBDN	0.7655
RAB11FIP5	0.47825
TTTY13	-0.15
SCOTIN	-0.0265
SOHLH1	-0.470833333333333
CDKN1A	0.5115
NCK1	0.05725
ZNF550	-1.81225
SAPS3	0.728333333333333
SPIN3	-0.0255
MAGEE2	0.202666666666667
MIS12	-0.6505
OR8H2	0.2065
KIAA0774	-0.5855
UNC5D	-2.235
CUL7	-1.71816666666667
LIPC	-3.43266666666667
DIO1	4.26275
C20orf11	-0.6364
CTRL	-0.7155
HS3ST2	1.743
PAK4	0.718666666666667
CCRL1	2.55225
RNF10	0.812625
ZNF567	0.33675
ZNF660	-0.9655
TCEAL3	0.62725
MAGOH	-0.1385
CENPB	-0.114
C19orf7	0.2835
LOC388965	0.39375
ZCCHC13	1.047
JMJD1A	-0.5734
HIST1H4H	0.982
TBRG1	-0.5704
GPC3	-5.640375
TAF1C	-1.444625
EBNA1BP2	-0.831333333333333
CIAPIN1	-1.40925
PDGFRA	-2.03477777777778
CSTB	0.68825
CENPI	-1.61716666666667
GTF2E2	-1.49416666666667
RPP21	0.42075
CCNF	-0.691666666666667
KCNQ3	2.2105
FAM79A	1.3255
SLC22A12	0.894
NOVA1	2.30133333333333
FZD3	-0.3196
AKAP8	-1.31225
SOCS5	-0.307375
CFDP1	-1.9455
DLG5	2.27825
PGM5	0.00983333333333333
C1orf144	0.350083333333333
HDAC10	-1.613
RND2	0.49975
C20orf199	-1.08175
RNMT	-0.93925
SLURP1	3.227
ASTN1	-0.486
SH3BGR	1.378
MYCL1	-0.345125
ZHX1	0.894333333333333
CENPK	-2.854
FOSB	2.3761
LOC643406	0.507
C2orf59	-1.279375
TMEM135	0.283125
SLC27A2	1.178
KRT33A	1.6865
OVOL1	1.396625
PAMCI	-3.72883333333333
S100A7	-0.51
ZNF789	-1.8435
HARS2	-0.507
RPL23A	-0.9745
TCF23	0.52575
UPF3B	-2.1105
C17orf78	-0.1625
HLA-DOB	-0.257666666666667
C14orf142	0.966
TEKT5	1.38183333333333
DMWD	0.381
POLD1	-1.6905
GSCL	0.197
CALD1	-1.4273
SCRT1	0.8075
AIG1	0.553
UNC84B	-1.46075
ZNF404	-1.11525
TMED6	-3.13225
KIAA1462	-0.649
LRRC27	1.42233333333333
PYGO1	0.535
PIGU	-1.4
ALAS2	-3.585
WRNIP1	0.134625
CNNM3	-0.3985
ZNF2	0.75875
ST3GAL5	-1.12216666666667
MRPL23	0.33275
TSSK6	-0.8395
PSMA6	-0.49725
C16orf70	-1.09825
KIAA1602	0.728
ALMS1	0.036
DCN	0.162125
TMEM132D	-0.858
SUCLG2	0.44575
ABHD14A	1.7645
DEXI	1.03983333333333
AMPD2	-2.005
IFNAR2	0.195166666666667
CYB5A	1.8312
TLOC1	0.65345
NXF5	-0.279333333333333
NRBF2	-0.0655
KCTD3	2.3205
ITGAE	-0.933333333333333
SLC30A3	-2.03416666666667
ZRF1	-1.64
IFRD2	0.223625
XAB1	-0.3785
PYCR2	0.816666666666667
SERPINB3	-3.43
TMLHE	0.0139
GEFT	-1.07625
ABCA5	-1.63425
EMR4	0.495
TSFM	-0.3655
HIST3H2BB	1.16
ARHGEF19	0.11775
TSPAN17	0.0618333333333333
ABCC8	5.295
MAP1S	0.0876666666666667
C22orf36	-0.03725
BNC2	-1.29064285714286
HIST1H4A	1.4625
NDUFS3	-0.284833333333333
WDR3	-0.459833333333333
XKR4	-0.3295
TTC33	-0.352214285714286
STMN2	1.98675
CPN2	-0.602833333333333
HSPC105	0.30175
PCOLCE2	-6.245
C3orf55	-0.0845
KLHDC9	4.09633333333333
TBC1D23	1.16375
ATXN2L	-1.01225
MAP2K3	-0.205666666666667
SCAP	0.3105
ZNF486	0.732833333333333
C20orf96	1.3225
NARS	0.21675
ADAMTSL1	-0.978142857142857
PRCC	1.03033333333333
CCDC126	2.43291666666667
ZNF675	0.21125
CALCOCO1	0.17625
ANKRD43	3.69575
CWF19L2	0.824666666666667
ZBTB32	0.3705
BRAF	0.8225
ODF4	0.426
MGC14376	1.07516666666667
HORMAD1	-2.4094
AAK1	0.466583333333333
PEBP1	1.2135
TNFSF5IP1	-0.424666666666667
DKFZp564N2472	0.5885
RMND1	1.18475
IGKV1-5	0.359
COL1A2	2.24983333333333
SERPINA5	-0.366375
AANAT	1.251
C19orf21	1.44533333333333
GEMIN5	-0.3765
UBR4	-0.9045
LTBP3	1.073
AMHR2	-1.59066666666667
PROCR	0.236
MYBBP1A	-0.7985
C20orf39	0.470333333333333
ZNF697	-1.708625
PASK	-0.8165
ZNF776	0.805
RFXDC2	-0.178125
KIAA0467	-0.2005
C10orf96	-1.49475
ZNF503	-1.065
GULP1	-3.23233333333333
KCNE4	6.0915
DKFZp434K191	-0.007125
LOC196913	0.299
BHLHB4	1.297
CH25H	-2.19225
LOC81691	-0.149666666666667
ALPL	-0.546214285714286
COL12A1	0.406375
FOLR3	-2.4375
GPR123	0.258125
TRIM62	0.490071428571429
ABLIM1	0.231333333333333
MAST3	-0.52275
RHBDD1	1.19433333333333
LOC338809	0.5605
RYBP	1.02775
TTC26	0.602875
ZNF22	-0.665166666666667
ISCA2	0.125
RDM1	-0.8695
PIGM	1.82625
GNB3	-1.1225
ACTR2	0.8394
HMGB1	0.5869
EDG1	0.499833333333333
SOAT2	-3.11125
OR10AD1	1.0185
RAP1GDS1	2.34433333333333
LCE1F	0.621
ESM1	-2.077125
RCN3	0.89575
CREBL1	-0.32675
DBNL	-1.4455
PTGER3	2.056
USP30	0.266
BCL2L12	-0.661333333333333
KIF26B	1.6475
ZNF416	0.05675
ZNF225	0.0505
C17orf70	-0.74425
ZNF554	1.95025
RAE1	-1.44616666666667
TNIK	1.7735
ACTN3	0.2545
MGC45922	0.745
CCNA1	-2.0215
RYK	1.03933333333333
IL26	-0.504
LRP3	0.522166666666667
QARS	-0.54025
SOX7	0.179285714285714
BID	-0.2645
OR2S2	0.015
CXCL14	5.54075
C11orf47	-0.6265
MGC29891	1.19016666666667
HSPB8	0.1155
PRDM14	-0.546
NUFIP2	0.085
MNAT1	-0.92775
ZDHHC2	-2.48716666666667
MBNL2	-0.498125
ADD3	-3.81875
CSNK2A1P	-0.7355
KLK6	-1.3275
TMEM111	1.9177
KIAA1279	1.2
NUBP2	0.229333333333333
RAB42	0.09325
ID3	-2.2025
TM9SF1	0.162
MDP-1	0.28
POU4F2	1.26575
IQCK	2.09175
C16orf14	0.65925
CAPN3	-1.682625
FAM43B	-0.7245
RECQL	-0.7405
AP1G1	-0.367714285714286
CTNNBL1	-1.11233333333333
ECHDC1	-3.85233333333333
SMARCC1	0.8212
FOXQ1	-1.905625
GNAI3	-0.521666666666667
POLG2	-2.714
CD4	0.6135
ITLN1	-0.263
EBI2	1.893
IRF1	-0.2895
PTPRE	3.7606
PTK2B	-0.982
NXNL2	1.87
SOX4	1.22005555555556
TSPAN3	0.723
SH2D1A	-4.31966666666667
C8orf58	-0.990333333333333
USP20	-1.42925
DUSP22	-0.7875
CALB1	-2.88383333333333
L3MBTL2	1.21508333333333
MCRS1	-0.7725
TMEM118	-0.509
C18orf8	0.786833333333333
FLJ10241	-0.090875
GJA12	-0.12325
PKD1	-0.920333333333333
ZFP3	-0.184
JAM3	-2.7775
LAPTM4A	0.8351
DIRC2	1.64325
KIAA2022	-1.002
MYOM1	-0.688
TRPM8	-2.54433333333333
MOP-1	1.308
PHKG2	0.702875
ZNF650	0.573
KIAA1522	0.8095
PSG8	-1.2325
DDX19B	-0.9575
MOBKL1B	-0.12575
DIAPH2	-1.5335
PTPN12	-0.4205
CLN8	-0.1977
CRYZL1	0.0538333333333333
CRY2	0.29625
FCGR2B	1.89316666666667
PNPLA4	2.240625
ZNF454	-1.715
DKFZp434B1231	0.312
CLDN11	0.7402
RFWD2	1.382
CIB2	0.274833333333333
MXRA8	2.709
HRK	0.5005
MAML2	-1.821
C4orf31	-0.6745
C6orf192	-2.9455
COG6	1.17175
FAM5B	3.475
NFATC1	1.5192
SEPT10	1.18025
SCYL1	-0.9891
RPP40	-1.59125
SCOC	0.6093
KIAA1450	-1.86975
CTDSPL2	-1.0575
TBX5	0.719
NAPG	1.01375
RHD	-4.34525
C14orf45	2.30916666666667
ZBTB22	0.9105
PLCG1	-1.758
ANKRD10	-1.094375
AQP7P2	-0.2225
TAGLN2	1.251
HTR2C	-0.768333333333333
SLC16A7	-1.29816666666667
C17orf83	0.358
TSGA14	-0.06425
MDH1	-0.12975
PPP3R2	-0.114833333333333
DCBLD2	-0.988428571428571
RBM33	0.440375
DPH3	-0.4825
SYT10	0.121
FMO4	1.528875
THYN1	-0.819
DRD5	-1.6635
OTOR	-0.00874999999999998
PGRMC2	-0.7794
KATNAL1	-0.13025
PAQR6	-3.496
UBE2I	0.36725
C14orf28	0.422
C8orf70	-1.862
FLYWCH1	-0.07225
ANGPTL3	-1.02275
GLRX2	0.756
ATP11A	-0.460071428571429
ARL5B	0.701125
MUC16	1.61575
SLC25A5	-1.47192857142857
ACRC	-2.31725
MYO1C	-0.2345
FAM89B	1.26
FAS	-2.062
KIFAP3	0.54125
GLRA2	1.3135
BTN3A2	0.2436
CNKSR3	-3.852625
CSTF3	-0.632166666666667
ARPM1	-1.9855
KIAA1530	-0.206
C9orf150	3.07933333333333
PRKCI	1.2765
tcag7.1015	-1.58075
SOD3	-2.4785
ZNF574	0.17375
CYP21A2	2.0955
RPL12	0.193
COMMD2	-0.501
WIZ	-0.86425
LOC344405	-0.81825
ALDH4A1	-0.288470588235294
CRYAB	2.21975
COPA	0.609366666666667
PCDHGA7	0.8045
KIF11	-0.861333333333333
RASD2	0.103
SLC26A3	-0.016
ZNF175	-1.157
JAKMIP2	-3.039
C8orf4	3.96933333333333
PTHLH	-1.39625
SLC40A1	4.19166666666667
OR7D4	0.712833333333333
PCDHB17	-1.4075
CD36	-1.08807692307692
C6orf203	-0.5569
PRKG2	-1.357
LOC400566	2.12725
ANAPC13	1.08225
SLCO3A1	2.09875
ZNF692	-1.9065
FANCL	-1.8375
SH3GLB1	0.28275
C12orf61	0.5085
KBTBD6	1.037
SUPT5H	-0.042375
XRCC6	-0.405
HUS1B	-1.2672
FAM133B	0.181785714285714
LOC728276	0.4525
KCTD18	1.51275
SOS2	0.616666666666667
CCDC99	-1.7915
C1QTNF5	2.331
NNAT	0.253166666666667
USP16	-0.364
LARS	-0.544875
ZBTB2	0.88425
ABO	1.05933333333333
TRAF3	0.959
GALNT5	-2.7155
NAP5	1.083375
ALG14	1.4205
KIAA0515	-0.376192307692308
WDR75	-0.115333333333333
TEX261	-0.736666666666667
LY86	-0.21825
LOC389072	0.2325
FLJ13611	0.15
MRGPRX2	0.5645
SNRPA	-1.0235
OR2G2	1.131
GPRASP2	0.7245
C7orf42	0.4632
C9orf163	0.2125
CYP11B2	0.0245
FCRL3	0.0101666666666667
PRDX1	-0.279
FGB	-5.945
COX17	1.98333333333333
C16orf33	0.588
PIWIL1	-0.351166666666667
FOLR1	-2.1075
KIAA0082	-0.81475
FREQ	-0.524
TMCC2	-1.75633333333333
TCF12	0.1925
ZNF721	1.036
FAM130A2	0.34575
POU4F1	-1.69175
SNRPF	-0.814375
SGIP1	0.0661666666666667
ZNF641	0.0383333333333333
EMG1	-0.7215
PRRG4	3.035
HIRA	-3.53025
MYNN	0.412
AEBP2	-0.02725
TBXA2R	0.631333333333333
ISL2	-1.66766666666667
PCDHB11	-2.268
RNF144A	-1.502
MARCH5	0.8445
DULLARD	-0.726333333333333
DCLRE1B	-0.370333333333333
ITGA8	0.2635
TP73	-0.031875
PRKCD	1.783
NDUFB4	1.35675
ATP13A4	1.01725
ANTXR2	-1.8115
COL4A3	0.0971666666666666
