Hybridization REF	TCGA-E2-A10A-01A-21R-A115-07
APIP	0.177
PLA2G3	-2.92383333333333
CCDC84	-1.2525
MYLIP	0.590076923076923
PHIP	0.20125
AARS2	-0.401666666666667
DHX32	0.7755
SCAPER	0.9335
MEN1	-0.065625
NIP7	-1.8965
FLJ25404	0.143
FASTKD3	-0.1735
TMEM158	-2.32083333333333
RARA	0.838
BDH1	0.216
ANKRD16	-0.146
CARM1	-0.343
SS18	0.410833333333333
IKZF2	0.841333333333333
MYD88	0.515
PML	0.33605
TAF1A	-1.85575
CBFB	-1.326625
HIST1H3H	-1.182
C7orf29	-0.7035
COMMD4	0.669666666666667
DPP3	-0.31175
DAB2	-0.10875
LOC388882	0.336
YPEL4	-1.2425
AGBL3	-0.10025
LRP6	-0.2104
SERPINH1	-0.31225
TLE1	-1.04875
CD244	0.137
ZDHHC15	-0.3445
MGLL	1.6672
PLDN	0.37725
LOC654346	1.896
FAP	3.4015
GPR37	0.656833333333333
SCARA5	-1.28233333333333
EBF4	1.97609090909091
LSM6	-0.1645
MLLT1	-0.044375
SLC5A12	0.33625
A2BP1	0.089
COPS5	0.245666666666667
TPM4	0.199357142857143
TNFSF4	2.38266666666667
ACADSB	0.761055555555556
HERPUD1	-0.37675
BCL2L11	-0.609944444444444
CEP78	-0.701
CDCA3	-1.715625
WBSCR19	-0.023
MYO1A	-1.9965
PPEF1	3.258
LOC440348	-0.20875
CPEB2	2.426375
BPTF	0.0586666666666666
RPL21	-0.3981875
GSX2	0.4045
ADPRH	1.6015
C17orf68	0.591333333333333
KCNS1	-0.702833333333333
MLLT6	0.0228
PIWIL4	-0.07675
RNF26	-1.22725
RAP1B	0.072875
ADAMTS1	-2.9258
ZNF571	0.88
P2RY6	0.05675
TRIM21	0.9855
CADM3	-0.325
NLRC5	0.415
ADRA2B	-0.0336666666666667
LOC90835	1.316625
PCF11	-0.11875
LOC400451	2.278
GLTSCR1	0.1023
C17orf88	-0.787
CDH16	-1.521
FGF7	1.040875
PCSK4	0.0401666666666667
NPC1L1	-1.0965
TAT	0.115875
TBCA	0.13475
MGC33407	0.09225
GPR115	-0.76375
CYGB	0.427
FNBP4	-0.643666666666667
C12orf43	0.0305
CBL	-0.5141
CLECL1	2.01525
PPAPDC1A	2.32575
WDR25	0.133666666666667
SGCA	0.1575
C22orf29	-0.8218
YIPF1	2.172
GALK2	-0.555
RAB3B	-1.24166666666667
LOC440087	1.15525
UCP1	-0.2475
REEP5	1.76125
FADD	-0.2634
FOXA1	4.29575
CACNA1A	0.398333333333333
ABI1	0.4205
GRIN2D	-0.4695
SLC1A4	-0.186833333333333
LOC401127	-0.1845
HINT2	0.27775
PLD4	0.325333333333333
ZNF286A	-0.8685
ENY2	-0.07925
IL1F6	0.748
PXDNL	2.3095
C20orf79	-0.646
TNFSF13B	3.16516666666667
DENND3	0.04575
JARID1D	-2.60275
HIST1H2AK	0.1755
LOC93349	0.1997
SSH1	-0.6225
ENSA	0.8825
LOC219854	-0.3995
CKAP2	-0.3652
DKFZP564J102	1.32583333333333
MGC87315	0.349833333333333
HNRPAB	-0.52
AMH	0.892
ZNF526	0.226
BRUNOL5	-0.1069
CACNG3	0.488333333333333
TRPM1	-1.48
PPP2R1A	0.156375
COL2A1	-1.595
DDN	-0.246
FLJ25770	1.01972727272727
HK2	-0.606642857142857
ELOVL6	-0.768625
MDK	-0.42575
EPHX1	-0.0545
RASSF2	0.617125
DKFZP434B0335	-0.15
DLX3	-0.306125
PRTN3	-0.58375
AVPR1A	0.55825
C21orf125	-0.30475
TNFAIP8	-1.449
GNB2L1	-0.91625
CALCRL	3.051
SCGB2A2	7.90566666666667
UBXD7	0.294
ZNF674	0.049
TMEM35	-0.395125
BRSK2	-0.949625
HECTD3	0.532333333333333
TMEM188	-0.197833333333333
LGALS9	2.157875
SCARB2	0.917666666666667
USP34	-0.238
C17orf28	1.90058333333333
ZDHHC23	0.3615
AQP12B	0.296
SLC16A3	-2.01925
APLP2	0.029375
ITIH2	-5.8475
MICAL3	-1.399375
TNNI3K	0.8715
HDAC2	-0.461125
PRR7	-1.6173
THBS2	0.400375
LOC751071	-0.7465
CA2	-0.197666666666667
RANBP17	0.43275
RLN3	0.1725
CRYZ	0.2065
GBAS	0.169166666666667
TAS1R1	-0.59425
MPZL3	0.6885
PCDH8	-2.29575
HSP90B1	-0.0793333333333333
KCNK15	2.1945
TNIP2	0.026
GPR146	-0.912
NOL6	-0.183625
SPC25	-1.254
STEAP2	2.009
VAMP3	-0.114666666666667
TCIRG1	0.61925
ZP4	0.337666666666667
PARL	-0.1885
TRIM39	0.444666666666667
KIAA1305	0.084
CRNN	0.473
GRN	0.692
HSH2D	1.80125
SCAMP1	1.12725
KIAA1913	0.80975
PTS	-0.17975
BANP	0.0479285714285714
PRKACG	0.07175
ADCY6	0.9045
C16orf46	-0.1685
CYP51A1	-0.3205
DDC	-6.13025
ANPEP	-0.6495
PROM1	-2.8315
SIGLEC10	1.546
COPG	1.335
FAM26E	1.525125
TRIP4	1.48025
SNX3	0.362
C1orf175	0.2895
PPY2	0.09625
C14orf152	0.02775
FTSJ1	-0.660333333333333
DST	0.7066
LOC554235	0.12075
GLRX5	-0.2705
C20orf12	1.5767
CAB39	0.554333333333333
MSH2	-0.600666666666667
PIP4K2C	1.31925
CYLD	1.346
WTAP	0.343375
MGAT4A	2.77788888888889
TSC22D4	-0.1669
CHRM2	-2.016
PPYR1	-0.04
CCNH	0.955666666666667
RRM1	-0.094
ECAT8	0.58125
LOC400120	-0.297
GABRA4	-0.3425
C14orf4	0.352833333333333
C1orf59	-1.11275
CTDSPL	0.789333333333333
NHEDC2	-0.5055
PDE11A	1.4155
KLHL29	-1.30225
CD5	-1.4258
TSPAN9	1.1783125
WDR67	-1.21725
THUMPD1	0.1453
C18orf17	0.72875
CLYBL	-0.722833333333333
FLJ13231	-0.199375
CMBL	0.85225
LECT2	-0.31875
NKAPL	2.34216666666667
LOC654780	0.5945
OR4C6	0.5245
RAB30	1.07783333333333
TSSK4	-0.2815
TMEM163	-0.245
OSBPL11	0.193916666666667
GNB5	0.490166666666667
CCL21	0.1865
C1orf121	-0.9915
FMO2	1.0305
RPTN	-0.2435
MSTN	0.48
VCL	-0.128285714285714
FYTTD1	0.05625
C11orf1	-0.8855
CCDC88C	0.711875
HFE	0.657166666666667
MOGAT1	-0.0405
FAM125B	1.0245
IRGQ	0.294
RAVER2	1.3495
AKAP5	-0.6565
SSSCA1	-0.42475
C11orf63	1.4135
ACTG2	-0.2658
PORCN	-0.728
DTL	-2.10127272727273
TMEM151	0.2365
FAM122C	0.03775
RSAD2	3.737
BAT4	-0.2945
KRTDAP	-1.64133333333333
MYH8	1.458625
CRTC3	1.0555
LRRFIP2	0.2542
INTS4	0.676166666666667
TTN	-2.37283333333333
SLC26A5	1.2345
PLLP	-1.50725
RGS6	-0.977625
SRGAP3	-0.367625
ZNF525	0.101833333333333
NBR2	0.165833333333333
C13orf1	0.8514
ZNF137	0.393
CEP27	-0.59425
BEST2	0.1575
RNF121	-0.4155
DMRTC2	-0.27425
C8orf76	0.18675
BCCIP	0.104125
MEST	-1.7795
HTRA2	-0.4095
ANGPTL2	-0.046
ILKAP	-0.024
ERAS	-0.0635
HBS1L	0.25525
CPA5	0.1235
TMEM30A	0.444666666666667
CD300LF	1.50383333333333
WISP3	0.0585
CRK	0.305642857142857
PDS5A	0.1194
BRPF3	0.606166666666667
NEDD9	0.386
SMPDL3B	0.6045
PSG6	0.42475
PSMD13	0.146
ETV5	-1.5813125
OR51A4	0.076
BTBD7	0.809416666666667
GSTO1	0.063125
hCG_16001	-0.538
MAD2L1BP	0.0218333333333333
COX6A2	-0.32
SCNN1A	2.29433333333333
LSM1	0.297833333333333
UGT2B11	4.271
IDUA	1.28125
PPP2R3C	-0.685
COX11	-0.8815
PDZK1	-1.30975
ZNF443	1.3335
MGC21874	1.55566666666667
ZNF323	0.9554
KRTAP10-10	0.3165
CXCL6	-0.475
SLC34A2	0.9885
LOC284402	-0.175
NPTN	1.55325
UPP1	-1.67016666666667
SLC6A9	-0.2715
OR7G3	-0.0685
CISD1	-0.284
ZNF545	0.1675
SYT14	-0.9285
NT5C3L	-0.457666666666667
ZNHIT3	-0.1795
SNRPD3	-0.92675
KIAA0701	0.176875
UNC93B1	-0.106166666666667
GMNN	-1.7545
SPCS2	0.403333333333333
LOC388524	-0.8625
NAPRT1	-0.899625
PNLIPRP1	-0.37075
OR6V1	0.2355
PRKAB1	-0.77975
EYA4	-1.96716666666667
KIF20A	-1.50475
ALG10	-0.0855
ITPKC	0.847666666666667
LMX1B	1.03583333333333
RPUSD4	-1.21
C7orf34	0.0768333333333333
DLGAP2	-0.206875
PFN1	0.1173
MICALL2	-0.114083333333333
ZNF654	0.1675
SS18L1	-0.82525
SLC16A8	0.2045
MKI67IP	0.00383333333333334
ITGB3	-0.224875
TCEA3	2.07133333333333
CEP152	-1.0645
CLIP1	1.0475
ZNF75	0.816375
ATP5C1	0.268166666666667
NUDT5	-0.376833333333333
PSCDBP	1.201
UBP1	0.16025
RBM27	0.682
C13orf15	1.796125
ZNF282	-0.0828333333333333
ZNF222	-0.7887
COL10A1	5.1515
PRDM15	-0.78
TTTY5	0.0475
FAM9C	-0.347083333333333
C20orf67	0.0355
GNG13	0.9705
F12	0.11625
C1orf41	0.5235
CPXCR1	1.3225
GSK3A	0.65125
SUPT6H	0.259
PI16	-1.17833333333333
ELL2	-0.30875
C9orf167	-1.604
PVRL3	-2.4204
FLJ38596	0.74875
ADAM20	-0.4025
GPR89A	0.713
GPR87	-2.8635
ZNF30	0.8735
SMR3B	-0.3045
ZNF770	0.39825
TRPC4AP	-0.351666666666667
DKFZP686E2158	0.445833333333333
C2orf28	-0.0128333333333333
FREM1	-2.8595
LAMA4	0.570333333333333
ADPRHL2	0.0295
EIF4G2	0.0778333333333333
GUCA1A	0.2935
CTNNA2	-1.44675
NUDT15	-0.717166666666667
CEPT1	0.178
ZNFX1	0.4665
CCDC92	0.54475
TDRD1	-0.4095
KCNK5	-2.76366666666667
ETNK1	0.785833333333333
LTA	-0.1245
TTPA	-0.0683333333333333
B3GALNT2	-0.944625
SC65	-0.195
PEX5L	1.377375
EPS15L1	0.005
MGEA5	0.09025
HIST1H3A	-0.013
ING1	0.818875
BCAT1	-2.36975
ORC6L	-2.27518181818182
KLK11	-5.58416666666667
C19orf28	-0.872875
DNER	-4.462375
MED22	-0.743642857142857
ETV6	0.22625
CHAC2	-1.66675
CD300E	0.2145
CEBPB	-0.6655
ZNF398	-0.29025
LRCH3	-0.3075
HMGA1	-1.99383333333333
CAPN7	0.608666666666667
MGC5566	-1.95725
CCL3	3.0735
NANOS1	0.517875
ZFYVE19	0.6005
APITD1	-0.9615
PARD3	1.020375
IRAK4	0.390666666666667
SERPINI2	1.128
CEP170L	-1.13075
TTC9	1.046125
MYOM3	-1.09825
MLPH	1.801875
LOC222699	0.384
NRG1	-0.889833333333333
TBC1D9	4.53145454545454
TTK	-0.815666666666667
ZNF557	0.4216
DDX41	-0.5285
FANK1	2.8485
UBE2D2	0.186875
PSMB10	0.596
MYH7B	0.2405
GABARAPL2	0.48925
MARVELD2	1.99333333333333
DGCR2	-0.272333333333333
UNC45A	0.4255
C6orf72	0.374
ZNF683	3.58175
GIT2	0.101375
CASK	0.501666666666667
C14orf161	3.4235
LRRC44	0.228
TIFA	0.400875
UTP11L	-0.42275
C6orf65	-0.90725
FDPS	-0.8655
DUSP9	-2.0058
SLC17A8	-0.102666666666667
OR51G1	0.120666666666667
NANS	-0.00725000000000001
OLFML1	0.9725
ATP10B	-1.496375
NPAS3	0.49425
PRKCA	-2.3946
GGA2	0.4541875
LCE4A	0.8825
SPANXN3	1.1955
CCDC115	1.143375
SDCCAG3	-1.38075
GLIPR1L1	0.197
TTC1	-0.11575
C17orf76	0.91875
MAD2L2	-2.6655
HIPK1	0.45
LRRC3B	-0.996833333333333
CLN3	-0.167272727272727
C17orf47	0.351
FMN2	-2.11575
TUBB1	-0.964875
WAPAL	0.6565
C3orf21	-0.5385
SCN5A	-0.2207
SMYD1	0.23225
BEX5	2.0975
ZNF192	-0.071
SEC22A	0.274166666666667
GRIA2	5.44971428571429
KIAA0825	-0.79375
NUSAP1	-1.19918181818182
LANCL1	0.081125
C15orf40	-0.169
ZNF645	0.111125
GPR61	-0.15375
NLRP14	-0.3505
SNX21	-0.2832
C1QTNF8	-0.074
C17orf46	0.011
IFNA8	0.8735
SPRR1B	-1.84383333333333
FLRT1	-0.75825
SNX17	-0.1775
ASB2	-1.71566666666667
HBG1	-5.289
RPRML	-1.8825
JOSD2	0.8545
PLSCR3	0.117
SPOCD1	-0.0415
RAB39	-0.889
GHRH	0.999
ITIH5L	0.34675
C17orf37	0.77925
SMCR8	0.92025
DPY19L2P3	0.0718333333333333
IL11RA	0.512
GDF3	-4.3225
RPS6KB1	-0.73175
DNAJC19	0.3101
TOP1	-0.3415
CRCT1	-0.855125
MPST	-0.823875
DPM2	0.0525
FAM38B	-0.741166666666667
SLC18A1	-2.15616666666667
FARP1	0.42
PAX7	-0.036
TUBD1	-1.45125
GNL3	-0.34325
BTG2	3.073
NDUFS6	-0.20225
C1orf79	-0.249
ERAL1	0.3895
ECHS1	0.29975
VPS4A	-0.774833333333333
CYP11A1	-0.675
ABCC6	-1.76057142857143
PBX4	-1.997
MOSC1	-2.120125
NCF4	0.34225
HYMAI	-1.1405
NAGPA	-0.104375
OTOP2	0.452
ACOT12	0.36175
MTHFD2L	1.335875
LOC441376	5.9805
C19orf34	-0.136
RAB1B	-0.1215
ALDOAP2	-1.535
NTRK1	-1.98633333333333
ARTS-1	0.0112
SLC6A11	-1.2485
NAP1L2	-0.384
CNGB1	-0.0715
EPB41L4B	-0.0774166666666666
FAM134B	3.05175
HS3ST3A1	-1.1875
CPXM2	3.361
SIRPB2	0.1215
CHORDC1	-1.4445
TRIB3	-0.514
SLC2A5	1.02125
C2orf49	0.1035
DDX5	0.55225
OR5L1	0.045
ANAPC4	0.2895
ZSWIM1	0.531375
LOC93622	-0.11475
KCNK3	-0.5136
RP11-35N6.1	-2.301125
ZFP161	0.516166666666667
AQP9	3.94525
SLC15A2	-1.8065
MREG	0.5725
OR9I1	0.343
PDLIM2	-0.210375
ADAM7	0.209
GSTCD	0.748333333333333
WDR21A	-0.782625
SLC12A8	0.994166666666667
TMEM174	0.0285
IGSF3	0.320583333333333
LRRN1	-1.418
LOC402117	-0.0425
SRPK1	-0.85
LY6K	-2.380625
NFIA	3.162
PTCD3	-0.907625
LEP	0.605666666666667
PCDH21	-0.5185
MAPKAPK2	1.36464285714286
NMNAT1	-0.821333333333333
LHFPL2	0.81075
C9orf43	0.808
DIP2A	-0.683833333333333
ACTR8	0.740375
CCDC34	0.2925
PTPN22	-0.862875
ITGA3	-0.406125
FAM129C	0.34475
RABGGTA	0.103333333333333
UNC45B	0.0995
KIAA1033	0.077
ZNF510	-0.0458333333333333
CYP2D6	-0.352666666666667
SLC26A10	-1.0315
STX8	0.746
LUZP1	-0.543125
WDR89	-0.532166666666667
EIF4G3	-0.649
C5AR1	1.30025
ZNF623	0.164
A2M	0.14775
TGM7	0.2465
GRPEL1	-0.465333333333333
LMNB2	-1.4352
ROCK2	-0.338166666666667
SNX16	0.344
CCDC66	0.439
ANXA3	0.71
KIAA1609	-0.6445
EED	-1.24125
RNF32	0.034
HES1	0.5044
CLC	0.174166666666667
ISL1	-0.873666666666667
KIAA0528	0.42425
MANEA	1.16475
C1orf61	-1.6545
hCG_2001000	-0.2135
RAPGEF6	0.8152
KIAA0020	-0.1135
NEIL1	1.97625
C16orf45	0.696
RBM10	-0.5865
C10orf125	-1.944
MRS2L	0.2265
DNAH17	-1.14325
C19orf10	-0.27225
C1orf160	-0.06975
SLFN12	1.74325
EXOC3	-0.1765
HIST3H3	0.24775
NCOR2	1.03616666666667
TNFRSF9	0.45725
MFSD8	0.85225
ALX1	-3.9925
NOL1	-1.89
PODN	2.07875
TIAL1	-0.52575
HIST1H1E	-0.68175
NPY6R	0.421
TM4SF4	-0.30575
CORO2A	-0.474
ETNK2	2.2405
APOE	-0.0285
ANGPT4	-0.073
HDGF2	-0.70575
G30	-0.922
ST8SIA4	-0.45975
F2RL1	-0.284
FAM19A4	-1.5995
CCAR1	0.25925
B3GNT7	-0.1045
OPHN1	-0.0149
DSCR6	2.573
C21orf13	0.532333333333333
GAS2L1	0.471583333333333
RFX3	0.132166666666667
COPS4	0.83125
BCHE	-4.0965
BCL2	3.2935
HBZ	-3.715
ARL13B	0.224875
MAPBPIP	0.642875
MYO15B	0.03225
SPZ1	-0.304
KIAA1324	3.66233333333333
PLCL2	0.23175
C4orf29	-0.3095
WDFY2	-1.259875
ZNF284	-0.337
NAALADL1	-0.288
DUSP5	1.565
PXDN	1.362875
SLMO1	0.5755
TNXB	-0.1582
BIRC7	-0.8675
A4GALT	-0.2245
TIMM22	0.1595
FAM110C	1.9355
TOMM34	-1.110375
ABHD9	0.273
ADAM32	1.226
CRHBP	-0.4005
AQP2	0.431125
LOC130355	1.6615
ZNF187	0.237333333333333
ZNF816A	0.306
F7	-0.605625
CNOT1	-0.9046
SLC13A4	1.81975
ZBTB11	0.253
B3GALT5	-0.10625
EXOC2	1.78
IRS1	0.8831
TMEM1	0.138833333333333
MRPL34	-0.290166666666667
SAMM50	-0.898
CDC42EP3	-0.28825
HSF2	-0.3223
MFN2	-0.33075
TSPAN7	-2.39183333333333
NUCB1	0.4625
RHOH	-1.5105
ARL16	-0.372
TACR1	0.594
SFRS5	-0.677
SNX25	0.596875
RHBDF1	1.02516666666667
PCDH18	1.33333333333333
HMG1L1	-0.357
MYO5C	2.511875
MAPK10	1.063
LDHAL6A	0.0716666666666667
NUDT12	2.41183333333333
NCAM1	-0.0575
GLIS2	0.1965
GGTL4	-1.1515
DAPP1	1.371
ATF7	0.76425
KIAA0748	-1.6705
NFIL3	-2.229
TM6SF1	1.2387
SEZ6	-0.00337500000000002
NANOS3	0.4675
DNAJA3	0.3495
CLDN6	-1.576
CIITA	1.9729
EPHA4	-1.17183333333333
FANCC	-0.11375
CMTM3	0.112625
PSG3	-0.58975
MRPL15	-0.557
C21orf59	0.53925
PLCXD2	-0.03075
C2orf34	0.31825
UBE2L6	1.312875
MED14	-0.0498333333333333
HP1BP3	-0.8432
C6orf208	-0.0535
TPBG	2.1575
OSR2	-1.277625
XPC	-0.124166666666667
KLHL7	-0.837833333333333
CCR3	-0.315833333333333
AGTPBP1	0.277833333333333
PCSK6	2.57093333333333
STAT5A	-1.3648
FAM18B	0.586
LONRF2	1.37833333333333
PTPN2	-0.10575
SF3A3	-0.413833333333333
EFCBP2	-0.27075
HCFC1	-0.276333333333333
AHNAK	1.05425
ACTR5	-0.427
KIF14	-2.00542857142857
TENC1	1.4075
HEATR5B	1.3345
YIPF2	0.405666666666667
MYEOV2	0.544333333333333
DUSP18	1.16975
KIAA1012	0.86275
AHR	-0.511333333333333
C17orf53	-0.865
PTPRH	-3.13425
ATP6V1C1	0.4037
TAS2R3	-0.5885
LOC440356	-1.044
COQ10B	0.51075
PSMF1	0.138
SORBS2	2.71891666666667
NFE2L2	0.967
TMCO7	-0.83675
SH3PXD2A	-0.1728
SH2D2A	-1.76325
SPINK5	-3.48625
MRPS24	-0.72175
OPA3	-0.325
TRAF7	0.547666666666667
C4orf35	0.185166666666667
MT1G	0.224375
MGC39545	0.41875
HS1BP3	0.1302
OR2B2	-0.1725
CHRM4	0.129
SFRP2	2.61566666666667
RIC3	-1.2045
ART1	0.223
C6orf1	0.658125
DUS4L	-0.6375
C10orf104	0.66975
TNFAIP6	3.08475
RTEL1	-1.0825
CCT4	-0.604
ZNF709	0.59825
CHMP6	-0.00166666666666666
UPP2	0.119
CYP19A1	-2.217125
CD151	0.477166666666667
NDUFA13	0.329666666666667
ARFRP1	-1.13783333333333
FAM26B	2.6845
CRYBA1	-1.994
MRPL41	-0.454666666666667
NPFFR2	1.451
HRH2	-0.025
SCAMP3	0.701333333333333
MTMR6	0.8818
MTG1	-0.942833333333333
UBTD1	1.1135
CRABP1	-2.7955
FLJ33790	0.5384
KIAA1908	0.164166666666667
GPR158	-1.3815
PACSIN3	0.0616666666666667
OMD	2.75683333333333
CATSPER1	0.2985
HOXB8	-1.771875
FBXO46	0.524
OAS1	2.587
SVIL	0.23625
PHB2	-1.53025
ADCY3	0.4175
NDRG2	-0.446166666666667
ERMAP	0.9167
APBA2	-0.5315
IGSF9	2.04375
WNT6	-1.26642857142857
MYCBPAP	2.9195
ATP2B2	0.1686
CPVL	-1.4955
TRAM2	-0.652916666666667
NOP5/NOP58	-0.3905
ZNRF4	-0.34425
TLK1	-0.060875
MTMR12	0.154285714285714
ZNF384	-0.546333333333333
FAM9B	-2.752
RPN1	0.3455
PMVK	1.13175
EIF3D	-0.63
SIX2	-1.032
HPS1	0.806142857142857
RNF7	0.8555
PSKH2	0.251
KCTD13	0.0443333333333333
CSMD3	-0.2591
FBF1	-0.5905
IL8	-3.764375
SERPINB13	0.254
FBXL20	-0.23775
BLR1	0.3605
SH2B1	0.0803333333333333
RFNG	-0.2535
RAB20	1.12733333333333
RBM7	-0.97
POLR1A	-0.429833333333333
TMPRSS4	-2.21725
TAF9	-0.040375
TERF2	-0.2375
TNFRSF1A	-0.319333333333333
ACADVL	-0.452166666666667
GTF2H5	0.1485
EDG8	-1.17383333333333
C9orf140	-1.0535
UST6	-0.24075
ZBTB8OS	0.156
ZNF710	0.051
GPR174	-1.797
ATP6V0A2	-0.204
KIAA0319L	0.3375
XKRX	0.6735
DOPEY2	1.0206
SDHD	-0.9595
SUMF1	1.4595
OSM	3.88575
OPN3	-2.018
DAGLB	-0.6465
PPFIBP1	0.428
TRIM63	-1.35125
C10orf53	0.4275
LYPD3	1.9645
BCL7A	0.386375
AGER	-1.26133333333333
TCF19	-0.677875
SAT2	0.29375
PFTK1	0.9135
GABRE	-3.073625
C15orf38	0.6276
FIS1	0.157
KCNV2	0.3845
CLPS	0.08825
PPCDC	-0.135375
FOXN2	0.298333333333333
NT5E	-2.4136
CD83	0.97775
IL18	0.39575
VPS16	0.084
IGFBP2	-2.003
NOTCH2	0.72025
SIGLEC1	3.08125
CD93	5.279
SULF2	2.132
CEP164	-0.654375
P53AIP1	0.157166666666667
TOR2A	0.0551666666666667
ZNF136	0.74625
MGP	1.656
CCDC144A	0.0978333333333333
TRPC1	-0.805833333333334
SMS	-1.0775
MAPK7	-0.339166666666667
RRAGC	1.0995
PARD6A	0.154
NUB1	0.844
SYNGR4	-0.57375
OR11H12	-0.011
WIF1	-0.14075
GCH1	-0.39075
OR11H4	0.2155
SLC44A5	0.702
GPRIN2	-0.374833333333333
LOC401431	0.39825
CPA4	-3.0662
MELK	-0.910222222222222
IL15RA	1.5145
CUL3	1.57575
HMBOX1	0.2045
PODXL	-1.228
CCT6B	0.695666666666667
COMTD1	-0.491
MUC20	1.1645
GPX2	-3.862625
ITK	-2.01325
FBXL5	2.39775
C13orf27	-1.2805
DEFA5	-0.1825
TRHDE	-0.7575
MTP18	-1.511
UQCRQ	0.0327
ITGB2	1.7055
CSRP2BP	0.48225
TAS2R44	-0.0195
PHPT1	-0.60625
FAM44C	-0.385
ERH	-0.76875
MPHOSPH1	-0.516833333333333
MORC1	-0.453
PARVB	-1.12675
LAMA1	-2.07841666666667
PGBD3	0.2435
GIMAP6	3.55325
AREG	2.28333333333333
LIPT1	0.05925
MGC99813	-0.58475
C1orf201	-0.654166666666667
GRIN2A	-0.8876
MAN2C1	-0.352625
NSUN5	-0.58
SF3B5	-0.05
MYC	-1.8273125
NRXN1	-1.29266666666667
ZNF18	0.798
SPDYA	-0.378
SLC37A1	1.368
DECR2	-0.224
ANKRD38	1.518125
SPTLC3	-0.506416666666667
SUPT16H	-1.205875
DTWD2	0.75475
ULBP1	-0.562
ZADH1	-0.351833333333333
OIP5	-1.0655
IL10RB	0.168666666666667
OTUB2	-0.18275
VWA3A	1.41683333333333
SPIC	-0.1125
OR6C4	0.1075
PSCD4	1.123
DPY19L2P2	0.9215
TRAPPC6A	0.489166666666667
C21orf2	-0.450166666666667
CEMP1	0.3255
LIN7B	-0.209
E2F7	-1.31833333333333
VCP	-0.049
LAMA3	1.79366666666667
BGN	1.494
GPR160	1.88133333333333
COCH	-3.757
GPR81	1.7775
APOBEC3F	-1.57175
tcag7.1017	-0.9195
C1orf32	0.291
SCGB1D2	5.53125
FLJ43987	-0.253
C6orf170	0.69425
KLK9	0.188
GPD1L	0.9245
VPS37B	-0.1615
ATG3	0.166166666666667
ADAMTS17	-0.4555
KLHDC2	-0.213333333333333
NDUFV2	0.44025
BLK	-3.36775
MATN4	-1.5415
GPM6A	2.55625
GBP4	3.277
TMEM162	0.075
PKP2	-0.297
HRASLS	-0.430777777777778
MMP1	-1.257
SFXN3	0.1184
FSD1	-2.14533333333333
ST6GALNAC3	-2.40983333333333
CA12	3.4495
NCOA6	0.491
C19orf58	0.2829
PPP4R1	0.384666666666667
MAN1A2	0.6555
IKBKAP	-0.4075
UPF1	-0.0188333333333333
KIAA1219	0.69075
WNT16	-0.5995
SNW1	-0.23275
IL18RAP	1.84825
RPP30	0.112625
CDC40	0.381142857142857
SETD3	-0.0818333333333333
SLAMF6	-0.00374999999999999
ELK4	-0.207
TRIM47	0.894333333333333
ACOX3	0.887375
TRIM6	0.748625
KIAA0372	0.115333333333333
TP53AP1	0.452375
SMURF2	-0.567
ADAD1	0.2365
EBP	-1.229
KRTAP13-2	-0.062
FLJ36874	-0.405
TOR1A	0.323166666666667
P2RY4	0.044
GPBP1	0.86625
TRPV1	0.245
ADAMTS12	0.558166666666667
PES1	-1.0735
ATG4A	0.8545
MAGEA10	-5.0305
WFS1	1.91175
CC2D1B	0.183333333333333
PABPN1	-0.872125
SLC25A30	0.5855
SLCO1C1	-0.057
SLC22A5	1.01575
KIF23	-0.327833333333333
SYN2	-0.641833333333333
ASPN	7.613
CENTG2	0.712
QSOX2	-1.6233
FLJ10815	0.0985
STK24	0.1935625
SPEG	0.0197
STK10	0.1575
DACT2	-2.988
AAAS	0.03175
SSX3	-1.444
ABCD3	1.0077
C4orf12	0.4575
PARVG	0.699
FIG4	1.015
C9orf46	1.866
TMCO6	-0.426
IGHMBP2	-0.7315
DUS2L	-1.309
FAM3C	-0.16425
TMEM16D	-1.821125
DCTN4	0.89675
KCNH3	-0.26925
EIF2AK2	1.46175
AP1S3	0.384625
CST4	2.8195
PAM	-0.0433125
NUTF2	-1.1095
CITED2	1.3888
SLC39A4	-0.94
C2orf52	-1.2665
GRM3	0.2
C12orf49	0.246
CCDC49	-0.1312
GRAMD1B	-1.51842857142857
FNDC4	-0.03325
SIAH2	0.664375
GDPD4	0.52475
C21orf87	0.32175
ATP5A1	0.257833333333333
C16orf63	0.399375
LOC388135	1.37983333333333
ATP5J2	-0.01425
MMP3	-0.88925
EMID2	-0.16775
CRHR1	0.1985
WDR70	-0.25375
C13orf31	2.183
ZFAND1	-0.4965
CCL18	4.23933333333333
C3orf49	0.4105
RINT1	-0.5085
KIAA0408	-1.4005
F13A1	4.3695
SLC10A1	0.0778333333333333
OGN	-0.7125
GIPC2	-2.30416666666667
XPO6	-0.376
LCE1A	0.0895
FMR1	0.2121
LOC374920	0.3055
DUSP3	0.6335
ANKMY1	-0.309
C7orf50	-0.85225
BBS9	-0.2033
UNC119B	-0.42425
C9orf72	0.837875
MGC35440	0.95375
ENTPD6	-0.029
PPP1R2P9	0.28325
ERCC4	0.5445
FAHD2B	-0.7515
HMHA1	-0.2695
HACL1	-0.096
RAD23A	-0.201333333333333
FAM83B	0.811
PPP5C	-0.13
RNASEH2C	0.255125
C9orf153	-0.288
SCAMP4	0.86625
