Hybridization REF	TCGA-C8-A12L-01A-11R-A115-07
MKI67IP	0.0108333333333333
ITGB3	-1.3045
TCEA3	0.219416666666667
CEP152	-1.1468125
CLIP1	1.47075
ZNF75	0.9230625
ATP5C1	1.30616666666667
NUDT5	1.548
PSCDBP	0.58975
UBP1	-0.49
RBM27	0.49175
C13orf15	1.975125
ZNF282	-1.22683333333333
ZNF222	0.3255
COL10A1	5.33175
PRDM15	-0.595875
TTTY5	0.094
FAM9C	-0.534666666666667
C20orf67	-0.45275
GNG13	-0.0285
F12	0.5485
C1orf41	-0.303
CPXCR1	0.6295
GSK3A	0.157875
SUPT6H	-0.304666666666667
PI16	-1.75866666666667
ELL2	-0.335083333333333
C9orf167	-1.79483333333333
PVRL3	-1.6537
FLJ38596	0.439
ADAM20	-0.113
GPR89A	1.7315
GPR87	4.1535
ZNF30	0.61375
SMR3B	0.4005
ZNF770	-0.00674999999999999
TRPC4AP	-0.7785
DKFZP686E2158	0.250833333333333
C2orf28	0.430166666666667
FREM1	-2.54183333333333
LAMA4	0.161166666666667
ADPRHL2	-0.809
EIF4G2	0.527666666666667
GUCA1A	0.1515
CTNNA2	-0.337
NUDT15	0.349333333333333
CEPT1	-0.1955
ZNFX1	0.1807
CCDC92	0.45475
TDRD1	0.0125
KCNK5	-1.59566666666667
ETNK1	0.851833333333333
LTA	0.468
TTPA	1.44966666666667
B3GALNT2	1.913875
SC65	-1.71883333333333
PEX5L	-1.52575
EPS15L1	-0.36625
MGEA5	-0.8705
HIST1H3A	1.56575
ING1	0.38175
BCAT1	-2.348875
ORC6L	-0.295272727272727
KLK11	-5.29533333333333
C19orf28	-0.2155
DNER	0.038375
MED22	-0.307571428571428
ETV6	1.18808333333333
CHAC2	0.5225
CD300E	0.1815
CEBPB	0.916083333333333
ZNF398	-0.29625
LRCH3	0.016
HMGA1	-1.736
CAPN7	0.522833333333333
MGC5566	-3.0345
CCL3	3.132875
NANOS1	-0.406
ZFYVE19	-0.75825
APITD1	-0.356333333333333
PARD3	1.38825
IRAK4	0.7335
SERPINI2	0.9825
CEP170L	0.906
TTC9	2.59
MYOM3	-1.29575
MLPH	-0.77025
LOC222699	-1.122
NRG1	-1.03516666666667
TBC1D9	1.06845454545455
TTK	0.365333333333333
ZNF557	0.1878
DDX41	-1.32283333333333
FANK1	1.2295
UBE2D2	-0.3335
PSMB10	-0.03725
MYH7B	-0.183
GABARAPL2	-0.745
MARVELD2	1.5235
DGCR2	0.197166666666667
UNC45A	-0.8805
C6orf72	0.7575
ZNF683	3.786
GIT2	0.134625
CASK	2.61083333333333
C14orf161	5.30566666666667
LRRC44	1.77375
TIFA	0.226875
UTP11L	-0.9095
C6orf65	0.35325
FDPS	-0.22125
DUSP9	-1.2303
SLC17A8	0.0553333333333333
OR51G1	-0.00133333333333334
NANS	-0.232
OLFML1	0.73125
ATP10B	-0.10725
NPAS3	-0.0795
PRKCA	-0.8752
GGA2	-0.7375625
LCE4A	0.383
SPANXN3	0.4815
CCDC115	0.798375
SDCCAG3	-0.09475
GLIPR1L1	-0.435
TTC1	0.0765
C17orf76	0.3025
MAD2L2	-1.85425
HIPK1	-0.2881
LRRC3B	-0.837666666666667
CLN3	-0.185681818181818
C17orf47	0.2175
FMN2	-2.09275
TUBB1	-1.230875
WAPAL	0.028
C3orf21	-0.49275
SCN5A	-0.2137
SMYD1	0.3665
BEX5	2.839
ZNF192	0.306
SEC22A	0.1885
GRIA2	0.142785714285714
KIAA0825	-1.13825
NUSAP1	-0.917
LANCL1	0.053875
C15orf40	-0.3961
ZNF645	0.150375
GPR61	0.316
NLRP14	-0.189
SNX21	-0.7354
C1QTNF8	-0.097
C17orf46	0.233
IFNA8	0.242
SPRR1B	2.322
FLRT1	-0.6605
SNX17	-0.681166666666667
ASB2	0.0941666666666667
HBG1	-4.9895
RPRML	1.772
JOSD2	0.801833333333334
PLSCR3	0.186
SPOCD1	-0.236
RAB39	-1.18
GHRH	-0.256166666666667
ITIH5L	0.47425
C17orf37	1.52925
SMCR8	0.067
DPY19L2P3	-0.213
IL11RA	-0.536833333333333
GDF3	-3.84133333333333
RPS6KB1	-0.15825
DNAJC19	0.5455
TOP1	0.1145
CRCT1	-0.8935
MPST	-0.33525
DPM2	-0.22925
FAM38B	-3.0025
SLC18A1	-2.33466666666667
FARP1	-0.503
PAX7	0.0445
TUBD1	0.08675
GNL3	-0.346
BTG2	0.0632
NDUFS6	-0.043
C1orf79	-1.15
ERAL1	0.084
ECHS1	0.07225
VPS4A	-0.160166666666667
CYP11A1	-0.978125
ABCC6	-1.94507142857143
PBX4	0.4295
MOSC1	0.878375
NCF4	-0.31575
HYMAI	0.559
NAGPA	-1.16
OTOP2	0.10275
ACOT12	0.374
MTHFD2L	1.474125
LOC441376	3.3015
C19orf34	-0.082
RAB1B	-1.04975
ALDOAP2	-1.0515
NTRK1	-1.70033333333333
ARTS-1	-1.2179
SLC6A11	0.778
NAP1L2	1.49475
CNGB1	0.142333333333333
EPB41L4B	1.3355
FAM134B	0.807125
HS3ST3A1	-2.02
CPXM2	3.924
SIRPB2	0.368
CHORDC1	1.05433333333333
TRIB3	0.350666666666667
SLC2A5	1.4275
C2orf49	0.764
DDX5	0.65
OR5L1	-0.632
ANAPC4	-0.190333333333333
ZSWIM1	-0.019375
LOC93622	-0.747
KCNK3	-0.4456
RP11-35N6.1	-2.38757142857143
ZFP161	0.891166666666667
AQP9	5.0555
SLC15A2	-0.176
MREG	2.04166666666667
OR9I1	-0.0665
PDLIM2	-0.530375
ADAM7	0.553
GSTCD	-0.0573333333333333
WDR21A	-0.61925
SLC12A8	1.22916666666667
TMEM174	0.166
IGSF3	1.63208333333333
LRRN1	1.4005
LOC402117	0.017
SRPK1	-1.14583333333333
LY6K	-2.570125
NFIA	2.376
PTCD3	-0.346
LEP	0.279
PCDH21	-0.574666666666667
MAPKAPK2	-0.0575714285714286
NMNAT1	-1.333
LHFPL2	0.734625
C9orf43	0.2225
DIP2A	-0.889833333333333
ACTR8	-0.22775
CCDC34	-0.79075
PTPN22	-0.424875
ITGA3	0.694375
FAM129C	0.00900000000000001
RABGGTA	-0.431333333333333
UNC45B	-0.337
KIAA1033	1.00325
ZNF510	-0.289166666666667
CYP2D6	-0.330833333333333
SLC26A10	-1.75
STX8	-0.62875
LUZP1	-0.503
WDR89	-0.1
EIF4G3	-0.1987
C5AR1	0.69725
ZNF623	1.4805
A2M	-0.36175
TGM7	0.3935
GRPEL1	0.313666666666667
LMNB2	0.0663
ROCK2	0.3175
SNX16	0.774375
CCDC66	-0.276
ANXA3	3.69675
KIAA1609	0.01375
EED	0.431
RNF32	-0.181333333333333
HES1	0.4548
CLC	0.0165
ISL1	2.7895
KIAA0528	-0.0235
MANEA	1.4545
C1orf61	-0.5235
hCG_2001000	0.9045
RAPGEF6	-0.3658
KIAA0020	-0.310666666666667
NEIL1	0.86375
C16orf45	-0.61725
RBM10	-0.685833333333333
C10orf125	-2.1335
MRS2L	0.274
DNAH17	0.131625
C19orf10	0.04475
C1orf160	-0.791
SLFN12	0.645
EXOC3	-0.401
HIST3H3	1.1335
NCOR2	-0.242666666666667
TNFRSF9	-0.15275
MFSD8	0.346
ALX1	-2.398
NOL1	-0.40425
PODN	1.38275
TIAL1	-0.33475
HIST1H1E	-1.96975
NPY6R	0.448
TM4SF4	-0.776
CORO2A	-0.21775
ETNK2	-0.675
APOE	-0.2113
ANGPT4	0.3065
HDGF2	-0.67275
G30	-0.2615
ST8SIA4	-0.322125
F2RL1	1.90425
FAM19A4	-2.00725
CCAR1	0.33025
B3GNT7	0.1275
OPHN1	-0.7289
DSCR6	-1.279
C21orf13	-0.154666666666667
GAS2L1	0.312916666666667
RFX3	-0.577666666666667
COPS4	0.59075
BCHE	-5.92333333333333
BCL2	-1.248
HBZ	-3.55583333333333
ARL13B	0.80475
MAPBPIP	1.022875
MYO15B	-0.65175
SPZ1	0.354
KIAA1324	1.34266666666667
PLCL2	-1.10275
C4orf29	-0.0905
WDFY2	0.0595
ZNF284	0.308
NAALADL1	-0.125
DUSP5	0.714666666666667
PXDN	-1.075125
SLMO1	0.422
TNXB	-0.323
BIRC7	-1.0375
A4GALT	-1.1955
TIMM22	-0.9055
FAM110C	0.925
TOMM34	-0.736375
ABHD9	-0.1885
ADAM32	-0.348
CRHBP	-1.3105
AQP2	0.115625
LOC130355	1.47675
ZNF187	-0.566833333333333
ZNF816A	1.053
F7	0.29
CNOT1	0.3987
SLC13A4	-1.019
ZBTB11	0.16675
B3GALT5	-0.123
EXOC2	0.734333333333333
IRS1	0.1079
TMEM1	0.0723333333333333
MRPL34	-0.342666666666667
SAMM50	0.2425
CDC42EP3	-0.206625
HSF2	-0.2269
MFN2	-0.0815
TSPAN7	-3.3455
NUCB1	0.0525833333333333
RHOH	-1.26675
ARL16	-0.249
TACR1	-0.1705
SFRS5	-1.25283333333333
SNX25	-0.34025
RHBDF1	0.026
PCDH18	1.52116666666667
HMG1L1	0.2305
MYO5C	1.02675
MAPK10	0.2605
LDHAL6A	-0.761
NUDT12	0.747166666666667
NCAM1	0.276625
GLIS2	-0.147
GGTL4	-0.87875
DAPP1	1.126
ATF7	0.1535
KIAA0748	-1.6525
NFIL3	0.8805
TM6SF1	0.3525
SEZ6	0.320375
NANOS3	1.8495
DNAJA3	-0.075
CLDN6	-1.038
CIITA	2.5232
EPHA4	-0.440916666666667
FANCC	-0.9585
CMTM3	-0.79775
PSG3	-0.650125
MRPL15	0.29125
C21orf59	0.75725
PLCXD2	0.08575
C2orf34	0.25825
UBE2L6	0.4255
MED14	0.416833333333333
HP1BP3	0.2193
C6orf208	0.3995
TPBG	2.533
OSR2	-0.851625
XPC	-1.10683333333333
KLHL7	0.0797499999999999
CCR3	0.839666666666667
AGTPBP1	-0.771666666666667
PCSK6	-2.52173333333333
STAT5A	-0.8087
FAM18B	0.252
LONRF2	0.15
PTPN2	0.150875
SF3A3	-1.226
EFCBP2	-0.10975
HCFC1	0.026
AHNAK	0.1853
ACTR5	0.12675
KIF14	-0.375142857142857
TENC1	-1.076
HEATR5B	0.514
YIPF2	1.7085
MYEOV2	-0.026
DUSP18	1.7945
KIAA1012	0.829
AHR	0.354666666666667
C17orf53	-0.731333333333333
PTPRH	-1.764
ATP6V1C1	0.2489
TAS2R3	-0.071
LOC440356	-0.94
COQ10B	0.8965
PSMF1	-0.168083333333333
SORBS2	0.3775
NFE2L2	0.673
TMCO7	0.16625
SH3PXD2A	-0.3778
SH2D2A	-1.78525
SPINK5	0.7875
MRPS24	-0.09675
OPA3	-0.271
TRAF7	-0.134166666666667
C4orf35	0.486333333333333
MT1G	0.847
MGC39545	0.19825
HS1BP3	0.00680000000000001
OR2B2	0.89
CHRM4	0.2035
SFRP2	1.47558333333333
RIC3	-1.50625
ART1	0.455
C6orf1	-0.34725
DUS4L	-0.3205
C10orf104	0.00925
TNFAIP6	2.1695
RTEL1	-1.04325
CCT4	0.3548
ZNF709	1.57
CHMP6	-0.277
UPP2	0.27925
CYP19A1	-3.10757142857143
CD151	-1.45083333333333
NDUFA13	0.285833333333333
ARFRP1	0.409
FAM26B	1.3275
CRYBA1	-1.8275
MRPL41	-0.024
NPFFR2	-1.22125
HRH2	0.224
SCAMP3	0.255
MTMR6	0.8777
MTG1	-1.53933333333333
UBTD1	0.188
CRABP1	-1.9485
FLJ33790	0.1514
KIAA1908	-0.893333333333333
GPR158	-4.10925
PACSIN3	-0.7915
OMD	1.01883333333333
CATSPER1	-0.1165
HOXB8	-2.8105
FBXO46	-0.052
OAS1	0.658166666666667
SVIL	0.43675
PHB2	-0.8785
ADCY3	0.6195
NDRG2	-1.12466666666667
ERMAP	0.0906
APBA2	-0.465833333333333
IGSF9	2.4845
WNT6	-0.948071428571429
MYCBPAP	0.7195
ATP2B2	-0.2446
CPVL	-0.9323
TRAM2	-1.053
NOP5/NOP58	0.775
ZNRF4	0.1125
TLK1	-0.46225
MTMR12	0.885857142857143
ZNF384	-0.125666666666667
FAM9B	-3.25025
RPN1	0.5878
PMVK	0.68975
EIF3D	0.3605
SIX2	1.9615
HPS1	-0.0248571428571429
RNF7	0.9095
PSKH2	-0.1905
KCTD13	-0.2135
CSMD3	-0.7591
FBF1	-0.2465
IL8	1.209625
SERPINB13	0.0639166666666667
FBXL20	0.548
BLR1	0.511
SH2B1	-1.48
RFNG	-1.059125
RAB20	0.189666666666667
RBM7	0.59725
POLR1A	-0.2825
TMPRSS4	-0.73175
TAF9	-0.857
TERF2	0.9035
TNFRSF1A	1.17075
ACADVL	-0.394
GTF2H5	0.62875
EDG8	0.0448333333333333
C9orf140	-0.10525
UST6	0.96375
ZBTB8OS	-0.1675
ZNF710	0.447
GPR174	-1.6775
ATP6V0A2	0.7305
KIAA0319L	-1.14366666666667
XKRX	0.564
DOPEY2	-0.1309
SDHD	0.137333333333333
SUMF1	1.89275
OSM	3.78325
OPN3	0.86025
DAGLB	-0.137
PPFIBP1	0.754
TRIM63	-4.6085
C10orf53	-0.4985
LYPD3	2.1215
BCL7A	-0.0795
AGER	-0.926166666666667
TCF19	-0.980625
SAT2	-0.3685
PFTK1	-0.404333333333333
GABRE	-0.01025
C15orf38	0.7323
FIS1	-1.3965
KCNV2	-0.095
CLPS	0.5575
PPCDC	-0.7995
FOXN2	-0.0446666666666667
NT5E	-2.4783
CD83	0.74125
IL18	0.575875
VPS16	-1.015
IGFBP2	-2.974
NOTCH2	1.995
SIGLEC1	1.388375
CD93	4.7265
SULF2	-1.883
CEP164	-0.029
P53AIP1	0.477
TOR2A	-0.173166666666667
ZNF136	0.18475
MGP	3.6642
CCDC144A	-0.235333333333333
TRPC1	-0.2065
SMS	0.3545
MAPK7	-0.698166666666667
RRAGC	0.6315
PARD6A	0.6265
NUB1	-0.364666666666667
SYNGR4	-0.43625
OR11H12	0.655
WIF1	1.801125
GCH1	0.9585
OR11H4	0.3535
SLC44A5	0.4735
GPRIN2	-0.760333333333333
LOC401431	-0.534
CPA4	-0.5683
MELK	-0.997222222222222
IL15RA	1.56175
CUL3	0.061875
HMBOX1	-0.30375
PODXL	-1.73725
CCT6B	2.305
COMTD1	-0.67025
MUC20	4.4215
GPX2	-3.445125
ITK	-1.2325
FBXL5	1.3415
C13orf27	0.47925
DEFA5	0.336
TRHDE	-0.0825
MTP18	-0.782166666666667
UQCRQ	-0.7593
ITGB2	1.1455
CSRP2BP	0.1265
TAS2R44	0.3495
PHPT1	-0.424875
FAM44C	-0.459
ERH	-0.0735
MPHOSPH1	-0.510666666666667
MORC1	-0.504
PARVB	0.02875
LAMA1	-2.07316666666667
PGBD3	1.014
GIMAP6	3.471
AREG	0.8105
LIPT1	0.329
MGC99813	-1.85725
C1orf201	-0.58
GRIN2A	-0.9222
MAN2C1	-1.9915
NSUN5	-0.9725
SF3B5	0.14825
MYC	-1.1216875
NRXN1	-0.0670833333333333
ZNF18	0.00975
SPDYA	0.305625
SLC37A1	0.851
DECR2	-0.30925
ANKRD38	-0.19875
SPTLC3	-0.0458333333333333
SUPT16H	-0.490625
DTWD2	0.69225
ULBP1	null
ZADH1	0.182666666666667
OIP5	-0.82925
IL10RB	0.002
OTUB2	0.914625
VWA3A	0.163166666666667
SPIC	-0.0336666666666667
OR6C4	0.155
PSCD4	0.562666666666667
DPY19L2P2	-0.153
TRAPPC6A	0.158333333333333
C21orf2	-1.24
CEMP1	-0.618
LIN7B	-0.2595
E2F7	-0.339833333333333
VCP	-0.4340625
LAMA3	1.65708333333333
BGN	0.414
GPR160	1.83316666666667
COCH	0.696833333333333
GPR81	1.06633333333333
APOBEC3F	-1.97975
tcag7.1017	-1.198
C1orf32	0.366
SCGB1D2	2.29575
FLJ43987	-1.3045
C6orf170	0.29325
KLK9	0.1955
GPD1L	0.33925
VPS37B	0.633
ATG3	-0.2625
ADAMTS17	0.355
KLHDC2	-0.607
NDUFV2	-0.3085
BLK	-3.1465
MATN4	-0.1495
GPM6A	0.056375
GBP4	2.81916666666667
TMEM162	0.38
PKP2	1.792
HRASLS	1.92155555555556
MMP1	2.59225
SFXN3	-0.0546
FSD1	-1.47933333333333
ST6GALNAC3	-2.53366666666667
CA12	0.2692
NCOA6	0.26625
C19orf58	0.7445
PPP4R1	1.23283333333333
MAN1A2	2.13266666666667
IKBKAP	-0.6555
UPF1	-0.0566666666666667
KIAA1219	0.873
WNT16	-0.1352
SNW1	-0.30325
IL18RAP	3.17775
RPP30	-0.4675
CDC40	0.586428571428571
SETD3	0.8505
SLAMF6	-0.21725
ELK4	0.5425
TRIM47	1.059
ACOX3	1.697125
TRIM6	-1.17875
KIAA0372	-0.2665
TP53AP1	0.369625
SMURF2	0.2705
ADAD1	0.57825
EBP	-0.748
KRTAP13-2	1.632
FLJ36874	0.308833333333333
TOR1A	0.605333333333333
P2RY4	0.3015
GPBP1	-0.005
TRPV1	0.091875
ADAMTS12	-0.346166666666667
PES1	-0.8127
ATG4A	0.813666666666667
MAGEA10	-4.6785
WFS1	0.41775
CC2D1B	-0.137333333333333
PABPN1	0.298625
SLC25A30	1.01325
SLCO1C1	-0.4922
SLC22A5	0.6545
KIF23	-0.354833333333333
SYN2	-0.696833333333333
ASPN	5.87766666666667
CENTG2	0.1415
QSOX2	-1.306
FLJ10815	0.432
STK24	0.6055
SPEG	-0.6912
STK10	-0.0266666666666667
DACT2	-2.5475
AAAS	-0.515
SSX3	-1.111875
ABCD3	-0.1004
C4orf12	0.55
PARVG	0.197
FIG4	0.72525
C9orf46	0.74125
TMCO6	-0.858
IGHMBP2	-1.103
DUS2L	-0.309166666666667
FAM3C	0.1581875
TMEM16D	-1.971
DCTN4	-0.20075
KCNH3	-0.53875
EIF2AK2	-0.91025
AP1S3	1.686125
CST4	1.4235
PAM	0.7965
NUTF2	-0.42625
CITED2	0.6776
SLC39A4	0.533
C2orf52	-0.2545
GRM3	-0.15325
C12orf49	1.26025
CCDC49	-0.1868
GRAMD1B	-1.2505
FNDC4	-0.69575
SIAH2	0.991125
GDPD4	0.1085
C21orf87	0.109375
ATP5A1	0.145166666666667
C16orf63	0.037375
LOC388135	-0.948666666666667
ATP5J2	-1.002625
MMP3	1.3945
EMID2	0.03325
CRHR1	0.30225
WDR70	-0.43875
C13orf31	1.7415
ZFAND1	-1.47
CCL18	4.54166666666667
C3orf49	-0.2
RINT1	-0.049
KIAA0408	-1.31016666666667
F13A1	4.1208
SLC10A1	-0.0126666666666667
OGN	-3.39925
GIPC2	-1.46483333333333
XPO6	-0.652833333333333
LCE1A	0.135
FMR1	1.6303
LOC374920	-0.05325
DUSP3	0.44375
ANKMY1	-0.655
C7orf50	-0.99175
BBS9	0.0671
UNC119B	-0.136875
C9orf72	0.56375
MGC35440	-0.01625
ENTPD6	-0.77775
PPP1R2P9	0.1905
ERCC4	0.30225
FAHD2B	-1.0415
HMHA1	-1.287
HACL1	-0.826
RAD23A	0.411833333333333
FAM83B	2.7365
PPP5C	-0.6245
RNASEH2C	-0.22775
C9orf153	0.11525
SCAMP4	-0.478125
GHITM	-0.059
NDUFB7	0.358375
ADCYAP1	-0.264166666666667
SP110	0.5775
MAP3K7IP2	1.18325
DHH	-0.0905
AGRN	-0.878428571428571
WDR33	0.00766666666666666
CEP290	0.346166666666667
PRPS1L1	-1.5345
KLRA1	-0.944
GPR97	0.0075
CHD7	0.133416666666667
TLR10	-0.12
SLC30A8	0.999
HIC1	0.263833333333333
IAPP	-0.1365
RXFP4	0.34275
GP1BB	-2.255
SHQ1	0.8755
NKX2-3	-0.071
API5	0.072
FTHP1	1.032
MOV10L1	1.95966666666667
TRIM6-TRIM34	0.886
ADHFE1	-1.006
FAM117A	-1.06725
DDI1	0.1906
CDON	-0.756666666666667
TRIM73	-1.116
IGKC	4.081
MMP14	-0.738666666666667
DYNC1LI1	0.10975
C11orf66	-0.32675
TRBV3-1	-1.73075
FASTKD5	-0.0445
BIVM	-0.50425
LHX4	-0.2785
CXCL2	1.4538
RAB2B	0.0448333333333333
IZUMO1	-1.5055
MAP3K15	-2.028
FAM19A2	0.292833333333333
ZC3H8	0.2405
ZMAT1	0.359
SPINK5L3	-3.45733333333333
SLC10A6	0.9135
APPL2	0.4765
CARD10	-0.901333333333333
LOC402176	-0.735625
EEF1D	0.1224
RAB6A	1.4749
C12orf5	0.969375
PAPOLG	0.2335
MSRB2	0.71175
BCR	-0.143333333333333
PUS3	0.5805
TIAM2	0.565
ZNF317	0.360333333333333
CHD2	0.142357142857143
FZD5	-0.329363636363636
NUDT8	0.4335
ZNF763	0.97
PRC1	-0.350666666666667
ABCB9	0.114666666666667
SPATA3	0.31175
TRAK2	1.78425
STAB1	1.82375
LRRTM2	-0.499
psiTPTE22	-2.81725
DBI	0.91875
SERPINA11	-3.48275
NAT5	0.653
C20orf58	-2.11775
RPS6KA4	-0.6855
FLJ90650	-0.56475
TGFBRAP1	-0.47125
CHRDL2	-0.31575
FAHD2A	-1.0935
CNTN1	2.77375
BBS4	-0.4672
TMEM181	-0.3955
MINPP1	0.50875
MPHOSPH6	0.545666666666667
HOXC10	1.5074
ITPKB	-0.397125
CLPTM1L	-0.101875
MEOX2	-1.03283333333333
ATP6V0C	0.13125
PRPF8	-1.08633333333333
TMC5	3.92875
FKBP3	-0.53
PLEKHB2	0.83975
OR4D6	0.359
ZNF544	-0.1249
D2HGDH	-0.60275
RPL18A	-0.4337
HEL308	0.269375
MPP6	-1.02425
TCERG1	-0.95575
KRT16	4.244
KLF17	-1.2135
KLF5	1.76475
CDR1	2.774
VCX3A	-4.924
FBLN2	0.976
C14orf104	0.04725
HBE1	-5.0093
OR4S2	0.1105
C1orf108	-0.554
ROBO4	2.77366666666667
CPEB4	-0.625625
C11orf80	0.284
BCKDHA	-0.241166666666667
MYOC	0.698
GIF	0.783
CKMT1A	-2.869
RPL3	-0.6364
THBS1	0.9275
APOO	0.66375
ARMCX1	0.312
HSZFP36	1.28675
SNAPC5	-0.3165
EIF4ENIF1	0.4835
ZNF433	0.756
TNFRSF21	1.29825
TMPRSS7	-0.085
SPATA18	1.0492
HPDL	-1.872
MKL2	1.1016
TBX3	-0.170846153846154
C21orf93	0.5225
DAXX	-0.9225
ELMO1	-0.61775
RGS13	1.66533333333333
TAF11	-0.4365
UNC13A	-1.8085
LOC653314	-0.7257
ORC3L	0.0275
IMAA	-2.417
TARBP2	-0.96375
CABIN1	-1.0742
TRIOBP	0.20575
HIST1H2AC	-0.8135
RGS22	-3.89783333333333
NCOA1	1.81633333333333
IL25	1.3095
SNCG	-0.063
GPR6	0.004
AMDHD1	-1.0695
CHEK2	-0.02475
C6orf142	-0.00725
DRD4	-1.3035
C14orf68	-1.373
GDF11	-1.385
SEMG2	0.657
CD247	-1.14175
CDAN1	-0.82375
RBMX2	0.753833333333333
TGS1	-0.5545
OIT3	1.0365
SYF2	0.155
MCM4	-0.774375
PKHD1L1	0.505375
CEP192	0.2115
IFT88	-0.22525
RPL9	-0.638428571428571
RAB32	-0.353
DDX43	-2.92225
P2RX2	0.219833333333333
OR5D18	0.7895
UBE1	0.429916666666667
SLC24A1	0.00375
ARHGAP5	0.703
CETP	-0.941
KIAA1731	-0.085
SLC9A4	0.378
PTPN6	0.66575
BAHD1	-0.207
GRIK3	0.2915
CACNB2	0.5315
PDE10A	-0.34425
DGCR14	-0.337
PCDHB9	1.1345
RHOQ	0.247166666666667
MAP3K4	-0.3405
KTI12	0.0256666666666667
RPL23AP13	-3.0595
GNG11	-2.144
CLCN3	0.239833333333333
GPAM	-0.916125
VSTM2A	0.147
SLAMF7	2.73733333333333
INTS2	0.18075
PPP2CA	0.0717
LRP12	0.858
SEC14L2	1.02966666666667
DKFZP586H2123	1.286
MC3R	-0.1945
CIRH1A	-0.6555
HIST1H2AB	-0.0878333333333333
POLH	-0.319625
MGC16703	-1.87516666666667
SNAPC2	0.4895
FILIP1L	1.20125
RASGRP4	0.1225
LRRC1	2.4515
GAS1	0.86175
PRAC	-1.00025
DGKA	0.104166666666667
NT5C3	-0.34425
PEG3	-4.20616666666667
NADK	-1.3365
PRR17	-0.76475
LOC374569	0.0515
SGSH	-0.4505
NLRP8	-0.119
GALT	-1.1201
MCF2	-0.239
ZNF263	-0.197
TACSTD1	1.74683333333333
TYR	-6.3757
ATP6AP2	1.34575
RNUXA	-0.12975
ABHD10	-0.6036
GDPD2	-0.85175
SLC35C1	0.21775
UBE2A	1.94425
HERC5	-1.18766666666667
FAM112B	-4.66233333333333
FBXL16	-2.3855
DKFZP434A0131	-0.573
ELA3A	-2.2275
RBM41	0.216375
HAO2	0.307
RNH1	-0.89775
SHANK2	0.588833333333333
OSBP2	-1.301
DAK	-1.634
C3orf58	0.63725
TCL1B	-1.221
KBTBD2	0.34025
SUGT1L1	0.36875
UBE2E2	1.001
MYL9	1.555125
CDC23	-0.572
PBXIP1	1.1863
CXorf40B	0.648
NBL1	-0.2265
RTBDN	1.7375
RAB11FIP5	0.4725
TTTY13	-0.1695
SCOTIN	-0.85325
SOHLH1	0.730666666666667
CDKN1A	0.371928571428571
NCK1	0.9365
ZNF550	1.2355
SAPS3	1.26283333333333
SPIN3	0.291833333333333
MAGEE2	-0.117
MIS12	-1.02716666666667
OR8H2	0.536
KIAA0774	-1.509
UNC5D	-2.283
CUL7	-0.280333333333333
LIPC	-3.89816666666667
DIO1	-2.24475
C20orf11	0.6025
CTRL	-0.63225
HS3ST2	2.18825
PAK4	0.204333333333333
CCRL1	3.59975
RNF10	0.0825
ZNF567	1.3615
ZNF660	-1.6475
TCEAL3	0.445
MAGOH	0.277666666666667
CENPB	-1.04466666666667
C19orf7	0.43975
LOC388965	0.6405
ZCCHC13	-0.046
JMJD1A	0.8328
HIST1H4H	-0.4785
TBRG1	-0.2483
GPC3	-4.911875
TAF1C	-1.341125
EBNA1BP2	-0.41
CIAPIN1	-0.14025
PDGFRA	-0.574333333333333
CSTB	0.7875
CENPI	-0.782666666666667
GTF2E2	-0.289166666666667
RPP21	-0.3505
CCNF	-0.957666666666667
KCNQ3	0.72
FAM79A	1.15225
SLC22A12	-0.187
NOVA1	-0.0878333333333333
FZD3	1.1259
AKAP8	1.07325
SOCS5	0.866125
CFDP1	-0.6065
DLG5	0.07
PGM5	-0.227833333333333
C1orf144	0.156083333333333
HDAC10	-1.044
RND2	-0.6385
C20orf199	-1.72025
RNMT	0.356125
SLURP1	1.064125
ASTN1	-0.245625
SH3BGR	1.071
MYCL1	-0.704
ZHX1	0.0125
CENPK	-2.003
FOSB	-0.1465
LOC643406	0.300625
C2orf59	-0.95125
TMEM135	0.638875
SLC27A2	-0.64375
KRT33A	1.741
OVOL1	1.895125
PAMCI	-1.17
S100A7	6.366
ZNF789	-0.5935
HARS2	-0.832
RPL23A	-0.767833333333333
TCF23	0.39225
UPF3B	0.273125
C17orf78	1.0395
HLA-DOB	1.016
C14orf142	1.09616666666667
TEKT5	0.777833333333333
DMWD	0.315
POLD1	-1.65
GSCL	-0.4775
CALD1	0.6941
SCRT1	-1.36416666666667
AIG1	1.294
UNC84B	-0.75
ZNF404	-0.9885
TMED6	-3.716
KIAA1462	-0.1595
LRRC27	0.494833333333333
PYGO1	0.7025
PIGU	-0.344833333333333
ALAS2	-4.31366666666667
WRNIP1	0.713125
CNNM3	-0.578
ZNF2	0.2695
ST3GAL5	-1.8225
MRPL23	-1.014
TSSK6	-0.03825
PSMA6	0.2055
C16orf70	0.34975
KIAA1602	-0.325
ALMS1	0.3215
DCN	1.630125
TMEM132D	-0.44975
SUCLG2	0.2105
ABHD14A	-0.78625
DEXI	0.309666666666667
AMPD2	-1.41133333333333
IFNAR2	-0.511166666666667
CYB5A	2.6861
TLOC1	0.88165
NXF5	-0.650666666666667
NRBF2	1.262875
KCTD3	-0.29525
ITGAE	-0.549166666666667
SLC30A3	0.2115
