Hybridization REF	TCGA-AN-A0XN-01A-21R-A109-07
PCDH18	2.28883333333333
HMG1L1	-0.962
MYO5C	-0.708375
MAPK10	-0.214
LDHAL6A	0.211333333333333
NUDT12	-0.963333333333333
NCAM1	0.78375
GLIS2	0.302
GGTL4	0.18625
DAPP1	-0.033
ATF7	0.36575
KIAA0748	-0.99275
NFIL3	0.51775
TM6SF1	0.8574
SEZ6	0.229125
NANOS3	0.680333333333333
DNAJA3	-0.5135
CLDN6	-2.65
CIITA	2.3616
EPHA4	0.13575
FANCC	-0.54775
CMTM3	1.909375
PSG3	1.267625
MRPL15	-0.3125
C21orf59	-0.3585
PLCXD2	-0.37425
C2orf34	-0.617875
UBE2L6	0.8975
MED14	-0.261666666666667
HP1BP3	-0.6704
C6orf208	-0.0705
TPBG	0.40875
OSR2	-0.014875
XPC	0.181166666666667
KLHL7	-0.149083333333333
CCR3	-0.378333333333333
AGTPBP1	-0.5635
PCSK6	-0.184266666666667
STAT5A	-1.3064
FAM18B	0.15675
LONRF2	-0.404
PTPN2	-0.63425
SF3A3	-0.5515
EFCBP2	-0.021
HCFC1	-1.20966666666667
AHNAK	0.6041
ACTR5	0.096
KIF14	-2.04228571428571
TENC1	0.805
HEATR5B	0.157
YIPF2	0.805
MYEOV2	1.17383333333333
DUSP18	1.27425
KIAA1012	0.22075
AHR	-0.0438333333333333
C17orf53	-1.62366666666667
PTPRH	-3.04675
ATP6V1C1	0.9339
TAS2R3	-0.0135
LOC440356	-0.33325
COQ10B	1.12525
PSMF1	0.254666666666667
SORBS2	0.356083333333333
NFE2L2	0.84075
TMCO7	-0.36975
SH3PXD2A	1.0943
SH2D2A	-0.6425
SPINK5	-3.8435
MRPS24	-0.593
OPA3	0.509625
TRAF7	-0.345166666666667
C4orf35	0.2205
MT1G	0.150875
MGC39545	0.2295
HS1BP3	0.2389
OR2B2	0.2705
CHRM4	0.264
SFRP2	4.2085
RIC3	-1.2425
ART1	0.787
C6orf1	0.5585
DUS4L	-0.6545
C10orf104	0.5695
TNFAIP6	3.6345
RTEL1	-1.1775
CCT4	-0.3155
ZNF709	0.171
CHMP6	0.2615
UPP2	0.4975
CYP19A1	-2.78975
CD151	-1.12583333333333
NDUFA13	0.111166666666667
ARFRP1	-0.267833333333333
FAM26B	2.4755
CRYBA1	-1.6195
MRPL41	-0.610833333333333
NPFFR2	-1.56475
HRH2	0.406
SCAMP3	0.0326666666666667
MTMR6	1.1416
MTG1	-0.9825
UBTD1	1.9145
CRABP1	0.9625
FLJ33790	-0.4009
KIAA1908	-0.521333333333333
GPR158	-2.1025
PACSIN3	-0.672
OMD	4.04633333333333
CATSPER1	0.846166666666667
HOXB8	-0.376875
FBXO46	0.8275
OAS1	2.32883333333333
SVIL	0.35175
PHB2	-1.0245
ADCY3	0.019
NDRG2	0.2015
ERMAP	0.3972
APBA2	0.127333333333333
IGSF9	2.21125
WNT6	-0.143928571428571
MYCBPAP	0.115
ATP2B2	0.0691
CPVL	-0.3617
TRAM2	-0.197
NOP5/NOP58	0.079
ZNRF4	-0.10525
TLK1	0.29525
MTMR12	-0.146571428571429
ZNF384	-0.597166666666667
FAM9B	-2.972
RPN1	0.7421
PMVK	0.4895
EIF3D	0.6051
SIX2	-0.02875
HPS1	0.0832857142857143
RNF7	-0.09275
PSKH2	0.2605
KCTD13	-0.550333333333333
CSMD3	-0.2742
FBF1	-0.804
IL8	-0.233125
SERPINB13	0.266833333333333
FBXL20	-0.0425
BLR1	0.33025
SH2B1	-0.7785
RFNG	0.06325
RAB20	0.829333333333333
RBM7	-0.06675
POLR1A	0.0873333333333333
TMPRSS4	-3.354
TAF9	-1.261
TERF2	-0.395333333333333
TNFRSF1A	0.908583333333333
ACADVL	-0.534
GTF2H5	-0.12225
EDG8	1.03583333333333
C9orf140	-1.649375
UST6	0.23325
ZBTB8OS	-0.90475
ZNF710	0.3845
GPR174	-1.65
ATP6V0A2	-0.54625
KIAA0319L	-0.5075
XKRX	0.715
DOPEY2	1.0289
SDHD	-0.35225
SUMF1	2.11075
OSM	4.2185
OPN3	-0.053
DAGLB	-0.3755
PPFIBP1	1.2222
TRIM63	-3.5695
C10orf53	-0.0985
LYPD3	0.162333333333333
BCL7A	-0.321
AGER	-1.5395
TCF19	-1.284625
SAT2	0.12075
PFTK1	0.800166666666667
GABRE	-3.32875
C15orf38	1.1282
FIS1	0.102
KCNV2	0.201
CLPS	2.3265
PPCDC	-0.734625
FOXN2	0.2915
NT5E	-1.1342
CD83	1.70225
IL18	1.3115
VPS16	-0.05775
IGFBP2	0.307166666666667
NOTCH2	1.00875
SIGLEC1	3.67
CD93	5.845
SULF2	0.33775
CEP164	-0.352875
P53AIP1	-0.187166666666667
TOR2A	-0.16
ZNF136	0.453
MGP	2.8376
CCDC144A	0.141333333333333
TRPC1	0.454333333333333
SMS	-0.869833333333333
MAPK7	0.0978333333333333
RRAGC	1.08575
PARD6A	0.282833333333333
NUB1	0.392166666666667
SYNGR4	0.3205
OR11H12	0.026
WIF1	1.240125
GCH1	1.3995
OR11H4	0.363
SLC44A5	-0.696
GPRIN2	1.07833333333333
LOC401431	-0.000500000000000001
CPA4	-2.4375
MELK	-2.11655555555556
IL15RA	0.9275
CUL3	0.3095
HMBOX1	-0.06325
PODXL	-1.6515
CCT6B	0.491666666666667
COMTD1	0.20075
MUC20	0.749833333333333
GPX2	-3.67425
ITK	-0.9655
FBXL5	1.04675
C13orf27	-1.861
DEFA5	0.306
TRHDE	-1.171
MTP18	-0.746166666666667
UQCRQ	-0.7152
ITGB2	3.10866666666667
CSRP2BP	-0.47875
TAS2R44	0.1185
PHPT1	-0.05225
FAM44C	-0.018
ERH	-0.92775
MPHOSPH1	-2.045
MORC1	-0.366
PARVB	-0.29525
LAMA1	-1.45291666666667
PGBD3	0.13475
GIMAP6	4.01425
AREG	-3.1695
LIPT1	0.06325
MGC99813	-0.75
C1orf201	0.465333333333333
GRIN2A	-0.6647
MAN2C1	-1.237125
NSUN5	-0.6255
SF3B5	0.66925
MYC	-1.212375
NRXN1	0.98975
ZNF18	0.20325
SPDYA	-0.24325
SLC37A1	0.3915
DECR2	-0.18125
ANKRD38	1.97575
SPTLC3	-1.27241666666667
SUPT16H	-0.938375
DTWD2	-0.422
ULBP1	0.024
ZADH1	-0.905333333333333
OIP5	-3.016
IL10RB	0.920333333333333
OTUB2	0.298375
VWA3A	-0.429166666666667
SPIC	0.321333333333333
OR6C4	0.3895
PSCD4	2.37633333333333
DPY19L2P2	-0.123
TRAPPC6A	0.71
C21orf2	-0.610333333333333
CEMP1	-0.48925
LIN7B	-0.1195
E2F7	-2.90066666666667
VCP	0.0831875
LAMA3	-0.842416666666667
BGN	3.1005
GPR160	0.238333333333333
COCH	-4.977
GPR81	0.109666666666667
APOBEC3F	-1.393
tcag7.1017	-0.37325
C1orf32	0.092
SCGB1D2	6.9885
FLJ43987	-0.603
C6orf170	0.20125
KLK9	0.3225
GPD1L	0.59
VPS37B	-0.50125
ATG3	-0.209
ADAMTS17	-0.5625
KLHDC2	0.545333333333333
NDUFV2	-1.075
BLK	-2.8605
MATN4	-1.5875
GPM6A	-0.46275
GBP4	5.13116666666667
TMEM162	0.402833333333333
PKP2	0.365
HRASLS	0.426777777777778
MMP1	0.39375
SFXN3	0.3259
FSD1	-2.06266666666667
ST6GALNAC3	-1.84816666666667
CA12	2.3225
NCOA6	0.3385
C19orf58	0.0023
PPP4R1	0.457166666666667
MAN1A2	0.441333333333333
IKBKAP	-1.446
UPF1	0.296666666666667
KIAA1219	0.26375
WNT16	-0.0708333333333333
SNW1	-0.437125
IL18RAP	2.03875
RPP30	0.0435
CDC40	0.1955
SETD3	0.377
SLAMF6	-0.34875
ELK4	-0.2545
TRIM47	0.368166666666667
ACOX3	0.683375
TRIM6	-0.021875
KIAA0372	-0.341
TP53AP1	0.38075
SMURF2	-0.07325
ADAD1	0.21475
EBP	-1.0596
KRTAP13-2	0.1985
FLJ36874	0.188166666666667
TOR1A	0.0925
P2RY4	0.718
GPBP1	0.055
TRPV1	-0.292875
ADAMTS12	1.77966666666667
PES1	0.0138
ATG4A	0.575166666666667
MAGEA10	-4.40275
WFS1	1.185
CC2D1B	-0.621
PABPN1	-0.5185
SLC25A30	-0.2525
SLCO1C1	-0.361333333333333
SLC22A5	-0.78175
KIF23	-2.41283333333333
SYN2	-0.777333333333333
ASPN	9.4825
CENTG2	0.47725
QSOX2	-1.5475
FLJ10815	0.398166666666667
STK24	-0.1476875
SPEG	0.2212
STK10	0.4025
DACT2	-2.687
AAAS	-1.06875
SSX3	-1.77975
ABCD3	-0.1521
C4orf12	0.46425
PARVG	1.1295
FIG4	1.128
C9orf46	0.152
TMCO6	-1.1005
IGHMBP2	-0.878
DUS2L	-0.469666666666667
FAM3C	0.3603125
TMEM16D	-2.20925
DCTN4	0.07675
KCNH3	0.3725
EIF2AK2	0.52425
AP1S3	-1.050125
CST4	1.6965
PAM	1.2098125
NUTF2	-0.061
CITED2	0.2903
SLC39A4	-1.84125
C2orf52	-0.025
GRM3	0.0455
C12orf49	1.03
CCDC49	0.2856
GRAMD1B	-1.316875
FNDC4	1.20425
SIAH2	0.010125
GDPD4	0.3915
C21orf87	0.206875
ATP5A1	-0.1675
C16orf63	-0.883625
LOC388135	-0.6825
ATP5J2	-0.851125
MMP3	-2.30175
EMID2	-0.607
CRHR1	0.866
WDR70	-0.31925
C13orf31	1.91475
ZFAND1	0.5525
CCL18	3.6225
C3orf49	0.747
RINT1	-2.7345
KIAA0408	-1.17716666666667
F13A1	5.996
SLC10A1	0.316
OGN	2.5635
GIPC2	-2.41966666666667
XPO6	-0.890333333333333
LCE1A	1.401
FMR1	0.3182
LOC374920	-0.6265
DUSP3	1.065125
ANKMY1	0.51225
C7orf50	-0.32975
BBS9	0.2916
UNC119B	-0.198
C9orf72	-0.244375
MGC35440	-0.23425
ENTPD6	-0.5915
PPP1R2P9	-0.9075
ERCC4	-0.3005
FAHD2B	-0.882
HMHA1	-0.007
HACL1	-0.32075
RAD23A	-0.274166666666667
FAM83B	-2.90425
PPP5C	-0.715666666666667
RNASEH2C	0.303
C9orf153	-0.04975
SCAMP4	0.4395
GHITM	0.6455
NDUFB7	0.254
ADCYAP1	-0.693833333333333
SP110	1.62266666666667
MAP3K7IP2	0.852
DHH	0.488
AGRN	0.805357142857143
WDR33	0.556333333333333
CEP290	-0.110166666666667
PRPS1L1	-1.57766666666667
KLRA1	-0.618
GPR97	-0.02
CHD7	-0.775416666666667
TLR10	1.2555
SLC30A8	-0.6545
HIC1	1.951
IAPP	0.9695
RXFP4	0.55125
GP1BB	0.55425
SHQ1	-0.234
NKX2-3	0.4935
API5	-0.36525
FTHP1	2.005
MOV10L1	0.655333333333333
TRIM6-TRIM34	1.53316666666667
ADHFE1	0.69275
FAM117A	-0.4005
DDI1	0.2165
CDON	0.0995
TRIM73	-0.1845
IGKC	1.547
MMP14	1.87216666666667
DYNC1LI1	-0.11775
C11orf66	0.55175
TRBV3-1	-0.66825
FASTKD5	-0.44575
BIVM	-0.5255
LHX4	-0.35125
CXCL2	-1.2108
RAB2B	-0.447166666666667
IZUMO1	-0.35175
MAP3K15	-1.650625
FAM19A2	1.911
ZC3H8	-0.234333333333333
ZMAT1	1.350375
SPINK5L3	-2.131
SLC10A6	1.751
APPL2	-0.1725
CARD10	-0.215833333333333
LOC402176	-0.041375
EEF1D	0.4736
RAB6A	0.6437
C12orf5	-0.611875
PAPOLG	0.3835
MSRB2	0.6375
BCR	0.149888888888889
PUS3	-0.52775
TIAM2	2.07
ZNF317	0.367166666666667
CHD2	-0.155
FZD5	0.319590909090909
NUDT8	-1.7055
ZNF763	-0.039
PRC1	-2.25888888888889
ABCB9	-1.02116666666667
SPATA3	0.1725
TRAK2	0.494625
STAB1	3.22175
LRRTM2	0.00400000000000001
psiTPTE22	0.74375
DBI	0.60725
SERPINA11	-1.6515
NAT5	0.1175
C20orf58	-0.56375
RPS6KA4	0.734666666666667
FLJ90650	-0.28575
TGFBRAP1	0.50575
CHRDL2	1.325375
FAHD2A	-1.10966666666667
CNTN1	1.22125
BBS4	-0.1295
TMEM181	-0.73
MINPP1	-0.19175
MPHOSPH6	-0.1335
HOXC10	1.225
ITPKB	0.021375
CLPTM1L	0.912875
MEOX2	-0.495
ATP6V0C	0.301375
PRPF8	-0.542333333333333
TMC5	2.37925
FKBP3	-0.4575
PLEKHB2	0.34225
OR4D6	0.1585
ZNF544	-0.6374
D2HGDH	-0.581125
RPL18A	0.604
HEL308	-0.059125
MPP6	-2.559
TCERG1	-1.40475
KRT16	1.373
KLF17	-0.58875
KLF5	-1.218875
CDR1	2.9985
VCX3A	-3.783
FBLN2	2.703
C14orf104	-0.43875
HBE1	-4.5947
OR4S2	1.7965
C1orf108	-0.219666666666667
ROBO4	3.953
CPEB4	0.229125
C11orf80	0.7935
BCKDHA	1.11133333333333
MYOC	0.419333333333333
GIF	-0.443
CKMT1A	-1.185
RPL3	0.7757
THBS1	3.462
APOO	-0.99175
ARMCX1	1.134
HSZFP36	0.06075
SNAPC5	-0.48425
EIF4ENIF1	0.64925
ZNF433	-0.0905
TNFRSF21	-0.031125
TMPRSS7	0.3525
SPATA18	1.2929
HPDL	-1.457
MKL2	0.1882
TBX3	0.604615384615385
C21orf93	0.244166666666667
DAXX	-0.0435
ELMO1	0.142625
RGS13	0.9846
TAF11	-0.7515
UNC13A	-2.055875
LOC653314	-0.049
ORC3L	0.02275
IMAA	-2.607
TARBP2	-0.5575
CABIN1	-0.0108
TRIOBP	0.0830625
HIST1H2AC	0.356
RGS22	-2.0545
NCOA1	0.682166666666667
IL25	1.131
SNCG	2.4435
GPR6	0.29
AMDHD1	-2.92933333333333
CHEK2	-1.020875
C6orf142	-0.92575
DRD4	0.582
C14orf68	-1.011
GDF11	-1.6975
SEMG2	0.0635
CD247	-1.18
CDAN1	-0.89325
RBMX2	0.074
TGS1	0.27875
OIT3	0.699
SYF2	-0.1305
MCM4	-2.1185
PKHD1L1	-0.263875
CEP192	-0.971
IFT88	0.85525
RPL9	0.0871428571428571
RAB32	1.639125
DDX43	-3.061
P2RX2	0.729666666666667
OR5D18	0.6455
UBE1	-0.579916666666667
SLC24A1	-0.23725
ARHGAP5	0.53025
CETP	0.44725
KIAA1731	-0.522333333333333
SLC9A4	0.5275
PTPN6	0.7235
BAHD1	-0.4165
GRIK3	2.055
CACNB2	-0.8
PDE10A	0.3145
DGCR14	-0.2
PCDHB9	0.160166666666667
RHOQ	0.663666666666667
MAP3K4	0.1305
KTI12	-0.281
RPL23AP13	-1.618
GNG11	-0.1135
CLCN3	-0.1035
GPAM	-0.91425
VSTM2A	0.228
SLAMF7	1.87783333333333
INTS2	-1.673
PPP2CA	-0.4389
LRP12	1.4468
SEC14L2	0.908555555555556
DKFZP586H2123	2.9615
MC3R	-0.3315
CIRH1A	-0.935666666666667
HIST1H2AB	0.611833333333333
POLH	-0.3315
MGC16703	-1.4745
SNAPC2	0.5685
FILIP1L	2.76425
RASGRP4	0.51
LRRC1	0.4825
GAS1	3.079
PRAC	-0.79825
DGKA	-0.838333333333333
NT5C3	-0.56725
PEG3	-0.688416666666667
NADK	-0.745
PRR17	-0.15275
LOC374569	-0.57325
SGSH	0.747166666666667
NLRP8	0.904
GALT	-0.2067
MCF2	-0.735
ZNF263	0.09625
TACSTD1	0.448
TYR	-6.3505
ATP6AP2	0.617
RNUXA	-0.2
ABHD10	-0.131
GDPD2	-1.069
SLC35C1	0.083
UBE2A	0.17375
HERC5	0.2105
FAM112B	-3.99166666666667
FBXL16	-2.36125
DKFZP434A0131	-0.7225
ELA3A	-2.876
RBM41	-1.269375
HAO2	0.688
RNH1	0.018125
SHANK2	0.750666666666667
OSBP2	-1.38475
DAK	-0.964833333333333
C3orf58	0.771666666666667
TCL1B	-0.858
KBTBD2	0.185375
SUGT1L1	-0.2835
UBE2E2	0.983833333333333
MYL9	3.470125
CDC23	-1.16116666666667
PBXIP1	0.708
CXorf40B	0.4375
NBL1	2.598
RTBDN	0.546
RAB11FIP5	0.85925
TTTY13	-0.377
SCOTIN	0.136
SOHLH1	-0.579166666666667
CDKN1A	0.9775
NCK1	0.2265
ZNF550	-0.89125
SAPS3	0.371166666666667
SPIN3	0.2825
MAGEE2	0.0895
MIS12	-0.725333333333333
OR8H2	0.2985
KIAA0774	-0.0908333333333333
UNC5D	-3.1875
CUL7	-0.674
LIPC	-2.15833333333333
DIO1	-1.32025
C20orf11	0.46
CTRL	-0.86875
HS3ST2	3.38425
PAK4	0.1615
CCRL1	4.3715
RNF10	-0.081875
ZNF567	0.03075
ZNF660	0.3965
TCEAL3	0.3515
MAGOH	-0.38
CENPB	-0.172
C19orf7	0.107875
LOC388965	0.32025
ZCCHC13	0.1115
JMJD1A	-0.2799
HIST1H4H	1.088
TBRG1	-0.5771
GPC3	-5.26
TAF1C	-1.196625
EBNA1BP2	-0.820666666666667
CIAPIN1	-0.449
PDGFRA	0.150111111111111
CSTB	0.965125
CENPI	-1.666
GTF2E2	-0.6795
RPP21	-0.03175
CCNF	-1.39333333333333
KCNQ3	1.1815
FAM79A	1.1935
SLC22A12	0.8365
NOVA1	-1.00833333333333
FZD3	-0.0112
AKAP8	-0.2095
SOCS5	0.77525
CFDP1	-0.72675
DLG5	1.33525
PGM5	1.2505
C1orf144	0.159833333333333
HDAC10	-1.515
RND2	-1.28025
C20orf199	-0.74
RNMT	-0.05425
SLURP1	0.71575
ASTN1	-0.563
SH3BGR	0.73125
MYCL1	-0.287
ZHX1	0.361666666666667
CENPK	-3.48625
FOSB	1.0946
LOC643406	0.202375
C2orf59	-0.149125
TMEM135	0.228125
SLC27A2	-3.13725
KRT33A	1.403
OVOL1	0.2785
PAMCI	-2.67266666666667
S100A7	1.1915
ZNF789	-1.4985
HARS2	0.077
RPL23A	-0.306666666666667
TCF23	-0.31775
UPF3B	-1.681625
C17orf78	-0.4125
HLA-DOB	0.136666666666667
C14orf142	-0.021
TEKT5	0.7525
DMWD	0.1055
POLD1	-1.4565
GSCL	0.348
CALD1	1.8389
SCRT1	0.1345
AIG1	1.69475
UNC84B	0.60275
ZNF404	-0.2915
TMED6	-3.5555
KIAA1462	1.837
LRRC27	1.2085
PYGO1	-0.3245
PIGU	0.0166666666666667
ALAS2	-3.54116666666667
WRNIP1	0.03875
CNNM3	-0.252
ZNF2	0.4565
ST3GAL5	0.416416666666667
MRPL23	-1.03475
TSSK6	0.14625
PSMA6	-0.41125
C16orf70	-0.16625
KIAA1602	0.33925
ALMS1	0.0841666666666667
DCN	4.60175
TMEM132D	-0.84325
SUCLG2	0.32925
ABHD14A	-0.06325
DEXI	0.0943333333333333
AMPD2	-0.574833333333333
IFNAR2	0.32
CYB5A	1.9838
TLOC1	0.58925
NXF5	-0.638833333333333
NRBF2	0.78425
KCTD3	0.867
ITGAE	-0.477
SLC30A3	-1.8585
ZRF1	-1.049
IFRD2	-0.751875
XAB1	-0.12875
PYCR2	-0.699666666666667
SERPINB3	-4.009
TMLHE	-0.0317
GEFT	-0.690375
ABCA5	-1.49175
EMR4	-0.169166666666667
TSFM	-0.47625
HIST3H2BB	-0.3665
ARHGEF19	1.0305
TSPAN17	0.942
ABCC8	0.80375
MAP1S	0.288666666666667
C22orf36	0.74175
BNC2	0.816071428571429
HIST1H4A	-0.49275
NDUFS3	-0.483166666666667
WDR3	-0.6355
XKR4	-0.20975
TTC33	-0.402928571428571
STMN2	4.72825
CPN2	-1.0395
HSPC105	1.14925
PCOLCE2	-4.19475
C3orf55	1.975
KLHDC9	0.654666666666667
TBC1D23	0.251375
ATXN2L	-1.53291666666667
MAP2K3	-0.0724166666666667
SCAP	-0.14325
ZNF486	-0.0373333333333334
C20orf96	0.4785
NARS	0.51775
ADAMTSL1	1.17992857142857
PRCC	0.6225
CCDC126	0.35325
ZNF675	-0.45375
CALCOCO1	0.54725
ANKRD43	-0.27625
CWF19L2	1.19533333333333
ZBTB32	1.1445
BRAF	0.22125
ODF4	0.72975
MGC14376	1.19666666666667
HORMAD1	-2.15666666666667
AAK1	-0.130583333333333
PEBP1	0.321
TNFSF5IP1	0.302833333333333
DKFZp564N2472	0.30275
RMND1	1.89625
IGKV1-5	2.375
COL1A2	4.17258333333333
SERPINA5	-3.881875
AANAT	0.3395
C19orf21	0.328333333333333
GEMIN5	-0.09425
UBR4	-0.2685
LTBP3	1.49416666666667
AMHR2	-2.62716666666667
PROCR	-0.70475
MYBBP1A	-1.1565
C20orf39	3.79366666666667
ZNF697	-0.625
PASK	-1.0117
ZNF776	0.178166666666667
RFXDC2	-0.378875
KIAA0467	0.11175
C10orf96	-0.98575
ZNF503	0.2465
GULP1	-0.321333333333333
KCNE4	1.1025
DKFZp434K191	-1.0225
LOC196913	0.269
BHLHB4	0.589
CH25H	-0.72875
LOC81691	-1.56233333333333
ALPL	-0.213142857142857
COL12A1	4.309375
FOLR3	-1.314
GPR123	0.049375
TRIM62	-0.0671428571428572
ABLIM1	-0.445333333333333
MAST3	0.0365
RHBDD1	1.58366666666667
LOC338809	-0.5285
RYBP	0.58475
TTC26	0.12175
ZNF22	0.488833333333333
ISCA2	-0.55475
RDM1	-1.5745
PIGM	0.51225
GNB3	-1.557
ACTR2	0.5368
HMGB1	-0.429
EDG1	2.53583333333333
SOAT2	-3.1415
OR10AD1	0.163
RAP1GDS1	0.225083333333333
LCE1F	0.4015
ESM1	0.537
RCN3	3.0355
CREBL1	-0.639
DBNL	0.0331666666666667
PTGER3	2.770375
USP30	0.0853333333333333
BCL2L12	-0.338
KIF26B	2.5745
ZNF416	0.5715
ZNF225	-0.2645
C17orf70	-0.24675
ZNF554	0.604
RAE1	-0.1965
TNIK	-0.706833333333333
ACTN3	1.304
MGC45922	0.641
CCNA1	1.54883333333333
RYK	0.824833333333333
IL26	0.3655
LRP3	0.541166666666667
QARS	0.008
SOX7	1.00085714285714
BID	0.10775
OR2S2	0.239
CXCL14	4.10975
C11orf47	-0.7485
MGC29891	0.256666666666667
HSPB8	2.6049
PRDM14	-2.0095
NUFIP2	-0.0815
MNAT1	-0.8105
ZDHHC2	-0.0946666666666667
MBNL2	0.03475
ADD3	-0.247375
CSNK2A1P	-0.3405
KLK6	-2.1765
TMEM111	0.6653
KIAA1279	0.34375
NUBP2	-0.302333333333333
RAB42	-0.15425
ID3	0.0267
TM9SF1	0.177
MDP-1	-0.49225
POU4F2	0.12625
IQCK	0.77575
C16orf14	-0.5365
CAPN3	-1.703875
FAM43B	-0.09225
RECQL	-0.48
AP1G1	-0.375
CTNNBL1	0.277333333333333
ECHDC1	-0.809166666666667
SMARCC1	-0.3146
FOXQ1	-0.693875
GNAI3	0.5405
POLG2	-2.1185
CD4	1.5745
ITLN1	0.015
EBI2	5.04
IRF1	0.57625
PTPRE	2.4787
PTK2B	-0.93725
NXNL2	1.051
SOX4	0.767166666666667
TSPAN3	-0.103666666666667
SH2D1A	-2.77133333333333
C8orf58	0.0771666666666667
USP20	-1.036
DUSP22	-0.699916666666667
CALB1	-2.3395
L3MBTL2	1.07158333333333
MCRS1	-0.51925
TMEM118	-1.27066666666667
C18orf8	0.554666666666667
FLJ10241	0.800125
GJA12	0.8265
PKD1	-0.465666666666667
ZFP3	0.2435
JAM3	0.414625
LAPTM4A	0.8911
DIRC2	-0.23125
KIAA2022	-0.130666666666667
MYOM1	0.0238333333333333
TRPM8	-2.24683333333333
MOP-1	1.06025
PHKG2	-0.70325
ZNF650	0.474625
KIAA1522	0.14325
PSG8	1.33116666666667
DDX19B	0.362
MOBKL1B	0.432
DIAPH2	0.429416666666667
PTPN12	0.422
CLN8	0.0582
CRYZL1	-0.249333333333333
CRY2	0.85
FCGR2B	5.45666666666667
PNPLA4	0.78775
ZNF454	1.1885
DKFZp434B1231	-0.28075
CLDN11	0.1078
RFWD2	0.19
CIB2	-0.481
MXRA8	4.347375
HRK	-0.252375
MAML2	0.48175
C4orf31	2.6895
C6orf192	-0.31025
COG6	0.520125
FAM5B	-0.34525
NFATC1	0.9126
SEPT10	-0.2555
SCYL1	0.3859
RPP40	-0.5025
SCOC	0.4396
KIAA1450	1.8165
CTDSPL2	-0.371
TBX5	2.735
NAPG	-0.448125
RHD	-3.9385
C14orf45	1.524
ZBTB22	0.336
PLCG1	-1.0635
ANKRD10	-1.223625
AQP7P2	-1.418
TAGLN2	-0.145833333333333
HTR2C	-0.9795
SLC16A7	-0.788166666666667
C17orf83	0.105666666666667
TSGA14	-0.464916666666667
MDH1	-0.45475
PPP3R2	-0.104166666666667
DCBLD2	-1.46435714285714
RBM33	-0.451125
DPH3	-0.57475
SYT10	-1.07383333333333
FMO4	1.854125
THYN1	-0.8035
DRD5	-2.868
OTOR	0.295125
PGRMC2	0.4659
KATNAL1	-0.067625
PAQR6	-1.555
UBE2I	-0.43825
C14orf28	0.70575
C8orf70	1.39525
FLYWCH1	-0.6305
ANGPTL3	-1.0425
GLRX2	-0.224166666666667
ATP11A	-0.551785714285714
ARL5B	0.096125
MUC16	-3.2895
SLC25A5	-0.953214285714286
ACRC	-0.61475
MYO1C	0.112875
FAM89B	1.47083333333333
FAS	1.21625
KIFAP3	1.7935
GLRA2	0.3985
BTN3A2	0.3543
CNKSR3	-1.541125
CSTF3	-0.8275
ARPM1	1.1355
KIAA1530	-1.382
C9orf150	2.00283333333333
PRKCI	0.23775
tcag7.1015	-0.672
SOD3	-0.45275
ZNF574	0.878
CYP21A2	1.8135
RPL12	0.22925
COMMD2	-0.2455
WIZ	0.2565
LOC344405	-2.3365
ALDH4A1	-1.97
CRYAB	3.06325
COPA	0.147266666666667
PCDHGA7	0.605
KIF11	-0.981666666666667
RASD2	0.454875
SLC26A3	-0.4235
ZNF175	-0.08
JAKMIP2	0.28475
C8orf4	0.231333333333333
PTHLH	1.116
SLC40A1	5.08841666666667
OR7D4	0.1665
PCDHB17	-0.481
CD36	4.29542857142857
C6orf203	1.7818
PRKG2	0.699
LOC400566	0.16975
ANAPC13	-0.09775
SLCO3A1	-0.31275
ZNF692	-1.5485
FANCL	-1.4125
SH3GLB1	1.12325
C12orf61	-0.858
KBTBD6	-0.02975
SUPT5H	-0.031375
XRCC6	-0.1618
HUS1B	-0.4956
FAM133B	-0.441285714285714
LOC728276	0.106
KCTD18	0.86
SOS2	0.805166666666667
CCDC99	-1.921
C1QTNF5	4.4615
NNAT	-0.191666666666667
USP16	-0.22825
LARS	-1.28475
ZBTB2	0.774625
ABO	0.388
TRAF3	0.1125
GALNT5	-0.334
NAP5	-0.31025
ALG14	0.751833333333333
KIAA0515	-0.636115384615385
WDR75	0.237333333333333
TEX261	0.341916666666667
LY86	2.21375
LOC389072	0.279
FLJ13611	-0.579
MRGPRX2	0.3895
SNRPA	-0.70625
OR2G2	0.317
GPRASP2	0.92075
C7orf42	0.8514
C9orf163	-0.7615
CYP11B2	-0.1675
FCRL3	-0.0361666666666667
PRDX1	-0.16425
FGB	-3.868
COX17	-0.283833333333333
C16orf33	-0.46225
PIWIL1	-0.099
FOLR1	-1.00783333333333
KIAA0082	-0.931
FREQ	-0.083
TMCC2	-1.33833333333333
TCF12	0.528
ZNF721	-1.058
FAM130A2	1.07525
POU4F1	-2.1385
SNRPF	-1.52
SGIP1	3.65183333333333
ZNF641	0.793
EMG1	-0.5805
PRRG4	0.734
HIRA	-3.21125
MYNN	0.492666666666667
AEBP2	-0.764166666666667
TBXA2R	0.885833333333333
ISL2	-1.15466666666667
PCDHB11	0.7555
RNF144A	0.169625
MARCH5	0.5165
DULLARD	0.274833333333333
DCLRE1B	-0.854
ITGA8	1.4255
TP73	-0.1105
PRKCD	1.007
NDUFB4	-0.03225
ATP13A4	0.197
ANTXR2	0.534666666666667
COL4A3	-0.5655
MYO10	-0.5286
SLC6A18	0.48125
