Hybridization REF	TCGA-B6-A0RL-01A-11R-A084-07
C3orf34	0.5045
SUMO3	-0.0151666666666667
CST9L	2.466
MLL4	0.04175
SPR	1.807
SAMD9L	1.3065
ABCE1	-0.3805
SUPT3H	0.0413333333333333
ACTBL1	-2.50925
ADAMTS4	-0.483166666666667
SLIT3	0.10775
RHEBL1	-0.7045
NPM2	-1.8825
MAN1C1	1.57175
KIAA1856	0.679416666666667
HSPA6	1.57975
LOC388152	-1.2075
C10orf140	-0.565
ZDHHC12	-0.282
LIN7A	-1.1464
PHC2	0.149333333333333
SPHK1	-3.0945
TRIM26	0.0425625
FAM83E	2.4515
C18orf24	-0.564166666666667
ZNF578	0.592666666666667
ORAI1	0.00699999999999999
RUVBL1	0.01225
C7orf20	0.0635
APAF1	-0.389
SLC36A4	-2.42166666666667
MYH11	1.684
NEK1	0.5055
MPP2	1.5995
C12orf24	-2.20225
TNK2	0.418125
ZNF289	-0.6105
MATN3	0.831833333333333
IFNGR2	0.6165
ITPR1	-0.276375
EBF3	1.1255
TBC1D20	-0.5616
OR10P1	0.59425
DDAH2	1.2
SHPRH	0.5965
STX7	-1.336
LOC554248	-1.54875
BCAR1	-0.0105
ATXN3	-0.209333333333333
TRIM27	-0.237
CDC42EP2	-0.3435
CHP	-0.0659285714285714
SOX17	0.450125
ZNF259	-1.39983333333333
CHCHD1	0.474875
ZDHHC19	-0.032
GBP2	1.408
GARNL3	2.23
MRC2	-2.2005
C1orf52	-0.404
AOF2	0.3105
LRPPRC	0.3371
ACVR1C	-1.22
TM4SF18	0.3225
TMEM169	-0.463166666666667
PPP1R16A	0.242375
EBF1	-1.8555
RRS1	-0.5045
SNX2	0.08
OR2T2	0.4515
RBX1	-0.56225
ANKRD54	0.0388333333333333
TSNAX	0.652833333333333
TMEM83	1.313
ZBTB7A	1.2725
ATM	-2.20958333333333
LOC338328	1.57183333333333
TIE1	-0.843166666666667
HIST1H3G	0.393166666666667
PASD1	-4.61883333333333
TINAG	0.41825
PCDHAC2	-1.1885
LRRC15	-2.071125
WBSCR17	-2.094
TFF2	-0.458
PARP2	-0.36275
NDFIP2	-0.674125
PCDHGB2	-0.735
WDR60	0.96425
MAP7D2	-0.2857
USP45	-0.7835
GSDML	0.08925
TNS1	-0.4204
PLCD4	2.7
IQCD	1.65133333333333
SMPX	-2.08275
CD9	1.88516666666667
SRGN	-1.24275
CASP7	0.79675
INOC1	0.732
DKFZp451M2119	2.042
VMAC	2.0865
USP53	-0.0113
CAMK1G	-0.773375
TMEM106A	0.440333333333333
CDC20	-0.9474
ACSL5	-2.9555
CBWD5	-0.77
C1orf87	-0.597666666666667
KIAA1274	-1.05475
PRUNE2	-2.83378571428571
LYPLA2	-1.07266666666667
DOK6	-4.18016666666667
GPR149	0.26775
FAM30A	0.36825
TMEM129	0.4745
SLC35B3	0.8275
ACPP	-0.9619
LOC200261	-0.508
SLC4A7	-0.1707
CCDC40	3.1895
GART	-1.344125
THOP1	-1.68475
SCARB1	-1.02375
CACNA1F	3.20725
TRIAP1	-0.145166666666667
SYT14L	0.69
SFRS8	0.1935
PBOV1	0.2165
GOLSYN	2.33825
GJB7	-0.9295
CAMK2N1	0.713
GREM1	0.0194166666666667
FLJ20433	0.87075
QPCT	-3.159875
PRKAG2	1.73033333333333
H2AFX	-0.656
C6orf154	1.9815
PLOD3	-1.2415
ZBTB39	0.5135
WASF3	-2.73108333333333
DRG1	-0.7255
PRR4	0.281
SPCS1	0.3825
KDELR3	-1.76383333333333
SRP19	0.141166666666667
GABRA6	0.137
MFSD1	0.42325
MMEL1	1.08725
PDXDC2	0.4779
BUB1	-2.05244444444444
RNF138	-0.543125
MYLPF	-0.811833333333333
AIF1	-1.62583333333333
DYNLRB1	1.5381
HCN3	-1.08166666666667
HIST1H2AI	0.871
MAP4K5	0.37525
LASP1	1.102375
LOC130951	-0.082
PLAA	0.64225
KRT6A	-2.7695
C6orf117	-3.39775
ARHGAP23	-1.073
PTF1A	1.128
GPHA2	-0.22075
LCE3B	0.4815
MCL1	0.265928571428571
EHBP1	-0.773583333333333
PRNP	-1.82225
ZSCAN1	0.4305
C1orf113	0.902666666666667
FOXA3	-3.6295
NEB	-0.00275
ASGR1	-5.634
CTGF	-1.8985
RAB17	0.954833333333333
MST101	0.44425
JARID1B	0.6884
USP37	0.9348
PTBP1	-0.481166666666667
PTPN7	-1.62916666666667
CDC7	-1.33016666666667
SNX7	-0.22225
ZNF335	-0.013
CPT2	-0.1525
HEATR1	-0.718375
HSPC152	-0.142875
C5orf40	0.02075
PSME1	0.470333333333333
STAG3	-1.40275
TMEM154	0.194333333333333
KLHL32	0.97
TSGA10IP	-1.37
SUV420H2	0.219166666666667
SF1	-0.0758
2'-PDE	0.7955
PNLIPRP2	2.8635
TRSPAP1	0.278916666666667
NUP210	0.308166666666667
ANP32C	-0.762
RAB11B	-0.452666666666667
ASB15	0.427
ITGB3BP	-1.15075
UBASH3A	-2.76875
YWHAB	0.848
TPRX1	-0.239
LY6G5C	0.476875
SLC7A2	0.630875
CLK1	0.5168
HSD3B7	0.926333333333333
VDR	-0.16075
C16orf74	-0.76425
ACE	-0.16925
PSMA2	-0.6595
CCDC131	0.42075
ZNF213	1.23016666666667
EML2	0.449
ALS2CR13	-0.515166666666667
GLYATL1	2.3445
DSPP	0.0015
DHFRL1	0.2745
C10orf30	-3.21283333333333
SH3RF2	-1.4395
LOC197322	-0.807166666666667
DLL3	-1.796125
TIGD7	-2.1275
GFRA3	0.04425
CPA1	-0.280833333333333
RTN4	-0.518333333333333
PPT2	-0.939833333333333
FASLG	-0.379166666666667
FOXP4	0.86275
RPL26	-0.6197
GNL3L	-1.85266666666667
FMR1NB	0.22
CD163	5.40725
SGPP2	0.152
GIMAP2	0.61925
CD37	-0.543833333333333
DPT	-0.451833333333333
NBLA00301	0.764
RGS5	-1.54258333333333
C9orf4	-0.239
ACTL8	-3.41183333333333
PRKAR2B	1.45425
OPLAH	-4.268
C20orf134	1.0945
SPACA5	0.578
TBL1X	0.626833333333333
TSPYL3	1.028
CHCHD3	-0.35675
CRKRS	0.2725
GPR65	2.455
DFFA	-0.853
FUT1	1.52275
C6orf204	0.716166666666667
TMEM51	0.12
ZNF580	-0.0475
CMTM2	0.53725
C20orf200	-0.6235
EZH1	0.6055
FDX1L	-0.611
MRPL32	-0.598
PCAF	-1.5044
ALOX15B	0.0273333333333333
CD59	1.21029166666667
CDK9	0.36925
ERP29	-0.815833333333333
TTR	-6.5415
BCMO1	1.0145
DDIT4	-2.413
PTGDS	1.24125
C3orf63	1.078
BST2	1.461625
CYP1A2	-0.5595
C5orf25	-1.0525
STX1A	-0.710176470588235
OR2A12	0.179
SH3BP5L	0.54175
SERINC5	0.196125
USP6	0.1839
MRPL3	-0.221666666666667
POMP	-0.283875
INPP4B	0.829875
GMPPB	-0.8465
EAPP	0.6295
AHSA1	-0.46225
ABCA11	0.6715
SLC5A6	-0.076
HIVEP2	0.01
SUMO2	0.321
KIAA1822L	0.810166666666667
C11orf67	3.11025
TXK	-1.036875
PHCA	1.5513125
ICAM4	-3.14816666666667
FPGS	0.2295
SNRPA1	-0.4275
KCNJ4	-1.248
KIF6	2.1396
HIST1H2BG	-1.56133333333333
SLC5A5	0.73575
ZNF354B	0.3485
IL12RB2	-1.05275
C11orf76	-0.013
GAL3ST2	0.204
AIFM2	-0.405875
SYNC1	-0.4575
UBL3	-0.07225
PIK3CG	-2.40616666666667
NLN	-0.1369
BCORL1	1.0685
CD5L	0.22775
ZNF238	-1.2905
KIAA1394	-0.25025
C16orf55	-0.3866
CYP3A7	-2.3565
KRTAP3-1	-2.678
TFDP1	-0.656333333333333
MND1	-1.224
NODAL	0.00766666666666665
GTPBP4	-0.26375
TUBGCP2	-0.2395
SLITRK5	-0.91675
CIC	0.8605
CD79A	0.0715
SAMD14	0.213833333333333
TNPO3	-0.202
OR10G3	0.5885
OR10G8	0.158
CCDC111	0.376
HOXC9	1.8185
DCUN1D1	0.28325
CYB5R1	2.43725
TSR2	0.5075
DAB2IP	-0.5536
SLC6A5	0.246
RAB3D	0.72775
DCUN1D4	0.0155
ERBB3	1.55675
SDC1	0.978
ATP6V1H	0.539333333333333
SYK	-0.577
ST20	-0.375
C13orf30	0.259
WDR40A	1.1265
ADMR	0.208
LOC388335	-1.152
ACSM1	2.5855
TDG	-0.353416666666667
FLJ11235	-0.1055
MRPS5	-0.92
AGPAT2	0.138833333333333
SLC12A1	0.333125
CYP27A1	-2.16475
THAP7	-0.99375
XPO1	0.327
ALMS1L	1.16266666666667
C1orf2	0.04875
ZNF777	0.827333333333333
CAMK2A	0.163333333333333
SMC1B	-1.059
IHPK2	0.609933333333333
LEMD1	-3.845
NKD2	-1.4084
CLU	1.36035714285714
ARMETL1	0.855
PABPC4	-1.3965
CXCL12	1.3575
TFAP2C	0.9806
TTTY8	0.306
ABCB10	-1.0897
ENDOD1	-1.83566666666667
IDI1	-1.2665
KCTD6	1.0125
CCDC105	0.152
ULBP2	-2.673
ZDHHC5	1.1165
WNT8A	-0.00450000000000002
COMMD10	-0.0505
KLHL12	0.649125
GPR50	0.195
NR5A2	-0.09875
OXGR1	4.02383333333333
EHD3	-1.32125
CAPRIN2	-0.11075
KLRC3	-3.9135
SF3B1	2.11821428571429
IPO7	0.448
ALDH1A1	-4.13333333333333
ANKRD5	0.78125
TSNARE1	0.7
DDEFL1	1.1545
RNASEL	0.669333333333333
DNAH9	-0.03075
HELLS	-1.43275
TNS4	-0.908
NAV1	-0.4665
KIAA1409	-0.1705
C20orf26	3.433
TUBG1	-0.84625
IRX2	-2.87025
CNGA4	-0.4615
MGC50559	1.82716666666667
OR4K17	0.324833333333333
TM2D2	2.38133333333333
FAM32A	-0.9325
TXNDC14	0.96175
CCBL1	-1.2825
ANK1	0.948
PRSS23	-3.9305
PPM1L	-0.5625
SPATA20	0.9435
APCS	-0.14
C14orf122	-0.436166666666667
PSMB5	-0.38175
C6orf10	0.2188
SETDB2	-0.044
SPNS3	-2.012
SGMS2	-1.7244
MXD3	-0.1095
MON2	0.5401
CARTPT	0.62125
HNF4A	-1.15483333333333
RABEP1	0.4964
TNFRSF10B	-1.892875
USH1G	0.604
PPAP2B	-3.4445
TMEM16K	-0.39725
CTDSP1	0.892666666666667
CDK5R1	-0.514166666666667
GABRR1	-0.5945
OPN1LW	-0.055
FAM98C	1.503625
DBN1	-0.361
ACAD10	-0.36575
QTRTD1	0.3155
WNK3	0.342
RPS19	-0.317625
C1QB	1.906125
OTUD5	-0.067375
SLC41A2	-1.83433333333333
TMEM22	-5.28733333333333
KHSRP	-0.271083333333333
TNFRSF11A	-0.248833333333333
FBL	-0.661833333333333
IBTK	0.727833333333333
OXER1	-0.357
CBLN4	0.33425
GPR172B	-0.0506666666666667
CFTR	-0.79225
VSX1	0.928
CAMK1D	-2.0455
LOXL3	-2.65875
RTP4	2.96425
SLFNL1	0.53975
KIAA0828	0.38575
PAR5	-0.9285
LOC723972	-0.73
GDI2	0.16525
CEBPA	0.4308
MLF2	0.104166666666667
AFMID	-0.75375
ALOX12B	-0.04475
BPHL	0.3185
COX5B	0.382
S100A10	-0.2088
THOC6	0.44875
NHN1	-0.18175
RRP12	-0.901
ARID3B	-1.0705
CD3G	-4.57833333333333
KIAA0133	0.10925
NAT11	-1.0895
PPAT	0.00116666666666667
SIRT3	1.1141
TCERG1L	-0.142
NIPA1	1.0704
DPP8	0.069
IL7R	-3.34916666666667
ZFP64	0.394916666666667
DMAP1	0.0408
TRMT12	0.54625
TLR4	-0.3616
WFIKKN2	0.0385
RAB12	0.189666666666667
DDX51	-0.162166666666667
KIAA1086	-2.78475
ZNF295	0.059
ACVR2B	-0.259642857142857
LOC494150	-0.618625
ZNF517	-0.09
DNASE1L2	0.2535
SUFU	0.311583333333333
LOC283677	-0.097
LMO3	2.74366666666667
PPP2R5D	-0.0233333333333333
ZNF587	0.787
HIST4H4	0.3305
CYP2C8	-0.07775
C1orf80	0.384
DOCK5	-1.89816666666667
C9orf24	-0.6625
OR5AR1	0.0865
C11orf24	-0.75725
UNQ1940	-0.456
CAP2	-0.3405
TIMM44	-1.554
DSEL	-0.6595
ROM1	-1.211
FBXO4	1.058
MYLC2PL	-1.8295
MLH3	1.76211111111111
NOX1	0.4095
DPEP2	0.7755
DNAJB5	-0.81825
RLTPR	0.655
MBIP	-0.496666666666667
COPB1	0.580833333333333
SFTPA1B	0.9755
C10orf4	1.0655
PRELID1	-0.65925
NOLA1	-0.24875
C19orf24	-0.86225
TLR9	-1.922
HLA-DMA	0.621833333333333
HCRP1	0.1495
GPR137	-0.442333333333333
ITGA11	-3.2255
PHF13	1.09416666666667
MARK4	1.09816666666667
METTL4	0.4745
MBD3	-1.0298
LOC134145	-0.067125
FGF3	-0.07375
SLC35A3	0.5815
CLEC16A	0.90775
AMOTL1	-2.94775
FLJ31438	0.202
PAICS	-0.680125
TOMM40L	0.352333333333333
MMD	-1.86525
KLK10	-1.423
NIT2	0.7905
SERPINB10	0.5935
KLF15	-1.0151
CCDC5	-0.1695
WSB2	0.0985
ME3	-0.523
CACYBP	0.11025
TCTN2	0.9865
JAK1	0.199875
C2orf25	-1.2165
GPD2	1.39875
FBXL11	0.608333333333333
CDV3	-0.336416666666667
GALNT11	0.89275
NDUFA12L	-1.1728
FLOT1	-0.0372142857142857
TOR1AIP2	1.12725
MMP25	0.031
C1orf164	-0.0803
CHST5	-0.214
LYRM4	-0.5221
GPER	-4.186
HIPK2	1.61616666666667
DAP	-0.2775
ZMIZ1	1.24816666666667
DDX58	2.215625
DCC1	-1.8265
AKT1	-0.402625
ENPP6	0.589
ERVWE1	-0.003
CDC34	-1.377
RNF125	-3.23725
CASC1	4.218
SHROOM2	1.39425
RRM2B	0.820166666666667
COL6A3	-1.6005
TMEFF1	-2.62475
PLEKHA4	1.0013
LYSMD1	1.50033333333333
SEPT1	-1.51533333333333
AOF1	-0.1825
GNPAT	0.0915
WDR18	-0.92175
HSD17B12	-2.8135
HIST1H2BM	-0.752166666666667
INDOL1	1.04583333333333
SUDS3	1.233
C1orf192	0.453
CYP2B6	-0.1015
TBC1D2	0.0806666666666667
SLC25A12	0.482875
ERCC6L	-0.295833333333333
MGC10814	-0.500666666666667
POLR2C	-1.30233333333333
ZNF77	-0.384666666666667
EIF3K	0.0148
HPX	0.939
ANKRD27	-0.121125
MALAT1	0.6211875
PLB1	-0.0708333333333333
HRNBP3	-1.130875
CPSF4	-0.546
OR52N2	0.2495
PIP5KL1	1.03275
GH1	-0.09975
HPS5	-0.2805
SLFN5	-1.790625
POP5	-0.3045
OVOS2	-2.37566666666667
C20orf108	0.402375
MARS	-1.4395
CLRN3	1.55733333333333
ARSE	-2.7652
PPIE	-0.032
PHACS	0.0345
GP5	-0.055
IL8RB	0.700833333333333
FCRLA	-1.733
ARRDC1	0.5994
KRTAP9-4	1.0905
ZNF613	1.4005
OR11A1	0.2805
TMEM132B	-3.714875
PGLS	0.1265
BSND	-2.28
KCNK18	0.265
FOXD4	1.115
SV2C	0.982
LCN2	-0.377166666666667
ZNF490	-0.0137
C3orf15	3.6059
CACNA2D4	-2.38116666666667
CBX5	-0.8895
MAGEB4	0.07125
BOLA1	-0.97775
PPP2R5E	0.087
COL5A1	-2.06008333333333
ASB7	0.460666666666667
SFT2D1	0.07825
DERL1	-0.6624
RABL2A	0.924166666666667
MOAP1	0.55975
KIAA1545	0.0266666666666667
F3	1.4625
PLEKHM2	-0.83175
CCDC89	-0.933333333333333
EFCAB1	0.133142857142857
TMEM48	-1.249
SEPHS2	0.59175
PYGM	-0.52275
PRICKLE1	-2.162
WNT5B	-3.19425
TAS2R38	-0.0135
IMP5	0.6035
KHDRBS1	0.362
LARS2	0.4495
C3orf28	0.39325
FTCD	-3.378
C10orf68	2.04466666666667
DGAT2L3	-0.15575
PSEN1	0.441833333333333
MGC33657	0.65625
PLA2G4B	0.6295
CDKN2A	-0.744916666666667
DLX1	-2.907
TSHB	0.4585
C18orf37	0.0915
MEX3C	0.174
MAMDC2	-1.26625
PDIA4	-0.7845
ATP5E	1.01
CASP2	0.126785714285714
SERBP1	-0.870846153846154
ZNF341	0.3065
TESC	-3.40525
TMEM31	0.5685
OR51I2	0.3415
YTHDC1	0.955
JUN	1.6385
AGMAT	-4.51283333333333
PCNXL2	0.4305
ATAD5	-0.434125
STK38	-0.16
AZI1	-0.046125
RBP1	-0.8545
C4orf26	-0.631
KIAA1026	-0.4825
TMEM101	3.0355
HSFX1	0.234
TREX1	0.5265
C18orf10	-0.3289
TRIM15	-3.464375
CA6	-0.051375
CEP57	-1.757625
AR	3.54233333333333
SESN2	-0.452833333333333
KIF3C	-0.45175
EPB41L5	1.1425
ARHGEF10	-1.01668181818182
POLR3D	-1.21525
INDO	-1.16166666666667
GABRA3	-0.3805
SCG5	-3.9744
E2F3	-0.0111
TIGD5	0.72125
FGD6	1.32833333333333
KLHL3	0.829625
SCGB3A2	-1.8865
URP2	-1.45933333333333
ATP6V1B1	2.3289
CALML6	1.296
LOC100049076	-0.4905
TMF1	0.6625
LOC388503	-0.12
CDH5	0.9085
RPS6KC1	1.0395
DAAM1	0.1653
TNFRSF10D	-1.3895
GSTT1	0.5667
INPP5A	-0.58025
TRAF3IP1	1.7135
SMARCE1	0.428428571428571
VRK1	-0.71075
TTC16	1.994
AARS	-1.25683333333333
ARHGAP27	-0.889166666666667
ZAK	0.344357142857143
ACSM2B	-2.673
TRAP1	-0.7385
MRPL53	0.825375
RNF44	-0.295
NPTXR	-0.1475
DPYSL3	-3.279
APP	-0.2367
GLS2	1.045
MNX1	-1.76633333333333
CMTM7	-2.339
OR10A7	-0.3625
NYD-SP21	4.96783333333333
ORC5L	0.18675
SLC16A10	-1.645375
TMEM178	-0.531
LOC441601	-4.87475
PTGIS	0.72625
KBTBD7	0.7025
C19orf41	-0.39525
CEACAM3	0.79575
KRT23	-2.04925
SERHL	1.7605
PNKD	0.77175
UBC	1.37075
ATRN	-0.766
HAPLN1	-0.822
RANGAP1	-1.6075
C10orf26	0.584
KCNA7	-0.03275
SRY	0.673
LOC376693	-0.4485
HIST1H2BF	-0.518
CDCA8	-0.9865
MLC1	-2.91425
TNIP3	-0.083
OR4D1	0.471
IFT52	1.11766666666667
GOLT1A	2.15466666666667
UTP20	-0.023625
RP3-402G11.5	-0.794125
PRSS33	-1.57025
PMPCA	-0.66525
APOB48R	1.25
GLTP	-0.0345
MPL	0.84975
C9orf78	-0.04675
ADAM12	-2.501875
CSPG4	-3.162
LOC144305	0.6225
KRTAP4-10	-0.561
PAK1	1.40275
ADCY7	-0.8017
TAS2R43	0.6105
FRAS1	-3.35935714285714
PPP1R14A	-2.11066666666667
OR2B6	-1.09875
ATP13A1	-0.0376666666666667
SIDT1	2.154
C1RL	0.292166666666667
PRKRA	0.4895
TLN1	-0.0672
RP11-50D16.3	-0.21575
MITF	-3.45466666666667
GYS1	-0.53425
LYG1	-1.2055
NSMCE4A	-1.0245
DNAI1	0.1965
HOXD11	-2.7985
FNBP1L	1.72
DHX35	1.038
LCE3E	0.6245
SLC33A1	0.99875
DCLK3	-0.858333333333333
TRIM33	-0.447333333333333
TMCC3	-0.779166666666667
FBXO42	0.706166666666667
C1orf27	0.5773
C17orf50	0.632
RNF14	0.575833333333333
SLC4A8	2.90525
RAB3IP	0.6738
COX6C	3.84457142857143
PCSK1	-4.5615
SLC13A1	0.591375
ARF6	0.5645
KIAA1009	0.571375
HOXA13	-3.2285
HMGN1	0.063
CXADR	-1.72316666666667
MGC14436	0.267
UTF1	0.2335
TSC22D1	0.7624
BZRAP1	2.04133333333333
PUF60	-0.0833333333333333
SHC1	-0.721375
HOOK3	2.8248
LIMS2	-1.41133333333333
BAHCC1	-2.35133333333333
CLCC1	1.13666666666667
ENTPD3	-0.072
SMO	-1.01075
PIK3R5	0.29575
CDC14A	-1.15208333333333
KRT1	-0.7385
ENOX2	0.203
FLJ22655	-1.908
FPRL1	-0.1755
INTS6	-0.1387
ZCCHC5	0.0485
SMC3	-0.81725
C6orf123	0.191
FLJ20160	0.61775
LOC653391	0.0466666666666667
GSS	0.365
NT5M	1.31825
SIX5	-0.0345
TAF5	-1.6615
KCNA1	0.260333333333333
ANLN	-1.53983333333333
MGC45491	-1.4679
SSTR2	0.29
LYPD4	0.2585
TH1L	0.211875
CHRNA5	-4.07
PNMA6A	-0.13125
FLJ16369	-0.2105
DLX2	-2.3955
C6orf108	0.218416666666667
ALDH3A2	1.799
CLEC1B	0.0975
LEPREL2	-2.3955
FOXJ1	0.879
OR1D4	0.0615
PPIL4	0.4165
MTRR	-0.4335
SLC27A3	1.96883333333333
HTR7	0.752
MIB2	-0.13525
BHMT	-1.55566666666667
A2ML1	0.4855
MSMB	-0.2285
KIAA1383	-2.3
TRUB2	-0.0335
PF4	0.286166666666667
IL1F5	0.294333333333333
LRRC37B2	0.174
IPO4	-1.2635
FIGF	0.79225
QDPR	0.1745
ZNF598	-0.23275
BOP1	-1.39925
MAPK12	-1.45816666666667
POLR1E	-0.573125
CEECAM1	-0.603
INSRR	-0.143
SIPA1	-1.75525
ULK4	1.82583333333333
BTN3A1	-1.2367
FABP5	-0.9097
KBTBD3	1.21866666666667
SORT1	0.67825
YWHAQ	-0.0744375
LRIT1	-0.594
KIAA1704	-0.3972
MEIS2	-3.3739
ENOSF1	-0.547833333333333
PCDH7	-2.29771428571429
FZD9	-2.836
RPLP1	0.0318333333333333
ZNF75A	0.19325
P4HA3	3.377875
NKX6-1	0.30025
CTA-216E10.6	-0.545333333333333
IFT140	1.37225
DENND1A	-0.270166666666667
ALCAM	1.4285
ABHD2	0.848952380952381
QPRT	-1.8615
TRAM1	0.527785714285714
ATP1B4	0.12275
NUP37	-0.46425
SAA3P	-0.2475
SLC22A6	-0.261
KIAA0265	0.7305
ZNF41	0.6255
ADAM19	0.4579
ERAF	-0.991
DEFB119	0.248272727272727
DNMT3B	-2.76416666666667
SNF1LK2	-2.5585
MGC24039	-0.486272727272727
TAS2R48	0.441666666666667
PNLDC1	0.26775
ADAMTS16	-0.0735
TMEM92	-2.03166666666667
CCT8	0.00699999999999999
POGZ	1.20091666666667
N-PAC	0.929
GUCA1B	-0.714833333333333
ZZEF1	0.214166666666667
OR2C3	0.58
ZNF334	1.25966666666667
RANBP6	0.043
LDHB	-4.20158333333333
BAMBI	0.0565
RAB5B	1.18125
FOXB1	-0.0165
MRPS12	-0.11475
MRGPRF	-0.11025
CRIPT	-0.1045
CYP2D7P1	-0.418
RYR1	-0.97625
NDUFA2	0.985
TRIP12	-0.321916666666667
KCNE3	0.526
MOBKL2B	-1.6269
MIOX	-0.04975
ACOT7	-0.70975
FGF6	0.2595
RASSF5	-2.3226
ATAD3B	-1.19483333333333
IKZF3	0.4945
H3F3B	0.567857142857143
C6orf91	2.2995
SEC11C	-0.49775
TMEM14C	0.24975
KIAA1632	0.299625
SLC38A4	-0.641
FGFR3	1.74391666666667
HES7	0.15
HINT3	1.176
ARIH1	-0.3555
FLJ35880	-1.85425
C1orf129	-0.508
POU6F1	0.37075
RPL32	-0.04675
BBS1	1.9225
RGPD5	-0.2175
SULT1C2	-1.28475
KDELC1	-5.13775
PIP5K3	-0.413666666666667
CHI3L1	-0.6802
CSDA	-3.48375
VTCN1	5.18825
WDR62	-0.7725
TMEM170	0.076
KIF2A	-0.70725
C6orf182	-0.920666666666667
ARL6IP6	-1.982
ZCCHC9	-0.20075
RARB	-1.96916666666667
ZNF320	0.94475
DHX15	0.24375
PICALM	-0.452666666666667
CNOT6	0.482083333333333
HIST1H1A	-0.9865
ZNF702	0.566333333333333
OR1E2	0.348
HLF	-0.7845
LOC442582	-0.546
KIAA0494	1.086
TCF4	-2.0095
APOBEC3B	-1.0335
FAM54B	0.153
MYH2	-2.44575
FXN	-0.731666666666667
C12orf59	0.0265
PAEP	-0.957
SPG11	0.282
VN1R4	0.62725
KCNJ13	-0.682
NOC3L	-0.43175
C5orf36	0.4755
CPAMD8	0.8775
MLN	-0.1638
FLJ11184	0.19125
TIAM1	-0.258333333333333
OR10J3	0.449
OR52E2	0.7155
PBX1	2.7781
UBL7	-0.516333333333333
PXMP2	0.80175
SYTL1	0.423666666666667
FAM126B	0.2
ZNF711	-2.595875
GGA1	-0.581333333333333
VAMP4	0.1515
BCAP29	0.0749
C20orf19	-1.403625
ZNF275	0.33125
NEK6	-0.466
SETD8	-0.243166666666667
HEXIM1	0.612666666666667
SULT1A2	0.8785
KLHL9	0.96075
SLC39A12	0.5795
ARHGEF16	0.790833333333333
SCN1A	0.770666666666667
HNRPH1	-0.266
C9orf103	0.3825
ECE1	0.1585
MED18	-3.7525
TEX13B	0.372
SNN	0.50275
C6orf62	0.329166666666667
WNT3A	0.0142
IL22RA2	-0.136
MGC21881	0.625875
GABBR1	0.24475
YIPF6	0.893
PROX1	-2.42866666666667
PPP1R1B	0.20225
LANCL2	-0.1669
SCN3A	-1.25933333333333
SSRP1	0.309166666666667
ASXL2	0.04175
RPE65	-0.16
SNAI1	-0.98475
EFNA2	-0.0005
CLDN9	0.09675
TP53I13	0.058625
LOC375748	0.5055
C9orf7	1.296
C14orf178	-0.381
GC	-0.88925
IER3	2.06283333333333
KCTD10	0.406375
FLJ45717	0.04925
ADC	1.06766666666667
LOC285908	-0.168833333333333
MLL3	0.531375
KIAA1787	-0.68125
MGC31957	-1.68875
MUC5B	-0.722333333333333
ZNF193	0.59625
CSRP1	-0.119
MOSPD1	-0.0771666666666667
C21orf49	0.555
RAD1	-0.18375
ANKRD34	-2.07775
NFRKB	-0.148
FANCA	-1.79875
VTI1A	-0.420357142857143
PCBP3	-1.05516666666667
BFSP2	-2.336
ZNF354C	-0.1065
FRMPD4	-0.552
IKBKG	-0.443833333333333
LOC441046	-0.9825
UNQ9438	0.840333333333333
TM4SF20	-0.853
MAGEC1	-5.1525
AMMECR1	-2.17375
GLDN	0.7225
TTC30B	4.1835
SEC13	-0.7484
EGF	-0.3955
HAGH	0.8495
VSIG1	0.627
NHLH2	0.2745
NCAPD3	-1.091875
MGC16121	-2.66525
HIATL2	-1.2865
BRCC3	0.4015
LCE2D	0.1745
TMEM79	1.113
GTF3C5	-0.034
AKR1C4	-0.302166666666667
C3orf59	1.2755
RBM26	-0.3045
DUSP14	0.554666666666667
AP4M1	-0.0421666666666667
RIMBP2	-0.501166666666667
ABCC2	-4.64933333333333
DNAJC16	0.818166666666667
TTC12	1.8385
SNX13	0.341166666666667
C6orf168	1.47575
C1orf100	-0.6495
CSPP1	0.54225
LRRC56	2.203
OR1J2	0.8075
THY1	-2.0966
KIT	-3.20583333333333
TBC1D8	0.803
EPHA7	-0.611333333333333
SOLH	-0.223875
SVIP	1.25875
ZNF294	0.08625
HAND2	-0.134833333333333
CENTB2	0.9125
MARVELD3	1.72728571428571
CREB3	1.21083333333333
KRTAP1-5	-2.21725
OR8K1	0.611
MED25	1.05583333333333
FDX1	-1.404
FAM19A1	0.0908333333333333
IL13RA1	0.9062
ZNF627	0.404166666666667
NHP2L1	-0.71975
EIF2B2	-0.428875
ZNF593	-0.18925
WIPI2	0.59475
RANBP1	-1.46325
TAS2R7	0.1075
LOC283514	0.507
CSNK2B	-0.138
CFHR1	0.1535
DKFZP434O047	0.5225
WBP11	0.4705
TEX2	1.00475
GALNT2	-1.1435
FLJ33360	0.80275
WNT9A	-0.35375
IL29	0.72625
STK3	0.919666666666667
REPS2	2.062625
FAM78A	-1.51175
MGC3207	-1.423
FCGR3A	5.4995
H2AFY2	-2.76175
RNF150	-1.779
CCNK	0.065
VEZT	1.43066666666667
FSHR	1.188
C1orf66	0.491833333333333
LCE2B	0.4403
CD200	-3.61525
ORMDL1	-1.122
OR51S1	0.513
KRT83	-0.415
COL19A1	-0.017
