Hybridization REF	TCGA-E2-A14Z-01A-11R-A115-07
HTRA2	-0.5285
ANGPTL2	0.429
ILKAP	0.0138333333333333
ERAS	-0.191
HBS1L	0.62475
CPA5	1.1515
TMEM30A	0.925666666666667
CD300LF	2.371
WISP3	3.101
CRK	0.560142857142857
PDS5A	0.4187
BRPF3	1.04333333333333
NEDD9	-0.000375000000000004
SMPDL3B	0.4105
PSG6	-1.31225
PSMD13	0.00175000000000002
ETV5	-1.8821875
OR51A4	0.248
BTBD7	0.665
GSTO1	-0.365875
hCG_16001	0.3095
MAD2L1BP	-0.5805
COX6A2	-0.321
SCNN1A	1.11583333333333
LSM1	-0.321333333333333
UGT2B11	-3.35625
IDUA	1.27175
PPP2R3C	-1.219
COX11	-0.807333333333333
PDZK1	-0.4325
ZNF443	1.29716666666667
MGC21874	1.13583333333333
ZNF323	1.6519
KRTAP10-10	0.296
CXCL6	0.346
SLC34A2	1.4678
LOC284402	0.4355
NPTN	0.580166666666667
UPP1	-1.6365
SLC6A9	-0.169
OR7G3	0.32975
CISD1	-0.476166666666667
ZNF545	0.362333333333333
SYT14	-0.0975
NT5C3L	-1.26833333333333
ZNHIT3	-0.243166666666667
SNRPD3	1.0115
KIAA0701	0.00512500000000001
UNC93B1	-0.0561666666666667
GMNN	-1.4935
SPCS2	0.105
LOC388524	-0.381
NAPRT1	0.27525
PNLIPRP1	-0.3445
OR6V1	0.4725
PRKAB1	-0.63925
EYA4	-2.45933333333333
KIF20A	-1.2105
ALG10	-0.855
ITPKC	0.9685
LMX1B	0.829666666666667
RPUSD4	-0.587666666666667
C7orf34	0.441
DLGAP2	0.06525
PFN1	-0.3054
MICALL2	-0.272166666666667
ZNF654	1.231
SS18L1	-0.940125
SLC16A8	0.207
MKI67IP	-0.404833333333333
ITGB3	-1.4105
TCEA3	1.08975
CEP152	-1.6875
CLIP1	0.89475
ZNF75	0.46775
ATP5C1	0.470166666666667
NUDT5	-0.265
PSCDBP	1.88075
UBP1	0.20775
RBM27	0.656
C13orf15	2.089125
ZNF282	-1.74616666666667
ZNF222	-0.0832
COL10A1	5.26725
PRDM15	-0.330375
TTTY5	-0.5445
FAM9C	-0.75225
C20orf67	0.13025
GNG13	1.7225
F12	-0.36
C1orf41	-0.31425
CPXCR1	0.7245
GSK3A	0.397
SUPT6H	0.476833333333333
PI16	1.331
ELL2	-1.00258333333333
C9orf167	-1.88666666666667
PVRL3	-1.9743
FLJ38596	0.6605
ADAM20	0.164
GPR89A	-0.098
GPR87	-0.738
ZNF30	0.456
SMR3B	5.164
ZNF770	0.160875
TRPC4AP	-0.744833333333333
DKFZP686E2158	0.5735
C2orf28	-0.0416666666666667
FREM1	-0.678166666666667
LAMA4	0.172833333333333
ADPRHL2	-0.58
EIF4G2	-0.153333333333333
GUCA1A	0.003
CTNNA2	-1.71728571428571
NUDT15	-0.817833333333333
CEPT1	0.359
ZNFX1	0.2392
CCDC92	0.81025
TDRD1	-0.571
KCNK5	-0.0241666666666667
ETNK1	-0.4705
LTA	0.298
TTPA	0.812833333333333
B3GALNT2	0.925375
SC65	-1.2165
PEX5L	-1.08925
EPS15L1	0.74825
MGEA5	-0.156875
HIST1H3A	1.391
ING1	-0.194875
BCAT1	-2.67525
ORC6L	-2.00545454545455
KLK11	-5.04583333333333
C19orf28	-1.54075
DNER	-4.74425
MED22	-1.03471428571429
ETV6	0.796666666666667
CHAC2	-1.87925
CD300E	0.1385
CEBPB	0.2615
ZNF398	-1.96975
LRCH3	-0.0795
HMGA1	-1.14883333333333
CAPN7	0.244
MGC5566	-2.04825
CCL3	3.271875
NANOS1	0.71475
ZFYVE19	-0.151
APITD1	0.119333333333333
PARD3	-0.623875
IRAK4	-0.0728333333333333
SERPINI2	0.6445
CEP170L	0.094
TTC9	2.722
MYOM3	-1.0705
MLPH	-0.027
LOC222699	-0.0335
NRG1	-0.891416666666667
TBC1D9	1.83318181818182
TTK	-0.874166666666667
ZNF557	0.4951
DDX41	-0.700666666666667
FANK1	2.79
UBE2D2	0.083375
PSMB10	1.07575
MYH7B	-0.043
GABARAPL2	-0.300875
MARVELD2	1.68283333333333
DGCR2	-0.207166666666667
UNC45A	-0.4905
C6orf72	1.0815
ZNF683	4.82425
GIT2	0.30325
CASK	1.684
C14orf161	2.79
LRRC44	0.34025
TIFA	0.4495
UTP11L	-0.9645
C6orf65	-0.74525
FDPS	-1.428
DUSP9	-2.0735
SLC17A8	0.928166666666666
OR51G1	0.409833333333333
NANS	-0.359
OLFML1	1.28075
ATP10B	-1.66585714285714
NPAS3	0.2175
PRKCA	-2.0789
GGA2	-0.4099375
LCE4A	0.7875
SPANXN3	0.12325
CCDC115	0.435625
SDCCAG3	-1.4995
GLIPR1L1	-0.08125
TTC1	0.12275
C17orf76	-0.317
MAD2L2	-1.73375
HIPK1	0.5462
LRRC3B	0.447
CLN3	-0.201136363636364
C17orf47	0.1955
FMN2	-3.051625
TUBB1	-1.186
WAPAL	-0.102833333333333
C3orf21	-0.451875
SCN5A	-0.376
SMYD1	1.487
BEX5	-0.23725
ZNF192	0.517
SEC22A	0.157166666666667
GRIA2	1.07914285714286
KIAA0825	1.43825
NUSAP1	-1.47427272727273
LANCL1	-0.448125
C15orf40	-0.9359
ZNF645	-0.03825
GPR61	0.09525
NLRP14	0.1045
SNX21	-0.7554
C1QTNF8	-0.362
C17orf46	0.34175
IFNA8	0.5785
SPRR1B	-1.84766666666667
FLRT1	-0.737
SNX17	-1.08683333333333
ASB2	0.745166666666667
HBG1	-5.276
RPRML	-1.9335
JOSD2	0.382666666666667
PLSCR3	0.22675
SPOCD1	-0.0881666666666667
RAB39	-0.1465
GHRH	0.625333333333333
ITIH5L	-0.17325
C17orf37	0.0655
SMCR8	-0.022
DPY19L2P3	-0.448
IL11RA	0.835666666666667
GDF3	-4.14183333333333
RPS6KB1	-0.579166666666667
DNAJC19	0.5632
TOP1	0.22075
CRCT1	-0.777
MPST	-0.296875
DPM2	-0.7835
FAM38B	-2.0325
SLC18A1	-1.3575
FARP1	1.05466666666667
PAX7	0.05975
TUBD1	-0.79525
GNL3	0.140875
BTG2	2.2386
NDUFS6	-0.12175
C1orf79	-0.55925
ERAL1	0.99025
ECHS1	0.92025
VPS4A	-0.757833333333333
CYP11A1	-1.014375
ABCC6	-0.488928571428571
PBX4	-0.889
MOSC1	0.035875
NCF4	0.87575
HYMAI	0.8995
NAGPA	-0.984
OTOP2	0.64625
ACOT12	-0.08725
MTHFD2L	0.37425
LOC441376	1.87025
C19orf34	0.2575
RAB1B	-0.86
ALDOAP2	-0.7545
NTRK1	-1.13933333333333
ARTS-1	0.7902
SLC6A11	-0.7545
NAP1L2	-0.297
CNGB1	-0.199833333333333
EPB41L4B	0.281
FAM134B	-0.031375
HS3ST3A1	-2.31933333333333
CPXM2	5.1405
SIRPB2	-0.5715
CHORDC1	-0.481666666666667
TRIB3	-1.1985
SLC2A5	0.71675
C2orf49	0.521166666666667
DDX5	-0.58825
OR5L1	0.688
ANAPC4	-0.457833333333333
ZSWIM1	0.29425
LOC93622	-1.020375
KCNK3	-0.1542
RP11-35N6.1	-2.0385
ZFP161	0.00233333333333333
AQP9	4.055
SLC15A2	0.854666666666667
MREG	1.587
OR9I1	0.3
PDLIM2	-0.37225
ADAM7	0.3405
GSTCD	0.798
WDR21A	-0.190125
SLC12A8	0.718166666666667
TMEM174	0.0025
IGSF3	1.84733333333333
LRRN1	1.715
LOC402117	0.10725
SRPK1	-0.5185
LY6K	1.118
NFIA	2.7595
PTCD3	-1.031
LEP	2.35933333333333
PCDH21	-0.5452
MAPKAPK2	0.802428571428571
NMNAT1	0.211666666666667
LHFPL2	1.0105
C9orf43	0.317
DIP2A	-0.526333333333333
ACTR8	-0.058
CCDC34	-1.043
PTPN22	0.57925
ITGA3	-1.016625
FAM129C	1.7515
RABGGTA	-0.441333333333333
UNC45B	0.3235
KIAA1033	0.069
ZNF510	-0.084
CYP2D6	0.338666666666667
SLC26A10	-2.091
STX8	0.12175
LUZP1	-0.129625
WDR89	0.106666666666667
EIF4G3	0.3166
C5AR1	1.28025
ZNF623	1.606
A2M	0.794
TGM7	0.4335
GRPEL1	-0.472333333333333
LMNB2	-0.639
ROCK2	0.0608333333333333
SNX16	1.353375
CCDC66	1.31025
ANXA3	-0.594
KIAA1609	-0.412875
EED	-0.82675
RNF32	0.363166666666667
HES1	-0.107
CLC	0.666666666666667
ISL1	-0.716833333333333
KIAA0528	0.2335
MANEA	1.129875
C1orf61	-1.881
hCG_2001000	0.7885
RAPGEF6	0.7517
KIAA0020	-1.053
NEIL1	1.23625
C16orf45	-0.72775
RBM10	-0.7225
C10orf125	-1.094375
MRS2L	0.98175
DNAH17	-1.04625
C19orf10	-0.7895
C1orf160	-0.26675
SLFN12	1.4225
EXOC3	-0.111666666666667
HIST3H3	0.599
NCOR2	-0.3005
TNFRSF9	2.054
MFSD8	0.49875
ALX1	-4.15566666666667
NOL1	-1.28525
PODN	2.42
TIAL1	-0.55925
HIST1H1E	0.20525
NPY6R	0.2855
TM4SF4	-0.32875
CORO2A	0.1155
ETNK2	0.545
APOE	0.6538
ANGPT4	-0.1505
HDGF2	-0.53775
G30	0.2995
ST8SIA4	0.26625
F2RL1	0.048
FAM19A4	-1.546
CCAR1	0.98875
B3GNT7	0.08325
OPHN1	0.3883
DSCR6	1.4985
C21orf13	1.81966666666667
GAS2L1	-0.0608333333333333
RFX3	0.482833333333333
COPS4	0.31475
BCHE	-4.908
BCL2	1.0235
HBZ	-3.38
ARL13B	0.405
MAPBPIP	1.16775
MYO15B	-0.702875
SPZ1	0.906
KIAA1324	3.06044444444444
PLCL2	-0.151375
C4orf29	-0.1565
WDFY2	0.17075
ZNF284	0.427
NAALADL1	0.4485
DUSP5	1.54266666666667
PXDN	-0.176375
SLMO1	-2.05275
TNXB	-0.0378
BIRC7	-0.9415
A4GALT	0.189166666666667
TIMM22	0.629
FAM110C	1.68775
TOMM34	-1.339125
ABHD9	-0.1035
ADAM32	2.0215
CRHBP	0.16
AQP2	0.329875
LOC130355	1.39625
ZNF187	0.1985
ZNF816A	0.3665
F7	1.1015
CNOT1	-0.2956
SLC13A4	-0.611
ZBTB11	0.2475
B3GALT5	0.08025
EXOC2	0.971166666666667
IRS1	0.8064
TMEM1	-0.1705
MRPL34	-0.431833333333333
SAMM50	-0.79675
CDC42EP3	-0.1045
HSF2	-0.384
MFN2	-0.43425
TSPAN7	-1.132
NUCB1	0.0936666666666667
RHOH	1.6565
ARL16	-1.1695
TACR1	-0.24175
SFRS5	-0.431
SNX25	0.5315
RHBDF1	0.235833333333333
PCDH18	2.14716666666667
HMG1L1	0.268
MYO5C	0.457125
MAPK10	3.343
LDHAL6A	-0.260333333333333
NUDT12	1.51683333333333
NCAM1	0.084
GLIS2	-0.4125
GGTL4	1.43275
DAPP1	0.47275
ATF7	0.302625
KIAA0748	0.81425
NFIL3	0.34775
TM6SF1	0.0108
SEZ6	0.282
NANOS3	0.806
DNAJA3	-0.125
CLDN6	-1.781
CIITA	2.8864
EPHA4	-0.383333333333333
FANCC	-1.15875
CMTM3	-0.112625
PSG3	-0.529
MRPL15	-0.146
C21orf59	0.58775
PLCXD2	-0.147
C2orf34	0.314625
UBE2L6	1.284125
MED14	0.0133333333333333
HP1BP3	-1.0887
C6orf208	-0.211
TPBG	2.36625
OSR2	-0.187
XPC	-0.22
KLHL7	0.04625
CCR3	0.2105
AGTPBP1	-0.387
PCSK6	0.404533333333333
STAT5A	-0.9702
FAM18B	-0.3865
LONRF2	-0.192333333333333
PTPN2	-0.3275
SF3A3	-1.14933333333333
EFCBP2	-0.345
HCFC1	-0.7045
AHNAK	-0.2432
ACTR5	-0.169
KIF14	-1.53228571428571
TENC1	0.2945
HEATR5B	0.955
YIPF2	0.733833333333333
MYEOV2	0.132833333333333
DUSP18	1.2495
KIAA1012	0.5705
AHR	0.235666666666667
C17orf53	-1.8295
PTPRH	-3.62525
ATP6V1C1	1.0815
TAS2R3	0.2735
LOC440356	1.4725
COQ10B	-0.373
PSMF1	0.525916666666667
SORBS2	0.770583333333333
NFE2L2	1.44575
TMCO7	-0.49
SH3PXD2A	-0.423
SH2D2A	0.072
SPINK5	-0.254
MRPS24	-0.44375
OPA3	-0.24025
TRAF7	0.269666666666667
C4orf35	0.0365
MT1G	-0.187
MGC39545	-0.0765000000000001
HS1BP3	0.0287
OR2B2	0.0555
CHRM4	0.3305
SFRP2	3.24216666666667
RIC3	0.543
ART1	0.243
C6orf1	0.291
DUS4L	-0.98775
C10orf104	0.8205
TNFAIP6	2.45175
RTEL1	-1.04875
CCT4	-0.6826
ZNF709	0.802
CHMP6	-0.666333333333333
UPP2	0.97275
CYP19A1	-1.87225
CD151	-0.372
NDUFA13	0.384
ARFRP1	-1.2195
FAM26B	1.49775
CRYBA1	-1.8415
MRPL41	-0.496333333333333
NPFFR2	-1.138375
HRH2	-0.128
SCAMP3	-0.402333333333333
MTMR6	0.559
MTG1	-0.342666666666667
UBTD1	0.70425
CRABP1	0.3305
FLJ33790	-1.5398
KIAA1908	-0.216
GPR158	-2.896
PACSIN3	0.209666666666667
OMD	2.48716666666667
CATSPER1	-0.121833333333333
HOXB8	-2.296125
FBXO46	1.3095
OAS1	1.712
SVIL	0.406
PHB2	-1.1385
ADCY3	-0.046
NDRG2	0.637833333333333
ERMAP	0.3466
APBA2	-1.824
IGSF9	1.622
WNT6	-0.410785714285714
MYCBPAP	1.1785
ATP2B2	0.0575
CPVL	-0.1457
TRAM2	-0.664833333333333
NOP5/NOP58	0.01725
ZNRF4	-0.12925
TLK1	0.02875
MTMR12	0.464
ZNF384	-0.889166666666667
FAM9B	-3.09075
RPN1	0.4293
PMVK	0.74925
EIF3D	-0.5323
SIX2	1.44075
HPS1	0.232071428571429
RNF7	-0.266
PSKH2	0.6365
KCTD13	-0.215
CSMD3	-0.467555555555556
FBF1	0.0555
IL8	-5.54475
SERPINB13	0.210333333333333
FBXL20	0.355
BLR1	0.2015
SH2B1	-0.398833333333333
RFNG	-0.617625
RAB20	1.42216666666667
RBM7	-0.76225
POLR1A	-0.588666666666667
TMPRSS4	-0.82925
TAF9	0.816
TERF2	0.211333333333333
TNFRSF1A	0.00183333333333332
ACADVL	-0.497833333333333
GTF2H5	1.44775
EDG8	0.434
C9orf140	-1.703625
UST6	0.65675
ZBTB8OS	-0.474
ZNF710	1.4205
GPR174	-0.2185
ATP6V0A2	-0.09025
KIAA0319L	-0.456166666666667
XKRX	-0.1415
DOPEY2	1.9181
SDHD	-0.0221666666666667
SUMF1	2.26625
OSM	3.45025
OPN3	0.894
DAGLB	-0.16
PPFIBP1	-0.0295
TRIM63	-2.87025
C10orf53	0.078
LYPD3	-0.0436666666666667
BCL7A	0.502625
AGER	-0.9645
TCF19	-1.027375
SAT2	-0.091
PFTK1	1.421
GABRE	-0.36125
C15orf38	1.007
FIS1	-0.525
KCNV2	-0.0095
CLPS	2.675
PPCDC	-0.548625
FOXN2	0.2845
NT5E	-2.7962
CD83	1.46325
IL18	1.657
VPS16	0.811
IGFBP2	1.07283333333333
NOTCH2	0.71925
SIGLEC1	2.8005
CD93	5.351
SULF2	-0.27275
CEP164	-0.073
P53AIP1	0.492333333333333
TOR2A	-0.1435
ZNF136	0.8255
MGP	3.5994
CCDC144A	0.8145
TRPC1	-1.28783333333333
SMS	-0.124833333333333
MAPK7	-0.505666666666667
RRAGC	0.34375
PARD6A	-0.261
NUB1	0.841666666666667
SYNGR4	0.0495
OR11H12	-0.4675
WIF1	1.120375
GCH1	0.23
OR11H4	-0.3105
SLC44A5	1.376
GPRIN2	1.588
LOC401431	0.244
CPA4	-2.6343
MELK	-1.44811111111111
IL15RA	1.15775
CUL3	1.293375
HMBOX1	-1.15025
PODXL	-2.21325
CCT6B	0.515
COMTD1	0.0455
MUC20	-0.691166666666667
GPX2	-2.382375
ITK	0.748
FBXL5	1.393
C13orf27	-0.8645
DEFA5	1.0955
TRHDE	0.4295
MTP18	-0.958833333333333
UQCRQ	0.4266
ITGB2	1.78716666666667
CSRP2BP	1.162
TAS2R44	0.43
PHPT1	-0.388875
FAM44C	-0.71775
ERH	-0.4605
MPHOSPH1	-0.880833333333333
MORC1	-0.6495
PARVB	-1.49775
LAMA1	-2.146
PGBD3	0.25425
GIMAP6	4.4785
AREG	-0.273666666666667
LIPT1	0.37625
MGC99813	-1.5665
C1orf201	0.296333333333333
GRIN2A	-0.9452
MAN2C1	-1.340375
NSUN5	-0.65975
SF3B5	0.0065
MYC	-1.3796875
NRXN1	0.04675
ZNF18	0.71
SPDYA	-0.092625
SLC37A1	1.2085
DECR2	-0.313
ANKRD38	0.938875
SPTLC3	0.0881666666666667
SUPT16H	-0.935875
DTWD2	1.26125
ULBP1	-0.6265
ZADH1	-0.0668333333333334
OIP5	-1.85
IL10RB	-0.113333333333333
OTUB2	0.341875
VWA3A	0.074
SPIC	1.30033333333333
OR6C4	0.25
PSCD4	1.54216666666667
DPY19L2P2	-0.5925
TRAPPC6A	0.456333333333333
C21orf2	-0.1795
CEMP1	-0.6755
LIN7B	-0.043
E2F7	-2.18066666666667
VCP	-0.4798125
LAMA3	0.9785
BGN	1.23
GPR160	0.694
COCH	-3.49433333333333
GPR81	2.05583333333333
APOBEC3F	-0.27475
tcag7.1017	-0.7155
C1orf32	0.187
SCGB1D2	5.64925
FLJ43987	-0.4815
C6orf170	1.54025
KLK9	-0.107
GPD1L	0.77475
VPS37B	0.0295
ATG3	-0.0568333333333333
ADAMTS17	-0.529
KLHDC2	-0.319166666666667
NDUFV2	-0.324
BLK	-1.17975
MATN4	-1.6955
GPM6A	0.3755
GBP4	4.43966666666667
TMEM162	0.269333333333333
PKP2	-0.595
HRASLS	0.172
MMP1	-1.37125
SFXN3	-0.6304
FSD1	-1.97033333333333
ST6GALNAC3	-1.95066666666667
CA12	3.4037
NCOA6	0.354
C19orf58	-0.0807
PPP4R1	-0.1115
MAN1A2	2.64066666666667
IKBKAP	-1.34475
UPF1	-0.114
KIAA1219	0.52075
WNT16	0.276
SNW1	-0.547125
IL18RAP	3.70675
RPP30	-0.40725
CDC40	0.756357142857143
SETD3	0.206166666666667
SLAMF6	0.6485
ELK4	-0.0395
TRIM47	-0.0665
ACOX3	1.72925
TRIM6	-0.193375
KIAA0372	0.129166666666667
TP53AP1	1.11725
SMURF2	-0.14575
ADAD1	0.19325
EBP	-0.8666
KRTAP13-2	-0.208
FLJ36874	-0.756333333333333
TOR1A	-0.7035
P2RY4	-0.001
GPBP1	0.31575
TRPV1	1.109
ADAMTS12	0.365333333333333
PES1	-1.2044
ATG4A	1.12716666666667
MAGEA10	-4.93675
WFS1	0.86475
CC2D1B	-0.539666666666667
PABPN1	-0.33125
SLC25A30	0.35275
SLCO1C1	-0.223833333333333
SLC22A5	1.773
KIF23	-1.03083333333333
SYN2	-0.529833333333333
ASPN	7.458
CENTG2	0.51775
QSOX2	-1.9911
FLJ10815	0.193
STK24	-0.2749375
SPEG	-0.5725
STK10	-0.076
DACT2	-0.5895
AAAS	-0.444
SSX3	-1.3675
ABCD3	0.2103
C4orf12	0.1685
PARVG	1.70666666666667
FIG4	1.52875
C9orf46	1.996
TMCO6	-0.276
IGHMBP2	-1.3655
DUS2L	-0.614833333333333
FAM3C	-0.8063125
TMEM16D	-2.123625
DCTN4	0.51475
KCNH3	-0.09375
EIF2AK2	1.89525
AP1S3	2.222875
CST4	1.456
PAM	-0.2459375
NUTF2	-0.5195
CITED2	0.0038
SLC39A4	1.20375
C2orf52	0.1245
GRM3	0.05725
C12orf49	0.21425
CCDC49	-0.3994
GRAMD1B	-1.158
FNDC4	-0.18775
SIAH2	0.819625
GDPD4	-0.1995
C21orf87	0.04675
ATP5A1	-0.271
C16orf63	-0.19875
LOC388135	-0.597333333333333
ATP5J2	-0.411
MMP3	-0.266
EMID2	-0.15725
CRHR1	0.09025
WDR70	0.0445
C13orf31	2.373
ZFAND1	-0.221
CCL18	4.52016666666667
C3orf49	1.076
RINT1	-1.7425
KIAA0408	-1.22583333333333
F13A1	4.1841
SLC10A1	0.651833333333333
OGN	1.25325
GIPC2	-1.14283333333333
XPO6	-0.674
LCE1A	0.8605
FMR1	0.5671
LOC374920	0.08375
DUSP3	-0.144
ANKMY1	0.26925
C7orf50	-0.41375
BBS9	-0.0216
UNC119B	-0.440125
C9orf72	-0.079
MGC35440	-0.05925
ENTPD6	-0.2985
PPP1R2P9	1.33225
ERCC4	0.25125
FAHD2B	-0.1255
HMHA1	0.2175
HACL1	-0.64625
RAD23A	-0.0901666666666667
FAM83B	-0.59675
PPP5C	-0.618166666666667
RNASEH2C	0.03375
C9orf153	-0.54775
SCAMP4	0.734
GHITM	0.0415
NDUFB7	0.1015
ADCYAP1	1.04866666666667
SP110	1.989
MAP3K7IP2	1.3205
DHH	0.126
AGRN	0.564571428571429
WDR33	0.112833333333333
CEP290	0.124666666666667
PRPS1L1	-0.876666666666667
KLRA1	-0.354
GPR97	-0.208
CHD7	0.82
TLR10	2.354
SLC30A8	-0.962
HIC1	1.22916666666667
IAPP	0.154
RXFP4	0.1995
GP1BB	-0.47925
SHQ1	1.0535
NKX2-3	0.119166666666667
API5	-0.03875
FTHP1	0.908
MOV10L1	0.2645
TRIM6-TRIM34	1.6415
ADHFE1	1.4595
FAM117A	-0.22825
DDI1	0.135166666666667
CDON	-0.4925
TRIM73	-0.847
IGKC	2.527
MMP14	0.189666666666667
DYNC1LI1	-0.309
C11orf66	1.62575
TRBV3-1	-0.6895
FASTKD5	0.946
BIVM	0.36125
LHX4	-0.089
CXCL2	-0.2973
RAB2B	-0.6205
IZUMO1	-1.48825
MAP3K15	-2.062125
FAM19A2	0.483666666666667
ZC3H8	-0.819333333333333
ZMAT1	1.676125
SPINK5L3	-1.03775
SLC10A6	0.5605
APPL2	0.343625
CARD10	-1.10766666666667
LOC402176	-0.370375
EEF1D	1.0837
RAB6A	0.5214
C12orf5	-0.463
PAPOLG	0.6685
MSRB2	1.05775
BCR	0.685611111111111
PUS3	0.1335
TIAM2	0.26275
ZNF317	-0.0961666666666666
CHD2	-0.0508571428571429
FZD5	-2.34859090909091
NUDT8	-2.25425
ZNF763	0.85
PRC1	-1.46377777777778
ABCB9	0.000833333333333306
SPATA3	-0.0015
TRAK2	-0.140625
STAB1	2.793875
LRRTM2	0.126666666666667
psiTPTE22	-0.5005
DBI	0.51725
SERPINA11	-1.6125
NAT5	1.20825
C20orf58	-2.29675
RPS6KA4	-0.074
FLJ90650	0.0355
TGFBRAP1	0.22625
CHRDL2	1.523875
FAHD2A	-0.524833333333333
CNTN1	-0.4345
BBS4	-0.4129
TMEM181	0.5805
MINPP1	0.3805
MPHOSPH6	-0.290166666666667
HOXC10	2.0262
ITPKB	-0.366
CLPTM1L	-0.4005
MEOX2	1.22433333333333
ATP6V0C	0.991375
PRPF8	-0.159666666666667
TMC5	3.7045
FKBP3	-1.0835
PLEKHB2	-0.3915
OR4D6	0.2935
ZNF544	-0.4119
D2HGDH	-0.742
RPL18A	-0.2703
HEL308	-0.023375
MPP6	-3.6555
TCERG1	-0.6255
KRT16	-1.15616666666667
KLF17	-1.34425
KLF5	-1.429375
CDR1	2.12525
VCX3A	-0.0455
FBLN2	1.633625
C14orf104	-0.58325
HBE1	-5.1704
OR4S2	0.46
C1orf108	-0.319333333333333
ROBO4	3.06333333333333
CPEB4	0.893375
C11orf80	-0.521
BCKDHA	0.171
MYOC	0.6935
GIF	-0.4205
CKMT1A	-2.4465
RPL3	0.0347
THBS1	2.46575
APOO	0.16275
ARMCX1	1.46975
HSZFP36	1.22675
SNAPC5	-0.2365
EIF4ENIF1	-0.00899999999999999
ZNF433	1.0995
TNFRSF21	-0.301625
TMPRSS7	0.372
SPATA18	0.2218
HPDL	-2.3445
MKL2	0.8139
TBX3	1.17115384615385
C21orf93	-0.0293333333333333
DAXX	0.18375
ELMO1	0.86225
RGS13	2.12166666666667
TAF11	-0.5395
UNC13A	-2.458
LOC653314	-0.3517
ORC3L	0.4975
IMAA	-2.8845
TARBP2	-0.96625
CABIN1	0.6271
TRIOBP	-0.0276875
HIST1H2AC	1.906875
RGS22	-0.971
NCOA1	1.438
IL25	1.0405
SNCG	2.4045
GPR6	0.764
AMDHD1	-2.0885
CHEK2	-0.655375
C6orf142	0.86425
DRD4	-0.197
C14orf68	-1.03025
GDF11	-2.3825
SEMG2	0.3585
CD247	1.0615
CDAN1	0.0495
RBMX2	-0.413166666666667
TGS1	-0.05375
OIT3	0.07625
SYF2	-0.362
MCM4	-0.67975
PKHD1L1	0.480625
CEP192	-0.7745
IFT88	1.52875
RPL9	0.745428571428571
RAB32	-0.253875
DDX43	2.32525
P2RX2	0.1855
OR5D18	0.3215
UBE1	0.99575
SLC24A1	1.04325
ARHGAP5	-0.07175
CETP	-1.05775
KIAA1731	0.2215
SLC9A4	0.237
PTPN6	1.10725
BAHD1	0.71875
GRIK3	0.306
CACNB2	-0.6816
PDE10A	-0.14475
DGCR14	-0.37175
PCDHB9	0.0223333333333333
RHOQ	0.842833333333333
MAP3K4	-0.127
KTI12	-0.669166666666667
RPL23AP13	-2.14725
GNG11	-0.6195
CLCN3	1.13616666666667
GPAM	-0.43325
VSTM2A	0.253
SLAMF7	3.81566666666667
INTS2	-1.72575
PPP2CA	0.0656
LRP12	-0.535066666666667
SEC14L2	0.432
DKFZP586H2123	3.662
MC3R	-0.2555
CIRH1A	-1.6585
HIST1H2AB	0.408666666666667
POLH	-0.3665
MGC16703	-2.23683333333333
SNAPC2	-0.1735
FILIP1L	1.69325
RASGRP4	0.368
LRRC1	1.98875
GAS1	1.16525
PRAC	-0.60425
DGKA	0.1265
NT5C3	-0.746
PEG3	-2.30941666666667
NADK	-0.3095
PRR17	-0.7755
LOC374569	-0.58925
SGSH	-0.489833333333333
NLRP8	0.1715
GALT	-0.4186
MCF2	-0.6915
ZNF263	-0.1355
TACSTD1	0.935
TYR	-6.7173
ATP6AP2	0.9655
RNUXA	0.18625
ABHD10	-0.0388
GDPD2	-1.307
SLC35C1	0.983
UBE2A	0.86475
HERC5	0.572833333333333
FAM112B	1.37033333333333
FBXL16	-2.1135
DKFZP434A0131	-0.42625
ELA3A	-1.884
RBM41	-0.179375
HAO2	-0.00849999999999998
RNH1	-0.368875
SHANK2	0.637333333333333
OSBP2	-1.182
DAK	-0.834166666666667
C3orf58	-0.551416666666667
TCL1B	-0.173
KBTBD2	-0.07125
SUGT1L1	0.88025
UBE2E2	1.1495
MYL9	2.524125
CDC23	-0.3895
PBXIP1	1.2062
CXorf40B	0.4025
NBL1	0.6185
RTBDN	-0.187
RAB11FIP5	0.348875
TTTY13	0.1125
SCOTIN	-0.03325
SOHLH1	-0.788666666666667
CDKN1A	-0.291
NCK1	0.697
ZNF550	0.01975
SAPS3	0.358083333333333
SPIN3	0.176666666666667
MAGEE2	0.4925
MIS12	-0.596833333333333
OR8H2	0.7365
KIAA0774	-1.66666666666667
UNC5D	-1.47
CUL7	-0.0226666666666667
LIPC	-3.20283333333333
DIO1	0.62625
C20orf11	-0.3596
CTRL	-0.66875
HS3ST2	2.87075
PAK4	0.5395
CCRL1	3.43075
RNF10	0.7905
ZNF567	0.53925
ZNF660	-0.0755
TCEAL3	1.772
MAGOH	-0.492333333333333
CENPB	-0.348166666666667
C19orf7	0.0475
LOC388965	1.15425
ZCCHC13	1.1955
JMJD1A	-0.6872
HIST1H4H	0.919
TBRG1	-0.2958
GPC3	-3.982875
TAF1C	-1.20025
EBNA1BP2	-0.821333333333333
CIAPIN1	-0.7345
PDGFRA	-0.200277777777778
CSTB	0.327
CENPI	-1.16666666666667
GTF2E2	-0.346666666666667
RPP21	0.2945
CCNF	-1.114
KCNQ3	0.49
FAM79A	1.3035
SLC22A12	0.1935
