Hybridization REF	TCGA-AN-A0FL-01A-11R-A034-07
LOC219854	-0.478833333333333
CKAP2	-1.1468
DKFZP564J102	-1.45166666666667
MGC87315	0.681666666666667
HNRPAB	-1.4055
AMH	-1.409
ZNF526	0.938
BRUNOL5	-0.22
CACNG3	0.338
TRPM1	-1.8675
PPP2R1A	0.577125
COL2A1	2.287
DDN	0.535833333333333
FLJ25770	0.0695
HK2	0.497
ELOVL6	-0.51075
MDK	0.98375
EPHX1	1.666
RASSF2	-0.102875
DKFZP434B0335	0.94325
DLX3	-0.533875
PRTN3	-0.6925
AVPR1A	0.50225
C21orf125	-1.613
TNFAIP8	-2.0355
GNB2L1	-1.628
CALCRL	5.227
SCGB2A2	9.29016666666667
UBXD7	1.11875
ZNF674	-0.931
TMEM35	-1.290125
BRSK2	-0.9305
HECTD3	0.364166666666667
TMEM188	-0.632666666666667
LGALS9	2.014375
SCARB2	1.0915
USP34	-0.276583333333333
C17orf28	2.06716666666667
ZDHHC23	1.02675
AQP12B	0.2225
SLC16A3	-2.663875
APLP2	0.38375
ITIH2	-5.01275
MICAL3	-0.1825
TNNI3K	-0.3133
HDAC2	0.48575
PRR7	0.5315
THBS2	-1.992125
LOC751071	-0.814833333333333
CA2	3.8625
RANBP17	0.6365
RLN3	0.58225
CRYZ	0.0308333333333333
GBAS	-0.196333333333333
TAS1R1	0.62075
MPZL3	2.408
PCDH8	-2.309
HSP90B1	-0.00241666666666668
KCNK15	-0.2775
TNIP2	-0.428333333333333
GPR146	0.68025
NOL6	0.28575
SPC25	-2.01255555555556
STEAP2	-1.22928571428571
VAMP3	0.0235
TCIRG1	0.266
ZP4	0.316
PARL	-0.092
TRIM39	0.438166666666667
KIAA1305	0.52175
CRNN	0.177666666666667
GRN	0.33825
HSH2D	-2.46175
SCAMP1	-0.25925
KIAA1913	-1.2235
PTS	-0.1125
BANP	-0.0728571428571428
PRKACG	0.53375
ADCY6	0.343666666666667
C16orf46	0.0875
CYP51A1	1.008875
DDC	-5.76
ANPEP	-1.5675
PROM1	4.1405
SIGLEC10	0.7855
COPG	2.464
FAM26E	0.402625
TRIP4	-0.90975
SNX3	-0.77
C1orf175	0.51
PPY2	0.361
C14orf152	0.4905
FTSJ1	-1.6575
DST	-1.42365
LOC554235	0.21325
GLRX5	-0.0395
C20orf12	-0.151
CAB39	0.0765
MSH2	-2.39583333333333
PIP4K2C	1.837
CYLD	1.091125
WTAP	0.0306875
MGAT4A	2.63377777777778
TSC22D4	1.9026
CHRM2	3.018
PPYR1	0.479333333333333
CCNH	-1.74966666666667
RRM1	-1.0285
ECAT8	-3.8845
LOC400120	-0.543
GABRA4	-0.080125
C14orf4	1.10366666666667
C1orf59	-0.95275
CTDSPL	0.123
NHEDC2	-2.694
PDE11A	0.810625
KLHL29	-2.8475
CD5	-1.8016
TSPAN9	1.389625
WDR67	-0.28425
THUMPD1	0.8418
C18orf17	0.0265
CLYBL	-0.8665
FLJ13231	-0.141875
CMBL	-0.5635
LECT2	-0.861
NKAPL	3.52233333333333
LOC654780	0.643
OR4C6	0.6695
RAB30	-0.193
TSSK4	-0.388
TMEM163	-0.1635
OSBPL11	0.59675
GNB5	-2.07733333333333
CCL21	0.45925
C1orf121	0.394166666666667
FMO2	1.3988
RPTN	1.271
MSTN	-0.1075
VCL	-0.113142857142857
FYTTD1	0.4555
C11orf1	0.15875
CCDC88C	0.9593125
HFE	-0.338444444444444
MOGAT1	4.512
FAM125B	-0.269833333333333
IRGQ	0.779
RAVER2	0.60375
AKAP5	-2.836
SSSCA1	-0.17575
C11orf63	-1.899375
ACTG2	0.7277
PORCN	-1.308
DTL	-1.48127272727273
TMEM151	0.97225
FAM122C	-2.1785
RSAD2	3.3198
BAT4	0.393
KRTDAP	-1.93883333333333
MYH8	-0.05025
CRTC3	-0.67075
LRRFIP2	-0.0368
INTS4	-0.492333333333333
TTN	-1.81583333333333
SLC26A5	0.7515
PLLP	-0.484
RGS6	0.3065
SRGAP3	1.292625
ZNF525	0.135166666666667
NBR2	-0.405166666666667
C13orf1	0.0921
ZNF137	0.412
CEP27	-2.2105
BEST2	0.6985
RNF121	0.1295
DMRTC2	0.54675
C8orf76	0.64525
BCCIP	0.56525
MEST	3.626
HTRA2	-0.579
ANGPTL2	1.33475
ILKAP	-0.769
ERAS	0.1575
HBS1L	-0.672625
CPA5	0.6805
TMEM30A	0.0238333333333333
CD300LF	0.749
WISP3	-0.2385
CRK	0.293857142857143
PDS5A	-0.5153
BRPF3	0.4385
NEDD9	0.104875
SMPDL3B	1.74325
PSG6	-0.0142500000000001
PSMD13	-0.16925
ETV5	2.2291875
OR51A4	-0.1005
BTBD7	1.42883333333333
GSTO1	-2.046375
hCG_16001	-0.2855
MAD2L1BP	0.739666666666667
COX6A2	1.618
SCNN1A	1.2155
LSM1	-0.839666666666667
UGT2B11	-2.758
IDUA	-0.21825
PPP2R3C	-1.65933333333333
COX11	-2.19183333333333
PDZK1	-5.028
ZNF443	0.301166666666667
MGC21874	1.448
ZNF323	0.7455
KRTAP10-10	0.5515
CXCL6	0.00925
SLC34A2	2.7626
LOC284402	0.4935
NPTN	0.583583333333333
UPP1	-2.25516666666667
SLC6A9	0.8945
OR7G3	-0.41075
CISD1	0.272166666666667
ZNF545	-0.5545
SYT14	-0.4815
NT5C3L	-0.456
ZNHIT3	-1.48983333333333
SNRPD3	0.17425
KIAA0701	-0.22625
UNC93B1	1.29033333333333
GMNN	-1.89425
SPCS2	0.587666666666667
LOC388524	-0.1825
NAPRT1	2.837125
PNLIPRP1	0.805666666666667
OR6V1	0.8285
PRKAB1	-0.69475
EYA4	-2.86383333333333
KIF20A	-2.447
ALG10	-0.54925
ITPKC	0.666166666666667
LMX1B	2.0175
RPUSD4	-1.07716666666667
C7orf34	-0.603166666666667
DLGAP2	0.116571428571429
PFN1	-1.0571
MICALL2	-0.272083333333333
ZNF654	0.9415
SS18L1	-0.99375
SLC16A8	1.72525
MKI67IP	-0.466333333333333
ITGB3	-0.51925
TCEA3	2.3405
CEP152	-2.0006875
CLIP1	0.92725
ZNF75	-0.3428125
ATP5C1	0.555666666666667
NUDT5	0.4605
PSCDBP	-1.67525
UBP1	-0.29275
RBM27	0.52125
C13orf15	3.977875
ZNF282	-0.0603333333333333
ZNF222	0.3487
COL10A1	4.47825
PRDM15	-1.087625
TTTY5	0.0765
FAM9C	-0.106916666666667
C20orf67	0.22375
GNG13	0.04
F12	-1.078
C1orf41	-1.37
CPXCR1	0.388
GSK3A	0.72525
SUPT6H	-1.10916666666667
PI16	0.156333333333333
ELL2	-0.986416666666667
C9orf167	0.792166666666667
PVRL3	-3.144
FLJ38596	0.106
ADAM20	0.0905
GPR89A	0.227
GPR87	-1.4965
ZNF30	0.14325
SMR3B	9.1015
ZNF770	0.458875
TRPC4AP	-0.6245
DKFZP686E2158	-0.0648333333333333
C2orf28	-1.19866666666667
FREM1	-1.82283333333333
LAMA4	0.651666666666667
ADPRHL2	0.496
EIF4G2	-0.0268333333333333
GUCA1A	-0.069
CTNNA2	-1.73375
NUDT15	0.0148333333333333
CEPT1	-0.129833333333333
ZNFX1	0.9308
CCDC92	0.0985
TDRD1	-1.1195
KCNK5	2.09616666666667
ETNK1	-0.786583333333333
LTA	0.269
TTPA	0.437166666666667
B3GALNT2	1.87825
SC65	-1.9745
PEX5L	-1.138625
EPS15L1	-0.00525
MGEA5	-0.91225
HIST1H3A	1.71175
ING1	0.403875
BCAT1	-3.3175
ORC6L	-3.00772727272727
KLK11	-2.85833333333333
C19orf28	-1.42325
DNER	-4.32475
MED22	-1.07114285714286
ETV6	1.96475
CHAC2	-2.0155
CD300E	0.2455
CEBPB	1.16816666666667
ZNF398	-0.219
LRCH3	0.6575
HMGA1	-0.912333333333333
CAPN7	0.272666666666667
MGC5566	-3.6365
CCL3	2.359375
NANOS1	1.10775
ZFYVE19	-1.03125
APITD1	0.492166666666667
PARD3	1.4895
IRAK4	-0.577166666666667
SERPINI2	0.343
CEP170L	-0.594
TTC9	2.238625
MYOM3	-1.4545
MLPH	-0.57575
LOC222699	-0.299
NRG1	1.0575
TBC1D9	-1.74109090909091
TTK	-2.44433333333333
ZNF557	0.0583
DDX41	-1.01466666666667
FANK1	1.8445
UBE2D2	-1.278625
PSMB10	0.539125
MYH7B	-0.2945
GABARAPL2	-0.104125
MARVELD2	1.54733333333333
DGCR2	1.33516666666667
UNC45A	-0.605166666666667
C6orf72	0.3515
ZNF683	2.42875
GIT2	-0.24025
CASK	1.83566666666667
C14orf161	1.43616666666667
LRRC44	-0.9575
TIFA	1.571625
UTP11L	0.474875
C6orf65	-1.52275
FDPS	-0.5655
DUSP9	-1.3579
SLC17A8	1.23883333333333
OR51G1	0.319666666666667
NANS	0.51525
OLFML1	1.1
ATP10B	-0.7775
NPAS3	-0.5965
PRKCA	-2.2698
GGA2	0.0914375
LCE4A	0.325
SPANXN3	0.05775
CCDC115	1.78175
SDCCAG3	-1.223
GLIPR1L1	-0.31075
TTC1	-0.45125
C17orf76	-0.9915
MAD2L2	-0.76025
HIPK1	0.6914
LRRC3B	-0.6448
CLN3	-0.573954545454545
C17orf47	-0.635
FMN2	-3.2125
TUBB1	-1.308625
WAPAL	0.0521666666666667
C3orf21	-1.527125
SCN5A	-0.5847
SMYD1	-0.2895
BEX5	1.80175
ZNF192	0.0675
SEC22A	0.162666666666667
GRIA2	3.96357142857143
KIAA0825	-1.7015
NUSAP1	-2.52072727272727
LANCL1	-0.612625
C15orf40	-0.6845
ZNF645	0.363875
GPR61	-0.23075
NLRP14	0.1655
SNX21	0.0716
C1QTNF8	0.3255
C17orf46	0.5845
IFNA8	0.309
SPRR1B	-1.439
FLRT1	-0.412
SNX17	-1.58516666666667
ASB2	-1.2
HBG1	-5.266
RPRML	-2.37
JOSD2	-0.426833333333333
PLSCR3	-0.7215
SPOCD1	-1.24916666666667
RAB39	-0.1525
GHRH	0.0596666666666667
ITIH5L	0.066
C17orf37	0.53875
SMCR8	0.24525
DPY19L2P3	-0.352
IL11RA	0.737166666666667
GDF3	-3.67233333333333
RPS6KB1	-1.59758333333333
DNAJC19	0.3608
TOP1	0.398
CRCT1	0.7755
MPST	1.164625
DPM2	0.2775
FAM38B	1.91466666666667
SLC18A1	-2.188
FARP1	-0.2
PAX7	0.3375
TUBD1	-1.36225
GNL3	-1.104625
BTG2	1.60253333333333
NDUFS6	-0.277
C1orf79	-3.472
ERAL1	-1.2785
ECHS1	1.66675
VPS4A	0.209166666666667
CYP11A1	-1.175375
ABCC6	-0.925142857142857
PBX4	-2.842
MOSC1	2.0315
NCF4	-1.339
HYMAI	0.1485
NAGPA	-0.92175
OTOP2	0.491
ACOT12	-0.20725
MTHFD2L	-0.878625
LOC441376	4.36825
C19orf34	0.3495
RAB1B	0.1105
ALDOAP2	-0.298
NTRK1	-2.80083333333333
ARTS-1	-0.2857
SLC6A11	-0.321
NAP1L2	-1.6115
CNGB1	0.275666666666667
EPB41L4B	0.67875
FAM134B	-1.6095
HS3ST3A1	-2.28483333333333
CPXM2	2.86175
SIRPB2	0.437
CHORDC1	-0.799333333333333
TRIB3	-0.922333333333333
SLC2A5	0.69625
C2orf49	0.518166666666667
DDX5	-1.77675
OR5L1	1.491
ANAPC4	-0.505833333333333
ZSWIM1	0.858
LOC93622	-0.46625
KCNK3	-0.5321
RP11-35N6.1	-2.147125
ZFP161	-0.064
AQP9	2.0915
SLC15A2	1.85616666666667
MREG	-0.751333333333333
OR9I1	0.2445
PDLIM2	-0.2095
ADAM7	0.343
GSTCD	0.989333333333333
WDR21A	0.327625
SLC12A8	2.3995
TMEM174	0.2205
IGSF3	0.92575
LRRN1	0.9095
LOC402117	0.455333333333333
SRPK1	-1.275
LY6K	2.55125
NFIA	4.2
PTCD3	-1.04175
LEP	0.582166666666667
PCDH21	-0.900666666666667
MAPKAPK2	0.964214285714286
NMNAT1	1.15066666666667
LHFPL2	-0.29625
C9orf43	-0.147
DIP2A	-0.822166666666667
ACTR8	-0.319
CCDC34	-1.0775
PTPN22	-1.621375
ITGA3	-0.453625
FAM129C	0.0965
RABGGTA	-0.308333333333333
UNC45B	0.31125
KIAA1033	-1.606
ZNF510	-0.330833333333333
CYP2D6	0.0713333333333333
SLC26A10	-2.466
STX8	-0.93975
LUZP1	0.0255
WDR89	0.00266666666666665
EIF4G3	-0.7932
C5AR1	0.37575
ZNF623	0.547
A2M	-0.47425
TGM7	-0.0735
GRPEL1	0.517
LMNB2	-1.4707
ROCK2	0.345833333333333
SNX16	-0.24575
CCDC66	-1.747
ANXA3	1.75625
KIAA1609	-0.3115
EED	-1.08525
RNF32	-1.1895
HES1	0.6483
CLC	-0.0986666666666667
ISL1	-1.15016666666667
KIAA0528	-0.668875
MANEA	0.02925
C1orf61	-2.881
hCG_2001000	0.522
RAPGEF6	-0.7934
KIAA0020	0.023
NEIL1	0.437
C16orf45	-2.39275
RBM10	-0.653333333333333
C10orf125	1.143
MRS2L	0.69575
DNAH17	-1.65225
C19orf10	-1.02075
C1orf160	0.61025
SLFN12	-0.165
EXOC3	-0.919833333333333
HIST3H3	1.21075
NCOR2	-0.634666666666667
TNFRSF9	-0.67675
MFSD8	0.79125
ALX1	-3.50216666666667
NOL1	-1.72425
PODN	0.7125
TIAL1	-0.80875
HIST1H1E	1.6455
NPY6R	0.10125
TM4SF4	-0.82325
CORO2A	-0.47775
ETNK2	0.294833333333333
APOE	1.5691
ANGPT4	0.273
HDGF2	-1.01775
G30	-0.27
ST8SIA4	-0.876875
F2RL1	0.49525
FAM19A4	-4.04475
CCAR1	-0.45425
B3GNT7	0.27225
OPHN1	0.5687
DSCR6	1.2195
C21orf13	0.519
GAS2L1	0.287166666666667
RFX3	-0.140166666666667
COPS4	-0.546125
BCHE	-4.30533333333333
BCL2	-2.261375
HBZ	-2.85716666666667
ARL13B	-1.037125
MAPBPIP	1.140125
MYO15B	-0.635
SPZ1	-0.52075
KIAA1324	3.80255555555556
PLCL2	-2.29325
C4orf29	-0.8555
WDFY2	-0.253
ZNF284	0.5805
NAALADL1	-1.3175
DUSP5	-2.18566666666667
PXDN	-0.85875
SLMO1	-2.5505
TNXB	0.881
BIRC7	-0.6675
A4GALT	-0.200333333333333
TIMM22	0.0535
FAM110C	2.2375
TOMM34	-0.36025
ABHD9	0.761
ADAM32	-1.8155
CRHBP	-1.204
AQP2	0.6665
LOC130355	0.565
ZNF187	0.100833333333333
ZNF816A	0.551
F7	-1.1125
CNOT1	-0.6193
SLC13A4	-1.13075
ZBTB11	-0.72875
B3GALT5	-0.7835
EXOC2	-0.2355
IRS1	-0.0509
TMEM1	-0.0708333333333333
MRPL34	0.348333333333333
SAMM50	1.03725
CDC42EP3	-1.108
HSF2	-1.2005
MFN2	1.27275
TSPAN7	-2.25083333333333
NUCB1	1.58625
RHOH	-3.752
ARL16	-0.6365
TACR1	-0.42475
SFRS5	-0.730666666666667
SNX25	-0.926125
RHBDF1	0.270166666666667
PCDH18	0.134
HMG1L1	0.9885
MYO5C	-0.30275
MAPK10	1.157
LDHAL6A	-0.0391666666666667
NUDT12	-0.63
NCAM1	-0.32375
GLIS2	1.25
GGTL4	0.64625
DAPP1	-0.07
ATF7	0.71425
KIAA0748	-1.04775
NFIL3	0.25225
TM6SF1	-1.44
SEZ6	0.158125
NANOS3	1.61766666666667
DNAJA3	-0.271333333333333
CLDN6	-1.975
CIITA	1.8004
EPHA4	0.0329166666666666
FANCC	0.2685
CMTM3	-1.739625
PSG3	-0.1255
MRPL15	1.00625
C21orf59	0.51475
PLCXD2	0.003
C2orf34	0.14325
UBE2L6	1.0125
MED14	-0.326
HP1BP3	-0.3911
C6orf208	0.261
TPBG	-3.703
OSR2	-3.40775
XPC	-0.753166666666667
KLHL7	-0.0154166666666667
CCR3	-0.5195
AGTPBP1	-3.4595
PCSK6	-2.43046666666667
STAT5A	-0.4079
FAM18B	-1.0835
LONRF2	-3.59916666666667
PTPN2	-1.259625
SF3A3	-0.596333333333333
EFCBP2	-0.63875
HCFC1	-0.5835
AHNAK	-0.8091
ACTR5	0.16325
KIF14	-1.65171428571429
TENC1	0.10775
HEATR5B	-0.2645
YIPF2	1.27433333333333
MYEOV2	-0.238166666666667
DUSP18	0.9495
KIAA1012	0.5
AHR	-0.0431666666666667
C17orf53	-1.99183333333333
PTPRH	-3.77975
ATP6V1C1	0.7695
TAS2R3	0.4975
LOC440356	-0.5275
COQ10B	1.231
PSMF1	0.200666666666667
SORBS2	2.84141666666667
NFE2L2	0.5135
TMCO7	-0.7225
SH3PXD2A	-0.5268
SH2D2A	-1.5875
SPINK5	-0.47525
MRPS24	-1.1865
OPA3	1.3175
TRAF7	-0.1505
C4orf35	0.291666666666667
MT1G	-1.423375
MGC39545	0.405
HS1BP3	-0.6238
OR2B2	0.8395
CHRM4	0.7265
SFRP2	-0.0730833333333333
RIC3	-1.74625
ART1	0.4045
C6orf1	0.507125
DUS4L	-2.056
C10orf104	0.21825
TNFAIP6	0.73575
RTEL1	-1.68875
CCT4	-1.4266
ZNF709	0.2815
CHMP6	0.262666666666667
UPP2	1.9135
CYP19A1	-2.236
CD151	0.133833333333333
NDUFA13	0.616
ARFRP1	-1.10416666666667
FAM26B	-0.53425
CRYBA1	-2.6865
MRPL41	1.62833333333333
NPFFR2	-1.484375
HRH2	0.5415
SCAMP3	0.206666666666667
MTMR6	1.3878
MTG1	-0.674833333333333
UBTD1	1.02175
CRABP1	0.7735
FLJ33790	-0.5235
KIAA1908	-1.93
GPR158	-2.90575
PACSIN3	0.870833333333333
OMD	0.397833333333333
CATSPER1	-1.428
HOXB8	-0.903875
FBXO46	1.784
OAS1	2.3895
SVIL	1.53725
PHB2	-1.39775
ADCY3	-1.2945
NDRG2	4.11883333333333
ERMAP	-0.8032
APBA2	-2.32383333333333
IGSF9	1.45325
WNT6	-0.384642857142857
MYCBPAP	-1.9285
ATP2B2	1.8385
CPVL	-1.4849
TRAM2	-0.31
NOP5/NOP58	0.7995
ZNRF4	0.2735
TLK1	0.4815
MTMR12	0.358928571428571
ZNF384	-1.02716666666667
FAM9B	-2.2215
RPN1	1.7317
PMVK	0.4415
EIF3D	0.1001
SIX2	1.90975
HPS1	0.905
RNF7	0.13825
PSKH2	0.523
KCTD13	-0.2315
CSMD3	-0.5533
FBF1	0.491
IL8	-5.170625
SERPINB13	0.607333333333333
FBXL20	-0.398
BLR1	0.30525
SH2B1	0.3865
RFNG	0.5155
RAB20	0.989833333333333
RBM7	-0.5685
POLR1A	-0.188
TMPRSS4	-2.983
TAF9	-1.981375
TERF2	-0.1
TNFRSF1A	-0.778666666666667
ACADVL	-0.578
GTF2H5	-0.0255
EDG8	0.368
C9orf140	-0.4635
UST6	-1.361
ZBTB8OS	-0.249
ZNF710	-0.638
GPR174	-1.9475
ATP6V0A2	-0.36375
KIAA0319L	-0.33
XKRX	-0.974
DOPEY2	1.5235
SDHD	0.108833333333333
SUMF1	2.6715
OSM	1.313
OPN3	-0.6035
DAGLB	-0.2945
PPFIBP1	0.5051
TRIM63	-3.8565
C10orf53	0.412
LYPD3	0.603
BCL7A	-0.2695
AGER	-0.891166666666667
TCF19	-0.67975
SAT2	-0.71025
PFTK1	-1.74883333333333
GABRE	-2.12025
C15orf38	-0.5158
FIS1	0.3
KCNV2	1.4005
CLPS	0.239
PPCDC	-1.397125
FOXN2	1.33716666666667
NT5E	-3.6709
CD83	0.705
IL18	-1.655125
VPS16	-0.01975
IGFBP2	-3.57416666666667
NOTCH2	0.01375
SIGLEC1	2.0475
CD93	4.2625
SULF2	-3.2185
CEP164	-0.495625
P53AIP1	-0.1535
TOR2A	0.240333333333333
ZNF136	0.34525
MGP	4.0343
CCDC144A	0.1895
TRPC1	-2.87966666666667
SMS	-0.6065
MAPK7	-0.657166666666667
RRAGC	0.93225
PARD6A	0.480666666666667
NUB1	0.377333333333333
SYNGR4	1.14675
OR11H12	0.8525
WIF1	1.37475
GCH1	1.021
OR11H4	-0.0865
SLC44A5	-0.6085
GPRIN2	3.05583333333333
LOC401431	-0.1815
CPA4	-1.8175
MELK	-1.59733333333333
IL15RA	-0.99125
CUL3	-0.650625
HMBOX1	-1.90125
PODXL	-0.28375
CCT6B	-0.725333333333333
COMTD1	1.134
MUC20	1.008
GPX2	-3.406
ITK	-2.643875
FBXL5	0.66525
C13orf27	-1.70975
DEFA5	0.4515
TRHDE	-0.2825
MTP18	0.3405
UQCRQ	-0.0366
ITGB2	0.244083333333333
CSRP2BP	-1.1785
TAS2R44	0.9295
PHPT1	0.247625
FAM44C	-1.07375
ERH	1.2995
MPHOSPH1	-2.494
MORC1	0.223
PARVB	0.21775
LAMA1	-2.49391666666667
PGBD3	0.0465
GIMAP6	3.01775
AREG	-4.325
LIPT1	0.2275
MGC99813	0.21925
C1orf201	0.232
GRIN2A	-0.924
MAN2C1	-1.7465
NSUN5	0.08075
SF3B5	0.5725
MYC	-1.147625
NRXN1	-0.5717
ZNF18	-0.70175
SPDYA	-0.788125
SLC37A1	0.9415
DECR2	-0.08
ANKRD38	2.733625
SPTLC3	-0.558833333333333
SUPT16H	-0.360375
DTWD2	-0.66875
ULBP1	0.332
ZADH1	-0.147333333333333
OIP5	-2.83875
IL10RB	0.678
OTUB2	-1.09625
VWA3A	-0.0455
SPIC	0.165833333333333
OR6C4	-0.094
PSCD4	-0.172833333333333
DPY19L2P2	-0.494
TRAPPC6A	1.009
C21orf2	-0.757
CEMP1	0.19225
LIN7B	1.931
E2F7	-2.75033333333333
VCP	-0.044375
LAMA3	-0.994083333333333
BGN	0.641
GPR160	2.266
COCH	1.80933333333333
GPR81	-1.081
APOBEC3F	-1.862
tcag7.1017	-0.15325
C1orf32	0.6205
SCGB1D2	7.05575
FLJ43987	0.153
C6orf170	-0.77775
KLK9	0.3525
GPD1L	2.413375
VPS37B	0.5385
ATG3	-0.198833333333333
ADAMTS17	-0.5305
KLHDC2	-1.199
NDUFV2	-0.677
BLK	-2.32725
MATN4	4.163
GPM6A	-0.74725
GBP4	3.756
TMEM162	0.536166666666667
PKP2	0.0215
HRASLS	2.45511111111111
MMP1	-4.3845
SFXN3	-0.9007
FSD1	-1.39133333333333
ST6GALNAC3	-2.71616666666667
CA12	-0.2766
NCOA6	0.55075
C19orf58	0.0493
PPP4R1	-1.09833333333333
MAN1A2	1.89366666666667
IKBKAP	-2.04025
UPF1	0.072
KIAA1219	0.77325
WNT16	0.2554
SNW1	-0.552125
IL18RAP	0.39875
RPP30	-0.905375
CDC40	0.00535714285714289
SETD3	1.27683333333333
SLAMF6	-0.01975
ELK4	-0.1175
TRIM47	1.11383333333333
ACOX3	2.15025
TRIM6	1.027625
KIAA0372	-1.819
TP53AP1	-0.974
SMURF2	-0.98425
ADAD1	0.5175
EBP	0.1949
KRTAP13-2	0.231
FLJ36874	-0.828833333333333
TOR1A	-0.343166666666667
P2RY4	1.7975
GPBP1	-1.02775
TRPV1	-0.508
ADAMTS12	-0.949833333333333
PES1	0.0652
ATG4A	0.792666666666667
MAGEA10	-4.3025
WFS1	0.897
CC2D1B	-0.472833333333333
PABPN1	0.280875
SLC25A30	1.805
SLCO1C1	0.105333333333333
SLC22A5	-0.147
KIF23	-2.8965
SYN2	3.25
ASPN	5.394
CENTG2	-0.02425
QSOX2	-1.7574
FLJ10815	0.2085
STK24	-0.4301875
SPEG	1.4087
STK10	-1.09266666666667
DACT2	-2.119
AAAS	-0.78775
SSX3	-1.41925
ABCD3	0.3524
C4orf12	0.481
PARVG	-0.6655
FIG4	1.03775
C9orf46	-0.2335
TMCO6	-0.8325
IGHMBP2	-1.224
DUS2L	-0.800833333333333
FAM3C	0.745875
TMEM16D	-2.0275
DCTN4	-0.4525
KCNH3	-0.31525
EIF2AK2	1.907
AP1S3	0.171875
CST4	0.7655
PAM	1.1436875
NUTF2	0.4675
CITED2	0.1178
SLC39A4	1.65725
C2orf52	-1.607
GRM3	0.172
C12orf49	1.714875
CCDC49	-1.3708
GRAMD1B	-0.8585
FNDC4	-1.50675
SIAH2	-0.355875
GDPD4	-0.24575
C21orf87	0.882625
ATP5A1	-0.813666666666667
C16orf63	-0.62975
LOC388135	-1.62833333333333
ATP5J2	0.8025
MMP3	-2.17825
EMID2	-0.4205
CRHR1	0.365
WDR70	-0.25675
C13orf31	0.304
ZFAND1	-0.72925
CCL18	3.21566666666667
C3orf49	-0.0555
RINT1	-0.3065
KIAA0408	-0.906
F13A1	1.6574
SLC10A1	0.351833333333333
OGN	-1.07275
GIPC2	-2.04783333333333
XPO6	-0.0286666666666667
LCE1A	0.9935
FMR1	0.3846
LOC374920	0.0295
DUSP3	-0.056
ANKMY1	-1.43625
C7orf50	0.841
BBS9	-0.5091
UNC119B	-0.644375
C9orf72	-0.877875
MGC35440	0.875
ENTPD6	1.201
PPP1R2P9	0.331
ERCC4	0.38825
FAHD2B	0.8245
HMHA1	-2.4145
HACL1	-1.228
RAD23A	0.7885
FAM83B	0.69025
PPP5C	-0.621333333333333
RNASEH2C	0.252
C9orf153	-0.08425
SCAMP4	0.445375
GHITM	0.677
NDUFB7	1.465875
ADCYAP1	0.075
SP110	1.40083333333333
MAP3K7IP2	-0.009
DHH	0.057
AGRN	1.52292857142857
WDR33	-0.075
CEP290	-1.04133333333333
PRPS1L1	-2.03383333333333
KLRA1	-0.8045
GPR97	-0.068
CHD7	-3.12941666666667
TLR10	0.88025
SLC30A8	-0.937
HIC1	0.443333333333333
IAPP	1.6715
RXFP4	1.5805
GP1BB	1.4675
SHQ1	-0.5885
NKX2-3	0.483833333333333
API5	-0.08825
FTHP1	-0.2145
MOV10L1	-0.236333333333333
TRIM6-TRIM34	2.573
ADHFE1	1.542
FAM117A	1.10375
DDI1	0.2885
CDON	-0.775166666666667
TRIM73	-1.4205
IGKC	1.8075
MMP14	-0.2405
DYNC1LI1	-0.541375
C11orf66	-0.57125
TRBV3-1	-1.3745
FASTKD5	0.78425
BIVM	-0.8125
LHX4	0.0015
CXCL2	-2.6202
RAB2B	-0.320833333333333
IZUMO1	-0.1555
MAP3K15	-1.594875
FAM19A2	0.216
ZC3H8	-0.9865
ZMAT1	0.084875
SPINK5L3	-2.721
SLC10A6	0.333
APPL2	-1.203625
CARD10	0.457166666666667
LOC402176	-1.24
EEF1D	0.9558
RAB6A	1.0587
C12orf5	-1.591
PAPOLG	0.92525
MSRB2	0.34125
BCR	0.388722222222222
PUS3	0.936
TIAM2	2.6815
ZNF317	-0.194833333333333
CHD2	-0.3825
FZD5	0.993818181818182
NUDT8	0.28725
ZNF763	0.1885
PRC1	-2.24477777777778
ABCB9	-0.324833333333333
SPATA3	0.52175
TRAK2	0.7815
STAB1	2.344
LRRTM2	0.560166666666667
psiTPTE22	1.57325
DBI	1.45225
SERPINA11	-2.88925
NAT5	-0.05
C20orf58	-2.2235
RPS6KA4	0.447
FLJ90650	-0.60475
TGFBRAP1	0.91475
CHRDL2	-0.045375
FAHD2A	1.02383333333333
CNTN1	1.926
BBS4	-1.8066
TMEM181	1.36625
MINPP1	-2.1425
MPHOSPH6	-0.552083333333333
HOXC10	2.0813
ITPKB	1.23575
CLPTM1L	0.140875
MEOX2	-1.22966666666667
ATP6V0C	0.645125
PRPF8	-1.482
TMC5	2.42375
FKBP3	-0.86375
PLEKHB2	-0.36725
OR4D6	0.3015
ZNF544	-0.2802
D2HGDH	-0.744875
RPL18A	-0.2282
HEL308	-0.12275
MPP6	-1.40625
TCERG1	-2.1455
KRT16	1.154
KLF17	-0.74575
KLF5	2.76525
CDR1	1.264375
VCX3A	-5.9165
FBLN2	1.536
C14orf104	-0.1185
HBE1	-4.7996
OR4S2	1.4045
C1orf108	0.170166666666667
ROBO4	3.42283333333333
CPEB4	0.49325
C11orf80	-1.34733333333333
BCKDHA	0.722
MYOC	0.81325
