Hybridization REF	TCGA-B6-A0IJ-01A-11R-A034-07
MYL9	3.542625
CDC23	-0.487
PBXIP1	0.9156
CXorf40B	0.498
NBL1	0.1765
RTBDN	0.5475
RAB11FIP5	0.480125
TTTY13	0.02
SCOTIN	-0.184166666666667
SOHLH1	-1.5104
CDKN1A	-0.612
NCK1	1.977
ZNF550	0.3905
SAPS3	0.684416666666667
SPIN3	0.685333333333333
MAGEE2	-0.32425
MIS12	-0.784833333333333
OR8H2	0.754
KIAA0774	-1.80516666666667
UNC5D	-2.32
CUL7	-0.229
LIPC	-3.34716666666667
DIO1	-1.95375
C20orf11	-0.777
CTRL	-0.64375
HS3ST2	0.379
PAK4	0.708
CCRL1	0.375
RNF10	-0.112375
ZNF567	0.478
ZNF660	-1.4355
TCEAL3	-0.14275
MAGOH	1.85416666666667
CENPB	-0.1985
C19orf7	1.09025
LOC388965	0.168
ZCCHC13	-0.233
JMJD1A	-0.1484
HIST1H4H	0.404
TBRG1	-1.173
GPC3	-4.1325
TAF1C	0.036375
EBNA1BP2	-1.72616666666667
CIAPIN1	-0.61275
PDGFRA	-0.971882352941176
CSTB	1.191375
CENPI	0.251
GTF2E2	-1.025
RPP21	-0.0115
CCNF	-0.251666666666667
KCNQ3	0.664
FAM79A	0.752
SLC22A12	0.714
NOVA1	-1.39916666666667
FZD3	-1.531
AKAP8	0.561
SOCS5	0.963375
CFDP1	-0.866
DLG5	-0.553
PGM5	-0.5749
C1orf144	0.454166666666667
HDAC10	-1.464
RND2	-1.126
C20orf199	-0.17075
RNMT	-0.31075
SLURP1	2.495875
ASTN1	0.15325
SH3BGR	2.85225
MYCL1	3.300875
ZHX1	1.23566666666667
CENPK	-1.29375
FOSB	-0.6444
LOC643406	-0.468375
C2orf59	-0.393875
TMEM135	-1.50675
SLC27A2	-3.058
KRT33A	0.1265
OVOL1	0.697625
PAMCI	-1.342
S100A7	2.29
ZNF789	-0.026
HARS2	-0.35475
RPL23A	-0.8545
TCF23	0.6825
UPF3B	-0.279
C17orf78	-1.1035
HLA-DOB	2.236
C14orf142	-0.175666666666667
TEKT5	-0.217833333333333
DMWD	0.492
POLD1	-0.318166666666667
GSCL	0.4935
CALD1	0.9464
SCRT1	0.6
AIG1	-0.21125
UNC84B	0.36825
ZNF404	-1.09775
TMED6	-2.637
KIAA1462	-0.8965
LRRC27	1.07766666666667
PYGO1	-0.3995
PIGU	-0.900833333333333
ALAS2	-3.55633333333333
WRNIP1	0.65575
CNNM3	-0.5015
ZNF2	0.146
ST3GAL5	-0.835583333333333
MRPL23	-0.50275
TSSK6	-0.2295
PSMA6	-0.79875
C16orf70	0.01425
KIAA1602	-0.0325
ALMS1	0.797833333333333
DCN	-0.089
TMEM132D	-0.67725
SUCLG2	-0.6715
ABHD14A	-0.5605
DEXI	-0.112333333333333
AMPD2	-0.271666666666667
IFNAR2	0.784666666666667
CYB5A	0.4681
TLOC1	-0.0744
NXF5	-0.2438
NRBF2	1.247375
KCTD3	1.09125
ITGAE	-0.383333333333333
SLC30A3	-1.37383333333333
ZRF1	0.166
IFRD2	-0.187875
XAB1	0.335
PYCR2	-0.337833333333333
SERPINB3	0.48
TMLHE	0.447
GEFT	-0.931125
ABCA5	-0.56575
EMR4	0.1544
TSFM	-0.09975
HIST3H2BB	-0.00425000000000001
ARHGEF19	1.529
TSPAN17	0.433833333333333
ABCC8	-0.14
MAP1S	0.576
C22orf36	-0.003
BNC2	-1.7475
HIST1H4A	0.0255
NDUFS3	-0.152333333333333
WDR3	0.828833333333333
XKR4	0.27925
TTC33	-0.0493333333333333
STMN2	1.6145
CPN2	-0.674333333333333
HSPC105	2.297375
PCOLCE2	-3.293
C3orf55	0.96
KLHDC9	0.5635
TBC1D23	1.04625
ATXN2L	-1.00216666666667
MAP2K3	-0.1865
SCAP	-0.378
ZNF486	-1.28466666666667
C20orf96	-1.35725
NARS	0.37625
ADAMTSL1	-0.741428571428571
PRCC	1.4245
CCDC126	0.361083333333333
ZNF675	-1.5675
CALCOCO1	-0.67225
ANKRD43	1.1095
CWF19L2	0.0725
ZBTB32	3.47933333333333
BRAF	1.864
ODF4	0.66875
MGC14376	0.412
HORMAD1	4.2365
AAK1	0.206666666666667
PEBP1	0.61625
TNFSF5IP1	-0.199666666666667
DKFZp564N2472	-0.08875
RMND1	-1.45
IGKV1-5	5.046
COL1A2	0.2485
SERPINA5	-3.20075
AANAT	1.026
C19orf21	-2.401
GEMIN5	-0.595
UBR4	-0.229333333333333
LTBP3	0.380166666666667
AMHR2	-2.63266666666667
PROCR	-1.6605
MYBBP1A	-0.5425
C20orf39	-1.91583333333333
ZNF697	-0.894375
PASK	-0.4144
ZNF776	-0.200666666666667
RFXDC2	-0.723
KIAA0467	-0.54575
C10orf96	-1.06366666666667
ZNF503	-1.53625
GULP1	-2.0355
KCNE4	-2.333
DKFZp434K191	-0.97075
LOC196913	-0.9535
BHLHB4	1.564
CH25H	0.5565
LOC81691	-1.27416666666667
ALPL	2.56814285714286
COL12A1	-0.027875
FOLR3	0.598
GPR123	-0.352428571428571
TRIM62	-0.353857142857143
ABLIM1	0.0268333333333333
MAST3	-0.6125
RHBDD1	0.431333333333333
LOC338809	0.192
RYBP	-0.0545
TTC26	-0.40975
ZNF22	0.640333333333333
ISCA2	-0.0745
RDM1	-1.93425
PIGM	0.36775
GNB3	-0.831
ACTR2	0.7129
HMGB1	0.6285
EDG1	2.28783333333333
SOAT2	-3.13075
OR10AD1	1.458
RAP1GDS1	0.91975
LCE1F	0.507
ESM1	-0.826
RCN3	0.562
CREBL1	-0.48425
DBNL	-0.885333333333333
PTGER3	-0.565
USP30	-0.184666666666667
BCL2L12	0.112333333333333
KIF26B	1.27125
ZNF416	0.438
ZNF225	0.116
C17orf70	-0.2215
ZNF554	-0.0535
RAE1	0.0235
TNIK	-0.3345
ACTN3	0.3365
MGC45922	1.8015
CCNA1	5.35683333333333
RYK	0.709
IL26	1.2905
LRP3	1.61016666666667
QARS	-0.6725
SOX7	0.639
BID	0.85525
OR2S2	0.78
CXCL14	2.40175
C11orf47	-1.0585
MGC29891	0.82
HSPB8	-0.9501
PRDM14	-0.59
NUFIP2	0.4995
MNAT1	-0.4945
ZDHHC2	-0.626
MBNL2	0.452375
ADD3	-0.124
CSNK2A1P	-0.7825
KLK6	-1.654
TMEM111	-0.3579
KIAA1279	1.18525
NUBP2	-0.452166666666667
RAB42	0.575
ID3	-0.9424
TM9SF1	-1.04275
MDP-1	-0.95675
POU4F2	-0.0593333333333333
IQCK	-0.71925
C16orf14	-0.4075
CAPN3	-1.629375
FAM43B	-0.200125
RECQL	0.0185
AP1G1	0.892571428571428
CTNNBL1	-0.498333333333333
ECHDC1	-0.0998333333333333
SMARCC1	-0.2503
FOXQ1	-0.282
GNAI3	0.798166666666667
POLG2	-1.82175
CD4	1.887125
ITLN1	0.95325
EBI2	5.2065
IRF1	1.96525
PTPRE	2.0555
PTK2B	-0.7195
NXNL2	-1.2045
SOX4	1.351
TSPAN3	-0.197
SH2D1A	-0.640666666666667
C8orf58	-0.5664
USP20	-0.8155
DUSP22	0.0660833333333333
CALB1	-2.12183333333333
L3MBTL2	0.8665
MCRS1	-0.75425
TMEM118	-1.29766666666667
C18orf8	1.2495
FLJ10241	-0.621625
GJA12	0.77075
PKD1	-0.617166666666667
ZFP3	-0.119
JAM3	-2.232875
LAPTM4A	0.8102
DIRC2	1.11625
KIAA2022	3.46433333333333
MYOM1	-0.2024
TRPM8	2.34783333333333
MOP-1	2.57225
PHKG2	-0.29925
ZNF650	0.672375
KIAA1522	0.78875
PSG8	-1.62083333333333
DDX19B	-0.2635
MOBKL1B	0.9595
DIAPH2	0.368666666666667
PTPN12	0.73875
CLN8	-1.1372
CRYZL1	-1.02616666666667
CRY2	-0.342833333333333
FCGR2B	5.55483333333333
PNPLA4	-0.047
ZNF454	-1.433
DKFZp434B1231	-0.53925
CLDN11	0.6157
RFWD2	1.26316666666667
CIB2	0.156333333333333
MXRA8	0.335375
HRK	2.226
MAML2	0.105
C4orf31	-1.582
C6orf192	0.412
COG6	1.0245
FAM5B	1.98525
NFATC1	1.6053
SEPT10	1.304
SCYL1	0.1142
RPP40	-0.00399999999999999
SCOC	-1.0358
KIAA1450	0.01775
CTDSPL2	0.1745
TBX5	0.9245
NAPG	-1.1225
RHD	-3.7275
C14orf45	-0.211
ZBTB22	0.5985
PLCG1	-0.676
ANKRD10	-0.94475
AQP7P2	-0.682
TAGLN2	0.937166666666667
HTR2C	-0.8748
SLC16A7	-1.29466666666667
C17orf83	0.12
TSGA14	-0.39125
MDH1	0.17225
PPP3R2	-0.6155
DCBLD2	-1.61357142857143
RBM33	-0.023625
DPH3	-1.07525
SYT10	-1.6184
FMO4	2.165
THYN1	-1.407
DRD5	-0.5305
OTOR	0.549285714285714
PGRMC2	-0.2709
KATNAL1	0.16775
PAQR6	-1.07725
UBE2I	-1.09375
C14orf28	-0.393
C8orf70	-0.06525
FLYWCH1	-0.877
ANGPTL3	-1.20225
GLRX2	1.01416666666667
ATP11A	0.655928571428571
ARL5B	1.567125
MUC16	1.2215
SLC25A5	-0.334214285714286
ACRC	-0.91075
MYO1C	-1.13125
FAM89B	1.26566666666667
FAS	0.716125
KIFAP3	2.00525
GLRA2	0.0195
BTN3A2	0.67
CNKSR3	0.981125
CSTF3	-0.322333333333333
ARPM1	1.60275
KIAA1530	-0.6315
C9orf150	0.8915
PRKCI	0.261
tcag7.1015	-0.9565
SOD3	-0.9795
ZNF574	0.752
CYP21A2	1.919
RPL12	0.00925
COMMD2	0.15225
WIZ	1.32875
LOC344405	-0.63825
ALDH4A1	-1.35817647058824
CRYAB	3.7125
COPA	0.714933333333333
PCDHGA7	1.14583333333333
KIF11	0.1555
RASD2	2.623125
SLC26A3	-0.321
ZNF175	-1.682
JAKMIP2	-2.625
C8orf4	2.54333333333333
PTHLH	-0.1005
SLC40A1	0.17875
OR7D4	0.514333333333333
PCDHB17	0.4895
CD36	0.870428571428571
C6orf203	0.0476
PRKG2	0.642
LOC400566	1.15
ANAPC13	-0.641
SLCO3A1	1.1315
ZNF692	-1.303
FANCL	-0.409
SH3GLB1	2.03125
C12orf61	-0.232
KBTBD6	1.09625
SUPT5H	0.372375
XRCC6	-0.8795
HUS1B	0.5824
FAM133B	-0.484214285714286
LOC728276	-1.466
KCTD18	0.67775
SOS2	1.13516666666667
CCDC99	-0.82525
C1QTNF5	1.445
NNAT	0.433666666666667
USP16	0.0465
LARS	-0.754375
ZBTB2	0.562625
ABO	0.264
TRAF3	1.145
GALNT5	-3.094
NAP5	-0.265375
ALG14	1.06083333333333
KIAA0515	0.367192307692308
WDR75	0.135
TEX261	0.287583333333333
LY86	1.51325
LOC389072	-0.1835
FLJ13611	-0.5735
MRGPRX2	0.13
SNRPA	-0.57225
OR2G2	0.1255
GPRASP2	-0.0605
C7orf42	0.7031
C9orf163	0.0685
CYP11B2	0.5395
FCRL3	2.02283333333333
PRDX1	-0.28175
FGB	-6.34683333333333
COX17	1.01883333333333
C16orf33	-1.306
PIWIL1	-0.178166666666667
FOLR1	-1.86633333333333
KIAA0082	-0.30275
FREQ	0.911666666666667
TMCC2	1.18533333333333
TCF12	-0.430083333333333
ZNF721	-0.3735
FAM130A2	0.11475
POU4F1	-0.42275
SNRPF	-0.795375
SGIP1	0.638166666666667
ZNF641	0.857333333333333
EMG1	0.7905
PRRG4	0.8805
HIRA	-2.48675
MYNN	1.152
AEBP2	-0.147916666666667
TBXA2R	0.00700000000000001
ISL2	-1.3855
PCDHB11	0.5335
RNF144A	-1.543375
MARCH5	-0.00575
DULLARD	-0.255333333333333
DCLRE1B	0.412833333333333
ITGA8	0.37875
TP73	-0.110875
PRKCD	1.06925
NDUFB4	0.38425
ATP13A4	1.28516666666667
ANTXR2	-1.141
COL4A3	-0.633666666666667
MYO10	0.0634
SLC6A18	1.0945
PEX1	0.08675
TMEM74	0.3295
RBM19	-0.18525
TAPBP	0.9941
RUNX1	0.39725
MID1	0.0295833333333334
GPR64	0.693
RASEF	0.79625
GABRG1	0.128125
MYO16	-1.069
DBF4	-0.411833333333333
TSHZ2	2.19175
RIPK2	1.5895
PPTC7	-0.00316666666666667
KIF4B	0.0375
LRRC31	-0.933
ZNF540	-0.972
EFNB3	-0.401
LOH12CR1	0.1925
STON2	-0.447166666666667
GLP1R	1.5525
CSTF2T	1.42075
IREB2	-0.626625
GRSF1	0.1045
PDCD7	-0.885666666666666
LRRC43	-0.018
CNR1	0.3685
IL1F7	0.3075
C12orf64	-1.08325
FAM69B	-1.29225
NR2E1	-1.5625
MS4A6A	3.4018
FTL	-0.0764
C7orf36	-0.841
PCLO	0.3685
DYRK2	0.788
ARIH2	-0.285625
SAMD7	0.8245
SCNN1D	-1.1025
SLC32A1	-0.697571428571428
C22orf25	-0.0641666666666667
MRPS18A	0.5244
GPR112	0.0585
EARS2	-1.42975
ERN2	1.4835
ATPBD3	0.740166666666667
PRH2	0.8535
CDKN2D	0.863666666666667
PGLYRP2	-0.82475
TRIM40	0.70625
SEC14L3	1.9532
SLC22A1	-0.32925
BTN2A3	-0.02375
RASA4	0.428
CCNL2	-1.15325
MYBPC3	0.867
GJA4	2.89975
CDC42SE1	1.57475
TRPV2	-0.21025
MYPN	-2.9111
SIM1	0.652
CDADC1	-0.159416666666667
ZFHX4	-1.404
NIBP	1.64133333333333
ADAMTS19	-2.265
ABTB2	-0.25325
TSPYL2	-1.137625
EIF2S3	-0.1929
SOX30	1.3295
AP2A1	-0.342
DKFZP564O0523	-0.16
LOC285398	-1.03025
CDH18	-4.04275
CHL1	-0.0956666666666667
GATS	-0.706625
TBC1D2B	0.7085
OR1J1	0.444
GSN	0.685333333333333
DPCR1	0.409714285714286
GARNL4	-1.47983333333333
SMARCA5	-0.2585
PLEKHG3	0.148833333333333
ZBTB45	0.8975
FRMD6	-1.286
PLS1	-2.07683333333333
DGKZ	0.327666666666667
EFNA1	2.7959
WDR85	-1.45525
ANK2	-0.7995
PAGE4	-0.792666666666667
SENP6	0.344833333333333
AKR7A2	-1.13733333333333
FKBP10	-1.35425
VEGFC	-1.547
LARP1	-0.1355
SRBD1	0.08975
ITGB6	2.94775
SLC1A2	-1.19353846153846
INVS	0.121166666666667
MPO	-0.32925
MOBKL3	0.5405
CUTL2	-1.510625
KLK2	-0.193
VIM	-0.9075
REG1B	-0.179333333333333
PCDHGC4	0.501333333333333
C3orf34	-0.824833333333333
SUMO3	-0.00966666666666666
CST9L	-2.27
MLL4	0.174
SPR	1.04666666666667
SAMD9L	2.2675
ABCE1	-0.12
SUPT3H	-0.0283333333333333
ACTBL1	-2.00125
ADAMTS4	1.653
SLIT3	1.86925
RHEBL1	0.22525
NPM2	-0.3465
MAN1C1	-0.336125
KIAA1856	0.946916666666667
HSPA6	2.50375
LOC388152	-0.8115
C10orf140	-2.7615
ZDHHC12	0.505
LIN7A	-1.71
PHC2	0.362583333333333
SPHK1	-0.98225
TRIM26	0.363875
FAM83E	-0.244
C18orf24	0.258166666666667
ZNF578	-0.306333333333333
ORAI1	0.13275
RUVBL1	-0.3465
C7orf20	-0.793166666666667
APAF1	0.025
SLC36A4	-0.830333333333333
MYH11	4.52283333333333
NEK1	-0.6543
MPP2	-2.342625
C12orf24	-2.1535
TNK2	0.8326875
ZNF289	-1.17975
MATN3	-2.88457142857143
IFNGR2	1.57133333333333
ITPR1	-0.614625
EBF3	1.0704
TBC1D20	-0.4636
OR10P1	0.369
DDAH2	-0.40325
SHPRH	-0.881875
STX7	0.0315
LOC554248	1.5835
BCAR1	0.3525
ATXN3	0.310333333333333
TRIM27	-0.06025
CDC42EP2	0.1925
CHP	0.131214285714286
SOX17	2.70625
ZNF259	-0.5975
CHCHD1	0.2045
ZDHHC19	0.575
GBP2	4.322
GARNL3	0.036625
MRC2	-1.066
C1orf52	-0.07525
AOF2	-0.810666666666667
LRPPRC	0.6894
ACVR1C	-0.777333333333333
TM4SF18	4.718
TMEM169	0.0955
PPP1R16A	0.502125
EBF1	-0.274666666666667
RRS1	-0.318333333333333
SNX2	-0.56275
OR2T2	0.208
RBX1	-0.20875
ANKRD54	1.54416666666667
TSNAX	0.373
TMEM83	-1.5095
ZBTB7A	-0.03875
ATM	-1.77633333333333
LOC338328	1.36766666666667
TIE1	-0.111166666666667
HIST1H3G	-0.2575
PASD1	-4.00133333333333
TINAG	0.739
PCDHAC2	1.034
LRRC15	-0.9815
WBSCR17	-1.661
TFF2	-0.197
PARP2	-0.8865
NDFIP2	-0.105125
PCDHGB2	-1.0475
WDR60	-1.0515
MAP7D2	-0.5615
USP45	-1.01775
GSDML	-1.3745
TNS1	0.8081
PLCD4	-1.955
IQCD	0.0875
SMPX	-3.41
CD9	0.803166666666667
SRGN	2.61175
CASP7	0.558625
INOC1	0.180166666666667
DKFZp451M2119	-1.658875
VMAC	1.46
USP53	-0.1728
CAMK1G	0.108
TMEM106A	-0.0856666666666667
CDC20	-1.3865
ACSL5	0.448833333333333
CBWD5	-1.41725
C1orf87	-1.3618
KIAA1274	1.59925
PRUNE2	-2.356
LYPLA2	-0.725333333333333
DOK6	-2.59066666666667
GPR149	-0.46925
FAM30A	5.569
TMEM129	0.16675
SLC35B3	-0.1245
ACPP	-0.4199
LOC200261	-1.927
SLC4A7	-0.2802
CCDC40	-0.1695
GART	-0.725375
THOP1	-1.07175
SCARB1	-0.00500000000000001
CACNA1F	-0.40275
TRIAP1	-0.511333333333333
SYT14L	0.193
SFRS8	-0.259833333333333
PBOV1	0.403
GOLSYN	1.075
GJB7	-0.8225
CAMK2N1	-1.00466666666667
GREM1	1.69166666666667
FLJ20433	0.91425
QPCT	-2.825
PRKAG2	1.18433333333333
H2AFX	-0.8895
C6orf154	-0.5455
PLOD3	0.19625
ZBTB39	-0.00933333333333334
WASF3	-1.5414
DRG1	0.016
PRR4	0.463
SPCS1	-0.87825
KDELR3	1.44966666666667
SRP19	0.169333333333333
GABRA6	0.62175
MFSD1	1.01975
MMEL1	-1.03625
PDXDC2	-0.4553
BUB1	-0.59
RNF138	-0.102375
MYLPF	-0.25
AIF1	2.05516666666667
DYNLRB1	0.5363
HCN3	0.0651666666666667
HIST1H2AI	0.12
MAP4K5	-0.546083333333333
LASP1	-0.4375
LOC130951	0.4155
PLAA	0.632625
KRT6A	2.134
C6orf117	-1.6655
ARHGAP23	-1.191
PTF1A	1.019
GPHA2	-0.54275
LCE3B	-0.091
MCL1	1.3975
EHBP1	-0.159916666666667
PRNP	0.838
ZSCAN1	0.574
C1orf113	-0.456333333333333
FOXA3	-3.282
NEB	-0.3405
ASGR1	-4.25016666666667
CTGF	0.263166666666667
RAB17	-2.47416666666667
MST101	-0.7665
JARID1B	0.9018
USP37	0.3715
PTBP1	-0.588333333333333
PTPN7	0.625666666666667
CDC7	-0.2965
SNX7	0.6035
ZNF335	0.2935
CPT2	0.73175
HEATR1	0.2445
HSPC152	-0.09
C5orf40	-0.10975
PSME1	-0.0821666666666667
STAG3	0.76275
TMEM154	0.890166666666667
KLHL32	-0.686333333333333
TSGA10IP	-1.3765
SUV420H2	-0.565166666666667
SF1	-1.4774
2'-PDE	0.1218125
PNLIPRP2	-2.661
TRSPAP1	0.28875
NUP210	-0.715666666666667
ANP32C	-1.91966666666667
RAB11B	-0.3085
ASB15	0.1395
ITGB3BP	-0.6175
UBASH3A	0.2035
YWHAB	0.74375
TPRX1	0.6875
LY6G5C	-0.221625
SLC7A2	-2.58175
CLK1	0.2382
HSD3B7	-0.383833333333333
VDR	2.3105
C16orf74	0.5195
ACE	0.03025
PSMA2	-1.11766666666667
CCDC131	-0.412125
ZNF213	-0.245666666666667
EML2	0.2085
ALS2CR13	0.679
GLYATL1	-1.179
DSPP	0.4215
DHFRL1	0.0925
C10orf30	1.24016666666667
SH3RF2	-1.13766666666667
LOC197322	-1.72816666666667
DLL3	-1.535
TIGD7	0.484
GFRA3	0.6635
CPA1	0.171
RTN4	-1.12033333333333
PPT2	-2.05966666666667
FASLG	4.34225
FOXP4	0.765375
RPL26	-0.0713
GNL3L	-1.47616666666667
FMR1NB	-0.563166666666667
CD163	7.87925
SGPP2	3.56175
GIMAP2	1.00325
CD37	1.47016666666667
DPT	2.85183333333333
NBLA00301	2.06475
RGS5	0.319666666666667
C9orf4	0.718
ACTL8	1.25083333333333
PRKAR2B	0.424125
OPLAH	2.877
C20orf134	2.4855
SPACA5	-0.20875
TBL1X	0.139666666666667
TSPYL3	0.071
CHCHD3	-0.7755
CRKRS	-0.613
GPR65	6.13175
DFFA	-0.4255
FUT1	1.3675
C6orf204	-0.236333333333333
TMEM51	1.565
ZNF580	-0.53375
CMTM2	-0.7715
C20orf200	-0.7995
EZH1	-0.5985
FDX1L	-0.549125
MRPL32	-0.8415
PCAF	-0.7024
ALOX15B	2.17216666666667
CD59	1.280125
CDK9	-0.057
ERP29	-0.645
TTR	-5.55275
BCMO1	-0.2615
DDIT4	-0.6195
PTGDS	3.372
C3orf63	-0.273166666666667
BST2	0.602625
CYP1A2	-1.45866666666667
C5orf25	1.00575
STX1A	-0.345352941176471
OR2A12	-0.6105
SH3BP5L	0.3945
SERINC5	-0.81675
USP6	-0.8035
MRPL3	0.433333333333333
POMP	0.412875
INPP4B	-2.367125
GMPPB	-0.06075
EAPP	-0.16175
AHSA1	-1.29925
ABCA11	-1.0795
SLC5A6	1.14016666666667
HIVEP2	1.246
SUMO2	-0.234
KIAA1822L	-1.41366666666667
C11orf67	1.00925
TXK	-0.14825
PHCA	0.476875
ICAM4	-2.12966666666667
FPGS	0.873666666666667
SNRPA1	-0.1675
KCNJ4	-1.0745
KIF6	-1.295125
HIST1H2BG	-0.391333333333333
SLC5A5	0.03425
ZNF354B	0.193166666666667
IL12RB2	1.9115
C11orf76	1.0438
GAL3ST2	0.396
AIFM2	-0.048625
SYNC1	-0.8815
UBL3	-0.702
PIK3CG	0.1435
NLN	-0.2292
BCORL1	0.62075
CD5L	0.64375
ZNF238	1.52533333333333
KIAA1394	-0.97625
C16orf55	0.0609
CYP3A7	-2.7175
KRTAP3-1	-2.096
TFDP1	-0.3505
MND1	-0.912
NODAL	-0.612166666666667
GTPBP4	0.89925
TUBGCP2	0.76475
SLITRK5	-2.16775
CIC	0.54275
CD79A	2.814
SAMD14	0.343
TNPO3	-0.93
OR10G3	-1.0705
OR10G8	0.879
CCDC111	-1.2595
HOXC9	-1.86125
DCUN1D1	1.55708333333333
CYB5R1	0.4925
TSR2	-0.1455
DAB2IP	0.9804
SLC6A5	0.01
RAB3D	2.0375
DCUN1D4	-0.133333333333333
ERBB3	-0.713083333333333
SDC1	1.14866666666667
ATP6V1H	-0.634666666666667
SYK	2.1805
ST20	-0.3265
C13orf30	0.413
WDR40A	0.667166666666667
ADMR	0.383
LOC388335	2.88425
ACSM1	-1.4745
TDG	-0.17075
FLJ11235	0.11875
MRPS5	0.208833333333333
AGPAT2	0.174166666666667
SLC12A1	0.424857142857143
CYP27A1	0.382
THAP7	-1.24275
XPO1	0.202
ALMS1L	0.297666666666667
C1orf2	1.472625
ZNF777	0.262166666666667
CAMK2A	-0.416666666666667
SMC1B	3.071
IHPK2	-0.475933333333333
LEMD1	0.91
NKD2	-0.199
CLU	-0.830214285714286
ARMETL1	-0.455
PABPC4	-1.70225
CXCL12	1.8965
TFAP2C	3.1301
TTTY8	1.119
ABCB10	0.4853
ENDOD1	-0.0533333333333333
IDI1	-0.8085
KCTD6	-0.606333333333333
CCDC105	0.026
ULBP2	-1.32016666666667
ZDHHC5	0.992
WNT8A	-0.33325
COMMD10	-1.204
KLHL12	0.167125
GPR50	1.421
NR5A2	-0.620125
OXGR1	1.1795
EHD3	-0.34675
CAPRIN2	-1.223375
KLRC3	-2.77225
SF3B1	0.142571428571429
IPO7	-0.27425
ALDH1A1	-0.826833333333333
ANKRD5	-0.791375
TSNARE1	0.5465
DDEFL1	1.528
RNASEL	0.584166666666667
DNAH9	-1.16175
HELLS	-0.7725
TNS4	2.095
NAV1	-1.0968
KIAA1409	-0.534666666666667
C20orf26	0.735333333333333
TUBG1	-1.48525
IRX2	1.031
CNGA4	-0.7395
MGC50559	-0.3715
OR4K17	0.561
TM2D2	0.437416666666667
FAM32A	-0.247
TXNDC14	-0.6685
CCBL1	-0.921
ANK1	-2.3682
PRSS23	-3.37275
PPM1L	0.4355
SPATA20	-1.6405
APCS	0.072
C14orf122	-0.533333333333333
PSMB5	0.6145
C6orf10	-0.2764
SETDB2	0.00633333333333333
SPNS3	-0.937
SGMS2	0.0113333333333333
MXD3	0.441666666666667
MON2	-0.5226
CARTPT	0.935
HNF4A	-2.62866666666667
RABEP1	-0.5552
TNFRSF10B	-1.147
USH1G	-0.6415
PPAP2B	-0.788
TMEM16K	-1.45925
CTDSP1	0.4095
CDK5R1	-0.0525
GABRR1	-0.381
OPN1LW	0.1395
FAM98C	0.179375
DBN1	0.461375
ACAD10	-0.89675
QTRTD1	0.336
WNK3	-0.00133333333333333
RPS19	0.369
C1QB	3.97775
OTUD5	-0.08675
SLC41A2	1.43333333333333
TMEM22	-2.01116666666667
KHSRP	0.0766666666666667
TNFRSF11A	0.435
FBL	-0.602833333333333
IBTK	-0.815166666666667
OXER1	0.3025
CBLN4	-0.936
GPR172B	1.91433333333333
CFTR	-0.85225
VSX1	0.9655
CAMK1D	1.3315
LOXL3	-2.386
RTP4	3.671
SLFNL1	-0.00524999999999999
KIAA0828	-0.212
PAR5	-1.266
LOC723972	-1.88975
GDI2	0.696
CEBPA	0.6865
MLF2	0.0103333333333333
AFMID	-1.2485
ALOX12B	-0.3355
BPHL	0.190375
COX5B	0.165
S100A10	0.6727
THOC6	-0.6765
NHN1	1.029
RRP12	-0.713
ARID3B	-1.69875
CD3G	-0.0885
KIAA0133	1.123
NAT11	-1.23916666666667
PPAT	0.0581666666666667
SIRT3	-0.2056
TCERG1L	-1.05125
NIPA1	-1.1309
DPP8	-0.699
IL7R	2.45783333333333
ZFP64	0.484916666666667
DMAP1	0.6335
TRMT12	0.421
TLR4	2.4083
WFIKKN2	-0.19125
RAB12	-0.3455
DDX51	0.482333333333333
KIAA1086	-2.89575
ZNF295	0.065
ACVR2B	-1.21385714285714
LOC494150	-0.968
ZNF517	0.4275
DNASE1L2	-1.432
SUFU	0.29475
LOC283677	0.0235
LMO3	-1.019
PPP2R5D	0.617333333333333
ZNF587	0.5389
HIST4H4	-0.16625
CYP2C8	-0.31875
C1orf80	0.9
DOCK5	-0.434166666666667
C9orf24	1.21225
OR5AR1	0.9495
C11orf24	0.1675
UNQ1940	-0.91375
CAP2	-0.143666666666667
TIMM44	-0.56625
DSEL	-0.7418
ROM1	-0.00925
FBXO4	-0.549125
MYLC2PL	-1.48925
MLH3	0.4709
NOX1	0.4728
DPEP2	2.25075
DNAJB5	0.54075
RLTPR	0.0355
MBIP	-0.832833333333333
COPB1	-0.376833333333333
SFTPA1B	-0.9145
C10orf4	-0.781
PRELID1	-0.146
NOLA1	-0.303
C19orf24	0.07725
TLR9	-1.211
HLA-DMA	3.92666666666667
HCRP1	-1.6395
GPR137	-0.141833333333333
ITGA11	-2.15666666666667
PHF13	-0.447333333333333
MARK4	0.851333333333333
METTL4	0.33725
MBD3	-0.7067
LOC134145	0.025625
FGF3	0.19475
SLC35A3	-0.04625
CLEC16A	-0.799
AMOTL1	-0.960583333333333
FLJ31438	-1.30625
PAICS	-0.470375
TOMM40L	0.703166666666667
MMD	-1.43175
KLK10	-0.1539
NIT2	0.5885
SERPINB10	1.3645
KLF15	-1.0687
CCDC5	-0.75725
WSB2	-0.241375
ME3	-0.00399999999999999
CACYBP	0.294083333333333
TCTN2	-0.893
JAK1	1.223875
C2orf25	-0.92725
GPD2	1.256
FBXL11	0.370666666666667
CDV3	0.295583333333333
GALNT11	-0.56125
