Hybridization REF	TCGA-AN-A049-01A-21R-A00Z-07
MID1	-1.96175
GPR64	-1.2545
RASEF	2.7675
GABRG1	0.1205
MYO16	-0.46275
DBF4	-2.14366666666667
TSHZ2	2.13925
RIPK2	0.6985
PPTC7	0.316166666666667
KIF4B	-0.505
LRRC31	3.36525
ZNF540	0.00200000000000001
EFNB3	-0.390166666666667
LOH12CR1	-0.074625
STON2	1.113
GLP1R	0.0155
CSTF2T	-1.502625
IREB2	-0.552
GRSF1	-0.74625
PDCD7	-0.3755
LRRC43	-0.347
CNR1	0.816833333333333
IL1F7	-0.181
C12orf64	-0.685
FAM69B	-1.38325
NR2E1	-2.20733333333333
MS4A6A	2.9431
FTL	-0.2111
C7orf36	0.42675
PCLO	0.5744
DYRK2	0.757666666666667
ARIH2	-1.100625
SAMD7	0.4085
SCNN1D	-1.2085
SLC32A1	-0.573333333333333
C22orf25	-0.261333333333333
MRPS18A	-0.0736
GPR112	0.624
EARS2	-0.303
ERN2	0.034
ATPBD3	-0.463833333333333
PRH2	-0.0505
CDKN2D	0.113
PGLYRP2	1.4
TRIM40	-0.03325
SEC14L3	-0.5268
SLC22A1	-0.05425
BTN2A3	-0.1515
RASA4	-0.03175
CCNL2	-1.04725
MYBPC3	0.4845
GJA4	3.003
CDC42SE1	0.727875
TRPV2	-0.986
MYPN	-3.788
SIM1	0.597
CDADC1	0.419666666666667
ZFHX4	0.88675
NIBP	1.79716666666667
ADAMTS19	-1.3265
ABTB2	-1.80175
TSPYL2	0.306625
EIF2S3	-0.5458
SOX30	-0.21
AP2A1	0.0486666666666667
DKFZP564O0523	-0.796166666666667
LOC285398	0.20625
CDH18	-4.89625
CHL1	1.32071428571429
GATS	-0.6829
TBC1D2B	-0.155333333333333
OR1J1	-0.375
GSN	1.12316666666667
DPCR1	0.251375
GARNL4	-1.1115
SMARCA5	0.15025
PLEKHG3	0.686166666666667
ZBTB45	0.475
FRMD6	-0.575
PLS1	0.1025
DGKZ	0.125333333333333
EFNA1	0.8544
WDR85	-1.590875
ANK2	-0.1945
PAGE4	-0.674
SENP6	0.692166666666667
AKR7A2	-0.252666666666667
FKBP10	-1.91325
VEGFC	-1.363
LARP1	0.054375
SRBD1	0.41475
ITGB6	2.42825
SLC1A2	-0.251846153846154
INVS	0.270833333333333
MPO	0.278
MOBKL3	0.2289
CUTL2	-1.364125
KLK2	0.0449166666666667
VIM	-0.95575
REG1B	0.148
PCDHGC4	0.2855
C3orf34	0.6165
SUMO3	-0.5725
CST9L	3.36925
MLL4	-0.6645
SPR	1.42116666666667
SAMD9L	1.693
ABCE1	-0.57275
SUPT3H	0.2565
ACTBL1	1.11825
ADAMTS4	1.02183333333333
SLIT3	3.05
RHEBL1	-1.5965
NPM2	-1.7555
MAN1C1	0.69875
KIAA1856	0.58925
HSPA6	1.039
LOC388152	-0.963
C10orf140	-1.79975
ZDHHC12	-0.515
LIN7A	-0.7569
PHC2	0.287333333333333
SPHK1	-0.081
TRIM26	0.479375
FAM83E	1.2275
C18orf24	-1.0365
ZNF578	0.1615
ORAI1	-0.357
RUVBL1	0.557
C7orf20	-0.096
APAF1	-0.8385
SLC36A4	-2.085
MYH11	4.42866666666667
NEK1	0.0502
MPP2	-0.996
C12orf24	-2.97725
TNK2	0.621375
ZNF289	-0.44475
MATN3	-0.828142857142857
IFNGR2	0.7535
ITPR1	0.074625
EBF3	2.9454
TBC1D20	0.5813
OR10P1	0.317
DDAH2	0.83175
SHPRH	-0.631375
STX7	0.2
LOC554248	-2.29925
BCAR1	-0.108
ATXN3	0.396416666666667
TRIM27	0.03475
CDC42EP2	1.072
CHP	0.246285714285714
SOX17	1.918
ZNF259	-0.888166666666667
CHCHD1	0.477625
ZDHHC19	-0.2385
GBP2	2.9005
GARNL3	0.245875
MRC2	0.25225
C1orf52	-0.646
AOF2	-1.284
LRPPRC	-0.0413
ACVR1C	0.570166666666667
TM4SF18	2.51616666666667
TMEM169	-0.2404
PPP1R16A	0.39875
EBF1	0.791833333333333
RRS1	0.488
SNX2	0.29025
OR2T2	0.0515
RBX1	-0.39775
ANKRD54	0.324666666666667
TSNAX	1.069
TMEM83	-1.68625
ZBTB7A	0.494
ATM	-2.53341666666667
LOC338328	2.082
TIE1	1.0735
HIST1H3G	-0.0758333333333333
PASD1	-4.66366666666667
TINAG	1.07675
PCDHAC2	-0.3195
LRRC15	0.816125
WBSCR17	-1.3535
TFF2	-0.2805
PARP2	-0.528
NDFIP2	0.394375
PCDHGB2	0.844
WDR60	-0.51475
MAP7D2	-1.5042
USP45	-1.12675
GSDML	-0.424
TNS1	0.0636
PLCD4	0.854
IQCD	0.6685
SMPX	-2.527
CD9	0.9475
SRGN	1.775
CASP7	1.4565
INOC1	0.0171666666666667
DKFZp451M2119	-0.572875
VMAC	1.6865
USP53	0.3005
CAMK1G	-0.323375
TMEM106A	-0.156666666666667
CDC20	-1.3889
ACSL5	-0.0705
CBWD5	-0.8175
C1orf87	-1.37016666666667
KIAA1274	0.52225
PRUNE2	-1.81607142857143
LYPLA2	-0.302333333333333
DOK6	0.176
GPR149	-0.6385
FAM30A	1.57
TMEM129	0.547
SLC35B3	1.29925
ACPP	0.528
LOC200261	-0.5815
SLC4A7	0.9644
CCDC40	3.11175
GART	-1.04275
THOP1	-1.40925
SCARB1	-0.619
CACNA1F	0.37225
TRIAP1	-0.227833333333333
SYT14L	0.932
SFRS8	-0.148166666666667
PBOV1	0.2965
GOLSYN	2.834
GJB7	-1.4745
CAMK2N1	-0.426333333333333
GREM1	3.51983333333333
FLJ20433	0.3145
QPCT	-2.333875
PRKAG2	0.385666666666667
H2AFX	-1.365875
C6orf154	1.278
PLOD3	-1.49825
ZBTB39	-1.04466666666667
WASF3	-1.18258333333333
DRG1	-0.537
PRR4	-0.416
SPCS1	-0.29475
KDELR3	0.100833333333333
SRP19	0.0931666666666667
GABRA6	-0.22425
MFSD1	1.48325
MMEL1	2.41575
PDXDC2	0.262
BUB1	-2.37866666666667
RNF138	-1.145875
MYLPF	-0.423
AIF1	0.631
DYNLRB1	0.2904
HCN3	-1.28033333333333
HIST1H2AI	0.56275
MAP4K5	0.215666666666667
LASP1	2.091
LOC130951	0.2345
PLAA	0.108125
KRT6A	-1.0675
C6orf117	-2.643125
ARHGAP23	0.511
PTF1A	0.585
GPHA2	-0.35625
LCE3B	0.74275
MCL1	0.5715
EHBP1	-0.555916666666667
PRNP	-0.72625
ZSCAN1	0.5465
C1orf113	-0.189666666666667
FOXA3	-3.20475
NEB	1.60625
ASGR1	-5.36533333333333
CTGF	1.9395
RAB17	0.389
MST101	0.701
JARID1B	0.4543
USP37	0.1335
PTBP1	-0.367
PTPN7	-0.601333333333333
CDC7	-2.02283333333333
SNX7	0.42325
ZNF335	0.0265
CPT2	0.1605
HEATR1	-1.047
HSPC152	0.9475
C5orf40	0.43275
PSME1	1.04783333333333
STAG3	-1.94225
TMEM154	1.89433333333333
KLHL32	-0.547166666666667
TSGA10IP	-0.965
SUV420H2	-0.871833333333333
SF1	-0.6496
2'-PDE	0.2136875
PNLIPRP2	-0.989
TRSPAP1	-0.422083333333333
NUP210	-0.00699999999999999
ANP32C	-1.098
RAB11B	0.649166666666667
ASB15	0.13
ITGB3BP	-0.71575
UBASH3A	-0.73975
YWHAB	0.594375
TPRX1	0.093
LY6G5C	0.244375
SLC7A2	0.613375
CLK1	0.8008
HSD3B7	0.222333333333333
VDR	2.0085
C16orf74	0.38475
ACE	0.86325
PSMA2	-0.0218333333333333
CCDC131	-0.407125
ZNF213	0.931166666666667
EML2	0.35875
ALS2CR13	-0.0015
GLYATL1	-0.3025
DSPP	-0.2085
DHFRL1	0.726125
C10orf30	-1.70016666666667
SH3RF2	-0.713833333333333
LOC197322	-0.5825
DLL3	-1.664625
TIGD7	0.90975
GFRA3	0.16175
CPA1	0.373
RTN4	0.686333333333333
PPT2	-1.59433333333333
FASLG	1.19591666666667
FOXP4	0.07025
RPL26	0.1338
GNL3L	-1.58916666666667
FMR1NB	-0.285666666666667
CD163	6.91225
SGPP2	3.22475
GIMAP2	1.00825
CD37	1.0585
DPT	3.90133333333333
NBLA00301	1.509
RGS5	1.47725
C9orf4	-0.079
ACTL8	0.732166666666667
PRKAR2B	0.28975
OPLAH	-0.0473333333333333
C20orf134	2.2445
SPACA5	0.2735
TBL1X	-0.727
TSPYL3	0.62
CHCHD3	-1.128
CRKRS	0.198
GPR65	4.8915
DFFA	-0.9035
FUT1	0.67425
C6orf204	-0.907666666666667
TMEM51	0.26975
ZNF580	-0.31175
CMTM2	0.02925
C20orf200	-1.08
EZH1	-0.4545
FDX1L	0.028
MRPL32	0.06
PCAF	-0.2844
ALOX15B	0.688333333333333
CD59	0.674416666666667
CDK9	0.7355
ERP29	-0.520833333333333
TTR	-5.2125
BCMO1	0.1595
DDIT4	-0.2211
PTGDS	2.6745
C3orf63	-0.172666666666667
BST2	2.16475
CYP1A2	-0.298333333333333
C5orf25	0.232
STX1A	-1.63547058823529
OR2A12	0.141
SH3BP5L	0.05825
SERINC5	0.121875
USP6	0.0182
MRPL3	0.249
POMP	0.991375
INPP4B	1.989625
GMPPB	0.822
EAPP	0.7715
AHSA1	-0.4445
ABCA11	0.429
SLC5A6	-0.821
HIVEP2	0.35
SUMO2	0.239375
KIAA1822L	-0.973333333333333
C11orf67	1.757
TXK	0.21275
PHCA	-0.0811875
ICAM4	-2.48316666666667
FPGS	0.3235
SNRPA1	-1.629
KCNJ4	-0.60025
KIF6	0.1095
HIST1H2BG	-0.544833333333333
SLC5A5	-0.1295
ZNF354B	-0.0513333333333333
IL12RB2	1.00525
C11orf76	0.0258333333333333
GAL3ST2	-0.1815
AIFM2	-0.078
SYNC1	0.385
UBL3	0.487125
PIK3CG	-0.696666666666667
NLN	-0.4955
BCORL1	0.246
CD5L	-0.1885
ZNF238	2.22933333333333
KIAA1394	-0.898
C16orf55	-0.361
CYP3A7	-2.661
KRTAP3-1	-1.7845
TFDP1	-0.542833333333333
MND1	-2.61675
NODAL	0.045
GTPBP4	-1.33725
TUBGCP2	0.91375
SLITRK5	0.12
CIC	0.57775
CD79A	0.463166666666667
SAMD14	0.178166666666667
TNPO3	-1.4875
OR10G3	0.6235
OR10G8	0.4725
CCDC111	-0.246
HOXC9	1.15325
DCUN1D1	1.44308333333333
CYB5R1	1.57375
TSR2	0.33075
DAB2IP	-0.209
SLC6A5	0.4295
RAB3D	1.45425
DCUN1D4	-0.8815
ERBB3	0.738083333333333
SDC1	1.34191666666667
ATP6V1H	0.997666666666667
SYK	1.5365
ST20	0.0135
C13orf30	0.2785
WDR40A	0.206
ADMR	0.472
LOC388335	1.52275
ACSM1	2.6065
TDG	-0.39925
FLJ11235	-0.22125
MRPS5	-0.659333333333333
AGPAT2	-0.5005
SLC12A1	0.119625
CYP27A1	-0.12475
THAP7	-1.347
XPO1	-0.400333333333333
ALMS1L	0.327833333333333
C1orf2	-0.693375
ZNF777	-0.9625
CAMK2A	-0.017
SMC1B	-0.5345
IHPK2	-0.645666666666667
LEMD1	-2.963
NKD2	-0.6067
CLU	0.0848571428571429
ARMETL1	-0.3295
PABPC4	-1.69625
CXCL12	2.24816666666667
TFAP2C	0.9102
TTTY8	-0.4125
ABCB10	-0.6346
ENDOD1	1.63483333333333
IDI1	-2.1545
KCTD6	1.1845
CCDC105	1.185
ULBP2	-1.06483333333333
ZDHHC5	0.7465
WNT8A	-0.269
COMMD10	0.6525
KLHL12	0.235125
GPR50	0.053
NR5A2	0.462375
OXGR1	0.828
EHD3	0.05925
CAPRIN2	-0.655875
KLRC3	-3.337
SF3B1	0.3305
IPO7	-0.1705
ALDH1A1	-1.01466666666667
ANKRD5	1.26625
TSNARE1	0.5945
DDEFL1	0.6065
RNASEL	1.44383333333333
DNAH9	-0.63925
HELLS	-1.3325
TNS4	0.327
NAV1	-0.1035
KIAA1409	-0.33675
C20orf26	2.60566666666667
TUBG1	-0.49325
IRX2	0.72125
CNGA4	-0.8945
MGC50559	1.46066666666667
OR4K17	0.201333333333333
TM2D2	0.238666666666667
FAM32A	0.3635
TXNDC14	-0.0725
CCBL1	-1.511
ANK1	-1.6086
PRSS23	-1.444125
PPM1L	0.1215
SPATA20	0.161
APCS	0.181
C14orf122	0.1995
PSMB5	0.009125
C6orf10	0.3255
SETDB2	0.3485
SPNS3	-1.1485
SGMS2	0.8065
MXD3	-0.702666666666667
MON2	0.2263
CARTPT	0.00574999999999998
HNF4A	-1.231
RABEP1	2.6902
TNFRSF10B	-1.2035
USH1G	-0.306
PPAP2B	-1.73366666666667
TMEM16K	-0.73875
CTDSP1	0.659666666666667
CDK5R1	-0.423666666666667
GABRR1	-0.3905
OPN1LW	0.169
FAM98C	1.03575
DBN1	0.709875
ACAD10	-0.22675
QTRTD1	0.3235
WNK3	-1.738
RPS19	-0.459
C1QB	3.356625
OTUD5	-0.12925
SLC41A2	0.395166666666667
TMEM22	-1.14633333333333
KHSRP	-0.70125
TNFRSF11A	0.424
FBL	-0.601833333333333
IBTK	0.438
OXER1	-0.274
CBLN4	0.698375
GPR172B	2.61133333333333
CFTR	-1.96
VSX1	1.1795
CAMK1D	-0.6
LOXL3	-2.20325
RTP4	3.67525
SLFNL1	0.18125
KIAA0828	-0.307875
PAR5	-0.511
LOC723972	-1.21725
GDI2	-0.082
CEBPA	0.0303
MLF2	-0.0971666666666667
AFMID	-0.738
ALOX12B	-0.261
BPHL	-0.477125
COX5B	-0.142
S100A10	-0.2079
THOC6	0.36025
NHN1	-0.52175
RRP12	-0.0468333333333333
ARID3B	-1.632
CD3G	-1.60133333333333
KIAA0133	-0.47
NAT11	-0.705
PPAT	-2.619
SIRT3	0.4492
TCERG1L	-0.9015
NIPA1	0.0444
DPP8	-0.0737
IL7R	2.0775
ZFP64	0.21
DMAP1	0.4516
TRMT12	1.06825
TLR4	1.5027
WFIKKN2	0.1615
RAB12	1.09333333333333
DDX51	-0.613166666666667
KIAA1086	-2.43025
ZNF295	-0.4815
ACVR2B	-1.73864285714286
LOC494150	-0.362125
ZNF517	0.5525
DNASE1L2	-0.893
SUFU	0.554333333333333
LOC283677	-0.07
LMO3	0.0116666666666667
PPP2R5D	-0.197333333333333
ZNF587	0.5525
HIST4H4	0.592
CYP2C8	0.995
C1orf80	-0.313833333333333
DOCK5	-0.414833333333333
C9orf24	-0.52175
OR5AR1	0.187
C11orf24	-0.024
UNQ1940	-0.168
CAP2	-1.16316666666667
TIMM44	-0.89375
DSEL	-0.6129
ROM1	0.394
FBXO4	-0.09275
MYLC2PL	-1.5585
MLH3	0.6006
NOX1	1.06566666666667
DPEP2	1.68275
DNAJB5	0.28475
RLTPR	0.307
MBIP	-0.424666666666667
COPB1	0.426833333333333
SFTPA1B	0.087
C10orf4	0.1463
PRELID1	-0.2065
NOLA1	-0.631
C19orf24	0.4435
TLR9	-1.6435
HLA-DMA	3.14808333333333
HCRP1	-0.244
GPR137	0.761166666666667
ITGA11	0.422666666666667
PHF13	-0.1095
MARK4	0.354333333333333
METTL4	0.09525
MBD3	-0.5621
LOC134145	-0.494875
FGF3	-0.06225
SLC35A3	1.028125
CLEC16A	-0.02875
AMOTL1	-1.1535
FLJ31438	-0.55725
PAICS	-1.907125
TOMM40L	0.120333333333333
MMD	-0.83525
KLK10	-0.7918
NIT2	1.6135
SERPINB10	0.48625
KLF15	0.000800000000000004
CCDC5	-0.3065
WSB2	-0.386625
ME3	0.50975
CACYBP	-0.579666666666667
TCTN2	1.331
JAK1	1.136625
C2orf25	0.29625
GPD2	2.21675
FBXL11	0.5985
CDV3	0.818416666666667
GALNT11	-0.196875
NDUFA12L	-0.9992
FLOT1	0.00328571428571428
TOR1AIP2	1.7055
MMP25	0.08325
C1orf164	-0.253
CHST5	-0.123
LYRM4	-0.9801
GPER	-2.53075
HIPK2	-0.310166666666667
DAP	0.453
ZMIZ1	0.504
DDX58	3.227375
DCC1	-1.2245
AKT1	-0.532875
ENPP6	0.9845
ERVWE1	-0.1855
CDC34	0.018
RNF125	-2.0895
CASC1	3.4205
SHROOM2	1.55025
RRM2B	1.22416666666667
COL6A3	1.9855
TMEFF1	-2.781
PLEKHA4	0.12
LYSMD1	0.1925
SEPT1	-0.5915
AOF1	0.266
GNPAT	-0.055
WDR18	0.14625
HSD17B12	0.1805
HIST1H2BM	0.123
INDOL1	0.202333333333333
SUDS3	0.80575
C1orf192	1.0955
CYP2B6	-0.70825
TBC1D2	1.38633333333333
SLC25A12	-0.066625
ERCC6L	-1.52083333333333
MGC10814	-1.28633333333333
POLR2C	-1.29833333333333
ZNF77	-0.386
EIF3K	0.1673
HPX	2.281
ANKRD27	0.02425
MALAT1	1.041
PLB1	1.0565
HRNBP3	-1.0005
CPSF4	-1.70375
OR52N2	0.135
PIP5KL1	0.1655
GH1	0.11275
HPS5	-0.27475
SLFN5	2.26625
POP5	-0.0103333333333333
OVOS2	-3.60333333333333
C20orf108	-0.28
MARS	-0.8035
CLRN3	1.4685
ARSE	-0.542
PPIE	-0.00483333333333334
PHACS	-0.361166666666667
GP5	-0.2215
IL8RB	1.22383333333333
FCRLA	-0.983125
ARRDC1	-0.0554
KRTAP9-4	0.5725
ZNF613	1.2145
OR11A1	0.392
TMEM132B	-2.46475
PGLS	0.6655
BSND	-1.70216666666667
KCNK18	-0.5215
FOXD4	-0.24275
SV2C	-0.05425
LCN2	0.970666666666667
ZNF490	0.9865
C3orf15	1.6504
CACNA2D4	-0.790833333333333
CBX5	-0.33875
MAGEB4	-0.1525
BOLA1	-0.251
PPP2R5E	0.14075
COL5A1	1.68608333333333
ASB7	-0.8945
SFT2D1	0.47575
DERL1	1.1343
RABL2A	0.681666666666667
MOAP1	0.392
KIAA1545	-0.084
F3	0.6075
PLEKHM2	-0.75775
CCDC89	0.608833333333333
EFCAB1	0.936375
TMEM48	0.34075
SEPHS2	0.64
PYGM	-0.29775
PRICKLE1	1.81825
WNT5B	-0.429
TAS2R38	0.7055
IMP5	0.549
KHDRBS1	0.4964
LARS2	-1.65933333333333
C3orf28	0.99975
FTCD	-3.0595
C10orf68	1.2945
DGAT2L3	0.963
PSEN1	0.95125
MGC33657	0.54125
PLA2G4B	0.808166666666667
CDKN2A	-1.65025
DLX1	-3.2345
TSHB	0.56
C18orf37	0.35975
MEX3C	-0.13025
MAMDC2	0.146
PDIA4	-0.76225
ATP5E	0.24275
CASP2	-0.607785714285714
SERBP1	-0.561192307692308
ZNF341	0.1455
TESC	-2.70575
TMEM31	-0.36975
OR51I2	0.645
YTHDC1	0.283857142857143
JUN	1.57416666666667
AGMAT	-3.65033333333333
PCNXL2	0.3515
ATAD5	-1.7815
STK38	-0.159125
AZI1	-0.256125
RBP1	1.058
C4orf26	-0.707
KIAA1026	0.150875
TMEM101	-1.338
HSFX1	-0.024
TREX1	1.15975
C18orf10	-0.1198
TRIM15	-3.31575
CA6	0.27525
CEP57	-1.632
AR	3.07116666666667
SESN2	-1.13666666666667
KIF3C	-0.27275
EPB41L5	0.541875
ARHGEF10	-1.69986363636364
POLR3D	-0.993125
INDO	-0.308833333333333
GABRA3	-0.9005
SCG5	-0.6369
E2F3	-0.6586
TIGD5	1.0075
FGD6	0.99575
KLHL3	-0.3635
SCGB3A2	-1.189
URP2	0.6835
ATP6V1B1	1.1537
CALML6	0.0655
LOC100049076	-0.39
TMF1	-0.0675
LOC388503	-0.23275
CDH5	2.4135
RPS6KC1	0.8215
DAAM1	0.6154
TNFRSF10D	-0.85
GSTT1	0.7637
INPP5A	0.5255
TRAF3IP1	0.7664
SMARCE1	0.457
VRK1	-0.94375
TTC16	1.4235
AARS	-1.70733333333333
ARHGAP27	-0.243
ZAK	0.111142857142857
ACSM2B	-2.04125
TRAP1	-0.356666666666667
MRPL53	0.579125
RNF44	0.2485
NPTXR	-0.416
DPYSL3	0.678666666666667
APP	-0.6197
GLS2	-1.46033333333333
MNX1	-3.247
CMTM7	-0.76025
OR10A7	-0.203
NYD-SP21	2.7395
ORC5L	-0.977
SLC16A10	-0.958
TMEM178	-0.1655
LOC441601	-4.50775
PTGIS	1.37075
KBTBD7	1.19
C19orf41	0.315
CEACAM3	1.89866666666667
KRT23	-0.8
SERHL	0.6115
PNKD	-0.2481875
UBC	0.10475
ATRN	-0.274375
HAPLN1	-1.2625
RANGAP1	-1.6465
C10orf26	1.48566666666667
KCNA7	-0.417
SRY	-0.5015
LOC376693	-0.466
HIST1H2BF	0.05425
CDCA8	-1.3785
MLC1	-2.608
TNIP3	0.06475
OR4D1	0.387
IFT52	0.383
GOLT1A	-0.8455
UTP20	-0.703375
RP3-402G11.5	-0.9285
PRSS33	-1.0835
PMPCA	-1.25925
APOB48R	2.16033333333333
GLTP	0.46675
MPL	0.597
C9orf78	-1.056
ADAM12	1.792625
CSPG4	-1.6445
LOC144305	-0.372
KRTAP4-10	-0.5276
PAK1	1.13625
ADCY7	-0.4938
TAS2R43	-0.4435
FRAS1	-2.36564285714286
PPP1R14A	-0.495833333333333
OR2B6	-1.3245
ATP13A1	-0.00133333333333333
SIDT1	3.25225
C1RL	0.758166666666667
PRKRA	-0.026
TLN1	-0.0731
RP11-50D16.3	1.33233333333333
MITF	-1.54625
GYS1	-0.15675
LYG1	-0.283833333333333
NSMCE4A	-0.099
DNAI1	0.2515
HOXD11	-1.6395
FNBP1L	1.4684
DHX35	-0.435
LCE3E	0.412625
SLC33A1	2.212
DCLK3	0.4065
TRIM33	-0.6675
TMCC3	0.804666666666667
FBXO42	-0.238666666666667
C1orf27	-0.056
C17orf50	0.163
RNF14	1.0075
SLC4A8	-0.865125
RAB3IP	-0.0072
COX6C	3.971
PCSK1	-3.2248
SLC13A1	0.090125
ARF6	0.497833333333333
KIAA1009	0.67025
HOXA13	-2.9505
HMGN1	-0.012
CXADR	0.227166666666667
MGC14436	0.516
UTF1	0.2335
TSC22D1	0.5388
BZRAP1	0.375666666666667
PUF60	1.18908333333333
SHC1	-0.11925
HOOK3	0.3
LIMS2	1.0795
BAHCC1	-1.56566666666667
CLCC1	0.385833333333333
ENTPD3	2.43433333333333
SMO	-1.75975
PIK3R5	0.486
CDC14A	0.226833333333333
KRT1	1.154
ENOX2	0.383666666666667
FLJ22655	0.16575
FPRL1	0.9035
INTS6	0.3676
ZCCHC5	0.735
SMC3	-0.60175
C6orf123	1.13516666666667
FLJ20160	1.89825
LOC653391	-0.0551666666666666
GSS	-0.1355
NT5M	-0.30225
SIX5	-0.03025
TAF5	-0.26
KCNA1	0.213333333333333
ANLN	-2.43483333333333
MGC45491	-1.0174
SSTR2	3.0825
LYPD4	0.70075
TH1L	-0.535125
CHRNA5	-1.9305
PNMA6A	-0.89775
FLJ16369	-0.015
DLX2	-1.3636
C6orf108	-0.536583333333333
ALDH3A2	0.260666666666667
CLEC1B	0.628
LEPREL2	-1.05425
FOXJ1	-0.4588
OR1D4	0.3925
PPIL4	0.0235
MTRR	-0.43075
SLC27A3	0.454833333333333
HTR7	-1.01483333333333
MIB2	-0.41425
BHMT	-1.41416666666667
A2ML1	0.398
MSMB	0.62125
KIAA1383	1.281125
TRUB2	-0.78825
PF4	0.3305
IL1F5	0.355833333333333
LRRC37B2	-0.313
IPO4	0.04
FIGF	2.7475
QDPR	0.0045
ZNF598	-0.0765
BOP1	0.068625
MAPK12	-2.27416666666667
POLR1E	-1.44725
CEECAM1	-0.167666666666667
INSRR	0.583333333333333
SIPA1	0.2055
ULK4	0.1385
BTN3A1	0.2611
FABP5	0.0659
KBTBD3	0.750666666666666
SORT1	-0.0506666666666667
YWHAQ	-0.07125
LRIT1	0.0615
KIAA1704	-0.2599
MEIS2	-1.7558
ENOSF1	-0.181833333333333
PCDH7	-0.264714285714286
FZD9	-2.28366666666667
RPLP1	0.251166666666667
ZNF75A	1.53425
P4HA3	2.95975
NKX6-1	0.10475
CTA-216E10.6	-0.425333333333333
IFT140	0.94125
DENND1A	-0.465416666666667
ALCAM	1.7015
ABHD2	1.06731818181818
QPRT	-2.4705
TRAM1	1.62185714285714
ATP1B4	0.226125
NUP37	-1.01525
SAA3P	-0.067
SLC22A6	0.25325
KIAA0265	-0.45175
ZNF41	0.08975
ADAM19	0.4876
ERAF	-0.52075
DEFB119	0.350916666666667
DNMT3B	-5.17783333333333
SNF1LK2	-1.15475
MGC24039	-1.40591666666667
TAS2R48	-0.1954
PNLDC1	1.45125
ADAMTS16	0.806125
TMEM92	-1.51533333333333
CCT8	-0.945666666666667
POGZ	0.302833333333333
N-PAC	0.82225
GUCA1B	-0.959
ZZEF1	0.3905
OR2C3	1.022
ZNF334	0.216833333333333
RANBP6	-0.082
LDHB	-2.77433333333333
BAMBI	-1.927875
RAB5B	0.82
FOXB1	0.3155
MRPS12	0.15175
MRGPRF	0.11875
CRIPT	-0.132
CYP2D7P1	-0.608
RYR1	0.078625
NDUFA2	1.502
TRIP12	0.74625
KCNE3	1.96216666666667
MOBKL2B	-0.8621
MIOX	-0.0095
ACOT7	-1.32575
FGF6	0.1995
RASSF5	-0.6969
ATAD3B	-1.68333333333333
IKZF3	0.717
H3F3B	0.368357142857143
C6orf91	0.9005
SEC11C	0.95075
TMEM14C	-0.70675
KIAA1632	-0.0345
SLC38A4	-0.07925
FGFR3	0.308833333333333
HES7	0.3485
HINT3	1.50175
ARIH1	0.00950000000000001
FLJ35880	-1.8
C1orf129	-0.347
POU6F1	-0.387375
RPL32	-0.127375
BBS1	1.45733333333333
RGPD5	0.6265
SULT1C2	-0.91925
KDELC1	-1.9115
PIP5K3	0.0455
CHI3L1	2.2063
CSDA	-0.126666666666667
VTCN1	4.36625
WDR62	-1.19375
TMEM170	-0.34475
KIF2A	-0.268
C6orf182	-0.878333333333333
ARL6IP6	-1.0715
ZCCHC9	-0.46875
RARB	-0.46
ZNF320	0.273571428571429
DHX15	-0.0915
PICALM	0.285166666666667
CNOT6	0.824083333333333
HIST1H1A	-0.3675
ZNF702	-0.606666666666667
OR1E2	0.2595
HLF	-1.8942
LOC442582	-2.3255
KIAA0494	0.915
TCF4	0.9897
APOBEC3B	-1.477
FAM54B	-0.521
MYH2	-2.41275
FXN	-0.160833333333333
C12orf59	0.5285
PAEP	-1.04875
SPG11	-0.643125
VN1R4	0.02725
KCNJ13	-0.747
NOC3L	-0.23275
C5orf36	0.0475
CPAMD8	0.9185
MLN	-0.3377
FLJ11184	-0.889
TIAM1	0.119333333333333
OR10J3	0.046
OR52E2	-0.0835
PBX1	2.3202
UBL7	-0.439666666666667
PXMP2	-0.451
SYTL1	-1.053
FAM126B	0.8145
ZNF711	-0.96225
GGA1	-1.09083333333333
VAMP4	1.04566666666667
BCAP29	0.03
C20orf19	-1.02475
ZNF275	-0.085875
NEK6	0.42825
SETD8	-0.20425
HEXIM1	0.7995
SULT1A2	0.1815
KLHL9	0.883
SLC39A12	0.0805
ARHGEF16	0.116
SCN1A	-0.410333333333333
HNRPH1	0.0621666666666667
C9orf103	0.79425
ECE1	0.215166666666667
MED18	-1.64275
TEX13B	0.284
SNN	0.88725
C6orf62	0.561722222222222
WNT3A	0.2109
IL22RA2	0.9895
MGC21881	0.2205
GABBR1	-0.19175
YIPF6	0.48675
PROX1	-1.91083333333333
PPP1R1B	0.91975
LANCL2	0.9008
SCN3A	-0.987666666666667
SSRP1	-0.908333333333333
ASXL2	-0.499
RPE65	-0.672
SNAI1	-0.59775
EFNA2	0.26725
CLDN9	0.2805
TP53I13	0.431375
LOC375748	0.225
C9orf7	1.123
C14orf178	-0.436
GC	-0.718666666666667
IER3	-0.401666666666667
KCTD10	0.715625
FLJ45717	0.1035
ADC	1.4625
LOC285908	-1.36666666666667
MLL3	-0.886
KIAA1787	-0.558
MGC31957	-1.3215
MUC5B	-0.182916666666667
ZNF193	-0.5835
CSRP1	0.4155
MOSPD1	-0.791666666666667
C21orf49	0.247
