Hybridization REF	TCGA-BH-A0DZ-11A-22R-A089-07
C21orf13	0.815833333333333
GAS2L1	0.4095
RFX3	0.140333333333333
COPS4	0.491875
BCHE	-2.748
BCL2	2.0375
HBZ	-3.23666666666667
ARL13B	0.51825
MAPBPIP	0.317
MYO15B	-0.43625
SPZ1	0.54925
KIAA1324	3.52233333333333
PLCL2	-0.13475
C4orf29	-0.30375
WDFY2	-0.356125
ZNF284	-0.651
NAALADL1	1.0335
DUSP5	0.788833333333333
PXDN	-0.24475
SLMO1	-1.20475
TNXB	-0.1362
BIRC7	-1.4255
A4GALT	0.442666666666667
TIMM22	0.2055
FAM110C	1.14625
TOMM34	-0.99175
ABHD9	0.2655
ADAM32	2.164
CRHBP	0.84975
AQP2	0.085625
LOC130355	0.72725
ZNF187	0.701333333333333
ZNF816A	0.4635
F7	-0.34075
CNOT1	-0.4123
SLC13A4	-0.5875
ZBTB11	-0.2575
B3GALT5	0.612
EXOC2	0.685666666666667
IRS1	1.3494
TMEM1	-0.0318333333333333
MRPL34	-0.254
SAMM50	-0.11925
CDC42EP3	0.411625
HSF2	-0.0829
MFN2	0.1875
TSPAN7	0.492833333333333
NUCB1	-0.145666666666667
RHOH	0.322
ARL16	-1.0595
TACR1	0.6535
SFRS5	-0.842166666666667
SNX25	-0.37625
RHBDF1	0.118
PCDH18	3.518
HMG1L1	-0.335
MYO5C	1.418625
MAPK10	0.422
LDHAL6A	0.143666666666667
NUDT12	1.327
NCAM1	-0.1595
GLIS2	-0.4785
GGTL4	0.64525
DAPP1	0.863
ATF7	0.528625
KIAA0748	-0.8885
NFIL3	0.055
TM6SF1	0.6161
SEZ6	0.239875
NANOS3	0.123833333333333
DNAJA3	-0.857666666666666
CLDN6	-2.309
CIITA	2.1132
EPHA4	0.366833333333333
FANCC	-0.115
CMTM3	0.34175
PSG3	-0.07925
MRPL15	-0.324
C21orf59	-0.009
PLCXD2	-0.11975
C2orf34	0.087125
UBE2L6	0.750125
MED14	-0.372166666666667
HP1BP3	-0.4174
C6orf208	-0.072
TPBG	1.1785
OSR2	-0.654
XPC	-0.170166666666667
KLHL7	-0.431666666666667
CCR3	-0.411666666666667
AGTPBP1	-0.275833333333333
PCSK6	0.676066666666667
STAT5A	-0.0047
FAM18B	0.47025
LONRF2	1.43216666666667
PTPN2	0.02375
SF3A3	-0.381166666666667
EFCBP2	-0.4865
HCFC1	-0.477333333333333
AHNAK	-0.2146
ACTR5	-0.56175
KIF14	-3.69642857142857
TENC1	0.59375
HEATR5B	0.968
YIPF2	0.402666666666667
MYEOV2	0.4435
DUSP18	0.8235
KIAA1012	0.53825
AHR	1.32533333333333
C17orf53	-1.97633333333333
PTPRH	-2.6725
ATP6V1C1	-0.0577
TAS2R3	0.3145
LOC440356	-1.151
COQ10B	0.8835
PSMF1	0.542083333333333
SORBS2	3.59158333333333
NFE2L2	0.97875
TMCO7	-0.30625
SH3PXD2A	0.3674
SH2D2A	-1.0625
SPINK5	0.2725
MRPS24	-0.86325
OPA3	-0.407125
TRAF7	0.300666666666667
C4orf35	0.0295
MT1G	0.148875
MGC39545	-0.13575
HS1BP3	-0.1671
OR2B2	0.327
CHRM4	-0.0585
SFRP2	1.55466666666667
RIC3	2.226
ART1	0.11
C6orf1	0.042375
DUS4L	-0.36325
C10orf104	0.82325
TNFAIP6	1.947
RTEL1	-1.3355
CCT4	-0.2862
ZNF709	0.599
CHMP6	-0.000499999999999991
UPP2	0.44275
CYP19A1	-2.524375
CD151	0.0506666666666667
NDUFA13	-0.34
ARFRP1	-0.831666666666667
FAM26B	1.4345
CRYBA1	-1.3055
MRPL41	-0.497666666666667
NPFFR2	0.639
HRH2	0.0235
SCAMP3	-0.5785
MTMR6	0.9166
MTG1	-1.01333333333333
UBTD1	0.4085
CRABP1	1.272
FLJ33790	-0.265
KIAA1908	0.1825
GPR158	-2.0225
PACSIN3	0.08
OMD	2.76483333333333
CATSPER1	-1.399
HOXB8	-0.64975
FBXO46	0.593
OAS1	0.635833333333333
SVIL	1.1635
PHB2	-0.4415
ADCY3	0.3315
NDRG2	3.003
ERMAP	0.8677
APBA2	-0.657
IGSF9	2.0585
WNT6	0.6045
MYCBPAP	0.09275
ATP2B2	-0.2148
CPVL	-0.4988
TRAM2	-0.669833333333333
NOP5/NOP58	-0.518
ZNRF4	-0.01075
TLK1	0.1195
MTMR12	0.731285714285714
ZNF384	-0.4115
FAM9B	-2.29025
RPN1	0.6316
PMVK	0.43875
EIF3D	0.5033
SIX2	-0.819
HPS1	0.527928571428571
RNF7	0.39875
PSKH2	0.1645
KCTD13	-0.3075
CSMD3	0.055
FBF1	-0.393
IL8	-2.555625
SERPINB13	0.776
FBXL20	-0.38
BLR1	0.144
SH2B1	-0.228333333333333
RFNG	-0.35825
RAB20	0.8115
RBM7	0.4535
POLR1A	-0.572
TMPRSS4	-0.13575
TAF9	-0.56475
TERF2	0.180333333333333
TNFRSF1A	0.552166666666667
ACADVL	-0.017
GTF2H5	0.20775
EDG8	0.9125
C9orf140	-1.67375
UST6	-0.059
ZBTB8OS	-0.818
ZNF710	0.3565
GPR174	-0.6025
ATP6V0A2	-0.485
KIAA0319L	-0.190583333333333
XKRX	0.22
DOPEY2	0.7626
SDHD	0.150666666666667
SUMF1	1.46725
OSM	0.7425
OPN3	-0.107
DAGLB	-0.676666666666667
PPFIBP1	0.3839
TRIM63	-2.4505
C10orf53	-1.3595
LYPD3	1.1705
BCL7A	0.131375
AGER	-1.085
TCF19	-1.419125
SAT2	0.423
PFTK1	-0.156
GABRE	-1.765375
C15orf38	0.7892
FIS1	0.506
KCNV2	-0.28475
CLPS	0.26025
PPCDC	-0.77375
FOXN2	-0.162833333333333
NT5E	-2.214
CD83	-0.1795
IL18	0.137125
VPS16	-0.316
IGFBP2	-0.549
NOTCH2	0.73725
SIGLEC1	1.99585714285714
CD93	5.064
SULF2	0.20775
CEP164	-0.33775
P53AIP1	1.72216666666667
TOR2A	-0.466833333333333
ZNF136	0.552
MGP	3.254
CCDC144A	1.195
TRPC1	0.079
SMS	-0.417333333333333
MAPK7	-0.414666666666667
RRAGC	0.644
PARD6A	-0.254
NUB1	-0.0513333333333333
SYNGR4	-0.247
OR11H12	-0.01
WIF1	3.92775
GCH1	0.19075
OR11H4	0.0015
SLC44A5	0.2125
GPRIN2	2.05116666666667
LOC401431	0.40275
CPA4	-1.7041
MELK	-3.37011111111111
IL15RA	0.51375
CUL3	1.237375
HMBOX1	1.09425
PODXL	0.0415
CCT6B	1.41416666666667
COMTD1	-0.7025
MUC20	1.31833333333333
GPX2	-0.31025
ITK	-0.734375
FBXL5	1.9505
C13orf27	-1.32025
DEFA5	0.4025
TRHDE	0.277
MTP18	-0.8785
UQCRQ	-0.1483
ITGB2	1.1
CSRP2BP	0.33875
TAS2R44	-0.1645
PHPT1	0.036875
FAM44C	-0.30425
ERH	-0.8185
MPHOSPH1	-1.42133333333333
MORC1	-0.5735
PARVB	-1.16475
LAMA1	-0.72925
PGBD3	0.37525
GIMAP6	3.88875
AREG	2.8725
LIPT1	0.583
MGC99813	-0.9505
C1orf201	-0.158
GRIN2A	-0.3576
MAN2C1	-1.17375
NSUN5	-1.08925
SF3B5	0.3315
MYC	-0.1296875
NRXN1	1.007
ZNF18	0.17925
SPDYA	-0.21625
SLC37A1	1.279
DECR2	-0.33975
ANKRD38	0.969875
SPTLC3	-0.406166666666667
SUPT16H	-0.538625
DTWD2	0.918
ULBP1	-0.714
ZADH1	0.232
OIP5	-3.42175
IL10RB	0.1005
OTUB2	-0.0255
VWA3A	-0.122333333333333
SPIC	0.281333333333333
OR6C4	0.1595
PSCD4	0.588166666666667
DPY19L2P2	-0.6685
TRAPPC6A	0.708333333333333
C21orf2	-0.428166666666667
CEMP1	-0.48
LIN7B	-0.076
E2F7	-2.983
VCP	-0.095375
LAMA3	2.54391666666667
BGN	-0.462
GPR160	1.15316666666667
COCH	-3.79116666666667
GPR81	2.26666666666667
APOBEC3F	-0.39225
tcag7.1017	-0.953
C1orf32	-0.0515
SCGB1D2	5.7895
FLJ43987	0.2035
C6orf170	0.73225
KLK9	0.1585
GPD1L	1.35075
VPS37B	0.753
ATG3	0.0133333333333333
ADAMTS17	0.2605
KLHDC2	0.432333333333333
NDUFV2	-0.45525
BLK	-2.737
MATN4	-1.286
GPM6A	0.402125
GBP4	2.91916666666667
TMEM162	-0.220333333333333
PKP2	0.7445
HRASLS	1.06288888888889
MMP1	-5.3675
SFXN3	-0.5691
FSD1	-1.96666666666667
ST6GALNAC3	-1.3625
CA12	1.8892
NCOA6	0.19175
C19orf58	-0.3825
PPP4R1	0.101333333333333
MAN1A2	0.282833333333333
IKBKAP	-1.007
UPF1	-0.191166666666667
KIAA1219	0.45075
WNT16	-0.4616
SNW1	-0.089125
IL18RAP	2.3885
RPP30	-0.190625
CDC40	0.348
SETD3	0.402666666666667
SLAMF6	0.19075
ELK4	-0.5935
TRIM47	0.770833333333333
ACOX3	1.48025
TRIM6	1.498625
KIAA0372	-0.156
TP53AP1	0.723875
SMURF2	0.58475
ADAD1	0.23425
EBP	-0.9217
KRTAP13-2	-0.1565
FLJ36874	-0.762166666666667
TOR1A	-0.228333333333333
P2RY4	-0.4165
GPBP1	0.12525
TRPV1	-0.274875
ADAMTS12	0.4235
PES1	-0.3437
ATG4A	0.585833333333333
MAGEA10	-4.46225
WFS1	1.1735
CC2D1B	-0.391833333333333
PABPN1	-0.524875
SLC25A30	1.53875
SLCO1C1	0.538
SLC22A5	1.34225
KIF23	-3.33416666666667
SYN2	0.603333333333333
ASPN	4.4365
CENTG2	0.30425
QSOX2	-1.6796
FLJ10815	-0.248333333333333
STK24	-0.1839375
SPEG	0.7159
STK10	-0.460333333333333
DACT2	1.901
AAAS	-0.3795
SSX3	-1.11975
ABCD3	0.921
C4orf12	0.501625
PARVG	-0.103666666666667
FIG4	0.90125
C9orf46	1.49375
TMCO6	-0.3575
IGHMBP2	-0.9455
DUS2L	-0.656833333333333
FAM3C	0.661625
TMEM16D	-0.072
DCTN4	0.79575
KCNH3	0.317
EIF2AK2	0.13875
AP1S3	0.6855
CST4	-0.2345
PAM	0.8755625
NUTF2	-0.3175
CITED2	0.0317
SLC39A4	-0.466
C2orf52	-0.63
GRM3	-0.13425
C12orf49	0.402375
CCDC49	-0.5101
GRAMD1B	-1.406875
FNDC4	1.02875
SIAH2	-0.709125
GDPD4	0.109
C21orf87	0.083125
ATP5A1	0.353
C16orf63	-0.335875
LOC388135	-0.565166666666667
ATP5J2	-0.6455
MMP3	-0.806
EMID2	-0.10075
CRHR1	0.20975
WDR70	-0.04025
C13orf31	1.48675
ZFAND1	0.61175
CCL18	3.2255
C3orf49	0.5295
RINT1	-1.2945
KIAA0408	-0.6845
F13A1	3.2501
SLC10A1	0.116666666666667
OGN	3.49875
GIPC2	1.576
XPO6	-1.06683333333333
LCE1A	0.128
FMR1	0.0718
LOC374920	0.0155
DUSP3	-0.0445
ANKMY1	-0.0925
C7orf50	-0.54975
BBS9	-0.1872
UNC119B	0.257625
C9orf72	0.550125
MGC35440	-0.34675
ENTPD6	-0.050375
PPP1R2P9	0.0895
ERCC4	-0.22225
FAHD2B	0.1985
HMHA1	-0.613
HACL1	-0.29825
RAD23A	-1.04633333333333
FAM83B	0.059
PPP5C	-0.453333333333333
RNASEH2C	-0.598625
C9orf153	-0.221
SCAMP4	0.569375
GHITM	0.2413
NDUFB7	0.1395
ADCYAP1	3.89433333333333
SP110	1.24333333333333
MAP3K7IP2	0.8635
DHH	-0.1215
AGRN	0.576
WDR33	0.209166666666667
CEP290	0.0758333333333333
PRPS1L1	-1.9745
KLRA1	0.1305
GPR97	0.0085
CHD7	-0.316666666666667
TLR10	0.9775
SLC30A8	-1.142
HIC1	1.47716666666667
IAPP	-0.025
RXFP4	0.01675
GP1BB	-0.7765
SHQ1	0.483
NKX2-3	-0.156666666666667
API5	0.1175
FTHP1	0.9225
MOV10L1	0.855
TRIM6-TRIM34	2.03666666666667
ADHFE1	1.2135
FAM117A	1.05725
DDI1	0.0488333333333333
CDON	0.148
TRIM73	-1.1315
IGKC	3.7335
MMP14	0.103166666666667
DYNC1LI1	0.0695
C11orf66	0.957
TRBV3-1	-1.2495
FASTKD5	0.16925
BIVM	-1.04225
LHX4	-0.786
CXCL2	2.517
RAB2B	-0.428666666666667
IZUMO1	-0.88175
MAP3K15	-1.0745
FAM19A2	0.643333333333333
ZC3H8	-0.362666666666667
ZMAT1	1.100875
SPINK5L3	-2.6345
SLC10A6	0.2305
APPL2	0.85375
CARD10	0.189166666666667
LOC402176	0.14025
EEF1D	0.6487
RAB6A	0.4333
C12orf5	-0.33975
PAPOLG	0.59875
MSRB2	0.30975
BCR	0.386555555555556
PUS3	0.19775
TIAM2	1.07275
ZNF317	-0.0368333333333333
CHD2	0.158642857142857
FZD5	-0.803545454545455
NUDT8	0.0445
ZNF763	0.3815
PRC1	-2.80055555555556
ABCB9	0.417833333333333
SPATA3	-0.06
TRAK2	0.967125
STAB1	2.518625
LRRTM2	1.06466666666667
psiTPTE22	-0.66325
DBI	1.38575
SERPINA11	-0.81925
NAT5	-0.1285
C20orf58	-2.30275
RPS6KA4	-0.117
FLJ90650	0.21025
TGFBRAP1	-0.12725
CHRDL2	2.57775
FAHD2A	-0.0106666666666667
CNTN1	1.167
BBS4	-0.3648
TMEM181	0.52075
MINPP1	0.32675
MPHOSPH6	0.905583333333333
HOXC10	-0.3223
ITPKB	0.011
CLPTM1L	-0.417
MEOX2	1.94683333333333
ATP6V0C	-0.042375
PRPF8	-0.494833333333333
TMC5	2.78425
FKBP3	-0.69975
PLEKHB2	-0.488875
OR4D6	-0.33
ZNF544	-0.2552
D2HGDH	-0.628
RPL18A	-0.0628
HEL308	0.18875
MPP6	-1.81725
TCERG1	-0.9845
KRT16	2.26166666666667
KLF17	-0.322
KLF5	1.4365
CDR1	2.79325
VCX3A	-3.207
FBLN2	1.16525
C14orf104	0.09425
HBE1	-4.6779
OR4S2	0.3175
C1orf108	-0.4575
ROBO4	3.27566666666667
CPEB4	0.5855
C11orf80	-0.0446666666666667
BCKDHA	0.307333333333333
MYOC	1.523
GIF	0.318
CKMT1A	1.4365
RPL3	1.2757
THBS1	1.098375
APOO	-1.0265
ARMCX1	1.99075
HSZFP36	1.2805
SNAPC5	-0.31075
EIF4ENIF1	0.79675
ZNF433	0.765
TNFRSF21	0.93225
TMPRSS7	-0.3825
SPATA18	1.6904
HPDL	-1.921
MKL2	1.3539
TBX3	0.779153846153846
C21orf93	-0.262
DAXX	0.03825
ELMO1	0.32975
RGS13	0.6615
TAF11	-0.42875
UNC13A	-1.998375
LOC653314	-0.36
ORC3L	-0.17275
IMAA	-3.5215
TARBP2	-0.77675
CABIN1	-0.5318
TRIOBP	0.2855625
HIST1H2AC	0.530625
RGS22	-1.246
NCOA1	1.53266666666667
IL25	1.173
SNCG	1.723
GPR6	0.214
AMDHD1	-0.554166666666667
CHEK2	-0.89125
C6orf142	0.8295
DRD4	-0.3495
C14orf68	-1.05375
GDF11	-1.97825
SEMG2	-0.048
CD247	-0.9925
CDAN1	-0.72025
RBMX2	0.0631666666666667
TGS1	0.056
OIT3	0.3015
SYF2	0.5575
MCM4	-2.2865
PKHD1L1	1.010875
CEP192	-0.457666666666667
IFT88	0.9315
RPL9	0.586
RAB32	0.30025
DDX43	-1.47775
P2RX2	-0.150333333333333
OR5D18	0.423
UBE1	-0.0373333333333333
SLC24A1	0.98175
ARHGAP5	0.70975
CETP	-1.011
KIAA1731	-0.706833333333333
SLC9A4	0.675
PTPN6	0.48675
BAHD1	0.54475
GRIK3	0.189
CACNB2	-0.1123
PDE10A	1.81275
DGCR14	-0.20725
PCDHB9	0.00566666666666666
RHOQ	0.726333333333333
MAP3K4	0.27675
KTI12	-0.316833333333333
RPL23AP13	-0.401
GNG11	0.45625
CLCN3	1.1325
GPAM	0.880125
VSTM2A	-0.503
SLAMF7	2.23766666666667
INTS2	-0.39025
PPP2CA	0.44
LRP12	0.5326
SEC14L2	2.43455555555556
DKFZP586H2123	4.27575
MC3R	0.312
CIRH1A	-1.39
HIST1H2AB	-0.1225
POLH	-0.69375
MGC16703	-1.85316666666667
SNAPC2	0.399
FILIP1L	0.9215
RASGRP4	0.0895
LRRC1	1.67425
GAS1	2.439
PRAC	-0.86575
DGKA	0.015
NT5C3	-0.82675
PEG3	-2.57616666666667
NADK	-0.93125
PRR17	-0.9965
LOC374569	0.18575
SGSH	-0.085
NLRP8	0.6945
GALT	-0.0898
MCF2	-0.7475
ZNF263	-0.1135
TACSTD1	1.63133333333333
TYR	-6.2393
ATP6AP2	0.63125
RNUXA	-0.102
ABHD10	0.2745
GDPD2	-0.91075
SLC35C1	0.3355
UBE2A	-0.109875
HERC5	-0.648166666666667
FAM112B	-4.46916666666667
FBXL16	0.4605
DKFZP434A0131	-0.9175
ELA3A	-2.0705
RBM41	-1.186
HAO2	0.54275
RNH1	-0.114125
SHANK2	2.008
OSBP2	-1.41175
DAK	-0.400333333333333
C3orf58	1.44791666666667
TCL1B	-1.102
KBTBD2	-0.1305
SUGT1L1	1.27925
UBE2E2	0.743
MYL9	2.527625
CDC23	-0.515333333333333
PBXIP1	0.5928
CXorf40B	0.433
NBL1	0.3845
RTBDN	-0.2815
RAB11FIP5	0.208875
TTTY13	-0.306
SCOTIN	0.00875000000000002
SOHLH1	-0.758166666666667
CDKN1A	-0.214285714285714
NCK1	0.6505
ZNF550	-0.54875
SAPS3	-0.179833333333333
SPIN3	0.546666666666667
MAGEE2	0.3315
MIS12	-0.298833333333333
OR8H2	0.2695
KIAA0774	-0.0188333333333334
UNC5D	-1.407
CUL7	-0.332333333333333
LIPC	-2.3465
DIO1	-1.7925
C20orf11	0.3789
CTRL	-0.878
HS3ST2	0.809
PAK4	0.140833333333333
CCRL1	2.71975
RNF10	-0.066375
ZNF567	0.47575
ZNF660	0.5255
TCEAL3	0.21875
MAGOH	0.194
CENPB	-0.542333333333333
C19orf7	0.55725
LOC388965	0.20375
ZCCHC13	0.6255
JMJD1A	-0.6683
HIST1H4H	-0.254
TBRG1	-0.3622
GPC3	-2.923375
TAF1C	-0.78225
EBNA1BP2	-0.726666666666667
CIAPIN1	-0.4215
PDGFRA	0.684166666666667
CSTB	-0.525375
CENPI	-2.52866666666667
GTF2E2	-0.474666666666667
RPP21	-0.509
CCNF	-1.78983333333333
KCNQ3	1.2745
FAM79A	1.43675
SLC22A12	0.1775
NOVA1	0.439333333333333
FZD3	1.5764
AKAP8	-0.74025
SOCS5	1.65175
CFDP1	-0.0565
DLG5	0.822
PGM5	1.31783333333333
C1orf144	0.138416666666667
HDAC10	-1.751
RND2	-0.4455
C20orf199	-0.763
RNMT	-0.48175
SLURP1	0.708375
ASTN1	1.169375
SH3BGR	1.76425
MYCL1	0.3595
ZHX1	0.506833333333333
CENPK	-3.4345
FOSB	2.1298
LOC643406	0.278875
C2orf59	-1.05125
TMEM135	0.571
SLC27A2	-0.58575
KRT33A	2.12
OVOL1	0.664
PAMCI	-0.917333333333333
S100A7	6.3515
ZNF789	-1.1555
HARS2	-0.17925
RPL23A	0.1995
TCF23	-0.36675
UPF3B	-1.652625
C17orf78	0.024
HLA-DOB	0.396
C14orf142	0.26
TEKT5	0.9165
DMWD	-0.1025
POLD1	-1.81166666666667
GSCL	-0.2915
CALD1	1.1956
SCRT1	-0.4545
AIG1	1.73425
UNC84B	0.1965
ZNF404	0.43375
TMED6	-1.23725
KIAA1462	0.044
LRRC27	1.547
PYGO1	0.189
PIGU	-0.401666666666667
ALAS2	-3.57
WRNIP1	0.178375
CNNM3	-0.244
ZNF2	0.42875
ST3GAL5	-0.412583333333333
MRPL23	-0.06675
TSSK6	-0.19125
PSMA6	-0.587
C16orf70	-0.415
KIAA1602	0.067
ALMS1	0.017
DCN	2.88575
TMEM132D	-0.761
SUCLG2	0.89775
ABHD14A	0.13575
DEXI	-0.111333333333333
AMPD2	-1.196
IFNAR2	0.0188333333333333
CYB5A	1.8781
TLOC1	1.06635
NXF5	-0.554166666666667
NRBF2	0.580125
KCTD3	0.9465
ITGAE	-0.9265
SLC30A3	-1.983
ZRF1	-1.104
IFRD2	-0.216625
XAB1	0.00425
PYCR2	-0.917833333333333
SERPINB3	-0.247
TMLHE	0.4147
GEFT	-0.902375
ABCA5	0.526125
EMR4	0.0148333333333333
TSFM	-0.2925
HIST3H2BB	-0.93325
ARHGEF19	0.6525
TSPAN17	-0.260666666666667
ABCC8	3.077
MAP1S	0.0928333333333333
C22orf36	1.3095
BNC2	-0.603714285714286
HIST1H4A	-0.9825
NDUFS3	-0.5405
WDR3	-0.398333333333333
XKR4	0.61875
TTC33	0.326357142857143
STMN2	2.82525
CPN2	-0.551166666666667
HSPC105	1.45675
PCOLCE2	-2.21625
C3orf55	1.9175
KLHDC9	1.31666666666667
TBC1D23	0.184875
ATXN2L	-1.2885
MAP2K3	0.496083333333333
SCAP	-0.028
ZNF486	0.5225
C20orf96	-0.35425
NARS	-0.0365
ADAMTSL1	-1.03035714285714
PRCC	0.187166666666667
CCDC126	1.9205
ZNF675	0.335
CALCOCO1	1.018
ANKRD43	3.16175
CWF19L2	0.331666666666667
ZBTB32	0.409833333333333
BRAF	0.01575
ODF4	0.31
MGC14376	0.2115
HORMAD1	-0.689166666666667
AAK1	-0.000250000000000013
PEBP1	0.492
TNFSF5IP1	0.169833333333333
DKFZp564N2472	0.308
RMND1	0.03925
IGKV1-5	3.406
COL1A2	1.378
SERPINA5	-0.081
AANAT	0.1425
C19orf21	-0.646333333333333
GEMIN5	-0.47425
UBR4	-0.468833333333333
LTBP3	0.656166666666667
AMHR2	-2.508
PROCR	-1.0225
MYBBP1A	-0.766
C20orf39	-2.81883333333333
ZNF697	-0.522
PASK	-1.0362
ZNF776	0.2885
RFXDC2	-0.1855
KIAA0467	0.13975
C10orf96	-0.911
ZNF503	0.1005
GULP1	-0.0535
KCNE4	-1.261
DKFZp434K191	-0.8695
LOC196913	-0.0585
BHLHB4	-0.545
CH25H	2.297
LOC81691	-1.30716666666667
ALPL	0.937285714285714
COL12A1	0.12175
FOLR3	-0.8135
GPR123	0.097125
TRIM62	0.0950714285714286
ABLIM1	1.19666666666667
MAST3	-0.089
RHBDD1	0.6895
LOC338809	0.543
RYBP	0.49025
TTC26	-0.579875
ZNF22	0.793833333333333
ISCA2	0.03775
RDM1	-2.6365
PIGM	0.51225
GNB3	-1.217
ACTR2	0.0565
HMGB1	0.1819
EDG1	3.0995
SOAT2	-2.73925
OR10AD1	0.3085
RAP1GDS1	0.376416666666667
LCE1F	0.1205
ESM1	-0.500375
RCN3	1.07825
CREBL1	-0.80575
DBNL	-0.6505
PTGER3	1.604625
USP30	0.0483333333333333
BCL2L12	-1.18916666666667
KIF26B	1.102
ZNF416	0.5745
ZNF225	0.063
C17orf70	-0.6265
ZNF554	0.302
RAE1	-1.14633333333333
TNIK	1.0705
ACTN3	0.7055
MGC45922	-0.9305
CCNA1	0.454833333333333
RYK	1.30966666666667
IL26	-0.667
LRP3	-0.364666666666667
QARS	0.18975
SOX7	1.31428571428571
BID	-0.256625
OR2S2	-0.585
CXCL14	3.94125
C11orf47	-0.7155
MGC29891	-0.54
HSPB8	1.6876
PRDM14	-1.333
NUFIP2	1.328
MNAT1	-0.403125
ZDHHC2	0.0989166666666667
MBNL2	0.96375
ADD3	1.303125
CSNK2A1P	-0.627
KLK6	2.83133333333333
TMEM111	0.265
KIAA1279	1.00225
NUBP2	-0.363
RAB42	-1.98925
ID3	-1.5401
TM9SF1	0.3045
MDP-1	-0.1355
POU4F2	0.1425
IQCK	1.56525
C16orf14	-1.31175
CAPN3	-1.2045
FAM43B	-0.24075
RECQL	-0.71075
AP1G1	0.0486428571428572
CTNNBL1	-0.4935
ECHDC1	0.278833333333333
SMARCC1	-0.3216
FOXQ1	-1.658
GNAI3	0.416333333333333
POLG2	-0.774
CD4	0.47975
ITLN1	-0.4605
EBI2	2.9915
IRF1	-0.1265
PTPRE	2.1582
PTK2B	-0.37525
NXNL2	-0.00949999999999999
SOX4	0.882777777777778
TSPAN3	0.174833333333333
SH2D1A	-3.28816666666667
C8orf58	0.0708333333333333
USP20	-0.9595
DUSP22	-0.194166666666667
CALB1	-2.027
L3MBTL2	0.998
MCRS1	-0.37275
TMEM118	-2.10416666666667
C18orf8	0.0665
FLJ10241	0.0855
GJA12	0.58025
PKD1	-0.567333333333333
ZFP3	1.077
JAM3	0.085625
LAPTM4A	0.743
DIRC2	0.5965
KIAA2022	1.046
MYOM1	1.497
TRPM8	-0.136333333333333
MOP-1	-0.6645
PHKG2	-0.629625
ZNF650	0.8675
KIAA1522	1.462625
PSG8	-0.369666666666667
DDX19B	-0.0725
MOBKL1B	0.10325
DIAPH2	-0.0446666666666667
PTPN12	0.14075
CLN8	0.3307
CRYZL1	0.483333333333333
CRY2	0.392833333333333
FCGR2B	1.45466666666667
PNPLA4	1.81
ZNF454	1.0155
DKFZp434B1231	0.0605
CLDN11	0.8855
RFWD2	0.3225
CIB2	-0.511166666666667
MXRA8	2.4235
HRK	-0.58375
MAML2	1.0225
C4orf31	0.974
C6orf192	0.9545
COG6	0.653125
FAM5B	1.0395
NFATC1	0.7021
SEPT10	0.35225
SCYL1	-0.4681
RPP40	-0.83025
SCOC	1.166
KIAA1450	0.879
CTDSPL2	-0.39075
TBX5	1.6855
NAPG	-0.527375
RHD	-4.58225
C14orf45	2.32933333333333
ZBTB22	1.0475
PLCG1	-1.2855
ANKRD10	-0.849375
AQP7P2	1.788
TAGLN2	0.112666666666667
HTR2C	-0.999333333333333
SLC16A7	0.630166666666667
C17orf83	-0.37425
TSGA14	-0.28975
MDH1	-0.49725
PPP3R2	0.109166666666667
DCBLD2	-1.16378571428571
RBM33	-1.147875
DPH3	-1.25425
SYT10	-0.755
FMO4	2.5765
THYN1	0.176
DRD5	-1.2095
OTOR	0.436125
PGRMC2	0.1552
KATNAL1	0.106875
PAQR6	-1.877
UBE2I	-0.55
C14orf28	0.815
C8orf70	0.92375
FLYWCH1	-0.69525
ANGPTL3	-0.66525
GLRX2	-0.711333333333333
ATP11A	-0.687785714285714
ARL5B	-0.08375
MUC16	-0.58925
SLC25A5	-0.761142857142857
ACRC	-1.1315
MYO1C	-0.61925
FAM89B	0.937166666666667
FAS	1.494625
KIFAP3	0.67825
GLRA2	-1.3755
BTN3A2	0.0514
CNKSR3	0.146375
CSTF3	-0.9885
ARPM1	1.21025
KIAA1530	-1.055
C9orf150	1.85
PRKCI	0.786
tcag7.1015	-1.21575
SOD3	1.062
ZNF574	0.24425
CYP21A2	0.42675
RPL12	0.93925
COMMD2	-0.4085
WIZ	0.025
LOC344405	-1.11325
ALDH4A1	0.281529411764706
CRYAB	3.478
COPA	-0.1678
PCDHGA7	-0.302
KIF11	-2.12991666666667
RASD2	0.38125
SLC26A3	2.219
ZNF175	-0.2415
JAKMIP2	-1.071875
C8orf4	1.85816666666667
PTHLH	4.46075
SLC40A1	3.58125
OR7D4	0.410166666666667
PCDHB17	-0.603
CD36	3.994
C6orf203	0.7545
PRKG2	0.353
LOC400566	1.10025
ANAPC13	0.442
SLCO3A1	-0.179
ZNF692	-1.744
FANCL	-0.9835
SH3GLB1	0.7585
C12orf61	-0.1145
KBTBD6	1.1295
SUPT5H	0.133
XRCC6	-0.4059
HUS1B	-0.1999
FAM133B	-0.0174285714285714
LOC728276	-0.4585
KCTD18	1.45775
SOS2	1.2615
CCDC99	-1.717
C1QTNF5	1.693
NNAT	1.2715
USP16	0.17775
LARS	-0.506
ZBTB2	0.4765
ABO	0.233
TRAF3	-0.326
GALNT5	-2.962
NAP5	0.953
ALG14	0.9235
KIAA0515	-0.271730769230769
WDR75	-0.5395
TEX261	0.0433333333333333
