Hybridization REF	TCGA-AR-A0TU-01A-31R-A109-07
DPH5	0.665166666666667
HLA-F	2.430625
TBC1D4	0.25925
RIG	-0.182833333333333
GLUD1	-0.112666666666667
HNRPCL1	0.9055
HBXIP	-0.9
RNF207	-0.0305
APIP	0.1715
PLA2G3	-2.218
CCDC84	-0.289
MYLIP	-1.50930769230769
PHIP	0.663
AARS2	-0.480666666666667
DHX32	0.39175
SCAPER	-0.111
MEN1	0.10825
NIP7	-0.1325
FLJ25404	0.161
FASTKD3	-0.6815
TMEM158	0.262666666666667
RARA	0.418
BDH1	0.919
ANKRD16	1.868
CARM1	1.464
SS18	1.04583333333333
IKZF2	-0.33275
MYD88	1.200125
PML	1.521
TAF1A	-0.3275
CBFB	0.31125
HIST1H3H	-0.669833333333333
C7orf29	-1.0435
COMMD4	-0.758333333333333
DPP3	-0.13975
DAB2	-0.316
LOC388882	0.0035
YPEL4	-1.173
AGBL3	-0.09325
LRP6	0.4613
SERPINH1	-0.156333333333333
TLE1	1.0395
CD244	1.26516666666667
ZDHHC15	0.353
MGLL	-2.2137
PLDN	0.0845
LOC654346	1.3275
FAP	0.378
GPR37	2.1335
SCARA5	-0.481833333333333
EBF4	-0.661909090909091
LSM6	-0.3115
MLLT1	0.4384375
SLC5A12	0.2075
A2BP1	-0.985666666666667
COPS5	0.0591666666666667
TPM4	-0.182571428571429
TNFSF4	-0.224666666666667
ACADSB	-0.871833333333333
HERPUD1	-0.9115
BCL2L11	-0.210888888888889
CEP78	0.54325
CDCA3	0.793875
WBSCR19	-0.1979
MYO1A	-1.495
PPEF1	0.0881666666666667
LOC440348	-1.3115
CPEB2	-0.382125
BPTF	-0.03
RPL21	-1.0345625
GSX2	0.0885
ADPRH	0.877833333333333
C17orf68	-0.137
KCNS1	-0.304333333333333
MLLT6	-0.2355
PIWIL4	-0.18175
RNF26	-0.86775
RAP1B	-0.255875
ADAMTS1	-0.1566
ZNF571	0.3985
P2RY6	-0.0245
TRIM21	0.718833333333333
CADM3	-0.08275
NLRC5	1.5885
ADRA2B	-0.265833333333333
LOC90835	-0.427375
PCF11	-0.42175
LOC400451	0.37725
GLTSCR1	0.1599
C17orf88	-0.874666666666667
CDH16	-0.9585
FGF7	0.62025
PCSK4	-0.819333333333333
NPC1L1	-1.0645
TAT	0.298625
TBCA	-0.7715
MGC33407	0.32375
GPR115	-0.76425
CYGB	-0.298
FNBP4	0.244166666666667
C12orf43	-0.1115
CBL	-0.2545
CLECL1	2.33675
PPAPDC1A	-1.63825
WDR25	-0.254
SGCA	-0.3395
C22orf29	-0.480333333333333
YIPF1	0.64175
GALK2	0.01875
RAB3B	-3.44466666666667
LOC440087	-0.826
UCP1	0.3335
REEP5	-0.26625
FADD	0.3697
FOXA1	-3.405125
CACNA1A	0.107333333333333
ABI1	1.61766666666667
GRIN2D	-0.6495
SLC1A4	-0.33
LOC401127	0.57575
HINT2	-0.67025
PLD4	-0.352333333333333
ZNF286A	1.31275
ENY2	0.6885
IL1F6	0.1895
PXDNL	3.12425
C20orf79	0.2515
TNFSF13B	3.83766666666667
DENND3	-0.02875
JARID1D	-2.102
HIST1H2AK	-0.456875
LOC93349	-0.1233
SSH1	-0.6965
ENSA	0.873
LOC219854	-0.304833333333333
CKAP2	-0.2049
DKFZP564J102	-0.646333333333333
MGC87315	0.161166666666667
HNRPAB	1.17425
AMH	-0.757
ZNF526	0.328
BRUNOL5	-0.0661
CACNG3	0.173333333333333
TRPM1	-0.882
PPP2R1A	-0.261875
COL2A1	1.93825
DDN	0.0273333333333333
FLJ25770	0.123583333333333
HK2	0.1675
ELOVL6	0.715125
MDK	1.17525
EPHX1	0.848
RASSF2	1.532125
DKFZP434B0335	-0.273
DLX3	-0.280375
PRTN3	-0.46375
AVPR1A	0.4195
C21orf125	-1.726
TNFAIP8	-1.0265
GNB2L1	0.10225
CALCRL	1.135
SCGB2A2	0.524833333333333
UBXD7	-0.23025
ZNF674	0.4145
TMEM35	-0.642875
BRSK2	1.323625
HECTD3	0.114166666666667
TMEM188	0.143583333333333
LGALS9	1.49625
SCARB2	1.43341666666667
USP34	0.412833333333333
C17orf28	0.781833333333333
ZDHHC23	-0.421
AQP12B	0.068
SLC16A3	-2.410125
APLP2	0.072125
ITIH2	-5.316
MICAL3	0.09625
TNNI3K	2.1094
HDAC2	-2.210625
PRR7	0.9216
THBS2	-2.24475
LOC751071	0.4915
CA2	0.580166666666667
RANBP17	2.47225
RLN3	0.3965
CRYZ	0.263333333333333
GBAS	-0.0246666666666667
TAS1R1	-0.60275
MPZL3	0.462
PCDH8	3.02025
HSP90B1	-0.0219166666666667
KCNK15	-0.7195
TNIP2	0.0278333333333333
GPR146	-1.38725
NOL6	-0.164125
SPC25	-2.26688888888889
STEAP2	0.350785714285714
VAMP3	-0.996666666666667
TCIRG1	-0.70075
ZP4	3.60783333333333
PARL	-0.548125
TRIM39	-0.191333333333333
KIAA1305	2.24675
CRNN	0.194166666666667
GRN	-0.5955
HSH2D	-1.73875
SCAMP1	-0.054375
KIAA1913	2.86625
PTS	-0.6205
BANP	0.880285714285714
PRKACG	-0.04025
ADCY6	-0.214666666666667
C16orf46	0.1965
CYP51A1	-0.732
DDC	-1.76375
ANPEP	-0.0551666666666667
PROM1	3.79616666666667
SIGLEC10	1.939
COPG	1.055
FAM26E	0.063
TRIP4	-0.358
SNX3	-0.176833333333333
C1orf175	0.140333333333333
PPY2	0.16725
C14orf152	0.1065
FTSJ1	-0.132833333333333
DST	-0.8627
LOC554235	0.34325
GLRX5	-0.16775
C20orf12	0.9067
CAB39	-0.446666666666667
MSH2	-0.515166666666667
PIP4K2C	-0.00725000000000005
CYLD	1.365875
WTAP	1.032375
MGAT4A	0.141444444444444
TSC22D4	0.2436
CHRM2	-0.3165
PPYR1	-0.0446666666666667
CCNH	-1.839
RRM1	-0.004
ECAT8	-2.947
LOC400120	0.29375
GABRA4	-0.27675
C14orf4	0.528833333333333
C1orf59	0.52575
CTDSPL	0.13075
NHEDC2	0.82
PDE11A	-1.5475625
KLHL29	-2.9125
CD5	0.3693
TSPAN9	0.760875
WDR67	0.9275
THUMPD1	-0.1363
C18orf17	0.421
CLYBL	0.589333333333333
FLJ13231	0.093375
CMBL	-1.357
LECT2	-0.1285
NKAPL	0.888833333333333
LOC654780	0.441
OR4C6	0.1
RAB30	-0.0655
TSSK4	0.9175
TMEM163	-0.303
OSBPL11	1.21183333333333
GNB5	-1.60666666666667
CCL21	0.1565
C1orf121	1.55716666666667
FMO2	1.65383333333333
RPTN	-0.2985
MSTN	0.7185
VCL	-1.18521428571429
FYTTD1	0.32425
C11orf1	-0.78725
CCDC88C	0.5931875
HFE	0.2295
MOGAT1	-0.1485
FAM125B	0.519833333333333
IRGQ	-0.1895
RAVER2	1.45775
AKAP5	0.022
SSSCA1	0.08275
C11orf63	-0.46725
ACTG2	-1.0986
PORCN	-1.094
DTL	-0.858636363636364
TMEM151	0.20875
FAM122C	0.3135
RSAD2	3.761
BAT4	-1.2255
KRTDAP	-0.622833333333333
MYH8	-0.112875
CRTC3	0.000749999999999999
LRRFIP2	1.2986
INTS4	0.335
TTN	-0.814833333333333
SLC26A5	0.516
PLLP	-0.86875
RGS6	-0.345875
SRGAP3	0.789375
ZNF525	0.132666666666667
NBR2	-1.56733333333333
C13orf1	-0.0939
ZNF137	-0.06
CEP27	-0.81325
BEST2	0.13
RNF121	0.167
DMRTC2	0.14675
C8orf76	1.094
BCCIP	0.0765
MEST	-4.46525
HTRA2	-0.3015
ANGPTL2	-0.761
ILKAP	0.2725
ERAS	0.537
HBS1L	0.547875
CPA5	0.23
TMEM30A	0.83
CD300LF	1.949
WISP3	0.5495
CRK	0.0662142857142857
PDS5A	1.1037
BRPF3	-0.269833333333333
NEDD9	-1.76625
SMPDL3B	2.455
PSG6	-1.13725
PSMD13	0.25875
ETV5	-0.902625
OR51A4	-0.0505
BTBD7	0.22025
GSTO1	-1.105375
hCG_16001	-0.239
MAD2L1BP	-1.37
COX6A2	-0.41
SCNN1A	-2.46716666666667
LSM1	0.9625
UGT2B11	-1.9635
IDUA	-1.0165
PPP2R3C	-0.897833333333333
COX11	-0.620666666666667
PDZK1	-4.85175
ZNF443	1.25883333333333
MGC21874	0.915833333333333
ZNF323	1.5058
KRTAP10-10	0.161
CXCL6	0.56
SLC34A2	1.8632
LOC284402	0.1845
NPTN	-0.36325
UPP1	-1.50766666666667
SLC6A9	0.3945
OR7G3	0.05525
CISD1	1.04016666666667
ZNF545	0.919166666666667
SYT14	-0.1615
NT5C3L	-0.0336666666666667
ZNHIT3	-0.3665
SNRPD3	0.11975
KIAA0701	0.14075
UNC93B1	-0.0143333333333333
GMNN	-0.45675
SPCS2	0.519666666666667
LOC388524	0.0745
NAPRT1	-2.14
PNLIPRP1	-0.50425
OR6V1	0.295
PRKAB1	-0.49325
EYA4	-2.0375
KIF20A	0.4145
ALG10	-0.578
ITPKC	0.389833333333333
LMX1B	-0.031
RPUSD4	0.131333333333333
C7orf34	0.331666666666667
DLGAP2	1.98325
PFN1	-0.0851
MICALL2	-1.02975
ZNF654	-0.909
SS18L1	-0.54925
SLC16A8	-0.11025
MKI67IP	0.3445
ITGB3	-1.85
TCEA3	-0.724416666666667
CEP152	-1.1864375
CLIP1	-1.82075
ZNF75	0.629125
ATP5C1	0.616333333333333
NUDT5	1.43866666666667
PSCDBP	0.868
UBP1	0.63075
RBM27	0.36525
C13orf15	2.08425
ZNF282	0.0153333333333333
ZNF222	-0.6892
COL10A1	2.03625
PRDM15	-0.318625
TTTY5	-0.0245
FAM9C	-0.658583333333333
C20orf67	-0.4295
GNG13	0.173
F12	2.3245
C1orf41	-0.076
CPXCR1	-0.252
GSK3A	0.368875
SUPT6H	-0.990166666666667
PI16	-0.560666666666667
ELL2	-1.86491666666667
C9orf167	-1.8145
PVRL3	-3.4996
FLJ38596	0.901
ADAM20	-0.57475
GPR89A	1.049
GPR87	-3.0735
ZNF30	0.4605
SMR3B	0.0675
ZNF770	-0.074375
TRPC4AP	-1.15033333333333
DKFZP686E2158	0.2245
C2orf28	-1.03733333333333
FREM1	-1.692
LAMA4	-0.906333333333333
ADPRHL2	0.782
EIF4G2	0.239666666666667
GUCA1A	-0.443
CTNNA2	1.017125
NUDT15	-0.0406666666666667
CEPT1	0.00916666666666667
ZNFX1	-0.1879
CCDC92	1.30275
TDRD1	-0.2645
KCNK5	0.978666666666667
ETNK1	0.503833333333333
LTA	0.4185
TTPA	-0.0448333333333333
B3GALNT2	1.175375
SC65	-0.770166666666667
PEX5L	-0.890375
EPS15L1	0.55825
MGEA5	-0.84625
HIST1H3A	0.5195
ING1	0.701875
BCAT1	-0.93225
ORC6L	-0.469363636363636
KLK11	-5.14583333333333
C19orf28	-0.560375
DNER	-3.63325
MED22	-0.584
ETV6	1.94941666666667
CHAC2	0.41775
CD300E	0.324
CEBPB	1.79391666666667
ZNF398	0.633
LRCH3	0.1025
HMGA1	-1.55416666666667
CAPN7	0.292833333333333
MGC5566	-2.608
CCL3	3.285375
NANOS1	-0.318875
ZFYVE19	-0.85725
APITD1	-0.0801666666666667
PARD3	0.1365
IRAK4	0.3175
SERPINI2	-0.2805
CEP170L	1.8105
TTC9	1.777
MYOM3	-1.40425
MLPH	-3.909625
LOC222699	-0.197
NRG1	0.62
TBC1D9	-2.43581818181818
TTK	1.074
ZNF557	0.9047
DDX41	0.465833333333333
FANK1	2.2185
UBE2D2	-0.408
PSMB10	1.211625
MYH7B	-0.2735
GABARAPL2	-0.282875
MARVELD2	0.823666666666667
DGCR2	0.468166666666667
UNC45A	-0.879666666666667
C6orf72	0.3055
ZNF683	5.00925
GIT2	-0.104375
CASK	2.13133333333333
C14orf161	1.03833333333333
LRRC44	-0.66525
TIFA	1.656375
UTP11L	1.14375
C6orf65	0.79875
FDPS	-0.81675
DUSP9	-1.768
SLC17A8	0.188666666666667
OR51G1	0.241833333333333
NANS	0.209
OLFML1	0.56825
ATP10B	-0.00462500000000001
NPAS3	1.36025
PRKCA	-1.2354
GGA2	-0.536
LCE4A	0.44
SPANXN3	-0.51925
CCDC115	0.962625
SDCCAG3	-0.48825
GLIPR1L1	0.2535
TTC1	-0.1395
C17orf76	0.90625
MAD2L2	-1.448
HIPK1	-0.3313
LRRC3B	1.3925
CLN3	-0.348045454545455
C17orf47	0.243
FMN2	-2.38675
TUBB1	-1.572375
WAPAL	0.794333333333333
C3orf21	-0.109875
SCN5A	-0.0435
SMYD1	0.443
BEX5	2.38425
ZNF192	-0.0965
SEC22A	-0.437666666666667
GRIA2	0.287571428571429
KIAA0825	-1.0615
NUSAP1	-0.676181818181818
LANCL1	-0.188375
C15orf40	-0.6393
ZNF645	0.152625
GPR61	0.095
NLRP14	-0.1075
SNX21	-0.9339
C1QTNF8	0.1855
C17orf46	0.51525
IFNA8	-0.0385
SPRR1B	1.76
FLRT1	-0.01075
SNX17	-1.1435
ASB2	-0.0931666666666667
HBG1	-5.6195
RPRML	-1.199
JOSD2	-0.482333333333333
PLSCR3	0.797
SPOCD1	-0.371333333333333
RAB39	-0.079
GHRH	-0.1555
ITIH5L	0.032
C17orf37	-0.2265
SMCR8	0.02775
DPY19L2P3	-0.719166666666667
IL11RA	-1.39383333333333
GDF3	-3.7745
RPS6KB1	-0.457666666666667
DNAJC19	-0.5845
TOP1	0.463
CRCT1	-0.33325
MPST	0.285875
DPM2	-0.349375
FAM38B	-3.42566666666667
SLC18A1	-1.62533333333333
FARP1	-1.83816666666667
PAX7	0.005
TUBD1	-0.77725
GNL3	0.566
BTG2	-1.01093333333333
NDUFS6	-0.91825
C1orf79	0.15225
ERAL1	-0.63075
ECHS1	0.3465
VPS4A	-0.349666666666667
CYP11A1	-1.026625
ABCC6	-2.51264285714286
PBX4	-1.745
MOSC1	-0.541125
NCF4	1.03875
HYMAI	0.0835
NAGPA	-0.459375
OTOP2	0.1345
ACOT12	0.23075
MTHFD2L	0.633375
LOC441376	0.261
C19orf34	-0.2795
RAB1B	-0.4365
ALDOAP2	-1.9865
NTRK1	-1.74733333333333
ARTS-1	1.2794
SLC6A11	1.0775
NAP1L2	-3.59475
CNGB1	0.210166666666667
EPB41L4B	1.38958333333333
FAM134B	0.96625
HS3ST3A1	-1.85483333333333
CPXM2	1.72875
SIRPB2	-0.189
CHORDC1	0.614333333333333
TRIB3	-1.30516666666667
SLC2A5	0.994
C2orf49	-0.503833333333333
DDX5	-0.77675
OR5L1	-0.3085
ANAPC4	-0.641333333333333
ZSWIM1	0.353
LOC93622	-0.036875
KCNK3	-0.4981
RP11-35N6.1	-0.42625
ZFP161	0.974
AQP9	4.64725
SLC15A2	1.37316666666667
MREG	-0.792833333333333
OR9I1	0.4725
PDLIM2	-1.247375
ADAM7	0.3265
GSTCD	0.324
WDR21A	0.544875
SLC12A8	0.933333333333333
TMEM174	0.16575
IGSF3	0.627583333333333
LRRN1	4.61475
LOC402117	0.1655
SRPK1	-0.422333333333333
LY6K	-1.225625
NFIA	-2.5655
PTCD3	-0.31425
LEP	0.8315
PCDH21	-0.53
MAPKAPK2	0.219642857142857
NMNAT1	0.127333333333333
LHFPL2	0.24525
C9orf43	0.87425
DIP2A	-0.819
ACTR8	0.326125
CCDC34	0.7405
PTPN22	-0.091
ITGA3	-1.9835
FAM129C	0.396
RABGGTA	1.138
UNC45B	0.16375
KIAA1033	-0.886625
ZNF510	0.381166666666667
CYP2D6	-0.371666666666667
SLC26A10	-1.6635
STX8	-0.13025
LUZP1	0.31525
WDR89	0.473166666666667
EIF4G3	-0.5279
C5AR1	0.68275
ZNF623	1.0415
A2M	-0.91775
TGM7	0.352
GRPEL1	0.0563333333333333
LMNB2	0.5344
ROCK2	1.15483333333333
SNX16	1.018375
CCDC66	0.05075
ANXA3	0.87575
KIAA1609	1.02775
EED	-1.28725
RNF32	0.259333333333333
HES1	0.6501
CLC	0.954666666666667
ISL1	0.843333333333333
KIAA0528	0.154125
MANEA	-0.339
C1orf61	0.507
hCG_2001000	0.077
RAPGEF6	-0.404
KIAA0020	0.254
NEIL1	-1.371
C16orf45	-3.215375
RBM10	0.142666666666667
C10orf125	0.619125
MRS2L	0.246
DNAH17	1.702
C19orf10	0.02175
C1orf160	0.6895
SLFN12	0.31025
EXOC3	-1.2275
HIST3H3	0.189
NCOR2	-0.189166666666667
TNFRSF9	2.15125
MFSD8	0.48975
ALX1	-3.01733333333333
NOL1	1.24525
PODN	0.958
TIAL1	-0.893
HIST1H1E	-1.23025
NPY6R	0.20275
TM4SF4	0.516
CORO2A	-0.30025
ETNK2	-0.842333333333333
APOE	0.4796
ANGPT4	0.182
HDGF2	0.66775
G30	0.1785
ST8SIA4	0.273875
F2RL1	0.41425
FAM19A4	-2.15425
CCAR1	-0.084
B3GNT7	0.23975
OPHN1	0.3262
DSCR6	-1.2045
C21orf13	0.125166666666667
GAS2L1	0.304333333333333
RFX3	0.216166666666667
COPS4	0.147125
BCHE	-4.525
BCL2	-0.513375
HBZ	-3.37916666666667
ARL13B	-0.51825
MAPBPIP	0.526375
MYO15B	-1.27725
SPZ1	0.08025
KIAA1324	0.853222222222222
PLCL2	1.100125
C4orf29	0.50425
WDFY2	0.197625
ZNF284	-0.154
NAALADL1	-0.469
DUSP5	-1.56333333333333
PXDN	0.752125
SLMO1	2.14575
TNXB	0.1474
BIRC7	-0.69275
A4GALT	-0.3085
TIMM22	0.2545
FAM110C	-0.036
TOMM34	-0.21775
ABHD9	-0.621
ADAM32	3.0355
CRHBP	-0.82675
AQP2	0.256625
LOC130355	0.10675
ZNF187	0.279
ZNF816A	0.25
F7	-0.752625
CNOT1	-0.53
SLC13A4	-0.52525
ZBTB11	-0.614
B3GALT5	0.33025
EXOC2	0.214666666666667
IRS1	-1.9044
TMEM1	-0.117166666666667
MRPL34	0.436833333333333
SAMM50	-0.9585
CDC42EP3	-0.470125
HSF2	1.1295
MFN2	0.13725
TSPAN7	-2.52983333333333
NUCB1	-0.258333333333333
RHOH	-1.894
ARL16	0.6305
TACR1	0.54925
SFRS5	-0.7345
SNX25	-0.866
RHBDF1	-0.311333333333333
PCDH18	1.64266666666667
HMG1L1	0.53775
MYO5C	-1.135375
MAPK10	0.0405
LDHAL6A	0.548833333333333
NUDT12	-0.338
NCAM1	-0.076
GLIS2	-0.1585
GGTL4	-0.98175
DAPP1	1.6745
ATF7	0.315875
KIAA0748	-0.39475
NFIL3	1.16075
TM6SF1	-0.5182
SEZ6	0.094625
NANOS3	1.66116666666667
DNAJA3	-0.323833333333333
CLDN6	-0.7215
CIITA	3.4744
EPHA4	-0.351666666666667
FANCC	1.30625
CMTM3	0.31275
PSG3	-0.396125
MRPL15	1.2605
C21orf59	0.65525
PLCXD2	0.18025
C2orf34	0.6385
UBE2L6	2.33375
MED14	0.2935
HP1BP3	-1.339
C6orf208	-0.0945
TPBG	-1.25425
OSR2	0.10325
XPC	-0.140833333333333
KLHL7	0.0425
CCR3	-0.0291666666666667
AGTPBP1	0.785833333333333
PCSK6	-0.687066666666667
STAT5A	-1.1654
FAM18B	-0.02625
LONRF2	-1.505
PTPN2	1.009
SF3A3	-0.372333333333333
EFCBP2	0.0175
HCFC1	-0.1615
AHNAK	-1.71925
ACTR5	0.16775
KIF14	0.0822857142857143
TENC1	-0.83675
HEATR5B	0.451
YIPF2	1.21233333333333
MYEOV2	0.2525
DUSP18	0.718
KIAA1012	0.305
AHR	-0.5305
C17orf53	-0.707666666666667
PTPRH	-3.937
ATP6V1C1	-0.2769
TAS2R3	0.024
LOC440356	-1.12425
COQ10B	-0.339
PSMF1	0.503333333333333
SORBS2	1.36616666666667
NFE2L2	-0.571
TMCO7	0.226
SH3PXD2A	-0.9415
SH2D2A	0.413
SPINK5	-2.841
MRPS24	-0.3785
OPA3	-0.150875
TRAF7	-0.369666666666667
C4orf35	0.204833333333333
MT1G	-1.339
MGC39545	0.0275
HS1BP3	-0.0714
OR2B2	0.6835
CHRM4	-0.019
SFRP2	0.0883333333333333
RIC3	-0.689
ART1	-0.0365
C6orf1	-0.37825
DUS4L	0.01225
C10orf104	-0.251
TNFAIP6	1.6235
RTEL1	-0.844
CCT4	0.1132
ZNF709	1.1505
CHMP6	0.408666666666667
UPP2	0.3125
CYP19A1	-1.912875
CD151	-0.6145
NDUFA13	-0.413666666666667
ARFRP1	-0.5165
FAM26B	-0.01275
CRYBA1	-1.6395
MRPL41	-0.585166666666667
NPFFR2	-1.086625
HRH2	0.063
SCAMP3	-0.0581666666666667
MTMR6	0.0559
MTG1	-1.15283333333333
UBTD1	0.978
CRABP1	-2.312
FLJ33790	-0.8359
KIAA1908	-1.85066666666667
GPR158	-1.33725
PACSIN3	0.681666666666667
OMD	0.297
CATSPER1	-0.552
HOXB8	-0.734125
FBXO46	0.7935
OAS1	1.82883333333333
SVIL	-0.74425
PHB2	0.09325
ADCY3	-0.07
NDRG2	2.66133333333333
ERMAP	0.5448
APBA2	1.04033333333333
IGSF9	3.00525
WNT6	0.0920714285714286
MYCBPAP	0.21375
ATP2B2	-0.0682
CPVL	-0.9682
TRAM2	-0.682
NOP5/NOP58	0.55775
ZNRF4	0.443
TLK1	-0.127875
MTMR12	1.20314285714286
ZNF384	0.186
FAM9B	-2.147
RPN1	1.1294
PMVK	0.51525
EIF3D	-0.0532
SIX2	-0.89325
HPS1	1.64271428571429
RNF7	0.97325
PSKH2	0.1785
KCTD13	1.174
CSMD3	-0.4342
FBF1	0.234
IL8	-3.4195
SERPINB13	0.304083333333333
FBXL20	0.1845
BLR1	0.198
SH2B1	0.4255
RFNG	0.11825
RAB20	-0.283166666666667
RBM7	-1.2925
POLR1A	-0.139833333333333
TMPRSS4	-3.0225
TAF9	-1.008375
TERF2	0.027
TNFRSF1A	0.57925
ACADVL	-0.9425
GTF2H5	0.569
EDG8	-0.636333333333333
C9orf140	-0.057875
UST6	-0.23675
ZBTB8OS	0.6415
ZNF710	0.7325
GPR174	-0.685
ATP6V0A2	0.99325
KIAA0319L	-0.694
XKRX	1.0885
DOPEY2	1.9096
SDHD	-1.12566666666667
SUMF1	0.52275
OSM	3.45075
OPN3	1.15775
DAGLB	-0.808166666666667
PPFIBP1	-0.2784
TRIM63	-4.2015
C10orf53	0.0045
LYPD3	0.120166666666667
BCL7A	0.815875
AGER	-1.1665
TCF19	-0.2995
SAT2	0.35425
PFTK1	0.113166666666667
GABRE	0.26725
C15orf38	0.5072
FIS1	-0.4645
KCNV2	0.1815
CLPS	1.924
PPCDC	-0.66525
FOXN2	-0.597833333333333
NT5E	-4.0223
CD83	2.09775
IL18	0.30075
VPS16	-0.291
IGFBP2	0.797833333333333
NOTCH2	0.50225
SIGLEC1	2.5725
CD93	4.207
SULF2	-0.80575
CEP164	-0.086875
P53AIP1	0.319166666666667
TOR2A	-0.329
ZNF136	0.065
MGP	2.9355
CCDC144A	-0.415833333333333
TRPC1	-3.006
SMS	0.490833333333333
MAPK7	-0.305666666666667
RRAGC	1.52
PARD6A	1.32866666666667
NUB1	0.867
SYNGR4	-0.12675
OR11H12	0.235
WIF1	0.174125
GCH1	0.90175
OR11H4	0.0885
SLC44A5	-0.0525
GPRIN2	1.17133333333333
LOC401431	1.298
CPA4	-1.9128
MELK	0.0676666666666667
IL15RA	2.08375
CUL3	-0.979375
HMBOX1	0.563
PODXL	-0.79175
CCT6B	-0.676
COMTD1	0.373
MUC20	-1.49
GPX2	-3.547125
ITK	-0.31525
FBXL5	0.21375
C13orf27	-0.49325
DEFA5	0.741
TRHDE	-0.9335
MTP18	-0.937
UQCRQ	-0.7416
ITGB2	2.25016666666667
CSRP2BP	0.64525
TAS2R44	0.2165
PHPT1	-0.276
FAM44C	0.4475
ERH	-0.862
MPHOSPH1	0.537666666666667
MORC1	0.094
PARVB	-0.4265
LAMA1	-0.929833333333333
PGBD3	0.2705
GIMAP6	3.765
AREG	-3.03566666666667
LIPT1	-0.203
MGC99813	-1.1595
C1orf201	1.24183333333333
GRIN2A	-0.6341
MAN2C1	-1.9925
NSUN5	-0.31075
SF3B5	0.32625
MYC	0.8329375
NRXN1	-0.512
ZNF18	0.9635
SPDYA	-0.44475
SLC37A1	0.93
DECR2	-0.584
ANKRD38	0.782125
SPTLC3	-2.80175
SUPT16H	0.1045
DTWD2	-0.16625
ULBP1	-0.1525
ZADH1	-0.383166666666667
OIP5	-0.77775
IL10RB	0.142
OTUB2	0.428875
VWA3A	0.0846666666666667
SPIC	0.245
OR6C4	0.159
PSCD4	1.189
DPY19L2P2	-0.41
TRAPPC6A	-0.783333333333333
C21orf2	-0.8545
CEMP1	0.024
LIN7B	0.0325
E2F7	-1.26833333333333
VCP	-0.3913125
LAMA3	-1.40591666666667
BGN	-0.228
GPR160	-3.02033333333333
COCH	-0.975166666666667
GPR81	1.92866666666667
APOBEC3F	-1.63775
tcag7.1017	-0.29775
C1orf32	0.2795
SCGB1D2	-0.0105
FLJ43987	-0.2915
C6orf170	0.905
KLK9	-0.017
GPD1L	0.782
VPS37B	-0.3435
ATG3	-0.360833333333333
ADAMTS17	-0.141
KLHDC2	-0.7435
NDUFV2	-0.25325
BLK	-2.81225
MATN4	-0.383
GPM6A	0.7205
GBP4	5.06583333333333
TMEM162	0.352333333333333
PKP2	0.409
HRASLS	2.52977777777778
MMP1	-3.01425
SFXN3	-0.6695
FSD1	0.3535
ST6GALNAC3	-0.980666666666667
CA12	-2.3892
NCOA6	0.1295
C19orf58	0.3237
PPP4R1	0.910833333333333
MAN1A2	0.282333333333333
IKBKAP	-0.5085
UPF1	0.4245
KIAA1219	0.0815
WNT16	0.4355
SNW1	0.1335
IL18RAP	3.81225
RPP30	-0.00812499999999998
CDC40	0.0513571428571428
SETD3	0.681
SLAMF6	0.526
ELK4	0.04
TRIM47	0.800333333333333
ACOX3	1.2005
TRIM6	-0.401
KIAA0372	-0.624666666666667
TP53AP1	0.309
SMURF2	0.42675
ADAD1	0.38275
EBP	-0.1829
KRTAP13-2	0.408
FLJ36874	0.236
TOR1A	-0.391833333333333
P2RY4	0.061
GPBP1	-0.06925
TRPV1	0.414625
ADAMTS12	-0.317833333333333
PES1	-0.2554
ATG4A	0.515833333333333
MAGEA10	-4.38775
WFS1	-0.33825
CC2D1B	0.487166666666667
PABPN1	0.190125
SLC25A30	0.297
SLCO1C1	-0.193666666666667
SLC22A5	1.50025
KIF23	-0.100166666666667
SYN2	-0.263333333333333
ASPN	3.19666666666667
CENTG2	-0.13825
QSOX2	-0.8337
FLJ10815	0.0245
STK24	-0.156125
SPEG	0.3134
STK10	0.679333333333333
DACT2	-1.4555
AAAS	-0.79275
SSX3	-1.133125
ABCD3	0.0119
C4orf12	-2.132875
PARVG	0.701
FIG4	0.2955
C9orf46	0.90325
TMCO6	-0.605
IGHMBP2	0.132
DUS2L	-0.0288333333333333
FAM3C	0.506
TMEM16D	-1.386625
DCTN4	0.4315
KCNH3	-0.2515
EIF2AK2	1.634
AP1S3	1.054
CST4	0.2095
PAM	0.9211875
NUTF2	0.38525
CITED2	-0.6332
SLC39A4	1.5315
C2orf52	-0.2295
GRM3	0.0695
C12orf49	0.636875
CCDC49	-0.3517
GRAMD1B	-0.788
FNDC4	0.21275
SIAH2	0.078375
GDPD4	0.17625
C21orf87	0.645125
ATP5A1	1.307
C16orf63	-1.096625
LOC388135	-1.32216666666667
ATP5J2	0.0875
MMP3	-4.844
EMID2	-0.47
CRHR1	0.02125
WDR70	0.7595
C13orf31	0.932
ZFAND1	0.12425
CCL18	4.04116666666667
C3orf49	0.1745
RINT1	-0.4085
KIAA0408	0.510666666666667
F13A1	3.209
SLC10A1	0.100666666666667
OGN	-2.65075
GIPC2	-1.77716666666667
XPO6	-0.1415
LCE1A	0.14
FMR1	0.6749
LOC374920	-0.3935
DUSP3	-0.27975
ANKMY1	-0.23925
