Hybridization REF	TCGA-C8-A12M-01A-11R-A115-07
TSPAN17	0.192333333333333
ABCC8	1.05825
MAP1S	0.535666666666667
C22orf36	2.05025
BNC2	-1.71614285714286
HIST1H4A	-1.32275
NDUFS3	-0.338833333333333
WDR3	-0.292166666666667
XKR4	-0.34225
TTC33	-0.149857142857143
STMN2	4.77
CPN2	-0.485
HSPC105	-0.881375
PCOLCE2	-6.895
C3orf55	-0.6925
KLHDC9	3.45983333333333
TBC1D23	0.251375
ATXN2L	-0.608166666666667
MAP2K3	-0.698083333333333
SCAP	0.22875
ZNF486	0.740166666666667
C20orf96	-0.61375
NARS	0.3675
ADAMTSL1	-0.881071428571429
PRCC	0.566666666666667
CCDC126	0.549416666666667
ZNF675	0.46925
CALCOCO1	2.24925
ANKRD43	2.775
CWF19L2	-0.8505
ZBTB32	2.0205
BRAF	-0.02625
ODF4	0.397
MGC14376	-0.281333333333333
HORMAD1	-1.61716666666667
AAK1	0.0330833333333333
PEBP1	0.47175
TNFSF5IP1	0.555833333333333
DKFZp564N2472	0.247
RMND1	2.878
IGKV1-5	5.0785
COL1A2	0.846666666666667
SERPINA5	2.011
AANAT	0.554
C19orf21	0.925333333333333
GEMIN5	0.09125
UBR4	-0.466666666666667
LTBP3	-0.173833333333333
AMHR2	-2.15383333333333
PROCR	-2.1115
MYBBP1A	-0.68825
C20orf39	-1.44383333333333
ZNF697	0.324625
PASK	-0.105
ZNF776	0.508833333333333
RFXDC2	-0.498625
KIAA0467	0.01775
C10orf96	-1.95
ZNF503	-0.7525
GULP1	-2.206
KCNE4	-1.21316666666667
DKFZp434K191	-1.651375
LOC196913	-0.6865
BHLHB4	1.226
CH25H	-1.20525
LOC81691	-1.74333333333333
ALPL	1.32992857142857
COL12A1	-0.0857500000000001
FOLR3	-3.162
GPR123	-0.54725
TRIM62	0.606071428571429
ABLIM1	-1.60816666666667
MAST3	0.134
RHBDD1	0.772333333333333
LOC338809	-0.54
RYBP	1.535
TTC26	-0.98375
ZNF22	-1.38566666666667
ISCA2	-0.2655
RDM1	-1.72175
PIGM	1.45
GNB3	-1.308
ACTR2	-0.0823
HMGB1	-1.1959
EDG1	3.1735
SOAT2	-0.26975
OR10AD1	0.005
RAP1GDS1	0.0123333333333333
LCE1F	0.6775
ESM1	0.80875
RCN3	1.09875
CREBL1	-0.13625
DBNL	-0.761
PTGER3	-0.439285714285714
USP30	0.443833333333333
BCL2L12	-2.53266666666667
KIF26B	1.6345
ZNF416	0.44575
ZNF225	0.086
C17orf70	0.72425
ZNF554	0.64075
RAE1	-0.722333333333333
TNIK	-1.20633333333333
ACTN3	0.2375
MGC45922	0.2475
CCNA1	-2.186
RYK	-0.235666666666667
IL26	0.2255
LRP3	0.0911666666666666
QARS	-0.06925
SOX7	1.28714285714286
BID	-2.271625
OR2S2	-0.4775
CXCL14	1.91975
C11orf47	-0.4375
MGC29891	0.684833333333333
HSPB8	3.6128
PRDM14	-1.475
NUFIP2	1.1615
MNAT1	0.50175
ZDHHC2	-0.372333333333333
MBNL2	0.667125
ADD3	0.650625
CSNK2A1P	-1.5785
KLK6	-2.70716666666667
TMEM111	0.6268
KIAA1279	0.765
NUBP2	-0.291166666666667
RAB42	-1.75825
ID3	-0.7392
TM9SF1	-0.063
MDP-1	0.0215
POU4F2	0.913
IQCK	0.9735
C16orf14	-0.81575
CAPN3	-2.1085
FAM43B	-0.272875
RECQL	-1.1285
AP1G1	0.515785714285714
CTNNBL1	-0.759333333333333
ECHDC1	-0.383166666666667
SMARCC1	0.2294
FOXQ1	-1.853125
GNAI3	-0.345166666666667
POLG2	-0.95325
CD4	0.824625
ITLN1	-0.19675
EBI2	2.30475
IRF1	0.8495
PTPRE	0.6725
PTK2B	-0.36
NXNL2	-1.267
SOX4	1.30727777777778
TSPAN3	-1.44283333333333
SH2D1A	-1.637
C8orf58	-0.9895
USP20	-0.133
DUSP22	-1.18658333333333
CALB1	-2.94066666666667
L3MBTL2	0.136166666666667
MCRS1	0.02575
TMEM118	1.65666666666667
C18orf8	1.38083333333333
FLJ10241	-0.123
GJA12	0.36425
PKD1	-0.27
ZFP3	-0.17
JAM3	-1.304625
LAPTM4A	0.6523
DIRC2	0.23125
KIAA2022	1.84233333333333
MYOM1	0.792833333333333
TRPM8	-2.685
MOP-1	0.74175
PHKG2	0.01375
ZNF650	1.01275
KIAA1522	0.780125
PSG8	-1.37866666666667
DDX19B	0.1485
MOBKL1B	-0.93325
DIAPH2	-1.1525
PTPN12	0.827
CLN8	-1.0009
CRYZL1	-0.323333333333333
CRY2	0.449666666666667
FCGR2B	1.9225
PNPLA4	1.417
ZNF454	-0.5725
DKFZp434B1231	-0.083
CLDN11	-0.1192
RFWD2	0.0161666666666667
CIB2	-1.122
MXRA8	1.852375
HRK	0.91
MAML2	-0.80625
C4orf31	-1.86775
C6orf192	-1.90975
COG6	0.884375
FAM5B	2.65
NFATC1	-0.783
SEPT10	-1.03025
SCYL1	-0.5362
RPP40	-0.663
SCOC	0.9357
KIAA1450	-0.1345
CTDSPL2	-0.57125
TBX5	0.654
NAPG	0.219625
RHD	-4.60075
C14orf45	0.259166666666667
ZBTB22	0.702
PLCG1	-0.771
ANKRD10	-1.533875
AQP7P2	-0.147
TAGLN2	0.4655
HTR2C	-0.8395
SLC16A7	-1.724
C17orf83	0.31275
TSGA14	-0.387083333333333
MDH1	0.566
PPP3R2	0.111333333333333
DCBLD2	-2.21985714285714
RBM33	-0.850125
DPH3	-1.40175
SYT10	-0.905166666666667
FMO4	2.81625
THYN1	-1.3755
DRD5	-1.3705
OTOR	1.296875
PGRMC2	0.7246
KATNAL1	-1.008375
PAQR6	-0.86725
UBE2I	-0.99
C14orf28	-0.9495
C8orf70	3.40475
FLYWCH1	0.069
ANGPTL3	-0.48
GLRX2	0.091
ATP11A	-0.483714285714286
ARL5B	-0.192
MUC16	-2.82075
SLC25A5	-0.952071428571429
ACRC	-1.155
MYO1C	0.086375
FAM89B	0.419166666666667
FAS	-0.743
KIFAP3	1.9455
GLRA2	1.82
BTN3A2	-1.3932
CNKSR3	-1.92625
CSTF3	-0.481666666666667
ARPM1	-1.288
KIAA1530	-1.356
C9orf150	1.772
PRKCI	0.56225
tcag7.1015	-1.13875
SOD3	-1.24225
ZNF574	0.422
CYP21A2	0.56975
RPL12	1.2805
COMMD2	-0.6915
WIZ	-0.729
LOC344405	-0.928
ALDH4A1	0.0164117647058824
CRYAB	0.58825
COPA	1.118
PCDHGA7	0.991
KIF11	-1.88683333333333
RASD2	-0.232875
SLC26A3	0.5535
ZNF175	-0.428
JAKMIP2	-2.26725
C8orf4	1.131
PTHLH	-0.10225
SLC40A1	1.70016666666667
OR7D4	0.301666666666667
PCDHB17	-0.0025
CD36	1.90835714285714
C6orf203	0.3313
PRKG2	0.561
LOC400566	1.3755
ANAPC13	0.13425
SLCO3A1	-0.77875
ZNF692	-2.1125
FANCL	-0.015
SH3GLB1	0.26225
C12orf61	-1.8975
KBTBD6	-0.0495
SUPT5H	-0.02025
XRCC6	-0.9512
HUS1B	-0.8282
FAM133B	-0.0152142857142857
LOC728276	-0.343
KCTD18	0.1745
SOS2	0.744666666666667
CCDC99	-1.81925
C1QTNF5	3.0605
NNAT	-0.059
USP16	0.165
LARS	-0.542625
ZBTB2	-0.042875
ABO	0.370666666666667
TRAF3	-1.0405
GALNT5	-3.548
NAP5	1.56225
ALG14	0.0485
KIAA0515	0.997384615384615
WDR75	-0.557333333333333
TEX261	0.0775
LY86	-0.27725
LOC389072	-0.0345
FLJ13611	0.23775
MRGPRX2	1.1195
SNRPA	-0.781625
OR2G2	0.55
GPRASP2	1.186
C7orf42	-0.2247
C9orf163	-0.2125
CYP11B2	0.689
FCRL3	1.46933333333333
PRDX1	-0.3015
FGB	-7.02016666666667
COX17	1.22333333333333
C16orf33	0.5315
PIWIL1	-0.0591666666666667
FOLR1	-3.2635
KIAA0082	0.22475
FREQ	-1.13766666666667
TMCC2	-1.1805
TCF12	0.0549166666666667
ZNF721	0.67575
FAM130A2	0.55
POU4F1	-2.614
SNRPF	-0.007125
SGIP1	0.348333333333333
ZNF641	0.431333333333333
EMG1	-1.381
PRRG4	-0.017
HIRA	-2.34175
MYNN	0.0693333333333333
AEBP2	-0.171333333333333
TBXA2R	0.632833333333333
ISL2	-0.788333333333333
PCDHB11	1.3205
RNF144A	-0.45075
MARCH5	0.7945
DULLARD	0.051
DCLRE1B	-1.25816666666667
ITGA8	0.92725
TP73	-0.01875
PRKCD	2.92875
NDUFB4	0.886
ATP13A4	0.638
ANTXR2	-2.38883333333333
COL4A3	-0.1116
MYO10	-1.0762
SLC6A18	0.39525
PEX1	0.8405
TMEM74	-2.2788
RBM19	-0.7625
TAPBP	1.00905
RUNX1	1.1755
MID1	-2.43966666666667
GPR64	2.3215
RASEF	2.64275
GABRG1	0.503625
MYO16	-0.5845
DBF4	-1.4815
TSHZ2	1.46475
RIPK2	0.848875
PPTC7	-0.122
KIF4B	-1.451
LRRC31	-0.2375
ZNF540	2.6095
EFNB3	1.40116666666667
LOH12CR1	-0.805
STON2	-0.127666666666667
GLP1R	-0.19975
CSTF2T	0.127125
IREB2	-0.965125
GRSF1	0.093
PDCD7	-0.584166666666667
LRRC43	-0.1315
CNR1	0.797166666666667
IL1F7	-0.1285
C12orf64	0.1925
FAM69B	0.3215
NR2E1	-1.92383333333333
MS4A6A	1.8497
FTL	-1.2039
C7orf36	0.3815
PCLO	2.297
DYRK2	1.88858333333333
ARIH2	0.3015
SAMD7	1.2725
SCNN1D	-0.1175
SLC32A1	-0.8455
C22orf25	-0.0138333333333333
MRPS18A	-0.2596
GPR112	0.8095
EARS2	-0.22575
ERN2	0.4225
ATPBD3	-0.264666666666667
PRH2	0.201
CDKN2D	-0.0803333333333333
PGLYRP2	-0.4645
TRIM40	-0.0435
SEC14L3	0.3266
SLC22A1	-0.2465
BTN2A3	0.07125
RASA4	1.5725
CCNL2	-0.3545
MYBPC3	0.4105
GJA4	3.8185
CDC42SE1	1.60725
TRPV2	-1.2895
MYPN	-3.9844
SIM1	0.1935
CDADC1	-0.01725
ZFHX4	-0.4765
NIBP	1.59466666666667
ADAMTS19	-1.853
ABTB2	-2.317
TSPYL2	-0.1015
EIF2S3	-0.5886
SOX30	0.18825
AP2A1	0.631333333333333
DKFZP564O0523	0.371666666666667
LOC285398	-0.1365
CDH18	-5.14425
CHL1	-0.01875
GATS	0.4496
TBC1D2B	0.263666666666667
OR1J1	0.034
GSN	1.57766666666667
DPCR1	0.15725
GARNL4	-0.120833333333333
SMARCA5	-0.602
PLEKHG3	0.6365
ZBTB45	0.338
FRMD6	-1.0615
PLS1	0.443333333333333
DGKZ	0.418333333333333
EFNA1	1.0494
WDR85	-0.57175
ANK2	-0.216
PAGE4	-0.602166666666667
SENP6	1.74266666666667
AKR7A2	0.987833333333333
FKBP10	-2.16975
VEGFC	-0.6345
LARP1	0.115625
SRBD1	-0.26675
ITGB6	-0.27975
SLC1A2	-0.587785714285714
INVS	-0.4405
MPO	-0.54075
MOBKL3	0.4588
CUTL2	-0.823625
KLK2	-0.371166666666667
VIM	-1.7
REG1B	0.131166666666667
PCDHGC4	0.57825
C3orf34	-0.2195
SUMO3	0.143333333333333
CST9L	5.911
MLL4	-0.52675
SPR	1.699
SAMD9L	-0.0865
ABCE1	-0.064
SUPT3H	-0.701
ACTBL1	2.717
ADAMTS4	0.322333333333333
SLIT3	2.39725
RHEBL1	-1.48
NPM2	-2.1775
MAN1C1	-0.114
KIAA1856	0.833416666666667
HSPA6	0.9655
LOC388152	-0.8125
C10orf140	-1.75125
ZDHHC12	0.3185
LIN7A	-0.2536
PHC2	-0.267666666666667
SPHK1	-1.48025
TRIM26	0.01725
FAM83E	-0.5325
C18orf24	-1.283
ZNF578	0.312
ORAI1	-1.1415
RUVBL1	-0.521583333333333
C7orf20	-0.0253333333333334
APAF1	-0.515
SLC36A4	-1.503
MYH11	3.6945
NEK1	0.6751
MPP2	-0.523125
C12orf24	-2.60725
TNK2	0.601125
ZNF289	-0.18275
MATN3	-1.77342857142857
IFNGR2	-0.317
ITPR1	2.1595
EBF3	2.9237
TBC1D20	-0.7802
OR10P1	0.597
DDAH2	1.575
SHPRH	-0.1745
STX7	-0.83
LOC554248	-1.9645
BCAR1	-0.3185
ATXN3	-0.223083333333333
TRIM27	0.344
CDC42EP2	1.8555
CHP	0.402071428571429
SOX17	2.387
ZNF259	-1.39966666666667
CHCHD1	0.108875
ZDHHC19	0.0845
GBP2	1.3575
GARNL3	0.7325
MRC2	-0.47875
C1orf52	-0.1525
AOF2	-1.34716666666667
LRPPRC	-0.4912
ACVR1C	-1.1508
TM4SF18	3.27066666666667
TMEM169	-0.0811666666666667
PPP1R16A	0.38025
EBF1	-0.0998333333333333
RRS1	1.23416666666667
SNX2	-0.1425
OR2T2	-0.6585
RBX1	-0.86775
ANKRD54	0.113333333333333
TSNAX	-0.691833333333333
TMEM83	-1.9095
ZBTB7A	1.1835
ATM	-1.06
LOC338328	2.5355
TIE1	2.13333333333333
HIST1H3G	-0.693333333333333
PASD1	-4.724
TINAG	0.714
PCDHAC2	0.8535
LRRC15	-1.278125
WBSCR17	-0.8235
TFF2	-0.033
PARP2	-1.159
NDFIP2	-0.5405
PCDHGB2	0.119
WDR60	0.52575
MAP7D2	-2.1761
USP45	-0.96325
GSDML	0.92
TNS1	-0.2902
PLCD4	2.31825
IQCD	0.162666666666667
SMPX	-2.797
CD9	-1.05416666666667
SRGN	0.6515
CASP7	0.020625
INOC1	0.5975
DKFZp451M2119	-1.2395
VMAC	0.196
USP53	0.3499
CAMK1G	0.256
TMEM106A	-0.151833333333333
CDC20	-2.9714
ACSL5	-1.34616666666667
CBWD5	-0.519875
C1orf87	-1.76166666666667
KIAA1274	-0.625
PRUNE2	-2.02592857142857
LYPLA2	-0.0948333333333333
DOK6	0.161166666666667
GPR149	-0.2615
FAM30A	2.01275
TMEM129	0.1815
SLC35B3	0.88975
ACPP	1.0346
LOC200261	-0.951
SLC4A7	-0.6385
CCDC40	3.4715
GART	-1.996625
THOP1	-1.56675
SCARB1	-0.949
CACNA1F	0.14
TRIAP1	-0.902166666666667
SYT14L	1.2485
SFRS8	-0.620166666666667
PBOV1	0.4585
GOLSYN	2.343
GJB7	-0.3325
CAMK2N1	1.91633333333333
GREM1	1.51583333333333
FLJ20433	1.32525
QPCT	-4.17425
PRKAG2	0.657166666666667
H2AFX	-1.663625
C6orf154	0.67775
PLOD3	-0.9425
ZBTB39	-0.371666666666667
WASF3	0.618
DRG1	-1.003
PRR4	-0.228
SPCS1	0.4685
KDELR3	-2.40733333333333
SRP19	0.212666666666667
GABRA6	1.1795
MFSD1	0.10775
MMEL1	-0.91975
PDXDC2	-0.1105
BUB1	-3.21911111111111
RNF138	-1.48675
MYLPF	-0.555
AIF1	-0.380333333333333
DYNLRB1	0.8354
HCN3	-0.581833333333333
HIST1H2AI	-0.4475
MAP4K5	-0.2345
LASP1	3.39775
LOC130951	0.072
PLAA	0.7145
KRT6A	-3.492
C6orf117	-2.523875
ARHGAP23	3.5995
PTF1A	0.3235
GPHA2	-0.41425
LCE3B	0.5735
MCL1	1.28535714285714
EHBP1	-1.05441666666667
PRNP	-1.4394375
ZSCAN1	-0.14675
C1orf113	-0.113333333333333
FOXA3	-2.935
NEB	-1.10725
ASGR1	-5.1775
CTGF	-0.165
RAB17	1.68233333333333
MST101	0.46725
JARID1B	1.0916
USP37	0.5196
PTBP1	-0.379
PTPN7	-0.432333333333333
CDC7	-1.19516666666667
SNX7	-2.13125
ZNF335	-0.077
CPT2	0.4255
HEATR1	-2.221625
HSPC152	-0.48575
C5orf40	0.31375
PSME1	-0.0916666666666667
STAG3	-2.67275
TMEM154	-1.26366666666667
KLHL32	0.876666666666667
TSGA10IP	-1.219
SUV420H2	-0.816833333333333
SF1	-0.5065
2'-PDE	-0.0179375
PNLIPRP2	-1.6185
TRSPAP1	-0.459166666666667
NUP210	-0.0756666666666667
ANP32C	-0.5575
RAB11B	0.273166666666667
ASB15	0.9145
ITGB3BP	-0.1855
UBASH3A	-0.6505
YWHAB	0.704375
TPRX1	0.24225
LY6G5C	0.72075
SLC7A2	0.8485
CLK1	1.0558
HSD3B7	1.01266666666667
VDR	1.58
C16orf74	-0.5945
ACE	0.31475
PSMA2	0.104666666666667
CCDC131	0.663875
ZNF213	1.22466666666667
EML2	0.8255
ALS2CR13	1.239
GLYATL1	2.26425
DSPP	0.1135
DHFRL1	-0.091375
C10orf30	0.963333333333333
SH3RF2	-2.312
LOC197322	0.0525
DLL3	-1.8265
TIGD7	-0.1195
GFRA3	0.15075
CPA1	-0.150166666666667
RTN4	0.135666666666667
PPT2	-0.520166666666667
FASLG	2.86608333333333
FOXP4	1.522375
RPL26	0.4238
GNL3L	-0.4235
FMR1NB	-0.212666666666667
CD163	7.1125
SGPP2	3.086
GIMAP2	0.3685
CD37	0.9585
DPT	1.57158333333333
NBLA00301	0.808
RGS5	3.33066666666667
C9orf4	-0.1555
ACTL8	-2.6255
PRKAR2B	3.346625
OPLAH	-0.310166666666667
C20orf134	0.54025
SPACA5	0.0355
TBL1X	-0.347166666666667
TSPYL3	0.295
CHCHD3	-0.63275
CRKRS	-0.0786666666666667
GPR65	3.771
DFFA	-0.736625
FUT1	1.234
C6orf204	0.0256666666666667
TMEM51	-0.35275
ZNF580	-0.41625
CMTM2	0.03375
C20orf200	0.0745
EZH1	0.00916666666666666
FDX1L	-0.959375
MRPL32	-0.11675
PCAF	-1.1303
ALOX15B	-0.0658333333333333
CD59	0.168583333333333
CDK9	-0.30575
ERP29	0.327166666666667
TTR	-6.0515
BCMO1	0.201
DDIT4	-1.6999
PTGDS	2.51325
C3orf63	0.0446666666666667
BST2	-2.051125
CYP1A2	-0.113
C5orf25	0.121
STX1A	-0.798235294117647
OR2A12	0.171
SH3BP5L	-0.38
SERINC5	-0.168
USP6	0.1302
MRPL3	-0.00866666666666666
POMP	1.177875
INPP4B	1.274375
GMPPB	-0.2285
EAPP	1.37775
AHSA1	-0.1445
ABCA11	0.8065
SLC5A6	-1.37308333333333
HIVEP2	0.3125
SUMO2	-0.378125
KIAA1822L	-1.878
C11orf67	0.67625
TXK	-0.174
PHCA	-0.838875
ICAM4	-2.00566666666667
FPGS	-0.634666666666667
SNRPA1	-1.25175
KCNJ4	-0.20475
KIF6	0.5355
HIST1H2BG	-1.328
SLC5A5	0.2005
ZNF354B	-0.4985
IL12RB2	0.67475
C11orf76	0.381333333333333
GAL3ST2	0.053
AIFM2	-2.713
SYNC1	-0.33425
UBL3	-0.160875
PIK3CG	-0.980666666666667
NLN	-1.0655
BCORL1	0.7965
CD5L	-0.00999999999999999
ZNF238	-1.403
KIAA1394	-0.529
C16orf55	0.1758
CYP3A7	-2.16825
KRTAP3-1	-3.0255
TFDP1	-1.0815
MND1	-2.43575
NODAL	-0.476666666666667
GTPBP4	-0.7875
TUBGCP2	0.192
SLITRK5	-2.32075
CIC	0.434
CD79A	1.325
SAMD14	0.652666666666667
TNPO3	-0.4285
OR10G3	1.184
OR10G8	0.61
CCDC111	-0.1485
HOXC9	1.0485
DCUN1D1	-0.3525
CYB5R1	1.7475
TSR2	1.266
DAB2IP	0.4914
SLC6A5	0.085
RAB3D	0.592
DCUN1D4	-0.3385
ERBB3	1.93741666666667
SDC1	-1.43775
ATP6V1H	2.62433333333333
SYK	0.3595
ST20	0.056
C13orf30	0.179
WDR40A	0.934833333333333
ADMR	0.623
LOC388335	0.53
ACSM1	-1.596
TDG	-0.827166666666666
FLJ11235	0.4085
MRPS5	-0.907666666666667
AGPAT2	-1.0865
SLC12A1	0.102857142857143
CYP27A1	-1.0085
THAP7	-1.03525
XPO1	-0.593416666666667
ALMS1L	0.000666666666666667
C1orf2	0.279125
ZNF777	-0.2795
CAMK2A	-0.111333333333333
SMC1B	-0.203625
IHPK2	0.494933333333333
LEMD1	-4.40475
NKD2	-0.0189
CLU	0.991142857142857
ARMETL1	0.074
PABPC4	-0.91425
CXCL12	0.387833333333333
TFAP2C	-0.7695
TTTY8	0.298
ABCB10	-2.2423
ENDOD1	-1.71383333333333
IDI1	-1.3595
KCTD6	3.58283333333333
CCDC105	-0.3425
ULBP2	-1.51666666666667
ZDHHC5	0.726
WNT8A	-0.024
COMMD10	0.97125
KLHL12	0.5045
GPR50	0.8425
NR5A2	0.553125
OXGR1	0.291
EHD3	1.664
CAPRIN2	-0.915625
KLRC3	-3.34325
SF3B1	0.3285
IPO7	-0.216
ALDH1A1	-1.22133333333333
ANKRD5	-0.579875
TSNARE1	0.299
DDEFL1	0.116
RNASEL	1.34016666666667
DNAH9	-1.44
HELLS	-2.025
TNS4	-0.991
NAV1	2.0287
KIAA1409	0.38425
C20orf26	2.96366666666667
TUBG1	-0.778
IRX2	-1.5045
CNGA4	0.011
MGC50559	1.27883333333333
OR4K17	-0.121
TM2D2	-0.116083333333333
FAM32A	-0.04825
TXNDC14	-0.339
CCBL1	-0.7035
ANK1	-2.4517
PRSS23	1.344375
PPM1L	0.535
SPATA20	0.46475
APCS	0.16225
C14orf122	-0.9125
PSMB5	0.093
C6orf10	0.127222222222222
SETDB2	-0.369333333333333
SPNS3	-1.47075
SGMS2	0.296166666666667
MXD3	-0.830833333333333
MON2	0.4418
CARTPT	0.14125
HNF4A	-0.832666666666667
RABEP1	1.55135
TNFRSF10B	-2.43025
USH1G	0.0575
PPAP2B	-0.961333333333333
TMEM16K	-0.227
CTDSP1	0.453
CDK5R1	0.725666666666667
GABRR1	0.774
OPN1LW	0.2865
FAM98C	1.13625
DBN1	0.36525
ACAD10	1.60483333333333
QTRTD1	0.2385
WNK3	1.16066666666667
RPS19	-0.323125
C1QB	2.990875
OTUD5	0.16875
SLC41A2	-0.646
TMEM22	-1.3945
KHSRP	-0.746083333333333
TNFRSF11A	-1.0865
FBL	-1.6215
IBTK	0.425833333333333
OXER1	-0.043
CBLN4	1.034375
GPR172B	1.118
CFTR	-2.34275
VSX1	0.797
CAMK1D	1.636
LOXL3	-2.61925
RTP4	0.3725
SLFNL1	-0.05
KIAA0828	0.481375
PAR5	0.9385
LOC723972	-0.449
GDI2	0.15075
CEBPA	0.2916
MLF2	-0.201666666666667
AFMID	0.7535
ALOX12B	0.44625
BPHL	0.36025
COX5B	0.21525
S100A10	-1.7029
THOC6	-1.08225
NHN1	0.6415
RRP12	-0.604666666666667
ARID3B	-1.698
CD3G	-1.16716666666667
KIAA0133	-1.56075
NAT11	-0.524166666666667
PPAT	-0.728833333333333
SIRT3	-0.4302
TCERG1L	-1.4395
NIPA1	-0.00429999999999999
DPP8	0.045
IL7R	0.112333333333333
ZFP64	0.553833333333333
DMAP1	0.2632
TRMT12	1.39875
TLR4	0.7442
WFIKKN2	-0.08825
RAB12	-1.42333333333333
DDX51	-1.35316666666667
KIAA1086	-2.89075
ZNF295	-0.683
ACVR2B	0.212428571428571
LOC494150	-0.64
ZNF517	-0.0445
DNASE1L2	0.294166666666667
SUFU	0.678916666666667
LOC283677	0.5105
LMO3	1.94683333333333
PPP2R5D	-0.535
ZNF587	0.4804
HIST4H4	0.43675
CYP2C8	0.96775
C1orf80	-1.22583333333333
DOCK5	-2.06333333333333
C9orf24	0.187
OR5AR1	-0.187
C11orf24	-1.25075
UNQ1940	-0.30025
CAP2	-0.690833333333333
TIMM44	-1.0515
DSEL	-2.5756
ROM1	-0.862
FBXO4	-0.985
MYLC2PL	-1.71733333333333
MLH3	0.4626
NOX1	0.754166666666667
DPEP2	0.7085
DNAJB5	0.02625
RLTPR	0.4295
MBIP	-1.12766666666667
COPB1	-0.0886666666666667
SFTPA1B	0.0805
C10orf4	-0.4464
PRELID1	0.013
NOLA1	-0.49525
C19orf24	0.29425
TLR9	-1.2705
HLA-DMA	2.7355
HCRP1	-2.1
GPR137	0.144
ITGA11	-1.99566666666667
PHF13	-0.290166666666667
MARK4	0.726333333333333
METTL4	-0.6005
MBD3	-0.7611
LOC134145	1.047125
FGF3	0.25475
SLC35A3	0.619875
CLEC16A	-0.58375
AMOTL1	-1.52591666666667
FLJ31438	0.89225
PAICS	-0.85325
TOMM40L	0.00583333333333335
MMD	-3.58525
KLK10	-2.2039
NIT2	-0.0856666666666667
SERPINB10	0.57
KLF15	-1.0151
CCDC5	-0.146
WSB2	0.352
ME3	1.591625
CACYBP	-0.20875
TCTN2	0.1895
JAK1	1.18925
C2orf25	0.07725
GPD2	0.4595
FBXL11	-0.775666666666667
CDV3	-0.688333333333333
GALNT11	0.8185
NDUFA12L	-1.0448
FLOT1	0.313857142857143
TOR1AIP2	-0.1545
MMP25	1.7055
C1orf164	0.0742
CHST5	0.2695
LYRM4	-0.63755
GPER	0.20175
HIPK2	0.572166666666667
DAP	-0.48
ZMIZ1	1.53283333333333
DDX58	0.562875
DCC1	-1.31225
AKT1	-0.428125
ENPP6	0.114333333333333
ERVWE1	0.215666666666667
CDC34	-0.684
RNF125	-1.74025
CASC1	3.41225
SHROOM2	0.21475
RRM2B	1.8225
COL6A3	0.559625
TMEFF1	-3.47275
PLEKHA4	-1.5754
LYSMD1	-0.898833333333333
SEPT1	-0.276833333333333
AOF1	-0.04925
GNPAT	-1.065
WDR18	-0.7775
HSD17B12	-2.7514
HIST1H2BM	0.262333333333333
INDOL1	-0.687833333333333
SUDS3	0.11625
C1orf192	0.785
CYP2B6	-0.33625
TBC1D2	0.7785
SLC25A12	-0.0315
ERCC6L	-2.453
MGC10814	-0.385333333333333
POLR2C	0.307666666666667
ZNF77	-0.185666666666667
EIF3K	-0.4027
HPX	1.0825
ANKRD27	-0.3
MALAT1	-0.2155
PLB1	0.582666666666667
HRNBP3	-0.5055
CPSF4	-0.67625
OR52N2	0.2475
PIP5KL1	-0.70975
GH1	0.117
HPS5	-0.15475
SLFN5	0.17375
POP5	-1.4095
OVOS2	-3.04716666666667
C20orf108	-1.221375
MARS	-1.103
CLRN3	0.486333333333333
ARSE	-2.27366666666667
PPIE	-0.373333333333333
PHACS	0.2115
GP5	-0.419
IL8RB	0.0311666666666667
FCRLA	-1.073625
ARRDC1	0.7375
KRTAP9-4	-0.146
ZNF613	0.575
OR11A1	-0.1885
TMEM132B	-2.65375
PGLS	0.279
BSND	-2.72933333333333
KCNK18	0.044
FOXD4	0.79325
SV2C	1.179
LCN2	-0.7302
ZNF490	0.7357
C3orf15	-0.2367
CACNA2D4	-0.901333333333333
CBX5	-1.013
MAGEB4	-0.6125
BOLA1	1.7795
PPP2R5E	-0.18325
COL5A1	-0.316583333333333
ASB7	-0.0695
SFT2D1	-0.16425
DERL1	0.8935
RABL2A	-0.0805
MOAP1	0.8575
KIAA1545	0.675666666666667
F3	-1.822
PLEKHM2	-0.68525
CCDC89	-0.144333333333333
EFCAB1	0.480375
TMEM48	-1.655
SEPHS2	-0.269
PYGM	-0.31125
PRICKLE1	0.4585
WNT5B	-2.34375
TAS2R38	-0.596
IMP5	0.1675
KHDRBS1	-0.169
LARS2	-0.831833333333333
C3orf28	-1.772
FTCD	-3.10175
C10orf68	1.38466666666667
DGAT2L3	-0.122
PSEN1	-0.202333333333333
MGC33657	0.328
PLA2G4B	0.590166666666667
CDKN2A	-2.2495
DLX1	-1.70575
TSHB	-0.1195
C18orf37	1.135
MEX3C	0.97725
MAMDC2	-0.50775
PDIA4	-0.178416666666667
ATP5E	0.24575
CASP2	0.322142857142857
SERBP1	-0.428423076923077
ZNF341	0.2455
TESC	-2.143
TMEM31	-1.729
OR51I2	0.587
YTHDC1	0.595785714285714
JUN	1.12033333333333
AGMAT	-3.26933333333333
PCNXL2	-1.16575
ATAD5	-2.59225
STK38	-0.392625
AZI1	-0.854875
RBP1	4.6105
C4orf26	-1.21325
KIAA1026	1.07125
TMEM101	1.491
HSFX1	-0.4535
