Hybridization REF	TCGA-AN-A0FJ-01A-11R-A00Z-07
ST8SIA4	-0.172625
F2RL1	-1.179
FAM19A4	-1.77075
CCAR1	-0.685
B3GNT7	-0.46875
OPHN1	0.1098
DSCR6	-0.583
C21orf13	-0.660666666666667
GAS2L1	1.24383333333333
RFX3	1.31833333333333
COPS4	-1.073625
BCHE	-5.09366666666667
BCL2	3.138375
HBZ	-3.282
ARL13B	0.602
MAPBPIP	0.026625
MYO15B	-1.277
SPZ1	0.405
KIAA1324	1.32966666666667
PLCL2	-0.245
C4orf29	-1.508
WDFY2	0.231375
ZNF284	-0.0895
NAALADL1	0.185
DUSP5	-1.64533333333333
PXDN	0.409625
SLMO1	0.5185
TNXB	0.0386
BIRC7	-1.56325
A4GALT	-0.3745
TIMM22	-0.21075
FAM110C	-0.29025
TOMM34	-0.476125
ABHD9	2.6015
ADAM32	1.821
CRHBP	-0.52575
AQP2	0.51075
LOC130355	0.95225
ZNF187	-0.188666666666667
ZNF816A	-0.4345
F7	-1.246125
CNOT1	-0.1333
SLC13A4	-1.372
ZBTB11	0.0745
B3GALT5	2.21425
EXOC2	1.61416666666667
IRS1	-1.7148
TMEM1	0.098
MRPL34	0.3385
SAMM50	0.29075
CDC42EP3	2.382
HSF2	0.452
MFN2	0.749
TSPAN7	-2.74883333333333
NUCB1	0.408833333333333
RHOH	-3.32225
ARL16	-0.5755
TACR1	0.382
SFRS5	-1.8135
SNX25	-0.641125
RHBDF1	0.11
PCDH18	3.5985
HMG1L1	-0.58025
MYO5C	-0.050125
MAPK10	3.3925
LDHAL6A	0.0202
NUDT12	-0.501
NCAM1	-0.62225
GLIS2	0.331
GGTL4	1.38425
DAPP1	1.114
ATF7	1.038625
KIAA0748	-1.347
NFIL3	0.0315
TM6SF1	0.2566
SEZ6	-0.1225
NANOS3	1.667
DNAJA3	-0.0318333333333333
CLDN6	-2.2185
CIITA	1.742
EPHA4	1.18508333333333
FANCC	0.32425
CMTM3	0.527
PSG3	-0.21075
MRPL15	0.46175
C21orf59	-1.80625
PLCXD2	-0.0515
C2orf34	1.120875
UBE2L6	-0.143375
MED14	0.124833333333333
HP1BP3	0.7551
C6orf208	-0.1515
TPBG	-1.84075
OSR2	1.15425
XPC	-0.612166666666667
KLHL7	1.05183333333333
CCR3	-0.491666666666667
AGTPBP1	-0.592166666666667
PCSK6	0.5098
STAT5A	0.4512
FAM18B	0.30725
LONRF2	-3.81033333333333
PTPN2	1.41025
SF3A3	-0.140666666666667
EFCBP2	-0.20375
HCFC1	0.7715
AHNAK	0.23955
ACTR5	0.06075
KIF14	-0.941571428571429
TENC1	0.6835
HEATR5B	1.357
YIPF2	1.13216666666667
MYEOV2	0.348
DUSP18	1.18325
KIAA1012	0.4645
AHR	0.335666666666667
C17orf53	-0.9785
PTPRH	-4.304
ATP6V1C1	-0.3027
TAS2R3	0.1345
LOC440356	2.182
COQ10B	0.64425
PSMF1	0.450416666666667
SORBS2	1.46591666666667
NFE2L2	0.38075
TMCO7	0.51025
SH3PXD2A	0.1572
SH2D2A	-0.1455
SPINK5	1.90675
MRPS24	-0.653
OPA3	-0.099625
TRAF7	0.939166666666667
C4orf35	-0.0352
MT1G	-2.135625
MGC39545	2.6945
HS1BP3	0.565
OR2B2	0.7115
CHRM4	0.1065
SFRP2	3.65558333333333
RIC3	-2.349
ART1	0.592
C6orf1	-1.31425
DUS4L	-0.2485
C10orf104	0.4085
TNFAIP6	2.7425
RTEL1	-1.09075
CCT4	-0.2352
ZNF709	-0.15025
CHMP6	-0.585166666666667
UPP2	1.027
CYP19A1	-3.33725
CD151	-0.505
NDUFA13	-0.9965
ARFRP1	-0.201333333333333
FAM26B	1.345
CRYBA1	-2.321
MRPL41	-1.25983333333333
NPFFR2	-1.765125
HRH2	0.302
SCAMP3	0.5085
MTMR6	1.3029
MTG1	-1.32583333333333
UBTD1	1.489
CRABP1	-1.9735
FLJ33790	-0.2558
KIAA1908	-1.98216666666667
GPR158	-2.485
PACSIN3	-0.430333333333333
OMD	3.36733333333333
CATSPER1	-1.21716666666667
HOXB8	-2.089125
FBXO46	1.2135
OAS1	-1.316
SVIL	1.14525
PHB2	-0.15225
ADCY3	-0.2535
NDRG2	2.48566666666667
ERMAP	1.446
APBA2	0.864333333333333
IGSF9	2.83775
WNT6	1.68485714285714
MYCBPAP	-1.4655
ATP2B2	-0.9096
CPVL	-1.483
TRAM2	-0.53425
NOP5/NOP58	-0.28075
ZNRF4	0.30025
TLK1	0.6675
MTMR12	1.71514285714286
ZNF384	0.385833333333333
FAM9B	-3.31575
RPN1	1.3954
PMVK	0.646
EIF3D	0.9235
SIX2	-0.67375
HPS1	-0.333428571428571
RNF7	1.579
PSKH2	0.6245
KCTD13	0.882666666666667
CSMD3	-0.5979
FBF1	-0.172
IL8	-3.500375
SERPINB13	0.143166666666667
FBXL20	-0.07825
BLR1	0.53275
SH2B1	0.0898333333333333
RFNG	-0.602375
RAB20	-0.313166666666667
RBM7	-0.686
POLR1A	0.769
TMPRSS4	-3.69225
TAF9	-1.53275
TERF2	1.45283333333333
TNFRSF1A	-0.354
ACADVL	-1.1565
GTF2H5	-1.0855
EDG8	0.729666666666667
C9orf140	-1.00925
UST6	0.9125
ZBTB8OS	0.27025
ZNF710	0.735
GPR174	-1.346
ATP6V0A2	0.17225
KIAA0319L	-1.22791666666667
XKRX	-1.22
DOPEY2	1.7129
SDHD	-1.16608333333333
SUMF1	0.72175
OSM	2.26075
OPN3	1.63275
DAGLB	-0.169
PPFIBP1	-0.2656
TRIM63	-4.94225
C10orf53	-1.6115
LYPD3	0.348666666666667
BCL7A	1.158125
AGER	-1.84916666666667
TCF19	-1.0835
SAT2	-0.70075
PFTK1	1.20366666666667
GABRE	-2.475625
C15orf38	-0.1646
FIS1	-1.195
KCNV2	-0.106
CLPS	0.37025
PPCDC	-1.579125
FOXN2	-1.27816666666667
NT5E	-2.8854
CD83	2.42775
IL18	1.081875
VPS16	0.1
IGFBP2	-3.543
NOTCH2	1.37775
SIGLEC1	2.182
CD93	5.869
SULF2	-0.8765
CEP164	-0.238125
P53AIP1	2.552
TOR2A	-0.596666666666667
ZNF136	-0.204
MGP	3.5377
CCDC144A	0.787333333333333
TRPC1	0.594
SMS	0.459
MAPK7	0.423833333333333
RRAGC	0.99325
PARD6A	1.41683333333333
NUB1	0.780333333333333
SYNGR4	2.2645
OR11H12	0.378
WIF1	5.4665
GCH1	-0.67575
OR11H4	0.6675
SLC44A5	-0.497
GPRIN2	2.22483333333333
LOC401431	-0.4595
CPA4	-2.9258
MELK	-1.42022222222222
IL15RA	-0.11225
CUL3	1.136
HMBOX1	-2.8065
PODXL	1.318
CCT6B	0.823
COMTD1	-1.52425
MUC20	1.15533333333333
GPX2	-3.96175
ITK	-0.737375
FBXL5	-0.26775
C13orf27	-0.449
DEFA5	0.4785
TRHDE	-1.2265
MTP18	-1.38733333333333
UQCRQ	-1.3993
ITGB2	1.34291666666667
CSRP2BP	-0.2965
TAS2R44	0.589
PHPT1	-2.49475
FAM44C	-0.09125
ERH	-0.90025
MPHOSPH1	0.0695
MORC1	-0.614
PARVB	0.7365
LAMA1	-2.26408333333333
PGBD3	0.08925
GIMAP6	4.02375
AREG	-2.34333333333333
LIPT1	0.16825
MGC99813	0.8965
C1orf201	0.556333333333333
GRIN2A	-1.464
MAN2C1	-1.55775
NSUN5	-2.10025
SF3B5	0.3145
MYC	1.3375
NRXN1	2.87641666666667
ZNF18	-0.26475
SPDYA	0.891125
SLC37A1	0.9635
DECR2	0.008
ANKRD38	4.05075
SPTLC3	-0.403833333333333
SUPT16H	-0.767375
DTWD2	-0.59325
ULBP1	-0.368
ZADH1	-2.00816666666667
OIP5	-0.80675
IL10RB	-0.601833333333333
OTUB2	-0.476875
VWA3A	0.166166666666667
SPIC	2.31
OR6C4	0.2795
PSCD4	0.342
DPY19L2P2	-0.847
TRAPPC6A	-1.8565
C21orf2	-1.33083333333333
CEMP1	-0.50875
LIN7B	0.6955
E2F7	-1.17266666666667
VCP	-0.3526875
LAMA3	2.19233333333333
BGN	1.4205
GPR160	-1.07333333333333
COCH	-0.259
GPR81	-0.691
APOBEC3F	-2.474
tcag7.1017	-0.6345
C1orf32	0.996
SCGB1D2	-0.523
FLJ43987	-0.3215
C6orf170	0.21275
KLK9	0.289
GPD1L	0.187125
VPS37B	1.11175
ATG3	-0.0438333333333333
ADAMTS17	0.316
KLHDC2	-1.126
NDUFV2	0.018
BLK	-3.415
MATN4	2.468
GPM6A	-1.445125
GBP4	2.40933333333333
TMEM162	0.347833333333333
PKP2	2.891
HRASLS	2.26822222222222
MMP1	0.07275
SFXN3	0.1345
FSD1	0.494833333333333
ST6GALNAC3	-1.72133333333333
CA12	-2.1903
NCOA6	0.2
C19orf58	1.3809
PPP4R1	1.03783333333333
MAN1A2	0.463166666666667
IKBKAP	-0.8745
UPF1	-0.0775
KIAA1219	0.8125
WNT16	0.3355
SNW1	-0.0925
IL18RAP	2.05175
RPP30	0.7725
CDC40	-0.376642857142857
SETD3	0.3965
SLAMF6	0.33725
ELK4	-0.3425
TRIM47	1.5055
ACOX3	0.979875
TRIM6	-0.608125
KIAA0372	-1.35566666666667
TP53AP1	-0.241
SMURF2	0.11725
ADAD1	1.07075
EBP	-0.6497
KRTAP13-2	0.3645
FLJ36874	-0.0615
TOR1A	-0.5035
P2RY4	0.135
GPBP1	-0.426
TRPV1	-0.69425
ADAMTS12	0.317833333333333
PES1	0.1705
ATG4A	0.6495
MAGEA10	-4.89925
WFS1	-0.40225
CC2D1B	-0.528833333333333
PABPN1	-0.362
SLC25A30	0.7465
SLCO1C1	0.440666666666667
SLC22A5	-0.39825
KIF23	-1.45816666666667
SYN2	2.5175
ASPN	7.25466666666667
CENTG2	0.8265
QSOX2	-0.7209
FLJ10815	-0.491166666666667
STK24	0.9230625
SPEG	0.7908
STK10	-0.479333333333333
DACT2	-2.766
AAAS	-0.926
SSX3	-1.6435
ABCD3	1.6024
C4orf12	-0.972875
PARVG	1.9925
FIG4	0.68525
C9orf46	0.03575
TMCO6	-0.2825
IGHMBP2	0.31125
DUS2L	-0.308166666666667
FAM3C	-0.142875
TMEM16D	0.0715
DCTN4	0.18325
KCNH3	1.94175
EIF2AK2	-0.244
AP1S3	1.135875
CST4	1.4555
PAM	2.1288125
NUTF2	0.17425
CITED2	0.219
SLC39A4	0.6235
C2orf52	-1.664
GRM3	-0.71775
C12orf49	1.637875
CCDC49	-0.5262
GRAMD1B	-1.81228571428571
FNDC4	1.765
SIAH2	0.41025
GDPD4	-0.264
C21orf87	0.41525
ATP5A1	0.183666666666667
C16orf63	-0.418625
LOC388135	-1.69366666666667
ATP5J2	-0.75475
MMP3	-0.94575
EMID2	-0.1185
CRHR1	0.207
WDR70	0.53825
C13orf31	1.4825
ZFAND1	0.74925
CCL18	4.09216666666667
C3orf49	-1.032
RINT1	-0.3265
KIAA0408	-1.3255
F13A1	4.5961
SLC10A1	0.306833333333333
OGN	-0.98925
GIPC2	-0.5725
XPO6	-0.396166666666667
LCE1A	1.6905
FMR1	0.1557
LOC374920	0.33875
DUSP3	-0.577375
ANKMY1	-0.51625
C7orf50	-0.5395
BBS9	0.6839
UNC119B	0.301714285714286
C9orf72	1.80175
MGC35440	-0.32575
ENTPD6	-1.05675
PPP1R2P9	0.76225
ERCC4	-0.43625
FAHD2B	-0.1455
HMHA1	-0.418
HACL1	-0.997
RAD23A	-0.4105
FAM83B	0.41375
PPP5C	0.0313333333333333
RNASEH2C	-1.21025
C9orf153	-0.8085
SCAMP4	-0.406
GHITM	0.5128
NDUFB7	-0.16625
ADCYAP1	1.33816666666667
SP110	-0.534333333333333
MAP3K7IP2	0.37025
DHH	-0.006
AGRN	1.44928571428571
WDR33	0.218833333333333
CEP290	-1.172
PRPS1L1	-1.3485
KLRA1	0.564
GPR97	-0.397
CHD7	-0.392583333333333
TLR10	0.63425
SLC30A8	-0.805
HIC1	0.800833333333333
IAPP	-0.116
RXFP4	0.30925
GP1BB	-0.58925
SHQ1	-0.0995
NKX2-3	0.147666666666667
API5	0.3295
FTHP1	0.603
MOV10L1	2.41016666666667
TRIM6-TRIM34	0.2425
ADHFE1	1.48925
FAM117A	0.73275
DDI1	0.205833333333333
CDON	0.480833333333333
TRIM73	-1.362
IGKC	3.2955
MMP14	-0.189166666666667
DYNC1LI1	0.261375
C11orf66	-0.6135
TRBV3-1	-1.19125
FASTKD5	0.078
BIVM	-0.6135
LHX4	0.0125
CXCL2	-2.9068
RAB2B	-0.128666666666667
IZUMO1	0.4945
MAP3K15	-0.39525
FAM19A2	1.29866666666667
ZC3H8	-0.267666666666667
ZMAT1	0.491875
SPINK5L3	-2.066
SLC10A6	0.8585
APPL2	-0.215
CARD10	-0.396666666666667
LOC402176	-1.27025
EEF1D	-0.2451
RAB6A	1.739
C12orf5	0.121
PAPOLG	1.97475
MSRB2	-0.69225
BCR	1.99411111111111
PUS3	-0.39025
TIAM2	3.382
ZNF317	0.2075
CHD2	-0.0149285714285714
FZD5	-0.953409090909091
NUDT8	-1.16325
ZNF763	-0.382
PRC1	-0.304333333333333
ABCB9	0.538333333333333
SPATA3	0.2705
TRAK2	1.125625
STAB1	3.2525
LRRTM2	-0.6595
psiTPTE22	-0.48475
DBI	0.12525
SERPINA11	-3.83825
NAT5	0.2525
C20orf58	-2.60675
RPS6KA4	-0.136
FLJ90650	-1.44125
TGFBRAP1	0.27925
CHRDL2	2.055625
FAHD2A	-0.730333333333333
CNTN1	0.18675
BBS4	-1.9936
TMEM181	0.8675
MINPP1	0.58925
MPHOSPH6	0.575545454545454
HOXC10	-2.1692
ITPKB	1.64775
CLPTM1L	0.5605
MEOX2	0.526333333333333
ATP6V0C	0.078875
PRPF8	0.0561666666666667
TMC5	-1.07975
FKBP3	-1.14975
PLEKHB2	-0.712875
OR4D6	0.593
ZNF544	-1.0695
D2HGDH	-0.92375
RPL18A	-0.1202
HEL308	-0.996
MPP6	-1.70825
TCERG1	-0.775
KRT16	3.9315
KLF17	-0.832
KLF5	2.262875
CDR1	0.24825
VCX3A	-3.7955
FBLN2	2.55675
C14orf104	0.11275
HBE1	-4.6052
OR4S2	1.355
C1orf108	-0.0961666666666667
ROBO4	3.8495
CPEB4	-0.378625
C11orf80	0.917333333333333
BCKDHA	0.653666666666667
MYOC	0.801
GIF	0.67
CKMT1A	1.993
RPL3	0.3947
THBS1	1.103375
APOO	-0.71825
ARMCX1	1.25525
HSZFP36	0.32875
SNAPC5	-0.67825
EIF4ENIF1	1.46
ZNF433	-1.9185
TNFRSF21	2.338125
TMPRSS7	0.344
SPATA18	0.6757
HPDL	-1.526
MKL2	0.8121
TBX3	-3.46407692307692
C21orf93	0.522833333333333
DAXX	-0.52325
ELMO1	-0.416
RGS13	0.246833333333333
TAF11	-0.17425
UNC13A	-1.19628571428571
LOC653314	-0.9563
ORC3L	-0.141
IMAA	-3.16
TARBP2	-0.10225
CABIN1	0.5863
TRIOBP	0.8688125
HIST1H2AC	-0.51575
RGS22	-1.3775
NCOA1	1.2285
IL25	0.742
SNCG	1.884
GPR6	1.1555
AMDHD1	-0.494333333333333
CHEK2	0.725625
C6orf142	0.76575
DRD4	-0.124
C14orf68	1.14075
GDF11	0.12225
SEMG2	-0.3065
CD247	2.333
CDAN1	-0.20375
RBMX2	0.514666666666667
TGS1	0.863
OIT3	1.69625
SYF2	0.628
MCM4	-1.1545
PKHD1L1	2.053875
CEP192	0.4515
IFT88	0.067
RPL9	-0.495928571428571
RAB32	-0.135
DDX43	1.924
P2RX2	0.304333333333333
OR5D18	-0.472
UBE1	0.375833333333333
SLC24A1	-0.48325
ARHGAP5	-0.58425
CETP	0.30875
KIAA1731	-0.934666666666667
SLC9A4	0.552
PTPN6	-0.123
BAHD1	0.7915
GRIK3	-0.431
CACNB2	-1.0898
PDE10A	-1.542
DGCR14	0.48125
PCDHB9	0.0683333333333334
RHOQ	0.895
MAP3K4	-0.29725
KTI12	-0.0516666666666667
RPL23AP13	-0.2615
GNG11	-0.67525
CLCN3	0.17
GPAM	-0.371125
VSTM2A	-0.223
SLAMF7	0.954666666666667
INTS2	-1.35725
PPP2CA	-0.4271
LRP12	2.19113333333333
SEC14L2	-0.880888888888889
DKFZP586H2123	4.36775
MC3R	0.079
CIRH1A	0.735666666666667
HIST1H2AB	0.210166666666667
POLH	-0.701875
MGC16703	-1.38233333333333
SNAPC2	-0.442
FILIP1L	1.25175
RASGRP4	0.286
LRRC1	2.04075
GAS1	0.185
PRAC	-1.32725
DGKA	0.0956666666666667
NT5C3	-0.23475
PEG3	-5.03041666666667
NADK	-0.45075
PRR17	-1.43925
LOC374569	-0.6935
SGSH	-1.89783333333333
NLRP8	0.375
GALT	-1.0153
MCF2	-0.483
ZNF263	0.165
TACSTD1	2.49133333333333
TYR	-6.1707
ATP6AP2	0.43075
RNUXA	-0.7415
ABHD10	0.5067
GDPD2	-1.22925
SLC35C1	0.92625
UBE2A	0.28875
HERC5	1.59
FAM112B	-4.44216666666667
FBXL16	-0.57225
DKFZP434A0131	-1.28225
ELA3A	-2.2565
RBM41	-0.882375
HAO2	-0.589666666666667
RNH1	-0.22775
SHANK2	1.89183333333333
OSBP2	-2.767625
DAK	-1.06766666666667
C3orf58	3.95708333333333
TCL1B	-2.442
KBTBD2	0.139
SUGT1L1	0.1625
UBE2E2	1.54716666666667
MYL9	2.64925
CDC23	-0.7585
PBXIP1	1.7241
CXorf40B	-0.299
NBL1	0.849
RTBDN	0.7035
RAB11FIP5	0.47725
TTTY13	-0.718
SCOTIN	-1.19833333333333
SOHLH1	-1.047
CDKN1A	-0.184214285714286
NCK1	2.48025
ZNF550	-0.2155
SAPS3	0.16575
SPIN3	0.813166666666667
MAGEE2	0.048
MIS12	-1.3915
OR8H2	0.2395
KIAA0774	2.32
UNC5D	-1.8135
CUL7	-0.335666666666667
LIPC	-2.50766666666667
DIO1	-1.58825
C20orf11	0.9147
CTRL	-0.28875
HS3ST2	0.18125
PAK4	0.943833333333333
CCRL1	1.835
RNF10	0.35375
ZNF567	0.55425
ZNF660	-0.5445
TCEAL3	-0.2645
MAGOH	-0.734
CENPB	-0.0723333333333333
C19orf7	1.2765
LOC388965	-0.4675
ZCCHC13	0.1925
JMJD1A	0.1908
HIST1H4H	-1.597
TBRG1	-1.6583
GPC3	-5.785875
TAF1C	-0.3755
EBNA1BP2	-0.707666666666667
CIAPIN1	0.168
PDGFRA	-1.08172222222222
CSTB	0.40975
CENPI	-1.20133333333333
GTF2E2	0.799
RPP21	-0.78675
CCNF	-0.562666666666667
KCNQ3	1.383
FAM79A	1.4555
SLC22A12	0.4465
NOVA1	-1.171
FZD3	1.7928
AKAP8	-0.11225
SOCS5	1.14325
CFDP1	0.07725
DLG5	2.3635
PGM5	1.22383333333333
C1orf144	0.335
HDAC10	-1.6815
RND2	-0.53
C20orf199	-2.37975
RNMT	0.481875
SLURP1	-0.14375
ASTN1	-0.538
SH3BGR	3.93125
MYCL1	-0.8275
ZHX1	0.294666666666667
CENPK	-1.4355
FOSB	-0.2737
LOC643406	0.475125
C2orf59	-2.432625
TMEM135	0.159875
SLC27A2	-4.73175
KRT33A	3.331
OVOL1	0.131625
PAMCI	-2.05366666666667
S100A7	-1.819
ZNF789	-0.232
HARS2	-0.50675
RPL23A	-0.381833333333333
TCF23	0.00549999999999999
UPF3B	-0.23725
C17orf78	-1.1765
HLA-DOB	2.116
C14orf142	0.341166666666667
TEKT5	1.40433333333333
DMWD	0.101
POLD1	-1.16
GSCL	0.1105
CALD1	1.0838
SCRT1	-0.078
AIG1	-0.70925
UNC84B	0.7815
ZNF404	-1.4035
TMED6	-3.466
KIAA1462	0.3115
LRRC27	0.5695
PYGO1	-1.1545
PIGU	-0.1565
ALAS2	-3.815
WRNIP1	1.5065
CNNM3	0.0675
ZNF2	1.3425
ST3GAL5	-2.21991666666667
MRPL23	-0.62925
TSSK6	0.0425
PSMA6	-0.55925
C16orf70	-0.22625
KIAA1602	0.67125
ALMS1	0.7195
DCN	1.101875
TMEM132D	-1.14475
SUCLG2	0.05275
ABHD14A	-0.4885
DEXI	0.141833333333333
AMPD2	-0.567333333333333
IFNAR2	0.676666666666667
CYB5A	0.6039
TLOC1	0.86635
NXF5	-0.802333333333333
NRBF2	1.201875
KCTD3	0.694
ITGAE	-1.26933333333333
SLC30A3	-0.853666666666667
ZRF1	-0.481
IFRD2	-0.2535
XAB1	0.26575
PYCR2	-0.1055
SERPINB3	-5.0255
TMLHE	0.0531
GEFT	-1.259125
ABCA5	-3.492125
EMR4	-0.623
TSFM	-0.41175
HIST3H2BB	-1.20475
ARHGEF19	2.907
TSPAN17	0.248166666666667
ABCC8	-1.18
MAP1S	0.4445
C22orf36	1.782
BNC2	-1.5865
HIST1H4A	-1.292
NDUFS3	0.772666666666667
WDR3	0.534
XKR4	-1.23066666666667
TTC33	1.03785714285714
STMN2	3.25475
CPN2	-0.632166666666667
HSPC105	2.14275
PCOLCE2	1.404
C3orf55	0.566
KLHDC9	2.80316666666667
TBC1D23	0.795375
ATXN2L	-1.40975
MAP2K3	1.66908333333333
SCAP	-0.61475
ZNF486	-1.28833333333333
C20orf96	0.5945
NARS	0.2075
ADAMTSL1	-0.830071428571428
PRCC	1.60666666666667
CCDC126	2.4075
ZNF675	-1.4355
CALCOCO1	0.17625
ANKRD43	1.01225
CWF19L2	0.1065
ZBTB32	0.9375
BRAF	0.847
ODF4	0.76975
MGC14376	0.134833333333333
HORMAD1	4.17383333333333
AAK1	-0.211166666666667
PEBP1	0.803916666666667
TNFSF5IP1	0.834
DKFZp564N2472	0.62525
RMND1	-0.546375
IGKV1-5	4.317
COL1A2	1.85191666666667
SERPINA5	-3.2085
AANAT	0.3905
C19orf21	-1.47533333333333
GEMIN5	-0.4025
UBR4	0.878333333333333
LTBP3	1.56633333333333
AMHR2	-2.36133333333333
PROCR	0.15075
MYBBP1A	-1.03725
C20orf39	-0.7135
ZNF697	0.20425
PASK	-0.5423
ZNF776	0.388166666666667
RFXDC2	-0.302
KIAA0467	-0.47925
C10orf96	-1.565
ZNF503	0.399
GULP1	0.535583333333333
KCNE4	-2.47683333333333
DKFZp434K191	-1.937875
LOC196913	-0.416
BHLHB4	-0.547
CH25H	0.463
LOC81691	-1.38366666666667
ALPL	3.43142857142857
COL12A1	2.0325
FOLR3	-1.82616666666667
GPR123	-0.189875
TRIM62	-0.285285714285714
ABLIM1	2.93383333333333
MAST3	-0.66725
RHBDD1	0.263833333333333
LOC338809	-0.0695
RYBP	-0.86925
TTC26	-0.43925
ZNF22	0.6345
ISCA2	-1.372
RDM1	-2.0175
PIGM	-0.3295
GNB3	-1.2695
ACTR2	0.2816
HMGB1	0.02615
EDG1	3.69883333333333
SOAT2	-3.2785
OR10AD1	0.1025
RAP1GDS1	-0.471416666666667
LCE1F	1.241
ESM1	0.56975
RCN3	2.6375
CREBL1	-0.69175
DBNL	-0.305333333333333
PTGER3	0.86225
USP30	0.0625
BCL2L12	-0.206666666666667
KIF26B	1.55575
ZNF416	0.7425
ZNF225	0.5155
C17orf70	-0.2045
ZNF554	0.64
RAE1	-1.5355
TNIK	0.0416666666666667
ACTN3	1.118
MGC45922	-0.3895
CCNA1	3.99683333333333
RYK	0.904333333333333
IL26	-0.598
LRP3	0.225833333333333
QARS	-0.279
SOX7	1.504
BID	1.575125
OR2S2	1.2025
CXCL14	3.07875
C11orf47	-0.3045
MGC29891	-0.9635
HSPB8	-0.892
PRDM14	-1.441
NUFIP2	0.74275
MNAT1	-0.439125
ZDHHC2	2.02608333333333
MBNL2	0.885
ADD3	1.56375
CSNK2A1P	0.023
KLK6	-2.16566666666667
TMEM111	-0.5501
KIAA1279	0.542
NUBP2	0.510333333333333
RAB42	-0.49625
ID3	-0.5088
TM9SF1	-0.81625
MDP-1	-1.26275
POU4F2	0.481
IQCK	1.23575
C16orf14	-0.60925
CAPN3	-1.5015
FAM43B	-0.730875
RECQL	0.3045
AP1G1	0.303
CTNNBL1	0.2
ECHDC1	-0.260666666666667
SMARCC1	0.2532
FOXQ1	-2.285875
GNAI3	0.1155
POLG2	-2.24625
CD4	0.847
ITLN1	-0.61525
EBI2	4.12875
IRF1	0.408
PTPRE	1.3628
PTK2B	0.51075
NXNL2	-1.5075
SOX4	3.17422222222222
TSPAN3	-0.233833333333333
SH2D1A	-2.5385
C8orf58	-0.269333333333333
USP20	-1.4375
DUSP22	0.884833333333333
CALB1	-2.2585
L3MBTL2	0.84225
MCRS1	0.14125
TMEM118	0.592833333333333
C18orf8	2.07916666666667
FLJ10241	-0.0615
GJA12	0.903
PKD1	-0.7035
ZFP3	0.2875
JAM3	-1.73975
LAPTM4A	1.1341
DIRC2	0.761
KIAA2022	-2.15466666666667
MYOM1	2.16883333333333
TRPM8	-2.51066666666667
MOP-1	0.36225
PHKG2	-0.728
ZNF650	0.79175
KIAA1522	2.029375
PSG8	-1.86033333333333
DDX19B	0.218
MOBKL1B	-0.4925
DIAPH2	0.500083333333333
PTPN12	0.47225
CLN8	0.2092
CRYZL1	-0.428
CRY2	0.559583333333333
FCGR2B	4.1175
PNPLA4	0.322
ZNF454	1.369
DKFZp434B1231	-0.2375
CLDN11	-0.0512
RFWD2	0.816833333333333
CIB2	-0.2425
MXRA8	4.58075
HRK	0.722
MAML2	0.56575
C4orf31	-1.72
C6orf192	0.40825
COG6	0.1325
FAM5B	-0.72225
NFATC1	2.4744
SEPT10	0.28625
SCYL1	-0.3574
RPP40	0.16525
SCOC	0.2835
KIAA1450	0.7435
CTDSPL2	0.412
TBX5	2.32716666666667
NAPG	-1.109
RHD	-4.721
C14orf45	0.984833333333333
ZBTB22	1.07
PLCG1	-1.5995
ANKRD10	-0.86525
AQP7P2	-0.93925
TAGLN2	0.3885
HTR2C	-0.904333333333333
SLC16A7	-1.709
C17orf83	0.3205
TSGA14	-0.474666666666667
MDH1	-0.35375
PPP3R2	0.2765
DCBLD2	-0.0865
RBM33	-0.471
DPH3	-2.3765
SYT10	-0.708
FMO4	1.99425
THYN1	-0.027
DRD5	-1.6875
OTOR	0.446142857142857
PGRMC2	0.1254
KATNAL1	-1.087125
PAQR6	-0.31325
UBE2I	0.57875
C14orf28	-0.4995
C8orf70	0.5505
FLYWCH1	-0.72725
ANGPTL3	-0.989333333333333
GLRX2	-0.6225
ATP11A	1.21057142857143
ARL5B	0.747625
MUC16	-3.004
SLC25A5	-1.08071428571429
ACRC	-2.33575
MYO1C	-0.5775
FAM89B	2.01033333333333
FAS	1.86475
KIFAP3	2.06375
GLRA2	-0.8085
BTN3A2	-0.8964
CNKSR3	0.3405
CSTF3	0.354666666666667
ARPM1	2.052
KIAA1530	-1.4695
C9orf150	3.30316666666667
PRKCI	0.914
tcag7.1015	-0.14
SOD3	-1.055
ZNF574	0.4695
CYP21A2	1.867
RPL12	-0.11175
COMMD2	0.10125
WIZ	1.537
LOC344405	-1.66475
ALDH4A1	-0.902588235294118
CRYAB	2.87
COPA	0.440566666666667
PCDHGA7	0.356
KIF11	-0.21225
RASD2	0.872875
SLC26A3	-0.5635
ZNF175	0.253
JAKMIP2	3.450875
C8orf4	2.59416666666667
PTHLH	1.409
SLC40A1	1.1345
OR7D4	0.526166666666667
PCDHB17	-0.9115
CD36	1.82721428571429
C6orf203	0.9341
PRKG2	0.23
LOC400566	0.10975
ANAPC13	-0.49075
SLCO3A1	-1.523
ZNF692	-1.649
FANCL	0.2785
SH3GLB1	0.7215
C12orf61	0.6305
KBTBD6	0.23075
SUPT5H	0.733625
XRCC6	0.3741
HUS1B	1.1782
FAM133B	-0.702357142857143
LOC728276	-0.6695
KCTD18	1.53825
SOS2	0.288166666666667
CCDC99	-1.1135
C1QTNF5	3.362
NNAT	-0.046
USP16	-0.30075
