Hybridization REF	TCGA-AN-A0G0-01A-11R-A034-07
PXDN	1.759875
SLMO1	1.0715
TNXB	0.3613
BIRC7	-1.27825
A4GALT	-0.134
TIMM22	-0.27625
FAM110C	1.982
TOMM34	-0.376875
ABHD9	0.5965
ADAM32	2.25
CRHBP	-1.08875
AQP2	0.569
LOC130355	1.292
ZNF187	-0.131333333333333
ZNF816A	0.3055
F7	-1.14925
CNOT1	-0.0453
SLC13A4	-0.581
ZBTB11	-0.61925
B3GALT5	-0.13925
EXOC2	-0.526166666666667
IRS1	-1.58
TMEM1	-0.257
MRPL34	-0.4155
SAMM50	0.43325
CDC42EP3	0.0555
HSF2	-0.1097
MFN2	0.07625
TSPAN7	-3.0795
NUCB1	0.807166666666667
RHOH	-3.00425
ARL16	-0.221
TACR1	-1.206
SFRS5	-1.35666666666667
SNX25	-0.3555
RHBDF1	0.107
PCDH18	1.21966666666667
HMG1L1	0.2045
MYO5C	0.49625
MAPK10	1.016
LDHAL6A	0.214333333333333
NUDT12	-0.794333333333333
NCAM1	-0.7765
GLIS2	0.5125
GGTL4	0.0765
DAPP1	-0.05375
ATF7	0.77875
KIAA0748	-1.664
NFIL3	1.00525
TM6SF1	-0.7411
SEZ6	0.545
NANOS3	1.04766666666667
DNAJA3	-0.345833333333333
CLDN6	-1.57
CIITA	2.5322
EPHA4	-0.597083333333333
FANCC	0.0085
CMTM3	0.037875
PSG3	-0.4505
MRPL15	0.72825
C21orf59	-0.00525
PLCXD2	0.0505
C2orf34	0.261375
UBE2L6	0.826125
MED14	-0.0563333333333333
HP1BP3	0.1744
C6orf208	-0.142
TPBG	0.62
OSR2	-2.1885
XPC	-1.82483333333333
KLHL7	0.127083333333333
CCR3	-0.767
AGTPBP1	-0.811
PCSK6	-0.7696
STAT5A	-1.8131
FAM18B	-0.27125
LONRF2	-1.84133333333333
PTPN2	0.298375
SF3A3	-1.066
EFCBP2	-1.16275
HCFC1	-0.828333333333333
AHNAK	-1.93745
ACTR5	-1.17075
KIF14	-0.361571428571429
TENC1	0.67225
HEATR5B	0.6935
YIPF2	0.902333333333333
MYEOV2	0.960833333333333
DUSP18	0.94625
KIAA1012	0.32375
AHR	1.451
C17orf53	-0.7875
PTPRH	-4.07575
ATP6V1C1	-0.7197
TAS2R3	0.5435
LOC440356	0.3025
COQ10B	-0.16975
PSMF1	0.15525
SORBS2	3.45908333333333
NFE2L2	-0.07225
TMCO7	-0.59625
SH3PXD2A	0.3251
SH2D2A	-0.33225
SPINK5	-4.4815
MRPS24	-0.13475
OPA3	0.4105
TRAF7	0.0725
C4orf35	0.366
MT1G	-0.0465
MGC39545	-0.423666666666667
HS1BP3	-0.2266
OR2B2	0.6535
CHRM4	0.0455
SFRP2	0.2425
RIC3	-2.36433333333333
ART1	-0.611
C6orf1	-0.772375
DUS4L	-0.35675
C10orf104	0.42475
TNFAIP6	2.052
RTEL1	-0.584
CCT4	-0.4884
ZNF709	0.2175
CHMP6	0.0321666666666667
UPP2	0.80775
CYP19A1	-2.883375
CD151	0.58
NDUFA13	-0.216
ARFRP1	-0.5035
FAM26B	1.41025
CRYBA1	-2.334
MRPL41	-0.831166666666667
NPFFR2	-1.601125
HRH2	0.4005
SCAMP3	0.727166666666667
MTMR6	0.507
MTG1	-1.7795
UBTD1	1.2775
CRABP1	-3.0935
FLJ33790	-0.6181
KIAA1908	-1.66233333333333
GPR158	1.859
PACSIN3	0.111333333333333
OMD	3.23733333333333
CATSPER1	-0.316
HOXB8	-0.9005
FBXO46	0.19
OAS1	0.0778333333333333
SVIL	0.61025
PHB2	-0.747
ADCY3	-0.524
NDRG2	2.69083333333333
ERMAP	-0.1995
APBA2	-0.211666666666667
IGSF9	2.31525
WNT6	-0.953428571428572
MYCBPAP	-1.032
ATP2B2	-0.1553
CPVL	3.5862
TRAM2	-0.656083333333333
NOP5/NOP58	-0.16625
ZNRF4	0.29625
TLK1	0.569125
MTMR12	1.384
ZNF384	-0.00299999999999999
FAM9B	-3.228
RPN1	0.1657
PMVK	0.51975
EIF3D	1.0542
SIX2	-0.87425
HPS1	1.18635714285714
RNF7	-0.309
PSKH2	0.0915
KCTD13	0.360666666666667
CSMD3	-0.5265
FBF1	-1.173
IL8	-1.161125
SERPINB13	0.156909090909091
FBXL20	-0.37475
BLR1	0.442
SH2B1	-0.593833333333333
RFNG	-0.447375
RAB20	0.345333333333333
RBM7	1.064
POLR1A	-0.634833333333333
TMPRSS4	-2.893
TAF9	-0.722375
TERF2	-0.1595
TNFRSF1A	0.24325
ACADVL	-0.546333333333333
GTF2H5	0.18275
EDG8	-1.50733333333333
C9orf140	-0.199375
UST6	-0.575
ZBTB8OS	0.5785
ZNF710	1.1845
GPR174	-1.4215
ATP6V0A2	0.59725
KIAA0319L	-0.53825
XKRX	0.1555
DOPEY2	0.4635
SDHD	0.5175
SUMF1	1.21875
OSM	1.87875
OPN3	0.3405
DAGLB	0.158333333333333
PPFIBP1	0.94
TRIM63	-2.25075
C10orf53	-1.489
LYPD3	-1.40183333333333
BCL7A	-0.3185
AGER	-1.17616666666667
TCF19	-0.8145
SAT2	0.30525
PFTK1	0.480166666666667
GABRE	-2.32125
C15orf38	0.6316
FIS1	0.1825
KCNV2	0.37475
CLPS	1.062
PPCDC	-0.38575
FOXN2	0.716666666666667
NT5E	-2.5017
CD83	0.36025
IL18	1.090125
VPS16	-0.234
IGFBP2	-1.27783333333333
NOTCH2	-0.157
SIGLEC1	2.60225
CD93	5.022
SULF2	0.38525
CEP164	0.00737499999999999
P53AIP1	-0.847666666666667
TOR2A	0.0511666666666667
ZNF136	-0.3815
MGP	3.6176
CCDC144A	-0.459
TRPC1	-1.54516666666667
SMS	-0.852333333333333
MAPK7	-0.498333333333333
RRAGC	0.22825
PARD6A	0.259
NUB1	-0.3575
SYNGR4	0.414
OR11H12	0.5805
WIF1	4.832
GCH1	1.05225
OR11H4	0.122
SLC44A5	-1.649
GPRIN2	0.527333333333333
LOC401431	0.93425
CPA4	-1.8534
MELK	-0.108222222222222
IL15RA	0.694
CUL3	-0.797875
HMBOX1	0.96925
PODXL	-0.99275
CCT6B	1.99816666666667
COMTD1	-0.5145
MUC20	1.03816666666667
GPX2	-3.790375
ITK	-1.587
FBXL5	0.4485
C13orf27	-0.61975
DEFA5	-0.0135
TRHDE	2.227
MTP18	0.558833333333333
UQCRQ	0.265
ITGB2	1.16258333333333
CSRP2BP	0.035
TAS2R44	0.458
PHPT1	-0.779875
FAM44C	-0.35375
ERH	0.7685
MPHOSPH1	-0.7155
MORC1	-0.047
PARVB	0.32
LAMA1	0.675416666666667
PGBD3	0.5795
GIMAP6	3.66075
AREG	-3.8495
LIPT1	0.2665
MGC99813	-0.36425
C1orf201	0.705666666666667
GRIN2A	0.0762
MAN2C1	-1.061
NSUN5	-0.6515
SF3B5	0.26825
MYC	-1.315625
NRXN1	-0.98625
ZNF18	-0.5565
SPDYA	-0.903625
SLC37A1	1.5345
DECR2	0.38925
ANKRD38	1.53125
SPTLC3	-0.58225
SUPT16H	-1.097
DTWD2	0.9825
ULBP1	-1.5455
ZADH1	0.300166666666667
OIP5	-0.60425
IL10RB	-0.1725
OTUB2	-0.413
VWA3A	0.0744
SPIC	0.937666666666667
OR6C4	0.6605
PSCD4	1.0655
DPY19L2P2	-0.8415
TRAPPC6A	-0.8615
C21orf2	-1.276
CEMP1	-0.96775
LIN7B	-0.3975
E2F7	-1.32483333333333
VCP	-0.114
LAMA3	-0.520833333333333
BGN	1.56475
GPR160	-0.138166666666667
COCH	-1.90366666666667
GPR81	0.818
APOBEC3F	-1.9755
tcag7.1017	-0.82275
C1orf32	0.6735
SCGB1D2	-0.49825
FLJ43987	-0.5565
C6orf170	0.2825
KLK9	0.3705
GPD1L	0.1315
VPS37B	1.255
ATG3	-0.786833333333333
ADAMTS17	-0.3885
KLHDC2	-0.362
NDUFV2	0.09175
BLK	-2.8775
MATN4	-0.351
GPM6A	4.18
GBP4	2.91866666666667
TMEM162	0.0531666666666667
PKP2	0.7605
HRASLS	2.65477777777778
MMP1	2.95075
SFXN3	-0.3826
FSD1	-1.61833333333333
ST6GALNAC3	0.338666666666667
CA12	-1.3733
NCOA6	-0.05275
C19orf58	0.3369
PPP4R1	-0.2705
MAN1A2	1.22416666666667
IKBKAP	-1.43325
UPF1	0.0398333333333333
KIAA1219	-0.39825
WNT16	0.92725
SNW1	-0.037875
IL18RAP	2.995
RPP30	0.15075
CDC40	0.127642857142857
SETD3	0.1155
SLAMF6	-0.116
ELK4	0.451
TRIM47	0.788
ACOX3	0.840625
TRIM6	-0.568875
KIAA0372	-0.788333333333333
TP53AP1	-2.211125
SMURF2	-0.40425
ADAD1	-0.014
EBP	-1.0703
KRTAP13-2	0.131
FLJ36874	-0.456166666666667
TOR1A	-0.654666666666667
P2RY4	1.0495
GPBP1	-0.18225
TRPV1	0.039875
ADAMTS12	0.564
PES1	0.1521
ATG4A	0.0703333333333333
MAGEA10	-4.38875
WFS1	0.5565
CC2D1B	-0.362666666666667
PABPN1	0.0601250000000001
SLC25A30	2.25125
SLCO1C1	-0.1045
SLC22A5	-0.51775
KIF23	-0.982166666666667
SYN2	-0.9515
ASPN	8.63133333333333
CENTG2	0.70125
QSOX2	-1.5211
FLJ10815	-0.307833333333333
STK24	-0.6454375
SPEG	0.6665
STK10	-0.2625
DACT2	-3.0745
AAAS	-0.799
SSX3	-2.16425
ABCD3	0.4548
C4orf12	0.3625
PARVG	0.435833333333333
FIG4	0.08375
C9orf46	-0.61325
TMCO6	-0.855
IGHMBP2	-0.58625
DUS2L	-0.954
FAM3C	1.0679375
TMEM16D	-2.31175
DCTN4	-0.47175
KCNH3	-0.4165
EIF2AK2	0.3265
AP1S3	2.780375
CST4	0.158
PAM	0.6154375
NUTF2	-0.352
CITED2	0.9816
SLC39A4	0.54225
C2orf52	-1.1765
GRM3	-0.333
C12orf49	2.000125
CCDC49	-0.4234
GRAMD1B	-1.39525
FNDC4	-0.0625
SIAH2	-0.646375
GDPD4	0.39025
C21orf87	0.783
ATP5A1	0.360833333333333
C16orf63	-0.45225
LOC388135	-1.5885
ATP5J2	-0.24475
MMP3	-0.9255
EMID2	0.45275
CRHR1	0.4255
WDR70	-0.4345
C13orf31	2.022
ZFAND1	0.59125
CCL18	4.29
C3orf49	-0.296
RINT1	-1.0515
KIAA0408	-3.015
F13A1	3.4555
SLC10A1	0.397166666666667
OGN	0.042
GIPC2	3.1925
XPO6	-0.421333333333333
LCE1A	0.4925
FMR1	-0.301
LOC374920	-0.383
DUSP3	0.28025
ANKMY1	-0.89675
C7orf50	-0.13475
BBS9	0.35
UNC119B	0.694
C9orf72	0.383875
MGC35440	0.47925
ENTPD6	0.849625
PPP1R2P9	0.38375
ERCC4	0.10225
FAHD2B	-0.337
HMHA1	-0.904
HACL1	-1.23425
RAD23A	0.784166666666667
FAM83B	1.059
PPP5C	-1.14616666666667
RNASEH2C	-0.082125
C9orf153	-0.6955
SCAMP4	0.36025
GHITM	0.1172
NDUFB7	0.142875
ADCYAP1	-0.000833333333333327
SP110	0.218833333333333
MAP3K7IP2	0.5415
DHH	0.337
AGRN	0.616285714285714
WDR33	-0.0771666666666667
CEP290	-0.47
PRPS1L1	-1.763
KLRA1	-0.559
GPR97	-0.1435
CHD7	0.752416666666667
TLR10	0.2805
SLC30A8	-1.781
HIC1	0.618333333333333
IAPP	0.527
RXFP4	0.596
GP1BB	0.51875
SHQ1	-0.492
NKX2-3	0.232
API5	-0.3065
FTHP1	0.4585
MOV10L1	1.0126
TRIM6-TRIM34	1.01
ADHFE1	-0.07875
FAM117A	-1.479
DDI1	0.606333333333333
CDON	-0.0936666666666667
TRIM73	-1.9
IGKC	4.649
MMP14	0.0128333333333333
DYNC1LI1	-0.437375
C11orf66	0.07775
TRBV3-1	-1.05925
FASTKD5	0.90625
BIVM	-1.5905
LHX4	0.39775
CXCL2	0.6471
RAB2B	-0.981333333333333
IZUMO1	-0.582
MAP3K15	-2.92571428571429
FAM19A2	1.39233333333333
ZC3H8	-0.230833333333333
ZMAT1	-1.42725
SPINK5L3	-3.64375
SLC10A6	0.7325
APPL2	-0.541
CARD10	-0.0593333333333333
LOC402176	-0.033875
EEF1D	0.3929
RAB6A	1.0679
C12orf5	-0.55775
PAPOLG	0.643
MSRB2	0.67425
BCR	1.51916666666667
PUS3	0.824
TIAM2	0.835
ZNF317	-0.138333333333333
CHD2	0.488714285714286
FZD5	0.720909090909091
NUDT8	-0.66725
ZNF763	-0.5365
PRC1	-0.446444444444444
ABCB9	0.502333333333333
SPATA3	0.4115
TRAK2	-0.865625
STAB1	3.0665
LRRTM2	-0.0538333333333333
psiTPTE22	0.331
DBI	1.242
SERPINA11	-3.5625
NAT5	0.22425
C20orf58	-2.57075
RPS6KA4	-0.118333333333333
FLJ90650	-0.698
TGFBRAP1	-0.2495
CHRDL2	0.515625
FAHD2A	-0.2895
CNTN1	0.45375
BBS4	-0.1245
TMEM181	1.23975
MINPP1	-0.575
MPHOSPH6	0.538083333333333
HOXC10	2.1026
ITPKB	0.543
CLPTM1L	0.154625
MEOX2	4.10716666666667
ATP6V0C	0.389375
PRPF8	-0.741
TMC5	2.58775
FKBP3	-0.381
PLEKHB2	0.031375
OR4D6	0.6375
ZNF544	-0.4827
D2HGDH	-0.34675
RPL18A	0.2513
HEL308	0.07
MPP6	-0.225
TCERG1	-1.62
KRT16	1.197
KLF17	-1.14275
KLF5	1.2055
CDR1	3.02325
VCX3A	-5.4625
FBLN2	0.543
C14orf104	0.267
HBE1	-4.9981
OR4S2	1.1705
C1orf108	0.0276666666666667
ROBO4	3.40566666666667
CPEB4	-0.267
C11orf80	0.159833333333333
BCKDHA	0.321166666666667
MYOC	0.35475
GIF	0.4745
CKMT1A	-0.8515
RPL3	0.4804
THBS1	3.628375
APOO	-0.2325
ARMCX1	0.32225
HSZFP36	0.15725
SNAPC5	0.011
EIF4ENIF1	1.502
ZNF433	0.088
TNFRSF21	1.361375
TMPRSS7	-0.1225
SPATA18	1.5894
HPDL	-1.643
MKL2	0.4556
TBX3	-3.04676923076923
C21orf93	0.800833333333333
DAXX	-0.72975
ELMO1	0.344375
RGS13	0.875333333333333
TAF11	-0.9435
UNC13A	-2.947
LOC653314	-0.1158
ORC3L	-0.3125
IMAA	-2.497
TARBP2	-0.11275
CABIN1	0.3646
TRIOBP	0.2396875
HIST1H2AC	-0.917125
RGS22	-3.145
NCOA1	0.389666666666667
IL25	0.8265
SNCG	-0.0965
GPR6	0.248
AMDHD1	-2.82566666666667
CHEK2	0.446875
C6orf142	-0.41925
DRD4	0.2765
C14orf68	-0.628
GDF11	0.53175
SEMG2	0.384
CD247	1.3865
CDAN1	-0.265
RBMX2	-0.406833333333333
TGS1	0.01525
OIT3	2.48566666666667
SYF2	-0.04475
MCM4	-0.53925
PKHD1L1	0.186625
CEP192	0.196666666666667
IFT88	0.19125
RPL9	0.545285714285714
RAB32	-0.75875
DDX43	-2.59125
P2RX2	0.305833333333333
OR5D18	1.481
UBE1	-0.79
SLC24A1	0.37725
ARHGAP5	1.233
CETP	-1.216
KIAA1731	0.303666666666667
SLC9A4	0.3245
PTPN6	0.62275
BAHD1	0.0895
GRIK3	-1.19
CACNB2	-0.7044
PDE10A	-1.0315
DGCR14	0.20575
PCDHB9	-0.247666666666667
RHOQ	1.189
MAP3K4	-0.50175
KTI12	0.0956666666666667
RPL23AP13	-1.2285
GNG11	-1.42825
CLCN3	1.987
GPAM	-0.2815
VSTM2A	0.9185
SLAMF7	3.0945
INTS2	-0.94575
PPP2CA	-0.5429
LRP12	1.25593333333333
SEC14L2	1.624
DKFZP586H2123	0.68625
MC3R	-0.5475
CIRH1A	-0.911666666666667
HIST1H2AB	-0.158166666666667
POLH	-0.563625
MGC16703	-1.76
SNAPC2	-0.0575
FILIP1L	0.638
RASGRP4	0.2005
LRRC1	1.7725
GAS1	0.559
PRAC	-1.56475
DGKA	-1.02216666666667
NT5C3	0.07
PEG3	-4.70008333333333
NADK	-0.2115
PRR17	-0.0507499999999999
LOC374569	-0.384
SGSH	-0.190666666666667
NLRP8	-0.2305
GALT	-0.2881
MCF2	-0.7095
ZNF263	-0.50575
TACSTD1	2.614
TYR	-6.3386
ATP6AP2	-0.418
RNUXA	-0.20575
ABHD10	-0.345
GDPD2	-0.365
SLC35C1	1.1675
UBE2A	-0.348875
HERC5	-1.1205
FAM112B	-4.79483333333333
FBXL16	-3.55175
DKFZP434A0131	-0.87525
ELA3A	-1.937
RBM41	-0.994
HAO2	0.380666666666667
RNH1	-0.375375
SHANK2	1.87216666666667
OSBP2	-1.76175
DAK	-0.484333333333333
C3orf58	1.9855
TCL1B	-1.5465
KBTBD2	0.184375
SUGT1L1	-0.237
UBE2E2	0.5415
MYL9	1.95625
CDC23	-0.684666666666667
PBXIP1	0.5136
CXorf40B	0.0765
NBL1	-0.102
RTBDN	0.273
RAB11FIP5	-0.4485
TTTY13	-0.648
SCOTIN	-0.1935
SOHLH1	-0.501833333333333
CDKN1A	-1.7015
NCK1	-0.459
ZNF550	0.0185
SAPS3	1.23275
SPIN3	-1.21366666666667
MAGEE2	0.25725
MIS12	-0.762833333333333
OR8H2	0.2335
KIAA0774	-1.947
UNC5D	-1.0375
CUL7	-0.7575
LIPC	-3.38166666666667
DIO1	-2.49225
C20orf11	-0.2052
CTRL	-0.52
HS3ST2	2.70325
PAK4	0.4735
CCRL1	4.21625
RNF10	0.030625
ZNF567	0.37075
ZNF660	-0.881
TCEAL3	-0.6775
MAGOH	0.427333333333333
CENPB	0.355333333333333
C19orf7	0.602125
LOC388965	-0.51275
ZCCHC13	-0.3025
JMJD1A	-0.5992
HIST1H4H	-0.753
TBRG1	-0.4521
GPC3	-1.932625
TAF1C	-0.769125
EBNA1BP2	-0.444333333333333
CIAPIN1	-0.04325
PDGFRA	-0.0928333333333333
CSTB	0.0995
CENPI	-0.907333333333333
GTF2E2	0.0496666666666667
RPP21	-0.46975
CCNF	-0.776333333333333
KCNQ3	0.849
FAM79A	0.1435
SLC22A12	0.5645
NOVA1	-0.115166666666667
FZD3	1.5462
AKAP8	0.4815
SOCS5	0.524375
CFDP1	-0.7645
DLG5	0.47175
PGM5	-0.518583333333334
C1orf144	0.621083333333333
HDAC10	-0.6285
RND2	-0.2855
C20orf199	-0.22475
RNMT	-0.00750000000000001
SLURP1	0.32625
ASTN1	-0.939625
SH3BGR	0.87825
MYCL1	-1.10025
ZHX1	0.887833333333333
CENPK	-2.12925
FOSB	-0.5171
LOC643406	0.45525
C2orf59	-1.164125
TMEM135	0.249375
SLC27A2	-1.51875
KRT33A	1.156
OVOL1	-1.141375
PAMCI	-0.287666666666667
S100A7	-1.2795
ZNF789	0.0425
HARS2	-0.57725
RPL23A	2.13816666666667
TCF23	-0.0315
UPF3B	-1.19775
C17orf78	0.8765
HLA-DOB	0.397
C14orf142	0.366
TEKT5	-0.438166666666667
DMWD	0.446
POLD1	-1.46866666666667
GSCL	0.2215
CALD1	0.2767
SCRT1	0.102
AIG1	0.68825
UNC84B	0.89875
ZNF404	-1.2145
TMED6	-3.09575
KIAA1462	-0.0055
LRRC27	-0.9318
PYGO1	0.1045
PIGU	-0.399666666666667
ALAS2	-3.6545
WRNIP1	0.1565
CNNM3	-0.1035
ZNF2	-0.0595
ST3GAL5	-1.27116666666667
MRPL23	0.10775
TSSK6	-0.226
PSMA6	0.07475
C16orf70	-0.4795
KIAA1602	0.103
ALMS1	-1.02983333333333
DCN	1.73975
TMEM132D	-0.84975
SUCLG2	-0.51125
ABHD14A	-0.16375
DEXI	0.23
AMPD2	-0.922166666666667
IFNAR2	0.984
CYB5A	1.0404
TLOC1	-0.2598
NXF5	-1.09366666666667
NRBF2	0.423875
KCTD3	0.596
ITGAE	-0.139166666666667
SLC30A3	-2.43433333333333
ZRF1	-0.00650000000000001
IFRD2	-0.437875
XAB1	0.041
PYCR2	-0.338
SERPINB3	-3.548
TMLHE	-0.206
GEFT	-0.57825
ABCA5	-0.9665
EMR4	0.714166666666667
TSFM	-0.3245
HIST3H2BB	-1.289
ARHGEF19	1.63125
TSPAN17	0.283666666666667
ABCC8	-1.71275
MAP1S	0.4705
C22orf36	1.1515
BNC2	-0.779285714285714
HIST1H4A	0.24275
NDUFS3	-0.144
WDR3	-0.242333333333333
XKR4	-0.90175
TTC33	-0.0693846153846154
STMN2	2.3325
CPN2	-1.46833333333333
HSPC105	2.367375
PCOLCE2	-2.8605
C3orf55	3.0315
KLHDC9	2.3795
TBC1D23	-0.5365
ATXN2L	-1.223
MAP2K3	0.258916666666667
SCAP	-0.56875
ZNF486	-0.407666666666667
C20orf96	0.81875
NARS	0.29425
ADAMTSL1	-0.891
PRCC	0.790666666666667
CCDC126	2.10016666666667
ZNF675	-1.27525
CALCOCO1	-0.5525
ANKRD43	1.79425
CWF19L2	0.419333333333333
ZBTB32	1.28316666666667
BRAF	0.973
ODF4	0.735
MGC14376	0.108
HORMAD1	4.99083333333333
AAK1	0.0184545454545455
PEBP1	-0.463333333333333
TNFSF5IP1	0.12
DKFZp564N2472	0.345
RMND1	-0.191625
IGKV1-5	4.66
COL1A2	2.25758333333333
SERPINA5	-1.198125
AANAT	0.849
C19orf21	-3.47116666666667
GEMIN5	-0.79475
UBR4	-0.110333333333333
LTBP3	0.838333333333333
AMHR2	-2.52666666666667
PROCR	-0.72625
MYBBP1A	-0.9035
C20orf39	1.20483333333333
ZNF697	0.65825
PASK	-0.5468
ZNF776	0.507166666666667
RFXDC2	0.0895
KIAA0467	-0.1585
C10orf96	-1.833
ZNF503	-1.67325
GULP1	0.8625
KCNE4	-1.603
DKFZp434K191	-1.022
LOC196913	-0.292
BHLHB4	0.5255
CH25H	-2.361
LOC81691	-1.03716666666667
ALPL	-0.413357142857143
COL12A1	2.58975
FOLR3	-2.584
GPR123	-0.4595
TRIM62	0.250785714285714
ABLIM1	0.98
MAST3	-1.266
RHBDD1	1.38883333333333
LOC338809	-1.246
RYBP	0.71375
TTC26	0.214
ZNF22	0.263
ISCA2	-0.30575
RDM1	-1.8015
PIGM	0.85525
GNB3	-0.957
ACTR2	0.6246
HMGB1	0.45205
EDG1	1.8695
SOAT2	-3.781
OR10AD1	-0.6035
RAP1GDS1	0.405
LCE1F	0.3395
ESM1	-0.817875
RCN3	2.343
CREBL1	-0.60325
DBNL	-0.213833333333333
PTGER3	1.144
USP30	0.210666666666667
BCL2L12	0.287666666666667
KIF26B	1.523
ZNF416	0.24625
ZNF225	-0.3945
C17orf70	-0.34825
ZNF554	0.52675
RAE1	-1.06233333333333
TNIK	1.694
ACTN3	1.086
MGC45922	0.5445
CCNA1	1.96716666666667
RYK	0.561833333333333
IL26	-0.487
LRP3	0.539
QARS	-0.693
SOX7	0.246785714285714
BID	1.19475
OR2S2	0.6525
CXCL14	-0.28575
C11orf47	-0.00700000000000001
MGC29891	0.668333333333333
HSPB8	-1.1141
PRDM14	-1.6125
NUFIP2	0.46475
MNAT1	-0.113125
ZDHHC2	-1.96483333333333
MBNL2	0.468875
ADD3	-0.155375
CSNK2A1P	0.50075
KLK6	-1.9595
TMEM111	-0.2784
KIAA1279	-0.022
NUBP2	-0.0953333333333333
RAB42	-0.07575
ID3	-1.5275
TM9SF1	0.14725
MDP-1	-0.30775
POU4F2	-0.493
IQCK	1.142
C16orf14	-0.14275
CAPN3	-1.529125
FAM43B	-0.601
RECQL	-0.4095
AP1G1	1.11935714285714
CTNNBL1	-0.904666666666667
ECHDC1	0.655833333333333
SMARCC1	-0.0256
FOXQ1	-2.635
GNAI3	-0.1285
POLG2	-1.713
CD4	0.847
ITLN1	0.80025
EBI2	3.22475
IRF1	0.074
PTPRE	0.3886
PTK2B	-1.32925
NXNL2	-2.3375
SOX4	0.938611111111111
TSPAN3	-0.162666666666667
SH2D1A	-3.169
C8orf58	-0.235666666666667
USP20	-1.52175
DUSP22	-1.24841666666667
CALB1	-2.05666666666667
L3MBTL2	1.55283333333333
MCRS1	-0.03025
TMEM118	0.107333333333333
C18orf8	0.7695
FLJ10241	-0.143
GJA12	0.01925
PKD1	-0.682
ZFP3	0.228
JAM3	-2.100375
LAPTM4A	0.9453
DIRC2	0.01875
KIAA2022	0.397166666666667
MYOM1	0.535333333333333
TRPM8	-1.34516666666667
MOP-1	1.24875
PHKG2	-0.355875
ZNF650	0.56575
KIAA1522	0.44925
PSG8	-1.65683333333333
DDX19B	-0.543
MOBKL1B	0.393
DIAPH2	-0.31675
PTPN12	0.5125
CLN8	-0.0347
CRYZL1	-0.815666666666667
CRY2	-0.334916666666667
FCGR2B	4.8405
PNPLA4	-0.9295
ZNF454	1.243
DKFZp434B1231	0.04725
CLDN11	0.281
RFWD2	0.961166666666667
CIB2	1.3095
MXRA8	1.702625
HRK	0.627625
MAML2	2.463
C4orf31	0.0155
C6orf192	2.095
COG6	0.700625
FAM5B	-1.0825
NFATC1	-0.0424
SEPT10	0.0985
SCYL1	0.3962
RPP40	-0.811
SCOC	0.4074
KIAA1450	1.7705
CTDSPL2	0.65975
TBX5	1.5126
NAPG	1.0845
RHD	-3.7145
C14orf45	0.370666666666667
ZBTB22	0.646
PLCG1	-0.8365
ANKRD10	-1.480375
AQP7P2	-0.8195
TAGLN2	0.3175
HTR2C	-1.32583333333333
SLC16A7	-0.359333333333333
C17orf83	0.698666666666667
TSGA14	0.573166666666667
MDH1	-0.11075
PPP3R2	-0.404833333333333
DCBLD2	-0.210785714285714
RBM33	0.462375
DPH3	-1.0945
SYT10	-1.28116666666667
FMO4	0.787875
THYN1	0.5145
DRD5	-2.122
OTOR	0.953
PGRMC2	0.2786
KATNAL1	-1.053375
PAQR6	-1.381
UBE2I	-0.2885
C14orf28	0.0455
C8orf70	-1.59325
FLYWCH1	-0.799125
ANGPTL3	-1.745
GLRX2	0.708166666666667
ATP11A	-0.0959285714285714
ARL5B	2.24975
MUC16	-3.15
SLC25A5	-0.680428571428571
ACRC	-0.066
MYO1C	-0.8735
FAM89B	1.45733333333333
FAS	0.15125
KIFAP3	0.969
GLRA2	0.491
BTN3A2	-0.2735
CNKSR3	0.776875
CSTF3	0.0678333333333333
ARPM1	2.62125
KIAA1530	-0.2605
C9orf150	1.61116666666667
PRKCI	-0.024
tcag7.1015	-0.277
SOD3	-0.384
ZNF574	0.54275
CYP21A2	-1.1245
RPL12	-0.34425
COMMD2	-0.72375
WIZ	0.044
LOC344405	-2.20475
ALDH4A1	0.077
CRYAB	2.79875
COPA	0.814833333333333
PCDHGA7	0.456333333333333
KIF11	-0.0809166666666666
RASD2	-0.560625
SLC26A3	-0.616
ZNF175	-3.015
JAKMIP2	-1.480625
C8orf4	-0.967333333333333
PTHLH	0.50375
SLC40A1	1.24509090909091
OR7D4	0.608333333333333
PCDHB17	-1.014
CD36	2.53235714285714
C6orf203	0.9349
PRKG2	0.647
LOC400566	-0.716
ANAPC13	-0.77675
SLCO3A1	-1.999
ZNF692	-0.943
FANCL	-0.7055
SH3GLB1	1.707
C12orf61	0.07
KBTBD6	-0.05325
SUPT5H	0.22125
XRCC6	0.8215
HUS1B	-0.2757
FAM133B	-0.061
LOC728276	-0.295
KCTD18	0.034
SOS2	0.841666666666667
CCDC99	-1.4585
C1QTNF5	3.181
NNAT	0.0383333333333333
USP16	0.24025
LARS	-0.33375
ZBTB2	0.203375
ABO	0.414333333333333
TRAF3	0.4255
GALNT5	-0.217
NAP5	-0.69575
ALG14	1.43366666666667
KIAA0515	-0.0723461538461538
WDR75	-0.5245
TEX261	0.576
LY86	0.66825
LOC389072	-0.5415
FLJ13611	-0.12675
MRGPRX2	0.6585
SNRPA	-0.84325
OR2G2	0.4455
GPRASP2	0.249
C7orf42	0.6828
C9orf163	-0.133
CYP11B2	-0.095
FCRL3	0.902333333333333
