Hybridization REF	TCGA-A8-A09K-01A-11R-A00Z-07
TCIRG1	-0.9685
ZP4	-0.135
PARL	-0.0605
TRIM39	-0.401833333333333
KIAA1305	0.954
CRNN	0.149666666666667
GRN	0.013
HSH2D	1.367
SCAMP1	0.5686875
KIAA1913	-0.69
PTS	-0.631
BANP	-0.149785714285714
PRKACG	0.09075
ADCY6	0.681833333333333
C16orf46	0.3955
CYP51A1	0.001875
DDC	-5.35375
ANPEP	-1.6275
PROM1	-2.70883333333333
SIGLEC10	2.03175
COPG	0.8745
FAM26E	-0.0895
TRIP4	0.73825
SNX3	-0.601833333333333
C1orf175	0.533
PPY2	0.2715
C14orf152	0.20225
FTSJ1	-0.5795
DST	-1.1422
LOC554235	0.5605
GLRX5	-0.61475
C20orf12	1.9638
CAB39	0.0965
MSH2	-1.48516666666667
PIP4K2C	1.31125
CYLD	1.187875
WTAP	-0.15775
MGAT4A	1.00611111111111
TSC22D4	0.3116
CHRM2	-1.8195
PPYR1	0.07
CCNH	-0.867166666666667
RRM1	-0.611
ECAT8	-3.16875
LOC400120	-0.20525
GABRA4	0.075875
C14orf4	0.932833333333333
C1orf59	-2.79775
CTDSPL	0.0465833333333333
NHEDC2	-2.1455
PDE11A	-1.0235
KLHL29	-2.696
CD5	0.3135
TSPAN9	1.3145
WDR67	-1.1185
THUMPD1	1.0975
C18orf17	0.66975
CLYBL	-1.04933333333333
FLJ13231	0.209125
CMBL	0.229625
LECT2	-0.87675
NKAPL	0.698666666666667
LOC654780	0.2665
OR4C6	-0.9655
RAB30	0.572166666666667
TSSK4	-0.071
TMEM163	1.156
OSBPL11	0.376416666666667
GNB5	-1.41016666666667
CCL21	1.25525
C1orf121	-0.580833333333333
FMO2	1.44216666666667
RPTN	-0.474
MSTN	0.618
VCL	-0.876714285714286
FYTTD1	0.1265
C11orf1	-0.6155
CCDC88C	1.341375
HFE	-1.32555555555556
MOGAT1	-0.059
FAM125B	0.678
IRGQ	-0.022
RAVER2	1.28275
AKAP5	-1.06
SSSCA1	-0.75775
C11orf63	-0.650625
ACTG2	-1.766
PORCN	-0.387
DTL	-1.16463636363636
TMEM151	0.23875
FAM122C	-1.03475
RSAD2	1.2153
BAT4	-0.474
KRTDAP	-1.52533333333333
MYH8	0.343714285714286
CRTC3	0.901
LRRFIP2	0.9137
INTS4	-0.935666666666667
TTN	-0.430833333333333
SLC26A5	0.965
PLLP	-1.4315
RGS6	-0.539875
SRGAP3	1.32525
ZNF525	-0.049
NBR2	-0.054
C13orf1	-0.0976999999999999
ZNF137	0.0195
CEP27	-1.49275
BEST2	0.4235
RNF121	-1.1195
DMRTC2	0.0765
C8orf76	0.5225
BCCIP	-0.635125
MEST	-1.921
HTRA2	0.0075
ANGPTL2	-1.24125
ILKAP	0.0495
ERAS	0.4035
HBS1L	-0.845
CPA5	0.8175
TMEM30A	-0.586666666666667
CD300LF	1.889
WISP3	0.3265
CRK	-0.0398571428571429
PDS5A	-0.0212
BRPF3	0.764333333333333
NEDD9	-1.467875
SMPDL3B	0.47925
PSG6	-1.24225
PSMD13	0.6345
ETV5	-3.0169375
OR51A4	0.371
BTBD7	0.37275
GSTO1	-1.485375
hCG_16001	0.035
MAD2L1BP	-0.441
COX6A2	0.231
SCNN1A	2.43316666666667
LSM1	-0.6635
UGT2B11	-3.055
IDUA	1.5625
PPP2R3C	-0.778833333333333
COX11	0.646166666666667
PDZK1	-0.98675
ZNF443	0.841333333333333
MGC21874	2.03233333333333
ZNF323	0.3704
KRTAP10-10	0.5615
CXCL6	0.62725
SLC34A2	0.5579
LOC284402	0.15
NPTN	0.885916666666667
UPP1	-2.74
SLC6A9	-0.0105
OR7G3	0.2235
CISD1	0.122833333333333
ZNF545	-2.02683333333333
SYT14	-0.721
NT5C3L	-0.526833333333333
ZNHIT3	-0.604333333333333
SNRPD3	0.50225
KIAA0701	0.11875
UNC93B1	-1.05316666666667
GMNN	-2.651375
SPCS2	-0.488333333333333
LOC388524	-0.664
NAPRT1	0.870875
PNLIPRP1	0.037
OR6V1	0.486
PRKAB1	0.309
EYA4	-2.69966666666667
KIF20A	-2.842
ALG10	-0.225
ITPKC	1.42366666666667
LMX1B	1.6495
RPUSD4	-1.4405
C7orf34	-0.162
DLGAP2	0.142
PFN1	-0.7488
MICALL2	0.00616666666666666
ZNF654	1.0905
SS18L1	0.13975
SLC16A8	0.34675
MKI67IP	-0.130666666666667
ITGB3	-2.4625
TCEA3	2.8705
CEP152	-1.77725
CLIP1	1.045375
ZNF75	0.844875
ATP5C1	-0.580166666666667
NUDT5	-1.27433333333333
PSCDBP	0.785
UBP1	0.36475
RBM27	-0.305
C13orf15	1.391875
ZNF282	0.620666666666667
ZNF222	-0.2329
COL10A1	4.1755
PRDM15	-0.522
TTTY5	0.053
FAM9C	0.1085
C20orf67	0.3135
GNG13	2.564
F12	-0.54375
C1orf41	-0.47
CPXCR1	-0.741
GSK3A	0.61275
SUPT6H	0.673833333333333
PI16	1.83616666666667
ELL2	-1.91266666666667
C9orf167	-1.8415
PVRL3	-2.9484
FLJ38596	0.81875
ADAM20	0.03625
GPR89A	0.14
GPR87	-2.462
ZNF30	1.08925
SMR3B	-0.696666666666667
ZNF770	0.417375
TRPC4AP	0.221
DKFZP686E2158	-0.286166666666667
C2orf28	0.0896666666666667
FREM1	-0.7645
LAMA4	-1.1285
ADPRHL2	-0.14425
EIF4G2	1.03633333333333
GUCA1A	-1.074
CTNNA2	-2.07275
NUDT15	-1.38833333333333
CEPT1	-0.197
ZNFX1	0.8061
CCDC92	0.8465
TDRD1	-0.7575
KCNK5	-2.80916666666667
ETNK1	0.406416666666667
LTA	0.617
TTPA	-0.200833333333333
B3GALNT2	-0.10425
SC65	-0.602
PEX5L	-1.62625
EPS15L1	0.7795
MGEA5	0.702375
HIST1H3A	0.94475
ING1	-0.485375
BCAT1	-3.7795
ORC6L	-3.31972727272727
KLK11	-5.08383333333333
C19orf28	-0.62275
DNER	-4.8215
MED22	-0.620857142857143
ETV6	1.09275
CHAC2	-1.932
CD300E	-0.864
CEBPB	0.185333333333333
ZNF398	0.22275
LRCH3	0.1085
HMGA1	-1.52416666666667
CAPN7	0.28
MGC5566	-2.9535
CCL3	2.3935
NANOS1	-1.043625
ZFYVE19	0.95525
APITD1	0.00316666666666666
PARD3	-0.124625
IRAK4	0.0233333333333333
SERPINI2	-0.2735
CEP170L	-1.588
TTC9	2.792
MYOM3	-2.51625
MLPH	2.63
LOC222699	-0.5645
NRG1	-2.20509090909091
TBC1D9	5.10872727272727
TTK	-2.72433333333333
ZNF557	0.7429
DDX41	-0.7275
FANK1	1.528
UBE2D2	-0.588625
PSMB10	0.615125
MYH7B	0.06
GABARAPL2	0.452625
MARVELD2	1.43583333333333
DGCR2	1.14133333333333
UNC45A	0.239333333333333
C6orf72	-0.54
ZNF683	4.45225
GIT2	-0.171375
CASK	0.1525
C14orf161	0.5395
LRRC44	1.398
TIFA	-0.496875
UTP11L	-0.662375
C6orf65	-1.76
FDPS	-0.44
DUSP9	-1.9631
SLC17A8	0.549
OR51G1	-0.1035
NANS	0.00525
OLFML1	1.0975
ATP10B	-1.220625
NPAS3	1.033
PRKCA	-2.6658
GGA2	1.125875
LCE4A	0.31
SPANXN3	-0.48125
CCDC115	1.915125
SDCCAG3	-0.81825
GLIPR1L1	-0.65125
TTC1	-0.888
C17orf76	-0.99875
MAD2L2	-1.41625
HIPK1	0.4245
LRRC3B	-0.3015
CLN3	0.497272727272727
C17orf47	0.086
FMN2	-0.369875
TUBB1	-0.603142857142857
WAPAL	0.325
C3orf21	-0.443625
SCN5A	-0.456444444444444
SMYD1	1.14425
BEX5	-2.819
ZNF192	0.0895
SEC22A	-0.2225
GRIA2	0.659785714285714
KIAA0825	-1.2205
NUSAP1	-1.46663636363636
LANCL1	-0.18725
C15orf40	0.3248
ZNF645	0.150285714285714
GPR61	0.16375
NLRP14	0.0185
SNX21	-0.933
C1QTNF8	0.523
C17orf46	0.22225
IFNA8	0.9285
SPRR1B	-1.13183333333333
FLRT1	-0.53075
SNX17	-0.00750000000000001
ASB2	0.0751666666666667
HBG1	-4.65
RPRML	-2.23725
JOSD2	0.3345
PLSCR3	-0.313
SPOCD1	-1.83066666666667
RAB39	-0.2485
GHRH	-0.365166666666667
ITIH5L	-0.088
C17orf37	0.81
SMCR8	0.599
DPY19L2P3	1.39333333333333
IL11RA	-1.09466666666667
GDF3	-3.41133333333333
RPS6KB1	0.719583333333333
DNAJC19	1.2638
TOP1	0.758
CRCT1	-0.3865
MPST	-0.059625
DPM2	0.133125
FAM38B	-2.5385
SLC18A1	-2.49
FARP1	-0.915
PAX7	0.24875
TUBD1	-0.076
GNL3	-0.16925
BTG2	2.02713333333333
NDUFS6	-0.5675
C1orf79	-1.00425
ERAL1	0.1695
ECHS1	0.8905
VPS4A	-0.1815
CYP11A1	-1.1465
ABCC6	-2.21507142857143
PBX4	-2.228
MOSC1	-1.873
NCF4	0.6025
HYMAI	0.7325
NAGPA	0.260125
OTOP2	0.7105
ACOT12	-0.108
MTHFD2L	-0.323125
LOC441376	3.10025
C19orf34	-0.744
RAB1B	-0.81775
ALDOAP2	0.939
NTRK1	-0.6995
ARTS-1	-0.7126
SLC6A11	-1.6015
NAP1L2	-1.6605
CNGB1	0.0573333333333333
EPB41L4B	0.590083333333333
FAM134B	3.518
HS3ST3A1	-2.63133333333333
CPXM2	3.322
SIRPB2	0.2035
CHORDC1	-1.29533333333333
TRIB3	-0.794
SLC2A5	0.51325
C2orf49	-0.669666666666667
DDX5	0.762
OR5L1	-0.709
ANAPC4	-0.188166666666667
ZSWIM1	0.66575
LOC93622	0.759125
KCNK3	-0.7737
RP11-35N6.1	-2.17075
ZFP161	0.762333333333333
AQP9	2.1305
SLC15A2	-0.516166666666667
MREG	1.13166666666667
OR9I1	0.347
PDLIM2	-0.69775
ADAM7	0.108
GSTCD	0.027
WDR21A	-0.82125
SLC12A8	0.571833333333333
TMEM174	0.185
IGSF3	-0.244666666666667
LRRN1	-1.62275
LOC402117	-0.31675
SRPK1	-1.71883333333333
LY6K	-2.144375
NFIA	1.66
PTCD3	-0.81625
LEP	1.29716666666667
PCDH21	-1.06133333333333
MAPKAPK2	0.669785714285714
NMNAT1	-0.100333333333333
LHFPL2	-0.1005
C9orf43	0.82575
DIP2A	-0.338333333333333
ACTR8	0.68325
CCDC34	0.623
PTPN22	-0.262375
ITGA3	-1.170875
FAM129C	0.681
RABGGTA	0.3765
UNC45B	0.29375
KIAA1033	-0.27275
ZNF510	-0.369333333333333
CYP2D6	0.3145
SLC26A10	-1.9045
STX8	-0.895
LUZP1	-0.547
WDR89	-0.459333333333333
EIF4G3	-0.3343
C5AR1	0.0672499999999999
ZNF623	1.214
A2M	-0.17725
TGM7	0.59
GRPEL1	0.353
LMNB2	-0.3776
ROCK2	-1.50016666666667
SNX16	0.51375
CCDC66	1.12475
ANXA3	-4.1345
KIAA1609	-1.0005
EED	-1.4685
RNF32	-0.0445
HES1	-0.627
CLC	0.432833333333333
ISL1	-0.8755
KIAA0528	0.644
MANEA	0.2945
C1orf61	-2.3485
hCG_2001000	-0.1415
RAPGEF6	-0.2674
KIAA0020	-0.5085
NEIL1	1.61975
C16orf45	-1.85425
RBM10	-0.074
C10orf125	-1.953
MRS2L	-0.94525
DNAH17	-1.371
C19orf10	-0.616
C1orf160	0.69175
SLFN12	-0.65075
EXOC3	-0.523333333333333
HIST3H3	1.47325
NCOR2	1.07
TNFRSF9	1.545
MFSD8	0.17325
ALX1	-3.0665
NOL1	-1.33475
PODN	1.97225
TIAL1	-0.8995
HIST1H1E	2.0935
NPY6R	0.4745
TM4SF4	-0.71925
CORO2A	0.5045
ETNK2	2.44866666666667
APOE	-0.05
ANGPT4	0.0815
HDGF2	-0.1175
G30	0.2505
ST8SIA4	-0.53825
F2RL1	-3.236375
FAM19A4	-2.988
CCAR1	-0.56475
B3GNT7	-0.335
OPHN1	1.0439
DSCR6	0.768
C21orf13	1.4135
GAS2L1	0.863833333333333
RFX3	0.108666666666667
COPS4	0.044
BCHE	-5.406
BCL2	2.914375
HBZ	-2.88
ARL13B	-0.203
MAPBPIP	1.03575
MYO15B	1.043
SPZ1	0.8365
KIAA1324	2.003
PLCL2	-0.78025
C4orf29	-0.66375
WDFY2	-0.991125
ZNF284	0.047
NAALADL1	-0.1485
DUSP5	2.74416666666667
PXDN	-1.412875
SLMO1	0.74925
TNXB	0.2905
BIRC7	-1.0215
A4GALT	0.4695
TIMM22	-0.03275
FAM110C	0.78775
TOMM34	-0.714375
ABHD9	-0.3425
ADAM32	2.4005
CRHBP	-0.45925
AQP2	0.136375
LOC130355	1.0515
ZNF187	-0.351666666666667
ZNF816A	-0.2975
F7	-0.789714285714286
CNOT1	-0.6333
SLC13A4	-0.929
ZBTB11	0.3175
B3GALT5	0.52325
EXOC2	0.653333333333333
IRS1	-1.0255
TMEM1	0.484833333333333
MRPL34	0.321
SAMM50	-0.36625
CDC42EP3	-0.0035
HSF2	-0.9487
MFN2	0.42125
TSPAN7	-1.55116666666667
NUCB1	0.326
RHOH	-0.69675
ARL16	0.177
TACR1	-0.905
SFRS5	-0.477
SNX25	0.76175
RHBDF1	1.17983333333333
PCDH18	0.961666666666667
HMG1L1	-0.70175
MYO5C	1.307
MAPK10	0.948
LDHAL6A	-0.167833333333333
NUDT12	1.222
NCAM1	-0.345
GLIS2	0.857
GGTL4	1.10275
DAPP1	-0.175
ATF7	0.627125
KIAA0748	0.134
NFIL3	-1.706
TM6SF1	0.9671
SEZ6	0.26275
NANOS3	-0.114166666666667
DNAJA3	0.640333333333333
CLDN6	-2.605
CIITA	2.4621
EPHA4	-2.06066666666667
FANCC	-0.13125
CMTM3	-1.332875
PSG3	-0.72025
MRPL15	-0.2015
C21orf59	0.39075
PLCXD2	-0.03525
C2orf34	-0.267625
UBE2L6	-0.00312499999999995
MED14	0.00816666666666666
HP1BP3	0.0298
C6orf208	-0.8325
TPBG	0.888
OSR2	-3.101
XPC	0.346833333333333
KLHL7	-0.423166666666667
CCR3	-0.163166666666667
AGTPBP1	-1.24283333333333
PCSK6	0.5734
STAT5A	-0.9051
FAM18B	0.35525
LONRF2	2.19016666666667
PTPN2	0.2135
SF3A3	-0.605333333333333
EFCBP2	-0.41475
HCFC1	0.1295
AHNAK	1.02435
ACTR5	-0.50975
KIF14	-2.43157142857143
TENC1	0.59225
HEATR5B	1.4385
YIPF2	0.295833333333333
MYEOV2	0.845166666666667
DUSP18	1.6985
KIAA1012	1.09375
AHR	-1.1405
C17orf53	-1.96616666666667
PTPRH	-3.725
ATP6V1C1	1.2831
TAS2R3	0.28
LOC440356	2.25325
COQ10B	0.78775
PSMF1	0.714666666666667
SORBS2	-0.7305
NFE2L2	0.2995
TMCO7	-0.76775
SH3PXD2A	-0.4108
SH2D2A	-0.6935
SPINK5	-3.5305
MRPS24	-0.04
OPA3	0.008125
TRAF7	0.527
C4orf35	-0.1945
MT1G	-0.54325
MGC39545	0.2345
HS1BP3	0.6561
OR2B2	0.309
CHRM4	0.035
SFRP2	-0.524666666666667
RIC3	-1.04125
ART1	0.332
C6orf1	0.5255
DUS4L	-0.65125
C10orf104	0.32075
TNFAIP6	0.5405
RTEL1	-0.1025
CCT4	-0.8823
ZNF709	0.12075
CHMP6	0.7595
UPP2	1.2225
CYP19A1	-2.1655
CD151	0.314833333333333
NDUFA13	-0.037
ARFRP1	-0.559
FAM26B	1.3905
CRYBA1	-0.575
MRPL41	0.282
NPFFR2	-1.26471428571429
HRH2	-0.0205
SCAMP3	0.4505
MTMR6	0.081
MTG1	-0.5905
UBTD1	0.79925
CRABP1	-3.1275
FLJ33790	0.678
KIAA1908	-0.457666666666667
GPR158	-0.78125
PACSIN3	-0.142666666666667
OMD	0.798166666666667
CATSPER1	-0.0401666666666667
HOXB8	-1.193625
FBXO46	0.8235
OAS1	0.089
SVIL	-1.2405
PHB2	-0.629
ADCY3	0.1185
NDRG2	0.0933333333333333
ERMAP	0.5778
APBA2	-2.06016666666667
IGSF9	2.16275
WNT6	-0.873
MYCBPAP	1.06275
ATP2B2	-0.2831
CPVL	-0.7074
TRAM2	-1.106
NOP5/NOP58	-0.339
ZNRF4	0.2525
TLK1	0.419
MTMR12	0.116428571428571
ZNF384	-0.651
FAM9B	-3.30675
RPN1	0.3402
PMVK	1.2465
EIF3D	0.2813
SIX2	-0.29275
HPS1	0.296785714285714
RNF7	1.17775
PSKH2	0.021
KCTD13	0.970666666666667
CSMD3	-0.4591
FBF1	0.5635
IL8	-5.775375
SERPINB13	0.610454545454545
FBXL20	-0.7545
BLR1	0.37675
SH2B1	0.582166666666667
RFNG	0.33075
RAB20	-1.161
RBM7	-1.22525
POLR1A	-0.377166666666667
TMPRSS4	-1.14875
TAF9	-0.75375
TERF2	-0.2545
TNFRSF1A	-0.724166666666667
ACADVL	-0.504
GTF2H5	-0.0935
EDG8	-0.532
C9orf140	-0.47525
UST6	0.55325
ZBTB8OS	-0.287
ZNF710	0.3235
GPR174	-0.499
ATP6V0A2	-0.90925
KIAA0319L	1.19183333333333
XKRX	-0.1275
DOPEY2	1.5242
SDHD	-0.407333333333333
SUMF1	2.48475
OSM	1.106
OPN3	-1.1745
DAGLB	-0.821333333333333
PPFIBP1	-0.5278
TRIM63	-1.28625
C10orf53	-0.041
LYPD3	0.863666666666667
BCL7A	0.83125
AGER	-1.30383333333333
TCF19	-1.326
SAT2	0.2665
PFTK1	0.240666666666667
GABRE	-3.432125
C15orf38	0.4944
FIS1	0.3355
KCNV2	0.448
CLPS	0.44975
PPCDC	0.141375
FOXN2	0.139333333333333
NT5E	-3.961
CD83	0.1845
IL18	0.77525
VPS16	0.78425
IGFBP2	-2.13916666666667
NOTCH2	0.18525
SIGLEC1	2.62625
CD93	3.4635
SULF2	0.171
CEP164	-0.420875
P53AIP1	0.338833333333333
TOR2A	0.313
ZNF136	0.0425
MGP	1.275
CCDC144A	-1.19533333333333
TRPC1	-1.34116666666667
SMS	0.0706666666666667
MAPK7	-0.712333333333333
RRAGC	0.38625
PARD6A	0.5
NUB1	0.769
SYNGR4	-0.33925
OR11H12	-0.06
WIF1	0.04675
GCH1	-0.3345
OR11H4	0.561
SLC44A5	0.2915
GPRIN2	-0.554333333333333
LOC401431	0.11525
CPA4	-2.6985
MELK	-2.26877777777778
IL15RA	0.12575
CUL3	1.5885
HMBOX1	0.01975
PODXL	-2.85675
CCT6B	0.347833333333333
COMTD1	0.31275
MUC20	-1.049
GPX2	-3.14725
ITK	-0.060125
FBXL5	2.16825
C13orf27	-2.18325
DEFA5	1.0225
TRHDE	-0.536
MTP18	-0.9215
UQCRQ	-0.6515
ITGB2	1.82066666666667
CSRP2BP	0.93475
TAS2R44	0.3415
PHPT1	0.08775
FAM44C	-0.133
ERH	-0.25175
MPHOSPH1	-1.27933333333333
MORC1	0.142
PARVB	-1.4
LAMA1	-3.12427272727273
PGBD3	-0.28475
GIMAP6	3.904
AREG	-4.65483333333333
LIPT1	0.34625
MGC99813	-1.58125
C1orf201	0.403
GRIN2A	-0.7915
MAN2C1	-0.53275
NSUN5	-0.70925
SF3B5	-0.09825
MYC	-0.8023125
NRXN1	-0.802
ZNF18	-0.03325
SPDYA	-0.11
SLC37A1	1.495
DECR2	0.65775
ANKRD38	-1.80925
SPTLC3	-0.91425
SUPT16H	-0.51925
DTWD2	-0.57025
ULBP1	-2.054
ZADH1	-0.176166666666667
OIP5	-2.1275
IL10RB	-0.240166666666667
OTUB2	0.709125
VWA3A	0.112333333333333
SPIC	0.5565
OR6C4	0.045
PSCD4	1.2495
DPY19L2P2	-1.7745
TRAPPC6A	0.771333333333333
C21orf2	0.329666666666667
CEMP1	1.14625
LIN7B	1.0115
E2F7	-1.77216666666667
VCP	0.0414375
LAMA3	2.44333333333333
BGN	0.47575
GPR160	2.03383333333333
COCH	-4.849
GPR81	3.06516666666667
APOBEC3F	-1.2645
tcag7.1017	-0.26525
C1orf32	0.678
SCGB1D2	-0.063
FLJ43987	-0.1265
C6orf170	0.5145
KLK9	0.46
GPD1L	0.33475
VPS37B	0.34625
ATG3	-0.179166666666667
ADAMTS17	0.83
KLHDC2	0.394333333333333
NDUFV2	0.283
BLK	-1.9245
MATN4	-1.1935
GPM6A	-0.681375
GBP4	3.99166666666667
TMEM162	0.0616666666666667
PKP2	-0.7425
HRASLS	-3.95144444444444
MMP1	-5.41075
SFXN3	-0.117
FSD1	-2.09883333333333
ST6GALNAC3	-1.9985
CA12	3.7745
NCOA6	0.99775
C19orf58	0.2055
PPP4R1	0.213666666666667
MAN1A2	0.871666666666667
IKBKAP	-0.70725
UPF1	0.197
KIAA1219	1.0215
WNT16	0.00366666666666668
SNW1	-0.58375
IL18RAP	3.66475
RPP30	-0.678375
CDC40	-0.217071428571429
SETD3	-0.242666666666667
SLAMF6	0.906
ELK4	-0.2955
TRIM47	1.006
ACOX3	2.834375
TRIM6	-1.69325
KIAA0372	-0.938166666666667
TP53AP1	0.185875
SMURF2	-0.16125
ADAD1	0.173
EBP	-0.8045
KRTAP13-2	0.4035
FLJ36874	-1.0315
TOR1A	-0.203666666666667
P2RY4	0.623
GPBP1	-0.138
TRPV1	0.326875
ADAMTS12	-0.69
PES1	-0.1328
ATG4A	0.795333333333333
MAGEA10	-4.18125
WFS1	2.3355
CC2D1B	0.128166666666667
PABPN1	-0.793625
SLC25A30	-0.496
SLCO1C1	-0.243833333333333
SLC22A5	1.15325
KIF23	-1.94283333333333
SYN2	-0.8188
ASPN	5.16266666666667
CENTG2	0.74725
QSOX2	-1.2462
FLJ10815	0.462333333333333
STK24	-0.4701875
SPEG	0.498
STK10	0.0355
DACT2	-3.09
AAAS	-0.892
SSX3	0.46025
ABCD3	1.4715
C4orf12	0.959625
PARVG	0.891333333333333
FIG4	0.7675
C9orf46	1.70875
TMCO6	-0.366
IGHMBP2	-0.9025
DUS2L	-0.6425
FAM3C	-0.6440625
TMEM16D	-2.57128571428571
DCTN4	0.48825
KCNH3	0.27925
EIF2AK2	-0.33925
AP1S3	-0.48675
CST4	-0.096
PAM	-2.0276875
NUTF2	-0.7935
CITED2	0.7261
SLC39A4	0.4475
C2orf52	-0.636
GRM3	0.3715
C12orf49	0.398375
CCDC49	-0.3514
GRAMD1B	-1.600875
FNDC4	-1.45325
SIAH2	0.785125
GDPD4	0.44825
C21orf87	1.00525
ATP5A1	0.501333333333333
C16orf63	0.231625
LOC388135	1.935
ATP5J2	-0.597375
MMP3	-3.75075
EMID2	0.01625
CRHR1	0.06925
WDR70	-0.83325
C13orf31	1.22225
ZFAND1	-0.068
CCL18	4.027
C3orf49	-1.6195
RINT1	-0.323
KIAA0408	-2.448
F13A1	4.0726
SLC10A1	0.159833333333333
OGN	0.046
GIPC2	-2.34133333333333
XPO6	0.0678333333333333
LCE1A	-0.1905
FMR1	0.7076
LOC374920	-0.6865
DUSP3	-0.25225
ANKMY1	0.65075
C7orf50	-1.31475
BBS9	0.414
UNC119B	0.132125
C9orf72	1.10075
MGC35440	0.1245
ENTPD6	0.469625
PPP1R2P9	0.332
ERCC4	0.95775
FAHD2B	-0.2105
HMHA1	1.174
HACL1	0.14475
RAD23A	-0.0718333333333333
FAM83B	-1.60033333333333
PPP5C	-0.652666666666667
RNASEH2C	-1.09425
C9orf153	-0.948
SCAMP4	1.209375
GHITM	0.4363
NDUFB7	0.29025
ADCYAP1	1.65383333333333
SP110	1.62983333333333
MAP3K7IP2	0.3835
DHH	0.1825
AGRN	-0.0839285714285714
WDR33	-0.232
CEP290	0.932166666666667
PRPS1L1	-1.74466666666667
KLRA1	-0.215
GPR97	0.0035
CHD7	-0.141916666666667
TLR10	0.42125
SLC30A8	-1.101
HIC1	0.686166666666667
IAPP	-0.109
RXFP4	-0.49125
GP1BB	-0.127
SHQ1	-0.6565
NKX2-3	0.382
API5	-0.295
FTHP1	-0.5605
MOV10L1	0.178333333333333
TRIM6-TRIM34	0.9475
ADHFE1	-0.48875
FAM117A	-0.8465
DDI1	0.131166666666667
CDON	0.0118333333333333
TRIM73	0.106
IGKC	4.782
MMP14	-1.51183333333333
DYNC1LI1	0.52925
C11orf66	0.31725
TRBV3-1	-0.182
FASTKD5	0.5765
BIVM	-3.82425
LHX4	0.46625
CXCL2	-2.1075
RAB2B	-0.338
IZUMO1	-0.824
MAP3K15	-2.10625
FAM19A2	0.366833333333333
ZC3H8	-0.726
ZMAT1	2.511625
SPINK5L3	-1.48466666666667
SLC10A6	0.4775
APPL2	-0.20175
CARD10	0.645166666666667
LOC402176	-0.99775
EEF1D	0.4825
RAB6A	-0.4086
C12orf5	-0.6415
PAPOLG	-0.08875
MSRB2	0.71575
BCR	1.43061111111111
PUS3	-0.91875
TIAM2	-1.2035
ZNF317	0.202166666666667
CHD2	0.592142857142857
FZD5	-2.22813636363636
NUDT8	-2.76825
ZNF763	0.0035
PRC1	-1.18844444444444
ABCB9	1.189
SPATA3	0.2925
TRAK2	0.87225
STAB1	2.45975
LRRTM2	0.339166666666667
psiTPTE22	0.1455
DBI	0.43075
SERPINA11	-3.364
NAT5	1.75525
C20orf58	-2.409
RPS6KA4	-0.718166666666667
FLJ90650	-0.626
TGFBRAP1	0.8015
CHRDL2	-1.3565
FAHD2A	-0.669
CNTN1	0.18575
BBS4	0.8621
TMEM181	2.00325
MINPP1	0.066
MPHOSPH6	-0.455
HOXC10	-1.4515
ITPKB	-0.482875
CLPTM1L	-0.28825
MEOX2	-0.266666666666667
ATP6V0C	1.8545
PRPF8	-0.520833333333333
TMC5	1.44
FKBP3	-0.8625
PLEKHB2	0.534625
OR4D6	0.3415
ZNF544	-1.0524
D2HGDH	0.0305
RPL18A	-1.0706
HEL308	-0.112875
MPP6	-4.68375
TCERG1	-1.57925
KRT16	-1.64866666666667
KLF17	0.1405
KLF5	-1.237
CDR1	0.207
VCX3A	-3.4735
FBLN2	-0.209125
C14orf104	-0.79325
HBE1	-4.3654
OR4S2	0.796
C1orf108	0.122666666666667
ROBO4	2.26166666666667
CPEB4	1.631875
C11orf80	-0.1455
BCKDHA	1.18066666666667
MYOC	-0.28525
GIF	-0.295
CKMT1A	1.4535
RPL3	0.0831
THBS1	2.5035
APOO	0.221
ARMCX1	-1.77075
HSZFP36	1.12425
SNAPC5	0.07425
EIF4ENIF1	1.3335
ZNF433	0.7645
TNFRSF21	-2.281875
TMPRSS7	0.3615
SPATA18	2.6185
HPDL	-3.96
MKL2	2.7373
TBX3	2.26415384615385
C21orf93	0.392666666666667
DAXX	0.28375
ELMO1	-0.32375
RGS13	3.15983333333333
TAF11	-1.3185
UNC13A	-2.043375
LOC653314	-0.8338
ORC3L	-0.84125
IMAA	-1.733
TARBP2	0.04975
CABIN1	0.5244
TRIOBP	0.701875
HIST1H2AC	2.475375
RGS22	1.21716666666667
NCOA1	1.47933333333333
IL25	-0.2535
SNCG	1.8805
GPR6	0.6685
AMDHD1	-1.7835
CHEK2	-0.873625
C6orf142	-1.707
DRD4	0.2635
C14orf68	-0.72425
GDF11	-2.355
SEMG2	0.478
CD247	0.06125
CDAN1	0.56975
RBMX2	-0.2455
TGS1	0.041
OIT3	0.327
SYF2	0.04725
MCM4	-1.714875
PKHD1L1	0.94
CEP192	-0.0416666666666667
IFT88	0.6875
RPL9	-0.284428571428571
RAB32	-0.876875
DDX43	-3.43075
P2RX2	0.188666666666667
OR5D18	1.278
UBE1	0.206083333333333
SLC24A1	1.247875
ARHGAP5	-0.1345
CETP	-0.5775
KIAA1731	-0.463
SLC9A4	0.968
PTPN6	1.212
BAHD1	1.50425
GRIK3	0.632
CACNB2	-0.719
PDE10A	-1.69925
DGCR14	0.07925
PCDHB9	-0.955833333333333
RHOQ	0.879166666666667
MAP3K4	-0.599
KTI12	-0.259
