Hybridization REF	TCGA-A8-A07U-01A-11R-A034-07
PSKH2	-0.03
KCTD13	-0.1845
CSMD3	-0.7029
FBF1	0.0165
IL8	-4.299125
SERPINB13	0.300833333333333
FBXL20	-0.32675
BLR1	0.7685
SH2B1	-0.718666666666667
RFNG	-0.08175
RAB20	1.42566666666667
RBM7	-0.0625
POLR1A	-0.249666666666667
TMPRSS4	-2.53375
TAF9	-1.767125
TERF2	0.417333333333333
TNFRSF1A	1.42591666666667
ACADVL	-0.5215
GTF2H5	-0.1985
EDG8	1.8325
C9orf140	-1.483
UST6	-0.06975
ZBTB8OS	-0.59225
ZNF710	1.515
GPR174	-0.241
ATP6V0A2	-0.05775
KIAA0319L	0.221916666666667
XKRX	0.468
DOPEY2	0.7982
SDHD	-0.258166666666667
SUMF1	-0.125
OSM	2.46425
OPN3	-0.10925
DAGLB	-0.129666666666667
PPFIBP1	0.2592
TRIM63	-3.787
C10orf53	-0.0385
LYPD3	0.258166666666667
BCL7A	0.101625
AGER	-0.946833333333333
TCF19	-0.676625
SAT2	-0.15325
PFTK1	-0.305166666666667
GABRE	0.97275
C15orf38	1.6507
FIS1	-0.067
KCNV2	-0.197
CLPS	0.43325
PPCDC	-0.325125
FOXN2	1.063
NT5E	-2.3984
CD83	1.81125
IL18	0.831625
VPS16	0.7235
IGFBP2	-3.8375
NOTCH2	0.654
SIGLEC1	3.457125
CD93	3.879
SULF2	-1.23775
CEP164	-0.192375
P53AIP1	-0.4245
TOR2A	0.079
ZNF136	-0.41425
MGP	3.403
CCDC144A	-0.455666666666667
TRPC1	-1.44283333333333
SMS	0.068
MAPK7	-0.108833333333333
RRAGC	0.96625
PARD6A	-0.672666666666667
NUB1	1.0575
SYNGR4	0.7455
OR11H12	0.4525
WIF1	0.30825
GCH1	0.6435
OR11H4	0.0575
SLC44A5	-1.1015
GPRIN2	2.74383333333333
LOC401431	-0.15975
CPA4	-1.414
MELK	0.381777777777778
IL15RA	3.35825
CUL3	-0.930625
HMBOX1	0.3315
PODXL	-1.617
CCT6B	0.7895
COMTD1	-0.3645
MUC20	2.14883333333333
GPX2	-3.559625
ITK	0.58675
FBXL5	1.073
C13orf27	-1.45525
DEFA5	0.2755
TRHDE	-0.0275
MTP18	0.359166666666667
UQCRQ	-0.2356
ITGB2	3.16958333333333
CSRP2BP	-0.079
TAS2R44	0.987
PHPT1	-0.5405
FAM44C	-0.60125
ERH	0.161
MPHOSPH1	-1.06566666666667
MORC1	0.6275
PARVB	0.76575
LAMA1	-2.10541666666667
PGBD3	-0.98975
GIMAP6	4.23525
AREG	-5.6275
LIPT1	-0.44575
MGC99813	-1.5875
C1orf201	-0.842833333333333
GRIN2A	-0.5338
MAN2C1	-0.692875
NSUN5	-0.18875
SF3B5	0.67625
MYC	-0.5953125
NRXN1	-0.0983333333333333
ZNF18	0.196
SPDYA	0.082625
SLC37A1	1.3995
DECR2	0.46325
ANKRD38	0.753125
SPTLC3	-1.58475
SUPT16H	-0.458375
DTWD2	-0.4605
ULBP1	-0.3125
ZADH1	-0.758666666666667
OIP5	-1.83025
IL10RB	0.679833333333333
OTUB2	-0.44875
VWA3A	0.097
SPIC	0.523666666666667
OR6C4	0.181
PSCD4	2.395
DPY19L2P2	-0.3795
TRAPPC6A	0.704833333333333
C21orf2	-0.214833333333333
CEMP1	-0.53125
LIN7B	0.116
E2F7	-2.793
VCP	0.7901875
LAMA3	0.335666666666667
BGN	1.04475
GPR160	-1.60716666666667
COCH	-2.64233333333333
GPR81	0.888666666666667
APOBEC3F	0.66825
tcag7.1017	-0.291
C1orf32	2.0525
SCGB1D2	0.6665
FLJ43987	0.259
C6orf170	-0.59025
KLK9	0.381
GPD1L	-0.402875
VPS37B	0.904
ATG3	0.348333333333333
ADAMTS17	0.169
KLHDC2	-0.589666666666667
NDUFV2	-0.415
BLK	-0.63675
MATN4	-0.3245
GPM6A	-0.42625
GBP4	5.38433333333333
TMEM162	0.4775
PKP2	1.3475
HRASLS	3.28611111111111
MMP1	-1.5635
SFXN3	-0.6806
FSD1	-1.2975
ST6GALNAC3	-1.499
CA12	-3.1473
NCOA6	0.267
C19orf58	0.1699
PPP4R1	-0.162666666666667
MAN1A2	0.0976666666666667
IKBKAP	-1.803
UPF1	0.127166666666667
KIAA1219	-0.0445
WNT16	0.321333333333333
SNW1	-0.301875
IL18RAP	3.794
RPP30	-0.47825
CDC40	-0.35
SETD3	0.218833333333333
SLAMF6	1.13725
ELK4	-0.2135
TRIM47	1.38266666666667
ACOX3	1.186
TRIM6	-0.085625
KIAA0372	-1.21
TP53AP1	-1.261
SMURF2	-0.61425
ADAD1	0.63525
EBP	-0.3259
KRTAP13-2	-0.2215
FLJ36874	0.361833333333333
TOR1A	-0.103333333333333
P2RY4	0.7395
GPBP1	-0.5695
TRPV1	-0.090375
ADAMTS12	0.425333333333333
PES1	0.081
ATG4A	0.362333333333333
MAGEA10	-4.064
WFS1	0.792
CC2D1B	-0.2645
PABPN1	-0.31475
SLC25A30	-0.33825
SLCO1C1	0.203666666666667
SLC22A5	-1.4845
KIF23	-0.543666666666667
SYN2	-0.201666666666667
ASPN	5.93033333333333
CENTG2	-0.73075
QSOX2	-1.5265
FLJ10815	0.4085
STK24	0.27225
SPEG	-0.8937
STK10	1.16516666666667
DACT2	-1.6255
AAAS	-1.22025
SSX3	-1.225875
ABCD3	-0.4452
C4orf12	-0.703
PARVG	1.9935
FIG4	0.12225
C9orf46	2.39775
TMCO6	-0.0805
IGHMBP2	-0.68425
DUS2L	0.315333333333333
FAM3C	0.8253125
TMEM16D	-1.286
DCTN4	-0.228
KCNH3	-0.47475
EIF2AK2	1.39025
AP1S3	-0.791625
CST4	0.5365
PAM	0.1133125
NUTF2	0.76925
CITED2	0.5255
SLC39A4	0.4315
C2orf52	-0.8735
GRM3	-0.144
C12orf49	0.76
CCDC49	-0.1
GRAMD1B	-0.612
FNDC4	0.28825
SIAH2	0.502875
GDPD4	0.3445
C21orf87	0.334375
ATP5A1	-0.100166666666667
C16orf63	-1.076875
LOC388135	-1.203
ATP5J2	-0.0285
MMP3	0.356
EMID2	-0.292
CRHR1	0.26875
WDR70	-0.2035
C13orf31	1.75325
ZFAND1	0.0955
CCL18	4.36133333333333
C3orf49	-0.095
RINT1	-0.622
KIAA0408	-1.26316666666667
F13A1	4.4895
SLC10A1	0.0163333333333333
OGN	0.77475
GIPC2	-1.323
XPO6	-0.112833333333333
LCE1A	0.947
FMR1	0.5093
LOC374920	-0.3425
DUSP3	0.134875
ANKMY1	-0.146
C7orf50	0.246
BBS9	-0.9004
UNC119B	-0.42
C9orf72	0.327125
MGC35440	0.19375
ENTPD6	0.42325
PPP1R2P9	0.2185
ERCC4	-0.3135
FAHD2B	-0.6655
HMHA1	1.2445
HACL1	-1.157
RAD23A	0.022
FAM83B	0.6545
PPP5C	-0.793333333333333
RNASEH2C	-0.68
C9orf153	-0.02625
SCAMP4	0.192125
GHITM	0.1292
NDUFB7	-0.00375000000000001
ADCYAP1	-0.0408333333333333
SP110	2.43116666666667
MAP3K7IP2	0.7105
DHH	0.042
AGRN	0.952357142857143
WDR33	0.205166666666667
CEP290	-0.899
PRPS1L1	-2.0095
KLRA1	-0.4885
GPR97	0.048
CHD7	0.361916666666667
TLR10	1.32625
SLC30A8	-0.4425
HIC1	1.094
IAPP	0.3735
RXFP4	0.286
GP1BB	1.66825
SHQ1	-0.3315
NKX2-3	0.463666666666667
API5	-0.2625
FTHP1	0.821
MOV10L1	0.0901666666666667
TRIM6-TRIM34	2.43116666666667
ADHFE1	0.341
FAM117A	-0.01875
DDI1	0.0463333333333333
CDON	-0.036
TRIM73	-0.243
IGKC	5.7015
MMP14	-0.9495
DYNC1LI1	-0.6365
C11orf66	0.079
TRBV3-1	-0.5895
FASTKD5	0.174
BIVM	-0.19375
LHX4	0.53825
CXCL2	0.0786
RAB2B	-0.104666666666667
IZUMO1	-0.51325
MAP3K15	-1.7665
FAM19A2	-0.118666666666667
ZC3H8	-0.156666666666667
ZMAT1	0.010375
SPINK5L3	-2.09125
SLC10A6	0.365
APPL2	-0.585875
CARD10	-0.933166666666667
LOC402176	-0.581625
EEF1D	0.9716
RAB6A	0.5956
C12orf5	-0.591125
PAPOLG	0.021
MSRB2	1.865
BCR	1.0145
PUS3	-0.056
TIAM2	0.69825
ZNF317	-0.205333333333333
CHD2	-0.113571428571429
FZD5	-1.3635
NUDT8	-0.39575
ZNF763	-0.3735
PRC1	-0.310555555555556
ABCB9	0.5145
SPATA3	0.37925
TRAK2	-0.930125
STAB1	2.907125
LRRTM2	0.0703333333333333
psiTPTE22	1.4655
DBI	1.28225
SERPINA11	-2.5195
NAT5	0.86425
C20orf58	-2.064
RPS6KA4	1.47266666666667
FLJ90650	0.62475
TGFBRAP1	0.782
CHRDL2	0.767125
FAHD2A	-0.770166666666667
CNTN1	-0.02
BBS4	-1.2693
TMEM181	-0.9885
MINPP1	-1.06975
MPHOSPH6	0.23375
HOXC10	-0.0015
ITPKB	-0.0385
CLPTM1L	0.289375
MEOX2	-0.111666666666667
ATP6V0C	0.165625
PRPF8	-0.3215
TMC5	0.50375
FKBP3	-1.294
PLEKHB2	0.213
OR4D6	-0.092
ZNF544	-0.3634
D2HGDH	-0.416125
RPL18A	-0.1952
HEL308	-0.685375
MPP6	-0.627
TCERG1	-1.29425
KRT16	3.398
KLF17	-0.79775
KLF5	0.565875
CDR1	2.486625
VCX3A	-4.77
FBLN2	2.366125
C14orf104	-0.48975
HBE1	-4.6179
OR4S2	0.146
C1orf108	-0.619166666666667
ROBO4	3.45533333333333
CPEB4	0.480125
C11orf80	0.585666666666667
BCKDHA	0.336333333333333
MYOC	0.48925
GIF	0.5185
CKMT1A	2.7475
RPL3	-0.2327
THBS1	0.6845
APOO	-0.11625
ARMCX1	-0.09825
HSZFP36	-0.30675
SNAPC5	0.1
EIF4ENIF1	0.6975
ZNF433	-0.9665
TNFRSF21	-0.456125
TMPRSS7	0.088
SPATA18	0.0398
HPDL	-0.5995
MKL2	0.1093
TBX3	-2.17446153846154
C21orf93	0.658833333333333
DAXX	0.1955
ELMO1	0.5685
RGS13	2.5115
TAF11	-0.8895
UNC13A	-1.635625
LOC653314	-0.4689
ORC3L	-0.49575
IMAA	-1.962
TARBP2	-0.946
CABIN1	-0.1661
TRIOBP	-0.00800000000000001
HIST1H2AC	0.993
RGS22	-1.8855
NCOA1	1.092
IL25	0.7805
SNCG	3.503
GPR6	-0.1145
AMDHD1	-2.19583333333333
CHEK2	0.284625
C6orf142	0.09375
DRD4	0.822
C14orf68	-0.61275
GDF11	-2.069
SEMG2	-0.031
CD247	1.1935
CDAN1	0.00275
RBMX2	-0.0896666666666667
TGS1	-0.21575
OIT3	0.26125
SYF2	-0.177
MCM4	-0.874875
PKHD1L1	0.95775
CEP192	-0.832166666666667
IFT88	-0.97225
RPL9	-0.584214285714286
RAB32	-0.07825
DDX43	-2.83075
P2RX2	0.448333333333333
OR5D18	0.4765
UBE1	0.142166666666667
SLC24A1	-0.00650000000000001
ARHGAP5	0.49125
CETP	0.214
KIAA1731	-0.9705
SLC9A4	0.4375
PTPN6	2.00525
BAHD1	-0.09275
GRIK3	-0.1315
CACNB2	-0.2352
PDE10A	-0.4195
DGCR14	-0.173
PCDHB9	0.1165
RHOQ	0.779666666666667
MAP3K4	-0.606
KTI12	-0.2335
RPL23AP13	-1.222
GNG11	-0.76775
CLCN3	-0.6135
GPAM	0.020875
VSTM2A	-0.0885
SLAMF7	5.35833333333333
INTS2	-1.80325
PPP2CA	0.0573
LRP12	-1.08886666666667
SEC14L2	-0.374111111111111
DKFZP586H2123	2.109
MC3R	-0.1665
CIRH1A	-0.0175
HIST1H2AB	0.790666666666667
POLH	-0.28725
MGC16703	-1.682
SNAPC2	-0.2875
FILIP1L	0.6825
RASGRP4	0.3415
LRRC1	1.4255
GAS1	0.29425
PRAC	-0.60225
DGKA	-0.251833333333333
NT5C3	0.9855
PEG3	-3.45208333333333
NADK	0.117
PRR17	0.66025
LOC374569	0.92775
SGSH	0.169333333333333
NLRP8	0.248
GALT	0.4307
MCF2	-0.7345
ZNF263	-0.14975
TACSTD1	0.986166666666667
TYR	-6.2394
ATP6AP2	0.479
RNUXA	-0.67125
ABHD10	0.2352
GDPD2	-1.02725
SLC35C1	0.96875
UBE2A	0.227125
HERC5	2.767
FAM112B	-3.53883333333333
FBXL16	-2.133
DKFZP434A0131	-0.38725
ELA3A	-2.0875
RBM41	-0.93775
HAO2	-0.239
RNH1	0.3115
SHANK2	0.434166666666667
OSBP2	-1.391875
DAK	-0.8745
C3orf58	0.263166666666667
TCL1B	0.066
KBTBD2	-0.036125
SUGT1L1	-0.14625
UBE2E2	1.54766666666667
MYL9	1.54475
CDC23	-0.817833333333333
PBXIP1	1.3217
CXorf40B	0.985
NBL1	0.59775
RTBDN	0.369
RAB11FIP5	0.62625
TTTY13	-0.2765
SCOTIN	0.618083333333333
SOHLH1	-0.424333333333333
CDKN1A	0.476285714285714
NCK1	1.94725
ZNF550	-0.4135
SAPS3	0.113916666666667
SPIN3	-0.644666666666667
MAGEE2	-0.243
MIS12	-1.1095
OR8H2	-0.007
KIAA0774	-1.05983333333333
UNC5D	-1.5285
CUL7	-0.0268333333333333
LIPC	-2.447
DIO1	-1.86
C20orf11	0.3078
CTRL	-0.12675
HS3ST2	1.1375
PAK4	1.996
CCRL1	3.41
RNF10	0.476125
ZNF567	0.744
ZNF660	-0.9475
TCEAL3	-0.59025
MAGOH	-0.0393333333333333
CENPB	-0.0648333333333333
C19orf7	0.414
LOC388965	-0.14325
ZCCHC13	-0.1175
JMJD1A	-0.8457
HIST1H4H	0.25
TBRG1	-0.8127
GPC3	-3.683125
TAF1C	-0.20425
EBNA1BP2	-0.717833333333333
CIAPIN1	-0.07625
PDGFRA	-0.357055555555556
CSTB	1.572
CENPI	-0.560166666666667
GTF2E2	0.161166666666667
RPP21	-0.45925
CCNF	-0.459
KCNQ3	1.032
FAM79A	1.164
SLC22A12	0.4755
NOVA1	-0.565
FZD3	-0.5199
AKAP8	0.11925
SOCS5	0.340125
CFDP1	0.0215
DLG5	-0.59875
PGM5	0.241916666666667
C1orf144	0.275083333333333
HDAC10	-0.674
RND2	-0.84125
C20orf199	-1.194
RNMT	-0.517
SLURP1	0.918125
ASTN1	-0.630375
SH3BGR	1.0865
MYCL1	-0.471625
ZHX1	1.1265
CENPK	-2.895
FOSB	1.0327
LOC643406	0.157875
C2orf59	-0.6385
TMEM135	-0.4895
SLC27A2	-1.9555
KRT33A	1.052
OVOL1	1.058125
PAMCI	-1.39333333333333
S100A7	2.996
ZNF789	-0.879
HARS2	-0.00125
RPL23A	-1.0875
TCF23	-0.06475
UPF3B	-1.35275
C17orf78	0.00850000000000001
HLA-DOB	2.31383333333333
C14orf142	-0.191
TEKT5	0.140833333333333
DMWD	0.6435
POLD1	-1.39433333333333
GSCL	0.0645
CALD1	0.6016
SCRT1	0.606833333333333
AIG1	-0.091
UNC84B	0.9615
ZNF404	-1.32125
TMED6	-2.378
KIAA1462	0.224
LRRC27	1.04933333333333
PYGO1	0.2955
PIGU	-0.240166666666667
ALAS2	-3.58216666666667
WRNIP1	0.5355
CNNM3	0.359
ZNF2	-0.20275
ST3GAL5	-0.00283333333333333
MRPL23	-0.6575
TSSK6	-0.315
PSMA6	0.49525
C16orf70	-0.158
KIAA1602	0.1315
ALMS1	-0.155333333333333
DCN	2.5055
TMEM132D	-0.27425
SUCLG2	-0.05475
ABHD14A	0.20025
DEXI	0.157
AMPD2	-0.498833333333333
IFNAR2	0.736
CYB5A	1.3978
TLOC1	0.0055
NXF5	-0.557833333333333
NRBF2	0.98
KCTD3	-0.02175
ITGAE	-1.1565
SLC30A3	-1.48766666666667
ZRF1	-0.411
IFRD2	-0.145375
XAB1	0.38025
PYCR2	-0.257333333333333
SERPINB3	-3.517
TMLHE	0.0729
GEFT	-1.345125
ABCA5	-1.242875
EMR4	0.118
TSFM	-0.305
HIST3H2BB	0.223
ARHGEF19	-0.02425
TSPAN17	0.515666666666667
ABCC8	-0.92025
MAP1S	0.204833333333333
C22orf36	0.265
BNC2	-0.623285714285714
HIST1H4A	-0.54175
NDUFS3	0.0563333333333333
WDR3	-0.719
XKR4	0.0815
TTC33	-0.144428571428571
STMN2	2.3565
CPN2	-0.556
HSPC105	1.328375
PCOLCE2	0.3145
C3orf55	2.366
KLHDC9	1.23066666666667
TBC1D23	0.458625
ATXN2L	-1.108
MAP2K3	0.666333333333333
SCAP	0.17575
ZNF486	-0.4325
C20orf96	-0.04025
NARS	-0.51675
ADAMTSL1	-0.736428571428571
PRCC	0.850833333333333
CCDC126	0.700416666666667
ZNF675	-1.17125
CALCOCO1	0.09425
ANKRD43	-0.5135
CWF19L2	-0.42
ZBTB32	2.885
BRAF	0.826
ODF4	0.02125
MGC14376	0.201666666666667
HORMAD1	-1.2995
AAK1	0.2435
PEBP1	0.497333333333333
TNFSF5IP1	-0.00633333333333333
DKFZp564N2472	0.78225
RMND1	-0.95975
IGKV1-5	5.68025
COL1A2	2.237
SERPINA5	-3.416875
AANAT	0.8105
C19orf21	-2.44016666666667
GEMIN5	-0.50225
UBR4	0.0798333333333333
LTBP3	0.9155
AMHR2	-2.2795
PROCR	-1.26825
MYBBP1A	-0.471
C20orf39	-0.326666666666667
ZNF697	-1.3175
PASK	-0.6599
ZNF776	-0.175
RFXDC2	-0.368625
KIAA0467	0.12475
C10orf96	-1.68125
ZNF503	-0.82225
GULP1	-0.543416666666667
KCNE4	-0.191
DKFZp434K191	-0.226125
LOC196913	-0.288
BHLHB4	1.35
CH25H	2.6535
LOC81691	-0.884833333333333
ALPL	0.498428571428571
COL12A1	1.760125
FOLR3	-1.26533333333333
GPR123	0.09175
TRIM62	-0.259857142857143
ABLIM1	0.905166666666667
MAST3	-0.0215
RHBDD1	0.232666666666667
LOC338809	0.6265
RYBP	0.8595
TTC26	-1.16875
ZNF22	1.2515
ISCA2	-0.12775
RDM1	-2.57725
PIGM	0.36425
GNB3	-0.9995
ACTR2	0.6372
HMGB1	0.08345
EDG1	2.76133333333333
SOAT2	-3.016
OR10AD1	0.4955
RAP1GDS1	-0.210916666666667
LCE1F	0.16
ESM1	-0.241
RCN3	1.70825
CREBL1	-0.47125
DBNL	0.087
PTGER3	1.39825
USP30	0.186166666666667
BCL2L12	-0.113333333333333
KIF26B	1.85725
ZNF416	0.48875
ZNF225	-0.9135
C17orf70	-0.10125
ZNF554	-0.6115
RAE1	-0.745333333333333
TNIK	0.2275
ACTN3	0.5285
MGC45922	1.3195
CCNA1	1.01716666666667
RYK	0.713
IL26	-0.9075
LRP3	1.85666666666667
QARS	-0.00675
SOX7	1.27921428571429
BID	0.218125
OR2S2	0.199
CXCL14	4.603
C11orf47	-0.172
MGC29891	0.993
HSPB8	-0.3693
PRDM14	-0.646
NUFIP2	0.348
MNAT1	-0.61275
ZDHHC2	-1.04375
MBNL2	0.62975
ADD3	0.147625
CSNK2A1P	0.06175
KLK6	1.61366666666667
TMEM111	-0.4167
KIAA1279	-0.438
NUBP2	0.103166666666667
RAB42	0.27075
ID3	-0.9112
TM9SF1	-0.055
MDP-1	-1.45975
POU4F2	0.1215
IQCK	0.15825
C16orf14	0.2895
CAPN3	-1.34975
FAM43B	-0.517375
RECQL	-0.49025
AP1G1	0.301785714285714
CTNNBL1	0.160833333333333
ECHDC1	-0.834833333333333
SMARCC1	-0.3507
FOXQ1	-1.34575
GNAI3	-0.186166666666667
POLG2	-2.06925
CD4	2.07325
ITLN1	0.16925
EBI2	3.89875
IRF1	2.4665
PTPRE	1.8783
PTK2B	0.4775
NXNL2	-0.8555
SOX4	0.4095
TSPAN3	0.602333333333333
SH2D1A	-0.4875
C8orf58	-0.138833333333333
USP20	-0.55975
DUSP22	-0.482666666666667
CALB1	-1.61716666666667
L3MBTL2	0.624916666666667
MCRS1	-0.63325
TMEM118	0.8525
C18orf8	0.564
FLJ10241	-0.62275
GJA12	1.085
PKD1	-0.451166666666667
ZFP3	0.3395
JAM3	-1.404625
LAPTM4A	0.9487
DIRC2	0.972
KIAA2022	1.102
MYOM1	0.329666666666667
TRPM8	0.1765
MOP-1	1.702
PHKG2	-0.265
ZNF650	0.1645
KIAA1522	1.20425
PSG8	-1.70616666666667
DDX19B	0.335
MOBKL1B	0.70575
DIAPH2	0.87975
PTPN12	0.2385
CLN8	-0.4662
CRYZL1	-0.4685
CRY2	0.493833333333333
FCGR2B	4.18633333333333
PNPLA4	-0.258375
ZNF454	0.392
DKFZp434B1231	0.055
CLDN11	0.2485
RFWD2	0.296333333333333
CIB2	1.22766666666667
MXRA8	2.25225
HRK	0.943125
MAML2	-0.02225
C4orf31	-0.9885
C6orf192	0.282
COG6	0.192
FAM5B	-0.06075
NFATC1	1.0427
SEPT10	0.0275
SCYL1	0.6424
RPP40	0.48575
SCOC	-0.2287
KIAA1450	0.22775
CTDSPL2	0.0335
TBX5	0.63
NAPG	-0.430125
RHD	-3.47975
C14orf45	-0.1705
ZBTB22	0.7295
PLCG1	-0.96
ANKRD10	-0.96575
AQP7P2	1.6905
TAGLN2	1.7195
HTR2C	-0.925
SLC16A7	-0.247666666666667
C17orf83	0.118
TSGA14	-0.78325
MDH1	-0.25675
PPP3R2	0.0755
DCBLD2	-0.579571428571429
RBM33	0.014875
DPH3	-0.77975
SYT10	-0.762333333333333
FMO4	1.588125
THYN1	-1.114
DRD5	-1.6385
OTOR	0.41125
PGRMC2	0.2498
KATNAL1	-1.15325
PAQR6	-0.86875
UBE2I	-0.34325
C14orf28	-0.04725
C8orf70	0.42625
FLYWCH1	-0.779875
ANGPTL3	-0.53175
GLRX2	0.00650000000000001
ATP11A	-0.0350714285714285
ARL5B	2.327875
MUC16	3.29975
SLC25A5	-0.146214285714286
ACRC	-0.9265
MYO1C	0.117875
FAM89B	1.4785
FAS	2.685375
KIFAP3	1.32775
GLRA2	0.403
BTN3A2	1.5284
CNKSR3	0.6665
CSTF3	-0.560333333333333
ARPM1	1.709
KIAA1530	-0.51
C9orf150	-0.130333333333333
PRKCI	0.4685
tcag7.1015	-0.04225
SOD3	1.5745
ZNF574	0.57
CYP21A2	0.6305
RPL12	-0.2295
COMMD2	-0.345
WIZ	0.41325
LOC344405	-0.887
ALDH4A1	-1.66317647058824
CRYAB	3.9985
COPA	1.08513333333333
PCDHGA7	0.7005
KIF11	-0.706666666666667
RASD2	1.728375
SLC26A3	-0.2885
ZNF175	-1.4155
JAKMIP2	-1.274375
C8orf4	1.86583333333333
PTHLH	0.327
SLC40A1	1.80225
OR7D4	0.0403333333333333
PCDHB17	-0.0625
CD36	4.38907142857143
C6orf203	0.5176
PRKG2	0.053
LOC400566	1.20675
ANAPC13	0.03075
SLCO3A1	-0.363
ZNF692	-1.9975
FANCL	-0.975
SH3GLB1	0.78925
C12orf61	-0.147
KBTBD6	-0.1765
SUPT5H	1.858375
XRCC6	0.0596
HUS1B	-0.144
FAM133B	-0.583071428571429
LOC728276	0.1495
KCTD18	0.66375
SOS2	0.0785
CCDC99	-1.4775
C1QTNF5	2.4815
NNAT	1.02983333333333
USP16	0.386
LARS	-0.6235
ZBTB2	0.118125
ABO	0.00816666666666666
TRAF3	0.744
GALNT5	-2.941
NAP5	0.596
ALG14	-0.064
KIAA0515	-0.146
WDR75	-0.800333333333333
TEX261	0.195166666666667
LY86	1.05675
LOC389072	-0.7845
FLJ13611	-0.8645
MRGPRX2	-0.132
SNRPA	-0.803875
OR2G2	0.227
GPRASP2	-0.88475
C7orf42	0.5372
C9orf163	-0.4605
CYP11B2	0.533
FCRL3	1.31216666666667
PRDX1	0.46675
FGB	-5.90383333333333
COX17	0.5315
C16orf33	-0.07125
PIWIL1	-0.268
FOLR1	-2.7725
KIAA0082	0.12575
FREQ	0.341
TMCC2	-0.342
TCF12	0.0521666666666667
ZNF721	-0.35125
FAM130A2	0.368
POU4F1	0.64725
SNRPF	-0.269625
SGIP1	0.408833333333333
ZNF641	0.154666666666667
EMG1	0.582125
PRRG4	1.1585
HIRA	-2.78275
MYNN	0.3615
AEBP2	0.644333333333333
TBXA2R	0.233833333333333
ISL2	-0.958166666666667
PCDHB11	0.513
RNF144A	-0.127125
MARCH5	0.375
DULLARD	-0.0813333333333333
DCLRE1B	-0.014
ITGA8	0.48
TP73	-0.09775
PRKCD	1.4895
NDUFB4	0.01575
ATP13A4	1.324
ANTXR2	-0.113833333333333
COL4A3	-0.4215
MYO10	-0.6115
SLC6A18	0.542
PEX1	-0.845
TMEM74	-0.680333333333333
RBM19	0.48
TAPBP	1.7711
RUNX1	-0.835375
MID1	-0.330333333333333
GPR64	-0.539
RASEF	2.6925
GABRG1	0.231125
MYO16	-0.65575
DBF4	-1.047
TSHZ2	2.98975
RIPK2	1.734625
PPTC7	-0.0273333333333333
KIF4B	-0.218
LRRC31	-0.285625
ZNF540	-0.18275
EFNB3	-0.0105
LOH12CR1	0.918375
STON2	-0.139833333333333
GLP1R	0.18975
CSTF2T	-0.170375
IREB2	-0.181125
GRSF1	-0.91425
PDCD7	-0.2375
LRRC43	0.984
CNR1	0.535166666666667
IL1F7	-0.8185
C12orf64	-0.13025
FAM69B	-1.73375
NR2E1	-0.7015
MS4A6A	3.1704
FTL	0.0179
C7orf36	-0.49625
PCLO	-0.3125
DYRK2	0.784
ARIH2	-0.328
SAMD7	-0.145
SCNN1D	-1.137
SLC32A1	-0.157375
C22orf25	-0.0835
MRPS18A	0.1906
GPR112	0.107
EARS2	-0.943
ERN2	0.814
ATPBD3	-0.0956666666666667
PRH2	-0.243
CDKN2D	0.7035
PGLYRP2	-0.79375
TRIM40	0.29725
SEC14L3	0.1745
SLC22A1	0.27125
BTN2A3	0.1145
RASA4	0.94025
CCNL2	-1.38216666666667
MYBPC3	0.39
GJA4	3.21
CDC42SE1	1.58125
TRPV2	0.3175
MYPN	-2.519
SIM1	0.203
CDADC1	-0.749833333333333
ZFHX4	0.25875
NIBP	1.18933333333333
ADAMTS19	-1.78375
ABTB2	0.2895
TSPYL2	-0.6625
EIF2S3	-0.4397
SOX30	0.20475
AP2A1	-0.194666666666667
DKFZP564O0523	-0.299333333333333
LOC285398	-0.115
CDH18	-4.0815
CHL1	1.179625
GATS	-0.0629
TBC1D2B	1.19116666666667
OR1J1	0.1155
GSN	1.7045
DPCR1	0.027375
GARNL4	-0.625666666666667
SMARCA5	-0.54775
PLEKHG3	0.688666666666667
ZBTB45	0.7515
FRMD6	-0.591333333333333
PLS1	-2.67716666666667
DGKZ	0.9795
EFNA1	2.0144
WDR85	-1.00175
ANK2	0.04475
PAGE4	-0.762833333333333
SENP6	0.168333333333333
AKR7A2	-0.1415
FKBP10	-2.287
VEGFC	-1.87516666666667
LARP1	0.1771875
SRBD1	-0.14875
ITGB6	4.53725
SLC1A2	-0.3475
INVS	-0.476666666666667
MPO	1.149
MOBKL3	0.3534
CUTL2	-0.3465
KLK2	0.00516666666666666
VIM	-0.54
REG1B	-0.1235
PCDHGC4	0.5135
C3orf34	-0.708166666666667
SUMO3	0.733166666666667
CST9L	-0.461
MLL4	1.32375
SPR	0.934833333333333
SAMD9L	3.37225
ABCE1	-0.90225
SUPT3H	-1.20166666666667
ACTBL1	-1.74975
ADAMTS4	0.591666666666667
SLIT3	3.1275
RHEBL1	-0.69725
NPM2	-0.9515
MAN1C1	1.3175
KIAA1856	0.744916666666667
HSPA6	2.64575
LOC388152	-0.7465
C10orf140	2.2365
ZDHHC12	0.166
LIN7A	-1.325
PHC2	0.279666666666667
SPHK1	-0.45225
TRIM26	0.89675
FAM83E	-0.3995
C18orf24	-0.338166666666667
ZNF578	1.5795
ORAI1	1.255
RUVBL1	0.50575
C7orf20	-0.307
APAF1	-0.791
SLC36A4	-1.4965
