Hybridization REF	TCGA-AN-A03Y-01A-21R-A00Z-07
HSD3B7	0.118166666666667
VDR	1.386
C16orf74	0.18575
ACE	0.20875
PSMA2	-0.309166666666667
CCDC131	-0.031375
ZNF213	0.514
EML2	0.67875
ALS2CR13	-0.732333333333333
GLYATL1	0.41175
DSPP	-0.014
DHFRL1	-0.13
C10orf30	-2.4905
SH3RF2	-0.923666666666667
LOC197322	-0.551333333333333
DLL3	-2.4095
TIGD7	-2.53175
GFRA3	0.0695
CPA1	-0.234666666666667
RTN4	-0.574166666666667
PPT2	-1.66533333333333
FASLG	3.55166666666667
FOXP4	0.850625
RPL26	0.3069
GNL3L	-1.62216666666667
FMR1NB	-0.023
CD163	7.19075
SGPP2	2.41225
GIMAP2	1.164
CD37	0.792333333333333
DPT	4.03008333333333
NBLA00301	1.97075
RGS5	1.67491666666667
C9orf4	-0.647
ACTL8	-3.4985
PRKAR2B	1.841375
OPLAH	1.04916666666667
C20orf134	1.5385
SPACA5	-0.29675
TBL1X	0.0951666666666667
TSPYL3	0.1725
CHCHD3	-0.18275
CRKRS	0.559166666666667
GPR65	4.93925
DFFA	-0.955625
FUT1	1.31475
C6orf204	-1.42783333333333
TMEM51	-1.6615
ZNF580	-0.305
CMTM2	-0.01225
C20orf200	-0.3865
EZH1	0.3895
FDX1L	-0.646125
MRPL32	-0.762
PCAF	-1.0189
ALOX15B	1.45583333333333
CD59	-0.645
CDK9	-0.294875
ERP29	-0.719333333333333
TTR	-6.31025
BCMO1	-1.0605
DDIT4	-1.2756
PTGDS	1.81475
C3orf63	0.515833333333333
BST2	1.547125
CYP1A2	0.184833333333333
C5orf25	-0.65975
STX1A	-1.37494117647059
OR2A12	0.641
SH3BP5L	1.32125
SERINC5	1.570625
USP6	-1.0989
MRPL3	0.575833333333333
POMP	0.435625
INPP4B	1.08475
GMPPB	1.36275
EAPP	0.54825
AHSA1	-0.33425
ABCA11	-0.924
SLC5A6	-0.469166666666667
HIVEP2	0.762
SUMO2	-0.118875
KIAA1822L	-1.34
C11orf67	4.47525
TXK	-0.456625
PHCA	1.511
ICAM4	-3.5605
FPGS	-0.452666666666667
SNRPA1	-1.6335
KCNJ4	-1.33175
KIF6	1.3031
HIST1H2BG	-2.84266666666667
SLC5A5	0.6795
ZNF354B	0.438166666666667
IL12RB2	0.8875
C11orf76	-0.17125
GAL3ST2	0.729
AIFM2	-1.675875
SYNC1	-1.098625
UBL3	0.643875
PIK3CG	-1.09383333333333
NLN	-0.8028
BCORL1	-0.2525
CD5L	-0.522
ZNF238	4.54483333333333
KIAA1394	-1.039
C16orf55	-0.2261
CYP3A7	-3.236
KRTAP3-1	-3.505
TFDP1	0.380166666666667
MND1	-2.5005
NODAL	-0.242166666666667
GTPBP4	-0.2565
TUBGCP2	1.0045
SLITRK5	-2.38275
CIC	0.4795
CD79A	0.768333333333333
SAMD14	0.569666666666667
TNPO3	-0.19
OR10G3	0.316
OR10G8	-0.5265
CCDC111	0.0095
HOXC9	1.188
DCUN1D1	0.349166666666667
CYB5R1	2.5025
TSR2	0.62525
DAB2IP	0.5788
SLC6A5	-0.117
RAB3D	1.023
DCUN1D4	-0.613333333333333
ERBB3	1.72816666666667
SDC1	0.722166666666667
ATP6V1H	2.06366666666667
SYK	1.407
ST20	-0.84975
C13orf30	0.065
WDR40A	0.878
ADMR	0.1075
LOC388335	0.5375
ACSM1	-0.743
TDG	-0.0789166666666667
FLJ11235	0.153
MRPS5	-1.00416666666667
AGPAT2	-0.382333333333333
SLC12A1	0.501
CYP27A1	-1.0445
THAP7	-0.676
XPO1	-0.6745
ALMS1L	0.739833333333333
C1orf2	-0.332
ZNF777	-0.0443333333333333
CAMK2A	0.369333333333333
SMC1B	-0.78725
IHPK2	0.332
LEMD1	-2.401
NKD2	-1.2249
CLU	0.758857142857143
ARMETL1	-1.6515
PABPC4	1.4765
CXCL12	1.7545
TFAP2C	-0.116
TTTY8	-0.55
ABCB10	0.337
ENDOD1	1.64666666666667
IDI1	-0.8835
KCTD6	3.62066666666667
CCDC105	-0.285
ULBP2	-1.45566666666667
ZDHHC5	0.2595
WNT8A	-0.889666666666667
COMMD10	1.42375
KLHL12	1.06325
GPR50	0.302
NR5A2	0.327714285714286
OXGR1	2.38466666666667
EHD3	-0.334
CAPRIN2	-0.14375
KLRC3	-4.27475
SF3B1	-0.319571428571429
IPO7	-1.04975
ALDH1A1	-0.658
ANKRD5	1.517
TSNARE1	0.4995
DDEFL1	0.1125
RNASEL	1.82333333333333
DNAH9	-1.8315
HELLS	-1.065
TNS4	-1.495
NAV1	-0.3352
KIAA1409	-0.801
C20orf26	3.73
TUBG1	-0.7665
IRX2	3.90775
CNGA4	-0.1445
MGC50559	0.914666666666667
OR4K17	0.328666666666667
TM2D2	-0.0719166666666666
FAM32A	0.42225
TXNDC14	-0.5535
CCBL1	-1.321
ANK1	-2.8864
PRSS23	-1.215125
PPM1L	-0.0015
SPATA20	-0.5475
APCS	0.187
C14orf122	-0.413
PSMB5	-0.709875
C6orf10	0.0483333333333334
SETDB2	-0.113166666666667
SPNS3	-1.697
SGMS2	-0.263666666666667
MXD3	-0.962833333333334
MON2	0.5016
CARTPT	0.32625
HNF4A	-1.07
RABEP1	2.2042
TNFRSF10B	-1.949875
USH1G	0.12
PPAP2B	-1.76616666666667
TMEM16K	-0.036
CTDSP1	-0.013
CDK5R1	-0.0621666666666667
GABRR1	-0.5755
OPN1LW	-0.16
FAM98C	0.587125
DBN1	0.58725
ACAD10	0.339166666666667
QTRTD1	0.30475
WNK3	-0.133666666666667
RPS19	-0.21275
C1QB	3.3785
OTUD5	0.252625
SLC41A2	-0.926666666666667
TMEM22	-2.68833333333333
KHSRP	-0.51675
TNFRSF11A	-1.05633333333333
FBL	0.0808333333333333
IBTK	0.878333333333333
OXER1	-0.2225
CBLN4	1.8455
GPR172B	0.8975
CFTR	-0.0235
VSX1	0.4055
CAMK1D	-0.1115
LOXL3	-2.40275
RTP4	-0.3675
SLFNL1	0.00599999999999999
KIAA0828	-0.653
PAR5	-0.179
LOC723972	-0.6955
GDI2	0.58675
CEBPA	0.9237
MLF2	0.275666666666667
AFMID	-0.40375
ALOX12B	-0.292
BPHL	-0.282125
COX5B	-0.74375
S100A10	-1.5525
THOC6	0.93625
NHN1	-0.41675
RRP12	0.105166666666667
ARID3B	-2.713
CD3G	-1.47183333333333
KIAA0133	1.37275
NAT11	-1.17066666666667
PPAT	-0.0526666666666667
SIRT3	0.0111
TCERG1L	-2.53325
NIPA1	-0.0101
DPP8	0.6269
IL7R	0.514333333333333
ZFP64	0.234916666666667
DMAP1	-0.5094
TRMT12	1.539
TLR4	1.4872
WFIKKN2	0.04375
RAB12	1.29983333333333
DDX51	0.414666666666667
KIAA1086	-3.403
ZNF295	-0.2005
ACVR2B	-1.12407142857143
LOC494150	-0.16575
ZNF517	0.931
DNASE1L2	-0.8105
SUFU	0.82925
LOC283677	0.334
LMO3	0.7985
PPP2R5D	0.1015
ZNF587	0.8403
HIST4H4	0.00925000000000001
CYP2C8	1.284
C1orf80	1.18533333333333
DOCK5	-2.0075
C9orf24	-1.64075
OR5AR1	0.184
C11orf24	-1.08925
UNQ1940	-0.947
CAP2	2.661
TIMM44	0.1125
DSEL	-0.6938
ROM1	-1.73175
FBXO4	-0.2605
MYLC2PL	-2.60525
MLH3	0.5541
NOX1	0.969666666666667
DPEP2	1.94075
DNAJB5	-0.8615
RLTPR	0.3445
MBIP	0.0778333333333333
COPB1	0.576833333333333
SFTPA1B	0.2695
C10orf4	0.4291
PRELID1	-0.16075
NOLA1	-0.38375
C19orf24	-0.0705
TLR9	-2.0165
HLA-DMA	2.66875
HCRP1	2.0215
GPR137	-0.777833333333333
ITGA11	-0.0258333333333333
PHF13	0.0396666666666667
MARK4	0.244
METTL4	0.53225
MBD3	-0.3513
LOC134145	0.866375
FGF3	0.41425
SLC35A3	0.84725
CLEC16A	0.07775
AMOTL1	-2.24033333333333
FLJ31438	-1.1565
PAICS	-0.916125
TOMM40L	0.174333333333333
MMD	-1.5785
KLK10	0.2246
NIT2	0.543
SERPINB10	0.571
KLF15	-0.5277
CCDC5	-1.005
WSB2	1.399875
ME3	1.98625
CACYBP	0.7595
TCTN2	1.8275
JAK1	0.580125
C2orf25	-0.90075
GPD2	1.61075
FBXL11	0.812666666666667
CDV3	0.9495
GALNT11	1.557875
NDUFA12L	-0.4186
FLOT1	0.257785714285714
TOR1AIP2	1.2925
MMP25	-1.05525
C1orf164	-0.2809
CHST5	0.603
LYRM4	-0.09265
GPER	-2.89225
HIPK2	0.984166666666667
DAP	1.018
ZMIZ1	1.24083333333333
DDX58	0.953625
DCC1	-0.99025
AKT1	-0.394625
ENPP6	0.591333333333333
ERVWE1	0.149333333333333
CDC34	0.03925
RNF125	-1.1805
CASC1	4.60475
SHROOM2	1.5555
RRM2B	1.96733333333333
COL6A3	1.319
TMEFF1	-2.3695
PLEKHA4	1.1154
LYSMD1	1.126
SEPT1	-0.5295
AOF1	0.69
GNPAT	1.4775
WDR18	0.12
HSD17B12	-1.2885
HIST1H2BM	-2.02066666666667
INDOL1	-0.0241666666666667
SUDS3	1.7535
C1orf192	1.8525
CYP2B6	0.065
TBC1D2	0.575333333333333
SLC25A12	-0.780875
ERCC6L	-0.181
MGC10814	-1.16983333333333
POLR2C	-1.5445
ZNF77	1.28133333333333
EIF3K	0.2162
HPX	4.99925
ANKRD27	0.15125
MALAT1	1.3856875
PLB1	0.488833333333333
HRNBP3	-1.93525
CPSF4	-0.2225
OR52N2	0.206
PIP5KL1	0.7505
GH1	0.0475
HPS5	-0.20775
SLFN5	0.161875
POP5	-0.7
OVOS2	-3.43433333333333
C20orf108	-0.38625
MARS	0.822
CLRN3	0.909333333333333
ARSE	-1.96133333333333
PPIE	0.828166666666667
PHACS	0.707833333333333
GP5	-1.028
IL8RB	1.389
FCRLA	-1.26075
ARRDC1	-0.3542
KRTAP9-4	0.59125
ZNF613	1.765
OR11A1	0.19
TMEM132B	-2.845125
PGLS	-0.0795
BSND	-2.747
KCNK18	0.291
FOXD4	0.81475
SV2C	-0.06575
LCN2	1.84283333333333
ZNF490	1.6982
C3orf15	3.0524
CACNA2D4	-1.93583333333333
CBX5	-1.49
MAGEB4	0.409
BOLA1	0.00525
PPP2R5E	-0.57625
COL5A1	0.564833333333333
ASB7	-0.763833333333333
SFT2D1	0.27675
DERL1	1.5174
RABL2A	1.2825
MOAP1	0.87925
KIAA1545	-0.0813333333333333
F3	-0.014
PLEKHM2	-1.07125
CCDC89	0.0211666666666667
EFCAB1	1.158625
TMEM48	-1.5115
SEPHS2	0.632
PYGM	-0.69825
PRICKLE1	1.94975
WNT5B	-2.09825
TAS2R38	0.247
IMP5	-0.423
KHDRBS1	-0.1235
LARS2	-0.444666666666667
C3orf28	-0.846
FTCD	-3.7055
C10orf68	1.49633333333333
DGAT2L3	0.32825
PSEN1	1.57858333333333
MGC33657	0.8615
PLA2G4B	-0.131833333333333
CDKN2A	-2.09775
DLX1	-1.1095
TSHB	0.008
C18orf37	0.617
MEX3C	-0.0255
MAMDC2	-1.02825
PDIA4	0.47825
ATP5E	-0.4925
CASP2	0.0510714285714286
SERBP1	-0.297192307692308
ZNF341	1.0215
TESC	-3.014
TMEM31	1.86825
OR51I2	0.154
YTHDC1	0.937285714285714
JUN	-0.3895
AGMAT	-3.9715
PCNXL2	1.51825
ATAD5	-1.728375
STK38	0.278125
AZI1	-0.652125
RBP1	-0.901
C4orf26	-1.47375
KIAA1026	1.7455
TMEM101	-0.19325
HSFX1	0.346
TREX1	-0.541
C18orf10	0.1319
TRIM15	-3.956
CA6	0.202428571428571
CEP57	-0.924875
AR	4.0245
SESN2	0.430833333333333
KIF3C	-1.48325
EPB41L5	0.6815
ARHGEF10	-0.869909090909091
POLR3D	-1.270375
INDO	-0.425333333333333
GABRA3	-0.1175
SCG5	-3.098
E2F3	-0.7101
TIGD5	1.899
FGD6	0.615083333333333
KLHL3	-0.215875
SCGB3A2	-2.207
URP2	0.0355
ATP6V1B1	0.7335
CALML6	-1.145
LOC100049076	0.5515
TMF1	1.0775
LOC388503	-0.418
CDH5	3.19225
RPS6KC1	1.37683333333333
DAAM1	0.7401
TNFRSF10D	-1.30125
GSTT1	0.9247
INPP5A	0.8545
TRAF3IP1	1.1303
SMARCE1	0.0577857142857143
VRK1	-0.79175
TTC16	0.8295
AARS	0.216
ARHGAP27	-0.0583333333333333
ZAK	-0.487857142857143
ACSM2B	-3.72425
TRAP1	-0.372833333333333
MRPL53	-0.248375
RNF44	0.51175
NPTXR	-0.53075
DPYSL3	-0.461166666666667
APP	0.2343
GLS2	0.532
MNX1	-0.6295
CMTM7	-1.66925
OR10A7	-0.044
NYD-SP21	3.619
ORC5L	-0.2345
SLC16A10	-2.858375
TMEM178	-0.655
LOC441601	-5.434
PTGIS	0.3005
KBTBD7	1.666
C19orf41	-0.66675
CEACAM3	0.06375
KRT23	-2.62325
SERHL	0.0235
PNKD	-0.121
UBC	0.31075
ATRN	-0.00475
HAPLN1	3.3385
RANGAP1	-0.3745
C10orf26	1.7385
KCNA7	-1.268
SRY	0.7625
LOC376693	-0.29275
HIST1H2BF	-2.16075
CDCA8	-1.79066666666667
MLC1	-0.78325
TNIP3	1.079
OR4D1	0.4655
IFT52	1.291
GOLT1A	1.425
UTP20	0.23
RP3-402G11.5	-0.365125
PRSS33	-1.949
PMPCA	-0.97375
APOB48R	1.61483333333333
GLTP	0.23
MPL	0.775
C9orf78	-0.354
ADAM12	0.614
CSPG4	-2.7965
LOC144305	-1.1155
KRTAP4-10	-1.009
PAK1	3.93775
ADCY7	-0.5568
TAS2R43	-0.1205
FRAS1	-3.24171428571429
PPP1R14A	-1.2905
OR2B6	-2.1125
ATP13A1	0.395333333333333
SIDT1	1.88575
C1RL	-0.381333333333333
PRKRA	-0.5985
TLN1	-0.1233
RP11-50D16.3	0.759416666666667
MITF	-2.45341666666667
GYS1	-0.56375
LYG1	-0.721666666666667
NSMCE4A	0.1676
DNAI1	0.658
HOXD11	-1.2325
FNBP1L	0.8548
DHX35	-0.181
LCE3E	0.413375
SLC33A1	2.63925
DCLK3	0.369
TRIM33	-0.402166666666667
TMCC3	0.583833333333333
FBXO42	-0.5745
C1orf27	1.5043
C17orf50	0.3955
RNF14	1.08591666666667
SLC4A8	2.68975
RAB3IP	1.5879
COX6C	0.815142857142857
PCSK1	-3.9259
SLC13A1	0.149
ARF6	1.1735
KIAA1009	0.570125
HOXA13	-2.53125
HMGN1	0.751125
CXADR	0.0438333333333333
MGC14436	0.155
UTF1	0.1425
TSC22D1	0.8516
BZRAP1	1.7165
PUF60	1.50075
SHC1	0.363875
HOOK3	2.6255
LIMS2	0.343833333333333
BAHCC1	-1.31766666666667
CLCC1	0.524166666666667
ENTPD3	2.919
SMO	-2.7265
PIK3R5	0.99425
CDC14A	-0.251916666666667
KRT1	1.9525
ENOX2	0.444166666666667
FLJ22655	0.94875
FPRL1	0.48
INTS6	1.0406
ZCCHC5	-0.489
SMC3	-0.30675
C6orf123	1.70833333333333
FLJ20160	1.865
LOC653391	-0.6605
GSS	-0.5945
NT5M	-1.0585
SIX5	0.824
TAF5	-0.257
KCNA1	-0.440166666666667
ANLN	-1.6675
MGC45491	-1.669
SSTR2	3.95675
LYPD4	0.5335
TH1L	0.069375
CHRNA5	-0.385
PNMA6A	-0.4945
FLJ16369	-0.4685
DLX2	-2.6478
C6orf108	-0.1485
ALDH3A2	1.50933333333333
CLEC1B	0.0281666666666667
LEPREL2	-2.12475
FOXJ1	2.1724
OR1D4	0.7235
PPIL4	0.5265
MTRR	2.08
SLC27A3	-0.248
HTR7	0.3045
MIB2	-0.784125
BHMT	-2.32966666666667
A2ML1	0.161
MSMB	-4.1505
KIAA1383	0.642125
TRUB2	-0.756
PF4	-0.1222
IL1F5	2.034
LRRC37B2	0.142
IPO4	0.14775
FIGF	0.9215
QDPR	0.291
ZNF598	-0.28825
BOP1	1.203875
MAPK12	-2.705
POLR1E	-0.85025
CEECAM1	-0.721
INSRR	0.208166666666667
SIPA1	-0.328
ULK4	1.64466666666667
BTN3A1	0.5301
FABP5	-1.4279
KBTBD3	0.779166666666667
SORT1	-0.465583333333333
YWHAQ	-1.0745
LRIT1	-0.4765
KIAA1704	0.3256
MEIS2	-2.9089
ENOSF1	0.951166666666667
PCDH7	-0.7935
FZD9	-3.0635
RPLP1	-0.269166666666667
ZNF75A	-0.338
P4HA3	2.87875
NKX6-1	0.4095
CTA-216E10.6	-0.291666666666667
IFT140	1.03275
DENND1A	-0.6825
ALCAM	1.2487
ABHD2	0.534454545454546
QPRT	-2.79466666666667
TRAM1	2.49771428571429
ATP1B4	0.224625
NUP37	-0.8605
SAA3P	0.907
SLC22A6	0.36475
KIAA0265	-0.15725
ZNF41	0.9655
ADAM19	0.4035
ERAF	-1.18725
DEFB119	0.326666666666667
DNMT3B	-3.7165
SNF1LK2	-0.427
MGC24039	-2.733
TAS2R48	0.164166666666667
PNLDC1	0.33475
ADAMTS16	1.01075
TMEM92	-2.53783333333333
CCT8	0.00250000000000002
POGZ	1.32566666666667
N-PAC	1.3845
GUCA1B	-1.73033333333333
ZZEF1	0.064
OR2C3	0.294
ZNF334	-2.0935
RANBP6	0.713
LDHB	-2.33791666666667
BAMBI	2.11525
RAB5B	1.8505
FOXB1	-0.441
MRPS12	-0.28375
MRGPRF	-0.617125
CRIPT	-1.1175
CYP2D7P1	-0.5015
RYR1	-0.374875
NDUFA2	1.02425
TRIP12	-0.04925
KCNE3	1.77333333333333
MOBKL2B	-1.9796
MIOX	0.1265
ACOT7	-1.384125
FGF6	-1.869
RASSF5	0.39
ATAD3B	-1.14133333333333
IKZF3	0.5305
H3F3B	-0.570071428571429
C6orf91	1.219
SEC11C	1.75675
TMEM14C	-0.3045
KIAA1632	0.3925
SLC38A4	-0.17575
FGFR3	0.116833333333333
HES7	-0.421
HINT3	0.70425
ARIH1	-0.264
FLJ35880	-2.56975
C1orf129	0.3555
POU6F1	0.2655
RPL32	0.07975
BBS1	1.22066666666667
RGPD5	-0.943
SULT1C2	-1.1905
KDELC1	-1.562
PIP5K3	-0.891166666666667
CHI3L1	3.161
CSDA	0.913916666666667
VTCN1	3.7525
WDR62	-1.073
TMEM170	-0.3195
KIF2A	-0.885
C6orf182	-1.29466666666667
ARL6IP6	-2.3075
ZCCHC9	-0.59025
RARB	-0.329666666666667
ZNF320	1.905125
DHX15	0.2455
PICALM	-0.0396666666666667
CNOT6	1.21166666666667
HIST1H1A	-1.189
ZNF702	1.27283333333333
OR1E2	0.8335
HLF	-2.0979
LOC442582	-0.243
KIAA0494	0.8785
TCF4	1.2125
APOBEC3B	-1.7635
FAM54B	-0.10025
MYH2	-3.151
FXN	-1.4255
C12orf59	0.331
PAEP	-1.84675
SPG11	0.688625
VN1R4	0.14325
KCNJ13	-0.54825
NOC3L	-0.2665
C5orf36	1.286
CPAMD8	0.58025
MLN	-0.6549
FLJ11184	0.62
TIAM1	0.564
OR10J3	0.25
OR52E2	-0.767
PBX1	2.5915
UBL7	-0.594333333333333
PXMP2	-0.61575
SYTL1	-0.0798333333333333
FAM126B	-0.0565
ZNF711	-0.2545
GGA1	-0.131833333333333
VAMP4	1.36516666666667
BCAP29	0.1178
C20orf19	0.2755
ZNF275	-0.76825
NEK6	0.41625
SETD8	-0.119666666666667
HEXIM1	0.0499166666666667
SULT1A2	-0.399125
KLHL9	0.1705
SLC39A12	0.18225
ARHGEF16	0.0806666666666667
SCN1A	-1.47983333333333
HNRPH1	0.07325
C9orf103	-0.83625
ECE1	-0.0251666666666667
MED18	-1.853
TEX13B	-0.0445
SNN	-0.63425
C6orf62	0.626888888888889
WNT3A	-0.3118
IL22RA2	0.643
MGC21881	1.5405
GABBR1	0.8765
YIPF6	0.829
PROX1	-2.08166666666667
PPP1R1B	3.56025
LANCL2	0.13
SCN3A	-1.63933333333333
SSRP1	-1.05716666666667
ASXL2	-1.018
RPE65	-0.0195
SNAI1	-1.85
EFNA2	-0.37725
CLDN9	-0.37625
TP53I13	-0.513875
LOC375748	0.881
C9orf7	0.62625
C14orf178	-0.9775
GC	-1.146
IER3	-2.2045
KCTD10	0.45125
FLJ45717	-0.43875
ADC	1.08766666666667
LOC285908	-0.915083333333333
MLL3	0.268125
KIAA1787	0.1665
MGC31957	-2.00375
MUC5B	-1.06641666666667
ZNF193	0.55975
CSRP1	0.83075
MOSPD1	-0.215666666666667
C21orf49	0.3165
RAD1	-0.27025
ANKRD34	-1.557
NFRKB	0.359
FANCA	-3.333
VTI1A	0.458142857142857
PCBP3	-1.02333333333333
BFSP2	-0.43175
ZNF354C	-0.736875
FRMPD4	-0.50475
IKBKG	0.0348333333333333
LOC441046	-0.3455
UNQ9438	0.0198333333333333
TM4SF20	-0.238
MAGEC1	-6.20925
AMMECR1	0.12225
GLDN	0.54425
TTC30B	0.78825
SEC13	-0.0529
EGF	0.15925
HAGH	0.28825
VSIG1	0.584833333333333
NHLH2	0.168
NCAPD3	-0.44425
MGC16121	-3.217
HIATL2	-0.60925
BRCC3	0.235333333333333
LCE2D	-0.3675
TMEM79	1.97775
GTF3C5	-1.272
AKR1C4	-0.38375
C3orf59	-0.5675
RBM26	0.279375
DUSP14	0.589666666666667
AP4M1	-0.1665
RIMBP2	-0.7965
ABCC2	-4.16766666666667
DNAJC16	0.547666666666667
TTC12	2.3735
SNX13	0.281
C6orf168	-0.7315
C1orf100	-1.28975
CSPP1	1.72308333333333
LRRC56	0.941
OR1J2	-0.0115
THY1	-0.3461
KIT	3.30416666666667
TBC1D8	-0.2705
EPHA7	-0.09625
SOLH	-0.150125
SVIP	0.92075
ZNF294	1.05075
HAND2	1.6305
CENTB2	1.19416666666667
MARVELD3	0.544375
CREB3	0.229666666666667
KRTAP1-5	-3.538
OR8K1	0.4075
MED25	0.876166666666667
FDX1	-1.22516666666667
FAM19A1	0.3216
IL13RA1	1.4777
ZNF627	1.016
NHP2L1	-0.18925
EIF2B2	-0.779
ZNF593	-0.9125
WIPI2	-0.221666666666667
RANBP1	-0.669
TAS2R7	0.5205
LOC283514	0.2335
CSNK2B	0.1585
CFHR1	-0.2045
DKFZP434O047	-0.279833333333333
WBP11	-0.2445
TEX2	0.8265
GALNT2	-0.344333333333333
FLJ33360	1.2075
WNT9A	0.3455
IL29	-0.00550000000000002
STK3	2.68733333333333
REPS2	4.1745
FAM78A	-1.02125
MGC3207	-1.025
FCGR3A	6.8895
H2AFY2	-1.675
RNF150	-2.12275
CCNK	-0.398875
VEZT	0.640833333333333
FSHR	0.2755
C1orf66	0.5975
LCE2B	0.5728
CD200	-0.8235
ORMDL1	-0.69625
OR51S1	0.657
KRT83	-0.6765
COL19A1	-0.214
POL3S	0.09475
ZNF468	1.73066666666667
BAG3	2.102125
C1GALT1	-2.89175
CA5A	-5.3095
DKK4	-0.873
SGK2	-1.02275
PIK3C2G	0.98125
USP11	-0.265125
IMPA2	0.51625
PRKDC	-0.966785714285714
MSR1	3.8185
PDCD6IP	0.703666666666667
FAM122A	-0.90775
ZNF740	0.71625
ATXN2	0.264
SLC17A4	0.256333333333333
RAXL1	-0.455833333333333
RS1	0.85175
NET1	-0.578333333333333
NPY1R	-1.86983333333333
MVD	-1.8915
C11orf61	-1.07925
CHDH	1.5075
GCNT2	-1.28742857142857
LGALS12	-0.3825
IK	1.065
C7orf41	-0.581888888888889
SURF4	-0.228166666666667
C1orf91	-0.1765
BCS1L	-1.23666666666667
C20orf141	0.472666666666667
BCAS2	-1.04225
ACE2	-0.7105
ICT1	-0.081
CD79B	1.63675
MRPS9	-0.7765
AADACL1	-0.812
IRS2	-1.145625
LUZP2	-0.7685
TMEM148	0.0776666666666667
ZNF514	-0.314166666666667
ADCK2	0.2417
ZKSCAN1	0.145214285714286
FASTKD2	-0.66925
KCNMB3	-0.184666666666667
POFUT2	0.0259
GNG2	-1.4413
OR6Y1	0.328
FAM26A	-2.06925
CAND2	-0.245
FLYWCH2	0.272875
BCL6	2.36225
MDH2	0.0332142857142857
DRP2	0.09
TPD52L1	2.042
TXNL4A	0.10675
OR3A1	-0.103
C22orf9	0.592857142857143
RAB25	2.2615
PCTK3	0.11125
POR	-1.025
ARPP-19	-0.9695
SREBF2	-0.77925
ZWINT	-0.810166666666667
TRUB1	0.437625
ENPP2	0.525833333333333
UXT	-0.0941666666666667
ALG11	0.0215
SMCR7	0.977
SLC31A2	-0.03625
USMG5	-0.3755
ZNF780B	0.138
APEX1	-0.325625
THSD3	-3.7595
CEP68	-0.0455
NY-SAR-48	-0.75025
ZIC3	-4.44683333333333
LPAL2	-0.339833333333333
MRPL11	-0.679
VPS53	0.486833333333333
MPDU1	-0.45175
UBL4B	0.2205
LASS3	0.54775
GAST	-0.534333333333333
SPERT	-0.387333333333333
UBE2L3	-0.2745
MLSTD2	0.29775
ADRA1D	-0.0015
FZD10	-1.58266666666667
ATP6V1E1	1.173
SAR1A	0.7349375
MCTP2	-0.927166666666667
TMEM5	-0.0905
BIRC2	-1.39983333333333
TMEFF2	-3.59583333333333
NLGN3	-0.119
LMX1A	0.62475
C19orf51	0.32875
LOH3CR2A	2.01216666666667
SLC9A3R2	1.06166666666667
TIMP1	-1.81616666666667
PFN4	-0.47025
UCK1	-0.685
TPST2	0.17125
AQP6	0.208333333333333
OR1N2	0.092
KCNIP1	-0.5535
SFTPG	2.08316666666667
KIAA0087	0.5935
UBXD3	2.2246
ABT1	0.5015
RIPK5	1.5525
SMG1	0.2525
BTBD8	-1.7055
PIP5K1C	0.1275
POU2F2	0.6571
C17orf57	0.02875
TSPAN14	0.1953
NUDT16	0.909333333333333
GPT	2.75375
PDK4	-0.1222
ELL3	1.489375
NNMT	0.206833333333333
NUFIP1	0.289375
RHBDL1	0.2495
FILIP1	0.7917
C17orf56	-0.902
C8orf73	0.08325
FLJ21438	0.477
TBC1D10A	0.381
ERGIC3	0.261333333333333
CREB3L4	2.748
TARBP1	1.11975
C1orf9	2.36825
COLEC12	-1.35366666666667
FBXO30	0.50975
TNFRSF25	-0.93825
UBE2T	-0.134333333333333
SLC2A1	-2.2143
RPH3A	-0.908
LSAMP	-3.474
CER1	0.135
ATP2A3	-1.5699
SGK	-2.49125
CCR7	2.8255
ZIK1	-2.47725
RECQL5	-0.48425
HSD17B7P2	0.67125
MTERFD1	0.939875
ANGPTL1	0.5555
NLRX1	-2.00116666666667
FHOD3	-0.151833333333333
PSG7	-1.26425
ARHGEF5	1.29
C14orf21	-0.178666666666667
FGD2	1.42225
OR5T2	0.0135
P2RY14	2.44516666666667
PPP1CA	-0.0346666666666667
ZNF33B	0.3695
MOCS1	0.201333333333333
NAP1L1	-0.1009375
IGSF21	-0.289333333333333
PTDSS1	0.693923076923077
SLC38A6	0.47625
GLCCI1	0.846125
CCR4	0.5055
OLFM2	0.4385
COX6A1	0.355166666666667
B3GALT2	0.408833333333333
BEST3	-1.3267
CD14	3.221375
ABCC9	0.885125
SNAP29	0.542375
HMGCR	-0.1295
IFT74	-0.1425
CNTROB	0.06
ZNF548	1.15575
INSL6	-0.249333333333333
HERC1	0.201
HOXB1	-0.273
EMCN	4.349
BLNK	1.28166666666667
SKP1A	1.12492857142857
IL19	0.81525
DOC2A	0.50675
COPB2	0.625166666666667
CDC27	-2.0425
LECT1	-1.304
UBR1	0.460666666666667
COPS6	-0.4495
MCCC1	0.218555555555556
C12orf33	-0.772
POM121L1	0.287
GPC4	0.530333333333333
ZNF664	1.54383333333333
VAC14	-0.7105
PPY	-0.256
SRCAP	1.198625
PPP1R13L	0.36475
BPGM	-0.1165
HMOX1	-1.44316666666667
MC4R	-0.2605
FAM126A	-2.434
PRR13	0.744125
INS	0.201
FLT1	0.14825
FEM1C	0.58625
SLC25A2	0.08275
