Hybridization REF	TCGA-A2-A0CY-01A-12R-A034-07
KIAA1731	-0.365166666666667
SLC9A4	0.1415
PTPN6	0.581
BAHD1	0.28175
GRIK3	3.005
CACNB2	0.1514
PDE10A	-0.70275
DGCR14	0.52775
PCDHB9	-0.913666666666667
RHOQ	0.300166666666667
MAP3K4	0.73675
KTI12	-1.07333333333333
RPL23AP13	-1.26375
GNG11	-0.468
CLCN3	1.77783333333333
GPAM	-0.85175
VSTM2A	-0.4905
SLAMF7	-0.6595
INTS2	-1.612
PPP2CA	-1.232
LRP12	1.04033333333333
SEC14L2	1.62522222222222
DKFZP586H2123	2.6485
MC3R	0.137
CIRH1A	-0.719666666666667
HIST1H2AB	0.601
POLH	-1.289125
MGC16703	-1.8035
SNAPC2	0.0635
FILIP1L	-1.2875
RASGRP4	0.694
LRRC1	0.414
GAS1	-1.89
PRAC	-0.0745
DGKA	0.304
NT5C3	0.00675
PEG3	-4.01916666666667
NADK	-1.02025
PRR17	1.711
LOC374569	0.14575
SGSH	0.8225
NLRP8	0.521
GALT	-0.3734
MCF2	0.3705
ZNF263	-0.75125
TACSTD1	1.12933333333333
TYR	-5.5524
ATP6AP2	-0.59925
RNUXA	-1.04025
ABHD10	-0.5222
GDPD2	-1.8925
SLC35C1	0.4795
UBE2A	0.103
HERC5	-2.8265
FAM112B	-4.35
FBXL16	0.22075
DKFZP434A0131	0.71775
ELA3A	-1.763
RBM41	-1.12975
HAO2	0.36425
RNH1	-0.6415
SHANK2	1.20233333333333
OSBP2	-0.749
DAK	-0.325333333333333
C3orf58	0.897
TCL1B	0.442
KBTBD2	-0.4585
SUGT1L1	-1.016
UBE2E2	-1.41216666666667
MYL9	2.187375
CDC23	-1.44616666666667
PBXIP1	1.7837
CXorf40B	0.983
NBL1	0.2775
RTBDN	1.2525
RAB11FIP5	0.0035
TTTY13	-0.4675
SCOTIN	-0.303166666666667
SOHLH1	0.0725000000000001
CDKN1A	-1.12692857142857
NCK1	-0.75475
ZNF550	-1.41
SAPS3	0.856
SPIN3	0.0105
MAGEE2	-0.4665
MIS12	-1.56416666666667
OR8H2	0.1895
KIAA0774	0.649666666666667
UNC5D	-2.001
CUL7	-0.442166666666667
LIPC	-3.36466666666667
DIO1	-1.44525
C20orf11	0.2814
CTRL	-0.1375
HS3ST2	1.09975
PAK4	1.4145
CCRL1	1.10475
RNF10	1.545125
ZNF567	-0.53325
ZNF660	-0.485
TCEAL3	0.28275
MAGOH	-1.4105
CENPB	0.422333333333333
C19orf7	0.763125
LOC388965	-0.65675
ZCCHC13	0.676
JMJD1A	-0.6129
HIST1H4H	0.0005
TBRG1	-0.8102
GPC3	-3.21175
TAF1C	0.625875
EBNA1BP2	-1.48683333333333
CIAPIN1	0.0435
PDGFRA	-1.44477777777778
CSTB	0.121875
CENPI	-2.1305
GTF2E2	-0.907833333333333
RPP21	0.27475
CCNF	-0.735666666666667
KCNQ3	1.3905
FAM79A	1.03025
SLC22A12	2.28
NOVA1	-1.05033333333333
FZD3	0.5058
AKAP8	1.586
SOCS5	-0.65475
CFDP1	-0.02075
DLG5	0.17975
PGM5	-0.1465
C1orf144	-0.340333333333333
HDAC10	0.8805
RND2	-0.63725
C20orf199	0.328
RNMT	-0.689875
SLURP1	1.980375
ASTN1	-0.778375
SH3BGR	1.02525
MYCL1	1.336
ZHX1	-1.2155
CENPK	-4.15
FOSB	-0.0114
LOC643406	0.441625
C2orf59	-0.653125
TMEM135	-0.611375
SLC27A2	-2.469
KRT33A	1.6875
OVOL1	1.14742857142857
PAMCI	-3.924
S100A7	2.3905
ZNF789	-1.2405
HARS2	-0.2485
RPL23A	2.28916666666667
TCF23	0.78325
UPF3B	-1.372875
C17orf78	-0.382
HLA-DOB	-0.3752
C14orf142	-1.77983333333333
TEKT5	0.627166666666667
DMWD	0.7845
POLD1	-1.4755
GSCL	0.9485
CALD1	-0.8124
SCRT1	1.02966666666667
AIG1	2.02175
UNC84B	-0.41625
ZNF404	-0.83075
TMED6	-2.8655
KIAA1462	-0.2245
LRRC27	1.0885
PYGO1	-0.288
PIGU	-1.048
ALAS2	-2.57966666666667
WRNIP1	0.413375
CNNM3	0.646
ZNF2	0.30475
ST3GAL5	0.788833333333333
MRPL23	1.62875
TSSK6	0.66425
PSMA6	-1.61225
C16orf70	-0.0175
KIAA1602	0.73675
ALMS1	0.538833333333333
DCN	-0.91025
TMEM132D	-1.0945
SUCLG2	-0.3925
ABHD14A	0.44025
DEXI	0.435833333333333
AMPD2	-0.988
IFNAR2	-0.443666666666667
CYB5A	0.8434
TLOC1	-0.2015
NXF5	-0.713
NRBF2	-0.34
KCTD3	-0.18525
ITGAE	-1.5655
SLC30A3	-1.222
ZRF1	-1.5595
IFRD2	-0.759375
XAB1	-0.43025
PYCR2	-0.333666666666667
SERPINB3	2.4785
TMLHE	-1.1528
GEFT	0.000999999999999945
ABCA5	-0.427125
EMR4	0.675
TSFM	-0.3525
HIST3H2BB	-0.18125
ARHGEF19	1.29825
TSPAN17	-0.0508333333333333
ABCC8	0.09475
MAP1S	1.75516666666667
C22orf36	1.20525
BNC2	-1.86021428571429
HIST1H4A	0.39275
NDUFS3	-0.605833333333333
WDR3	-0.835333333333333
XKR4	-0.49475
TTC33	-1.43292857142857
STMN2	3.81975
CPN2	-0.463333333333333
HSPC105	1.78125
PCOLCE2	-3.837
C3orf55	2.996
KLHDC9	0.946833333333333
TBC1D23	0.17575
ATXN2L	-0.7
MAP2K3	2.03591666666667
SCAP	-0.789
ZNF486	2.1435
C20orf96	2.94125
NARS	-0.00525
ADAMTSL1	-0.4795
PRCC	1.17466666666667
CCDC126	0.4615
ZNF675	-0.076
CALCOCO1	0.382
ANKRD43	-1.63225
CWF19L2	-0.0216666666666667
ZBTB32	0.179166666666667
BRAF	0.73875
ODF4	0.514
MGC14376	0.575166666666667
HORMAD1	-2.94916666666667
AAK1	0.206583333333333
PEBP1	0.887666666666666
TNFSF5IP1	-0.651833333333333
DKFZp564N2472	0.2615
RMND1	1.304375
IGKV1-5	1.2945
COL1A2	1.42925
SERPINA5	-2.980625
AANAT	0.9185
C19orf21	1.77416666666667
GEMIN5	-0.03125
UBR4	0.147
LTBP3	3.14216666666667
AMHR2	-2.301
PROCR	-1.8595
MYBBP1A	-0.22575
C20orf39	0.043
ZNF697	-0.55475
PASK	-1.1552
ZNF776	0.833833333333333
RFXDC2	-0.839875
KIAA0467	-0.4045
C10orf96	-2.326
ZNF503	2.04525
GULP1	-1.50683333333333
KCNE4	-0.0405
DKFZp434K191	-0.763375
LOC196913	-0.253
BHLHB4	2.0635
CH25H	-3.41525
LOC81691	-0.870333333333333
ALPL	0.339357142857143
COL12A1	-0.364
FOLR3	-1.31566666666667
GPR123	0.108375
TRIM62	0.932642857142857
ABLIM1	0.129
MAST3	0.1985
RHBDD1	-0.287333333333333
LOC338809	0.088
RYBP	0.57325
TTC26	-0.6175
ZNF22	0.126166666666667
ISCA2	-1.33475
RDM1	-2.5195
PIGM	0.387
GNB3	-1.34
ACTR2	-0.1589
HMGB1	0.1777
EDG1	0.174166666666667
SOAT2	-3.1655
OR10AD1	0.059
RAP1GDS1	1.24566666666667
LCE1F	0.831
ESM1	0.071
RCN3	1.04975
CREBL1	-0.02375
DBNL	-0.375166666666667
PTGER3	0.57975
USP30	1.3755
BCL2L12	-0.0800000000000001
KIF26B	2.5615
ZNF416	0.0385
ZNF225	-1.029
C17orf70	1.71575
ZNF554	0.05
RAE1	-0.719
TNIK	-2.5575
ACTN3	-0.3565
MGC45922	2.4415
CCNA1	-0.618666666666667
RYK	1.49933333333333
IL26	-0.0765
LRP3	1.8435
QARS	-0.415
SOX7	0.306714285714286
BID	-0.071375
OR2S2	-0.2655
CXCL14	-1.74625
C11orf47	-0.654
MGC29891	1.51816666666667
HSPB8	-1.244
PRDM14	-1.5495
NUFIP2	1.372
MNAT1	-1.001
ZDHHC2	-0.870916666666667
MBNL2	-0.69975
ADD3	-0.823125
CSNK2A1P	-0.0665
KLK6	0.853
TMEM111	0.2732
KIAA1279	-0.78775
NUBP2	0.314333333333333
RAB42	-1.79975
ID3	-1.242
TM9SF1	-0.82275
MDP-1	-0.76025
POU4F2	-0.473
IQCK	0.56975
C16orf14	0.87125
CAPN3	-1.15
FAM43B	0.47075
RECQL	-1.246
AP1G1	0.692214285714286
CTNNBL1	0.0438333333333333
ECHDC1	-0.760333333333333
SMARCC1	0.8578
FOXQ1	0.18525
GNAI3	-0.911833333333333
POLG2	-1.9635
CD4	0.5785
ITLN1	1.72575
EBI2	0.32975
IRF1	-0.35875
PTPRE	2.2959
PTK2B	-0.219
NXNL2	0.532
SOX4	1.914
TSPAN3	-0.955333333333333
SH2D1A	-5.42883333333333
C8orf58	0.441666666666667
USP20	-0.64375
DUSP22	-1.0415
CALB1	-2.02483333333333
L3MBTL2	0.999916666666667
MCRS1	0.1385
TMEM118	0.766666666666667
C18orf8	0.119166666666667
FLJ10241	-0.35675
GJA12	1.45025
PKD1	0.299833333333333
ZFP3	0.914
JAM3	-1.710875
LAPTM4A	0.3733
DIRC2	-0.5025
KIAA2022	-0.997833333333333
MYOM1	0.929166666666667
TRPM8	-2.459
MOP-1	2.77275
PHKG2	0.013125
ZNF650	-0.882875
KIAA1522	2.097625
PSG8	-2.25516666666667
DDX19B	-0.0965
MOBKL1B	-0.9525
DIAPH2	0.281416666666667
PTPN12	-0.4475
CLN8	-1.2613
CRYZL1	-1.10316666666667
CRY2	0.150083333333333
FCGR2B	1.22516666666667
PNPLA4	-1.269625
ZNF454	-1
DKFZp434B1231	0.49225
CLDN11	1.712
RFWD2	1.2045
CIB2	-0.231833333333333
MXRA8	1.79625
HRK	2.86525
MAML2	-1.3245
C4orf31	-2.08
C6orf192	1.62725
COG6	0.08025
FAM5B	0.78875
NFATC1	-0.2423
SEPT10	-1.21725
SCYL1	-0.1304
RPP40	-0.39175
SCOC	-0.4124
KIAA1450	0.45325
CTDSPL2	-0.8535
TBX5	2.27966666666667
NAPG	1.184375
RHD	-3.5465
C14orf45	-0.186833333333333
ZBTB22	1.1775
PLCG1	-0.527
ANKRD10	-0.989375
AQP7P2	-0.829
TAGLN2	0.094
HTR2C	1.03
SLC16A7	-0.717
C17orf83	-0.6095
TSGA14	-0.8135
MDH1	-1.89
PPP3R2	0.337166666666667
DCBLD2	-1.27992857142857
RBM33	-0.60225
DPH3	-1.60625
SYT10	-0.817333333333333
FMO4	0.4105
THYN1	-0.454
DRD5	3.965
OTOR	0.002625
PGRMC2	-0.9629
KATNAL1	-0.462875
PAQR6	-1.89975
UBE2I	-0.63275
C14orf28	-0.23225
C8orf70	1.7435
FLYWCH1	-0.408625
ANGPTL3	-1.10933333333333
GLRX2	0.327
ATP11A	0.358071428571429
ARL5B	0.973
MUC16	1.4125
SLC25A5	-1.4595
ACRC	-0.0555
MYO1C	0.181
FAM89B	2.1775
FAS	-2.852875
KIFAP3	0.861
GLRA2	0.4755
BTN3A2	-1.8204
CNKSR3	-0.741375
CSTF3	-0.392333333333333
ARPM1	2.48325
KIAA1530	-0.7845
C9orf150	0.195666666666667
PRKCI	1.3905
tcag7.1015	-1.09325
SOD3	-1.269
ZNF574	1.11175
CYP21A2	0.9265
RPL12	0.617
COMMD2	-1.566
WIZ	1.72925
LOC344405	-1.79575
ALDH4A1	-0.851
CRYAB	0.1635
COPA	0.4002
PCDHGA7	1.39
KIF11	-1.36566666666667
RASD2	0.755
SLC26A3	-0.9375
ZNF175	-3.8015
JAKMIP2	-2.738
C8orf4	1.1245
PTHLH	-0.047
SLC40A1	-0.32275
OR7D4	0.519666666666667
PCDHB17	0.797
CD36	0.536857142857143
C6orf203	-0.2637
PRKG2	0.583
LOC400566	-0.8105
ANAPC13	-1.063
SLCO3A1	-1.51175
ZNF692	-0.157
FANCL	-1.267
SH3GLB1	-0.50525
C12orf61	-0.272
KBTBD6	0.65825
SUPT5H	0.8635
XRCC6	-0.7244
HUS1B	1.5813
FAM133B	-0.452357142857143
LOC728276	0.962
KCTD18	-0.51225
SOS2	-0.061
CCDC99	-2.185
C1QTNF5	2.459
NNAT	0.339666666666667
USP16	-0.698
LARS	-0.383125
ZBTB2	1.504
ABO	0.506666666666667
TRAF3	-0.87175
GALNT5	-3.3155
NAP5	2.006625
ALG14	-0.321333333333333
KIAA0515	-0.229076923076923
WDR75	-1.75633333333333
TEX261	-0.0664166666666667
LY86	-0.41775
LOC389072	0.0065
FLJ13611	-1.17175
MRGPRX2	-0.072
SNRPA	-0.32625
OR2G2	0.408
GPRASP2	0.83275
C7orf42	0.4736
C9orf163	0.314
CYP11B2	0.459
FCRL3	0.1912
PRDX1	-1.05575
FGB	4.778
COX17	-0.341333333333333
C16orf33	-0.87125
PIWIL1	0.161833333333333
FOLR1	-0.599
KIAA0082	0.1775
FREQ	-0.388
TMCC2	1.29566666666667
TCF12	-0.353083333333333
ZNF721	-1.585
FAM130A2	0.86275
POU4F1	1.8515
SNRPF	-0.424625
SGIP1	0.463666666666667
ZNF641	0.149833333333333
EMG1	-0.199
PRRG4	2.3495
HIRA	-3.40475
MYNN	0.7695
AEBP2	-0.12875
TBXA2R	0.665666666666667
ISL2	-1.15283333333333
PCDHB11	0.3095
RNF144A	-0.261625
MARCH5	-0.08625
DULLARD	-0.7625
DCLRE1B	-1.3015
ITGA8	-0.352
TP73	-0.21075
PRKCD	2.22125
NDUFB4	-0.93825
ATP13A4	0.195125
ANTXR2	-0.3315
COL4A3	-0.685833333333333
MYO10	-0.6756
SLC6A18	1.04575
PEX1	-0.969
TMEM74	0.670666666666667
RBM19	0.993
TAPBP	0.76565
RUNX1	1.326
MID1	-0.906916666666667
GPR64	-3.07133333333333
RASEF	3.884
GABRG1	-0.171142857142857
MYO16	-2.1155
DBF4	-2.60366666666667
TSHZ2	0.724
RIPK2	-0.895
PPTC7	0.383833333333333
KIF4B	-1.139
LRRC31	3.60525
ZNF540	-0.697
EFNB3	0.429
LOH12CR1	0.433125
STON2	-0.551666666666667
GLP1R	1.617
CSTF2T	-0.495
IREB2	-1.658375
GRSF1	-0.2575
PDCD7	-1.12066666666667
LRRC43	1.038
CNR1	-0.338333333333333
IL1F7	-0.128
C12orf64	-0.15675
FAM69B	-0.3005
NR2E1	-1.8025
MS4A6A	0.8231
FTL	-0.5355
C7orf36	-0.516
PCLO	0.4953
DYRK2	2.0145
ARIH2	-0.724125
SAMD7	0.314
SCNN1D	-0.2165
SLC32A1	-0.530857142857143
C22orf25	-1.03083333333333
MRPS18A	-0.0108
GPR112	0.905
EARS2	-0.723
ERN2	2.1985
ATPBD3	0.587666666666667
PRH2	0.0775
CDKN2D	0.956166666666667
PGLYRP2	-0.6895
TRIM40	-0.32525
SEC14L3	0.397166666666667
SLC22A1	-0.03875
BTN2A3	0.61525
RASA4	0.417
CCNL2	-1.42533333333333
MYBPC3	0.7925
GJA4	2.9315
CDC42SE1	1.765625
TRPV2	-1.843
MYPN	-3.7577
SIM1	0.5315
CDADC1	-0.484416666666667
ZFHX4	-0.51625
NIBP	2.24633333333333
ADAMTS19	-1.40925
ABTB2	1.281
TSPYL2	0.820875
EIF2S3	-0.5778
SOX30	1.1555
AP2A1	-0.549
DKFZP564O0523	-0.526666666666667
LOC285398	0.11375
CDH18	-3.76775
CHL1	3.405375
GATS	-0.801
TBC1D2B	-0.765333333333333
OR1J1	-0.096
GSN	-0.0633333333333333
DPCR1	-0.111625
GARNL4	-0.401
SMARCA5	0.11775
PLEKHG3	0.352666666666667
ZBTB45	0.988
FRMD6	-1.377
PLS1	-0.226833333333333
DGKZ	0.976666666666667
EFNA1	2.3831
WDR85	-0.583
ANK2	-0.1595
PAGE4	-0.828666666666667
SENP6	-0.666
AKR7A2	-0.331666666666667
FKBP10	-1.2185
VEGFC	-1.69383333333333
LARP1	0.0430000000000001
SRBD1	-0.54325
ITGB6	1.569
SLC1A2	-0.658714285714286
INVS	-0.843166666666667
MPO	2.3735
MOBKL3	0.1414
CUTL2	-2.256375
KLK2	0.0559166666666666
VIM	-1.1935
REG1B	0.199166666666667
PCDHGC4	1.61775
C3orf34	-1.347
SUMO3	-0.123333333333333
CST9L	-0.46625
MLL4	-0.02175
SPR	0.547833333333333
SAMD9L	-1.6155
ABCE1	0.2215
SUPT3H	0.332666666666667
ACTBL1	-0.80775
ADAMTS4	0.273833333333333
SLIT3	2.2955
RHEBL1	-0.658
NPM2	1.72425
MAN1C1	1.443875
KIAA1856	2.03325
HSPA6	2.36375
LOC388152	2.207
C10orf140	-2.42675
ZDHHC12	-0.194
LIN7A	-2.0367
PHC2	0.8105
SPHK1	-0.87425
TRIM26	0.456125
FAM83E	1.778
C18orf24	-1.44266666666667
ZNF578	0.014
ORAI1	-0.016
RUVBL1	-0.479166666666667
C7orf20	-1.20766666666667
APAF1	-0.137
SLC36A4	-0.751333333333333
MYH11	5.869
NEK1	0.7266
MPP2	-0.637625
C12orf24	-0.61225
TNK2	1.0505
ZNF289	0.06075
MATN3	-3.66728571428571
IFNGR2	0.732666666666667
ITPR1	0.17425
EBF3	-0.1121
TBC1D20	0.1497
OR10P1	0.86925
DDAH2	1.44475
SHPRH	-0.08525
STX7	0.4735
LOC554248	-0.216
BCAR1	0.2485
ATXN3	0.145166666666667
TRIM27	-0.04225
CDC42EP2	2.3795
CHP	0.0904285714285714
SOX17	1.89425
ZNF259	-0.7285
CHCHD1	-0.379625
ZDHHC19	0.4015
GBP2	1.9915
GARNL3	0.090375
MRC2	0.0675
C1orf52	-0.62775
AOF2	-0.237333333333333
LRPPRC	-0.4887
ACVR1C	0.726666666666667
TM4SF18	0.779166666666667
TMEM169	-1.457
PPP1R16A	0.130125
EBF1	-1.3175
RRS1	0.0443333333333333
SNX2	-1.291
OR2T2	0.018
RBX1	-0.97625
ANKRD54	0.117833333333333
TSNAX	-0.114166666666667
TMEM83	-1.14125
ZBTB7A	1.996
ATM	-1.22383333333333
LOC338328	2.05433333333333
TIE1	0.211333333333333
HIST1H3G	-1.12166666666667
PASD1	-3.7255
TINAG	1.1045
PCDHAC2	-0.7775
LRRC15	-1.347375
WBSCR17	-1.59675
TFF2	-0.265
PARP2	0.525
NDFIP2	-0.846375
PCDHGB2	-0.3895
WDR60	-0.7795
MAP7D2	0.4727
USP45	-0.71025
GSDML	0.55975
TNS1	-0.5314
PLCD4	-2.313
IQCD	1.4375
SMPX	-1.32575
CD9	-0.674166666666667
SRGN	-0.60475
CASP7	-0.391875
INOC1	-0.232166666666667
DKFZp451M2119	-1.305
VMAC	1.4415
USP53	0.0127
CAMK1G	-0.604
TMEM106A	-0.742666666666667
CDC20	-1.5716
ACSL5	-1.061
CBWD5	-1.911
C1orf87	-0.949166666666667
KIAA1274	0.61925
PRUNE2	-1.533
LYPLA2	-0.239166666666667
DOK6	-3.26016666666667
GPR149	0.5205
FAM30A	0.29275
TMEM129	-0.933
SLC35B3	-0.77575
ACPP	0.419
LOC200261	-0.915
SLC4A7	1.0113
CCDC40	1.03625
GART	-1.269625
THOP1	-1.265
SCARB1	0.340875
CACNA1F	0.20425
TRIAP1	0.206166666666667
SYT14L	0.233
SFRS8	0.938833333333333
PBOV1	0.73925
GOLSYN	1.2325
GJB7	5.328
CAMK2N1	-0.115166666666667
GREM1	1.446
FLJ20433	0.74375
QPCT	-2.670125
PRKAG2	1.43033333333333
H2AFX	-0.697625
C6orf154	1.69075
PLOD3	-1.1075
ZBTB39	-0.359
WASF3	0.738666666666667
DRG1	-0.97525
PRR4	0.747
SPCS1	-2.18925
KDELR3	0.356333333333333
SRP19	-0.468166666666667
GABRA6	0.706333333333333
MFSD1	0.69625
MMEL1	1.766
PDXDC2	1.0002
BUB1	-2.79222222222222
RNF138	-1.00975
MYLPF	-0.7315
AIF1	-1.31433333333333
DYNLRB1	0.0815
HCN3	-1.01666666666667
HIST1H2AI	0.204
MAP4K5	-0.764416666666667
LASP1	0.320375
LOC130951	1.032
PLAA	-0.478125
KRT6A	0.515
C6orf117	-0.67975
ARHGAP23	-0.2725
PTF1A	0.468
GPHA2	0.6195
LCE3B	0.5485
MCL1	1.34778571428571
EHBP1	0.239
PRNP	-0.8279375
ZSCAN1	0.492
C1orf113	0.391666666666667
FOXA3	1.715375
NEB	3.03725
ASGR1	-4.53916666666667
CTGF	0.851166666666667
RAB17	0.157666666666667
MST101	-1.7455
JARID1B	2.4444
USP37	-0.8862
PTBP1	-0.1525
PTPN7	-1.4465
CDC7	-3.03883333333333
SNX7	-0.44375
ZNF335	0.4685
CPT2	-0.43825
HEATR1	0.64525
HSPC152	-0.21975
C5orf40	0.43
PSME1	-1.79716666666667
STAG3	-1.84325
TMEM154	1.30833333333333
KLHL32	-0.322666666666667
TSGA10IP	-1.3865
SUV420H2	-0.0468333333333333
SF1	-0.4908
2'-PDE	-0.7483125
PNLIPRP2	0.1685
TRSPAP1	-0.456083333333333
NUP210	0.584333333333333
ANP32C	-0.963
RAB11B	-0.42
ASB15	-0.172
ITGB3BP	-2.786
UBASH3A	-3.0785
YWHAB	0.323375
TPRX1	1.529
LY6G5C	0.064875
SLC7A2	-2.179375
CLK1	-1.3159
HSD3B7	0.242833333333333
VDR	2.1745
C16orf74	0.0115
ACE	1.0375
PSMA2	-1.087
CCDC131	0.2365
ZNF213	0.917333333333333
EML2	-1.1655
ALS2CR13	1.76083333333333
GLYATL1	3.68
DSPP	1.076
DHFRL1	-1.288375
C10orf30	1.51883333333333
SH3RF2	-1.30916666666667
LOC197322	0.901
DLL3	-0.216375
TIGD7	-0.09775
GFRA3	1.14875
CPA1	-0.0764999999999999
RTN4	-1.27983333333333
PPT2	-0.223333333333333
FASLG	-0.145
FOXP4	1.175
RPL26	0.2366
GNL3L	-0.590333333333333
FMR1NB	0.751666666666667
CD163	5.4325
SGPP2	2.4545
GIMAP2	-2.58975
CD37	-0.588833333333333
DPT	1.83125
NBLA00301	1.4955
RGS5	-1.10916666666667
C9orf4	0.6845
ACTL8	4.29133333333333
PRKAR2B	-1.329625
OPLAH	1.76016666666667
C20orf134	3.77
SPACA5	0.241
TBL1X	0.879666666666667
TSPYL3	-0.162
CHCHD3	-2.18875
CRKRS	-0.732833333333333
GPR65	0.9835
DFFA	0.541625
FUT1	2.09825
C6orf204	-0.319333333333333
TMEM51	0.77375
ZNF580	-0.623
CMTM2	1.07775
C20orf200	-0.4295
EZH1	-0.0391666666666667
FDX1L	-0.304
MRPL32	-0.63025
PCAF	0.1741
ALOX15B	1.10716666666667
CD59	-0.382375
CDK9	0.01325
ERP29	-0.0276666666666667
TTR	-4.981
BCMO1	0.025
DDIT4	0.9118
PTGDS	0.5805
C3orf63	-0.694333333333333
BST2	1.21325
CYP1A2	0.399833333333333
C5orf25	-0.57275
STX1A	0.183470588235294
OR2A12	0.6825
SH3BP5L	1.6025
SERINC5	1.2705
USP6	-1.0842
MRPL3	-0.734
POMP	-0.107875
INPP4B	1.8195
GMPPB	-0.535
EAPP	0.95125
AHSA1	-2.17925
ABCA11	-0.9035
SLC5A6	-0.341
HIVEP2	1.7105
SUMO2	-0.31075
KIAA1822L	2.9985
C11orf67	0.75675
TXK	-1.10875
PHCA	-1.1843125
ICAM4	-1.96416666666667
FPGS	0.7645
SNRPA1	-1.48
KCNJ4	-0.91775
KIF6	0.2315
HIST1H2BG	-0.297
SLC5A5	0.3305
ZNF354B	-1.268
IL12RB2	-0.419
C11orf76	0.8842
GAL3ST2	1.431
AIFM2	0.061625
SYNC1	0.503875
UBL3	-0.128
PIK3CG	-2.88016666666667
NLN	-0.3234
BCORL1	1.7485
CD5L	0.059
ZNF238	2.6305
KIAA1394	-0.0585
C16orf55	1.2066
CYP3A7	-2.67125
KRTAP3-1	-2.18
TFDP1	-0.614666666666667
MND1	-2.7665
NODAL	0.157666666666667
GTPBP4	-0.395
TUBGCP2	0.52575
SLITRK5	-2.903
CIC	0.79775
CD79A	0.578166666666667
SAMD14	0.463833333333333
TNPO3	-0.898
OR10G3	1.053
OR10G8	0.463
CCDC111	-2.3025
HOXC9	3.58725
DCUN1D1	0.767333333333333
CYB5R1	0.96175
TSR2	-0.31825
DAB2IP	-0.402
SLC6A5	0.0135
RAB3D	2.16675
DCUN1D4	-0.580333333333333
ERBB3	0.896666666666667
SDC1	2.03966666666667
ATP6V1H	-0.669833333333333
SYK	1.669
ST20	0.43975
C13orf30	1.354
WDR40A	0.169333333333333
ADMR	0.572
LOC388335	-0.61025
ACSM1	-0.9915
TDG	0.573916666666667
FLJ11235	0.96675
MRPS5	-0.382833333333333
AGPAT2	-0.00450000000000002
SLC12A1	1.733375
CYP27A1	-0.78725
THAP7	-1.07275
XPO1	-0.7905
ALMS1L	1.397
C1orf2	1.110375
ZNF777	0.553833333333333
CAMK2A	0.00850000000000001
SMC1B	4.133875
IHPK2	-0.935866666666667
LEMD1	0.528
NKD2	0.3779
CLU	-0.394571428571429
ARMETL1	-1.13
PABPC4	1.16725
CXCL12	0.622166666666667
TFAP2C	1.6029
TTTY8	0.023
ABCB10	-1.0643
ENDOD1	0.612333333333333
IDI1	-2.387
KCTD6	-0.517
CCDC105	0.53
ULBP2	0.807166666666667
ZDHHC5	0.87025
WNT8A	-0.5415
COMMD10	-1.2145
KLHL12	-0.2375
GPR50	0.149
NR5A2	-0.43175
OXGR1	5.234
EHD3	0.1895
CAPRIN2	-1.223125
KLRC3	-5.1745
SF3B1	0.5275
IPO7	-0.16025
ALDH1A1	2.40366666666667
ANKRD5	0.141375
TSNARE1	1.4725
DDEFL1	0.058
RNASEL	0.469666666666667
DNAH9	-1.4365
HELLS	-1.69725
TNS4	4.384
NAV1	0.6031
KIAA1409	-0.284
C20orf26	0.547833333333333
TUBG1	-1.46575
IRX2	-0.4895
CNGA4	0.5785
MGC50559	-1.03166666666667
OR4K17	0.547333333333333
TM2D2	-0.444333333333333
FAM32A	0.58675
TXNDC14	-0.64425
CCBL1	-1.6275
ANK1	-1.949
PRSS23	-2.3635
PPM1L	0.545
SPATA20	0.244
APCS	0.2425
C14orf122	-1.25933333333333
PSMB5	0.4095
C6orf10	0.1269
SETDB2	0.0763333333333333
SPNS3	-1.01575
SGMS2	0.867333333333333
MXD3	-0.484666666666667
MON2	-0.5018
CARTPT	0.74925
HNF4A	-0.9975
RABEP1	1.62175
TNFRSF10B	-0.652625
USH1G	-0.2815
PPAP2B	-2.65083333333333
TMEM16K	-0.90975
CTDSP1	0.509166666666667
CDK5R1	0.230666666666667
GABRR1	-0.2485
OPN1LW	0.781
FAM98C	1.101875
DBN1	1.255125
ACAD10	0.0423333333333333
QTRTD1	-0.55575
WNK3	1.15766666666667
RPS19	0.423375
C1QB	2.904625
OTUD5	0.156375
SLC41A2	0.852666666666667
TMEM22	-4.308
KHSRP	1.04666666666667
TNFRSF11A	-0.0645
FBL	0.407666666666667
IBTK	-0.257166666666667
OXER1	0.7965
CBLN4	-0.6155
GPR172B	2.82583333333333
CFTR	1.24325
VSX1	1.847
CAMK1D	1.90475
LOXL3	-3.51575
RTP4	-0.87775
SLFNL1	3.51575
KIAA0828	-0.297125
PAR5	-2.974
LOC723972	-1.1665
GDI2	0.518
CEBPA	0.1268
MLF2	-0.141333333333333
AFMID	-0.71675
ALOX12B	0.296
BPHL	0.424
COX5B	-1.01325
S100A10	0.116
THOC6	-0.044
NHN1	0.992
RRP12	0.589166666666667
ARID3B	-2.29575
CD3G	-3.3465
KIAA0133	0.20475
NAT11	-0.203333333333333
PPAT	-0.227333333333333
SIRT3	1.4952
TCERG1L	-1.15125
NIPA1	-1.7055
DPP8	-0.8651
IL7R	-2.94733333333333
ZFP64	0.0608333333333333
DMAP1	-0.3602
TRMT12	0.2325
TLR4	-0.7928
WFIKKN2	0.3
RAB12	0.0511666666666667
DDX51	1.01783333333333
KIAA1086	2.33
ZNF295	-0.6715
